x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.299113	4.18086e-005	0.157337	3.88917e-017	0	2.37773e-008	6.59754e-006	9.27482e-013	3.02033e-034	0.0472512	6.58533e-015	0.0158705	0.999894	1.16339e-008	5.28892e-005	0.299113	0.0619309	0.299097	0.079045	0	1	0	0	0	0	0.25	0.25	0	15.6303	4.37745	1	-0.0444528	-0.207892	-0.598226	0.299113	0.299082	0.0723118	
2.1	0	-99999	0.292462	0.0924358	1.48766e-010	0.00397249	0	1.07544e-011	1.37921e-011	0.0428486	1.27364e-014	0.0974847	1.55362e-008	0.290002	0.618046	7.34834e-008	0.190977	0.292462	-2.45342	0.292454	0.915287	0	1	5.25871	0	0	0	0.25	0.25	1	19.0791	1.03287	0.96382	0.6012	-0.20791	-0.585273	0.292637	0.292629	0.724413	
2.1	1	-99999	0.299139	0.0918759	1.5203e-010	0.00390075	0	1.082e-011	1.40093e-011	0.0423311	1.26264e-014	0.0997118	1.56042e-008	0.293548	0.618045	7.37394e-008	0.190977	0.299139	-2.47292	0.299136	0.924016	0	0.999998	5.8254	0	0	0	0.25	0.25	2	18.7896	1.03551	2.05983	0.558298	-0.207818	-0.59828	0.29914	0.299136	0.674806	
0	1	-99999	0.285358	0.110812	8.86561e-011	0.00886707	0	8.97097e-012	9.85333e-012	0.0797822	4.08706e-014	0.095118	2.01578e-008	0.338729	0.573662	7.00283e-008	0.213169	0.285358	-2.93783	0.285354	1.07439	0	1	5.52205	0	0	0	0.25	0.25	3	18.9921	0.954126	1.92132	0.753124	-0.207937	-0.57131	0.285655	0.285651	0.883355	
1	0	1	0.290446	0.0930638	1.45767e-010	0.00408164	0	1.06819e-011	1.36058e-011	0.0437289	1.31751e-014	0.0968132	1.56392e-008	0.290016	2.69391	3.20278e-007	3.65305	0.290446	-12.8427	0.29044	4.3777	0	10	4.18767	0	0	0	3.75	0.375	4	19.0772	1.02993	0.971626	0.599746	-0.20791	-0.581246	0.290623	0.290617	0.724969	
1.1	0	1	0.283359	0.0932732	1.44097e-010	0.00408518	0	1.06579e-011	1.34803e-011	0.0436685	1.29412e-014	0.0944511	1.54514e-008	0.285341	2.7006	3.19544e-007	3.6497	0.283359	-12.8044	0.283354	4.36259	0	10	4.00063	0	0	0	3.75	0.375	5	19.0813	1.02896	0.948433	0.581194	-0.20791	-0.567365	0.283682	0.283677	0.713356	
1	0.9	1	0.299092	4.16863e-005	0.150776	4.67812e-017	0	2.3847e-008	6.30392e-006	1.1189e-012	5.09664e-034	0.0494359	5.62812e-015	0.0235066	9.98699	1.1038e-007	0.00640274	0.299092	-0.00946954	0.29909	0.102852	0	9.99979	0	0	0	0	3.21429	0.321435	6	15.6426	4.37872	0.964995	-0.0191116	-0.206737	-0.598196	0.299098	0.299096	0.0952722	
1.1	0.9	1	0.299007	4.23186e-005	0.136666	6.47412e-017	0	2.34907e-008	5.80065e-006	1.52533e-012	1.1529e-033	0.0541111	4.87217e-015	0.0399126	9.98289	1.04629e-007	0.00846264	0.299007	-0.128196	0.299005	0.142399	0	9.99982	0	0	0	0	2.91667	0.291672	7	15.6682	4.37218	1.03485	0.0177929	-0.206873	-0.598029	0.299014	0.299012	0.132535	
0	0.298	-99999	0.299113	0.000707243	0.209487	1.6608e-027	0	1.40559e-009	0.000148597	2.34133e-024	0	3.89998e-007	0.0298255	4.31602e-033	0.999925	7.49849e-005	4.66599e-019	0.299113	0.299337	0.299188	3.89998e-007	0	1	0	0	0	0	0.25	0.25	8	16.8216	3.14915	1	-0.116715	-0.207913	-0.598226	0.299113	0.299113	3.57252e-007	
0	0.402	-99999	0.299113	0.000707243	0.209487	1.96433e-027	0	1.40559e-009	0.000148597	2.76923e-024	0	4.61274e-007	0.0298254	6.03777e-033	0.999925	7.49848e-005	5.51875e-019	0.299113	0.299337	0.299188	4.61274e-007	0	1	0	0	0	0	0.25	0.25	9	16.8216	3.14915	1	-0.116715	-0.207913	-0.598225	0.299113	0.299113	4.61871e-007	
0.298	1	-99999	0.299113	0.000707241	0.209484	1.28277e-026	0	1.4056e-009	0.000148595	1.80841e-023	0	3.01215e-006	0.0298236	2.57489e-031	0.999925	7.49834e-005	3.60396e-018	0.299113	0.299329	0.299188	3.01215e-006	0	1	0	0	0	0	0.25	0.25	10	16.8216	3.14915	2	-0.116712	-0.207913	-0.598226	0.299113	0.299113	2.9855e-006	
0.402	1	-99999	0.299113	0.000707243	0.209487	0	0	1.40559e-009	0.000148598	0	0	0	0.0298257	0	0.999925	7.49851e-005	0	0.299113	0.299338	0.299188	0	0	1	0	0	0	0	0.25	0.25	11	16.8216	3.14915	2	-0.116716	-0.207913	-0.598226	0.299113	0.299113	-5.3067e-010	
2.1	0.402	-99999	0.299068	0.000694667	0.198301	6.68761e-023	0	1.43104e-009	0.000138162	9.59861e-020	0	0.0123981	0.0211433	8.07841e-024	0.99991	6.72605e-005	1.98276e-014	0.299068	0.26206	0.29913	0.0123981	0	0.999977	0	0	0	0	0.25	0.250006	12	16.8991	3.15694	2.00409	-0.103019	-0.206677	-0.598151	0.299076	0.299071	0.0112785	
2.1	0.198	-99999	0.297072	0.0921538	1.50536e-010	0.0039424	0	1.07874e-011	1.39136e-011	0.0426541	1.27521e-014	0.0990221	1.56128e-008	0.292694	0.617779	7.36471e-008	0.191111	0.297072	-2.46929	0.297066	0.922117	0	1	5.37963	0	0	0	0.25	0.25	13	19.0556	1.0342	0.993426	0.612955	-0.20791	-0.594251	0.297126	0.297121	0.731671	
