x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.299772	0.000707108	0.209903	0	0	1.40586e-009	0.000148864	0	0	0	0.0299463	0	1.00011	7.51045e-005	0	0.299772	0.300544	0.299966	0	0	1.00018	0	0	0	0	0.25	0.249954	0	18.0998	3.14923	1	-0.120284	-0.0925661	-0.573379	0.296009	0.296126	-0.248861	
2.1	0	-99999	0.299113	6.22989e-005	0.0455302	5.82231e-016	0	1.59569e-008	2.84489e-006	9.31814e-012	5.94811e-032	0.0845119	8.6126e-015	0.146334	0.999522	1.11347e-008	0.000239132	0.299113	-0.83328	0.299069	0.37742	0	1	0	0	0	0	0.25	0.25	1	15.8316	4.20423	0.985502	0.260374	-0.207914	-0.598227	0.299113	0.299069	0.377227	
2.1	1	-99999	0.303972	0.000692099	0.220156	0	0	1.43635e-009	0.000152821	0	0	0	0.0278807	0	0.999928	7.38495e-005	0	0.303972	0.279874	0.304025	0	0	1	0	0	0	0	0.25	0.25	2	17.6082	3.15855	2.05969	-0.139738	-0.206376	-0.638015	0.304803	0.304779	-0.00330649	
0	1	-99999	0.299868	6.12269e-005	0.0476081	5.43101e-016	0	1.62363e-008	2.92354e-006	8.84408e-012	5.41089e-032	0.0840802	8.27743e-015	0.146293	0.999531	1.10522e-008	0.000234987	0.299868	-0.834662	0.299852	0.376901	0	1	0	0	0	0	0.25	0.25	3	-2.47874	4.21177	2.01352	0.253393	-0.207939	-0.605343	0.30013	0.300109	0.374286	
1	0	1	0.299113	5.2782e-005	0.0710278	2.67753e-016	0	1.8834e-008	3.76011e-006	5.05781e-012	1.75147e-032	0.076027	6.23133e-015	0.116567	9.96406	1.0531e-007	0.0179699	0.299113	-0.682284	0.299113	0.327132	0	10	0	0	0	0	3.75	0.375	4	15.6909	4.27623	1.00001	0.1924	-0.207904	-0.598228	0.299113	0.299113	0.3091	
1.1	0	1	0.299113	0.0918782	1.52017e-010	0.00390104	0	1.08197e-011	1.40085e-011	0.0423332	1.26269e-014	0.0997042	1.56041e-008	0.293533	2.70164	3.22332e-007	3.64918	0.299113	-12.8474	0.299113	4.38218	0	10	3.10174	0	0	0	3.75	0.375	5	18.9419	1.0355	1.00002	0.609363	-0.207912	-0.598226	0.299113	0.299113	0.726078	
1	0.9	1	0.26178	0.000855088	0.127427	0	0	1.16256e-009	0.000109284	0	0	0	0.044805	0	9.99932	0.000806137	0	0.26178	0.451433	0.262757	0	0	10.0001	0	0	0	0	3.21429	0.321424	6	17.7326	3.0667	0.965107	0.0536069	-0.206525	-0.302203	0.256829	0.257009	-0.00216557	
1.1	0.9	1	0.257927	0.000888701	0.0982623	3.81164e-022	0	1.11859e-009	8.75848e-005	4.27631e-019	0	0.0230302	0.0302101	3.65741e-023	9.99839	0.000697796	5.39687e-012	0.257927	0.397292	0.258769	0.0230302	0	9.99908	0	0	0	0	2.91667	0.291693	7	17.0667	3.04996	1.03545	0.100992	-0.203355	-0.280012	0.253671	0.253817	0.0262716	
0	0.298	-99999	3.75087e-006	0.231809	2.96866e-013	0.162195	0	4.28842e-012	6.90203e-014	0.697625	4.3739e-014	1.25096e-006	1.21455e-012	0.309053	0.457701	1.71268e-009	0.27115	3.75087e-006	-3.75168	3.75459e-006	1.74908	0	1	0.778502	0	0	0	0.25	0.25	8	19.3882	0.633584	1	2.57367	-0.207912	1.49554	3.56658e-006	3.56845e-006	1.49395	
0	0.402	-99999	4.55316e-006	0.231809	3.16668e-013	0.162192	0	4.28842e-012	7.36244e-014	0.697611	4.66537e-014	1.51835e-006	1.4742e-012	0.309037	0.457705	1.82695e-009	0.271148	4.55316e-006	-3.75153	4.55687e-006	1.74903	0	1	0.778467	0	0	0	0.25	0.25	9	19.3882	0.633583	1	2.57362	-0.207913	1.49553	4.34302e-006	4.34477e-006	1.4939	
0.298	1	-99999	2.1835e-005	0.231812	5.34057e-013	0.162155	0	4.28837e-012	1.24168e-013	0.697443	7.86232e-014	7.28177e-006	7.07212e-012	0.308869	0.457747	3.08151e-009	0.271127	2.1835e-005	-3.74994	2.18484e-005	1.74847	0	1	0.777828	0	0	0	0.25	0.25	10	19.3882	0.633578	2	2.57302	-0.20791	1.49542	2.0831e-005	2.08407e-005	1.49336	
0.402	1	-99999	3.47616e-009	0.231799	2.89863e-014	0.162242	0	4.28861e-012	6.73891e-015	0.697857	4.27516e-015	1.16463e-009	1.13012e-015	0.309338	0.457633	1.67182e-010	0.271183	3.47616e-009	-3.75431	3.66112e-009	1.74996	0	1	0.779558	0	0	0	0.25	0.25	11	19.3881	0.633602	2	2.57454	-0.207913	1.49556	2.96171e-009	2.95555e-009	1.4948	
2.1	0.402	-99999	0.285342	0.000748954	0.170333	6.22366e-023	0	1.32731e-009	0.00012795	8.28524e-020	0	0.00988013	0.0284366	3.83221e-024	0.999927	7.24062e-005	1.47237e-014	0.285342	0.32498	0.285483	0.00988013	0	1	0	0	0	0	0.25	0.25	12	16.7528	3.12426	2.00435	-0.0384327	-0.207915	-0.481885	0.282493	0.282575	0.0115576	
2.1	0.198	-99999	0.299107	4.1954e-005	0.142536	5.69699e-017	0	2.36949e-008	5.9977e-006	1.3539e-012	8.48166e-034	0.0521814	5.06923e-015	0.0331208	0.999846	1.06493e-008	7.66637e-005	0.299107	-0.0564225	0.299086	0.1185	0	1	0	0	0	0	0.25	0.25	13	15.7515	4.37594	1.00022	0.00177486	-0.207882	-0.598181	0.299107	0.299086	0.118469	
1.25	1	-99999	0	0.242731	1.23739e-015	0.150342	0	4.09546e-012	3.01243e-016	0.617547	1.20771e-016	1.00949e-013	1.3938e-019	0.183722	0.492709	8.82298e-012	0.253668	0	-2.6056	9.12749e-012	1.389	0	1.00004	0.288073	0	0	0	0.25	0.249989	14	20.433	0.613589	2.04695	2.28543	-0.196757	1.55961	-0.0091019	-0.00911455	1.14669	
0.825	1	-99999	0.000506511	0.236127	1.52789e-012	0.149177	0	4.21001e-012	3.61844e-013	0.629897	1.62678e-013	0.000168871	1.99138e-010	0.225548	0.480316	9.77681e-009	0.259846	0.000506511	-2.97702	0.000506624	1.49019	0	1.00001	0.456248	0	0	0	0.25	0.249998	15	19.3561	0.625569	1.99937	2.32086	-0.208304	1.49205	0.000499814	0.000499861	1.24392	
0.269386	0.35	-99999	0.000540007	0.237705	1.55762e-012	0.146229	0	4.18205e-012	3.71351e-013	0.613349	1.52096e-013	0.000180124	2.25528e-010	0.205472	0.486892	1.03075e-008	0.256554	0.000540007	-2.78837	0.000540382	1.42726	0	1	0.373763	0	0	0	0.25	0.25	16	19.3857	0.622675	1	2.26123	-0.207912	1.4923	0.000466645	0.00046696	1.18336	
1.1	0.4	1	0.299356	0.000652555	0.183309	2.60224e-022	0	1.52339e-009	0.000119974	3.97598e-019	0	0.0296734	0.00893622	2.01723e-022	9.99951	0.000515416	9.30787e-012	0.299356	0.210375	0.299773	0.0296734	0	10	0	0	0	0	3.75	0.374999	17	16.8264	3.1841	0.989846	-0.0889293	-0.208076	-0.600226	0.299398	0.299301	0.0295499	
