     x	y	z	time	in	head	
    0.00000    	    0.00000    	    0.00000    	    0.00000    	    1	    331.493    	
    6000.00    	    0.00000    	    0.00000    	    0.00000    	    1	    331.865    	
    12000.0    	    0.00000    	    0.00000    	    0.00000    	    1	    332.990    	
    18000.0    	    0.00000    	    0.00000    	    0.00000    	    1	    334.877    	
    24000.0    	    0.00000    	    0.00000    	    0.00000    	    1	    337.403    	
    30000.0    	    0.00000    	    0.00000    	    0.00000    	    1	    339.620    	
    36000.0    	    0.00000    	    0.00000    	    0.00000    	    1	    336.525    	
    42000.0    	    0.00000    	    0.00000    	    0.00000    	    1	    326.110    	
    48000.0    	    0.00000    	    0.00000    	    0.00000    	    1	    323.961    	
    0.00000    	    6000.00    	    0.00000    	    0.00000    	    1	    334.556    	
    6000.00    	    6000.00    	    0.00000    	    0.00000    	    1	    335.032    	
    12000.0    	    6000.00    	    0.00000    	    0.00000    	    1	    336.485    	
    18000.0    	    6000.00    	    0.00000    	    0.00000    	    1	    338.986    	
    24000.0    	    6000.00    	    0.00000    	    0.00000    	    1	    342.678    	
    30000.0    	    6000.00    	    0.00000    	    0.00000    	    1	    347.482    	
    36000.0    	    6000.00    	    0.00000    	    0.00000    	    1	    344.848    	
    42000.0    	    6000.00    	    0.00000    	    0.00000    	    1	    332.608    	
    48000.0    	    6000.00    	    0.00000    	    0.00000    	    1	    343.782    	
    0.00000    	    12000.0    	    0.00000    	    0.00000    	    1	    336.643    	
    6000.00    	    12000.0    	    0.00000    	    0.00000    	    1	    337.198    	
    12000.0    	    12000.0    	    0.00000    	    0.00000    	    1	    338.892    	
    18000.0    	    12000.0    	    0.00000    	    0.00000    	    1	    341.809    	
    24000.0    	    12000.0    	    0.00000    	    0.00000    	    1	    346.118    	
    30000.0    	    12000.0    	    0.00000    	    0.00000    	    1	    351.966    	
    36000.0    	    12000.0    	    0.00000    	    0.00000    	    1	    352.844    	
    42000.0    	    12000.0    	    0.00000    	    0.00000    	    1	    342.517    	
    48000.0    	    12000.0    	    0.00000    	    0.00000    	    1	    359.403    	
    0.00000    	    18000.0    	    0.00000    	    0.00000    	    1	    337.610    	
    6000.00    	    18000.0    	    0.00000    	    0.00000    	    1	    338.211    	
    12000.0    	    18000.0    	    0.00000    	    0.00000    	    1	    340.045    	
    18000.0    	    18000.0    	    0.00000    	    0.00000    	    1	    343.161    	
    24000.0    	    18000.0    	    0.00000    	    0.00000    	    1	    347.378    	
    30000.0    	    18000.0    	    0.00000    	    0.00000    	    1	    351.704    	
    36000.0    	    18000.0    	    0.00000    	    0.00000    	    1	    362.779    	
    42000.0    	    18000.0    	    0.00000    	    0.00000    	    1	    366.964    	
    48000.0    	    18000.0    	    0.00000    	    0.00000    	    1	    375.707    	
    0.00000    	    24000.0    	    0.00000    	    0.00000    	    1	    337.372    	
    6000.00    	    24000.0    	    0.00000    	    0.00000    	    1	    337.983    	
    12000.0    	    24000.0    	    0.00000    	    0.00000    	    1	    339.896    	
    18000.0    	    24000.0    	    0.00000    	    0.00000    	    1	    343.400    	
    24000.0    	    24000.0    	    0.00000    	    0.00000    	    1	    349.236    	
    30000.0    	    24000.0    	    0.00000    	    0.00000    	    1	    358.964    	
    36000.0    	    24000.0    	    0.00000    	    0.00000    	    1	    369.342    	
    42000.0    	    24000.0    	    0.00000    	    0.00000    	    1	    376.617    	
    48000.0    	    24000.0    	    0.00000    	    0.00000    	    1	    382.556    	
    0.00000    	    30000.0    	    0.00000    	    0.00000    	    1	    335.905    	
    6000.00    	    30000.0    	    0.00000    	    0.00000    	    1	    336.444    	
    12000.0    	    30000.0    	    0.00000    	    0.00000    	    1	    338.124    	
    18000.0    	    30000.0    	    0.00000    	    0.00000    	    1	    341.204    	
    24000.0    	    30000.0    	    0.00000    	    0.00000    	    1	    346.435    	
    30000.0    	    30000.0    	    0.00000    	    0.00000    	    1	    355.734    	
    36000.0    	    30000.0    	    0.00000    	    0.00000    	    1	    367.602    	
    42000.0    	    30000.0    	    0.00000    	    0.00000    	    1	    376.039    	
    48000.0    	    30000.0    	    0.00000    	    0.00000    	    1	    381.024    	
    0.00000    	    36000.0    	    0.00000    	    0.00000    	    1	    333.345    	
    6000.00    	    36000.0    	    0.00000    	    0.00000    	    1	    333.743    	
    12000.0    	    36000.0    	    0.00000    	    0.00000    	    1	    334.912    	
    18000.0    	    36000.0    	    0.00000    	    0.00000    	    1	    336.737    	
    24000.0    	    36000.0    	    0.00000    	    0.00000    	    1	    338.766    	
    30000.0    	    36000.0    	    0.00000    	    0.00000    	    1	    340.114    	
    36000.0    	    36000.0    	    0.00000    	    0.00000    	    1	    357.714    	
    42000.0    	    36000.0    	    0.00000    	    0.00000    	    1	    367.392    	
    48000.0    	    36000.0    	    0.00000    	    0.00000    	    1	    372.519    	
    0.00000    	    42000.0    	    0.00000    	    0.00000    	    1	    329.964    	
    6000.00    	    42000.0    	    0.00000    	    0.00000    	    1	    330.237    	
    12000.0    	    42000.0    	    0.00000    	    0.00000    	    1	    331.000    	
    18000.0    	    42000.0    	    0.00000    	    0.00000    	    1	    332.042    	
    24000.0    	    42000.0    	    0.00000    	    0.00000    	    1	    332.914    	
    30000.0    	    42000.0    	    0.00000    	    0.00000    	    1	    333.431    	
    36000.0    	    42000.0    	    0.00000    	    0.00000    	    1	    345.191    	
    42000.0    	    42000.0    	    0.00000    	    0.00000    	    1	    351.214    	
    48000.0    	    42000.0    	    0.00000    	    0.00000    	    1	    354.186    	
    0.00000    	    48000.0    	    0.00000    	    0.00000    	    1	    325.993    	
    6000.00    	    48000.0    	    0.00000    	    0.00000    	    1	    326.198    	
    12000.0    	    48000.0    	    0.00000    	    0.00000    	    1	    326.756    	
    18000.0    	    48000.0    	    0.00000    	    0.00000    	    1	    327.476    	
    24000.0    	    48000.0    	    0.00000    	    0.00000    	    1	    328.012    	
    30000.0    	    48000.0    	    0.00000    	    0.00000    	    1	    328.368    	
