              x	              y	              z	           time	in	          pH	          Ca	          Mg	          Na	          Cl	        C(4)	         SO4	          As	
          60000	          48000	            200	          12000	 1	     8.58697	  1.7654e+00	  7.4478e-01	  2.4482e+02	  1.4664e+01	  5.5177e+02	  2.2585e+01	  4.5915e+01	
          66000	          48000	            200	          12000	 1	     8.61528	  1.6765e+00	  7.0528e-01	  2.3889e+02	  1.1081e+01	  5.4677e+02	  2.2578e+01	  5.1672e+01	
          72000	          48000	            200	          12000	 1	     8.62763	  1.6415e+00	  6.8978e-01	  2.3508e+02	  9.2241e+00	  5.4322e+02	  2.2575e+01	  5.4388e+01	
          78000	          48000	            200	          12000	 1	     8.62606	  1.6471e+00	  6.9228e-01	  2.3460e+02	  9.0104e+00	  5.4277e+02	  2.2575e+01	  5.4023e+01	
          84000	          48000	            200	          12000	 1	     8.62394	  1.6546e+00	  6.9561e-01	  2.3427e+02	  8.9859e+00	  5.4239e+02	  2.2575e+01	  5.3535e+01	
          90000	          48000	            200	          12000	 1	     8.62335	  1.6574e+00	  6.9684e-01	  2.3382e+02	  8.9133e+00	  5.4186e+02	  2.2574e+01	  5.3398e+01	
              0	              0	            400	          12000	 1	     5.69441	  1.7821e+04	  3.8216e+03	  1.1993e+05	  2.2704e+05	  2.6110e+02	  4.3822e+02	  8.0045e-01	
           6000	              0	            400	          12000	 1	     5.60989	  1.5082e+04	  3.4817e+03	  1.0510e+05	  1.9827e+05	  3.7443e+02	  3.8554e+02	  1.0559e+00	
          12000	              0	            400	          12000	 1	     5.50897	  9.6376e+03	  2.6175e+03	  7.2903e+04	  1.3599e+05	  9.1325e+02	  2.7153e+02	  1.3496e+00	
          18000	              0	            400	          12000	 1	     5.69764	  4.4630e+03	  1.4655e+03	  3.8564e+04	  6.9914e+04	  1.5751e+03	  1.5055e+02	  5.8141e-01	
          24000	              0	            400	          12000	 1	     6.07586	  1.3427e+03	  5.1397e+02	  1.4988e+04	  2.5319e+04	  1.6170e+03	  6.8907e+01	  1.5803e-01	
          30000	              0	            400	          12000	 1	     6.72482	  1.6718e+02	  7.0911e+01	  3.4589e+03	  4.8050e+03	  1.1122e+03	  3.1353e+01	  1.0572e-01	
          36000	              0	            400	          12000	 1	     7.06769	  5.2636e+01	  2.2776e+01	  1.8417e+03	  1.9943e+03	  1.0954e+03	  2.6208e+01	  1.9031e-01	
          42000	              0	            400	          12000	 1	     7.11768	  4.3478e+01	  1.8843e+01	  1.7088e+03	  1.7176e+03	  1.1340e+03	  2.5702e+01	  2.1477e-01	
          48000	              0	            400	          12000	 1	     7.94905	  6.4418e+00	  2.8098e+00	  5.3770e+02	  2.9081e+02	  7.1439e+02	  2.3090e+01	  3.4984e+00	
          54000	              0	            400	          12000	 1	     8.44702	  2.3072e+00	  9.8521e-01	  2.8524e+02	  4.7592e+01	  5.7842e+02	  2.2645e+01	  2.5718e+01	
          60000	              0	            400	          12000	 1	     8.57123	  1.8137e+00	  7.6623e-01	  2.4862e+02	  1.5755e+01	  5.5600e+02	  2.2587e+01	  4.3000e+01	
          66000	              0	            400	          12000	 0	
          72000	              0	            400	          12000	 0	
          78000	              0	            400	          12000	 0	
          84000	              0	            400	          12000	 0	
