  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.331493193182E+03
  0.600000000000E+04  0.000000000000E+00  0.000000000000E+00  0.331865063639E+03
  0.120000000000E+05  0.000000000000E+00  0.000000000000E+00  0.332990246114E+03
  0.180000000000E+05  0.000000000000E+00  0.000000000000E+00  0.334876929600E+03
  0.240000000000E+05  0.000000000000E+00  0.000000000000E+00  0.337402708280E+03
  0.300000000000E+05  0.000000000000E+00  0.000000000000E+00  0.339620420636E+03
  0.360000000000E+05  0.000000000000E+00  0.000000000000E+00  0.336525111241E+03
  0.420000000000E+05  0.000000000000E+00  0.000000000000E+00  0.326109587035E+03
  0.480000000000E+05  0.000000000000E+00  0.000000000000E+00  0.323960918534E+03
  0.000000000000E+00  0.600000000000E+04  0.000000000000E+00  0.334555544463E+03
  0.600000000000E+04  0.600000000000E+04  0.000000000000E+00  0.335032368764E+03
  0.120000000000E+05  0.600000000000E+04  0.000000000000E+00  0.336485090109E+03
  0.180000000000E+05  0.600000000000E+04  0.000000000000E+00  0.338985520960E+03
  0.240000000000E+05  0.600000000000E+04  0.000000000000E+00  0.342678039403E+03
  0.300000000000E+05  0.600000000000E+04  0.000000000000E+00  0.347481652131E+03
  0.360000000000E+05  0.600000000000E+04  0.000000000000E+00  0.344847901742E+03
  0.420000000000E+05  0.600000000000E+04  0.000000000000E+00  0.332607580130E+03
  0.480000000000E+05  0.600000000000E+04  0.000000000000E+00  0.343782449786E+03
  0.000000000000E+00  0.120000000000E+05  0.000000000000E+00  0.336642892553E+03
  0.600000000000E+04  0.120000000000E+05  0.000000000000E+00  0.337198089410E+03
  0.120000000000E+05  0.120000000000E+05  0.000000000000E+00  0.338891639852E+03
  0.180000000000E+05  0.120000000000E+05  0.000000000000E+00  0.341808648976E+03
  0.240000000000E+05  0.120000000000E+05  0.000000000000E+00  0.346117600668E+03
  0.300000000000E+05  0.120000000000E+05  0.000000000000E+00  0.351965705209E+03
  0.360000000000E+05  0.120000000000E+05  0.000000000000E+00  0.352843966767E+03
  0.420000000000E+05  0.120000000000E+05  0.000000000000E+00  0.342516922261E+03
  0.480000000000E+05  0.120000000000E+05  0.000000000000E+00  0.359402630825E+03
  0.000000000000E+00  0.180000000000E+05  0.000000000000E+00  0.337610243530E+03
  0.600000000000E+04  0.180000000000E+05  0.000000000000E+00  0.338211344282E+03
  0.120000000000E+05  0.180000000000E+05  0.000000000000E+00  0.340045442788E+03
