x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0	0	-99999	0.000492407	0.246895	1.25501e-011	0.17604	1.20197e-005	4.0264e-012	3.10775e-012	0.71091	1.83719e-012	0.132009	1.72382e-007	0.219852	0.4751	9.08054e-008	0.26245	0.000492407	-2.48214	0.396028	1.72111	1.20197e-005	1	0.582111	15.4091	0	0	0.25	0.25	0	19.4204	0.606202	1.09089	3.72033	-0.207903	1.49334	0.000445532	0.390337	1.47178	1.08665e-005	
2.1	0	-99999	0.0030101	2.15968	1.2263e-012	0.257914	7.34594e-005	4.60297e-013	2.65627e-012	0.119069	9.64218e-017	1.05639	0.421813	1.37667e-008	0.994949	1.24369e-005	0.00251944	0.0030101	75.5784	4.43463	1.4359	7.34594e-005	1	0	57.904	21.7649	0	0.25	0.25	1	20.4162	-0.335676	1.61437	13.484	-0.207909	1.48195	0.00272355	3.66189	1.43214	6.64104e-005	
2.1	1	-99999	0.00290042	2.1609	1.22422e-012	0.259505	7.07777e-005	4.60036e-013	2.65326e-012	0.119736	9.78285e-017	1.0599	0.422052	1.3874e-008	0.994926	1.24366e-005	0.00253057	0.00290042	73.8256	4.44588	1.44168	7.07777e-005	1	0	57.1827	21.1732	0	0.25	0.25	2	20.4169	-0.335922	1.64062	12.7003	-0.207909	1.48244	0.00262431	3.39858	1.43784	6.39895e-005	
0	1	-99999	0.000321561	0.240352	1.08462e-011	0.167625	7.8571e-006	4.13599e-012	2.61465e-012	0.695351	1.52622e-012	0.0728736	8.50651e-008	0.247109	0.469947	7.16171e-008	0.265027	0.000321561	-2.93546	0.218621	1.6951	7.8571e-006	1	0.555331	25.0002	0	0	0.25	0.25	3	19.4051	0.617866	1.78396	3.16603	-0.207911	1.49411	0.00029095	0.214535	1.44413	7.10327e-006	
1	0	1	0.00323387	2.15785	1.22943e-012	0.255621	7.89185e-005	4.60688e-013	2.66079e-012	0.118111	9.4433e-017	1.05146	0.421455	1.36152e-008	9.5396	0.000119245	0.23014	0.00323387	84.4189	4.41886	1.65533	7.89185e-005	10	0	59.6917	24.9567	0	3.75	0.375	4	20.4153	-0.335307	1.48989	14.3551	-0.207909	1.48093	0.00292602	3.95528	1.42407	7.13493e-005	
1.1	0	1	0.00326166	2.15775	1.22959e-012	0.255523	7.96e-005	4.60708e-013	2.66102e-012	0.118071	9.43527e-017	1.05128	0.421436	1.36095e-008	9.53971	0.000119246	0.230087	0.00326166	92.9412	4.41827	1.65496	7.96e-005	10	0	59.886	27.8062	0	3.75	0.375	5	20.4152	-0.335288	1.49715	14.5168	-0.207909	1.48081	0.00295116	4.00935	1.42372	7.19623e-005	
1	0.9	1	0.00168831	0.719556	3.97314e-012	0.328321	4.12017e-005	1.38154e-012	2.86737e-012	0.454934	5.22984e-014	0.563587	0.000241812	0.00014692	5.22215	7.82204e-006	2.38892	0.00168831	-4.64653	1.69149	3.73606	4.12017e-005	10	0	46.8285	0	0	3.21429	0.321429	6	19.908	0.14165	1.62357	7.46172	-0.207907	1.48793	0.00152759	1.64856	1.4439	3.72493e-005	
1.1	0.9	1	0.00176087	0.81651	3.37033e-012	0.340443	4.2972e-005	1.21749e-012	2.76007e-012	0.415717	2.98315e-014	0.591439	0.000522474	5.74639e-005	5.80713	1.07811e-005	2.09643	0.00176087	-3.51795	1.7759	3.44415	4.2972e-005	10	0	47.4796	0	0	2.91667	0.291667	7	19.9653	0.0867524	1.62695	7.70719	-0.207907	1.4876	0.00159324	1.73092	1.44261	3.885e-005	
0	0.298	-99999	9.88184e-006	0.232058	3.8475e-012	0.162549	2.536e-007	4.28383e-012	8.95488e-013	0.698397	5.68149e-013	0.00274097	2.67255e-009	0.307751	0.457868	2.22766e-008	0.271066	9.88184e-006	-3.73058	0.00822294	1.75026	2.536e-007	1	0.769974	0	0	0	0.25	0.25	8	19.3887	0.633118	1.00201	2.59916	-0.207891	1.49552	8.94114e-006	0.0080956	1.49514	2.18056e-007	
0	0.402	-99999	6.51252e-006	0.231977	3.41225e-012	0.162466	1.67167e-007	4.28532e-012	7.9391e-013	0.698283	5.03807e-013	0.00190838	1.85779e-009	0.308296	0.457782	1.97322e-008	0.271109	6.51252e-006	-3.73837	0.00572515	1.75036	1.67167e-007	1	0.770767	0	0	0	0.25	0.25	9	19.3885	0.63327	1.00503	2.59173	-0.207891	1.49553	5.89256e-006	0.00558767	1.49522	1.43737e-007	
0.298	1	-99999	5.64655e-006	0.23195	3.23376e-012	0.162434	1.44968e-007	4.28582e-012	7.52294e-013	0.698228	4.77395e-013	0.00162322	1.5794e-009	0.308462	0.457757	1.86925e-008	0.271121	5.64655e-006	-3.74085	0.00486969	1.75033	1.44968e-007	1	0.770719	0	0	0	0.25	0.25	10	19.3885	0.63332	1.99644	2.5892	-0.207891	1.49554	5.10902e-006	0.00475294	1.49518	1.24649e-007	
