x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
1.07855	0.839954	1	0.210536	0.339086	1.4291e-011	0.119993	0.000301019	2.93169e-012	4.86025e-012	0.352826	1.86212e-013	0.472699	6.07737e-006	0.00806928	3.30729	1.8647e-006	3.34635	0.210536	-8.22649	1.41812	4.30801	0.000301019	10	0	99.9191	0	0	5	0.5	2981	1.00739	5.31031	-0.207905	0.452375	0.208638	1.44501	0.938404	0.000315018	
1.08739	0.832141	1	0.151514	1.29193	2.34252e-012	0.206098	0.000582636	7.69463e-013	3.03536e-012	0.159055	7.33939e-016	0.753509	0.0172538	5.36074e-007	8.59595	4.39382e-005	0.702004	0.151514	2.21357	2.31233	1.82067	0.000582636	10	0	99.813	0	0	5	0.5	2982	1.00965	8.42174	-0.207899	0.749074	0.149298	2.34214	1.06146	0.000611926	
1.08739	0.816516	1	0.158302	1.05877	2.93205e-012	0.226451	0.000543732	9.38913e-013	3.11358e-012	0.213248	2.70145e-015	0.732321	0.00462353	3.18071e-006	7.7322	2.72287e-005	1.13389	0.158302	0.419438	2.21086	2.30591	0.000543732	10	0	99.8276	0	0	5	0.5	2983	1.01021	8.10405	-0.207899	0.715063	0.1561	2.24064	1.08232	0.000570834	
1.08916	0.805817	1	0.159996	1.00975	3.10706e-012	0.227711	0.000536556	9.84492e-013	3.14667e-012	0.224844	3.51844e-015	0.724934	0.00342484	4.69936e-006	7.51603	2.43293e-005	1.24197	0.159996	-0.00698329	2.1851	2.41947	0.000536556	10	0	99.8294	0	0	5	0.5	2984	1.01069	8.02251	-0.2079	0.706549	0.157803	2.21479	1.08684	0.000563266	
1.08405	0.798005	1	0.212453	0.314063	1.59559e-011	0.114689	0.000293826	3.16528e-012	5.02602e-012	0.364098	2.46679e-013	0.462757	3.9297e-006	0.0136116	3.06872	1.53487e-006	3.46564	0.212453	-8.70478	1.38828	4.43441	0.000293826	10	0	99.9194	0	0	5	0.5	2985	1.00968	5.23221	-0.207904	0.442679	0.210577	1.41481	0.960635	0.000307438	
1.09489	0.798438	1	0.151418	1.27865	2.3645e-012	0.209194	0.000593065	7.77456e-013	3.03233e-012	0.163122	8.0741e-016	0.754704	0.0160018	5.99902e-007	8.54676	4.27505e-005	0.726598	0.151418	2.11469	2.31216	1.85362	0.000593065	10	0	99.8041	0	0	5	0.5	2986	1.01188	8.43578	-0.207899	0.749479	0.149217	2.34171	1.07636	0.000622953	
1.07656	0.816084	1	0.219241	0.282322	1.86509e-011	0.101694	0.000265119	3.52113e-012	5.28118e-012	0.359141	3.07838e-013	0.427936	2.16264e-006	0.0250974	2.8258	1.20011e-006	3.5871	0.219241	-9.32712	1.28382	4.52606	0.000265119	10	0	99.9308	0	0	5	0.5	2987	1.00809	4.85785	-0.207905	0.408409	0.217431	1.30961	0.93616	0.000277252	
1.06572	0.816516	1	0.256098	0.207	2.94807e-011	0.0492286	0.000138013	4.8024e-012	6.1206e-012	0.237117	1.90998e-013	0.236436	3.8348e-007	0.070417	2.59122	6.85639e-007	3.70439	0.256098	-10.7609	0.709309	4.368	0.000138013	10	5.80519	99.9713	0	0	5	0.5	2988	1.00627	2.67006	-0.207908	0.221814	0.25475	0.729483	0.675481	0.000143808	
1.06749	0.805817	1	0.256796	0.206546	2.96818e-011	0.0478242	0.000136639	4.81294e-012	6.14884e-012	0.230858	1.77861e-013	0.232375	3.8289e-007	0.0676328	2.61598	6.9234e-007	3.69201	0.256796	-10.7119	0.697127	4.33833	0.000136639	10	7.42373	99.971	0	0	5	0.5	2989	1.00671	2.61026	-0.207908	0.218148	0.255483	0.716735	0.657593	0.000142402	
1.06691	0.832606	1	0.252504	0.213275	2.8244e-011	0.0537744	0.000148239	4.66109e-012	6.04162e-012	0.25139	2.11643e-013	0.25593	4.54591e-007	0.0661641	2.59263	7.18844e-007	3.70368	0.252504	-10.6547	0.767792	4.3971	0.000148239	10	5.28364	99.9692	0	0	5	0.5	2990	1.00594	2.89733	-0.207908	0.240247	0.251064	0.789304	0.704841	0.000154458	
1.05785	0.822339	1	0.271909	0.179342	3.58536e-011	0.0314544	9.19193e-005	5.54301e-012	6.44914e-012	0.174869	1.07538e-013	0.153113	1.64382e-007	0.0905531	2.61077	5.46377e-007	3.69462	0.271909	-11.1913	0.459341	4.23516	9.19193e-005	10	17.7471	99.9847	0	0	5	0.5	2991	1.00497	1.70537	-0.207909	0.141466	0.27082	0.476359	0.55056	9.55872e-005	
1.07067	0.845777	1	0.244678	0.228583	2.56134e-011	0.0633876	0.000173451	4.34894e-012	5.87216e-012	0.276486	2.3824e-013	0.296884	6.78081e-007	0.0528018	2.64096	8.17537e-007	3.67952	0.244678	-10.3213	0.890656	4.42188	0.000173451	10	0.0103291	99.9617	0	0	5	0.5	2992	1.00571	3.35765	-0.207906	0.279936	0.243126	0.913567	0.752654	0.0001809	
1.06067	0.848087	1	0.269932	0.183255	3.50191e-011	0.0332032	9.67127e-005	5.42465e-012	6.43646e-012	0.18065	1.13327e-013	0.164181	1.90069e-007	0.0849001	2.6226	5.71939e-007	3.6887	0.269932	-11.086	0.492544	4.23653	9.67127e-005	10	17.7445	99.9841	0	0	5	0.5	2993	1.00421	1.82574	-0.207906	0.1517	0.268773	0.510573	0.55805	0.000100542	
1.04544	0.845684	1	0.284364	0.155727	4.22358e-011	0.0193899	6.11941e-005	6.38359e-012	6.59675e-012	0.124144	5.21999e-014	0.0877149	6.54796e-008	0.106474	2.67825	4.3228e-007	3.66088	0.284364	-11.452	0.263145	4.10507	6.11941e-005	10	17.844	99.9935	0	0	5	0.5	2994	1.00267	0.945646	-0.20791	0.0781575	0.283482	0.277961	0.449369	6.35394e-005	
1.03288	0.838525	1	0.283781	0.157374	4.23096e-011	0.0197294	6.7739e-005	6.31677e-012	6.67816e-012	0.124996	5.28158e-014	0.0935754	7.31262e-008	0.101336	2.69437	4.49611e-007	3.65282	0.283781	-11.3625	0.280727	4.09379	6.7739e-005	10	17.0642	99.9931	0	0	5	0.5	2995	1.00178	1.00547	-0.207913	0.0815993	0.282793	0.297801	0.446228	7.03207e-005	
1.04648	0.831269	1	0.284078	0.156299	4.19392e-011	0.019764	6.18157e-005	6.3602e-012	6.57451e-012	0.126076	5.40919e-014	0.0888317	6.65067e-008	0.107422	2.66909	4.32513e-007	3.66546	0.284078	-11.4702	0.266496	4.11497	6.18157e-005	10	17.7399	99.9931	0	0	5	0.5	2996	1.00332	0.962466	-0.207912	0.0795388	0.283205	0.281094	0.455407	6.42034e-005	
1.04529	0.81518	1	0.285595	0.153252	4.23346e-011	0.0187048	5.72101e-005	6.48665e-012	6.50711e-012	0.121692	5.00774e-014	0.0799228	5.61812e-008	0.112628	2.6646	4.10859e-007	3.6677	0.285595	-11.5529	0.239769	4.11328	5.72101e-005	10	17.7418	99.9936	0	0	5	0.5	2997	1.00361	0.865766	-0.20791	0.0715576	0.284801	0.253117	0.450624	5.94677e-005	
1.0353	0.814155	1	0.287846	0.148967	4.3351e-011	0.016918	5.50839e-005	6.67324e-012	6.47704e-012	0.113232	4.25003e-014	0.0692968	4.54301e-008	0.115601	2.68193	3.88924e-007	3.65904	0.287846	-11.589	0.207891	4.08968	5.50839e-005	10	17.2957	99.995	0	0	5	0.5	2998	1.00259	0.744639	-0.207911	0.0603149	0.28705	0.221887	0.434433	5.72627e-005	
1.04666	0.805225	1	0.286076	0.152171	4.23761e-011	0.0183579	5.48673e-005	6.53275e-012	6.46755e-012	0.120283	4.87502e-014	0.0764748	5.2495e-008	0.114812	2.66176	4.02189e-007	3.66912	0.286076	-11.5881	0.229425	4.11386	5.48673e-005	10	17.8885	99.9935	0	0	5	0.5	2999	1.00394	0.827624	-0.207911	0.068854	0.285342	0.241706	0.449422	5.7076e-005	
1.03779	0.794213	1	0.291306	0.141618	4.34077e-011	0.0144281	4.28601e-005	7.01957e-012	6.16552e-012	0.101579	3.23175e-014	0.0484596	2.74982e-008	0.126031	2.69033	3.35636e-007	3.65483	0.291306	-11.7389	0.145379	4.07136	4.28601e-005	10	17.6346	99.9964	0	0	5	0.5	3000	1.00318	0.513639	-0.207912	0.0420677	0.290699	0.15616	0.418873	4.46363e-005	
1.04778	0.795239	1	0.288403	0.14739	4.30757e-011	0.0164986	4.71131e-005	6.74466e-012	6.36776e-012	0.111608	4.08713e-014	0.063536	4.00691e-008	0.119715	2.67419	3.73227e-007	3.66291	0.288403	-11.6565	0.190608	4.09398	4.71131e-005	10	18.0455	99.995	0	0	5	0.5	3001	1.00426	0.681005	-0.207911	0.0568274	0.287748	0.201627	0.435074	4.89998e-005	
1.02794	0.793654	1	0.289953	0.144705	4.39068e-011	0.0153509	5.10622e-005	6.86978e-012	6.3724e-012	0.10577	3.61169e-014	0.0581664	3.53084e-008	0.120057	2.69342	3.62605e-007	3.65329	0.289953	-11.6487	0.1745	4.07269	5.10622e-005	10	16.9579	99.9959	0	0	5	0.5	3002	1.00225	0.61957	-0.207912	0.0494817	0.289217	0.187892	0.422186	5.3136e-005	
1.02781	0.808055	1	0.28676	0.151474	4.32735e-011	0.0177078	6.09952e-005	6.56279e-012	6.57427e-012	0.116557	4.55066e-014	0.0771246	5.33942e-008	0.110819	2.68696	4.08928e-007	3.65652	0.28676	-11.5127	0.231374	4.08955	6.09952e-005	10	16.7922	99.9945	0	0	5	0.5	3003	1.00201	0.829411	-0.207912	0.0662106	0.285871	0.247233	0.437264	6.33833e-005	
1.01909	0.79751	1	0.284003	0.157599	4.25186e-011	0.0196879	7.18989e-005	6.30777e-012	6.72074e-012	0.124555	5.2442e-014	0.0953117	7.52821e-008	0.0997645	2.70164	4.54996e-007	3.64918	0.284003	-11.3314	0.285936	4.08826	7.18989e-005	10	12.0103	99.9933	0	0	5	0.5	3004	1.00145	1.01569	-0.207912	0.0808813	0.282937	0.305032	0.435459	7.46374e-005	
1.02644	0.818011	1	0.284273	0.156808	4.23627e-011	0.0196521	6.89335e-005	6.33955e-012	6.66253e-012	0.124955	5.30206e-014	0.0922229	7.08074e-008	0.10348	2.68656	4.44051e-007	3.65672	0.284273	-11.3973	0.276669	4.10051	6.89335e-005	10	16.5987	99.9934	0	0	5	0.5	3005	1.00172	0.996472	-0.207912	0.079271	0.283259	0.294583	0.449208	7.15666e-005	
1.02649	0.830814	1	0.281137	0.163295	4.10925e-011	0.0219008	7.77009e-005	6.08773e-012	6.73008e-012	0.133721	6.05291e-014	0.110316	9.69265e-008	0.0929259	2.70164	4.8916e-007	3.64918	0.281137	-11.2201	0.330948	4.10097	7.77009e-005	10	15.9078	99.9918	0	0	5	0.5	3006	1.00143	1.18909	-0.207913	0.0955286	0.280007	0.350578	0.457579	8.06307e-005	
1.02544	0.845229	1	0.275809	0.174387	3.81576e-011	0.0266737	9.19171e-005	5.70052e-012	6.67392e-012	0.152505	7.80709e-014	0.139921	1.49732e-007	0.0814805	2.70164	5.53216e-007	3.64918	0.275809	-11.0178	0.419765	4.13124	9.19171e-005	10	12.3708	99.9885	0	0	5	0.5	3007	1.00093	1.51532	-0.20791	0.122868	0.274539	0.441288	0.484317	9.54092e-005	
1.01611	0.847666	1	0.259047	0.216506	2.88841e-011	0.0435467	0.000142401	4.59153e-012	6.27214e-012	0.200539	1.08233e-013	0.235405	5.65081e-007	0.0384723	2.88751	8.5652e-007	3.55624	0.259047	-10.0189	0.706218	4.11268	0.000142401	10	0	99.9773	0	0	5	0.5	3008	1.00019	2.56503	-0.207909	0.209183	0.257276	0.735178	0.565988	0.00014791	
1.00952	0.840634	1	0.246172	0.30319	1.79782e-011	0.0618989	0.000182019	3.27879e-012	5.46698e-012	0.203555	5.03097e-014	0.310302	3.95201e-006	0.00525591	3.75947	1.90617e-006	3.12026	0.246172	-8.06195	0.930919	3.70653	0.000182019	10	0	99.9686	0	0	5	0.5	3009	0.999981	3.31511	-0.207912	0.275617	0.243989	0.965911	0.557393	0.000189076	
1	0.829688	1	0.241725	0.384356	1.28841e-011	0.0708785	0.000191055	2.58639e-012	4.96679e-012	0.183863	2.09594e-014	0.337769	1.55933e-005	0.00103313	4.64517	3.43877e-006	2.67741	0.241725	-6.48877	1.01336	3.27199	0.000191055	10	0	99.9679	0	0	3.75	0.375	3010	0.999998	3.5658	-0.207912	0.298822	0.239348	1.05109	0.529349	0.000198279	
0.968002	0.794965	-99999	0.117737	1.75504	2.06997e-012	0.0845	0.000586135	5.66422e-013	3.64366e-012	0.0480046	1.31249e-017	0.725944	0.254803	7.76977e-009	0.9969	1.12882e-005	0.00154417	0.117737	7.15424	2.94225	0.859993	0.000586135	1	0	99.8315	0	0	0.25	0.25	3011	1.00002	10.3499	-0.207911	0.924839	0.114145	2.98826	0.875468	0.000613439	
0.967297	0.780903	-99999	0.128582	1.70282	2.24641e-012	0.0713123	0.000527326	5.83792e-013	3.83659e-012	0.0417551	9.66095e-018	0.693928	0.240767	7.04647e-009	0.997134	1.11917e-005	0.00142745	0.128582	6.8402	2.8041	0.808423	0.000527326	1	0	99.8577	0	0	0.25	0.25	3012	1.00002	9.84351	-0.207911	0.871733	0.124766	2.85399	0.825068	0.000550865	
0.976307	0.7875	-99999	0.172574	1.45857	3.21003e-012	0.0372066	0.000378304	6.81554e-013	4.69595e-012	0.0254335	3.64227e-018	0.568673	0.149362	6.61934e-009	0.997618	1.00555e-005	0.00118621	0.172574	5.19792	2.15412	0.6325	0.000378304	1	0	99.9147	0	0	0.25	0.25	3013	1.00005	7.50875	-0.207911	0.651646	0.168784	2.20783	0.649028	0.000393506	
0.962063	0.804422	-99999	0.0785686	1.91845	1.66665e-012	0.12993	0.000806202	5.18177e-013	3.20686e-012	0.0675267	2.69087e-017	0.831851	0.323939	9.01203e-009	0.996356	1.18646e-005	0.00181589	0.0785686	8.4123	3.46738	1.03112	0.000806202	1	0	99.7345	0	0	0.25	0.25	3014	1.00002	12.257	-0.20791	1.11799	0.0755148	3.50341	1.04378	0.000847068	
0.953054	0.797824	-99999	0.0486237	2.02395	1.46302e-012	0.169735	0.00101716	4.91166e-013	2.96986e-012	0.0836155	4.25093e-017	0.910593	0.374265	1.00218e-008	0.995951	1.22245e-005	0.00201859	0.0486237	9.31933	3.85459	1.16596	0.00101716	1	0	99.6377	0	0	0.25	0.25	3015	1.00003	13.6695	-0.207909	1.26488	0.0461361	3.88123	1.17568	0.00107118	
0.973423	0.81455	-99999	0.127006	1.71084	2.18128e-012	0.0772539	0.000565351	5.81057e-013	3.74289e-012	0.045022	1.17044e-017	0.701286	0.231026	7.96458e-009	0.996941	1.10193e-005	0.00152415	0.127006	6.77669	2.79695	0.825086	0.000565351	1	0	99.838	0	0	0.25	0.25	3016	1.00002	9.83119	-0.207911	0.878041	0.123505	2.84277	0.840072	0.000591677	
0.958475	0.81741	-99999	0.050593	2.01625	1.47284e-012	0.167861	0.00104947	4.9304e-013	2.97842e-012	0.0830078	4.20278e-017	0.904891	0.367577	1.0105e-008	0.995949	1.21667e-005	0.00201923	0.050593	9.22256	3.81741	1.15778	0.00104947	1	0	99.62	0	0	0.25	0.25	3017	0.999996	13.5376	-0.20791	1.25462	0.0481895	3.84358	1.16701	0.00110555	
0.984917	0.821581	-99999	0.186034	1.37912	3.36162e-012	0.0385935	0.000347247	7.20817e-013	4.64983e-012	0.0279013	5.3259e-018	0.541469	0.0979735	1.11481e-008	0.997083	8.89679e-006	0.001454	0.186034	4.4925	1.91834	0.609418	0.000347247	1	0	99.9215	0	0	0.25	0.25	3018	1.0001	6.69133	-0.207912	0.582251	0.182663	1.9669	0.623858	0.00036147	
0.988506	0.808594	-99999	0.216857	1.13681	4.48588e-012	0.0291588	0.000247816	8.74461e-013	5.11471e-012	0.0255738	6.63926e-018	0.44881	0.0337169	2.98564e-008	0.996078	6.64273e-006	0.00195746	0.216857	3.23779	1.44759	0.5055	0.000247816	1	0	99.9567	0	0	0.25	0.25	3019	1.00018	5.01698	-0.207912	0.427117	0.213689	1.49565	0.518472	0.000256804	
0.984917	0.835644	-99999	0.1707	1.4773	2.88757e-012	0.0502642	0.000417674	6.72911e-013	4.27847e-012	0.0339237	7.67615e-018	0.588491	0.123518	1.09083e-008	0.99691	9.39168e-006	0.00154014	0.1707	5.02793	2.13604	0.674219	0.000417674	1	0	99.8923	0	0	0.25	0.25	3020	1.00002	7.47856	-0.207911	0.658523	0.167408	2.18238	0.688283	0.00043605	
0.975651	0.842675	-99999	0.10615	1.80511	1.89933e-012	0.102363	0.000716454	5.5071e-013	3.43868e-012	0.0565396	1.91305e-017	0.76027	0.260785	9.1043e-009	0.996553	1.12657e-005	0.00171802	0.10615	7.39238	3.06318	0.92089	0.000716454	1	0	99.7684	0	0	0.25	0.25	3021	0.999902	10.8048	-0.20791	0.980175	0.103078	3.10204	0.933611	0.000752243	
0.969835	0.857812	-99999	0.0512768	2.01062	1.46889e-012	0.170837	0.00119159	4.94423e-013	2.96213e-012	0.0847161	4.46816e-017	0.903376	0.354563	1.07035e-008	0.995844	1.20313e-005	0.00207192	0.0512768	9.07886	3.77383	1.161	0.00119159	1	0	99.5443	0	0	0.25	0.25	3022	0.999135	13.3925	-0.20791	1.24943	0.0492262	3.79645	1.16829	0.00125659	
0.964019	0.842675	-99999	0.0456344	2.03035	1.4405e-012	0.176923	0.00118223	4.89619e-013	2.93339e-012	0.0868817	4.68058e-017	0.917502	0.3687	1.06171e-008	0.99582	1.21492e-005	0.0020837	0.0456344	9.29426	3.85862	1.18339	0.00118223	1	0	99.5522	0	0	0.25	0.25	3023	0.999682	13.6965	-0.20791	1.27773	0.0435658	3.88083	1.19081	0.00124663	
0.950657	0.846227	-99999	0.0100128	2.13309	1.27181e-012	0.23133	0.00181721	4.66035e-013	2.72094e-012	0.108127	7.58217e-017	1.00587	0.415714	1.22289e-008	0.995294	1.24322e-005	0.00234695	0.0100128	10.1986	4.26475	1.34767	0.00181721	1	0	99.2302	0	0	0.25	0.25	3024	0.998969	15.1954	-0.207909	1.44959	0.00919485	4.27044	1.34837	0.00192051	
0.949061	0.855517	-99999	0.0068553	2.14004	1.25888e-012	0.237014	0.00202879	4.64521e-013	2.70205e-012	0.110424	7.96763e-017	1.01256	0.416499	1.25073e-008	0.995226	1.24256e-005	0.00238093	0.0068553	10.2377	4.28719	1.36238	0.00202879	1	0	99.1171	0	0	0.25	0.25	3025	0.998304	15.2825	-0.207908	1.46412	0.00628954	4.29012	1.36166	0.00214471	
0.941515	0.843932	-99999	0.00455606	2.14581	1.25001e-012	0.240778	0.00210046	4.63272e-013	2.69024e-012	0.111876	8.20559e-017	1.01795	0.41888	1.26327e-008	0.995189	1.24377e-005	0.00239911	0.00455606	10.2874	4.3105	1.373	0.00210046	1	0	99.0785	0	0	0.25	0.25	3026	0.998131	15.3695	-0.207908	1.47506	0.00409977	4.3121	1.37168	0.00222071	
0.956473	0.83109	-99999	0.031234	2.07568	1.36715e-012	0.197048	0.00130981	4.78924e-013	2.84618e-012	0.0946509	5.61824e-017	0.954258	0.39309	1.1037e-008	0.995645	1.23182e-005	0.00217118	0.031234	9.72249	4.04206	1.24813	0.00130981	1	0	99.4916	0	0	0.25	0.25	3027	0.99983	14.3663	-0.207909	1.34822	0.0294687	4.05952	1.25396	0.00138211	
0.945113	0.820962	-99999	0.0139877	2.12387	1.28853e-012	0.224392	0.00160489	4.68058e-013	2.74478e-012	0.10534	7.13367e-017	0.997247	0.413997	1.1912e-008	0.995374	1.2434e-005	0.0023067	0.0139877	10.1406	4.23375	1.32929	0.00160489	1	0	99.343	0	0	0.25	0.25	3028	0.999735	15.0763	-0.207909	1.43115	0.0128825	4.24257	1.33159	0.00169545	
0.93567	0.826566	-99999	0.00409105	2.14701	1.24814e-012	0.241627	0.00205091	4.63014e-013	2.68772e-012	0.112209	8.26194e-017	1.01924	0.419337	1.26654e-008	0.995181	1.24398e-005	0.00240351	0.00409105	10.3495	4.31575	1.37548	0.00205091	1	0	99.1059	0.0172317	0	0.25	0.25	3029	0.998629	15.3978	-0.20791	1.47743	0.0036268	4.31994	1.37423	0.00216836	
0.937672	0.812886	-99999	0.00944486	2.13479	1.26922e-012	0.232473	0.0017627	4.65663e-013	2.71755e-012	0.108575	7.65495e-017	1.00787	0.416486	1.22714e-008	0.995282	1.24364e-005	0.00235285	0.00944486	10.2156	4.27309	1.35127	0.0017627	1	0	99.2607	0	0	0.25	0.25	3030	0.999673	15.2261	-0.207909	1.4524	0.00863276	4.27855	1.35198	0.00186295	
0.858205	0.822244	-99999	0.0408773	2.03762	1.39652e-012	0.194862	0.0018244	4.8787e-013	2.85402e-012	0.0953491	5.97648e-017	0.934044	0.348189	1.25158e-008	0.995451	1.1901e-005	0.00226878	0.0408773	9.15357	3.84671	1.22652	0.0018244	1	0	99.2272	0	0	0.25	0.25	3031	1.17494	13.6794	-0.207678	1.29626	0.0398629	3.85636	1.228	0.0019224	
0.862442	0.838217	-99999	0.0488614	2.01097	1.43628e-012	0.184647	0.00190386	4.94336e-013	2.89688e-012	0.0915484	5.51261e-017	0.913446	0.332051	1.24864e-008	0.995515	1.17665e-005	0.00223676	0.0488614	8.88704	3.7365	1.19188	0.00190386	1	0	98.9843	0	0	0.25	0.25	3032	1.33019	13.281	-0.207616	1.25693	0.0477284	3.74795	1.194	0.00199876	
0.851564	0.832277	-99999	0.0511118	2.00333	1.44788e-012	0.181863	0.0019211	4.9622e-013	2.9092e-012	0.0905115	5.39094e-017	0.907739	0.327467	1.2487e-008	0.995531	1.17272e-005	0.00222839	0.0511118	8.8118	3.70563	1.18234	0.0019211	1	0	98.9333	0	0	0.25	0.25	3033	1.36675	13.1693	-0.207598	1.24583	0.0499486	3.71756	1.18463	0.00201466	
0.857487	0.81063	-99999	0.0278647	2.07731	1.3389e-012	0.2112	0.00212278	4.78549e-013	2.78955e-012	0.101369	6.7536e-017	0.963702	0.372124	1.26001e-008	0.995347	1.20884e-005	0.00232026	0.0278647	9.54506	4.00749	1.27859	0.00212278	1	0	99.0651	0	0	0.25	0.25	3034	1.08411	14.2667	-0.207764	1.36005	0.0271034	4.0138	1.27877	0.00224103	
0.868365	0.81657	-99999	0.0240986	2.08841	1.32333e-012	0.216021	0.00218427	4.76006e-013	2.77185e-012	0.103132	6.99207e-017	0.972219	0.37896	1.26317e-008	0.995317	1.21401e-005	0.00233544	0.0240986	9.65678	4.05355	1.29371	0.00218427	1	0	99.0345	0	0	0.25	0.25	3035	1.06567	14.435	-0.207787	1.37849	0.0234153	4.05885	1.29348	0.00230665	
0.871258	0.780577	-99999	0.001269	2.15245	1.23869e-012	0.24543	0.00279948	4.61842e-013	2.67414e-012	0.113686	8.50599e-017	1.02225	0.420401	1.2805e-008	0.995142	1.24393e-005	0.00242267	0.001269	16.0969	4.32797	1.38379	0.00279948	1	0	98.6735	1.92982	0	0.25	0.25	3036	0.991636	15.417	-0.207906	1.48992	0.00112904	4.31974	1.38067	0.00295993	
0.876658	0.797592	-99999	0.00471062	2.14272	1.25033e-012	0.241204	0.00267031	4.6394e-013	2.68705e-012	0.112236	8.29903e-017	1.01467	0.413206	1.28244e-008	0.99516	1.23868e-005	0.00241363	0.00471062	10.214	4.28363	1.37052	0.00267031	1	0	98.7519	0	0	0.25	0.25	3037	0.994379	15.2777	-0.207893	1.47319	0.00447396	4.28319	1.36792	0.00282317	
0.862248	0.78794	-99999	0.00664693	2.13742	1.25726e-012	0.238555	0.0026741	4.65092e-013	2.69525e-012	0.111279	8.15357e-017	1.01023	0.409825	1.27956e-008	0.995178	1.23634e-005	0.00240503	0.00664693	10.1581	4.26018	1.36247	0.0026741	1	0	98.7481	0	0	0.25	0.25	3038	0.995357	15.1921	-0.207884	1.46376	0.00636056	4.26038	1.36015	0.00282704	
0.845166	0.901526	-99999	0.00131845	2.14277	1.25556e-012	0.230737	0.0133357	4.63929e-013	2.69835e-012	0.107363	7.29449e-017	0.982956	0.418511	1.17333e-008	0.995368	1.24421e-005	0.00230969	0.00131845	40.6678	4.20441	1.32337	0.0133357	1	0	86.6975	10.2043	0	0.25	0.25	3039	2.00561	15.1552	-0.207877	1.4891	0.00129332	4.24864	1.32196	0.0140598	
0.837322	0.884944	-99999	0.00726798	2.12498	1.27309e-012	0.227015	0.0109976	4.67813e-013	2.71332e-012	0.106515	7.28299e-017	0.975113	0.40139	1.21411e-008	0.995328	1.23037e-005	0.00232979	0.00726798	9.92587	4.12952	1.31097	0.0109976	1	0	89.5916	0	0	0.25	0.25	3040	1.9895	14.7606	-0.20784	1.45994	0.00712564	4.13181	1.30948	0.0115756	
0.854358	0.887032	-99999	0.0146039	2.10353	1.2986e-012	0.21983	0.00917762	4.72584e-013	2.73974e-012	0.104196	7.02517e-017	0.96229	0.384893	1.23477e-008	0.995336	1.2174e-005	0.00232584	0.0146039	9.69048	4.04156	1.28864	0.00917762	1	0	91.4638	0	0	0.25	0.25	3041	1.96598	14.4383	-0.207795	1.42399	0.0143164	4.04437	1.28741	0.00964249	
0.779604	0.917241	-99999	0	2.1448	1.25201e-012	0.229608	0.0231293	4.63491e-013	2.69327e-012	0.106737	7.14068e-017	0.973545	0.418906	1.15314e-008	0.995403	1.24425e-005	0.00229206	0	66.813	4.17737	1.31218	0.0231293	1	0	77.139	18.9556	0	0.25	0.25	3042	1.99985	10.0205	-0.207903	1.49578	-4.28523e-005	2.52504	1.31322	0.052154	
0.756585	0.91594	-99999	7.30414e-005	2.14554	1.25071e-012	0.23065	0.0231665	4.63331e-013	2.6914e-012	0.107184	7.22082e-017	0.976273	0.419051	1.16042e-008	0.995388	1.24423e-005	0.00229999	7.30414e-005	20.7347	4.18598	1.31641	0.0231665	1	0	75.3235	3.54633	6.6834e-005	0.25	0.25	3043	1.99968	7.47982	-0.207906	1.49521	7.1746e-005	1.67161	1.31749	0.0681149	
0.768156	0.897229	-99999	0	2.14627	1.24944e-012	0.231014	0.0228278	4.63174e-013	2.68958e-012	0.107317	7.23787e-017	0.97616	0.419192	1.16093e-008	0.995385	1.24423e-005	0.00230127	0	88.3769	4.18607	1.31679	0.0228278	1	0	79.6426	26.1601	0	0.25	0.25	3044	2.00096	13.4604	-0.207894	1.49794	-0.000474656	3.67612	1.31852	0.0313963	
0.635157	0.841958	-99999	0.000194454	2.1471	1.24798e-012	0.232754	0.0231124	4.62993e-013	2.68748e-012	0.108083	7.38242e-017	0.981592	0.419356	1.17481e-008	0.995355	1.24419e-005	0.00231575	0.000194454	44.7702	4.20286	1.32474	0.0231124	0.999999	0	77.2696	11.5736	0	0.25	0.25	3045	1.99856	10.0274	-0.207827	1.49461	0.000191982	2.52407	1.3234	0.0528976	
0.616425	0.863178	-99999	8.66661e-005	0.2539	1.1443e-011	0.175735	0.092425	3.9153e-012	2.91401e-012	0.690097	1.48999e-012	0.111722	1.72857e-007	0.175151	0.489193	9.2716e-008	0.255404	8.66661e-005	-2.15673	0.335166	1.58326	0.092425	1	0.0953211	71.5534	0	0	0.25	0.25	3046	1.99987	3.45143	-0.208007	1.49514	8.52208e-005	0.311389	1.34088	0.0973029	
0.619844	0.833689	-99999	7.182e-005	2.14739	1.24747e-012	0.232982	0.0231147	4.62931e-013	2.68676e-012	0.108175	7.39717e-017	0.981891	0.419413	1.17584e-008	0.995348	1.24418e-005	0.00231706	7.182e-005	55.0956	4.20393	1.32537	0.0231147	0.999994	0	77.4086	15.025	0	0.25	0.250001	3047	1.99883	9.84945	-0.207444	1.49522	7.14657e-005	2.46359	1.32474	0.0537119	
