x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
1.12558	0.800026	-99999	0.0955667	1.84023	1.69642e-012	0.142438	0.00112161	5.40203e-013	3.13105e-012	0.0771735	4.26225e-017	0.814163	0.225291	1.51105e-008	0.995486	1.06494e-005	0.00225154	0.0955667	7.26589	3.11837	1.03603	0.00112161	1	0	99.5009	0	0	0.25	0.25	174	1.04141	11.087	-0.207885	1.02783	0.0935477	3.14385	1.04228	0.0011814	
1.18377	0.852428	-99999	0.0422775	2.03045	1.40799e-012	0.190592	0.00339337	4.89595e-013	2.86732e-012	0.0935896	5.71825e-017	0.923146	0.344464	1.23162e-008	0.995502	1.1873e-005	0.00224292	0.0422775	9.06739	3.80284	1.20957	0.00339337	1	0	97.5349	0	0	0.25	0.25	175	1.29014	13.5316	-0.207826	1.28979	0.0411559	3.81419	1.2115	0.00357981	
1.14926	0.860821	-99999	0.0574733	1.98131	1.47981e-012	0.1751	0.00222014	5.01737e-013	2.94065e-012	0.0881149	5.14012e-017	0.892719	0.313018	1.26461e-008	0.995552	1.1595e-005	0.00221798	0.0574733	8.58763	3.61722	1.15815	0.00222014	1	0	98.6024	0	0	0.25	0.25	176	1.16061	12.8631	-0.207849	1.21531	0.056052	3.63319	1.16176	0.00233947	
0.965308	0.913251	-99999	0.0258397	2.08219	1.33156e-012	0.213202	0.00242648	4.77427e-013	2.78079e-012	0.10209	6.84482e-017	0.965958	0.374735	1.26012e-008	0.995336	1.2107e-005	0.00232576	0.0258397	9.58434	4.02209	1.28358	0.00242648	1	0	98.6081	0	0	0.25	0.25	177	1.21906	14.323	-0.207766	1.36989	0.0251352	4.02763	1.28344	0.00255642	
1.15264	0.839532	-99999	0.0639374	1.95915	1.51328e-012	0.168637	0.00197236	5.07411e-013	2.97354e-012	0.0858222	4.91161e-017	0.878996	0.299137	1.2834e-008	0.99557	1.14641e-005	0.00220949	0.0639374	8.37409	3.53441	1.13567	0.00197236	1	0	98.8154	0	0	0.25	0.25	178	1.13484	12.5662	-0.207856	1.18356	0.0624011	3.55216	1.13988	0.00207899	
1.186	0.803015	-99999	0.0573289	1.98191	1.47995e-012	0.174802	0.00225051	5.01584e-013	2.94183e-012	0.0879377	5.10814e-017	0.89254	0.314062	1.25724e-008	0.995564	1.16068e-005	0.00221223	0.0573289	8.59815	3.61982	1.15749	0.00225051	1	0	98.5693	0	0	0.25	0.25	179	1.17972	12.8718	-0.207847	1.21611	0.0558913	3.63597	1.16119	0.00237436	
1.16524	0.817549	-99999	0.0633465	1.9613	1.51058e-012	0.169011	0.0019786	5.06855e-013	2.97149e-012	0.0859181	4.9139e-017	0.880091	0.300821	1.27783e-008	0.995574	1.14814e-005	0.00220713	0.0633465	8.39737	3.54275	1.13723	0.0019786	1	0	98.8084	0	0	0.25	0.25	180	1.14116	12.5956	-0.207855	1.18651	0.061811	3.56045	1.14145	0.00208641	
1.16415	0.879484	-99999	0.0399483	2.03758	1.39754e-012	0.193127	0.00365487	4.87879e-013	2.85605e-012	0.0945021	5.82299e-017	0.927688	0.348885	1.22959e-008	0.99549	1.19095e-005	0.00224889	0.0399483	9.13597	3.82973	1.21757	0.00365487	1	0	97.2837	0	0	0.25	0.25	181	1.30753	13.6288	-0.207823	1.30114	0.0388847	3.84016	1.21917	0.00385344	
0.982888	0.907238	-99999	0.0261916	2.08443	1.33639e-012	0.209961	0.0018641	4.76914e-013	2.79388e-012	0.10043	6.53296e-017	0.965814	0.382925	1.21163e-008	0.995421	1.21913e-005	0.00228342	0.0261916	9.66969	4.04623	1.27849	0.0018641	1	0	99.1518	0	0	0.25	0.25	182	1.04787	14.4023	-0.207868	1.36965	0.0251823	4.05547	1.28009	0.00196782	
1.14933	0.799922	-99999	0.0787628	1.90594	1.59674e-012	0.154492	0.00149015	5.21578e-013	3.05231e-012	0.0808185	4.44867e-017	0.847317	0.266823	1.34257e-008	0.995592	1.11375e-005	0.00219857	0.0787628	7.87606	3.34243	1.08483	0.00149015	1	0	99.2141	0	0	0.25	0.25	183	1.08424	11.8791	-0.207872	1.11069	0.076975	3.36413	1.0903	0.00157069	
1.18793	0.827859	-99999	0.0488046	2.00988	1.4381e-012	0.183685	0.00279136	4.94603e-013	2.89899e-012	0.0911208	5.44558e-017	0.910183	0.331519	1.24103e-008	0.995531	1.17625e-005	0.00222879	0.0488046	8.86804	3.72512	1.18722	0.00279136	1	0	98.0877	0	0	0.25	0.25	184	1.23448	13.2509	-0.207836	1.25787	0.0475386	3.73865	1.18997	0.00294556	
1.20152	0.885938	-99999	0.0244773	2.08271	1.3347e-012	0.208862	0.00649831	4.77308e-013	2.78804e-012	0.0999874	6.44411e-017	0.953963	0.378334	1.20694e-008	0.995434	1.21458e-005	0.00227717	0.0244773	9.57512	3.9969	1.26509	0.00649831	1	0	94.6429	0	0	0.25	0.25	185	1.54415	14.2356	-0.207808	1.37658	0.0237971	4.00121	1.26432	0.00686599	
1.16786	0.799193	-99999	0.0675475	1.94667	1.53345e-012	0.164761	0.00182173	5.10665e-013	2.99397e-012	0.0843873	4.76191e-017	0.87103	0.291984	1.28936e-008	0.995587	1.13964e-005	0.00220058	0.0675475	8.25967	3.48905	1.12238	0.00182173	1	0	98.9389	0	0	0.25	0.25	186	1.12694	12.4029	-0.207859	1.1659	0.0659338	3.50796	1.127	0.00192096	
1.15663	0.749646	-99999	0.0855824	1.8804	1.6399e-012	0.147817	0.00129828	5.28661e-013	3.09282e-012	0.0783769	4.2238e-017	0.832117	0.252577	1.36912e-008	0.995608	1.09851e-005	0.00219052	0.0855824	7.64973	3.25409	1.0605	0.00129828	1	0	99.3591	0	0	0.25	0.25	187	1.07105	11.5627	-0.207877	1.07723	0.0836671	3.27777	1.06657	0.00136764	
1.18357	0.769587	-99999	0.0674965	1.94702	1.53405e-012	0.164404	0.00180207	5.10573e-013	2.99568e-012	0.0841891	4.72944e-017	0.870788	0.292853	1.28193e-008	0.995599	1.14072e-005	0.00219467	0.0674965	8.26796	3.49093	1.12158	0.00180207	1	0	98.9526	0	0	0.25	0.25	188	1.13318	12.4087	-0.207859	1.16623	0.0658671	3.51004	1.12629	0.00190009	
1.15765	0.775461	-99999	0.0794994	1.90331	1.60183e-012	0.153534	0.00146126	5.22298e-013	3.05782e-012	0.0804284	4.40461e-017	0.845465	0.265691	1.3407e-008	0.995601	1.11269e-005	0.00219404	0.0794994	7.8551	3.33348	1.08162	0.00146126	1	0	99.2332	0	0	0.25	0.25	189	1.08606	11.8466	-0.207871	1.10712	0.0776888	3.35551	1.08721	0.00154006	
1.17083	0.835361	-99999	0.0545054	1.99121	1.46535e-012	0.177944	0.00242044	4.99242e-013	2.92647e-012	0.0891006	5.23648e-017	0.898624	0.319466	1.25496e-008	0.995547	1.16546e-005	0.00222052	0.0545054	8.68463	3.65428	1.16789	0.00242044	1	0	98.4209	0	0	0.25	0.25	190	1.18894	12.9962	-0.207844	1.2299	0.053134	3.66944	1.17123	0.00255259	
1.23252	0.848053	-99999	0.0286198	2.07117	1.35079e-012	0.204645	0.00541195	4.79967e-013	2.80602e-012	0.0985143	6.27253e-017	0.947622	0.370989	1.21136e-008	0.99545	1.20893e-005	0.00226877	0.0286198	9.46626	3.95584	1.25305	0.00541195	1	0	95.6933	0	0	0.25	0.25	191	1.48392	14.0866	-0.207811	1.35647	0.0278188	3.96238	1.25307	0.00572404	
1.13738	0.782215	-99999	0.0903731	1.86144	1.66757e-012	0.144793	0.00121407	5.34045e-013	3.11329e-012	0.0775553	4.20379e-017	0.823003	0.239985	1.4246e-008	0.995566	1.08355e-005	0.00221175	0.0903731	7.46915	3.18898	1.04756	0.00121407	1	0	99.4288	0	0	0.25	0.25	192	1.0543	11.3332	-0.207881	1.05351	0.0884104	3.2135	1.05377	0.00127897	
1.118	0.782191	-99999	0.107838	1.78313	1.74877e-012	0.145324	0.00095801	5.57498e-013	3.12755e-012	0.0812579	5.2932e-017	0.802187	0.180084	2.02393e-008	0.994946	9.98228e-006	0.0025222	0.107838	6.70393	2.94682	1.03129	0.00095801	1	0	99.6069	0	0	0.25	0.25	193	1.02943	10.5111	-0.20789	0.966972	0.105718	2.97409	1.03668	0.00100845	
1.14228	0.763138	-99999	0.0909157	1.85938	1.67118e-012	0.144296	0.00119768	5.34639e-013	3.11656e-012	0.0773751	4.18824e-017	0.821853	0.238876	1.42748e-008	0.995566	1.08228e-005	0.00221152	0.0909157	7.45157	3.1822	1.04574	0.00119768	1	0	99.4378	0	0	0.25	0.25	194	1.05577	11.3092	-0.207881	1.05088	0.0889366	3.20695	1.05197	0.0012615	
1.11668	0.759375	-99999	0.116261	1.7344	1.78503e-012	0.151657	0.000871436	5.73165e-013	3.10513e-012	0.0871822	6.86045e-017	0.796881	0.145161	2.75129e-008	0.994278	9.37005e-006	0.00285648	0.116261	6.27781	2.82614	1.03858	0.000871436	1	0	99.6552	0	0	0.25	0.25	195	1.02625	10.116	-0.207892	0.925066	0.1141	2.85421	1.04322	0.000916868	
1.1328	0.738678	-99999	0.101061	1.81711	1.72582e-012	0.140883	0.0010151	5.47076e-013	3.1453e-012	0.0773023	4.4133e-017	0.806061	0.209037	1.63558e-008	0.995365	1.04295e-005	0.00231249	0.101061	7.04751	3.0453	1.02656	0.0010151	1	0	99.5667	0	0	0.25	0.25	196	1.03906	10.8355	-0.207887	1.00084	0.0989456	3.07229	1.0325	0.00106848	
1.20757	0.843824	-99999	0.0367499	2.04728	1.38413e-012	0.196241	0.00411158	4.85568e-013	2.8421e-012	0.0955708	5.9367e-017	0.933316	0.355415	1.22223e-008	0.995482	1.19643e-005	0.00225279	0.0367499	9.2324	3.8662	1.22738	0.00411158	1	0	96.8809	0	0	0.25	0.25	197	1.36479	13.761	-0.207819	1.31681	0.0357511	3.8757	1.22858	0.0043432	
1.17426	0.679964	-99999	0.0910715	1.85951	1.67777e-012	0.142145	0.00115049	5.34601e-013	3.12908e-012	0.0762163	4.01837e-017	0.819451	0.241885	1.38445e-008	0.995632	1.08685e-005	0.00217838	0.0910715	7.47345	3.18402	1.03999	0.00115049	1	0	99.4587	0	0	0.25	0.25	198	1.06947	11.3112	-0.207879	1.05044	0.0890247	3.2096	1.04652	0.0012115	
1.21618	0.81317	-99999	0.0429933	2.02835	1.41166e-012	0.189563	0.00328929	4.90099e-013	2.87184e-012	0.0931804	5.66412e-017	0.921563	0.343609	1.22844e-008	0.995513	1.18673e-005	0.00223776	0.0429933	9.05084	3.79553	1.20654	0.00328929	1	0	97.6402	0	0	0.25	0.25	199	1.29709	13.5047	-0.207827	1.28637	0.0418399	3.80735	1.20866	0.00347439	
1.21655	0.866604	-99999	0.0269321	2.0759	1.34412e-012	0.2064	0.00583283	4.78873e-013	2.79854e-012	0.0991325	6.3453e-017	0.950293	0.373957	1.20992e-008	0.995443	1.21121e-005	0.00227257	0.0269321	9.51074	3.97276	1.2581	0.00583283	1	0	95.284	0	0	0.25	0.25	200	1.50607	14.148	-0.207809	1.36466	0.0261813	3.97841	1.25778	0.00616498	
1.15898	0.713169	-99999	0.0914	1.85785	1.67697e-012	0.142928	0.00116396	5.35078e-013	3.12479e-012	0.0767046	4.09779e-017	0.819857	0.239395	1.40976e-008	0.995597	1.08339e-005	0.00219609	0.0914	7.44797	3.17777	1.04169	0.00116396	1	0	99.4548	0	0	0.25	0.25	201	1.06218	11.2913	-0.20788	1.04866	0.0893801	3.20306	1.04807	0.00122559	
1.35625	1	-99999	0.00121936	2.1422	1.25657e-012	0.229331	0.0160467	4.64053e-013	2.6998e-012	0.106737	7.17541e-017	0.978276	0.418399	1.16156e-008	0.995392	1.24424e-005	0.00229757	0.00121936	62.4144	4.19004	1.31664	0.0160467	1	0	86.2418	17.4813	0	0.25	0.25	202	1.99609	14.9569	-0.207899	1.4896	0.00119279	4.18472	1.31186	0.0170469	
1.15079	0.730956	-99999	0.0921482	1.85468	1.68003e-012	0.142969	0.00115934	5.35992e-013	3.12516e-012	0.0768577	4.13696e-017	0.818979	0.236634	1.42997e-008	0.995573	1.0798e-005	0.0022079	0.0921482	7.41349	3.16685	1.04101	0.00115934	1	0	99.4614	0	0	0.25	0.25	203	1.05746	11.254	-0.207881	1.0449	0.0901326	3.19213	1.04734	0.00122076	
1.13175	0.711415	-99999	0.107477	1.78668	1.75166e-012	0.143221	0.000926753	5.56392e-013	3.13895e-012	0.0799233	5.03496e-017	0.800846	0.18461	1.93479e-008	0.995047	1.00596e-005	0.00247144	0.107477	6.74885	2.95638	1.02646	0.000926753	1	0	99.6207	0	0	0.25	0.25	204	1.03468	10.5397	-0.207889	0.9691	0.105293	2.9845	1.03194	0.00097508	
1.17802	0.73271	-99999	0.0786811	1.90666	1.59899e-012	0.153444	0.00145303	5.21381e-013	3.05777e-012	0.0802401	4.35833e-017	0.846411	0.268966	1.32044e-008	0.995626	1.11662e-005	0.00218134	0.0786811	7.89521	3.34614	1.08228	0.00145303	1	0	99.234	0	0	0.25	0.25	205	1.09628	11.8899	-0.207869	1.11129	0.0768549	3.36831	1.08796	0.00153098	
1.23705	0.898041	-99999	0.0159875	2.10502	1.30469e-012	0.216404	0.00989143	4.72249e-013	2.75454e-012	0.1025	6.71414e-017	0.963416	0.393116	1.1898e-008	0.995418	1.22582e-005	0.00228509	0.0159875	9.78053	4.06961	1.28461	0.00989143	1	0	91.5424	0	0	0.25	0.25	206	1.73899	14.5032	-0.207825	1.41778	0.0155567	4.06953	1.2822	0.0104841	
1.24202	0.872392	-99999	0.0213196	2.09109	1.3234e-012	0.211637	0.00766603	4.75395e-013	2.77556e-012	0.10091	6.54169e-017	0.957556	0.383921	1.20004e-008	0.995428	1.21889e-005	0.00227977	0.0213196	9.65282	4.02444	1.27238	0.00766603	1	0	93.6186	0	0	0.25	0.25	207	1.62748	14.338	-0.207816	1.39192	0.0207284	4.02757	1.27108	0.00811948	
1.22344	1	-99999	0.000839836	2.14223	1.25651e-012	0.228204	0.0195074	4.64046e-013	2.69972e-012	0.106211	7.06946e-017	0.9734	0.418405	1.15004e-008	0.995415	1.24427e-005	0.00228629	0.000839836	71.9079	4.17543	1.3101	0.0195074	1	0	82.5528	20.6615	0	0.25	0.25	208	1.99919	14.9086	-0.2079	1.49145	0.000822834	4.16934	1.30419	0.0207533	
1.26893	0.847868	-99999	0.0228871	2.08697	1.32916e-012	0.210156	0.00699058	4.76334e-013	2.78214e-012	0.100401	6.48409e-017	0.955737	0.381353	1.20212e-008	0.995433	1.21698e-005	0.00227727	0.0228871	9.61625	4.01128	1.26857	0.00699058	1	0	94.2814	0	0	0.25	0.25	209	1.60564	14.2901	-0.207816	1.38435	0.0222431	4.01549	1.26764	0.00740725	
0.943111	0.834642	-99999	0.00578654	2.14321	1.25479e-012	0.238647	0.00191609	4.63835e-013	2.69726e-012	0.111021	8.05923e-017	1.01562	0.418596	1.25311e-008	0.995214	1.24402e-005	0.00238667	0.00578654	10.3996	4.30266	1.36768	0.00191609	1	0	99.179	0.0421646	0	0.25	0.25	210	0.998959	15.3593	-0.207909	1.46975	0.00516191	4.31201	1.36732	0.00202547	
0.939784	0.776669	-99999	0.0276358	2.08796	1.35022e-012	0.202051	0.00121096	4.76108e-013	2.82756e-012	0.0964833	5.84265e-017	0.965072	0.401663	1.10699e-008	0.995613	1.23824e-005	0.00218713	0.0276358	9.86187	4.10022	1.26579	0.00121096	1	0	99.5466	0	0	0.25	0.25	211	1.00007	14.576	-0.207909	1.36647	0.0258179	4.11735	1.27201	0.00127741	
0.958992	0.788368	-99999	0.0821204	1.90553	1.69733e-012	0.124987	0.000771078	5.2169e-013	3.24391e-012	0.0653978	2.50619e-017	0.822679	0.319807	8.80246e-009	0.996423	1.18413e-005	0.0017828	0.0821204	8.32361	3.42747	1.01485	0.000771078	1	0	99.751	0	0	0.25	0.25	212	1.00001	12.1095	-0.20791	1.10086	0.0789402	3.46517	1.02818	0.000809679	
0.957208	0.769678	-99999	0.0907361	1.87265	1.78396e-012	0.11206	0.00068684	5.30848e-013	3.35064e-012	0.0596632	2.03525e-017	0.798798	0.312006	8.13275e-009	0.996619	1.18149e-005	0.00168474	0.0907361	8.12322	3.33242	0.972206	0.00068684	1	0	99.7912	0	0	0.25	0.25	213	1.00001	11.7557	-0.20791	1.05943	0.0872265	3.3747	0.987277	0.000719973	
0.920457	0.712127	-99999	0.0267401	2.0918	1.34613e-012	0.203157	0.0011494	4.75235e-013	2.82418e-012	0.0968336	5.87784e-017	0.968665	0.405406	1.10282e-008	0.995614	1.24131e-005	0.00218702	0.0267401	9.91716	4.12222	1.27084	0.0011494	1	0	99.5782	0	0	0.25	0.25	214	0.999999	14.653	-0.207909	1.37141	0.0248301	4.13951	1.27763	0.00121203	
0.932049	0.728354	-99999	0.0381452	2.0597	1.40622e-012	0.183943	0.000993606	4.82641e-013	2.90499e-012	0.0890418	4.84847e-017	0.939863	0.395944	1.02314e-008	0.995837	1.23822e-005	0.00207514	0.0381452	9.68336	4.00743	1.21492	0.000993606	1	0	99.6538	0	0	0.25	0.25	215	0.999999	14.2222	-0.207909	1.31716	0.0356805	4.03174	1.22463	0.00104618	
0.916471	0.749719	-99999	0.00957191	2.13489	1.26914e-012	0.232676	0.0016164	4.65642e-013	2.71752e-012	0.108665	7.67317e-017	1.00877	0.416608	1.22883e-008	0.995278	1.24374e-005	0.00235456	0.00957191	10.2204	4.27614	1.35246	0.0016164	1	0	99.3419	0	0	0.25	0.25	216	1.00006	15.237	-0.207909	1.452	0.00871316	4.28188	1.35351	0.00170818	
0.891099	0.695477	-99999	0.00608453	2.14298	1.25519e-012	0.238725	0.00173167	4.63883e-013	2.69782e-012	0.111069	8.07313e-017	1.01649	0.418552	1.25499e-008	0.995211	1.24401e-005	0.00238819	0.00608453	10.9959	4.30514	1.36867	0.00173167	1	0	99.283	0.240602	0	0.25	0.25	217	0.999997	15.3529	-0.207909	1.46833	0.00544684	4.31002	1.36851	0.00183055	
0.920457	0.665998	-99999	0.0491929	2.0268	1.4707e-012	0.166535	0.000848261	4.90476e-013	2.98965e-012	0.0819236	4.01341e-017	0.912688	0.385574	9.53952e-009	0.996043	1.23418e-005	0.00197255	0.0491929	9.44549	3.8948	1.16312	0.000848261	1	0	99.7232	0	0	0.25	0.25	218	1	13.7995	-0.20791	1.26441	0.04623	3.92484	1.17547	0.00089148	
0.905353	0.680314	-99999	0.0208017	2.10738	1.31775e-012	0.213357	0.00125824	4.71721e-013	2.78524e-012	0.100943	6.46987e-017	0.983064	0.409604	1.14622e-008	0.995496	1.24236e-005	0.00224572	0.0208017	10.028	4.17802	1.29961	0.00125824	1	0	99.5251	0	0	0.25	0.25	219	0.999999	14.8636	-0.207909	1.39942	0.0192284	4.19137	1.3046	0.00132782	
0.877193	0.668123	-99999	0.00574174	2.14365	1.25402e-012	0.23918	0.00181063	4.6374e-013	2.69615e-012	0.111246	8.10177e-017	1.01685	0.418681	1.25666e-008	0.995207	1.24401e-005	0.0023905	0.00574174	10.7453	4.3066	1.36967	0.00181063	1	0	99.2405	0.155734	0	0.25	0.25	220	0.999993	15.3542	-0.207909	1.46977	0.00515895	4.3097	1.36918	0.00191418	
0.923609	0.644154	-99999	0.07085	1.95411	1.62716e-012	0.13337	0.00069696	5.08719e-013	3.18909e-012	0.0680493	2.63952e-017	0.85537	0.362429	8.19444e-009	0.99646	1.22429e-005	0.00176412	0.07085	8.92657	3.65341	1.05855	0.00069696	1	0	99.7924	0	0	0.25	0.25	221	1	12.9033	-0.20791	1.15999	0.0671154	3.6945	1.07488	0.000730101	
0.897256	0.598308	-99999	0.0405488	2.05461	1.41997e-012	0.179695	0.000898724	4.83835e-013	2.92615e-012	0.0872005	4.60976e-017	0.936049	0.397717	9.95925e-009	0.995902	1.24117e-005	0.00204257	0.0405488	9.68269	4.00131	1.20499	0.000898724	1	0	99.6998	0	0	0.25	0.25	222	1	14.189	-0.207909	1.30645	0.0378228	4.02709	1.21615	0.000945233	
0.919588	0.615968	-99999	0.0786386	1.9259	1.69647e-012	0.121697	0.000647603	5.1617e-013	3.27694e-012	0.0630027	2.21596e-017	0.834571	0.355159	7.66441e-009	0.996624	1.22216e-005	0.00168204	0.0786386	8.74777	3.5692	1.02095	0.000647603	1	0	99.8149	0	0	0.25	0.25	223	1	12.5893	-0.20791	1.12248	0.0746165	3.61442	1.03875	0.000677401	
0.958613	0.618197	-99999	0.216281	1.05149	8.99906e-012	0.0043039	0.000265146	9.45412e-013	9.49051e-012	0.00408102	5.85154e-020	0.391454	0.124764	1.21414e-009	0.999255	1.05788e-005	0.000367445	0.216281	3.8598	1.54867	0.400207	0.000265146	1	0	99.9628	0	0	0.25	0.25	224	1	5.29302	-0.207912	0.43537	0.212039	1.6178	0.419813	0.000273299	
0.939326	0.613133	-99999	0.145632	1.59979	2.832e-012	0.0417265	0.000416347	6.21389e-013	4.54406e-012	0.0260053	3.13174e-018	0.633801	0.258439	3.97472e-009	0.997971	1.17098e-005	0.00100891	0.145632	6.69039	2.67673	0.702542	0.000416347	1	0	99.9133	0	0	0.25	0.25	225	0.999999	9.33742	-0.207911	0.792427	0.140627	2.74501	0.725371	0.000431388	
0.955166	0.59639	-99999	0.21653	1.03026	9.86314e-012	0.00348026	0.000265907	9.64893e-013	1.01918e-011	0.00336804	3.67935e-020	0.384108	0.133956	9.34617e-010	0.999357	1.09075e-005	0.000315941	0.21653	3.90198	1.55421	0.391273	0.000265907	1	0	99.9637	0	0	0.25	0.25	226	0.999996	5.30645	-0.207912	0.434602	0.212192	1.62534	0.411378	0.000273938	
0.926238	0.592139	-99999	0.113334	1.77737	2.12827e-012	0.0748784	0.000496277	5.59307e-013	3.79393e-012	0.0420042	8.92688e-018	0.735438	0.314256	5.51432e-009	0.997351	1.20601e-005	0.00131862	0.113334	7.81575	3.14909	0.853639	0.000496277	1	0	99.8822	0	0	0.25	0.25	227	1	11.0447	-0.20791	0.953442	0.108424	3.21021	0.875929	0.00051591	
0.900024	0.540146	-99999	0.0779324	1.92996	1.69266e-012	0.121965	0.000638353	5.15085e-013	3.27646e-012	0.0630085	2.20694e-017	0.837805	0.360275	7.5696e-009	0.996637	1.22715e-005	0.00167517	0.0779324	8.81594	3.59425	1.02445	0.000638353	1	0	99.8193	0	0	0.25	0.25	228	1	12.6729	-0.20791	1.12646	0.073821	3.63963	1.04273	0.00066746	
0.918782	0.563293	-99999	0.110669	1.79078	2.08678e-012	0.0779896	0.000506202	5.55118e-013	3.74805e-012	0.0434219	9.59693e-018	0.744115	0.319365	5.63291e-009	0.997303	1.20941e-005	0.00134265	0.110669	7.91348	3.19045	0.866869	0.000506202	1	0	99.878	0	0	0.25	0.25	229	1	11.1929	-0.20791	0.966709	0.105771	3.25081	0.889098	0.000526421	
1.0246	0.548283	1	0.29895	0.127416	1.80264e-011	0.0106981	5.30889e-006	7.80199e-012	2.30366e-012	0.0837141	8.3494e-015	0.00168628	6.84522e-010	0.161373	2.67004	1.00749e-007	3.66498	0.29895	-12.2355	0.00505894	4.08383	5.30889e-006	10	18.4731	99.9997	0	0	5	0.5	230	1.0024	0.0204336	-0.207915	0.000939872	0.298925	0.00544279	0.418992	5.71039e-006	
0.967851	0.534375	-99999	0.274561	0.246186	2.85623e-011	0.01855	0.000136603	4.03798e-012	7.05249e-012	0.0751265	4.94858e-015	0.162099	1.97447e-006	0.00249789	0.829809	3.57855e-007	0.0850954	0.274561	0.544206	0.486302	0.345866	0.000136603	1	0	99.9892	0	0	0.25	0.25	231	0.999971	1.56263	-0.207917	0.133511	0.272411	0.528145	0.26038	0.000141548	
1.03876	0.509678	1	0.298615	0.127512	2.37813e-011	0.0105989	4.60046e-006	7.79607e-012	3.04141e-012	0.0828749	1.06789e-014	0.00384752	1.58367e-009	0.157435	2.68315	1.3387e-007	3.65842	0.298615	-12.1747	0.0115427	4.07061	4.60046e-006	10	19.4427	99.9997	0	0	5	0.5	232	1.00314	0.0363085	-0.207912	0.00272042	0.298569	0.0123416	0.412385	4.86145e-006	
1.04685	0.974679	-99999	0.00467202	2.12619	1.26678e-012	0.227372	0.0182748	4.67548e-013	2.7014e-012	0.106623	7.26471e-017	0.964386	0.397701	1.21243e-008	0.995329	1.22636e-005	0.0023295	0.00467202	9.84717	4.08627	1.30071	0.0182748	1	0	83.8128	0	0	0.25	0.25	233	1.96397	14.5415	-0.207872	1.47272	0.00456919	4.05526	1.29891	0.0198612	
0.998854	0.946839	-99999	0.0237615	2.08249	1.3326e-012	0.209487	0.0071259	4.7736e-013	2.78336e-012	0.100297	6.49472e-017	0.9519	0.376145	1.21523e-008	0.995419	1.21226e-005	0.00228466	0.0237615	9.54442	3.98415	1.26397	0.0071259	1	0	93.7303	0	0	0.25	0.25	234	1.70926	14.2062	-0.207758	1.3795	0.0232127	3.99063	1.26318	0.00746333	
0.979788	0.970198	-99999	0.00118428	2.14208	1.25677e-012	0.227993	0.0213618	4.64079e-013	2.7001e-012	0.10612	7.05326e-017	0.972837	0.418376	1.14855e-008	0.995418	1.24427e-005	0.00228466	0.00118428	26.8413	4.17365	1.30923	0.0213618	1	0	82.1562	5.59555	0	0.25	0.25	235	1.99933	14.3172	-0.207892	1.48976	0.00116052	3.97027	1.30888	0.0235684	
0.919479	0.945318	-99999	0.000680203	2.14322	1.25478e-012	0.229922	0.0163905	4.63833e-013	2.69724e-012	0.106962	7.20706e-017	0.978474	0.418597	1.16313e-008	0.995387	1.24423e-005	0.00230019	0.000680203	74.5107	4.19123	1.31766	0.0163905	1	0	84.3562	21.5241	0	0.25	0.25	236	2.00781	15.0753	-0.207887	1.49222	0.000668864	4.22196	1.31567	0.017354	
0.949482	0.892511	-99999	0.0203064	2.09939	1.30782e-012	0.221169	0.00209366	4.73515e-013	2.75377e-012	0.105037	7.26203e-017	0.98117	0.385492	1.26968e-008	0.995281	1.21876e-005	0.00235359	0.0203064	9.76693	4.1	1.30973	0.00209366	1	0	99.0648	0	0	0.25	0.25	237	1.09368	14.6052	-0.207803	1.39705	0.019703	4.10423	1.30907	0.00221038	
0.935571	0.919535	-99999	0.0315668	2.05762	1.36397e-012	0.201549	0.00562887	4.83129e-013	2.81485e-012	0.097663	6.21157e-017	0.935954	0.357679	1.23834e-008	0.99543	1.19689e-005	0.0022788	0.0315668	9.27376	3.88091	1.23744	0.00562887	1	0	95.0874	0	0	0.25	0.25	238	1.76175	13.828	-0.207704	1.34116	0.030882	3.88647	1.23733	0.00590461	
0.941338	0.872019	-99999	0.00912894	2.13159	1.26552e-012	0.23569	0.00223962	4.66363e-013	2.70556e-012	0.110243	8.00187e-017	1.00684	0.406697	1.27659e-008	0.995196	1.23433e-005	0.00239577	0.00912894	10.1085	4.24063	1.35517	0.00223962	1	0	99.0177	0	0	0.25	0.25	239	1.01523	15.1178	-0.207871	1.45188	0.00873607	4.24198	1.35342	0.00236695	
0.910698	0.851836	-99999	0.018912	2.10351	1.30238e-012	0.222918	0.00216536	4.72588e-013	2.74769e-012	0.105661	7.34692e-017	0.984327	0.388236	1.26977e-008	0.995271	1.22084e-005	0.00235825	0.018912	9.81049	4.1177	1.31526	0.00216536	1	0	99.0739	0	0	0.25	0.25	240	1.04675	14.6692	-0.207816	1.40385	0.0183438	4.1215	1.31441	0.00228713	
