x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0.298	1	-99999	0.299113	0.206074	1.17555e-009	6.53091e-013	0.229322	4.82397e-012	2.42969e-010	3.15984e-012	0	1.95342e-007	0.0232483	1.28458e-023	0.999989	1.041e-005	7.41812e-012	0.299113	0.438589	0.0697558	1.95354e-007	0.229322	1	0	21.1029	0	0	0.25	0.25	10	2	-0.112227	-0.207892	1.26083e-009	0.299113	0.00224586	1.94961e-007	0.296821	
0.402	1	-99999	0.299113	0.206108	1.17495e-009	0	0.229359	4.82317e-012	2.42885e-010	0	0	0	0.0232511	0	0.999989	1.04099e-005	0	0.299113	0.43865	0.0697637	0	0.229359	1	0	21.2088	0	0	0.25	0.25	11	2	-0.114119	-0.207892	1.25952e-009	0.299113	0.0012766	-9.90785e-014	0.297836	
2.1	0.402	-99999	0.299108	0.133939	4.47418e-011	0.0121258	0.00138778	7.42198e-012	6.01045e-012	0.0902641	2.47128e-014	0.0356848	1.72446e-008	0.139044	0.617478	6.71743e-008	0.191261	0.299108	-1.49972	0.107054	0.607423	0.00138778	1	9.73884	99.9255	0	0	0.25	0.25	12	1.98082	0.322313	-0.207912	1.97133e-010	0.299108	0.10684	0.416162	0.00145921	
2.1	0.198	-99999	0.296125	0.13393	4.52491e-011	0.0120906	2.28381e-006	7.42248e-012	6.07819e-012	0.0900084	2.47829e-014	0.0367955	1.78258e-008	0.138313	0.61794	6.7973e-008	0.19103	0.296125	-1.48849	0.110386	0.606551	2.28381e-006	1	13.9771	99.9999	0	0	0.25	0.25	13	1.00994	0.330247	-0.207912	-6.56105e-007	0.29614	0.110191	0.4155	2.40096e-006	
1.25	1	-99999	0.299112	0.0726694	3.21892e-008	5.00443e-011	0.0773581	1.36797e-011	2.34611e-009	6.86621e-010	1.44239e-035	0.00475222	0.0141932	3.15424e-016	0.999987	1.24998e-005	1.29624e-008	0.299112	0.275592	0.0568489	0.00475223	0.0773581	1	0	96.0185	0.0140226	0	0.25	0.25	14	1.99766	-0.169842	-0.207895	9.7892e-010	0.299112	0.0532939	0.00473888	0.0813287	
0.825	1	-99999	0.299113	0.10177	1.17193e-008	0	0.121647	9.76802e-012	1.19622e-009	0	0	0	0.019877	0	0.999988	1.24998e-005	0	0.299113	21.9912	0.0596435	0	0.121647	1	0	93.7455	7.25164	0	0.25	0.25	15	2	-0.0999088	-0.207912	1.36443e-009	0.299113	0.0626803	-3.3065e-006	0.127879	
0.269386	0.35	-99999	0.299113	0.0891675	1.74239e-008	0	0.106583	1.11486e-011	1.55826e-009	0	0	0	0.0174155	0	0.999988	1.24998e-005	0	0.299113	15.4945	0.0522591	0	0.106583	1	0	94.5244	5.09211	0	0.25	0.25	16	1	-0.139	-0.207913	1.39513e-009	0.299113	0.0549272	-2.7693e-008	0.112046	
1.1	0.4	1	0.297901	0.134378	4.56486e-011	0.0122144	3.61665e-005	7.39775e-012	6.15236e-012	0.0906272	2.54359e-014	0.0386786	1.89233e-008	0.137441	2.70073	3.02718e-007	3.64963	0.297901	-11.85	0.116036	4.06604	3.61665e-005	10	20.1469	99.998	0	0	3.75	0.375	17	1.00309	0.348031	-0.207912	-2.79318e-007	0.297908	0.115813	0.41638	3.80295e-005	
1	0.45	1	0.298466	0.133585	4.4823e-011	0.0120078	3.93908e-006	7.44165e-012	6.00545e-012	0.0896229	2.4298e-014	0.0351564	1.68859e-008	0.139269	2.69995	2.91929e-007	3.65003	0.298466	-11.8796	0.105469	4.06535	3.93908e-006	10	16.1907	99.9998	0	0	4	0.4	18	0.998768	0.315146	-0.207912	-1.4676e-007	0.29847	0.105221	0.415307	4.14191e-006	
1.0375	1	-99999	0.299117	0.0814534	2.28579e-008	0	0.0973623	1.22045e-011	1.86738e-009	0	0	0	0.0159089	0	0.999996	1.25e-005	0	0.299117	14.6782	0.0477392	0	0.0973623	1.00001	0	94.9944	4.8268	0	0.25	0.249998	19	2.0023	-0.162711	-0.207657	1.44918e-009	0.299115	0.050599	-0.00152602	0.102334	
0.35	0.730614	-99999	0.298984	0.123914	5.45185e-011	0.00741645	0.0138149	8.02244e-012	6.77566e-012	0.0596745	9.40503e-015	0.0289278	1.43311e-008	0.096921	0.661207	6.94049e-008	0.169397	0.298984	-1.10361	0.0867836	0.459257	0.0138149	1	0	99.2823	0	0	0.25	0.25	20	1.95079	0.146087	-0.20792	-4.11674e-008	0.298984	0.0860073	0.289375	0.014532	
1	0.225	1	0.296953	0.135413	4.64343e-011	0.0125096	1.15785e-006	7.34123e-012	6.30644e-012	0.0921083	2.69556e-014	0.0429933	2.15051e-008	0.135585	2.69974	3.1498e-007	3.65013	0.296953	-11.8198	0.12898	4.06891	1.15785e-006	10	17.155	99.9999	0	0	3.75	0.375	21	0.993095	0.389037	-0.207912	-4.77629e-007	0.296965	0.1287	0.418763	1.21751e-006	
1.1	0.2	1	0.294163	0.137664	4.78586e-011	0.013126	5.832e-007	7.22118e-012	6.60794e-012	0.0950661	3.00462e-014	0.0527587	2.77659e-008	0.130829	2.7013	3.413e-007	3.64935	0.294163	-11.741	0.158276	4.07196	5.832e-007	10	21.7777	100	0	0	3.75	0.375	22	0.985161	0.480859	-0.207913	-1.10153e-006	0.29419	0.158038	0.422572	6.13054e-007	
1.1	0.65	1	0.298972	0.131161	4.10709e-011	0.0113928	0.000553638	7.57917e-012	5.4029e-012	0.0866044	2.04607e-014	0.0238486	1.08167e-008	0.145149	2.69725	2.52941e-007	3.65137	0.298972	-11.9754	0.071546	4.06352	0.000553638	10	15.546	99.9703	0	0	3.92857	0.392857	23	1.01335	0.210959	-0.207912	-3.04282e-008	0.298973	0.0713466	0.412164	0.000582197	
1	0.675	1	0.298913	0.131965	4.27784e-011	0.0115776	2.44733e-005	7.53302e-012	5.66199e-012	0.087473	2.18253e-014	0.0280626	1.29925e-008	0.142747	2.6998	2.68581e-007	3.6501	0.298913	-11.9355	0.0841882	4.06271	2.44733e-005	10	14.8352	99.9987	0	0	3.75	0.375	24	1.00041	0.248789	-0.207912	-4.38937e-008	0.298914	0.0839962	0.412602	2.57309e-005	
1.6	0	-99999	0.291705	0.137611	4.78327e-011	0.0131111	0	7.22397e-012	6.6018e-012	0.0949949	2.9974e-014	0.0525318	2.76138e-008	0.130936	0.617991	7.79483e-008	0.191005	0.291705	-1.36776	0.157596	0.613514	0	1	16.7331	100	0	0	0.25	0.25	25	0.980557	0.478776	-0.207912	-1.60959e-006	0.291742	0.157376	0.422477	-1.83093e-007	
1.43	0.3	-99999	0.299088	0.130175	3.95674e-011	0.0110949	0.000665827	7.63662e-012	5.16595e-012	0.0849785	1.87634e-014	0.0201486	8.9684e-009	0.146227	0.618046	5.45863e-008	0.190977	0.299088	-1.61695	0.0604459	0.599652	0.000665827	1	10.7099	99.9643	0	0	0.25	0.25	26	1.08699	0.174299	-0.207912	-3.67094e-009	0.299088	0.0602595	0.408648	0.000700254	
1.77246	0.3	-99999	0.299085	0.130671	4.05073e-011	0.0112221	0.00094937	7.60764e-012	5.30881e-012	0.085627	1.95777e-014	0.0222019	9.99569e-009	0.145119	0.618046	5.6524e-008	0.190977	0.299085	-1.60003	0.0666058	0.600266	0.00094937	1	10.3114	99.9491	0	0	0.25	0.25	27	1.23181	0.193729	-0.207912	-5.53999e-009	0.299085	0.0664349	0.409253	0.000998469	
0.643247	0.3375	-99999	0.299113	0.129671	3.34453e-011	0.0109803	0.0122734	7.66631e-012	4.34973e-012	0.0844284	1.56146e-014	0.0118574	5.21017e-009	0.14774	0.61783	4.55903e-008	0.191085	0.299113	-1.6625	0.0355722	0.593832	0.0122734	1	8.06332	99.3554	0	0	0.25	0.25	28	1	0.105258	-0.20791	7.41956e-009	0.299113	0.0349389	0.403354	0.0129113	
1.1	0.1	1	0.289615	0.138836	4.83396e-011	0.0134635	0	7.16019e-012	6.7312e-012	0.0966872	3.16577e-014	0.0576877	3.1144e-008	0.128614	2.70136	3.53622e-007	3.64932	0.289615	-11.704	0.173063	4.07439	0	10	22.0884	100	0	0	3.75	0.375	29	0.968515	0.527746	-0.207913	-2.03008e-006	0.289661	0.172848	0.425031	-1.22428e-008	
0.130053	0.35	-99999	0.299113	0.157109	3.18541e-009	0	0.187794	6.32743e-012	5.01939e-010	0	0	0	0.0306853	0	0.999988	1.24998e-005	0	0.299113	18.4151	0.0920684	0	0.187794	1	0	90.3731	6.00146	0	0.25	0.25	30	1	0.0517559	-0.207913	1.41014e-009	0.299113	0.0901512	-1.5168e-011	0.197131	
1.0625	0.9	1	0.299091	0.130331	3.7755e-011	0.0112764	0.00171377	7.62748e-012	4.93522e-012	0.0862658	1.87075e-014	0.0178765	7.88533e-009	0.149612	2.68726	2.27284e-007	3.65637	0.299091	-12.0504	0.0536296	4.07101	0.00171377	10	10.7322	99.9078	0	0	3.75	0.375	31	0.998971	0.160917	-0.207912	-1.49793e-009	0.299091	0.0533808	0.414798	0.00180254	
1.15083	0.931206	-99999	0.29909	0.115053	6.03795e-011	0.00464447	0.0352733	8.64033e-012	6.96744e-012	0.0402488	3.44209e-015	0.0182893	9.26995e-009	0.068816	0.701581	6.52836e-008	0.14921	0.29909	-0.850195	0.0548681	0.350024	0.0352733	1	0	98.1793	0	0	0.25	0.25	32	1.6534	-0.019266	-0.207929	-5.53479e-009	0.29909	0.0529448	0.200673	0.0370885	
1.1	0.775	1	0.299066	0.130494	3.90642e-011	0.0112599	0.00122201	7.61793e-012	5.11277e-012	0.0860315	1.91749e-014	0.0198719	8.84466e-009	0.147686	2.6932	2.36573e-007	3.6534	0.299066	-12.0177	0.0596159	4.06593	0.00122201	10	12.8796	99.9346	0	0	3.92857	0.392857	33	1.01354	0.176219	-0.207912	-7.99e-009	0.299066	0.0593877	0.412598	0.00128516	
1.09219	0.942092	-99999	0.299085	0.120533	4.99364e-011	0.00656471	0.0241067	8.24746e-012	6.03686e-012	0.0543027	6.6734e-015	0.0176157	8.35144e-009	0.0947475	0.667718	5.90851e-008	0.166141	0.299085	-1.11971	0.0528473	0.434119	0.0241067	1	0	98.7528	0	0	0.25	0.25	34	1.51537	0.0316934	-0.207917	-6.79086e-009	0.299085	0.051481	0.267739	0.0253494	
1.08438	0.9	1	0.299092	0.130282	3.75801e-011	0.0112595	0.00202126	7.63034e-012	4.91052e-012	0.0861688	1.85651e-014	0.0175764	7.7472e-009	0.149612	2.68769	2.26013e-007	3.65615	0.299092	-12.0509	0.0527296	4.07038	0.00202126	10	10.6175	99.8917	0	0	3.75	0.375	35	1.00817	0.158064	-0.207911	-1.5582e-009	0.299092	0.0524667	0.414363	0.00212603	
1.1	0.8375	1	0.299085	0.13034	3.81341e-011	0.0112535	0.0016512	7.62695e-012	4.98514e-012	0.0860842	1.8775e-014	0.0183882	8.13102e-009	0.14892	2.68982	2.29833e-007	3.65509	0.299085	-12.0388	0.0551649	4.06866	0.0016512	10	11.5037	99.9116	0	0	3.75	0.375	36	1.01062	0.164359	-0.207912	-3.23163e-009	0.299085	0.0549171	0.413699	0.00173667	
1.1	0.86875	1	0.29909	0.130318	3.77562e-011	0.0112682	0.00181242	7.62821e-012	4.93492e-012	0.0862112	1.86744e-014	0.0178585	7.87866e-009	0.149508	2.68777	2.27269e-007	3.65612	0.29909	-12.0489	0.0535757	4.07047	0.00181242	10	10.9178	99.9027	0	0	3.75	0.375	37	1.00739	0.160555	-0.207912	-1.99722e-009	0.29909	0.0533215	0.41451	0.00190631	
1.07344	0.875	1	0.299069	0.130582	3.98136e-011	0.0112575	0.000425679	7.6128e-012	5.21435e-012	0.0859551	1.94776e-014	0.0210897	9.42667e-009	0.14683	2.69574	2.41826e-007	3.65213	0.299069	-12.002	0.0632693	4.06409	0.000425679	10	14.585	99.977	0	0	5	0.5	38	1.00306	0.18587	-0.207913	-7.20923e-009	0.299069	0.063091	0.411977	0.00044753	
1.08231	0.853125	1	0.299061	0.130676	3.98664e-011	0.0112881	0.000647034	7.60732e-012	5.22503e-012	0.0861266	1.96063e-014	0.0212925	9.53264e-009	0.146781	2.69511	2.42614e-007	3.65244	0.299061	-12.0019	0.0638778	4.06471	0.000647034	10	14.6448	99.9652	0	0	5	0.5	39	1.00658	0.188215	-0.207912	-9.17801e-009	0.299061	0.0636853	0.412306	0.000680397	
1	0.7875	1	0.299011	0.131332	4.16052e-011	0.0114272	9.84822e-005	7.56932e-012	5.4803e-012	0.0867528	2.08065e-014	0.0249959	1.13916e-008	0.144514	2.69827	2.5733e-007	3.65087	0.299011	-11.9641	0.074988	4.06307	9.84822e-005	10	13.6521	99.9946	0	0	3.75	0.375	40	1.00028	0.22092	-0.207912	-2.04346e-008	0.299012	0.0748056	0.412227	0.000103553	
1.05666	0.80625	1	0.298993	0.131479	4.20178e-011	0.0114492	8.61311e-005	7.56087e-012	5.54083e-012	0.086823	2.10403e-014	0.0259121	1.18657e-008	0.143781	2.69989	2.60911e-007	3.65005	0.298993	-11.9521	0.0777366	4.0618	8.61311e-005	10	17.4682	99.9953	0	0	5	0.5	41	1.00474	0.228744	-0.207912	-2.53383e-008	0.298994	0.0775772	0.411749	9.05659e-005	
1.07479	0.826783	1	0.299039	0.130924	4.06527e-011	0.0113331	0.000398922	7.59293e-012	5.33818e-012	0.0863065	2.00804e-014	0.0228398	1.03011e-008	0.145729	2.69705	2.48988e-007	3.65147	0.299039	-11.9843	0.0685196	4.06341	0.000398922	10	15.6916	99.9785	0	0	5	0.5	42	1.0072	0.201578	-0.207912	-1.44306e-008	0.299039	0.0683413	0.411961	0.000419466	
1	0.84375	1	0.29905	0.130954	4.06069e-011	0.011352	0.000335285	7.59118e-012	5.33341e-012	0.0864303	2.01397e-014	0.0228217	1.02901e-008	0.145946	2.69594	2.48777e-007	3.65203	0.29905	-11.9878	0.0684653	4.06452	0.000335285	10	12.6211	99.9819	0	0	3.75	0.375	43	0.999404	0.201899	-0.207912	-1.10665e-008	0.29905	0.0682725	0.412556	0.000352565	
1.06229	0.857745	1	0.299032	0.131133	4.13667e-011	0.0113642	0.000125553	7.58082e-012	5.44062e-012	0.0864052	2.04706e-014	0.0242851	1.10281e-008	0.14467	2.69938	2.54797e-007	3.65031	0.299032	-11.9664	0.0728554	4.0617	0.000125553	10	17.2739	99.9932	0	0	5	0.5	44	1.0034	0.213816	-0.207912	-1.60623e-008	0.299033	0.0727023	0.411404	0.000132015	
1.03125	0.9	1	0.29909	0.130352	3.80331e-011	0.0112715	0.00145924	7.62625e-012	4.97239e-012	0.0862143	1.88086e-014	0.0182784	8.07393e-009	0.149289	2.68831	2.29158e-007	3.65585	0.29909	-12.0446	0.0548353	4.07019	0.00145924	10	10.828	99.9214	0	0	3.92857	0.392857	45	0.990874	0.164008	-0.207912	-1.4934e-009	0.29909	0.0545978	0.414506	0.00153475	
1.05904	0.838429	1	0.299018	0.131269	4.16281e-011	0.0113979	0.000106899	7.57294e-012	5.4807e-012	0.0865713	2.06975e-014	0.0249252	1.1356e-008	0.144324	2.69956	2.57226e-007	3.65022	0.299018	-11.9608	0.074776	4.06176	0.000106899	10	17.2754	99.9942	0	0	5	0.5	46	1.00422	0.219697	-0.207912	-1.93214e-008	0.299019	0.0746203	0.41155	0.000112402	
1.03183	0.85294	1	0.299023	0.131305	4.17108e-011	0.0114062	6.53072e-005	7.57088e-012	5.49309e-012	0.0866111	2.07615e-014	0.0251198	1.1455e-008	0.14422	2.69966	2.57957e-007	3.65017	0.299023	-11.9591	0.0753598	4.06175	6.53072e-005	10	16.6977	99.9964	0	0	5	0.5	47	1.00083	0.221429	-0.207913	-1.79028e-008	0.299024	0.0752027	0.41158	6.86651e-005	
1.04841	0.878942	1	0.299052	0.130872	4.09313e-011	0.0112963	0	7.59591e-012	5.37267e-012	0.0860603	2.00534e-014	0.0232006	1.04732e-008	0.14524	2.69941	2.50618e-007	3.6503	0.299052	-11.9752	0.0696021	4.06133	0	10	16.3059	100	0	0	5	0.5	48	0.99983	0.20358	-0.207894	-1.09296e-008	0.299053	0.0694577	0.411032	-3.57499e-005	
1.1	0.80625	1	0.299079	0.130386	3.85013e-011	0.0112504	0.00147205	7.62424e-012	5.03492e-012	0.0860302	1.89134e-014	0.0189462	8.39795e-009	0.148417	2.69134	2.32425e-007	3.65433	0.299079	-12.0302	0.0568389	4.06739	0.00147205	10	12.058	99.9212	0	0	3.75	0.375	49	1.0121	0.168671	-0.207912	-4.79016e-009	0.299079	0.056599	0.413153	0.00154819	
1.0628	0.769093	1	0.298963	0.131632	4.22645e-011	0.0114889	0.000104553	7.55205e-012	5.57988e-012	0.0870218	2.12848e-014	0.0265863	1.22177e-008	0.143433	2.69995	2.63368e-007	3.65003	0.298963	-11.9466	0.0797592	4.06199	0.000104553	10	17.6908	99.9944	0	0	5	0.5	50	1.00648	0.235022	-0.207912	-3.24839e-008	0.298964	0.0795921	0.411963	0.000109939	
1	0.871875	1	0.299072	0.130668	3.96699e-011	0.0113006	0.00067999	7.60776e-012	5.19897e-012	0.0862272	1.95792e-014	0.0209976	9.38693e-009	0.147175	2.69365	2.41246e-007	3.65317	0.299072	-12.0085	0.0629931	4.06605	0.00067999	10	11.7373	99.9633	0	0	3.92857	0.392857	51	0.997865	0.186224	-0.207912	-5.80489e-009	0.299072	0.0627852	0.412981	0.000715075	
1.03393	0.82411	1	0.299002	0.131481	4.20382e-011	0.0114493	4.11517e-005	7.56074e-012	5.54362e-012	0.0868222	2.10497e-014	0.0259519	1.1885e-008	0.143764	2.69994	2.61055e-007	3.65003	0.299002	-11.9517	0.0778559	4.06178	4.11517e-005	10	16.7722	99.9978	0	0	5	0.5	52	1.00188	0.22906	-0.207912	-2.28154e-008	0.299003	0.0776974	0.411752	4.32689e-005	
1.07833	0.805385	1	0.299033	0.130949	4.06511e-011	0.011342	0.000475127	7.59148e-012	5.339e-012	0.0863577	2.01116e-014	0.0228725	1.03196e-008	0.145735	2.69681	2.49098e-007	3.6516	0.299033	-11.9846	0.0686177	4.06364	0.000475127	10	15.5472	99.9744	0	0	5	0.5	53	1.00827	0.20204	-0.207912	-1.59042e-008	0.299033	0.0684332	0.412068	0.000499621	
1.06681	0.788844	1	0.298986	0.131466	4.1961e-011	0.0114485	0.000128025	7.56159e-012	5.53282e-012	0.0868255	2.10157e-014	0.0257957	1.18064e-008	0.143872	2.69964	2.6046e-007	3.65018	0.298986	-11.9537	0.0773874	4.06199	0.000128025	10	17.4481	99.9931	0	0	5	0.5	54	1.00657	0.227793	-0.207912	-2.71514e-008	0.298987	0.0772226	0.411817	0.000134618	
1.08977	0.790625	1	0.299046	0.130742	3.99891e-011	0.0113035	0.000756093	7.60347e-012	5.24378e-012	0.0862005	1.97073e-014	0.0215628	9.66985e-009	0.146586	2.69529	2.43748e-007	3.65235	0.299046	-11.999	0.0646886	4.06459	0.000756093	10	14.4309	99.9594	0	0	5	0.5	55	1.01095	0.190702	-0.207912	-1.28277e-008	0.299046	0.0644859	0.412276	0.000795111	
1.03891	0.784227	1	0.298964	0.131764	4.25361e-011	0.0115185	2.52678e-005	7.54451e-012	5.62136e-012	0.087159	2.15015e-014	0.027281	1.25799e-008	0.143025	2.70043	2.65905e-007	3.64979	0.298964	-11.9398	0.0818432	4.06179	2.52678e-005	10	17.4575	99.9986	0	0	5	0.5	56	1.00297	0.241239	-0.207912	-3.20521e-008	0.298965	0.0816794	0.412002	2.65675e-005	
1.08112	0.773803	1	0.29901	0.131102	4.10244e-011	0.0113747	0.000435258	7.58263e-012	5.39431e-012	0.0865057	2.0377e-014	0.0236864	1.0731e-008	0.145214	2.69752	2.52333e-007	3.65124	0.29901	-11.9761	0.0710595	4.06324	0.000435258	10	15.9434	99.9766	0	0	5	0.5	57	1.01003	0.209268	-0.207912	-2.14649e-008	0.29901	0.0708739	0.412016	0.000457702	
1.1	0.7125	1	0.299033	0.130752	3.99817e-011	0.0113054	0.000860353	7.60293e-012	5.24318e-012	0.0862088	1.9708e-014	0.0215605	9.67133e-009	0.146552	2.69534	2.43759e-007	3.65233	0.299033	-11.9986	0.0646818	4.06451	0.000860353	10	14.1418	99.9539	0	0	3.75	0.375	58	1.01385	0.190705	-0.207912	-1.58228e-008	0.299034	0.0644702	0.412217	0.000904769	
1.1	0.74375	1	0.299053	0.130599	3.9464e-011	0.0112776	0.00105546	7.6118e-012	5.16925e-012	0.0860971	1.93999e-014	0.0205865	9.19266e-009	0.147199	2.69416	2.39657e-007	3.65292	0.299053	-12.0095	0.0617599	4.06528	0.00105546	10	13.4364	99.9435	0	0	3.57143	0.357143	59	1.01371	0.18231	-0.207912	-1.10481e-008	0.299054	0.0615394	0.412409	0.00110999	
1.07735	0.750481	1	0.298984	0.131313	4.15519e-011	0.0114194	0.00027634	7.57043e-012	5.47249e-012	0.0867058	2.07492e-014	0.0248684	1.13313e-008	0.144485	2.69855	2.56914e-007	3.65072	0.298984	-11.964	0.0746055	4.06269	0.00027634	10	16.6417	99.9851	0	0	5	0.5	60	1.00949	0.219718	-0.207912	-2.75522e-008	0.298985	0.0744267	0.411975	0.000290574	
1.1	0.68125	1	0.299005	0.130955	4.05661e-011	0.0113471	0.00067763	7.5911e-012	5.32811e-012	0.0863922	2.00926e-014	0.0227441	1.02602e-008	0.145807	2.69647	2.48584e-007	3.65177	0.299005	-11.9862	0.0682327	4.06386	0.00067763	10	14.9192	99.9637	0	0	3.75	0.375	61	1.01368	0.201098	-0.207912	-2.25561e-008	0.299006	0.068029	0.412126	0.000712594	
1.08303	0.728125	1	0.298976	0.131299	4.14683e-011	0.0114196	0.000348058	7.57123e-012	5.46089e-012	0.0867169	2.07175e-014	0.0247086	1.12511e-008	0.144613	2.69817	2.56279e-007	3.65092	0.298976	-11.9662	0.0741262	4.06299	0.000348058	10	16.3899	99.9813	0	0	5	0.5	62	1.01048	0.218447	-0.207912	-2.94718e-008	0.298977	0.0739409	0.412085	0.000365996	
1	0.73125	1	0.298963	0.131669	4.2289e-011	0.0115036	4.22256e-005	7.54995e-012	5.58467e-012	0.0871094	2.13556e-014	0.0266966	1.22731e-008	0.143482	2.69943	2.63692e-007	3.65028	0.298963	-11.9474	0.0800902	4.06256	4.22256e-005	10	14.3579	99.9977	0	0	3.75	0.375	63	1.00045	0.23621	-0.207912	-3.19737e-008	0.298964	0.0799055	0.412276	4.43974e-005	
1.05667	0.682477	1	0.298841	0.13233	4.33683e-011	0.0116653	3.73756e-005	7.51223e-012	5.75595e-012	0.0878922	2.2384e-014	0.0297886	1.39168e-008	0.141748	2.70065	2.74639e-007	3.64967	0.298841	-11.9194	0.0893662	4.06252	3.73756e-005	10	18.4904	99.998	0	0	5	0.5	64	1.00526	0.264589	-0.207912	-6.12929e-008	0.298843	0.0891825	0.41283	3.93002e-005	
1.06606	0.735712	1	0.298932	0.131781	4.24994e-011	0.0115274	0.000105323	7.54354e-012	5.61722e-012	0.0872151	2.15217e-014	0.0272454	1.25635e-008	0.143099	2.69999	2.65734e-007	3.65001	0.298932	-11.9413	0.0817364	4.06219	0.000105323	10	17.8326	99.9943	0	0	5	0.5	65	1.00709	0.241157	-0.207912	-4.00041e-008	0.298933	0.0815634	0.412184	0.000110749	
