x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0.0832966	0.80647	-99999	0.297928	0.140615	4.88635e-011	0.0139843	0	7.0696e-012	6.89134e-012	0.0991567	3.40793e-014	0.0651224	3.65357e-008	0.125319	0.618046	8.49667e-008	0.190977	0.297928	-1.27353	0.195367	0.619878	0	1	11.8412	99.9999	0	0	0.25	0.25	1206	2.04854	0.598537	-0.207748	-4.00497e-007	0.297933	0.195194	0.428777	-0.000324372	
0.391111	0.705465	-99999	0.298865	0.137107	4.22247e-011	0.0138726	0.00322849	7.2505e-012	5.80647e-012	0.100882	3.18067e-014	0.0376791	1.83118e-008	0.150951	0.606452	6.67863e-008	0.196775	0.298865	-1.61099	0.113038	0.651111	0.00322849	1	10.2571	99.8288	0	0	0.25	0.249999	1207	1.68015	0.381076	-0.208031	-8.04326e-008	0.298865	0.112828	0.455259	0.00339689	
0.120483	0.778394	-99999	0.297957	0.139502	4.82294e-011	0.013743	0	7.12601e-012	6.74806e-012	0.098223	3.29565e-014	0.0596134	3.24476e-008	0.128975	0.616947	8.17425e-008	0.191527	0.297957	-1.32665	0.17884	0.621057	0	1	11.585	100	0	0	0.25	0.25	1208	1.70401	0.549816	-0.20774	-3.883e-007	0.297962	0.178698	0.429585	-0.000381032	
0.0428281	0.833405	-99999	0.298509	0.140344	4.87026e-011	0.0139308	0	7.08326e-012	6.85539e-012	0.0989679	3.38386e-014	0.0637399	3.54841e-008	0.126296	0.617712	8.41522e-008	0.191144	0.298509	-1.28747	0.19122	0.620376	0	1	11.7213	100	0	0	0.25	0.25	1209	2.02395	0.586443	-0.207897	-2.0479e-007	0.298512	0.191023	0.429199	-2.90925e-005	
0.326809	0.646528	-99999	0.299117	0.0896265	1.03733e-010	0.00132646	0.0208302	1.10915e-011	9.32477e-012	0.0147561	3.74081e-016	0.00975414	3.86852e-009	0.0413898	0.778176	5.88095e-008	0.110904	0.299117	-0.549942	0.0292625	0.21952	0.0208302	0.999984	0	98.9136	0	0	0.25	0.250004	1210	0.989674	-0.20005	-0.206994	4.28124e-009	0.299122	0.0280708	0.107816	0.0219135	
0.437622	0.701705	-99999	0.298896	0.135499	4.28669e-011	0.0129894	0.00431417	7.33657e-012	5.82563e-012	0.0955801	2.77883e-014	0.0352125	1.70274e-008	0.145444	0.611653	6.60049e-008	0.194174	0.298896	-1.5653	0.105638	0.628844	0.00431417	1	10.0961	99.7725	0	0	0.25	0.25	1211	1.66756	0.339854	-0.207984	-7.01254e-008	0.298896	0.105375	0.43516	0.00453891	
0.0613124	0.738687	-99999	0.299085	0.138146	4.15663e-011	0.0143865	0.00648223	7.19596e-012	5.75926e-012	0.103832	3.38815e-014	0.0384182	1.88385e-008	0.152825	0.604101	6.69903e-008	0.19795	0.299085	-1.62846	0.115255	0.660236	0.00648223	1	9.17355	99.6589	0	0	0.25	0.25	1212	0.971284	0.399017	-0.207915	-7.24775e-009	0.299085	0.114762	0.463743	0.00681886	
0.167888	0.735283	-99999	0.298606	0.13986	4.20565e-011	0.015289	0.00207887	7.10779e-012	5.89946e-012	0.108993	3.9166e-014	0.0444276	2.20732e-008	0.15639	0.600011	6.9858e-008	0.199993	0.298606	-1.64252	0.133283	0.681482	0.00207887	0.999998	10.3213	99.8883	0	0	0.25	0.250001	1213	1.0838	0.46908	-0.207784	-1.67693e-007	0.298609	0.133094	0.483182	0.00218645	
0.0423645	0.788839	-99999	0.296361	0.140133	4.83123e-011	0.0139595	0	7.09392e-012	6.79024e-012	0.0993215	3.39796e-014	0.0619742	3.41207e-008	0.128354	0.616588	8.29509e-008	0.191706	0.296361	-1.31324	0.185923	0.623668	0	1	11.7188	100	0	0	0.25	0.25	1214	1.46704	0.573619	-0.207853	-9.16464e-007	0.296375	0.185802	0.432038	-0.000116904	
0.367431	0.666755	-99999	0.29906	0.13092	3.82617e-011	0.0112864	0.00964239	7.59312e-012	5.0241e-012	0.0859532	1.86688e-014	0.0189619	8.58624e-009	0.14456	0.618061	5.36986e-008	0.190979	0.29906	-1.6086	0.0568859	0.5963	0.00964239	1.00002	8.00138	99.495	0	0	0.25	0.249995	1215	1.00473	0.126095	-0.208978	-1.27825e-008	0.299054	0.0561704	0.365402	0.0101437	
0.507234	0.629817	-99999	0.299116	0.100295	6.95511e-011	0.00255155	0.0163759	9.91172e-012	6.99631e-012	0.0253653	1.13846e-015	0.00886821	3.59033e-009	0.0622839	0.731182	5.19172e-008	0.134406	0.299116	-0.791087	0.0266047	0.295759	0.0163759	0.999995	0	99.1432	0	0	0.25	0.250001	1216	0.985163	-0.161514	-0.207616	2.65183e-009	0.299118	0.0257422	0.159272	0.0172277	
0.475701	0.713565	-99999	0.298967	0.13346	4.2205e-011	0.0119561	0.0115242	7.44862e-012	5.6494e-012	0.0893202	2.2669e-014	0.0291134	1.39652e-008	0.139109	0.61805	6.27465e-008	0.190975	0.298967	-1.5252	0.0873402	0.599583	0.0115242	1	1.72098	99.4004	0	0	0.25	0.25	1217	1.82236	0.197798	-0.207951	-4.66741e-008	0.298967	0.0867258	0.341403	0.0121227	
0.470335	0.663734	-99999	0.299034	0.131617	3.89598e-011	0.0116028	0.00731378	7.55294e-012	5.14298e-012	0.0878951	2.02196e-014	0.0210215	9.55876e-009	0.146429	0.616045	5.53744e-008	0.191977	0.299034	-1.61956	0.0630645	0.605356	0.00731378	1	9.22937	99.6147	0	0	0.25	0.25	1218	1.05232	0.193266	-0.207899	-2.3317e-008	0.299034	0.0625563	0.413707	0.00769353	
0.521645	0.686148	-99999	0.29896	0.136761	3.83627e-011	0.0142812	0.00375446	7.26887e-012	5.26207e-012	0.104116	3.18475e-014	0.0287966	1.33898e-008	0.163245	0.600176	5.95958e-008	0.199911	0.29896	-1.75786	0.0863898	0.673594	0.00375446	0.999999	9.90906	99.7997	0	0	0.25	0.25	1219	1.31671	0.322118	-0.207843	-4.83683e-008	0.298961	0.0861316	0.475463	0.00394953	
0.330078	0.690868	-99999	0.298888	0.138468	3.90545e-011	0.0150791	0.00383725	7.17925e-012	5.42383e-012	0.108578	3.63173e-014	0.0337121	1.59932e-008	0.164799	0.597236	6.26626e-008	0.201381	0.298888	-1.7578	0.101136	0.688349	0.00383725	0.999999	9.96267	99.7966	0	0	0.25	0.25	1220	1.21055	0.379766	-0.207836	-7.02223e-008	0.29889	0.100841	0.488884	0.00403626	
0.382303	0.585983	-99999	0.299172	0.0306863	4.27497e-007	0	0.0366784	3.23954e-011	1.31572e-008	0	0	0	0.00599341	0	1.00005	1.25007e-005	0	0.299172	1.58618	0.0179932	0	0.0366784	1.00007	0	98.108	0.499984	0	0.25	0.249983	1221	1.00102	-0.331178	-0.201061	1.81007e-009	0.299152	0.0178231	-0.0210961	0.038577	
0.306272	0.727666	-99999	0.298844	0.135154	4.5842e-011	0.0124172	0.00281064	7.35529e-012	6.2141e-012	0.091603	2.62263e-014	0.0407503	2.03005e-008	0.13565	0.618048	7.07808e-008	0.190977	0.298844	-1.45158	0.122251	0.607048	0.00281064	1	10.0579	99.8501	0	0	0.25	0.249999	1222	1.85052	0.364402	-0.208072	-8.79253e-008	0.298844	0.12201	0.41156	0.00295758	
0.268757	0.677297	-99999	0.299118	0.130804	3.67726e-011	0.0112563	0.0130877	7.59986e-012	4.82428e-012	0.0858002	1.78623e-014	0.0167286	7.55489e-009	0.144814	0.618051	5.14707e-008	0.190975	0.299118	-1.61952	0.0501859	0.594389	0.0130877	1	5.94023	99.3148	0	0	0.25	0.25	1223	0.956155	0.0696134	-0.207982	7.35271e-009	0.299118	0.0494402	0.323495	0.0137685	
0.447057	0.601378	-99999	0.299169	0.0215811	1.22898e-006	0	0.0257924	4.60632e-011	2.66013e-008	0	0	0	0.00421506	0	1.00002	1.25003e-005	0	0.299169	0.374741	0.0126589	0	0.0257924	1.00004	0	98.6623	0.103964	0	0.25	0.249991	1224	0.998598	-0.347704	-0.200348	3.08198e-009	0.299159	0.0150109	-0.0191644	0.0271329	
1.479	0.127676	-99999	0.299054	0.130557	4.04421e-011	0.0112022	7.092e-005	7.61428e-012	5.29564e-012	0.0855496	1.95102e-014	0.0219787	9.86103e-009	0.145617	0.617903	5.62723e-008	0.191049	0.299054	-1.60516	0.0659361	0.601013	7.092e-005	1	12.1977	99.9961	0	0	0.25	0.25	1225	1.03442	0.1917	-0.207912	-1.14946e-008	0.299054	0.0658293	0.409965	7.45602e-005	
1.44056	0.0946479	-99999	0.298943	0.131204	4.16665e-011	0.0113684	3.06352e-005	7.5767e-012	5.48304e-012	0.0863904	2.05972e-014	0.0248802	1.13311e-008	0.14415	0.617922	5.88449e-008	0.191039	0.298943	-1.58198	0.0746408	0.601977	3.06352e-005	1	13.3745	99.9983	0	0	0.25	0.25	1226	1.02383	0.218629	-0.207912	-3.79552e-008	0.298944	0.0744975	0.410931	3.22078e-005	
1.54536	0.121075	-99999	0.299064	0.13051	4.03682e-011	0.0111885	6.55557e-005	7.61703e-012	5.28406e-012	0.0854755	1.9431e-014	0.0218002	9.77177e-009	0.14568	0.617927	5.6111e-008	0.191036	0.299064	-1.60631	0.0654006	0.600861	6.55557e-005	1	12.046	99.9964	0	0	0.25	0.25	1227	1.03743	0.189939	-0.207912	-9.03594e-009	0.299065	0.0652916	0.409822	6.89197e-005	
0.591204	0.108255	-99999	0.299113	0.130435	3.45454e-011	0.0114594	0.00503848	7.62139e-012	4.51929e-012	0.0875953	1.79065e-014	0.0139607	6.08891e-009	0.153522	0.613544	4.7595e-008	0.193228	0.299113	-1.70918	0.0418823	0.613287	0.00503848	1	8.88409	99.733	0	0	0.25	0.25	1228	1	0.134752	-0.207911	3.02989e-009	0.299113	0.0414625	0.420892	0.00529978	
1.52271	0.728997	-99999	0.299092	0.133789	4.06943e-011	0.0120443	0.019495	7.43033e-012	5.46058e-012	0.0897588	2.21267e-014	0.0265499	1.28301e-008	0.138422	0.618053	6.09484e-008	0.190973	0.299092	-1.53007	0.0796499	0.596171	0.019495	1	2.01314	98.9858	0	0	0.25	0.25	1229	1.72363	0.141666	-0.207912	-4.55788e-009	0.299092	0.0786129	0.301144	0.02051	
0.478549	0.207836	-99999	0.299113	0.0448404	1.4006e-009	8.85833e-006	0.0242293	2.21696e-011	6.29897e-011	0.000196968	2.40108e-020	0.0100455	9.35552e-009	0.00047027	0.981195	1.25378e-007	0.00940269	0.299113	0.0528558	0.0301368	0.0205946	0.0242293	1	0	98.7391	0	0	0.25	0.25	1230	1	-0.292196	-0.207915	1.50046e-009	0.299113	0.0290522	0.0109897	0.0254896	
0.575918	0.510977	-99999	0.299113	0.0206742	1.39791e-006	0	0.0247079	4.80838e-011	2.89864e-008	0	0	0	0.00403793	0	0.999989	1.24999e-005	0	0.299113	0.207957	0.0121277	0	0.0247079	1	0	98.714	0.0491007	0	0.25	0.25	1231	0.99998	-0.349315	-0.207906	1.43191e-009	0.299113	0.0135573	-0.00016521	0.0259936	
0.600415	0.459398	-99999	0.299113	0.041567	1.26e-009	1.36351e-005	0.0215492	2.39155e-011	5.25297e-011	0.000327057	1.06675e-019	0.00831313	3.19174e-009	0.00204327	0.964862	8.83538e-008	0.0175688	0.299113	0.0054403	0.0249395	0.0303091	0.0215492	1	0	98.8761	0	0	0.25	0.25	1232	1	-0.311641	-0.207912	1.36136e-009	0.299113	0.0237452	0.0102781	0.0226705	
0.587315	0.753435	-99999	0.299067	0.102804	9.14956e-011	0.00226706	0.0332739	9.66984e-012	9.43398e-012	0.0219871	9.51628e-016	0.0198016	1.04645e-008	0.040351	0.760232	7.64745e-008	0.119876	0.299067	-0.522414	0.0594048	0.244634	0.0332739	0.999985	0	98.28	0	0	0.25	0.250004	1233	1.96422	-0.081431	-0.207074	-1.36942e-008	0.299072	0.0576692	0.124719	0.034993	
0.583392	0.791381	-99999	0.299175	0.0617089	5.25682e-008	0	0.0737612	1.61094e-011	3.25354e-009	0	0	0	0.0120525	0	1.00006	1.25008e-005	0	0.299175	8.5725	0.0361701	0	0.0737612	1.00007	0	96.2138	2.80504	0	0.25	0.249981	1234	2.01618	-0.232914	-0.202137	4.27292e-009	0.299153	0.0378946	-0.0198566	0.0775365	
0.473475	0.774869	-99999	0.299117	0.0675221	4.01261e-008	0	0.0807099	1.47225e-011	2.71744e-009	0	0	0	0.0131879	0	0.999984	1.24998e-005	0	0.299117	2.52115	0.0395763	0	0.0807099	0.999997	0	95.8513	0.7762	0	0.25	0.250001	1235	2.00172	-0.201823	-0.207222	1.86959e-009	0.299118	0.0429448	-0.00105731	0.0848465	
0.21673	0.723371	-99999	0.298688	0.139578	4.16447e-011	0.015229	0.00220822	7.12217e-012	5.8299e-012	0.108785	3.86386e-014	0.04262	2.10023e-008	0.157693	0.599647	6.87141e-008	0.200176	0.298688	-1.6608	0.12786	0.682196	0.00220822	0.999999	10.3718	99.8822	0	0	0.25	0.25	1236	1.18998	0.453146	-0.207843	-1.40275e-007	0.298691	0.12768	0.48347	0.00232254	
0.163381	0.610716	-99999	0.299113	0.0589465	6.03102e-008	5.22374e-012	0.0676343	1.68643e-011	3.56562e-009	8.83562e-011	7.09932e-038	0.0014125	0.011513	1.83356e-017	0.999989	1.24999e-005	2.5351e-009	0.299113	7.87108	0.0387891	0.00141251	0.0676343	1	0	96.5202	2.57138	0	0.25	0.25	1237	0.99986	-0.229796	-0.20799	1.47199e-009	0.299113	0.0378884	0.00141391	0.0711059	
0.178458	0.672536	-99999	0.299122	0.0538574	5.7503e-010	5.85714e-005	0.0275755	1.84579e-011	3.10614e-011	0.00108431	1.36925e-018	0.0095662	4.04533e-009	0.00474689	0.934786	8.49732e-008	0.0325691	0.299122	-0.0446443	0.0286987	0.052772	0.0275755	0.999924	0	98.5614	0	0	0.25	0.250019	1238	0.999536	-0.27646	-0.203696	4.68604e-009	0.299145	0.0272859	0.0200752	0.0290085	
0.559878	0.631162	-99999	0.299122	0.129116	2.99349e-011	0.010826	0.015063	7.69923e-012	3.87655e-012	0.0835992	1.36263e-014	0.00824002	3.57909e-009	0.148625	0.618054	4.02987e-008	0.190975	0.299122	-1.68345	0.0247201	0.59089	0.015063	1	2.6438	99.2116	0	0	0.25	0.249999	1239	0.959487	-0.0745048	-0.208209	4.85268e-009	0.299121	0.0239505	0.254224	0.015846	
0.625232	0.141732	-99999	0.299113	0.130299	3.57442e-011	0.0113208	0.00492023	7.62931e-012	4.67126e-012	0.0866262	1.79384e-014	0.0152148	6.67535e-009	0.151082	0.615091	4.92172e-008	0.192454	0.299113	-1.68149	0.0456445	0.607781	0.00492023	1	8.84537	99.7391	0	0	0.25	0.25	1240	1	0.14089	-0.207912	3.26382e-009	0.299113	0.0452402	0.415821	0.00517535	
0.517864	0.0774968	-99999	0.299113	0.131748	3.40206e-011	0.0120969	0.00602726	7.5454e-012	4.49545e-012	0.091547	1.99297e-014	0.0146516	6.42854e-009	0.157901	0.609424	4.79779e-008	0.195288	0.299113	-1.75027	0.0439549	0.629387	0.00602726	1	8.86135	99.6814	0	0	0.25	0.25	1241	1	0.155869	-0.207909	3.02083e-009	0.299113	0.043574	0.434634	0.00633999	
0.525536	0.188453	-99999	0.299113	0.102633	7.54594e-011	0.00276572	0.0160223	9.68596e-012	7.76756e-012	0.0268681	1.43454e-015	0.0134614	5.77328e-009	0.0608604	0.729405	6.02118e-008	0.135297	0.299113	-0.763165	0.0403844	0.300113	0.0160223	1	0	99.1619	0	0	0.25	0.25	1242	1	-0.119298	-0.207913	2.28911e-009	0.299113	0.0396112	0.160841	0.0168556	
0.519509	0.240487	-99999	0.299113	0.0571624	4.6801e-010	0.000100589	0.0211055	1.73907e-011	2.6832e-011	0.00175451	4.44818e-018	0.0112399	3.95647e-009	0.0086939	0.911121	8.0595e-008	0.0444395	0.299113	-0.102502	0.0337199	0.0749224	0.0211055	1	0	98.8995	0	0	0.25	0.25	1243	1	-0.268477	-0.207916	1.39259e-009	0.299113	0.0325872	0.0273918	0.0222038	
0.476449	0.136104	-99999	0.299113	0.101276	7.65181e-011	0.0025969	0.0158385	9.81571e-012	7.77243e-012	0.025566	1.27004e-015	0.0124961	5.26972e-009	0.0596839	0.732978	5.89547e-008	0.133511	0.299113	-0.752309	0.0374884	0.293538	0.0158385	1	0	99.1717	0	0	0.25	0.25	1244	1	-0.135122	-0.207911	2.68807e-009	0.299113	0.0365827	0.154293	0.0166622	
0.604414	0.551513	-99999	0.299118	0.0176762	2.23664e-006	0	0.0211218	5.6239e-011	3.96526e-008	0	0	0	0.00345239	0	0.999993	1.24999e-005	0	0.299118	0.639215	0.010372	0	0.0211218	1.00001	0	98.8986	0.19624	0	0.25	0.249999	1245	0.999928	-0.356034	-0.207406	1.3605e-009	0.299116	0.0124943	-0.000923846	0.0222209	
0.627005	0.505348	-99999	0.299113	0.0416795	1.07121e-009	1.95632e-005	0.0196239	2.38509e-011	4.47799e-011	0.000467984	2.64983e-019	0.00740898	2.01505e-009	0.00411619	0.95138	7.46692e-008	0.0243096	0.299113	-0.0350106	0.022227	0.0404385	0.0196239	1	0	98.9752	0	0	0.25	0.25	1246	1.00001	-0.314767	-0.207884	1.46373e-009	0.299113	0.0215639	0.0156661	0.0206448	
0.535186	0.566704	-99999	0.299143	0.0212657	1.28447e-006	0	0.0254153	4.67463e-011	2.73962e-008	0	0	0	0.00415346	0	1.00001	1.25002e-005	0	0.299143	0.727872	0.0124742	0	0.0254153	1.00002	0	98.6798	0.222336	0	0.25	0.249994	1247	1.00105	-0.351324	-0.203579	1.23811e-009	0.299136	0.0134985	-0.0113941	0.0267372	
1.42268	0.343734	-99999	0.299088	0.130174	3.94569e-011	0.0110946	0.000995883	7.63668e-012	5.15148e-012	0.0849771	1.87102e-014	0.0199791	8.89274e-009	0.146229	0.618046	5.44325e-008	0.190977	0.299088	-1.61765	0.0599374	0.599485	0.000995883	1	10.4989	99.9468	0	0	0.25	0.25	1248	1.10561	0.172813	-0.207912	-3.73781e-009	0.299088	0.0597098	0.408464	0.00104743	
1.43679	0.435771	-99999	0.299088	0.130314	3.93937e-011	0.0111304	0.00212855	7.62848e-012	5.14876e-012	0.0851596	1.87806e-014	0.0200332	8.9456e-009	0.145914	0.618047	5.45207e-008	0.190977	0.299088	-1.61496	0.0600996	0.599129	0.00212855	1	10.0345	99.8871	0	0	0.25	0.25	1249	1.17294	0.173911	-0.207912	-4.36727e-009	0.299088	0.059806	0.408082	0.00223878	
1.49371	0.406033	-99999	0.299088	0.130392	3.96461e-011	0.0111504	0.00187349	7.62391e-012	5.18486e-012	0.0852618	1.89577e-014	0.0205067	9.17352e-009	0.14574	0.618046	5.49688e-008	0.190977	0.299088	-1.61169	0.0615202	0.599375	0.00187349	1	10.0713	99.9005	0	0	0.25	0.25	1250	1.18717	0.17819	-0.207912	-4.62161e-009	0.299088	0.0612385	0.408331	0.00197054	
0.610728	0.705	-99999	0.298987	0.134721	3.92545e-011	0.0131254	0.00396874	7.3789e-012	5.3041e-012	0.0971383	2.68657e-014	0.026701	1.23442e-008	0.155502	0.606913	5.89479e-008	0.196543	0.298987	-1.68925	0.0801031	0.644511	0.00396874	0.999998	9.8331	99.7878	0	0	0.25	0.25	1251	1.35893	0.276641	-0.207814	-3.99937e-008	0.298988	0.0798601	0.448517	0.00417556	
1.47293	0.707038	-99999	0.29909	0.13292	4.00772e-011	0.0118114	0.0166117	7.47888e-012	5.34287e-012	0.0885977	2.10934e-014	0.0242303	1.14825e-008	0.140239	0.618052	5.88626e-008	0.190974	0.29909	-1.55359	0.0726909	0.596091	0.0166117	1	7.27833	99.1356	0	0	0.25	0.25	1252	1.61729	0.196586	-0.207912	-4.81094e-009	0.29909	0.0717713	0.379623	0.017476	
0.520059	0.359255	-99999	0.299119	0.0249935	7.912e-007	0	0.0298726	3.97742e-011	1.98335e-008	0	0	0	0.00488154	0	0.999995	1.24999e-005	0	0.299119	1.23706	0.0146579	0	0.0298726	1.00001	0	98.4497	0.388886	0	0.25	0.249998	1253	1	-0.339081	-0.207244	1.40823e-009	0.299117	0.0153765	-0.00214471	0.0314248	
0.570988	0.286619	-99999	0.299113	0.0951189	8.95068e-011	0.00185049	0.0171773	1.04511e-011	8.53903e-012	0.019397	6.90817e-016	0.0110898	4.50474e-009	0.0500537	0.755806	5.8913e-008	0.122097	0.299113	-0.646639	0.0332695	0.254542	0.0171773	1	0	99.1019	0	0	0.25	0.25	1254	1	-0.167785	-0.207912	2.69354e-009	0.299113	0.0322811	0.133126	0.0180708	
0.0191998	0.7375	-99999	0.298974	0.139714	4.17163e-011	0.0151457	0.00625246	7.11522e-012	5.84563e-012	0.108085	3.79255e-014	0.0427727	2.13178e-008	0.154761	0.601089	6.92e-008	0.199456	0.298974	-1.63374	0.128318	0.674981	0.00625246	1	9.51021	99.6705	0	0	0.25	0.25	1255	0.999617	0.450773	-0.207913	-4.44805e-008	0.298974	0.127764	0.476732	0.00657763	
0.11418	0.723845	-99999	0.299141	0.134307	4.3649e-011	0.012185	0.00972633	7.40168e-012	5.87973e-012	0.090457	2.41977e-014	0.033662	1.64562e-008	0.137363	0.61805	6.61355e-008	0.190975	0.299141	-1.49333	0.100986	0.602005	0.00972633	1	8.50368	99.4892	0	0	0.25	0.25	1256	0.982952	0.277173	-0.207958	1.12986e-008	0.299141	0.100443	0.381531	0.0102325	
0.160806	0.523226	-99999	0.299113	0.10117	1.19293e-008	0	0.120929	9.82602e-012	1.21046e-009	0	0	0	0.0197597	0	0.999988	1.24998e-005	0	0.299113	19.6545	0.0592916	0	0.120929	1	0	93.7906	6.47105	0	0.25	0.25	1257	1	-0.101751	-0.207911	1.42393e-009	0.299113	0.0623119	-5.65937e-007	0.127138	
0.408475	0.619778	-99999	0.299114	0.0645105	2.71887e-010	0.000224277	0.023324	1.54098e-011	1.75916e-011	0.00346631	1.76577e-017	0.00797032	2.59959e-009	0.0164257	0.873259	6.45012e-008	0.0633304	0.299114	-0.228471	0.023911	0.107843	0.023324	0.99992	0	98.7786	0	0	0.25	0.25002	1258	0.996164	-0.270234	-0.203421	1.9385e-009	0.299138	0.0226731	0.0440581	0.0245388	
1.5375	0	-99999	0.29089	0.138149	4.8079e-011	0.0132637	0	7.1958e-012	6.66177e-012	0.0957261	3.07093e-014	0.0548186	2.91599e-008	0.129879	0.618016	7.92766e-008	0.190992	0.29089	-1.35031	0.164456	0.614558	0	1	17.1196	100	0	0	0.25	0.25	1259	0.976446	0.500409	-0.207912	-1.78305e-006	0.290931	0.164236	0.423531	-4.59886e-007	
1.62484	0.246469	-99999	0.299086	0.130309	3.99247e-011	0.0111292	0.000453299	7.62876e-012	5.21798e-012	0.0851537	1.90305e-014	0.0208491	9.3089e-009	0.145926	0.618046	5.52496e-008	0.190977	0.299086	-1.61179	0.0625474	0.599961	0.000453299	1	10.7679	99.9756	0	0	0.25	0.25	1260	1.11535	0.180887	-0.207912	-4.38481e-009	0.299086	0.062425	0.408963	0.000476689	
1.66186	0.628863	-99999	0.299091	0.133731	4.17253e-011	0.0121514	0.0109609	7.43355e-012	5.5965e-012	0.0905962	2.33383e-014	0.0288239	1.37703e-008	0.141384	0.616318	6.22361e-008	0.191841	0.299091	-1.54817	0.0864717	0.606181	0.0109609	1	8.5853	99.4253	0	0	0.25	0.25	1261	1.69923	0.267571	-0.207912	-4.47262e-009	0.299091	0.0858142	0.414425	0.0115305	
0.255346	0.581844	-99999	0.299113	0.050572	9.55072e-008	3.57964e-021	0.060449	1.9657e-011	4.84431e-009	7.05737e-020	0	2.08252e-012	0.00987734	2.93357e-035	0.999988	1.24998e-005	2.75104e-018	0.299113	5.13559	0.0296446	2.08252e-012	0.060449	1	0	96.8873	1.667	0	0.25	0.25	1262	0.999998	-0.258695	-0.207932	1.45112e-009	0.299113	0.0312075	-7.96027e-006	0.0635576	
0.223418	0.678511	-99999	0.29913	0.102096	7.6953e-011	0.00265576	0.0180414	9.7369e-012	7.87987e-012	0.0259356	1.32275e-015	0.0134245	5.81008e-009	0.0585218	0.733252	6.07638e-008	0.133374	0.29913	-0.738439	0.0402735	0.292434	0.0180414	1	0	99.0591	0	0	0.25	0.25	1263	0.984125	-0.120005	-0.207951	8.65656e-009	0.29913	0.0393235	0.158955	0.0189796	
0.2066	0.632924	-99999	0.299123	0.0372386	2.39213e-007	0	0.044511	2.66953e-011	8.93439e-009	0	0	0	0.00727316	0	0.999987	1.24998e-005	0	0.299123	2.9704	0.0218322	0	0.044511	1	0	97.702	0.956291	0	0.25	0.25	1264	1.00041	-0.299756	-0.205739	1.06107e-009	0.299124	0.0230635	-0.00427517	0.0468089	
0.205097	0.58269	-99999	0.299113	0.0612141	5.38533e-008	4.54518e-013	0.0729662	1.62396e-011	3.30635e-009	7.4031e-012	0	0.000101764	0.0119559	1.02634e-019	0.999988	1.24998e-005	1.96963e-010	0.299113	8.03273	0.0361855	0.000101764	0.0729662	1	0	96.2476	2.62493	0	0.25	0.25	1265	0.999994	-0.225172	-0.207918	1.45524e-009	0.299113	0.0379519	0.000102873	0.0767081	
0.138108	0.420363	-99999	0.299113	0.145584	4.0034e-009	0	0.174018	6.82834e-012	5.84557e-010	0	0	0	0.0284343	0	0.999988	1.24998e-005	0	0.299113	29.6767	0.0853154	0	0.174018	1	0	91.0832	9.77784	0	0.25	0.25	1266	1	0.0334971	-0.207913	1.38232e-009	0.299113	0.0888012	-3.90597e-011	0.182921	
0.228231	0.464146	-99999	0.299113	0.0951351	1.43464e-008	1.90102e-015	0.113716	1.04493e-011	1.3689e-009	1.99232e-014	0	4.69443e-008	0.0185811	5.27527e-026	0.999988	1.24998e-005	2.19458e-013	0.299113	18.0333	0.0557559	4.69445e-008	0.113716	1	0	94.1605	5.93499	0	0.25	0.25	1267	1	-0.120468	-0.207913	1.37946e-009	0.299113	0.0586034	2.00929e-008	0.11955	
0	0.55	-99999	0.299113	0.117342	7.6454e-009	1.30389e-011	0.140035	8.47174e-012	8.99791e-010	1.1079e-010	8.9128e-039	0.000112788	0.0229184	4.63273e-019	0.999988	1.24998e-005	8.02162e-010	0.299113	21.0147	0.0691062	0.000112789	0.140035	1	0	92.8211	6.90965	0	0.25	0.25	1268	1	-0.049449	-0.207913	1.44917e-009	0.299113	0.0730048	0.000112029	0.147252	
0.229271	0.525879	-99999	0.299113	0.0772984	2.67457e-008	0	0.0923957	1.28605e-011	2.07353e-009	0	0	0	0.0150974	0	0.999988	1.24998e-005	0	0.299113	12.7695	0.0453046	0	0.0923957	1	0	95.2519	4.19278	0	0.25	0.25	1269	1	-0.175871	-0.207914	1.41259e-009	0.299113	0.0476112	-2.71541e-008	0.0971251	
0.168872	0.573829	-99999	0.299113	0.0748702	2.94333e-008	5.38038e-013	0.0894052	1.32776e-011	2.21021e-009	7.16503e-012	0	4.40117e-005	0.0146231	2.87179e-020	0.999987	1.24998e-005	1.2743e-010	0.299113	11.1089	0.0440138	4.40118e-005	0.0894052	1	0	95.4065	3.63997	0	0.25	0.25	1270	0.999996	-0.182833	-0.207898	1.4479e-009	0.299113	0.0463116	4.54044e-005	0.0939846	
0.102433	0.380804	-99999	0.299113	0.169974	2.46771e-009	0	0.201318	5.8485e-012	4.20692e-010	0	0	0	0.0313436	0	0.999988	1.22626e-005	0	0.299113	0.483447	0.094043	0	0.201318	1	0	89.6372	0	0	0.25	0.25	1271	1	0.0484814	-0.207913	1.36784e-009	0.299113	0.0844216	-1.28094e-012	0.211046	
