x	y	z	t	P_uM
119.255	112.133	-13.554		5.025
119.255	112.133	11.989		26.949
119.255	112.133	11.044		24.543
119.255	112.133	11.044		24.753
119.255	112.133	10.039		23.204
34.379	27.269	14.198		14.453
34.379	27.269	13.283		3.337
34.379	27.269	12.369		5.950
34.379	27.269	11.119		5.927
34.379	27.269	9.900		4.913
34.379	27.269	8.358		4.273
34.379	27.269	6.224		5.658
34.379	27.269	4.060		3.302
34.379	27.269	1.911		3.817
34.379	27.269	-0.561		2.869
34.379	27.269	-5.749		1.814
34.379	27.269	-8.501		1.146
34.379	27.269	-11.244		1.921
34.379	27.269	-14.006		2.216
-27.205	88.547	14.159		0.571
-27.205	88.547	11.294		0.000
-27.205	88.547	8.429		0.000
-27.205	88.547	5.564		0.000
-27.205	88.547	2.699		0.000
-27.205	88.547	-0.166		0.330
-27.205	88.547	-3.043		0.432
-20.487	131.276	13.672		10.847
-20.487	131.276	10.807		0.701
-20.487	131.276	7.942		0.333
-20.487	131.276	5.076		0.359
-20.487	131.276	2.211		0.386
-20.487	131.276	-0.654		0.328
-20.487	131.276	-3.531		0.000
-20.487	131.276	-3.531		0.000
-119.595	41.854	14.260		0.000
-119.595	41.854	11.395		1.851
-119.595	41.854	8.530		2.852
-119.595	41.854	8.530		2.860
-119.595	41.854	5.665		0.745
-119.595	41.854	2.800		0.000
-119.595	41.854	-0.066		0.529
-119.595	41.854	-2.943		0.000
-23.234	149.962	14.074		0.000
-23.234	149.962	11.209		0.000
-23.234	149.962	8.344		0.000
-23.234	149.962	5.479		0.000
-23.234	149.962	5.479		0.000
-23.234	149.962	2.614		0.000
-23.234	149.962	-0.251		0.370
-23.234	149.962	-3.129		0.354
100.559	31.259	14.426		22.280
100.559	31.259	13.512		34.813
100.559	31.259	13.512		35.733
100.559	31.259	12.582		23.448
100.559	31.259	12.582		26.232
100.559	31.259	11.058		14.345
100.559	31.259	11.058		16.338
100.559	31.259	9.528		12.800
100.559	31.259	9.528		15.011
100.559	31.259	7.394		14.510
100.559	31.259	7.394		17.863
100.559	31.259	5.252		14.808
100.559	31.259	5.252		14.024
100.559	31.259	3.112		7.554
100.559	31.259	3.112		8.554
100.559	31.259	0.661		1.688
100.559	31.259	0.661		2.050
100.559	31.259	-1.777		8.946
100.559	31.259	-1.777		9.168
100.559	31.259	-4.535		6.582
100.559	31.259	-4.535		6.986
100.559	31.259	-7.297		4.768
100.559	31.259	-7.297		5.133
100.559	31.259	-10.043		3.186
100.559	31.259	-10.043		3.530
100.559	31.259	-12.786		5.099
100.559	31.259	-12.786		4.441
105.884	17.494	14.076		2.027
105.884	17.494	14.076		39.256
105.884	17.494	13.161		30.584
105.884	17.494	13.161		39.098
105.884	17.494	12.247		1.196
105.884	17.494	12.247		18.227
105.884	17.494	11.317		5.045
105.884	17.494	11.317		13.484
105.884	17.494	9.793		6.630
105.884	17.494	9.793		15.457
105.884	17.494	8.269		13.632
105.884	17.494	8.269		15.162
105.884	17.494	6.136		7.387
105.884	17.494	6.136		17.327
105.884	17.494	3.996		10.642
105.884	17.494	3.996		13.348
105.884	17.494	1.856		3.498
105.884	17.494	1.856		8.699
105.884	17.494	-0.579		4.993
105.884	17.494	-0.579		9.927
105.884	17.494	-5.761		5.402
105.884	17.494	-5.761		7.000
105.884	17.494	-8.513		4.666
105.884	17.494	-8.513		5.053
105.884	17.494	-11.272		3.694
105.884	17.494	-11.272		4.378
105.884	17.494	-14.006		3.887
105.884	17.494	-14.006		4.203
-104.629	-201.422	8.056		3.978
