              x	              y	              z	           time	in	                  A	                  B	                  C	                  D	
              0	              0	              0	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	              0	              0	            400	 1	  1.0783874508e-013	  1.0848029500e-013	  0.0000000000e+000	  6.8957985744e-011	
              8	              0	              0	            400	 1	  6.2702805190e-012	  6.8863818533e-010	  1.7121549874e-010	  0.0000000000e+000	
             12	              0	              0	            400	 1	  2.7254422016e-011	  8.9030524459e-009	  4.1421345988e-008	  2.9246240555e-008	
             16	              0	              0	            400	 1	  6.6289432958e-011	  3.7519997253e-008	  2.6214515595e-007	  3.1168708297e-007	
             20	              0	              0	            400	 1	  1.1674663322e-010	  1.0209471787e-007	  9.1850971973e-007	  1.4026970620e-006	
             24	              0	              0	            400	 1	  1.6545170536e-010	  2.1418999611e-007	  2.3651060671e-006	  4.3349074450e-006	
             28	              0	              0	            400	 1	  1.9966297660e-010	  3.7556522738e-007	  4.9824114111e-006	  1.0651516452e-005	
             32	              0	              0	            400	 1	  2.1251834935e-010	  5.7614278002e-007	  9.0790092144e-006	  2.2277721355e-005	
             36	              0	              0	            400	 1	  2.0434900744e-010	  7.9622250849e-007	  1.4795767141e-005	  4.1183875432e-005	
             40	              0	              0	            400	 1	  1.8060797046e-010	  1.0113644741e-006	  2.2031493478e-005	  6.8832414400e-005	
             44	              0	              0	            400	 1	  1.4864314089e-010	  1.1977458202e-006	  3.0402742550e-005	  1.0549207705e-004	
             48	              0	              0	            400	 1	  1.1507949865e-010	  1.3363448026e-006	  3.9250521897e-005	  1.4963094848e-004	
             52	              0	              0	            400	 1	  8.4490341112e-011	  1.4152890450e-006	  4.7706895620e-005	  1.9767934800e-004	
             56	              0	              0	            400	 1	  5.9212946819e-011	  1.4305045585e-006	  5.4824387158e-005	  2.4439122459e-004	
             60	              0	              0	            400	 1	  3.9824496586e-011	  1.3851401139e-006	  5.9748760297e-005	  2.8381583900e-004	
             64	              0	              0	            400	 1	  2.5817387162e-011	  1.2882112754e-006	  6.1892105580e-005	  3.1061984025e-004	
             68	              0	              0	            400	 1	  1.6190707802e-011	  1.1527648055e-006	  6.1054043501e-005	  3.2132488896e-004	
             72	              0	              0	            400	 1	  9.8513836065e-012	  9.9379330197e-007	  5.7452624965e-005	  3.1504741105e-004	
             76	              0	              0	            400	 1	  5.8300345037e-012	  8.2615621325e-007	  5.1657631719e-005	  2.9352935156e-004	
             80	              0	              0	            400	 1	  3.3626220496e-012	  6.6280206550e-007	  4.4452049320e-005	  2.6052016307e-004	
             84	              0	              0	            400	 1	  1.8935399764e-012	  5.1355579032e-007	  3.6667833120e-005	  2.2078239170e-004	
             88	              0	              0	            400	 1	  1.0425713454e-012	  3.8456930334e-007	  2.9038754681e-005	  1.7903896369e-004	
             92	              0	              0	            400	 1	  5.6227442686e-013	  2.7880420089e-007	  2.2136573045e-005	  1.3937077768e-004	
             96	              0	              0	            400	 1	  2.9380220565e-013	  1.9316590084e-007	  1.6044624870e-005	  1.0291152842e-004	
            100	              0	              0	            400	 1	  1.9677256388e-013	  1.5439677390e-007	  1.3160621427e-005	  8.5303657420e-005	
              0	            0.5	              0	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	            0.5	              0	            400	 1	  1.4454753576e-013	  1.4540747213e-013	  0.0000000000e+000	  6.7084606684e-011	
              8	            0.5	              0	            400	 1	  6.8306534257e-012	  7.5473906144e-010	  1.8766057553e-010	  0.0000000000e+000	
             12	            0.5	              0	            400	 1	  2.9266562390e-011	  9.3882664261e-009	  4.3676333724e-008	  3.1079728345e-008	
             16	            0.5	              0	            400	 1	  7.0604791714e-011	  3.9143742750e-008	  2.7228437645e-007	  3.2330628536e-007	
             20	            0.5	              0	            400	 1	  1.2359493486e-010	  1.0584603512e-007	  9.4745577767e-007	  1.4432915992e-006	
             24	            0.5	              0	            400	 1	  1.7429163277e-010	  2.2105724945e-007	  2.4286401485e-006	  4.4393567844e-006	
             28	            0.5	              0	            400	 1	  2.0944466655e-010	  3.8622938721e-007	  5.0990352048e-006	  1.0871913468e-005	
             32	            0.5	              0	            400	 1	  2.2211166533e-010	  5.9077162186e-007	  9.2666731229e-006	  2.2680880575e-005	
             36	            0.5	              0	            400	 1	  2.1288193466e-010	  8.1442846929e-007	  1.5068475101e-005	  4.1844703553e-005	
             40	            0.5	              0	            400	 1	  1.8760679289e-010	  1.0323081105e-006	  2.2396604972e-005	  6.9823673756e-005	
             44	            0.5	              0	            400	 1	  1.5400361501e-010	  1.2203216570e-006	  3.0859383170e-005	  1.0687159515e-004	
             48	            0.5	              0	            400	 1	  1.1895117925e-010	  1.3593804774e-006	  3.9789174785e-005	  1.5142812091e-004	
             52	            0.5	              0	            400	 1	  8.7148195605e-011	  1.4377085210e-006	  4.8310095330e-005	  1.9988379544e-004	
             56	            0.5	              0	            400	 1	  6.0958233679e-011	  1.4514338891e-006	  5.5468409331e-005	  2.4694702676e-004	
             60	            0.5	              0	            400	 1	  4.0926438172e-011	  1.4039565606e-006	  6.0406157129e-005	  2.8662409107e-004	
             64	            0.5	              0	            400	 1	  2.6489185749e-011	  1.3045482485e-006	  6.2534802353e-005	  3.1355017702e-004	
             68	            0.5	              0	            400	 1	  1.6587531933e-011	  1.1664875151e-006	  6.1656531177e-005	  3.2423382580e-004	
             72	            0.5	              0	            400	 1	  1.0079127674e-011	  1.0049575389e-006	  5.7994679345e-005	  3.1779911052e-004	
             76	            0.5	              0	            400	 1	  5.9573195055e-012	  8.3495929840e-007	  5.2126057135e-005	  2.9601376011e-004	
             80	            0.5	              0	            400	 1	  3.4320302781e-012	  6.6953254004e-007	  4.4841183500e-005	  2.6266458516e-004	
             84	            0.5	              0	            400	 1	  1.9305267783e-012	  5.1854700205e-007	  3.6978868765e-005	  2.2255487095e-004	
             88	            0.5	              0	            400	 1	  1.0618593853e-012	  3.8816040689e-007	  2.9278177434e-005	  1.8044410035e-004	
             92	            0.5	              0	            400	 1	  5.7213396864e-013	  2.8131403351e-007	  2.2314421223e-005	  1.4044201288e-004	
             96	            0.5	              0	            400	 1	  2.9869106928e-013	  1.9484733138e-007	  1.6170492121e-005	  1.0368729783e-004	
            100	            0.5	              0	            400	 1	  1.9993380227e-013	  1.5571436986e-007	  1.3262439602e-005	  8.5939437389e-005	
              0	            1.5	              0	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	            1.5	              0	            400	 1	  4.6597909781e-013	  4.6875128188e-013	  0.0000000000e+000	  5.1309061319e-011	
              8	            1.5	              0	            400	 1	  1.1556793870e-011	  1.3072154056e-009	  8.2007184393e-010	  5.5178261240e-011	
             12	            1.5	              0	            400	 1	  4.6085004651e-011	  1.3383752596e-008	  6.2199668589e-008	  4.6139283730e-008	
             16	            1.5	              0	            400	 1	  1.0646882075e-010	  5.2431661006e-008	  3.5493228932e-007	  4.1783694244e-007	
             20	            1.5	              0	            400	 1	  1.8026189711e-010	  1.3642249072e-007	  1.1824673340e-006	  1.7721747392e-006	
             24	            1.5	              0	            400	 1	  2.4717760229e-010	  2.7686488366e-007	  2.9430521467e-006	  5.2833175069e-006	
             28	            1.5	              0	            400	 1	  2.8984937946e-010	  4.7268837405e-007	  6.0413162067e-006	  1.2649287543e-005	
             32	            1.5	              0	            400	 1	  3.0076038357e-010	  7.0914393704e-007	  1.0780395347e-005	  2.5927224959e-005	
             36	            1.5	              0	            400	 1	  2.8267646176e-010	  9.6150636051e-007	  1.7265153534e-005	  4.7159435010e-005	
             40	            1.5	              0	            400	 1	  2.4473710910e-010	  1.2012690332e-006	  2.5334239930e-005	  7.7788073448e-005	
             44	            1.5	              0	            400	 1	  1.9768149809e-010	  1.4022350536e-006	  3.4529933838e-005	  1.1794661045e-004	
             48	            1.5	              0	            400	 1	  1.5044743845e-010	  1.5448104612e-006	  4.4115479313e-005	  1.6584668532e-004	
             52	            1.5	              0	            400	 1	  1.0873880510e-010	  1.6180199672e-006	  5.3151567061e-005	  2.1756046241e-004	
             56	            1.5	              0	            400	 1	  7.5117417621e-011	  1.6196331838e-006	  6.0634638232e-005	  2.6743220927e-004	
             60	            1.5	              0	            400	 1	  4.9855842616e-011	  1.5550768360e-006	  6.5677217854e-005	  3.0912479834e-004	
             64	            1.5	              0	            400	 1	  3.1927231648e-011	  1.4356813719e-006	  6.7686004413e-005	  3.3702236994e-004	
             68	            1.5	              0	            400	 1	  1.9796627185e-011	  1.2765832526e-006	  6.6483908786e-005	  3.4752917480e-004	
             72	            1.5	              0	            400	 1	  1.1919254498e-011	  1.0944896618e-006	  6.2336681389e-005	  3.3983104816e-004	
             76	            1.5	              0	            400	 1	  6.9849210354e-012	  9.0553073363e-007	  5.5877434000e-005	  3.1590242342e-004	
             80	            1.5	              0	            400	 1	  3.9919581619e-012	  7.2347188002e-007	  4.7956972565e-005	  2.7982922921e-004	
             84	            1.5	              0	            400	 1	  2.2286975268e-012	  5.5853686175e-007	  3.9468927478e-005	  2.3674075178e-004	
             88	            1.5	              0	            400	 1	  1.2172499166e-012	  4.1692585539e-007	  3.1194662823e-005	  1.9168888492e-004	
             92	            1.5	              0	            400	 1	  6.5151744115e-013	  3.0141422415e-007	  2.3737857568e-005	  1.4901397274e-004	
             96	            1.5	              0	            400	 1	  3.3803141335e-013	  2.0831082310e-007	  1.7177786316e-005	  1.0989448494e-004	
            100	            1.5	              0	            400	 1	  2.2536277183e-013	  1.6626351018e-007	  1.4077225240e-005	  9.1026302422e-005	
              0	            2.5	              0	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	            2.5	              0	            400	 1	  1.4321112220e-012	  1.4406310804e-012	  0.0000000000e+000	  1.2981620686e-011	
              8	            2.5	              0	            400	 1	  2.3785732821e-011	  2.6789504971e-009	  3.9629385996e-009	  3.6750972470e-010	
             12	            2.5	              0	            400	 1	  8.7888691098e-011	  2.2644418641e-008	  1.0456561775e-007	  8.0594022321e-008	
             16	            2.5	              0	            400	 1	  1.9331303644e-010	  8.2315835698e-008	  5.3718400100e-007	  6.2428763532e-007	
             20	            2.5	              0	            400	 1	  3.1470950749e-010	  2.0383690573e-007	  1.6904281519e-006	  2.4753023111e-006	
             24	            2.5	              0	            400	 1	  4.1717967252e-010	  3.9807534043e-007	  4.0393565268e-006	  7.0629839978e-006	
             28	            2.5	              0	            400	 1	  4.7465082389e-010	  6.5821965896e-007	  8.0277917633e-006	  1.6359444035e-005	
             32	            2.5	              0	            400	 1	  4.7922012706e-010	  9.6063037764e-007	  1.3943749265e-005	  3.2650171979e-005	
             36	            2.5	              0	            400	 1	  4.3926289751e-010	  1.2713522201e-006	  2.1822684451e-005	  5.8095579298e-005	
             40	            2.5	              0	            400	 1	  3.7162649671e-010	  1.5546570752e-006	  3.1392324510e-005	  9.4090852690e-005	
             44	            2.5	              0	            400	 1	  2.9382142865e-010	  1.7803577468e-006	  4.2061047804e-005	  1.4051950679e-004	
             48	            2.5	              0	            400	 1	  2.1921473260e-010	  1.9281776175e-006	  5.2954095407e-005	  1.9513113194e-004	
             52	            2.5	              0	            400	 1	  1.5553570189e-010	  1.9890734265e-006	  6.3007127110e-005	  2.5335925276e-004	
             56	            2.5	              0	            400	 1	  1.0560511087e-010	  1.9643684056e-006	  7.1119663355e-005	  3.0882199235e-004	
             60	            2.5	              0	            400	 1	  6.8967954902e-011	  1.8637285289e-006	  7.6348179341e-005	  3.5450065474e-004	
             64	            2.5	              0	            400	 1	  4.3503266858e-011	  1.7027048335e-006	  7.8092573659e-005	  3.8428426207e-004	
             68	            2.5	              0	            400	 1	  2.6593844365e-011	  1.5001867638e-006	  7.6219373810e-005	  3.9437575870e-004	
             72	            2.5	              0	            400	 1	  1.5798994185e-011	  1.2759216260e-006	  7.1080631032e-005	  3.8409086674e-004	
             76	            2.5	              0	            400	 1	  9.1423583903e-012	  1.0482637581e-006	  6.3422844426e-005	  3.5582210580e-004	
             80	            2.5	              0	            400	 1	  5.1629059491e-012	  8.3238391488e-007	  5.4217594794e-005	  3.1425635114e-004	
             84	            2.5	              0	            400	 1	  2.8499674358e-012	  6.3916605030e-007	  4.4467924960e-005	  2.6517577696e-004	
             88	            2.5	              0	            400	 1	  1.5399174784e-012	  4.7485115207e-007	  3.5039308679e-005	  2.1421658073e-004	
             92	            2.5	              0	            400	 1	  8.1583009646e-013	  3.4184584542e-007	  2.6591562006e-005	  1.6617893198e-004	
             96	            2.5	              0	            400	 1	  4.1921894719e-013	  2.3536676883e-007	  1.9196069690e-005	  1.2231893610e-004	
            100	            2.5	              0	            400	 1	  2.7773961271e-013	  1.8745118323e-007	  1.5709262922e-005	  1.0120588752e-004	
              0	            3.5	              0	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	            3.5	              0	            400	 1	  3.8732167516e-012	  3.8962591367e-012	  0.0000000000e+000	  0.0000000000e+000	
              8	            3.5	              0	            400	 1	  5.0043929433e-011	  5.4582653372e-009	  1.0801396566e-008	  1.0528369072e-009	
             12	            3.5	              0	            400	 1	  1.7317036551e-010	  3.9831112571e-008	  1.8154403547e-007	  1.4323147105e-007	
             16	            3.5	              0	            400	 1	  3.6447512394e-010	  1.3554531575e-007	  8.5279255295e-007	  9.7681038045e-007	
             20	            3.5	              0	            400	 1	  5.7252682887e-010	  3.2062001478e-007	  2.5455373057e-006	  3.6401874407e-006	
             24	            3.5	              0	            400	 1	  7.3569178286e-010	  6.0360185387e-007	  5.8477188475e-006	  9.9530420493e-006	
             28	            3.5	              0	            400	 1	  8.1396626623e-010	  9.6737584163e-007	  1.1252820317e-005	  2.2295101732e-005	
             32	            3.5	              0	            400	 1	  8.0111872782e-010	  1.3736228741e-006	  1.9013395597e-005	  4.3279306742e-005	
             36	            3.5	              0	            400	 1	  7.1728137369e-010	  1.7739050360e-006	  2.9048387968e-005	  7.5220224896e-005	
             40	            3.5	              0	            400	 1	  5.9375039281e-010	  2.1217408193e-006	  4.0910271761e-005	  1.1941748702e-004	
             44	            3.5	              0	            400	 1	  4.5998260159e-010	  2.3815403918e-006	  5.3802695236e-005	  1.7535831913e-004	
             48	            3.5	              0	            400	 1	  3.3670305429e-010	  2.5328083285e-006	  6.6644856691e-005	  2.4008590060e-004	
             52	            3.5	              0	            400	 1	  2.3465585197e-010	  2.5701915720e-006	  7.8189473747e-005	  3.0807239012e-004	
             56	            3.5	              0	            400	 1	  1.5666337535e-010	  2.5009809128e-006	  8.7197317223e-005	  3.7185275394e-004	
             60	            3.5	              0	            400	 1	  1.0069897014e-010	  2.3416304600e-006	  9.2647904162e-005	  4.2339914731e-004	
             64	            3.5	              0	            400	 1	  6.2570393211e-011	  2.1142535036e-006	  9.3937356796e-005	  4.5587490855e-004	
             68	            3.5	              0	            400	 1	  3.7708165172e-011	  1.8434450042e-006	  9.1002643160e-005	  4.6519832089e-004	
             72	            3.5	              0	            400	 1	  2.2100178351e-011	  1.5534840586e-006	  8.4328588693e-005	  4.5089469251e-004	
             76	            3.5	              0	            400	 1	  1.2624423170e-011	  1.2659735097e-006	  7.4833452983e-005	  4.1599414259e-004	
             80	            3.5	              0	            400	 1	  7.0417943341e-012	  9.9807887532e-007	  6.3670286427e-005	  3.6609062332e-004	
             84	            3.5	              0	            400	 1	  3.8414233100e-012	  7.6155822920e-007	  5.2005571377e-005	  3.0794697022e-004	
             88	            3.5	              0	            400	 1	  2.0522200190e-012	  5.6260860220e-007	  4.0829687209e-005	  2.4807395757e-004	
             92	            3.5	              0	            400	 1	  1.0754596805e-012	  4.0299596767e-007	  3.0885179732e-005	  1.9195772992e-004	
             96	            3.5	              0	            400	 1	  5.4692989927e-013	  2.7622616444e-007	  2.2230060180e-005	  1.4096622755e-004	
            100	            3.5	              0	            400	 1	  3.5988940470e-013	  2.1942103572e-007	  1.8161403370e-005	  1.1647833236e-004	
              0	            4.5	              0	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	            4.5	              0	            400	 1	  9.5955404593e-012	  9.6526258620e-012	  0.0000000000e+000	  0.0000000000e+000	
              8	            4.5	              0	            400	 1	  1.0308598807e-010	  1.0698305233e-008	  2.4204892732e-008	  2.4019377741e-009	
             12	            4.5	              0	            400	 1	  3.3632312220e-010	  6.9385098801e-008	  3.1049245586e-007	  2.4806193354e-007	
             16	            4.5	              0	            400	 1	  6.7975711160e-010	  2.2295868517e-007	  1.3540573893e-006	  1.5272215187e-006	
             20	            4.5	              0	            400	 1	  1.0331162759e-009	  5.0633511341e-007	  3.8596899262e-006	  5.3960472730e-006	
             24	            4.5	              0	            400	 1	  1.2900057715e-009	  9.2230892017e-007	  8.5603037364e-006	  1.4206178460e-005	
             28	            4.5	              0	            400	 1	  1.3910934703e-009	  1.4369206102e-006	  1.5998268040e-005	  3.0872421890e-005	
             32	            4.5	              0	            400	 1	  1.3376133462e-009	  1.9899407992e-006	  2.6355776471e-005	  5.8415906373e-005	
             36	            4.5	              0	            400	 1	  1.1722964284e-009	  2.5126267367e-006	  3.9374794892e-005	  9.9315303549e-005	
             40	            4.5	              0	            400	 1	  9.5136735129e-010	  2.9444534448e-006	  5.4359294611e-005	  1.5469887624e-004	
             44	            4.5	              0	            400	 1	  7.2354347633e-010	  3.2437858520e-006	  7.0234173869e-005	  2.2348921525e-004	
             48	            4.5	              0	            400	 1	  5.2055076245e-010	  3.3913372492e-006	  8.5646634806e-005	  3.0176634755e-004	
             52	            4.5	              0	            400	 1	  3.5694368031e-010	  3.3881033781e-006	  9.9114413753e-005	  3.8271731574e-004	
             56	            4.5	              0	            400	 1	  2.3469220066e-010	  3.2504517808e-006	  1.0922551249e-004	  4.5744629594e-004	
             60	            4.5	              0	            400	 1	  1.4869105261e-010	  3.0046211169e-006	  1.1486962567e-004	  5.1660549730e-004	
             64	            4.5	              0	            400	 1	  9.1134509583e-011	  2.6818515033e-006	  1.1544913827e-004	  5.5242212931e-004	
             68	            4.5	              0	            400	 1	  5.4211735133e-011	  2.3144489834e-006	  1.1100354141e-004	  5.6046586394e-004	
             72	            4.5	              0	            400	 1	  3.1380176142e-011	  1.9326594172e-006	  1.0220016832e-004	  5.4056684763e-004	
             76	            4.5	              0	            400	 1	  1.7713411330e-011	  1.5622429419e-006	  9.0188804095e-005	  4.9662231301e-004	
             80	            4.5	              0	            400	 1	  9.7681000243e-012	  1.2228119070e-006	  7.6364555734e-005	  4.3544365177e-004	
             84	            4.5	              0	            400	 1	  5.2703607554e-012	  9.2707731364e-007	  6.2110244992e-005	  3.6510153857e-004	
             88	            4.5	              0	            400	 1	  2.7858927660e-012	  6.8098815782e-007	  4.8580288504e-005	  2.9326775291e-004	
             92	            4.5	              0	            400	 1	  1.4450496399e-012	  4.8530062089e-007	  3.6624752343e-005	  2.2633507136e-004	
             96	            4.5	              0	            400	 1	  7.2771096041e-013	  3.3111357088e-007	  2.6281117531e-005	  1.6581217992e-004	
            100	            4.5	              0	            400	 1	  4.7574789713e-013	  2.6231875703e-007	  2.1433412092e-005	  1.3681772509e-004	
              0	            5.5	              0	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	            5.5	              0	            400	 1	  2.2222533735e-011	  2.2354739137e-011	  0.0000000000e+000	  0.0000000000e+000	
              8	            5.5	              0	            400	 1	  2.0585614566e-010	  2.0109094354e-008	  4.8743148610e-008	  9.0065497018e-009	
             12	            5.5	              0	            400	 1	  6.3588584807e-010	  1.1796331105e-007	  5.1634323904e-007	  4.1491964560e-007	
             16	            5.5	              0	            400	 1	  1.2367927533e-009	  3.6006555645e-007	  2.1125266506e-006	  2.3444943883e-006	
             20	            5.5	              0	            400	 1	  1.8217159404e-009	  7.8801260019e-007	  5.7807543211e-006	  7.9089462406e-006	
             24	            5.5	              0	            400	 1	  2.2137845737e-009	  1.3929444116e-006	  1.2424057618e-005	  2.0138258868e-005	
             28	            5.5	              0	            400	 1	  2.3303393768e-009	  2.1150017344e-006	  2.2617735848e-005	  4.2599165730e-005	
             32	            5.5	              0	            400	 1	  2.1925222287e-009	  2.8631751518e-006	  3.6420687334e-005	  7.8777099075e-005	
             36	            5.5	              0	            400	 1	  1.8837561830e-009	  3.5421283228e-006	  5.3321993346e-005	  1.3129243025e-004	
             40	            5.5	              0	            400	 1	  1.5009961187e-009	  4.0745319527e-006	  7.2294553044e-005	  2.0099436332e-004	
             44	            5.5	              0	            400	 1	  1.1223055826e-009	  4.4131749311e-006	  9.1908350394e-005	  2.8604854136e-004	
             48	            5.5	              0	            400	 1	  7.9474473695e-010	  4.5426696664e-006	  1.1047670815e-004	  3.8130393960e-004	
             52	            5.5	              0	            400	 1	  5.3694404666e-010	  4.4741321720e-006	  1.2623859490e-004	  4.7834186923e-004	
             56	            5.5	              0	            400	 1	  3.4816688147e-010	  4.2369327629e-006	  1.3758534798e-004	  5.6650368451e-004	
             60	            5.5	              0	            400	 1	  2.1771073963e-010	  3.8705848250e-006	  1.4331392347e-004	  6.3483461074e-004	
             64	            5.5	              0	            400	 1	  1.3179178500e-010	  3.4182361157e-006	  1.4285131365e-004	  6.7444170757e-004	
             68	            5.5	              0	            400	 1	  7.7477635222e-011	  2.9219249409e-006	  1.3637748975e-004	  6.8050593991e-004	
             72	            5.5	              0	            400	 1	  4.4345589729e-011	  2.4191917321e-006	  1.2479528966e-004	  6.5327505369e-004	
             76	            5.5	              0	            400	 1	  2.4763675030e-011	  1.9406955046e-006	  1.0954671573e-004	  5.9775237934e-004	
             80	            5.5	              0	            400	 1	  1.3515196784e-011	  1.5087639682e-006	  9.2328663942e-005	  5.2227888360e-004	
             84	            5.5	              0	            400	 1	  7.2196163183e-012	  1.1369670852e-006	  7.4791225452e-005	  4.3655613036e-004	
             88	            5.5	              0	            400	 1	  3.7796158948e-012	  8.3065379578e-007	  5.8289536877e-005	  3.4969577470e-004	
             92	            5.5	              0	            400	 1	  1.9422689033e-012	  5.8908439562e-007	  4.3803526141e-005	  2.6920905341e-004	
             96	            5.5	              0	            400	 1	  9.6938056543e-013	  4.0016555708e-007	  3.1341022459e-005	  1.9676763922e-004	
            100	            5.5	              0	            400	 1	  6.2998056759e-013	  3.1621518738e-007	  2.5517068568e-005	  1.6214386331e-004	
              0	            6.5	              0	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	            6.5	              0	            400	 1	  4.8544980984e-011	  4.8833782829e-011	  0.0000000000e+000	  0.0000000000e+000	
              8	            6.5	              0	            400	 1	  3.9709736256e-010	  3.6272110805e-008	  9.1098737170e-008	  2.5813175416e-008	
             12	            6.5	              0	            400	 1	  1.1651706121e-009	  1.9481133858e-007	  8.3208161886e-007	  6.6907162951e-007	
             16	            6.5	              0	            400	 1	  2.1844399216e-009	  5.6733380570e-007	  3.2178198216e-006	  3.5121771142e-006	
             20	            6.5	              0	            400	 1	  3.1223044333e-009	  1.1999264076e-006	  8.4865380617e-006	  1.1371817589e-005	
             24	            6.5	              0	            400	 1	  3.6972028311e-009	  2.0630069840e-006	  1.7725913618e-005	  2.8103497218e-005	
             28	            6.5	              0	            400	 1	  3.8037109692e-009	  3.0589136302e-006	  3.1509622543e-005	  5.8026427559e-005	
             32	            6.5	              0	            400	 1	  3.5060061458e-009	  4.0554032095e-006	  4.9700362704e-005	  1.0511629869e-004	
             36	            6.5	              0	            400	 1	  2.9565526015e-009	  4.9240957003e-006	  7.1442897018e-005	  1.7207664292e-004	
             40	            6.5	              0	            400	 1	  2.3157407755e-009	  5.5690167680e-006	  9.5288620939e-005	  2.5933698315e-004	
             44	            6.5	              0	            400	 1	  1.7042470628e-009	  5.9393075165e-006	  1.1937666315e-004	  3.6409176280e-004	
             48	            6.5	              0	            400	 1	  1.1892025041e-009	  6.0276665886e-006	  1.4163127448e-004	  4.7968476190e-004	
             52	            6.5	              0	            400	 1	  7.9250684981e-010	  5.8603301499e-006	  1.5997951421e-004	  5.9578115583e-004	
             56	            6.5	              0	            400	 1	  5.0733277172e-010	  5.4844385311e-006	  1.7260415020e-004	  6.9965110675e-004	
             60	            6.5	              0	            400	 1	  3.1343867771e-010	  4.9567303132e-006	  1.7821760930e-004	  7.7847716684e-004	
             64	            6.5	              0	            400	 1	  1.8759453125e-010	  4.3351951087e-006	  1.7629857994e-004	  8.2209433820e-004	
             68	            6.5	              0	            400	 1	  1.0909909465e-010	  3.6735690390e-006	  1.6721110211e-004	  8.2528139694e-004	
             72	            6.5	              0	            400	 1	  6.1805774644e-011	  3.0178414219e-006	  1.5214899963e-004	  7.8883344506e-004	
             76	            6.5	              0	            400	 1	  3.4175892174e-011	  2.4040898083e-006	  1.3290699924e-004	  7.1910499242e-004	
             80	            6.5	              0	            400	 1	  1.8476582619e-011	  1.8574011890e-006	  1.1154144024e-004	  6.2627524737e-004	
             84	            6.5	              0	            400	 1	  9.7804150078e-012	  1.3919096037e-006	  9.0017504274e-005	  5.2198970154e-004	
             88	            6.5	              0	            400	 1	  5.0754013602e-012	  1.0118473043e-006	  6.9924370563e-005	  4.1706580599e-004	
             92	            6.5	              0	            400	 1	  2.5860322149e-012	  7.1436653281e-007	  5.2391075644e-005	  3.2033191613e-004	
             96	            6.5	              0	            400	 1	  1.2801821327e-012	  4.8330857960e-007	  3.7384639649e-005	  2.3363723386e-004	
            100	            6.5	              0	            400	 1	  8.2745145847e-013	  3.8101414917e-007	  3.0390397084e-005	  1.9228923119e-004	
              0	            7.5	              0	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	            7.5	              0	            400	 1	  1.0040285624e-010	  3.9201978418e-010	  7.3024820751e-011	  0.0000000000e+000	
              8	            7.5	              0	            400	 1	  7.3800757120e-010	  6.2818712653e-008	  1.6029225413e-007	  5.6205097471e-008	
             12	            7.5	              0	            400	 1	  2.0631465720e-009	  3.1184037724e-007	  1.2979696288e-006	  1.0402245364e-006	
             16	            7.5	              0	            400	 1	  3.7343319668e-009	  8.6972756586e-007	  4.7729671609e-006	  5.1226555068e-006	
             20	            7.5	              0	            400	 1	  5.1865048013e-009	  1.7820634647e-006	  1.2171978798e-005	  1.5987414662e-005	
             24	            7.5	              0	            400	 1	  5.9918654711e-009	  2.9858033163e-006	  2.4767454921e-005	  3.8457284099e-005	
             28	            7.5	              0	            400	 1	  6.0323083259e-009	  4.3307235449e-006	  4.3076167552e-005	  7.7682069293e-005	
             32	            7.5	              0	            400	 1	  5.4536497247e-009	  5.6316606902e-006	  6.6671967214e-005	  1.3811959586e-004	
             36	            7.5	              0	            400	 1	  4.5190071033e-009	  6.7210648240e-006	  9.4250567515e-005	  2.2246137100e-004	
             40	            7.5	              0	            400	 1	  3.4830684197e-009	  7.4838322462e-006	  1.2384689240e-004	  3.3054676571e-004	
             44	            7.5	              0	            400	 1	  2.5255911966e-009	  7.8691285694e-006	  1.5309698344e-004	  4.5836905788e-004	
             48	            7.5	              0	            400	 1	  1.7383035731e-009	  7.8835343274e-006	  1.7949046984e-004	  5.9749499250e-004	
             52	            7.5	              0	            400	 1	  1.1437681940e-009	  7.5746148234e-006	  2.0062209238e-004	  7.3538315217e-004	
             56	            7.5	              0	            400	 1	  7.2354590045e-010	  7.0127958403e-006	  2.1446728162e-004	  8.5695733105e-004	
             60	            7.5	              0	            400	 1	  4.4206569471e-010	  6.2763320837e-006	  2.1967352040e-004	  9.4732086995e-004	
             64	            7.5	              0	            400	 1	  2.6181461703e-010	  5.4410257458e-006	  2.1580648544e-004	  9.9492161645e-004	
             68	            7.5	              0	            400	 1	  1.5075604232e-010	  4.5741220853e-006	  2.0346233441e-004	  9.9415003735e-004	
