              x	              y	              z	           time	in	                  A	                  B	                  C	                  D	
            100	            7.5	            2.5	            400	 1	  3.1187810028e-012	  8.5118267120e-007	  6.3419149058e-005	  3.9154092388e-004	
              0	            8.5	            2.5	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	            8.5	            2.5	            400	 1	  6.4668202915e-009	  1.6489187993e-007	  1.2633296592e-007	  9.6527609494e-009	
              8	            8.5	            2.5	            400	 1	  3.0322510139e-008	  1.5336510336e-006	  3.7299807737e-006	  1.8679626168e-006	
             12	            8.5	            2.5	            400	 1	  6.5230882221e-008	  5.0592962939e-006	  1.7067380364e-005	  1.2600851451e-005	
             16	            8.5	            2.5	            400	 1	  9.6112223260e-008	  1.0838255937e-005	  4.6412491234e-005	  4.3303215949e-005	
             20	            8.5	            2.5	            400	 1	  1.1193931195e-007	  1.8032286963e-005	  9.5006388182e-005	  1.0681564969e-004	
             24	            8.5	            2.5	            400	 1	  1.1055055363e-007	  2.5322848915e-005	  1.6168936245e-004	  2.1421373005e-004	
             28	            8.5	            2.5	            400	 1	  9.6528455238e-008	  3.1467175333e-005	  2.4142475748e-004	  3.7205000486e-004	
             32	            8.5	            2.5	            400	 1	  7.6598619996e-008	  3.5653557509e-005	  3.2693419749e-004	  5.8098648587e-004	
             36	            8.5	            2.5	            400	 1	  5.6233046413e-008	  3.7582706160e-005	  4.1047229520e-004	  8.3558802460e-004	
             40	            8.5	            2.5	            400	 1	  3.8705394714e-008	  3.7390402160e-005	  4.8515109865e-004	  1.1244985621e-003	
             44	            8.5	            2.5	            400	 1	  2.5251177963e-008	  3.5485901275e-005	  5.4560502799e-004	  1.4305976518e-003	
             48	            8.5	            2.5	            400	 1	  1.5748390048e-008	  3.2383285187e-005	  5.8809979368e-004	  1.7313830131e-003	
             52	            8.5	            2.5	            400	 1	  9.4513570484e-009	  2.8581927477e-005	  6.1040137508e-004	  2.0003199734e-003	
             56	            8.5	            2.5	            400	 1	  5.4855329026e-009	  2.4500448365e-005	  6.1165989728e-004	  2.2098587927e-003	
             60	            8.5	            2.5	            400	 1	  3.0904639750e-009	  2.0453678407e-005	  5.9241997674e-004	  2.3360166999e-003	
             64	            8.5	            2.5	            400	 1	  1.6950180120e-009	  1.6656541753e-005	  5.5469154558e-004	  2.3633886595e-003	
             68	            8.5	            2.5	            400	 1	  9.0719547954e-010	  1.3240851014e-005	  5.0191723497e-004	  2.2888678067e-003	
             72	            8.5	            2.5	            400	 1	  4.7473128018e-010	  1.0275065777e-005	  4.3869412853e-004	  2.1226380634e-003	
             76	            8.5	            2.5	            400	 1	  2.4328413513e-010	  7.7811715202e-006	  3.7022606539e-004	  1.8860063066e-003	
             80	            8.5	            2.5	            400	 1	  1.2226301702e-010	  5.7475067261e-006	  3.0162245978e-004	  1.6068127606e-003	
             84	            8.5	            2.5	            400	 1	  6.0328690144e-011	  4.1387308563e-006	  2.3723494224e-004	  1.3139367175e-003	
             88	            8.5	            2.5	            400	 1	  2.9260956212e-011	  2.9040185897e-006	  1.8018240762e-004	  1.0323657175e-003	
             92	            8.5	            2.5	            400	 1	  1.3970182672e-011	  1.9866047196e-006	  1.3234460985e-004	  7.8114078737e-004	
             96	            8.5	            2.5	            400	 1	  6.5004067562e-012	  1.3068394713e-006	  9.2776792205e-005	  5.6207017777e-004	
            100	            8.5	            2.5	            400	 1	  4.0312006505e-012	  1.0135592443e-006	  7.4655915601e-005	  4.5900944107e-004	
              0	            9.5	            2.5	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	            9.5	            2.5	            400	 1	  1.2764552839e-008	  3.1021793133e-007	  2.9925568896e-007	  2.5041777195e-008	
              8	            9.5	            2.5	            400	 1	  5.5518152137e-008	  2.5266385148e-006	  5.9690038439e-006	  2.9838626455e-006	
             12	            9.5	            2.5	            400	 1	  1.1394926256e-007	  7.8822425731e-006	  2.5553948770e-005	  1.8482048824e-005	
             16	            9.5	            2.5	            400	 1	  1.6182193227e-007	  1.6241643202e-005	  6.6768484520e-005	  6.0838774008e-005	
             20	            9.5	            2.5	            400	 1	  1.8278941367e-007	  2.6203650521e-005	  1.3264182573e-004	  1.4562262315e-004	
             24	            9.5	            2.5	            400	 1	  1.7583912468e-007	  3.5864444014e-005	  2.2030155215e-004	  2.8519960796e-004	
             28	            9.5	            2.5	            400	 1	  1.5007724012e-007	  4.3594516002e-005	  3.2220689988e-004	  4.8563867022e-004	
             32	            9.5	            2.5	            400	 1	  1.1671957528e-007	  4.8450669747e-005	  4.2855652225e-004	  7.4555885155e-004	
             36	            9.5	            2.5	            400	 1	  8.4134964520e-008	  5.0204519097e-005	  5.2959308153e-004	  1.0564140128e-003	
             40	            9.5	            2.5	            400	 1	  5.6953153427e-008	  4.9186419241e-005	  6.1715971192e-004	  1.4031263702e-003	
             44	            9.5	            2.5	            400	 1	  3.6598690930e-008	  4.6039950691e-005	  6.8534685239e-004	  1.7645654189e-003	
             48	            9.5	            2.5	            400	 1	  2.2513352671e-008	  4.1492022122e-005	  7.3043147539e-004	  2.1141385648e-003	
             52	            9.5	            2.5	            400	 1	  1.3341871299e-008	  3.6207751211e-005	  7.5055883551e-004	  2.4213438276e-003	
             56	            9.5	            2.5	            400	 1	  7.6540216362e-009	  3.0718555223e-005	  7.4547622455e-004	  2.6551432856e-003	
             60	            9.5	            2.5	            400	 1	  4.2656061654e-009	  2.5405458391e-005	  7.1645738555e-004	  2.7890671599e-003	
             64	            9.5	            2.5	            400	 1	  2.3156819542e-009	  2.0514171525e-005	  6.6633653959e-004	  2.8067731297e-003	
             68	            9.5	            2.5	            400	 1	  1.2273392227e-009	  1.6182958343e-005	  5.9945260546e-004	  2.7061157014e-003	
             72	            9.5	            2.5	            400	 1	  6.3628073658e-010	  1.2471894122e-005	  5.2133256463e-004	  2.5001005334e-003	
             76	            9.5	            2.5	            400	 1	  3.2315244271e-010	  9.3865179100e-006	  4.3807669661e-004	  2.2142535354e-003	
             80	            9.5	            2.5	            400	 1	  1.6099857137e-010	  6.8949315408e-006	  3.5557404148e-004	  1.8812703959e-003	
             84	            9.5	            2.5	            400	 1	  7.8779955312e-011	  4.9403949627e-006	  2.7876572082e-004	  1.5346926308e-003	
             88	            9.5	            2.5	            400	 1	  3.7902923760e-011	  3.4511658963e-006	  2.1112635191e-004	  1.2032852970e-003	
             92	            9.5	            2.5	            400	 1	  1.7955663177e-011	  2.3515279671e-006	  1.5468482018e-004	  9.0876551712e-004	
             96	            9.5	            2.5	            400	 1	  8.2929763449e-012	  1.5414045569e-006	  1.0819575574e-004	  6.5279894669e-004	
            100	            9.5	            2.5	            400	 1	  5.1170981252e-012	  1.1929978801e-006	  8.6951479606e-005	  5.3258395578e-004	
              0	           10.5	            2.5	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	           10.5	            2.5	            400	 1	  2.3873099426e-008	  5.4609891097e-007	  5.9180732948e-007	  5.1369014713e-008	
              8	           10.5	            2.5	            400	 1	  9.6913401390e-008	  3.9884382236e-006	  9.1426606666e-006	  4.5460347408e-006	
             12	           10.5	            2.5	            400	 1	  1.9030036221e-007	  1.1832064367e-005	  3.6936388272e-005	  2.6188459034e-005	
             16	           10.5	            2.5	            400	 1	  2.6102905046e-007	  2.3528585999e-005	  9.3106720075e-005	  8.2980483624e-005	
             20	           10.5	            2.5	            400	 1	  2.8660586514e-007	  3.6906087769e-005	  1.8001056505e-004	  1.9332000094e-004	
             24	           10.5	            2.5	            400	 1	  2.6916277588e-007	  4.9340064788e-005	  2.9241990582e-004	  3.7058707256e-004	
             28	           10.5	            2.5	            400	 1	  2.2502896938e-007	  5.8779485291e-005	  4.1971370302e-004	  6.1982731121e-004	
             32	           10.5	            2.5	            400	 1	  1.7183413599e-007	  6.4186771030e-005	  5.4919561141e-004	  9.3698859776e-004	
             36	           10.5	            2.5	            400	 1	  1.2181100598e-007	  6.5477876149e-005	  6.6895552041e-004	  1.3098354219e-003	
             40	           10.5	            2.5	            400	 1	  8.1211694334e-008	  6.3257545504e-005	  7.6961543521e-004	  1.7191195186e-003	
             44	           10.5	            2.5	            400	 1	  5.1473961207e-008	  5.8469291140e-005	  8.4488847065e-004	  2.1394075942e-003	
             48	           10.5	            2.5	            400	 1	  3.1268375111e-008	  5.2096172389e-005	  8.9127622126e-004	  2.5398684929e-003	
             52	           10.5	            2.5	            400	 1	  1.8318233215e-008	  4.4993631419e-005	  9.0751751947e-004	  2.8859924548e-003	
             56	           10.5	            2.5	            400	 1	  1.0398396850e-008	  3.7815589289e-005	  8.9414303236e-004	  3.1432966208e-003	
             60	           10.5	            2.5	            400	 1	  5.7382351884e-009	  3.1009269883e-005	  8.5330340173e-004	  3.2829395513e-003	
             64	           10.5	            2.5	            400	 1	  3.0862120530e-009	  2.4846247364e-005	  7.8876955718e-004	  3.2878263691e-003	
             68	           10.5	            2.5	            400	 1	  1.6212054804e-009	  1.9464006915e-005	  7.0585891248e-004	  3.1570256116e-003	
             72	           10.5	            2.5	            400	 1	  8.3329024507e-010	  1.4906505892e-005	  6.1108696192e-004	  2.9066708793e-003	
             76	           10.5	            2.5	            400	 1	  4.1971956364e-010	  1.1155641443e-005	  5.1148989737e-004	  2.5668370745e-003	
             80	           10.5	            2.5	            400	 1	  2.0744309591e-010	  8.1530536266e-006	  4.1375856410e-004	  2.1753899170e-003	
             84	           10.5	            2.5	            400	 1	  1.0072443394e-010	  5.8154433758e-006	  3.2342946411e-004	  1.7707946396e-003	
             88	           10.5	            2.5	            400	 1	  4.8100564189e-011	  4.0460016184e-006	  2.4432408985e-004	  1.3857751672e-003	
             92	           10.5	            2.5	            400	 1	  2.2623058037e-011	  2.7468375348e-006	  1.7860167120e-004	  1.0448273423e-003	
             96	           10.5	            2.5	            400	 1	  1.0377149871e-011	  1.7946958636e-006	  1.2467247155e-004	  7.4939894952e-004	
            100	           10.5	            2.5	            400	 1	  6.3734607306e-012	  1.3864022748e-006	  1.0007671194e-004	  6.1086116013e-004	
              0	           11.5	            2.5	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	           11.5	            2.5	            400	 1	  4.2089045426e-008	  9.0165243649e-007	  1.0376982874e-006	  9.1642544052e-008	
              8	           11.5	            2.5	            400	 1	  1.6055159595e-007	  6.0187736189e-006	  1.3392957072e-005	  6.6110315769e-006	
             12	           11.5	            2.5	            400	 1	  3.0258342445e-007	  1.7076678035e-005	  5.1480215956e-005	  3.5828930845e-005	
             16	           11.5	            2.5	            400	 1	  4.0198602152e-007	  3.2893050613e-005	  1.2572137504e-004	  1.0980599181e-004	
             20	           11.5	            2.5	            400	 1	  4.3028976944e-007	  5.0310118751e-005	  2.3725837379e-004	  2.4975653937e-004	
             24	           11.5	            2.5	            400	 1	  3.9562642364e-007	  6.5861343845e-005	  3.7785288171e-004	  4.6971073722e-004	
             28	           11.5	            2.5	            400	 1	  3.2481333552e-007	  7.7060864419e-005	  5.3327456505e-004	  7.7312009563e-004	
             32	           11.5	            2.5	            400	 1	  2.4402379921e-007	  8.2830566609e-005	  6.8763527641e-004	  1.1526644420e-003	
             36	           11.5	            2.5	            400	 1	  1.7042266677e-007	  8.3317352910e-005	  8.2680927993e-004	  1.5919117402e-003	
             40	           11.5	            2.5	            400	 1	  1.1208541924e-007	  7.9484389794e-005	  9.4030643482e-004	  2.0670967569e-003	
             44	           11.5	            2.5	            400	 1	  7.0172255437e-008	  7.2639324794e-005	  1.0216683267e-003	  2.5483070469e-003	
             48	           11.5	            2.5	            400	 1	  4.2148606376e-008	  6.4060632504e-005	  1.0678528191e-003	  3.0004441183e-003	
             52	           11.5	            2.5	            400	 1	  2.4439021352e-008	  5.4813964088e-005	  1.0784081127e-003	  3.3850639818e-003	
             56	           11.5	            2.5	            400	 1	  1.3742674506e-008	  4.5681061657e-005	  1.0548248267e-003	  3.6643805779e-003	
             60	           11.5	            2.5	            400	 1	  7.5173579179e-009	  3.7171886422e-005	  1.0002608412e-003	  3.8073661296e-003	
             64	           11.5	            2.5	            400	 1	  4.0094432611e-009	  2.9576763893e-005	  9.1951483419e-004	  3.7963858110e-003	
             68	           11.5	            2.5	            400	 1	  2.0893245286e-009	  2.3023893919e-005	  8.1894077474e-004	  3.6319538387e-003	
             72	           11.5	            2.5	            400	 1	  1.0655814635e-009	  1.7532707357e-005	  7.0607588478e-004	  3.3335702664e-003	
             76	           11.5	            2.5	            400	 1	  5.3268944852e-010	  1.3053995272e-005	  5.8890722142e-004	  2.9360865231e-003	
             80	           11.5	            2.5	            400	 1	  2.6135955159e-010	  9.4967164278e-006	  4.7492826242e-004	  2.4827345680e-003	
             84	           11.5	            2.5	            400	 1	  1.2600862755e-010	  6.7460334208e-006	  3.7026043333e-004	  2.0170508165e-003	
             88	           11.5	            2.5	            400	 1	  5.9764886975e-011	  4.6761979467e-006	  2.7905293868e-004	  1.5758065383e-003	
             92	           11.5	            2.5	            400	 1	  2.7924302877e-011	  3.1642287675e-006	  2.0357159112e-004	  1.1863126061e-003	
             96	           11.5	            2.5	            400	 1	  1.2728542145e-011	  2.0613318014e-006	  1.4184455352e-004	  8.4972465210e-004	
            100	           11.5	            2.5	            400	 1	  7.7844467036e-012	  1.5896371068e-006	  1.1374219221e-004	  6.9209981152e-004	
              0	           12.5	            2.5	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	           12.5	            2.5	            400	 1	  6.9567206375e-008	  1.3967226037e-006	  1.6563512174e-006	  1.4753309294e-007	
              8	           12.5	            2.5	            400	 1	  2.5126942087e-007	  8.6635900220e-006	  1.8750323684e-005	  9.1835215059e-006	
             12	           12.5	            2.5	            400	 1	  4.5620347753e-007	  2.3651393255e-005	  6.9119295001e-005	  4.7309644110e-005	
             16	           12.5	            2.5	            400	 1	  5.8911174426e-007	  4.4311794321e-005	  1.6424813090e-004	  1.4090541885e-004	
             20	           12.5	            2.5	            400	 1	  6.1707575862e-007	  6.6305033478e-005	  3.0350027093e-004	  3.1387857128e-004	
             24	           12.5	            2.5	            400	 1	  5.5737496001e-007	  8.5226478344e-005	  4.7503188960e-004	  5.8049818800e-004	
             28	           12.5	            2.5	            400	 1	  4.5069529598e-007	  9.8162247329e-005	  6.6057385310e-004	  9.4207910243e-004	
             32	           12.5	            2.5	            400	 1	  3.3386958029e-007	  1.0405681360e-004	  8.4085035925e-004	  1.3875261352e-003	
             36	           12.5	            2.5	            400	 1	  2.3016513960e-007	  1.0338004529e-004	  9.9953759666e-004	  1.8958199485e-003	
             40	           12.5	            2.5	            400	 1	  1.4958850713e-007	  9.7532437084e-005	  1.1251892461e-003	  2.4384671512e-003	
             44	           12.5	            2.5	            400	 1	  9.2642600621e-008	  8.8242321606e-005	  1.2113986048e-003	  2.9810318359e-003	
             48	           12.5	            2.5	            400	 1	  5.5096140593e-008	  7.7115644347e-005	  1.2558077915e-003	  3.4842399112e-003	
             52	           12.5	            2.5	            400	 1	  3.1659335908e-008	  6.5441059150e-005	  1.2589692856e-003	  3.9058957422e-003	
             56	           12.5	            2.5	            400	 1	  1.7656712418e-008	  5.4128670056e-005	  1.2234840522e-003	  4.2051376371e-003	
             60	           12.5	            2.5	            400	 1	  9.5842643085e-009	  4.3744895691e-005	  1.1536186651e-003	  4.3489894938e-003	
             64	           12.5	            2.5	            400	 1	  5.0743555609e-009	  3.4590291529e-005	  1.0552607394e-003	  4.3194973887e-003	
             68	           12.5	            2.5	            400	 1	  2.6254546332e-009	  2.6774848567e-005	  9.3582924702e-004	  4.1188098692e-003	
             72	           12.5	            2.5	            400	 1	  1.3297323057e-009	  2.0285230340e-005	  8.0388779406e-004	  3.7699408925e-003	
             76	           12.5	            2.5	            400	 1	  6.6024428478e-010	  1.5034121145e-005	  6.6836318925e-004	  3.3126206474e-003	
             80	           12.5	            2.5	            400	 1	  3.2181126448e-010	  1.0892186599e-005	  5.3753076407e-004	  2.7955049812e-003	
             84	           12.5	            2.5	            400	 1	  1.5416361599e-010	  7.7087334995e-006	  4.1807091200e-004	  2.2672193525e-003	
             88	           12.5	            2.5	            400	 1	  7.2667321116e-011	  5.3258558447e-006	  3.1443281048e-004	  1.7685682679e-003	
             92	           12.5	            2.5	            400	 1	  3.3750615010e-011	  3.5931585028e-006	  2.2896235537e-004	  1.3296432354e-003	
             96	           12.5	            2.5	            400	 1	  1.5297028863e-011	  2.3345728137e-006	  1.5927761722e-004	  9.5124161019e-004	
            100	           12.5	            2.5	            400	 1	  9.3192683611e-012	  1.7975642115e-006	  1.2760244180e-004	  7.7424896891e-004	
              0	           13.5	            2.5	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	           13.5	            2.5	            400	 1	  1.0723928861e-007	  2.0290448411e-006	  2.4391996738e-006	  2.9023602195e-007	
              8	           13.5	            2.5	            400	 1	  3.6991214734e-007	  1.1873878536e-005	  2.5078681470e-005	  1.2197043501e-005	
             12	           13.5	            2.5	            400	 1	  6.4978786712e-007	  3.1390591879e-005	  8.9346323817e-005	  6.0283743772e-005	
             16	           13.5	            2.5	            400	 1	  8.1955161267e-007	  5.7464614432e-005	  2.0750764943e-004	  1.7529724580e-004	
             20	           13.5	            2.5	            400	 1	  8.4402841034e-007	  8.4421192295e-005	  3.7664250253e-004	  3.8362326206e-004	
             24	           13.5	            2.5	            400	 1	  7.5189568310e-007	  1.0685263622e-004	  5.8084020920e-004	  6.9936185409e-004	
             28	           13.5	            2.5	            400	 1	  6.0065838354e-007	  1.2143766620e-004	  7.9750823030e-004	  1.1212397776e-003	
             32	           13.5	            2.5	            400	 1	  4.3977399599e-007	  1.2720683543e-004	  1.0039050660e-003	  1.6340231527e-003	
             36	           13.5	            2.5	            400	 1	  2.9988615793e-007	  1.2503925745e-004	  1.1816003589e-003	  2.2118723731e-003	
             40	           13.5	            2.5	            400	 1	  1.9293613100e-007	  1.1683579233e-004	  1.3183739796e-003	  2.8215165093e-003	
             44	           13.5	            2.5	            400	 1	  1.1837865067e-007	  1.0478855049e-004	  1.4080863419e-003	  3.4240912790e-003	
             48	           13.5	            2.5	            400	 1	  6.9808419850e-008	  9.0853003843e-005	  1.4492639596e-003	  3.9763536989e-003	
             52	           13.5	            2.5	            400	 1	  3.9805855977e-008	  7.6544020533e-005	  1.4436137795e-003	  4.4326389745e-003	
             56	           13.5	            2.5	            400	 1	  2.2043788279e-008	  6.2896467924e-005	  1.3949560678e-003	  4.7493052012e-003	
             60	           13.5	            2.5	            400	 1	  1.1886373840e-008	  5.0525536517e-005	  1.3087296009e-003	  4.8916980071e-003	
             64	           13.5	            2.5	            400	 1	  6.2531420298e-009	  3.9733111513e-005	  1.1919350611e-003	  4.8417535729e-003	
             68	           13.5	            2.5	            400	 1	  3.2152423035e-009	  3.0602608266e-005	  1.0530509941e-003	  4.6033802475e-003	
             72	           13.5	            2.5	            400	 1	  1.6184949266e-009	  2.3080799287e-005	  9.0164169381e-004	  4.2031421563e-003	
             76	           13.5	            2.5	            400	 1	  7.9880146200e-010	  1.7036539395e-005	  7.4753625721e-004	  3.6856065302e-003	
             80	           13.5	            2.5	            400	 1	  3.8706445586e-010	  1.2297852257e-005	  5.9975026950e-004	  3.1047565528e-003	
             84	           13.5	            2.5	            400	 1	  1.8436748557e-010	  8.6750448996e-006	  4.6548325188e-004	  2.5141836154e-003	
             88	           13.5	            2.5	            400	 1	  8.6425806604e-011	  5.9758792290e-006	  3.4945026391e-004	  1.9586023902e-003	
             92	           13.5	            2.5	            400	 1	  3.9927569545e-011	  4.0211039560e-006	  2.5405053328e-004	  1.4707778469e-003	
             96	           13.5	            2.5	            400	 1	  1.8005105309e-011	  2.6064923600e-006	  1.7647735514e-004	  1.0510982364e-003	
            100	           13.5	            2.5	            400	 1	  1.0931415783e-011	  2.0041752280e-006	  1.4126556392e-004	  8.5500612612e-004	
              0	           14.5	            2.5	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	           14.5	            2.5	            400	 1	  1.5352825130e-007	  2.7640461059e-006	  3.3411305839e-006	  4.8318784485e-007	
              8	           14.5	            2.5	            400	 1	  5.1037734682e-007	  1.5480324360e-005	  3.2052817022e-005	  1.5499210347e-005	
             12	           14.5	            2.5	            400	 1	  8.7204014887e-007	  3.9896937232e-005	  1.1118328876e-004	  7.4143067870e-005	
             16	           14.5	            2.5	            400	 1	  1.0815635223e-006	  7.1711182879e-005	  2.5348573662e-004	  2.1143404219e-004	
             20	           14.5	            2.5	            400	 1	  1.1010905131e-006	  1.0381571484e-004	  4.5339657819e-004	  4.5596195126e-004	
             24	           14.5	            2.5	            400	 1	  9.7128791866e-007	  1.2976973696e-004	  6.9067433637e-004	  8.2130448759e-004	
             28	           14.5	            2.5	            400	 1	  7.6881971258e-007	  1.4587185188e-004	  9.3829754840e-004	  1.3032982824e-003	
             32	           14.5	            2.5	            400	 1	  5.5764648675e-007	  1.5129656696e-004	  1.1701083523e-003	  1.8823910991e-003	
             36	           14.5	            2.5	            400	 1	  3.7690653719e-007	  1.4739671570e-004	  1.3657246650e-003	  2.5278867831e-003	
             40	           14.5	            2.5	            400	 1	  2.4045484036e-007	  1.3661156402e-004	  1.5123389872e-003	  3.2018657753e-003	
             44	           14.5	            2.5	            400	 1	  1.4638502173e-007	  1.2162138724e-004	  1.6042610372e-003	  3.8612701893e-003	
             48	           14.5	            2.5	            400	 1	  8.5727317247e-008	  1.0473990753e-004	  1.6410489709e-003	  4.4592014215e-003	
             52	           14.5	            2.5	            400	 1	  4.8571297090e-008	  8.7700231500e-005	  1.6256479398e-003	  4.9468940665e-003	
             56	           14.5	            2.5	            400	 1	  2.6737238393e-008	  7.1655997085e-005	  1.5631527452e-003	  5.2782672769e-003	
             60	           14.5	            2.5	            400	 1	  1.4335331964e-008	  5.7263845824e-005	  1.4601935589e-003	  5.4172688998e-003	
             64	           14.5	            2.5	            400	 1	  7.5002669131e-009	  4.4818730357e-005	  1.3248656363e-003	  5.3459046655e-003	
             68	           14.5	            2.5	            400	 1	  3.8358162966e-009	  3.4370595411e-005	  1.1666649804e-003	  5.0698885728e-003	
             72	           14.5	            2.5	            400	 1	  1.9206429524e-009	  2.5821225802e-005	  9.9610009105e-004	  4.6192450973e-003	
             76	           14.5	            2.5	            400	 1	  9.4296796419e-010	  1.8991987193e-005	  8.2383942190e-004	  4.0431803033e-003	
             80	           14.5	            2.5	            400	 1	  4.5458009204e-010	  1.3665802458e-005	  6.5957805403e-004	  3.4007444824e-003	
             84	           14.5	            2.5	            400	 1	  2.1544746066e-010	  9.6124892471e-006	  5.1098307519e-004	  2.7502249176e-003	
             88	           14.5	            2.5	            400	 1	  1.0050822012e-010	  6.6047055595e-006	  3.8299742907e-004	  2.1400120517e-003	
             92	           14.5	            2.5	            400	 1	  4.6217608036e-011	  4.4340421468e-006	  2.7804912472e-004	  1.6053648401e-003	
             96	           14.5	            2.5	            400	 1	  2.0749350055e-011	  2.8682801335e-006	  1.9290832089e-004	  1.1462332439e-003	
            100	           14.5	            2.5	            400	 1	  1.2559663445e-011	  2.2028212061e-006	  1.5430808793e-004	  9.3190369031e-004	
              0	           15.5	            2.5	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	           15.5	            2.5	            400	 1	  2.0359020253e-007	  3.5357066486e-006	  4.2847798507e-006	  6.9572742494e-007	
              8	           15.5	            2.5	            400	 1	  6.5889659559e-007	  1.9205692631e-005	  3.9188562287e-005	  1.8869093866e-005	
             12	           15.5	            2.5	            400	 1	  1.1031107591e-006	  4.8578630447e-005	  1.3326183514e-004	  8.8066505250e-005	
             16	           15.5	            2.5	            400	 1	  1.3557639895e-006	  8.6146487494e-005	  2.9949348894e-004	  2.4731815501e-004	
             20	           15.5	            2.5	            400	 1	  1.3709397654e-006	  1.2333317978e-004	  5.2953088841e-004	  5.2711761574e-004	
             24	           15.5	            2.5	            400	 1	  1.2014930503e-006	  1.5268079474e-004	  7.9877555454e-004	  9.4026130706e-004	
             28	           15.5	            2.5	            400	 1	  9.4463163278e-007	  1.7013723099e-004	  1.0758764235e-003	  1.4795885666e-003	
             32	           15.5	            2.5	            400	 1	  6.8049519013e-007	  1.7507100999e-004	  1.3314424029e-003	  2.1212595824e-003	
             36	           15.5	            2.5	            400	 1	  4.5695913495e-007	  1.6933464795e-004	  1.5433505261e-003	  2.8299106486e-003	
             40	           15.5	            2.5	            400	 1	  2.8964649729e-007	  1.5590700117e-004	  1.6983771425e-003	  3.5632935077e-003	
             44	           15.5	            2.5	            400	 1	  1.7525745082e-007	  1.3795778386e-004	  1.7914066218e-003	  4.2745267492e-003	
             48	           15.5	            2.5	            400	 1	  1.0208553723e-007	  1.1815087956e-004	  1.8230987398e-003	  4.9134667917e-003	
             52	           15.5	            2.5	            400	 1	  5.7535453720e-008	  9.8419655078e-005	  1.7976384938e-003	  5.4286817639e-003	
             56	           15.5	            2.5	            400	 1	  3.1508509014e-008	  8.0030388712e-005	  1.7213879125e-003	  5.7720159965e-003	
             60	           15.5	            2.5	            400	 1	  1.6810637200e-008	  6.3676158420e-005	  1.6021403179e-003	  5.9062896794e-003	
             64	           15.5	            2.5	            400	 1	  8.7541897938e-009	  4.9637778676e-005	  1.4490200874e-003	  5.8137141978e-003	
             68	           15.5	            2.5	            400	 1	  4.4566323731e-009	  3.7927065477e-005	  1.2724609959e-003	  5.5017641451e-003	
             72	           15.5	            2.5	            400	 1	  2.2213994680e-009	  2.8398484531e-005	  1.0838293223e-003	  5.0037003688e-003	
             76	           15.5	            2.5	            400	 1	  1.0857545828e-009	  2.0824955783e-005	  8.9454632509e-004	  4.3730081155e-003	
             80	           15.5	            2.5	            400	 1	  5.2112026240e-010	  1.4944243626e-005	  7.1490897010e-004	  3.6733787930e-003	
             84	           15.5	            2.5	            400	 1	  2.4593154967e-010	  1.0486225832e-005	  5.5299106422e-004	  2.9673789113e-003	
             88	           15.5	            2.5	            400	 1	  1.1425681911e-010	  7.1893659729e-006	  4.1392389038e-004	  2.3067310595e-003	
             92	           15.5	            2.5	            400	 1	  5.2331328210e-011	  4.8171307427e-006	  3.0014400703e-004	  1.7289395056e-003	
             96	           15.5	            2.5	            400	 1	  2.3405467847e-011	  3.1106646661e-006	  2.0801847375e-004	  1.2335131571e-003	
            100	           15.5	            2.5	            400	 1	  1.4131099544e-011	  2.3865291437e-006	  1.6629426405e-004	  1.0024192855e-003	
              0	           16.5	            2.5	            400	 1	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	  0.0000000000e+000	
              4	           16.5	            2.5	            400	 1	  2.5049742440e-007	  4.2631590197e-006	  5.1786708675e-006	  9.0188117911e-007	
              8	           16.5	            2.5	            400	 1	  7.9849417230e-007	  2.2721731231e-005	  4.5922375287e-005	  2.2051895368e-005	
             12	           16.5	            2.5	            400	 1	  1.3199689330e-006	  5.6751710082e-005	  1.5400975496e-004	  1.0111847095e-004	
             16	           16.5	            2.5	            400	 1	  1.6181224716e-006	  9.9725523480e-005	  3.4249161656e-004	  2.8071365455e-004	
             20	           16.5	            2.5	            400	 1	  1.6298570113e-006	  1.4163875889e-004	  6.0032469167e-004	  5.9292497955e-004	
             24	           16.5	            2.5	            400	 1	  1.4226872892e-006	  1.7409453251e-004	  8.9878426068e-004	  1.0496280642e-003	
             28	           16.5	            2.5	            400	 1	  1.1132000979e-006	  1.9271907021e-004	  1.2025169313e-003	  1.6407811101e-003	
             32	           16.5	            2.5	            400	 1	  7.9862849111e-007	  1.9711143861e-004	  1.4792191052e-003	  2.3385201709e-003	
