   331.493   331.865   332.990   334.877   337.403   339.620   336.525   326.110   323.961     0.000
     0.000     0.000     0.000     0.000     0.000     0.000   334.556   335.032   336.485   338.986
   342.678   347.482   344.848   332.608   343.782     0.000     0.000     0.000     0.000     0.000
     0.000     0.000   336.643   337.198   338.892   341.809   346.118   351.966   352.844   342.517
   359.403     0.000     0.000     0.000     0.000     0.000     0.000     0.000   337.610   338.211
   340.045   343.161   347.378   351.704   362.779   366.964   375.707     0.000     0.000     0.000
     0.000     0.000     0.000     0.000   337.372   337.983   339.896   343.400   349.236   358.964
   369.342   376.617   382.556     0.000     0.000     0.000     0.000     0.000     0.000     0.000
   335.905   336.444   338.124   341.204   346.435   355.734   367.602   376.039   381.024     0.000
     0.000     0.000     0.000     0.000     0.000     0.000   333.345   333.743   334.912   336.737
   338.766   340.114   357.714   367.392   372.519     0.000     0.000     0.000     0.000     0.000
     0.000     0.000   329.964   330.237   331.000   332.042   332.914   333.431   345.191   351.214
   354.186     0.000     0.000     0.000     0.000     0.000     0.000     0.000   325.993   326.199
   326.757   327.476   328.012   328.368   328.733   327.388   323.764     0.000     0.000     0.000
     0.000     0.000     0.000     0.000   331.495   331.867   332.993   334.881   337.414   339.696
   336.558   324.928   321.520   315.268   309.931   298.607   292.705   286.803   280.902   276.475
   334.557   335.034   336.487   338.991   342.718   348.082   345.400   331.117   345.258   358.540
   361.691   361.610   357.300   350.653   343.538   340.701   336.643   337.199   338.893   341.813
   346.153   352.505   353.359   340.197   361.241   378.799   382.007   378.541   372.144   362.453
   349.340   345.488   337.610   338.212   340.047   343.162   347.338   350.911   363.349   367.532
   377.204   387.638   384.750   373.599   364.469   349.958   313.578   309.744   337.372   337.984
   339.898   343.406   349.279   359.511   369.976   377.259   383.682   386.748   372.327   340.062
   333.808   325.816   316.401   312.155   335.906   336.445   338.126   341.210   346.479   356.280
   368.246   376.679   381.965   380.081   351.001   342.355   338.479   353.793   356.221   356.138
   333.347   333.744   334.914   336.739   338.703   338.714   358.301   368.064   373.635   376.176
   367.752   363.215   361.865   365.643   367.215   367.476   329.966   330.240   331.003   332.044
   332.881   332.716   345.728   351.808   355.187   358.164   355.519   354.228   353.047   353.277
   353.250   353.029   325.996   326.201   326.760   327.479   327.988   327.805   326.999   324.868
   319.981   312.693   307.938   298.333   293.750   289.167   284.583   281.146   331.499   331.872
   333.000   334.892   337.435   339.824   336.673   321.458   316.312   310.410   304.508   298.607
   292.705   286.803   280.902   276.475   334.560   335.038   336.494   339.003   342.784   350.018
   347.339   326.148   347.474   360.381   363.618   364.380   360.063   353.337   346.125   343.269
   336.645   337.201   338.898   341.823   346.215   354.325   355.205   332.049   363.524   380.230
   383.354   379.919   373.578   363.993   351.134   347.312   337.611   338.213   340.050   343.168
   347.282   348.000   365.210   369.448   379.237   388.919   386.051   375.076   366.045   351.820
   309.627   307.199   337.373   337.986   339.903   343.420   349.364   361.346   371.892   379.142
   385.471   388.041   373.813   336.627   331.942   323.000   314.058   309.374   335.908   336.448
   338.133   341.227   346.573   358.178   370.194   378.562   383.678   381.438   347.750   341.058
   336.374   355.405   357.962   357.942   333.352   333.750   334.922   336.749   338.640   333.854
   360.271   370.049   375.514   377.568   369.146   364.696   363.369   367.111   368.674   368.937
   329.973   330.247   331.011   332.054   332.856   330.417   347.720   353.890   357.295   360.002
   357.408   356.802   355.670   355.974   356.006   355.819   326.004   326.210   326.769   327.489
   327.977   326.220   321.250   316.667   312.083   307.500   302.917   298.333   293.750   289.167
   284.583   281.146
