         X	         Y	         Z	         A	         B	         C	         D	
   4.00000	  15.50000	   1.50000	    0.1820939140E-07	    0.5435788767E-06	    0.1618350400E-05	    0.1392634555E-05	
   8.00000	  15.50000	   1.50000	    0.8567920783E-07	    0.2814073483E-05	    0.8844513138E-05	    0.7931319686E-05	
  12.00000	  15.50000	   1.50000	    0.2270995821E-06	    0.8683615909E-05	    0.2971548895E-04	    0.2842634587E-04	
  16.00000	  15.50000	   1.50000	    0.4180096605E-06	    0.1952137087E-04	    0.7455676491E-04	    0.7750899844E-04	
  20.00000	  15.50000	   1.50000	    0.5876515289E-06	    0.3485454875E-04	    0.1513491844E-03	    0.1733349568E-03	
  24.00000	  15.50000	   1.50000	    0.6717985582E-06	    0.5220674002E-04	    0.2611495129E-03	    0.3325520820E-03	
  28.00000	  15.50000	   1.50000	    0.6539096497E-06	    0.6824052297E-04	    0.3967214267E-03	    0.5649634202E-03	
  32.00000	  15.50000	   1.50000	    0.5610885156E-06	    0.8017509110E-04	    0.5447723411E-03	    0.8702437301E-03	
  36.00000	  15.50000	   1.50000	    0.4357563507E-06	    0.8658611195E-04	    0.6899224673E-03	    0.1237502182E-02	
  40.00000	  15.50000	   1.50000	    0.3125415130E-06	    0.8743484415E-04	    0.8183079494E-03	    0.1647013381E-02	
  44.00000	  15.50000	   1.50000	    0.2102522908E-06	    0.8364100416E-04	    0.9197157339E-03	    0.2072881703E-02	
  48.00000	  15.50000	   1.50000	    0.1342558168E-06	    0.7655860523E-04	    0.9881763956E-03	    0.2485656281E-02	
  52.00000	  15.50000	   1.50000	    0.8213487556E-07	    0.6756434298E-04	    0.1021496843E-02	    0.2854533335E-02	
  56.00000	  15.50000	   1.50000	    0.4849541374E-07	    0.5781845590E-04	    0.1020334415E-02	    0.3149373156E-02	
  60.00000	  15.50000	   1.50000	    0.2779519554E-07	    0.4817388070E-04	    0.9872911459E-03	    0.3343056034E-02	
  64.00000	  15.50000	   1.50000	    0.1553620456E-07	    0.3918234001E-04	    0.9262936900E-03	    0.3414566440E-02	
  68.00000	  15.50000	   1.50000	    0.8500377206E-08	    0.3114927459E-04	    0.8423040209E-03	    0.3352651553E-02	
  72.00000	  15.50000	   1.50000	    0.4566020665E-08	    0.2420316285E-04	    0.7412289037E-03	    0.3159182385E-02	
  76.00000	  15.50000	   1.50000	    0.2413532143E-08	    0.1835873957E-04	    0.6298050566E-03	    0.2850856990E-02	
  80.00000	  15.50000	   1.50000	    0.1257563418E-08	    0.1356467026E-04	    0.5152609419E-03	    0.2458011296E-02	
  84.00000	  15.50000	   1.50000	    0.6466079771E-09	    0.9734046885E-05	    0.4046860707E-03	    0.2020151877E-02	
  88.00000	  15.50000	   1.50000	    0.3282120559E-09	    0.6760978779E-05	    0.3042144988E-03	    0.1579079898E-02	
  92.00000	  15.50000	   1.50000	    0.1643961368E-09	    0.4528771357E-05	    0.2182608872E-03	    0.1171516873E-02	
  96.00000	  15.50000	   1.50000	    0.8115061470E-10	    0.2914986039E-05	    0.1490639473E-03	    0.8234046894E-03	
 100.00000	  15.50000	   1.50000	    0.3939160546E-10	    0.1796757648E-05	    0.9668471387E-04	    0.5473811726E-03	
   0.00000	  16.50000	   1.50000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  16.50000	   1.50000	    0.2135185302E-07	    0.6262275967E-06	    0.1842310371E-05	    0.1569185702E-05	
   8.00000	  16.50000	   1.50000	    0.1002222482E-06	    0.3234368460E-05	    0.1004718547E-04	    0.8920081448E-05	
  12.00000	  16.50000	   1.50000	    0.2646574508E-06	    0.9944645298E-05	    0.3364605436E-04	    0.3187764094E-04	
  16.00000	  16.50000	   1.50000	    0.4848590461E-06	    0.2225522320E-04	    0.8407224994E-04	    0.8660249552E-04	
  20.00000	  16.50000	   1.50000	    0.6780212316E-06	    0.3953307906E-04	    0.1698742866E-03	    0.1928709404E-03	
  24.00000	  16.50000	   1.50000	    0.7707562362E-06	    0.5889526193E-04	    0.2916764541E-03	    0.3684125456E-03	
  28.00000	  16.50000	   1.50000	    0.7459467242E-06	    0.7656292955E-04	    0.4408934636E-03	    0.6231050352E-03	
  32.00000	  16.50000	   1.50000	    0.6364433018E-06	    0.8946968843E-04	    0.6024668978E-03	    0.9556057399E-03	
  36.00000	  16.50000	   1.50000	    0.4915660867E-06	    0.9612297986E-04	    0.7593901416E-03	    0.1353169599E-02	
  40.00000	  16.50000	   1.50000	    0.3507156759E-06	    0.9658618222E-04	    0.8966668452E-03	    0.1793786905E-02	
  44.00000	  16.50000	   1.50000	    0.2347535927E-06	    0.9196540242E-04	    0.1003545859E-02	    0.2249226029E-02	
  48.00000	  16.50000	   1.50000	    0.1491935808E-06	    0.8381152550E-04	    0.1074031420E-02	    0.2687904873E-02	
  52.00000	  16.50000	   1.50000	    0.9086834035E-07	    0.7366536719E-04	    0.1106252805E-02	    0.3077221747E-02	
  56.00000	  16.50000	   1.50000	    0.5342855297E-07	    0.6280290029E-04	    0.1101373565E-02	    0.3385621764E-02	
  60.00000	  16.50000	   1.50000	    0.3050318395E-07	    0.5214622998E-04	    0.1062561366E-02	    0.3584987798E-02	
  64.00000	  16.50000	   1.50000	    0.1698760115E-07	    0.4227951854E-04	    0.9942961355E-03	    0.3653792382E-02	
  68.00000	  16.50000	   1.50000	    0.9262744740E-08	    0.3351554166E-04	    0.9020541920E-03	    0.3580862493E-02	
  72.00000	  16.50000	   1.50000	    0.4959643006E-08	    0.2597519944E-04	    0.7922184198E-03	    0.3368844181E-02	
  76.00000	  16.50000	   1.50000	    0.2613774791E-08	    0.1965830510E-04	    0.6719708129E-03	    0.3035934893E-02	
  80.00000	  16.50000	   1.50000	    0.1358110533E-08	    0.1449615197E-04	    0.5489520932E-03	    0.2614583678E-02	
  84.00000	  16.50000	   1.50000	    0.6965011254E-09	    0.1038470592E-04	    0.4306127129E-03	    0.2146754903E-02	
  88.00000	  16.50000	   1.50000	    0.3526921439E-09	    0.7202367440E-05	    0.3233665663E-03	    0.1676673733E-02	
  92.00000	  16.50000	   1.50000	    0.1762703718E-09	    0.4818452260E-05	    0.2317983520E-03	    0.1243067214E-02	
  96.00000	  16.50000	   1.50000	    0.8683877238E-10	    0.3098201556E-05	    0.1581930185E-03	    0.8731871637E-03	
 100.00000	  16.50000	   1.50000	    0.4207738586E-10	    0.1908013051E-05	    0.1025424385E-03	    0.5801900295E-03	
   0.00000	  17.50000	   1.50000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  17.50000	   1.50000	    0.2406197664E-07	    0.6975258071E-06	    0.2034979689E-05	    0.1720470833E-05	
   8.00000	  17.50000	   1.50000	    0.1127739890E-06	    0.3596871214E-05	    0.1108118695E-04	    0.9766643257E-05	
  12.00000	  17.50000	   1.50000	    0.2970991300E-06	    0.1103167845E-04	    0.3702158119E-04	    0.3482848210E-04	
  16.00000	  17.50000	   1.50000	    0.5426283049E-06	    0.2460929940E-04	    0.9223033202E-04	    0.9436239621E-04	
  20.00000	  17.50000	   1.50000	    0.7561017898E-06	    0.4355483943E-04	    0.1857215192E-03	    0.2095018682E-03	
  24.00000	  17.50000	   1.50000	    0.8561790064E-06	    0.6463176025E-04	    0.3177207850E-03	    0.3988559722E-03	
  28.00000	  17.50000	   1.50000	    0.8252690883E-06	    0.8368116761E-04	    0.4784658360E-03	    0.6723151498E-03	
  32.00000	  17.50000	   1.50000	    0.7012487099E-06	    0.9739504366E-04	    0.6513836109E-03	    0.1027627797E-02	
  36.00000	  17.50000	   1.50000	    0.5394402432E-06	    0.1042283918E-03	    0.8180939679E-03	    0.1450451769E-02	
  40.00000	  17.50000	   1.50000	    0.3833695877E-06	    0.1043379585E-03	    0.9626653126E-03	    0.1916846156E-02	
  44.00000	  17.50000	   1.50000	    0.2556496259E-06	    0.9899323036E-04	    0.1073924268E-02	    0.2396634607E-02	
  48.00000	  17.50000	   1.50000	    0.1618947332E-06	    0.8991482787E-04	    0.1145885935E-02	    0.2856487460E-02	
  52.00000	  17.50000	   1.50000	    0.9827171622E-07	    0.7878324566E-04	    0.1176979002E-02	    0.3262352038E-02	
  56.00000	  17.50000	   1.50000	    0.5759797164E-07	    0.6697163556E-04	    0.1168812783E-02	    0.3581551060E-02	
  60.00000	  17.50000	   1.50000	    0.3278533691E-07	    0.5545914489E-04	    0.1125041834E-02	    0.3785193955E-02	
  64.00000	  17.50000	   1.50000	    0.1820736421E-07	    0.4485576268E-04	    0.1050614724E-02	    0.3851377245E-02	
  68.00000	  17.50000	   1.50000	    0.9901737646E-08	    0.3547904405E-04	    0.9514373446E-03	    0.3769031189E-02	
  72.00000	  17.50000	   1.50000	    0.5288727458E-08	    0.2744237244E-04	    0.8342851953E-03	    0.3541465760E-02	
  76.00000	  17.50000	   1.50000	    0.2780782102E-08	    0.2073215905E-04	    0.7067035923E-03	    0.3188125056E-02	
  80.00000	  17.50000	   1.50000	    0.1441777921E-08	    0.1526450024E-04	    0.5766669559E-03	    0.2743196751E-02	
  84.00000	  17.50000	   1.50000	    0.7379290292E-09	    0.1092058939E-04	    0.4519160367E-03	    0.2250656785E-02	
  88.00000	  17.50000	   1.50000	    0.3729778582E-09	    0.7565414233E-05	    0.3390882039E-03	    0.1756707335E-02	
  92.00000	  17.50000	   1.50000	    0.1860917167E-09	    0.5056448416E-05	    0.2429020296E-03	    0.1301705897E-02	
  96.00000	  17.50000	   1.50000	    0.9153545298E-10	    0.3248583654E-05	    0.1656757451E-03	    0.9139641309E-03	
 100.00000	  17.50000	   1.50000	    0.4429156751E-10	    0.1999257065E-05	    0.1073410249E-03	    0.6070516147E-03	
   0.00000	  18.50000	   1.50000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  18.50000	   1.50000	    0.2613563622E-07	    0.7523162113E-06	    0.2182992872E-05	    0.1836468599E-05	
   8.00000	  18.50000	   1.50000	    0.1223919928E-06	    0.3875539685E-05	    0.1187540489E-04	    0.1041546437E-04	
  12.00000	  18.50000	   1.50000	    0.3220035197E-06	    0.1186753375E-04	    0.3961321811E-04	    0.3708829114E-04	
  16.00000	  18.50000	   1.50000	    0.5870480042E-06	    0.2641922701E-04	    0.9848872798E-04	    0.1002980995E-03	
  20.00000	  18.50000	   1.50000	    0.8162019065E-06	    0.4664500102E-04	    0.1978631717E-03	    0.2222034753E-03	
  24.00000	  18.50000	   1.50000	    0.9219507708E-06	    0.6903426330E-04	    0.3376416730E-03	    0.4220632567E-03	
  28.00000	  18.50000	   1.50000	    0.8863187960E-06	    0.8913510160E-04	    0.5071468486E-03	    0.7097498243E-03	
  32.00000	  18.50000	   1.50000	    0.7510751436E-06	    0.1034552734E-03	    0.6886414846E-03	    0.1082293428E-02	
  36.00000	  18.50000	   1.50000	    0.5761948668E-06	    0.1104125401E-03	    0.8627016464E-03	    0.1524121247E-02	
  40.00000	  18.50000	   1.50000	    0.4083943799E-06	    0.1102384449E-03	    0.1012696728E-02	    0.2009824149E-02	
  44.00000	  18.50000	   1.50000	    0.2716318227E-06	    0.1043299287E-03	    0.1127150447E-02	    0.2507764179E-02	
  48.00000	  18.50000	   1.50000	    0.1715887917E-06	    0.9453854144E-04	    0.1200104620E-02	    0.2983313327E-02	
  52.00000	  18.50000	   1.50000	    0.1039102216E-06	    0.8265153304E-04	    0.1230230530E-02	    0.3401354159E-02	
  56.00000	  18.50000	   1.50000	    0.6076669274E-07	    0.7011559656E-04	    0.1219486264E-02	    0.3728397069E-02	
  60.00000	  18.50000	   1.50000	    0.3451612721E-07	    0.5795246477E-04	    0.1171901297E-02	    0.3935001912E-02	
  64.00000	  18.50000	   1.50000	    0.1913055763E-07	    0.4679088161E-04	    0.1092780895E-02	    0.3999010465E-02	
  68.00000	  18.50000	   1.50000	    0.1038442183E-07	    0.3695125097E-04	    0.9883545240E-03	    0.3909450951E-02	
  72.00000	  18.50000	   1.50000	    0.5536846545E-08	    0.2854062940E-04	    0.8656906223E-03	    0.3670142556E-02	
  76.00000	  18.50000	   1.50000	    0.2906475451E-08	    0.2153480609E-04	    0.7326034259E-03	    0.3301465303E-02	
  80.00000	  18.50000	   1.50000	    0.1504641177E-08	    0.1583804447E-04	    0.5973128440E-03	    0.2838902094E-02	
  84.00000	  18.50000	   1.50000	    0.7690060161E-09	    0.1132014763E-04	    0.4677721428E-03	    0.2327921542E-02	
  88.00000	  18.50000	   1.50000	    0.3881723056E-09	    0.7835835819E-05	    0.3507813868E-03	    0.1816189023E-02	
  92.00000	  18.50000	   1.50000	    0.1934378714E-09	    0.5233573661E-05	    0.2511555133E-03	    0.1345265798E-02	
  96.00000	  18.50000	   1.50000	    0.9504396747E-10	    0.3360423004E-05	    0.1712348911E-03	    0.9442431611E-03	
 100.00000	  18.50000	   1.50000	    0.4594368083E-10	    0.2067074277E-05	    0.1109045083E-03	    0.6269909267E-03	
   0.00000	  19.50000	   1.50000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  19.50000	   1.50000	    0.2743186342E-07	    0.7867461682E-06	    0.2276075162E-05	    0.1909365378E-05	
   8.00000	  19.50000	   1.50000	    0.1284131472E-06	    0.4050743105E-05	    0.1237490286E-04	    0.1082312992E-04	
  12.00000	  19.50000	   1.50000	    0.3376245074E-06	    0.1239333922E-04	    0.4124305343E-04	    0.3850762689E-04	
  16.00000	  19.50000	   1.50000	    0.6149607999E-06	    0.2755815131E-04	    0.1024233068E-03	    0.1040238199E-03	
  20.00000	  19.50000	   1.50000	    0.8540199101E-06	    0.4858939754E-04	    0.2054916844E-03	    0.2301688532E-03	
  24.00000	  19.50000	   1.50000	    0.9633691951E-06	    0.7180303722E-04	    0.3501460490E-03	    0.4366004258E-03	
  28.00000	  19.50000	   1.50000	    0.9247697733E-06	    0.9256212806E-04	    0.5251284235E-03	    0.7331683818E-03	
  32.00000	  19.50000	   1.50000	    0.7824464251E-06	    0.1072588341E-03	    0.7119681318E-03	    0.1116442713E-02	
  36.00000	  19.50000	   1.50000	    0.5993189041E-06	    0.1142885910E-03	    0.8905883838E-03	    0.1570074098E-02	
  40.00000	  19.50000	   1.50000	    0.4241226626E-06	    0.1139312452E-03	    0.1043926183E-02	    0.2067735113E-02	
  44.00000	  19.50000	   1.50000	    0.2816647506E-06	    0.1076647857E-03	    0.1160323175E-02	    0.2576880599E-02	
  48.00000	  19.50000	   1.50000	    0.1776663702E-06	    0.9742344121E-04	    0.1233845446E-02	    0.3062082943E-02	
  52.00000	  19.50000	   1.50000	    0.1074404249E-06	    0.8506147822E-04	    0.1263322152E-02	    0.3487574488E-02	
  56.00000	  19.50000	   1.50000	    0.6274787518E-07	    0.7207145717E-04	    0.1250933551E-02	    0.3819374314E-02	
  60.00000	  19.50000	   1.50000	    0.3559680263E-07	    0.5950143176E-04	    0.1200945537E-02	    0.4027714206E-02	
  64.00000	  19.50000	   1.50000	    0.1970621932E-07	    0.4799151917E-04	    0.1118886608E-02	    0.4090289228E-02	
  68.00000	  19.50000	   1.50000	    0.1068501566E-07	    0.3786358595E-04	    0.1011187349E-02	    0.3996196702E-02	
  72.00000	  19.50000	   1.50000	    0.5691173324E-08	    0.2922048268E-04	    0.8850971259E-03	    0.3749576009E-02	
  76.00000	  19.50000	   1.50000	    0.2984562925E-08	    0.2203117951E-04	    0.7485953751E-03	    0.3371387618E-02	
  80.00000	  19.50000	   1.50000	    0.1543651472E-08	    0.1619242627E-04	    0.6100521919E-03	    0.2897913624E-02	
  84.00000	  19.50000	   1.50000	    0.7882706695E-09	    0.1156683813E-04	    0.4775504238E-03	    0.2375541253E-02	
  88.00000	  19.50000	   1.50000	    0.3975819956E-09	    0.8002686004E-05	    0.3579889634E-03	    0.1852834789E-02	
  92.00000	  19.50000	   1.50000	    0.1979830251E-09	    0.5342798266E-05	    0.2562408238E-03	    0.1372093813E-02	
  96.00000	  19.50000	   1.50000	    0.9721287893E-10	    0.3429355929E-05	    0.1746589407E-03	    0.9628866201E-03	
 100.00000	  19.50000	   1.50000	    0.4696420241E-10	    0.2108856999E-05	    0.1130987384E-03	    0.6392651963E-03	
   0.00000	  20.50000	   1.50000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  20.50000	   1.50000	    0.2787215301E-07	    0.7984815177E-06	    0.2307824682E-05	    0.1934225687E-05	
   8.00000	  20.50000	   1.50000	    0.1304602669E-06	    0.4110481704E-05	    0.1254529207E-04	    0.1096214990E-04	
  12.00000	  20.50000	   1.50000	    0.3429419016E-06	    0.1257269393E-04	    0.4179905105E-04	    0.3899157158E-04	
  16.00000	  20.50000	   1.50000	    0.6244734838E-06	    0.2794675754E-04	    0.1037654371E-03	    0.1052938218E-03	
  20.00000	  20.50000	   1.50000	    0.8669200952E-06	    0.4925288968E-04	    0.2080932246E-03	    0.2328829445E-03	
  24.00000	  20.50000	   1.50000	    0.9775055573E-06	    0.7274768927E-04	    0.3544086380E-03	    0.4415511372E-03	
  28.00000	  20.50000	   1.50000	    0.9378962731E-06	    0.9373093625E-04	    0.5312547259E-03	    0.7411386956E-03	
  32.00000	  20.50000	   1.50000	    0.7931553211E-06	    0.1085553749E-03	    0.7199102766E-03	    0.1128057107E-02	
  36.00000	  20.50000	   1.50000	    0.6072102250E-06	    0.1156089929E-03	    0.9000762905E-03	    0.1585691644E-02	
  40.00000	  20.50000	   1.50000	    0.4294876849E-06	    0.1151883273E-03	    0.1054543412E-02	    0.2087402365E-02	
  44.00000	  20.50000	   1.50000	    0.2850851428E-06	    0.1087991740E-03	    0.1171592561E-02	    0.2600336543E-02	
  48.00000	  20.50000	   1.50000	    0.1797370290E-06	    0.9840403437E-04	    0.1245299359E-02	    0.3088796535E-02	
  52.00000	  20.50000	   1.50000	    0.1086423917E-06	    0.8588002566E-04	    0.1274547721E-02	    0.3516796051E-02	
  56.00000	  20.50000	   1.50000	    0.6342197853E-07	    0.7273529769E-04	    0.1261594195E-02	    0.3850189781E-02	
  60.00000	  20.50000	   1.50000	    0.3596426051E-07	    0.6002680974E-04	    0.1210785458E-02	    0.4059100486E-02	
  64.00000	  20.50000	   1.50000	    0.1990183125E-07	    0.4839848991E-04	    0.1127725997E-02	    0.4121175412E-02	
  68.00000	  20.50000	   1.50000	    0.1078709365E-07	    0.3817264911E-04	    0.1018914630E-02	    0.4025536702E-02	
  72.00000	  20.50000	   1.50000	    0.5743548747E-08	    0.2945066487E-04	    0.8916619088E-03	    0.3776432983E-02	
  76.00000	  20.50000	   1.50000	    0.3011048734E-08	    0.2219915729E-04	    0.7540029875E-03	    0.3395021426E-02	
  80.00000	  20.50000	   1.50000	    0.1556875659E-08	    0.1631230035E-04	    0.6143585093E-03	    0.2917854274E-02	
  84.00000	  20.50000	   1.50000	    0.7947977939E-09	    0.1165025243E-04	    0.4808548615E-03	    0.2391628862E-02	
  88.00000	  20.50000	   1.50000	    0.4007685460E-09	    0.8059084995E-05	    0.3604240791E-03	    0.1865212666E-02	
  92.00000	  20.50000	   1.50000	    0.1995215114E-09	    0.5379708136E-05	    0.2579585725E-03	    0.1381154090E-02	
  96.00000	  20.50000	   1.50000	    0.9794672049E-10	    0.3452644605E-05	    0.1758153408E-03	    0.9691819839E-03	
 100.00000	  20.50000	   1.50000	    0.4730935797E-10	    0.2122970254E-05	    0.1138396868E-03	    0.6434093941E-03	
   0.00000	   0.00000	   2.50000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	   0.00000	   2.50000	    0.2669890499E-10	    0.2443860725E-08	    0.1346146355E-07	    0.1855141232E-07	
   8.00000	   0.00000	   2.50000	    0.1432298883E-09	    0.1405182300E-07	    0.8016396740E-07	    0.1133702230E-06	
  12.00000	   0.00000	   2.50000	    0.4634391206E-09	    0.5089343806E-07	    0.3072372469E-06	    0.4529640266E-06	
  16.00000	   0.00000	   2.50000	    0.1090884777E-08	    0.1395268505E-06	    0.9084501355E-06	    0.1415581766E-05	
  20.00000	   0.00000	   2.50000	    0.2011878445E-08	    0.3104758156E-06	    0.2215781787E-05	    0.3691210165E-05	
  24.00000	   0.00000	   2.50000	    0.3043165435E-08	    0.5843310131E-06	    0.4632049334E-05	    0.8324148229E-05	
  28.00000	   0.00000	   2.50000	    0.3906007774E-08	    0.9581587213E-06	    0.8525809802E-05	    0.1663934255E-04	
  32.00000	   0.00000	   2.50000	    0.4371623553E-08	    0.1401052801E-05	    0.1410709115E-04	    0.3003646324E-04	
  36.00000	   0.00000	   2.50000	    0.4362441833E-08	    0.1861487864E-05	    0.2133466288E-04	    0.4968611491E-04	
  40.00000	   0.00000	   2.50000	    0.3953329994E-08	    0.2281887898E-05	    0.2988658308E-04	    0.7619283752E-04	
  44.00000	   0.00000	   2.50000	    0.3303027433E-08	    0.2613118365E-05	    0.3919460031E-04	    0.1092922344E-03	
  48.00000	   0.00000	   2.50000	    0.2576271328E-08	    0.2823679440E-05	    0.4852111986E-04	    0.1476388813E-03	
  52.00000	   0.00000	   2.50000	    0.1895250881E-08	    0.2902199826E-05	    0.5705322430E-04	    0.1887349877E-03	
  56.00000	   0.00000	   2.50000	    0.1326248301E-08	    0.2854740522E-05	    0.6399692861E-04	    0.2290505509E-03	
  60.00000	   0.00000	   2.50000	    0.8890277479E-09	    0.2699524504E-05	    0.6866622892E-04	    0.2643792555E-03	
  64.00000	   0.00000	   2.50000	    0.5741964726E-09	    0.2461400570E-05	    0.7056691247E-04	    0.2904381929E-03	
  68.00000	   0.00000	   2.50000	    0.3590374048E-09	    0.2167396935E-05	    0.6947139675E-04	    0.3036434175E-03	
  72.00000	   0.00000	   2.50000	    0.2181957507E-09	    0.1843746024E-05	    0.6547145250E-04	    0.3018969512E-03	
  76.00000	   0.00000	   2.50000	    0.1292764465E-09	    0.1514107680E-05	    0.5898854279E-04	    0.2851534308E-03	
  80.00000	   0.00000	   2.50000	    0.7484296630E-10	    0.1198484367E-05	    0.5072463299E-04	    0.2555505401E-03	
  84.00000	   0.00000	   2.50000	    0.4240073119E-10	    0.9124366765E-06	    0.4155212008E-04	    0.2170073934E-03	
  88.00000	   0.00000	   2.50000	    0.2351995165E-10	    0.6664916085E-06	    0.3236410173E-04	    0.1743808468E-03	
  92.00000	   0.00000	   2.50000	    0.1276994471E-10	    0.4658835882E-06	    0.2392393419E-04	    0.1324360778E-03	
  96.00000	   0.00000	   2.50000	    0.6777654201E-11	    0.3108368641E-06	    0.1675557082E-04	    0.9495043511E-04	
 100.00000	   0.00000	   2.50000	    0.3509029845E-11	    0.1974705536E-06	    0.1110126277E-04	    0.6419770588E-04	
   0.00000	   0.50000	   2.50000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	   0.50000	   2.50000	    0.3946968551E-10	    0.3357411207E-08	    0.1781314690E-07	    0.2387491291E-07	
   8.00000	   0.50000	   2.50000	    0.2103588992E-09	    0.1920519494E-07	    0.1056310595E-06	    0.1453959890E-06	
  12.00000	   0.50000	   2.50000	    0.6737551713E-09	    0.6900139645E-07	    0.4021791871E-06	    0.5777639389E-06	
  16.00000	   0.50000	   2.50000	    0.1565625497E-08	    0.1872489851E-06	    0.1179203845E-05	    0.1793041850E-05	
  20.00000	   0.50000	   2.50000	    0.2845397133E-08	    0.4118451386E-06	    0.2848550426E-05	    0.4638069060E-05	
  24.00000	   0.50000	   2.50000	    0.4237452682E-08	    0.7655645910E-06	    0.5893654233E-05	    0.1036960164E-04	
  28.00000	   0.50000	   2.50000	    0.5353703423E-08	    0.1239612179E-05	    0.1073405818E-04	    0.2054565378E-04	
  32.00000	   0.50000	   2.50000	    0.5899625270E-08	    0.1790236108E-05	    0.1757657720E-04	    0.3676486321E-04	
  36.00000	   0.50000	   2.50000	    0.5800042017E-08	    0.2350291790E-05	    0.2631534214E-04	    0.6030530982E-04	
  40.00000	   0.50000	   2.50000	    0.5182342557E-08	    0.2848600578E-05	    0.3651365853E-04	    0.9174354698E-04	
  44.00000	   0.50000	   2.50000	    0.4272859011E-08	    0.3227613658E-05	    0.4746098788E-04	    0.1306296465E-03	
  48.00000	   0.50000	   2.50000	    0.3291807694E-08	    0.3453436051E-05	    0.5827425289E-04	    0.1752758903E-03	
  52.00000	   0.50000	   2.50000	    0.2394045338E-08	    0.3517320069E-05	    0.6801129651E-04	    0.2227070974E-03	
  56.00000	   0.50000	   2.50000	    0.1657609507E-08	    0.3431113288E-05	    0.7577754960E-04	    0.2688226250E-03	
  60.00000	   0.50000	   2.50000	    0.1100298616E-08	    0.3220120272E-05	    0.8082179640E-04	    0.3088153980E-03	
  64.00000	   0.50000	   2.50000	    0.7042311448E-09	    0.2916160625E-05	    0.8262351860E-04	    0.3378551472E-03	
  68.00000	   0.50000	   2.50000	    0.4366682888E-09	    0.2552306723E-05	    0.8096968315E-04	    0.3519592683E-03	
  72.00000	   0.50000	   2.50000	    0.2633249590E-09	    0.2159589446E-05	    0.7600747150E-04	    0.3488674505E-03	
  76.00000	   0.50000	   2.50000	    0.1549023501E-09	    0.1765216125E-05	    0.6825075356E-04	    0.3286613769E-03	
  80.00000	   0.50000	   2.50000	    0.8908994379E-10	    0.1391617535E-05	    0.5852120221E-04	    0.2938897493E-03	
  84.00000	   0.50000	   2.50000	    0.5016815935E-10	    0.1055815076E-05	    0.4782252044E-04	    0.2490947643E-03	
  88.00000	   0.50000	   2.50000	    0.2767592086E-10	    0.7689563617E-06	    0.3717156543E-04	    0.1998453795E-03	
  92.00000	   0.50000	   2.50000	    0.1495192264E-10	    0.5361701316E-06	    0.2743001092E-04	    0.1515689823E-03	
  96.00000	   0.50000	   2.50000	    0.7900580731E-11	    0.3569808117E-06	    0.1918291601E-04	    0.1085416468E-03	
 100.00000	   0.50000	   2.50000	    0.4074390983E-11	    0.2263837661E-06	    0.1269365231E-04	    0.7331400408E-04	
   0.00000	   1.50000	   2.50000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	   1.50000	   2.50000	    0.8503264685E-10	    0.6265183490E-08	    0.3086285876E-07	    0.3914062993E-07	
   8.00000	   1.50000	   2.50000	    0.4471025853E-09	    0.3545851617E-07	    0.1814303298E-06	    0.2366671968E-06	
  12.00000	   1.50000	   2.50000	    0.1402339611E-08	    0.1253092100E-06	    0.6814902964E-06	    0.9300271127E-06	
  16.00000	   1.50000	   2.50000	    0.3173719772E-08	    0.3330198893E-06	    0.1964092202E-05	    0.2845512206E-05	
  20.00000	   1.50000	   2.50000	    0.5598326663E-08	    0.7153142392E-06	    0.4652488834E-05	    0.7241612686E-05	
  24.00000	   1.50000	   2.50000	    0.8078617731E-08	    0.1296741701E-05	    0.9427226622E-05	    0.1591099275E-04	
  28.00000	   1.50000	   2.50000	    0.9887619716E-08	    0.2047123617E-05	    0.1680932552E-04	    0.3096987558E-04	
  32.00000	   1.50000	   2.50000	    0.1056286210E-07	    0.2883878399E-05	    0.2695587051E-04	    0.5445581965E-04	
  36.00000	   1.50000	   2.50000	    0.1008074881E-07	    0.3696941588E-05	    0.3955591901E-04	    0.8783248774E-04	
  40.00000	   1.50000	   2.50000	    0.8758455527E-08	    0.4381109943E-05	    0.5385496069E-04	    0.1315194911E-03	
  44.00000	   1.50000	   2.50000	    0.7034951608E-08	    0.4860839314E-05	    0.6877688822E-04	    0.1845367312E-03	
  48.00000	   1.50000	   2.50000	    0.5289687802E-08	    0.5100711849E-05	    0.8308714107E-04	    0.2443156493E-03	
  52.00000	   1.50000	   2.50000	    0.3761571479E-08	    0.5102908824E-05	    0.9554994914E-04	    0.3067152598E-03	
