         X         Y         Z         A         B         C         D
   0.00000   0.00000  13.00000   0.00000   0.00000   0.00000   0.00000
   1.00000   0.00000  13.00000   0.00000   0.00000   0.00000   0.00000
   2.00000   0.00000  13.00000   0.00000   0.00000   0.00000   0.00000
   3.00000   0.00000  13.00000   0.00000   0.00000   0.00000   0.00000
   4.00000   0.00000  13.00000   0.00000   0.00000   0.00000   0.00000
   5.00000   0.00000  13.00000   0.00000   0.00000   0.00000   0.00000
   6.00000   0.00000  13.00000   0.00000   0.00000   0.00000   0.00000
   7.00000   0.00000  13.00000   0.00000   0.00000   0.00001   0.00001
   8.00000   0.00000  13.00000   0.00000   0.00000   0.00001   0.00001
   9.00000   0.00000  13.00000   0.00000   0.00000   0.00001   0.00001
  10.00000   0.00000  13.00000   0.00000   0.00001   0.00002   0.00002
  11.00000   0.00000  13.00000   0.00000   0.00001   0.00002   0.00002
  12.00000   0.00000  13.00000   0.00000   0.00001   0.00003   0.00003
  13.00000   0.00000  13.00000   0.00000   0.00001   0.00004   0.00004
  14.00000   0.00000  13.00000   0.00000   0.00001   0.00005   0.00005
  15.00000   0.00000  13.00000   0.00000   0.00002   0.00006   0.00006
  16.00000   0.00000  13.00000   0.00000   0.00002   0.00007   0.00007
  17.00000   0.00000  13.00000   0.00000   0.00002   0.00009   0.00009
  18.00000   0.00000  13.00000   0.00000   0.00003   0.00010   0.00011
  19.00000   0.00000  13.00000   0.00000   0.00003   0.00012   0.00014
  20.00000   0.00000  13.00000   0.00000   0.00003   0.00015   0.00017
  21.00000   0.00000  13.00000   0.00000   0.00004   0.00017   0.00020
  22.00000   0.00000  13.00000   0.00000   0.00004   0.00019   0.00023
  23.00000   0.00000  13.00000   0.00000   0.00005   0.00022   0.00027
  24.00000   0.00000  13.00000   0.00000   0.00005   0.00025   0.00032
  25.00000   0.00000  13.00000   0.00000   0.00005   0.00028   0.00036
  26.00000   0.00000  13.00000   0.00000   0.00006   0.00031   0.00042
  27.00000   0.00000  13.00000   0.00000   0.00006   0.00034   0.00047
  28.00000   0.00000  13.00000   0.00000   0.00007   0.00038   0.00053
  29.00000   0.00000  13.00000   0.00000   0.00007   0.00041   0.00060
  30.00000   0.00000  13.00000   0.00000   0.00007   0.00045   0.00067
  31.00000   0.00000  13.00000   0.00000   0.00007   0.00048   0.00074
  32.00000   0.00000  13.00000   0.00000   0.00008   0.00052   0.00082
  33.00000   0.00000  13.00000   0.00000   0.00008   0.00055   0.00090
  34.00000   0.00000  13.00000   0.00000   0.00008   0.00058   0.00098
  35.00000   0.00000  13.00000   0.00000   0.00008   0.00062   0.00107
  36.00000   0.00000  13.00000   0.00000   0.00008   0.00065   0.00116
