              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	
          78000	           6000	            100	          10000	 1	   6.8497682935e+00	   1.0182390359e+02	   4.3628110744e+01	   2.7240424362e+03	   3.9140536103e+03	   1.1971632831e+03	   3.1700053232e+01	   2.7533954345e-01	
          84000	           6000	            100	          10000	 1	   6.8712680576e+00	   9.5058260348e+01	   4.0780578656e+01	   2.6164790061e+03	   3.7264882477e+03	   1.1914086480e+03	   3.1431031044e+01	   2.8601311128e-01	
          90000	           6000	            100	          10000	 1	   6.8900837024e+00	   8.9352332104e+01	   3.8373802320e+01	   2.5256071798e+03	   3.5669151799e+03	   1.1888614497e+03	   3.1208547151e+01	   2.9602416539e-01	
              0	          12000	            100	          10000	 1	   5.8742077578e+00	   1.8051845915e+04	   3.8788911058e+03	   1.2121596207e+05	   2.2960526449e+05	   2.5322408108e+02	   4.4267806188e+02	   7.7986288625e-01	
           6000	          12000	            100	          10000	 1	   5.8328295571e+00	   1.6185057986e+04	   3.6660527843e+03	   1.1093982548e+05	   2.0985167082e+05	   2.9218582510e+02	   4.0577660529e+02	   9.1789005029e-01	
          12000	          12000	            100	          10000	 1	   5.7431217717e+00	   1.2116399962e+04	   3.1006136939e+03	   8.7407675071e+04	   1.6473525401e+05	   4.4001695219e+02	   3.2160370891e+02	   1.2274814315e+00	
          18000	          12000	            100	          10000	 1	   5.7369033737e+00	   7.2231307936e+03	   2.1751366015e+03	   5.6524399805e+04	   1.0577001576e+05	   7.7906796962e+02	   2.1231284076e+02	   1.1450694896e+00	
          24000	          12000	            100	          10000	 1	   5.9500726836e+00	   3.0354556628e+03	   1.0767599798e+03	   2.7251998361e+04	   5.0054431459e+04	   1.1079642348e+03	   1.1120696826e+02	   5.1194146743e-01	
          30000	          12000	            100	          10000	 1	   6.3502731246e+00	   7.1094030286e+02	   2.8628049582e+02	   8.8939143780e+03	   1.5335174231e+04	   1.1270721393e+03	   5.0352092994e+01	   2.2416359514e-01	
          36000	          12000	            100	          10000	 1	   6.5165102925e+00	   3.3306906330e+02	   1.3839926754e+02	   5.5674060702e+03	   9.0373746173e+03	   1.2374109913e+03	   3.9566741281e+01	   2.0094609136e-01	
          42000	          12000	            100	          10000	 1	   6.5803404521e+00	   2.5799959200e+02	   1.0808463065e+02	   4.7705179363e+03	   7.5685027339e+03	   1.2497757514e+03	   3.7222979032e+01	   2.0355842326e-01	
          48000	          12000	            100	          10000	 1	   6.6644919370e+00	   1.9076959247e+02	   8.0607073857e+01	   3.9610959404e+03	   6.1085834275e+03	   1.2352224017e+03	   3.4958976325e+01	   2.1553367002e-01	
          54000	          12000	            100	          10000	 1	   6.7713968162e+00	   1.3163843733e+02	   5.6111294262e+01	   3.1739102911e+03	   4.7034587652e+03	   1.2172770200e+03	   3.2862264934e+01	   2.4365898179e-01	
          60000	          12000	            100	          10000	 1	   6.7900190545e+00	   1.2308663198e+02	   5.2537493839e+01	   3.0558619516e+03	   4.4912870258e+03	   1.2188206612e+03	   3.2562097322e+01	   2.5008446055e-01	
          66000	          12000	            100	          10000	 1	   6.8074403124e+00	   1.1624833122e+02	   4.9676818917e+01	   2.9537247320e+03	   4.3118851297e+03	   1.2141927626e+03	   3.2300070928e+01	   2.5679187867e-01	
          72000	          12000	            100	          10000	 1	   6.8295259186e+00	   1.0829348309e+02	   4.6342904649e+01	   2.8310698993e+03	   4.0977588393e+03	   1.2071404180e+03	   3.1985842064e+01	   2.6606379055e-01	
          78000	          12000	            100	          10000	 1	   6.8550379271e+00	   9.9890187797e+01	   4.2812872097e+01	   2.6981119431e+03	   3.8665101739e+03	   1.1986723505e+03	   3.1648638126e+01	   2.7789105996e-01	
          84000	          12000	            100	          10000	 1	   6.8829075954e+00	   9.1663424618e+01	   3.9349135930e+01	   2.5626552503e+03	   3.6327700237e+03	   1.1878714721e+03	   3.1304023287e+01	   2.9229217633e-01	
          90000	          12000	            100	          10000	 1	   6.9054311001e+00	   8.5076387387e+01	   3.6567028585e+01	   2.4573108512e+03	   3.4473396608e+03	   1.1858597778e+03	   3.1050948954e+01	   3.0491467231e-01	
              0	          18000	            100	          10000	 1	   5.8730917233e+00	   1.8001024234e+04	   3.8733280218e+03	   1.2094808937e+05	   2.2908652004e+05	   2.5414316675e+02	   4.4169993171e+02	   7.8342156277e-01	
           6000	          18000	            100	          10000	 1	   5.8335367961e+00	   1.6244358800e+04	   3.6727813055e+03	   1.1130785880e+05	   2.1054297947e+05	   2.9117099751e+02	   4.0702617820e+02	   9.1436980937e-01	
          12000	          18000	            100	          10000	 1	   5.7501381215e+00	   1.2694625139e+04	   3.1896511034e+03	   9.0965796274e+04	   1.7150124041e+05	   4.1607434533e+02	   3.3408346792e+02	   1.1998570940e+00	
          18000	          18000	            100	          10000	 1	   5.7090235369e+00	   8.4491933421e+03	   2.4365838053e+03	   6.4767552973e+04	   1.2139982703e+05	   6.9815622910e+02	   2.4086384613e+02	   1.2772924264e+00	
          24000	          18000	            100	          10000	 1	   5.8319768525e+00	   4.4024342164e+03	   1.4728347101e+03	   3.7429715663e+04	   6.9295911083e+04	   1.0647132681e+03	   1.4545506527e+02	   7.5090440066e-01	
          30000	          18000	            100	          10000	 1	   6.2553420744e+00	   8.6454596343e+02	   3.4348187082e+02	   1.0703825698e+04	   1.8516762993e+04	   1.3132093667e+03	   5.5407347924e+01	   2.3597802889e-01	
          36000	          18000	            100	          10000	 1	   6.4775393780e+00	   3.8434491798e+02	   1.5886669494e+02	   6.1095314753e+03	   1.0028625571e+04	   1.2460071183e+03	   4.1177042307e+01	   2.0090715605e-01	
          42000	          18000	            100	          10000	 1	   6.5756528387e+00	   2.5972574168e+02	   1.0877173312e+02	   4.8080200408e+03	   7.6273389285e+03	   1.2623696437e+03	   3.7311084758e+01	   2.0266429544e-01	
          48000	          18000	            100	          10000	 1	   6.6421118955e+00	   2.0412782438e+02	   8.6082818954e+01	   4.1479045126e+03	   6.4337857946e+03	   1.2527360617e+03	   3.5474148541e+01	   2.1111058755e-01	
          54000	          18000	            100	          10000	 1	   6.7499413786e+00	   1.3956070416e+02	   5.9401912790e+01	   3.3062836197e+03	   4.9262520717e+03	   1.2383123786e+03	   3.3229392211e+01	   2.3627582729e-01	
          60000	          18000	            100	          10000	 1	   6.7716110915e+00	   1.3017188537e+02	   5.5492425162e+01	   3.1668353939e+03	   4.6825613699e+03	   1.2294771565e+03	   3.2859130652e+01	   2.4338880802e-01	
          66000	          18000	            100	          10000	 1	   6.7975159470e+00	   1.2041706108e+02	   5.1423025088e+01	   3.0127394627e+03	   4.4176356260e+03	   1.2136622014e+03	   3.2446708911e+01	   2.5299907516e-01	
          72000	          18000	            100	          10000	 1	   6.8259692555e+00	   1.0981354163e+02	   4.6981856989e+01	   2.8518363515e+03	   4.1358861408e+03	   1.2053294677e+03	   3.2035413991e+01	   2.6460866670e-01	
          78000	          18000	            100	          10000	 1	   6.8610971343e+00	   9.8431248547e+01	   4.2201364727e+01	   2.6693741278e+03	   3.8200045636e+03	   1.1915934005e+03	   3.1565674660e+01	   2.8101197826e-01	
          84000	          18000	            100	          10000	 1	   6.8778006417e+00	   9.3321626592e+01	   4.0049220742e+01	   2.5872927800e+03	   3.6770313867e+03	   1.1871823055e+03	   3.1359581295e+01	   2.8958798930e-01	
          90000	          18000	            100	          10000	 1	   6.8924035139e+00	   8.8306261854e+01	   3.7929619489e+01	   2.5150446442e+03	   3.5447032414e+03	   1.1937143163e+03	   3.1202375918e+01	   2.9727813473e-01	
              0	          24000	            100	          10000	 1	   5.8645510248e+00	   1.7620589822e+04	   3.8319555856e+03	   1.1887375974e+05	   2.2509756397e+05	   2.6136813927e+02	   4.3424843630e+02	   8.1090881402e-01	
           6000	          24000	            100	          10000	 1	   5.7973339533e+00	   1.4804576671e+04	   3.4908793764e+03	   1.0317039032e+05	   1.9492506103e+05	   3.3353917901e+02	   3.7787549183e+02	   1.0352822077e+00	
          12000	          24000	            100	          10000	 1	   5.7072700078e+00	   9.6578124878e+03	   2.6744379422e+03	   7.2429223816e+04	   1.3604420821e+05	   6.0265560679e+02	   2.6805903118e+02	   1.3185541026e+00	
          18000	          24000	            100	          10000	 1	   5.8094699993e+00	   4.7712747470e+03	   1.5728915823e+03	   4.0063607498e+04	   7.4297389253e+04	   1.0383733572e+03	   1.5440127023e+02	   8.1632266322e-01	
          24000	          24000	            100	          10000	 1	   6.0786582623e+00	   1.7489077380e+03	   6.5935550533e+02	   1.7837555250e+04	   3.2026472776e+04	   1.2598606461e+03	   7.8865797961e+01	   3.3935678054e-01	
          30000	          24000	            100	          10000	 1	   6.4084787040e+00	   5.1937321250e+02	   2.1213844306e+02	   7.3551589940e+03	   1.2369127428e+04	   1.2126914675e+03	   4.5097102457e+01	   2.0796170968e-01	
          36000	          24000	            100	          10000	 1	   6.5087492974e+00	   3.3658861825e+02	   1.3977540642e+02	   5.6420943529e+03	   9.1560027001e+03	   1.2591454619e+03	   3.9761439758e+01	   1.9994257529e-01	
          42000	          24000	            100	          10000	 1	   6.5407705529e+00	   2.9111824136e+02	   1.2145275810e+02	   5.1931413167e+03	   8.3128828555e+03	   1.2842062825e+03	   3.8406200029e+01	   1.9968271100e-01	
          48000	          24000	            100	          10000	 1	   6.6005650019e+00	   2.3375743876e+02	   9.8183904479e+01	   4.5338378953e+03	   7.1164407127e+03	   1.2758431106e+03	   3.6549790712e+01	   2.0474625574e-01	
          54000	          24000	            100	          10000	 1	   6.7356433362e+00	   1.4746638886e+02	   6.2693459361e+01	   3.4087064277e+03	   5.1128597111e+03	   1.2338595328e+03	   3.3494727706e+01	   2.3227050256e-01	
          60000	          24000	            100	          10000	 1	   6.7774270431e+00	   1.2937327831e+02	   5.5168089289e+01	   3.1376152786e+03	   4.6415825301e+03	   1.2126405124e+03	   3.2763743519e+01	   2.4583324483e-01	
          66000	          24000	            100	          10000	 1	   6.7931696903e+00	   1.2271722993e+02	   5.2387800883e+01	   3.0407239999e+03	   4.4705198843e+03	   1.2094098498e+03	   3.2510936534e+01	   2.5149690493e-01	
          72000	          24000	            100	          10000	 1	   6.8174493863e+00	   1.1253519220e+02	   4.8121383977e+01	   2.8971860103e+03	   4.2128953524e+03	   1.2113034530e+03	   3.2156111023e+01	   2.6088181840e-01	
          78000	          24000	            100	          10000	 1	   6.8554738761e+00	   9.9644028500e+01	   4.2709084505e+01	   2.6947491965e+03	   3.8600267184e+03	   1.1996956582e+03	   3.1639651534e+01	   2.7803519083e-01	
          84000	          24000	            100	          10000	 1	   6.8758583873e+00	   9.3290880944e+01	   4.0033660701e+01	   2.5931003028e+03	   3.6825011216e+03	   1.1950937938e+03	   3.1384567544e+01	   2.8830291371e-01	
          90000	          24000	            100	          10000	 1	   6.8861381561e+00	   9.0264144780e+01	   3.8757277418e+01	   2.5437600503e+03	   3.5965279082e+03	   1.1927208882e+03	   3.1261331867e+01	   2.9380104397e-01	
              0	          30000	            100	          10000	 1	   5.8701602466e+00	   1.7869267675e+04	   3.8591465344e+03	   1.2022875316e+05	   2.2770403809e+05	   2.5658777293e+02	   4.3911991445e+02	   7.9284674789e-01	
           6000	          30000	            100	          10000	 1	   5.8152120761e+00	   1.5505434812e+04	   3.5816828385e+03	   1.0714653323e+05	   2.0255774655e+05	   3.1136443850e+02	   3.9213096573e+02	   9.7536619235e-01	
          12000	          30000	            100	          10000	 1	   5.7166771605e+00	   1.0664893465e+04	   2.8575903349e+03	   7.8677526592e+04	   1.4799534495e+05	   5.2981114823e+02	   2.9031286999e+02	   1.3047623022e+00	
          18000	          30000	            100	          10000	 1	   5.7763205330e+00	   5.5756650447e+03	   1.7824276562e+03	   4.5575963313e+04	   8.4829514353e+04	   9.5227090288e+02	   1.7369278022e+02	   9.4205564339e-01	
          24000	          30000	            100	          10000	 1	   6.0449678691e+00	   2.0273815147e+03	   7.5364564248e+02	   1.9911322792e+04	   3.5998694838e+04	   1.2230204402e+03	   8.5982660549e+01	   3.7463061570e-01	
          30000	          30000	            100	          10000	 1	   6.4440056745e+00	   4.5524614763e+02	   1.8701435772e+02	   6.7304882172e+03	   1.1215628721e+04	   1.2046489613e+03	   4.3194403017e+01	   2.0489685907e-01	
          36000	          30000	            100	          10000	 1	   6.5228772960e+00	   3.1983494786e+02	   1.3305876421e+02	   5.4576774121e+03	   8.8208539233e+03	   1.2552455218e+03	   3.9217135917e+01	   2.0028260721e-01	
          42000	          30000	            100	          10000	 1	   6.5359164995e+00	   2.9743690072e+02	   1.2400638042e+02	   5.2573565449e+03	   8.4329528191e+03	   1.2808804437e+03	   3.8594732329e+01	   1.9961644409e-01	
          48000	          30000	            100	          10000	 1	   6.6131843287e+00	   2.2439905551e+02	   9.4370550583e+01	   4.4125491953e+03	   6.9019988719e+03	   1.2681993490e+03	   3.6209748572e+01	   2.0649481825e-01	
