              x	              y	              z	           time	in	          Cl	
         0.0006	        0.00024	              0              4	 1	  5.3848e-12	
        0.00062	        0.00024	              0              4	 1	  1.6435e-12	
        0.00064	        0.00024	              0              4	 1	  4.8510e-13	
        0.00066	        0.00024	              0              4	 1	  1.3456e-13	
        0.00068	        0.00024	              0              4	 1	  3.1560e-14	
         0.0007	        0.00024	              0              4	 1	  0 
        0.00072	        0.00024	              0              4	 1	  0 
        0.00074	        0.00024	              0              4	 1	  0 
        0.00076	        0.00024	              0              4	 1	  0 
        0.00078	        0.00024	              0              4	 1	  0 
         0.0008	        0.00024	              0              4	 1	  0 
        0.00082	        0.00024	              0              4	 1	  0 
        0.00084	        0.00024	              0              4	 1	  0 
        0.00086	        0.00024	              0              4	 1	  0 
        0.00088	        0.00024	              0              4	 1	  0 
         0.0009	        0.00024	              0              4	 1	  0 
        0.00092	        0.00024	              0              4	 1	  0 
        0.00094	        0.00024	              0              4	 1	  0 
        0.00096	        0.00024	              0              4	 1	  0 
        0.00098	        0.00024	              0              4	 1	  0 
          0.001	        0.00024	              0              4	 1	  0 
              0        0.00026	              0              4	 1	  1.2273e-03	
          2e-05	        0.00026	              0              4	 1	  1.1962e-03	
          4e-05	        0.00026	              0              4	 1	  1.1076e-03	
          6e-05	        0.00026	              0              4	 1	  9.7460e-04	
          8e-05	        0.00026	              0              4	 1	  8.1520e-04	
         0.0001	        0.00026	              0              4	 1	  6.4850e-04	
        0.00012	        0.00026	              0              4	 1	  4.9096e-04	
        0.00014	        0.00026	              0              4	 1	  3.5398e-04	
        0.00016	        0.00026	              0              4	 1	  2.4327e-04	
        0.00018	        0.00026	              0              4	 1	  1.5950e-04	
         0.0002	        0.00026	              0              4	 1	  9.9872e-05	
        0.00022	        0.00026	              0              4	 1	  5.9783e-05	
        0.00024	        0.00026	              0              4	 1	  3.4249e-05	
        0.00026	        0.00026	              0              4	 1	  1.8799e-05	
        0.00028	        0.00026	              0              4	 1	  9.8980e-06	
         0.0003	        0.00026	              0              4	 1	  5.0049e-06	
        0.00032	        0.00026	              0              4	 1	  2.4332e-06	
        0.00034	        0.00026	              0              4	 1	  1.1387e-06	
        0.00036	        0.00026	              0              4	 1	  5.1358e-07	
        0.00038	        0.00026	              0              4	 1	  2.2348e-07	
         0.0004	        0.00026	              0              4	 1	  9.3934e-08	
        0.00042	        0.00026	              0              4	 1	  3.8179e-08	
        0.00044	        0.00026	              0              4	 1	  1.5022e-08	
        0.00046	        0.00026	              0              4	 1	  5.7274e-09	
        0.00048	        0.00026	              0              4	 1	  2.1184e-09	
         0.0005	        0.00026	              0              4	 1	  7.6081e-10	
        0.00052	        0.00026	              0              4	 1	  2.6558e-10	
        0.00054	        0.00026	              0              4	 1	  9.0191e-11	
        0.00056	        0.00026	              0              4	 1	  2.9822e-11	
        0.00058	        0.00026	              0              4	 1	  9.6067e-12	
         0.0006	        0.00026	              0              4	 1	  3.0148e-12	
        0.00062	        0.00026	              0              4	 1	  9.1935e-13	
        0.00064	        0.00026	              0              4	 1	  2.6899e-13	
        0.00066	        0.00026	              0              4	 1	  7.1297e-14	
        0.00068	        0.00026	              0              4	 1	  1.3538e-14	
         0.0007	        0.00026	              0              4	 1	  0 
        0.00072	        0.00026	              0              4	 1	  0 
        0.00074	        0.00026	              0              4	 1	  0 
        0.00076	        0.00026	              0              4	 1	  0 
        0.00078	        0.00026	              0              4	 1	  0 
         0.0008	        0.00026	              0              4	 1	  0 
        0.00082	        0.00026	              0              4	 1	  0 
        0.00084	        0.00026	              0              4	 1	  0 
        0.00086	        0.00026	              0              4	 1	  0 
        0.00088	        0.00026	              0              4	 1	  0 
         0.0009	        0.00026	              0              4	 1	  0 
        0.00092	        0.00026	              0              4	 1	  0 
        0.00094	        0.00026	              0              4	 1	  0 
        0.00096	        0.00026	              0              4	 1	  0 
        0.00098	        0.00026	              0              4	 1	  0 
          0.001	        0.00026	              0              4	 1	  0 
              0        0.00028	              0              4	 1	  6.4456e-04	
          2e-05	        0.00028	              0              4	 1	  6.2823e-04	
          4e-05	        0.00028	              0              4	 1	  5.8174e-04	
          6e-05	        0.00028	              0              4	 1	  5.1189e-04	
          8e-05	        0.00028	              0              4	 1	  4.2819e-04	
         0.0001	        0.00028	              0              4	 1	  3.4066e-04	
        0.00012	        0.00028	              0              4	 1	  2.5793e-04	
        0.00014	        0.00028	              0              4	 1	  1.8600e-04	
        0.00016	        0.00028	              0              4	 1	  1.2785e-04	
        0.00018	        0.00028	              0              4	 1	  8.3846e-05	
         0.0002	        0.00028	              0              4	 1	  5.2516e-05	
        0.00022	        0.00028	              0              4	 1	  3.1447e-05	
        0.00024	        0.00028	              0              4	 1	  1.8023e-05	
        0.00026	        0.00028	              0              4	 1	  9.8980e-06	
        0.00028	        0.00028	              0              4	 1	  5.2146e-06	
         0.0003	        0.00028	              0              4	 1	  2.6385e-06	
        0.00032	        0.00028	              0              4	 1	  1.2838e-06	
        0.00034	        0.00028	              0              4	 1	  6.0131e-07	
        0.00036	        0.00028	              0              4	 1	  2.7146e-07	
        0.00038	        0.00028	              0              4	 1	  1.1825e-07	
         0.0004	        0.00028	              0              4	 1	  4.9761e-08	
        0.00042	        0.00028	              0              4	 1	  2.0251e-08	
        0.00044	        0.00028	              0              4	 1	  7.9785e-09	
        0.00046	        0.00028	              0              4	 1	  3.0465e-09	
        0.00048	        0.00028	              0              4	 1	  1.1285e-09	
         0.0005	        0.00028	              0              4	 1	  4.0598e-10	
        0.00052	        0.00028	              0              4	 1	  1.4196e-10	
        0.00054	        0.00028	              0              4	 1	  4.8297e-11	
        0.00056	        0.00028	              0              4	 1	  1.5998e-11	
        0.00058	        0.00028	              0              4	 1	  5.1611e-12	
         0.0006	        0.00028	              0              4	 1	  1.6202e-12	
        0.00062	        0.00028	              0              4	 1	  4.9217e-13	
        0.00064	        0.00028	              0              4	 1	  1.4113e-13	
        0.00066	        0.00028	              0              4	 1	  3.4403e-14	
        0.00068	        0.00028	              0              4	 1	  0 
         0.0007	        0.00028	              0              4	 1	  0 
        0.00072	        0.00028	              0              4	 1	  0 
        0.00074	        0.00028	              0              4	 1	  0 
        0.00076	        0.00028	              0              4	 1	  0 
        0.00078	        0.00028	              0              4	 1	  0 
         0.0008	        0.00028	              0              4	 1	  0 
        0.00082	        0.00028	              0              4	 1	  0 
        0.00084	        0.00028	              0              4	 1	  0 
        0.00086	        0.00028	              0              4	 1	  0 
        0.00088	        0.00028	              0              4	 1	  0 
         0.0009	        0.00028	              0              4	 1	  0 
        0.00092	        0.00028	              0              4	 1	  0 
        0.00094	        0.00028	              0              4	 1	  0 
        0.00096	        0.00028	              0              4	 1	  0 
        0.00098	        0.00028	              0              4	 1	  0 
          0.001	        0.00028	              0              4	 1	  0 
              0         0.0003	              0              4	 1	  3.2492e-04	
          2e-05	         0.0003	              0              4	 1	  3.1669e-04	
          4e-05	         0.0003	              0              4	 1	  2.9326e-04	
          6e-05	         0.0003	              0              4	 1	  2.5807e-04	
          8e-05	         0.0003	              0              4	 1	  2.1589e-04	
         0.0001	         0.0003	              0              4	 1	  1.7178e-04	
        0.00012	         0.0003	              0              4	 1	  1.3008e-04	
        0.00014	         0.0003	              0              4	 1	  9.3820e-05	
        0.00016	         0.0003	              0              4	 1	  6.4505e-05	
        0.00018	         0.0003	              0              4	 1	  4.2316e-05	
         0.0002	         0.0003	              0              4	 1	  2.6514e-05	
        0.00022	         0.0003	              0              4	 1	  1.5884e-05	
        0.00024	         0.0003	              0              4	 1	  9.1080e-06	
        0.00026	         0.0003	              0              4	 1	  5.0049e-06	
        0.00028	         0.0003	              0              4	 1	  2.6385e-06	
         0.0003	         0.0003	              0              4	 1	  1.3361e-06	
        0.00032	         0.0003	              0              4	 1	  6.5065e-07	
        0.00034	         0.0003	              0              4	 1	  3.0505e-07	
        0.00036	         0.0003	              0              4	 1	  1.3786e-07	
        0.00038	         0.0003	              0              4	 1	  6.0126e-08	
         0.0004	         0.0003	              0              4	 1	  2.5334e-08	
        0.00042	         0.0003	              0              4	 1	  1.0324e-08	
        0.00044	         0.0003	              0              4	 1	  4.0736e-09	
        0.00046	         0.0003	              0              4	 1	  1.5579e-09	
        0.00048	         0.0003	              0              4	 1	  5.7808e-10	
         0.0005	         0.0003	              0              4	 1	  2.0833e-10	
        0.00052	         0.0003	              0              4	 1	  7.2982e-11	
        0.00054	         0.0003	              0              4	 1	  2.4875e-11	
        0.00056	         0.0003	              0              4	 1	  8.2539e-12	
        0.00058	         0.0003	              0              4	 1	  2.6656e-12	
         0.0006	         0.0003	              0              4	 1	  8.3557e-13	
        0.00062	         0.0003	              0              4	 1	  2.5110e-13	
        0.00064	         0.0003	              0              4	 1	  6.8662e-14	
        0.00066	         0.0003	              0              4	 1	  1.3505e-14	
        0.00068	         0.0003	              0              4	 1	  0 
         0.0007	         0.0003	              0              4	 1	  0 
        0.00072	         0.0003	              0              4	 1	  0 
        0.00074	         0.0003	              0              4	 1	  0 
        0.00076	         0.0003	              0              4	 1	  0 
        0.00078	         0.0003	              0              4	 1	  0 
         0.0008	         0.0003	              0              4	 1	  0 
        0.00082	         0.0003	              0              4	 1	  0 
        0.00084	         0.0003	              0              4	 1	  0 
        0.00086	         0.0003	              0              4	 1	  0 
        0.00088	         0.0003	              0              4	 1	  0 
         0.0009	         0.0003	              0              4	 1	  0 
        0.00092	         0.0003	              0              4	 1	  0 
        0.00094	         0.0003	              0              4	 1	  0 
        0.00096	         0.0003	              0              4	 1	  0 
        0.00098	         0.0003	              0              4	 1	  0 
          0.001	         0.0003	              0              4	 1	  0 
              0        0.00032	              0              4	 1	  1.5739e-04	
          2e-05	        0.00032	              0              4	 1	  1.5340e-04	
          4e-05	        0.00032	              0              4	 1	  1.4206e-04	
          6e-05	        0.00032	              0              4	 1	  1.2502e-04	
          8e-05	        0.00032	              0              4	 1	  1.0460e-04	
         0.0001	        0.00032	              0              4	 1	  8.3237e-05	
        0.00012	        0.00032	              0              4	 1	  6.3045e-05	
        0.00014	        0.00032	              0              4	 1	  4.5482e-05	
        0.00016	        0.00032	              0              4	 1	  3.1280e-05	
        0.00018	        0.00032	              0              4	 1	  2.0527e-05	
         0.0002	        0.00032	              0              4	 1	  1.2867e-05	
        0.00022	        0.00032	              0              4	 1	  7.7123e-06	
        0.00024	        0.00032	              0              4	 1	  4.4250e-06	
        0.00026	        0.00032	              0              4	 1	  2.4332e-06	
        0.00028	        0.00032	              0              4	 1	  1.2838e-06	
         0.0003	        0.00032	              0              4	 1	  6.5065e-07	
        0.00032	        0.00032	              0              4	 1	  3.1715e-07	
        0.00034	        0.00032	              0              4	 1	  1.4886e-07	
        0.00036	        0.00032	              0              4	 1	  6.7352e-08	
        0.00038	        0.00032	              0              4	 1	  2.9412e-08	
         0.0004	        0.00032	              0              4	 1	  1.2410e-08	
        0.00042	        0.00032	              0              4	 1	  5.0648e-09	
        0.00044	        0.00032	              0              4	 1	  2.0017e-09	
        0.00046	        0.00032	              0              4	 1	  7.6683e-10	
        0.00048	        0.00032	              0              4	 1	  2.8506e-10	
         0.0005	        0.00032	              0              4	 1	  1.0292e-10	
        0.00052	        0.00032	              0              4	 1	  3.6126e-11	
        0.00054	        0.00032	              0              4	 1	  1.2337e-11	
        0.00056	        0.00032	              0              4	 1	  4.0995e-12	
        0.00058	        0.00032	              0              4	 1	  1.3240e-12	
         0.0006	        0.00032	              0              4	 1	  4.1285e-13	
        0.00062	        0.00032	              0              4	 1	  1.2110e-13	
        0.00064	        0.00032	              0              4	 1	  3.0366e-14	
        0.00066	        0.00032	              0              4	 1	  0 
        0.00068	        0.00032	              0              4	 1	  0 
         0.0007	        0.00032	              0              4	 1	  0 
        0.00072	        0.00032	              0              4	 1	  0 
        0.00074	        0.00032	              0              4	 1	  0 
        0.00076	        0.00032	              0              4	 1	  0 
        0.00078	        0.00032	              0              4	 1	  0 
         0.0008	        0.00032	              0              4	 1	  0 
        0.00082	        0.00032	              0              4	 1	  0 
        0.00084	        0.00032	              0              4	 1	  0 
        0.00086	        0.00032	              0              4	 1	  0 
        0.00088	        0.00032	              0              4	 1	  0 
         0.0009	        0.00032	              0              4	 1	  0 
        0.00092	        0.00032	              0              4	 1	  0 
        0.00094	        0.00032	              0              4	 1	  0 
        0.00096	        0.00032	              0              4	 1	  0 
        0.00098	        0.00032	              0              4	 1	  0 
          0.001	        0.00032	              0              4	 1	  0 
              0        0.00034	              0              4	 1	  7.3338e-05	
          2e-05	        0.00034	              0              4	 1	  7.1484e-05	
          4e-05	        0.00034	              0              4	 1	  6.6202e-05	
          6e-05	        0.00034	              0              4	 1	  5.8266e-05	
          8e-05	        0.00034	              0              4	 1	  4.8755e-05	
         0.0001	        0.00034	              0              4	 1	  3.8805e-05	
        0.00012	        0.00034	              0              4	 1	  2.9398e-05	
        0.00014	        0.00034	              0              4	 1	  2.1215e-05	
        0.00016	        0.00034	              0              4	 1	  1.4595e-05	
        0.00018	        0.00034	              0              4	 1	  9.5823e-06	
         0.0002	        0.00034	              0              4	 1	  6.0095e-06	
        0.00022	        0.00034	              0              4	 1	  3.6041e-06	
        0.00024	        0.00034	              0              4	 1	  2.0693e-06	
        0.00026	        0.00034	              0              4	 1	  1.1387e-06	
        0.00028	        0.00034	              0              4	 1	  6.0131e-07	
         0.0003	        0.00034	              0              4	 1	  3.0505e-07	
        0.00032	        0.00034	              0              4	 1	  1.4886e-07	
        0.00034	        0.00034	              0              4	 1	  6.9949e-08	
        0.00036	        0.00034	              0              4	 1	  3.1690e-08	
        0.00038	        0.00034	              0              4	 1	  1.3858e-08	
         0.0004	        0.00034	              0              4	 1	  5.8561e-09	
        0.00042	        0.00034	              0              4	 1	  2.3939e-09	
        0.00044	        0.00034	              0              4	 1	  9.4774e-10	
        0.00046	        0.00034	              0              4	 1	  3.6374e-10	
        0.00048	        0.00034	              0              4	 1	  1.3547e-10	
         0.0005	        0.00034	              0              4	 1	  4.9011e-11	
        0.00052	        0.00034	              0              4	 1	  1.7237e-11	
        0.00054	        0.00034	              0              4	 1	  5.8966e-12	
        0.00056	        0.00034	              0              4	 1	  1.9611e-12	
        0.00058	        0.00034	              0              4	 1	  6.3188e-13	
         0.0006	        0.00034	              0              4	 1	  1.9440e-13	
        0.00062	        0.00034	              0              4	 1	  5.3256e-14	
        0.00064	        0.00034	              0              4	 1	  1.0803e-14	
        0.00066	        0.00034	              0              4	 1	  0 
        0.00068	        0.00034	              0              4	 1	  0 
         0.0007	        0.00034	              0              4	 1	  0 
        0.00072	        0.00034	              0              4	 1	  0 
        0.00074	        0.00034	              0              4	 1	  0 
        0.00076	        0.00034	              0              4	 1	  0 
        0.00078	        0.00034	              0              4	 1	  0 
         0.0008	        0.00034	              0              4	 1	  0 
        0.00082	        0.00034	              0              4	 1	  0 
        0.00084	        0.00034	              0              4	 1	  0 
        0.00086	        0.00034	              0              4	 1	  0 
        0.00088	        0.00034	              0              4	 1	  0 
         0.0009	        0.00034	              0              4	 1	  0 
        0.00092	        0.00034	              0              4	 1	  0 
        0.00094	        0.00034	              0              4	 1	  0 
        0.00096	        0.00034	              0              4	 1	  0 
        0.00098	        0.00034	              0              4	 1	  0 
          0.001	        0.00034	              0              4	 1	  0 
              0        0.00036	              0              4	 1	  3.2913e-05	
          2e-05	        0.00036	              0              4	 1	  3.2081e-05	
          4e-05	        0.00036	              0              4	 1	  2.9713e-05	
          6e-05	        0.00036	              0              4	 1	  2.6154e-05	
          8e-05	        0.00036	              0              4	 1	  2.1888e-05	
         0.0001	        0.00036	              0              4	 1	  1.7425e-05	
        0.00012	        0.00036	              0              4	 1	  1.3205e-05	
        0.00014	        0.00036	              0              4	 1	  9.5322e-06	
        0.00016	        0.00036	              0              4	 1	  6.5607e-06	
        0.00018	        0.00036	              0              4	 1	  4.3094e-06	
         0.0002	        0.00036	              0              4	 1	  2.7042e-06	
        0.00022	        0.00036	              0              4	 1	  1.6228e-06	
        0.00024	        0.00036	              0              4	 1	  9.3247e-07	
        0.00026	        0.00036	              0              4	 1	  5.1358e-07	
        0.00028	        0.00036	              0              4	 1	  2.7146e-07	
         0.0003	        0.00036	              0              4	 1	  1.3786e-07	
        0.00032	        0.00036	              0              4	 1	  6.7352e-08	
        0.00034	        0.00036	              0              4	 1	  3.1690e-08	
        0.00036	        0.00036	              0              4	 1	  1.4378e-08	
        0.00038	        0.00036	              0              4	 1	  6.2968e-09	
         0.0004	        0.00036	              0              4	 1	  2.6652e-09	
        0.00042	        0.00036	              0              4	 1	  1.0914e-09	
        0.00044	        0.00036	              0              4	 1	  4.3288e-10	
        0.00046	        0.00036	              0              4	 1	  1.6646e-10	
        0.00048	        0.00036	              0              4	 1	  6.2124e-11	
         0.0005	        0.00036	              0              4	 1	  2.2521e-11	
        0.00052	        0.00036	              0              4	 1	  7.9358e-12	
        0.00054	        0.00036	              0              4	 1	  2.7181e-12	
        0.00056	        0.00036	              0              4	 1	  9.0314e-13	
        0.00058	        0.00036	              0              4	 1	  2.8854e-13	
         0.0006	        0.00036	              0              4	 1	  8.4947e-14	
        0.00062	        0.00036	              0              4	 1	  1.8493e-14	
        0.00064	        0.00036	              0              4	 1	  0 
        0.00066	        0.00036	              0              4	 1	  0 
        0.00068	        0.00036	              0              4	 1	  0 
         0.0007	        0.00036	              0              4	 1	  0 
        0.00072	        0.00036	              0              4	 1	  0 
        0.00074	        0.00036	              0              4	 1	  0 
        0.00076	        0.00036	              0              4	 1	  0 
        0.00078	        0.00036	              0              4	 1	  0 
         0.0008	        0.00036	              0              4	 1	  0 
        0.00082	        0.00036	              0              4	 1	  0 
        0.00084	        0.00036	              0              4	 1	  0 
        0.00086	        0.00036	              0              4	 1	  0 
        0.00088	        0.00036	              0              4	 1	  0 
         0.0009	        0.00036	              0              4	 1	  0 
        0.00092	        0.00036	              0              4	 1	  0 
        0.00094	        0.00036	              0              4	 1	  0 
        0.00096	        0.00036	              0              4	 1	  0 
        0.00098	        0.00036	              0              4	 1	  0 
          0.001	        0.00036	              0              4	 1	  0 
              0        0.00038	              0              4	 1	  1.4241e-05	
          2e-05	        0.00038	              0              4	 1	  1.3882e-05	
          4e-05	        0.00038	              0              4	 1	  1.2858e-05	
          6e-05	        0.00038	              0              4	 1	  1.1320e-05	
          8e-05	        0.00038	              0              4	 1	  9.4751e-06	
         0.0001	        0.00038	              0              4	 1	  7.5450e-06	
        0.00012	        0.00038	              0              4	 1	  5.7194e-06	
        0.00014	        0.00038	              0              4	 1	  4.1304e-06	
        0.00016	        0.00038	              0              4	 1	  2.8442e-06	
        0.00018	        0.00038	              0              4	 1	  1.8692e-06	
         0.0002	        0.00038	              0              4	 1	  1.1737e-06	
        0.00022	        0.00038	              0              4	 1	  7.0491e-07	
        0.00024	        0.00038	              0              4	 1	  4.0538e-07	
        0.00026	        0.00038	              0              4	 1	  2.2348e-07	
        0.00028	        0.00038	              0              4	 1	  1.1825e-07	
         0.0003	        0.00038	              0              4	 1	  6.0126e-08	
        0.00032	        0.00038	              0              4	 1	  2.9412e-08	
        0.00034	        0.00038	              0              4	 1	  1.3858e-08	
        0.00036	        0.00038	              0              4	 1	  6.2968e-09	
        0.00038	        0.00038	              0              4	 1	  2.7623e-09	
         0.0004	        0.00038	              0              4	 1	  1.1712e-09	
        0.00042	        0.00038	              0              4	 1	  4.8051e-10	
        0.00044	        0.00038	              0              4	 1	  1.9096e-10	
        0.00046	        0.00038	              0              4	 1	  7.3581e-11	
        0.00048	        0.00038	              0              4	 1	  2.7518e-11	
         0.0005	        0.00038	              0              4	 1	  9.9956e-12	
        0.00052	        0.00038	              0              4	 1	  3.5275e-12	
        0.00054	        0.00038	              0              4	 1	  1.2080e-12	
        0.00056	        0.00038	              0              4	 1	  3.9918e-13	
        0.00058	        0.00038	              0              4	 1	  1.2454e-13	
         0.0006	        0.00038	              0              4	 1	  3.3644e-14	
        0.00062	        0.00038	              0              4	 1	  0 
        0.00064	        0.00038	              0              4	 1	  0 
        0.00066	        0.00038	              0              4	 1	  0 
        0.00068	        0.00038	              0              4	 1	  0 
         0.0007	        0.00038	              0              4	 1	  0 
        0.00072	        0.00038	              0              4	 1	  0 
        0.00074	        0.00038	              0              4	 1	  0 
        0.00076	        0.00038	              0              4	 1	  0 
        0.00078	        0.00038	              0              4	 1	  0 
         0.0008	        0.00038	              0              4	 1	  0 
        0.00082	        0.00038	              0              4	 1	  0 
        0.00084	        0.00038	              0              4	 1	  0 
        0.00086	        0.00038	              0              4	 1	  0 
        0.00088	        0.00038	              0              4	 1	  0 
         0.0009	        0.00038	              0              4	 1	  0 
        0.00092	        0.00038	              0              4	 1	  0 
        0.00094	        0.00038	              0              4	 1	  0 
        0.00096	        0.00038	              0              4	 1	  0 
        0.00098	        0.00038	              0              4	 1	  0 
          0.001	        0.00038	              0              4	 1	  0 
              0         0.0004	              0              4	 1	  5.9480e-06	
          2e-05	         0.0004	              0              4	 1	  5.7980e-06	
          4e-05	         0.0004	              0              4	 1	  5.3709e-06	
          6e-05	         0.0004	              0              4	 1	  4.7290e-06	
          8e-05	         0.0004	              0              4	 1	  3.9593e-06	
         0.0001	         0.0004	              0              4	 1	  3.1538e-06	
        0.00012	         0.0004	              0              4	 1	  2.3916e-06	
        0.00014	         0.0004	              0              4	 1	  1.7279e-06	
        0.00016	         0.0004	              0              4	 1	  1.1905e-06	
        0.00018	         0.0004	              0              4	 1	  7.8289e-07	
         0.0002	         0.0004	              0              4	 1	  4.9195e-07	
        0.00022	         0.0004	              0              4	 1	  2.9570e-07	
        0.00024	         0.0004	              0              4	 1	  1.7021e-07	
        0.00026	         0.0004	              0              4	 1	  9.3934e-08	
        0.00028	         0.0004	              0              4	 1	  4.9761e-08	
         0.0003	         0.0004	              0              4	 1	  2.5334e-08	
        0.00032	         0.0004	              0              4	 1	  1.2410e-08	
        0.00034	         0.0004	              0              4	 1	  5.8561e-09	
        0.00036	         0.0004	              0              4	 1	  2.6652e-09	
        0.00038	         0.0004	              0              4	 1	  1.1712e-09	
         0.0004	         0.0004	              0              4	 1	  4.9752e-10	
        0.00042	         0.0004	              0              4	 1	  2.0452e-10	
        0.00044	         0.0004	              0              4	 1	  8.1444e-11	
        0.00046	         0.0004	              0              4	 1	  3.1449e-11	
        0.00048	         0.0004	              0              4	 1	  1.1786e-11	
         0.0005	         0.0004	              0              4	 1	  4.2881e-12	
        0.00052	         0.0004	              0              4	 1	  1.5137e-12	
        0.00054	         0.0004	              0              4	 1	  5.1635e-13	
        0.00056	         0.0004	              0              4	 1	  1.6775e-13	
        0.00058	         0.0004	              0              4	 1	  4.8858e-14	
         0.0006	         0.0004	              0              4	 1	  1.0609e-14	
        0.00062	         0.0004	              0              4	 1	  0 
        0.00064	         0.0004	              0              4	 1	  0 
        0.00066	         0.0004	              0              4	 1	  0 
        0.00068	         0.0004	              0              4	 1	  0 
         0.0007	         0.0004	              0              4	 1	  0 
        0.00072	         0.0004	              0              4	 1	  0 
        0.00074	         0.0004	              0              4	 1	  0 
        0.00076	         0.0004	              0              4	 1	  0 
        0.00078	         0.0004	              0              4	 1	  0 
         0.0008	         0.0004	              0              4	 1	  0 
        0.00082	         0.0004	              0              4	 1	  0 
        0.00084	         0.0004	              0              4	 1	  0 
        0.00086	         0.0004	              0              4	 1	  0 
        0.00088	         0.0004	              0              4	 1	  0 
         0.0009	         0.0004	              0              4	 1	  0 
        0.00092	         0.0004	              0              4	 1	  0 
        0.00094	         0.0004	              0              4	 1	  0 
        0.00096	         0.0004	              0              4	 1	  0 
        0.00098	         0.0004	              0              4	 1	  0 
          0.001	         0.0004	              0              4	 1	  0 
              0        0.00042	              0              4	 1	  2.4005e-06	
          2e-05	        0.00042	              0              4	 1	  2.3401e-06	
          4e-05	        0.00042	              0              4	 1	  2.1679e-06	
          6e-05	        0.00042	              0              4	 1	  1.9092e-06	
          8e-05	        0.00042	              0              4	 1	  1.5989e-06	
         0.0001	        0.00042	              0              4	 1	  1.2740e-06	
        0.00012	        0.00042	              0              4	 1	  9.6650e-07	
        0.00014	        0.00042	              0              4	 1	  6.9865e-07	
        0.00016	        0.00042	              0              4	 1	  4.8164e-07	
        0.00018	        0.00042	              0              4	 1	  3.1696e-07	
         0.0002	        0.00042	              0              4	 1	  1.9933e-07	
        0.00022	        0.00042	              0              4	 1	  1.1992e-07	
        0.00024	        0.00042	              0              4	 1	  6.9101e-08	
        0.00026	        0.00042	              0              4	 1	  3.8179e-08	
        0.00028	        0.00042	              0              4	 1	  2.0251e-08	
         0.0003	        0.00042	              0              4	 1	  1.0324e-08	
        0.00032	        0.00042	              0              4	 1	  5.0648e-09	
        0.00034	        0.00042	              0              4	 1	  2.3939e-09	
        0.00036	        0.00042	              0              4	 1	  1.0914e-09	
        0.00038	        0.00042	              0              4	 1	  4.8051e-10	
         0.0004	        0.00042	              0              4	 1	  2.0452e-10	
        0.00042	        0.00042	              0              4	 1	  8.4246e-11	
        0.00044	        0.00042	              0              4	 1	  3.3620e-11	
        0.00046	        0.00042	              0              4	 1	  1.3009e-11	
        0.00048	        0.00042	              0              4	 1	  4.8838e-12	
         0.0005	        0.00042	              0              4	 1	  1.7780e-12	
        0.00052	        0.00042	              0              4	 1	  6.2564e-13	
        0.00054	        0.00042	              0              4	 1	  2.1013e-13	
        0.00056	        0.00042	              0              4	 1	  6.3713e-14	
        0.00058	        0.00042	              0              4	 1	  1.4813e-14	
         0.0006	        0.00042	              0              4	 1	  0 
        0.00062	        0.00042	              0              4	 1	  0 
        0.00064	        0.00042	              0              4	 1	  0 
        0.00066	        0.00042	              0              4	 1	  0 
        0.00068	        0.00042	              0              4	 1	  0 
         0.0007	        0.00042	              0              4	 1	  0 
        0.00072	        0.00042	              0              4	 1	  0 
        0.00074	        0.00042	              0              4	 1	  0 
        0.00076	        0.00042	              0              4	 1	  0 
        0.00078	        0.00042	              0              4	 1	  0 
         0.0008	        0.00042	              0              4	 1	  0 
        0.00082	        0.00042	              0              4	 1	  0 
        0.00084	        0.00042	              0              4	 1	  0 
        0.00086	        0.00042	              0              4	 1	  0 
        0.00088	        0.00042	              0              4	 1	  0 
         0.0009	        0.00042	              0              4	 1	  0 
        0.00092	        0.00042	              0              4	 1	  0 
        0.00094	        0.00042	              0              4	 1	  0 
        0.00096	        0.00042	              0              4	 1	  0 
        0.00098	        0.00042	              0              4	 1	  0 
          0.001	        0.00042	              0              4	 1	  0 
              0        0.00044	              0              4	 1	  9.3716e-07	
          2e-05	        0.00044	              0              4	 1	  9.1361e-07	
          4e-05	        0.00044	              0              4	 1	  8.4650e-07	
          6e-05	        0.00044	              0              4	 1	  7.4562e-07	
          8e-05	        0.00044	              0              4	 1	  6.2461e-07	
         0.0001	        0.00044	              0              4	 1	  4.9789e-07	
        0.00012	        0.00044	              0              4	 1	  3.7789e-07	
        0.00014	        0.00044	              0              4	 1	  2.7332e-07	
        0.00016	        0.00044	              0              4	 1	  1.8855e-07	
        0.00018	        0.00044	              0              4	 1	  1.2418e-07	
         0.0002	        0.00044	              0              4	 1	  7.8165e-08	
        0.00022	        0.00044	              0              4	 1	  4.7073e-08	
        0.00024	        0.00044	              0              4	 1	  2.7154e-08	
        0.00026	        0.00044	              0              4	 1	  1.5022e-08	
        0.00028	        0.00044	              0              4	 1	  7.9785e-09	
         0.0003	        0.00044	              0              4	 1	  4.0736e-09	
        0.00032	        0.00044	              0              4	 1	  2.0017e-09	
        0.00034	        0.00044	              0              4	 1	  9.4774e-10	
        0.00036	        0.00044	              0              4	 1	  4.3288e-10	
        0.00038	        0.00044	              0              4	 1	  1.9096e-10	
         0.0004	        0.00044	              0              4	 1	  8.1444e-11	
        0.00042	        0.00044	              0              4	 1	  3.3620e-11	
        0.00044	        0.00044	              0              4	 1	  1.3445e-11	
        0.00046	        0.00044	              0              4	 1	  5.2119e-12	
