     x	y	z	time	in	vx-node	vy-node	vz-node	
   0.000000e+00	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   2.000000e-05	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   4.000000e-05	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   6.000000e-05	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   8.000000e-05	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   1.000000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   1.200000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   1.400000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   1.600000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   1.800000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   2.000000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   2.200000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   2.400000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   2.600000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   2.800000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   3.000000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   3.200000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   3.400000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   3.600000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   3.800000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   4.000000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   4.200000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   4.400000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   4.600000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   4.800000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   5.000000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
   5.200000e-04	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	   0.000000e+00	   0.000000e+00	   0.000000e+00	
