x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.299113	0.00967517	0.193076	1.93513e-027	0	1.02747e-010	0.00187358	1.99418e-025	0	0.0124604	0	0	0.849654	0.150346	1.53326e-022	0.299113	0.512428	0.382677	0.0124604	0	1	0	0	0	0	0.25	0.25	0	17.9567	2.01306	1	-0.27696	-0.207909	-0.598221	0.299113	0.241894	0.0113997	
2.1	0	-99999	0.299066	1.21609e-005	0.184877	1.51934e-015	0	8.17449e-008	2.25495e-006	1.24566e-010	2.95592e-027	0.0214377	0	0	0.872227	2.93467e-010	0.0638866	0.299066	-0.105895	0.249193	0.0853242	0	1	0	0	0	0	0.25	0.25	1	15.0527	4.91375	0.985346	-0.244029	-0.207913	-0.597517	0.299067	0.249281	0.021473	
2.1	1	-99999	0.299115	4.29758e-007	0.186344	9.96604e-010	0	2.31315e-006	8.03203e-008	0.00231213	0.000539142	0.0224578	0	0	2.0015e-005	2.99562e-019	0.49999	0.299115	-1.41461	0.254257	0.526377	0	1	0	0	0	0	0.25	0.25	2	13.7029	6.36549	2.0597	-0.208021	-0.207899	-0.598247	0.299115	0.259252	0.0282728	
0	1	-99999	0.29899	3.54949e-006	0.180385	2.90042e-013	0	2.80067e-007	6.42172e-007	8.14721e-008	2.76461e-018	0.0275883	0	0	0.0274636	2.2418e-013	0.486268	0.29899	-1.34845	0.26315	0.513857	0	1	0	0	0	0	0.25	0.25	3	14.5173	5.44855	2.01262	-0.201048	-0.207912	-0.596379	0.298993	0.261352	0.0271023	
1	0	1	0.298988	1.26642e-005	0.185366	1.20212e-015	0	7.84963e-008	2.35448e-006	9.46417e-011	1.24816e-027	0.0201073	0	0	5.90174	2.24849e-009	2.04913	0.298988	-6.06695	0.24569	2.06924	0	10	0	0	0	0	3.75	0.375	4	15.0729	4.89614	0.999601	-0.252511	-0.207913	-0.596345	0.298991	0.246417	0.0204128	
1.1	0	1	0.298888	1.41259e-005	0.185635	7.28205e-016	0	7.03738e-008	2.63005e-006	5.13985e-011	1.79501e-028	0.0189367	0	0	7.27884	3.85405e-009	1.36058	0.298888	-4.00598	0.242448	1.37952	0	10	0	0	0	0	3.75	0.375	5	15.1199	4.8487	0.999285	-0.264219	-0.207913	-0.594844	0.298893	0.242501	0.018949	
1	0.9	1	0.299112	1.62904e-005	0.175374	9.29579e-016	0	6.10234e-008	2.86538e-006	5.68943e-011	1.9944e-028	0.0360501	0	0	7.55803	5.79844e-009	1.22098	0.299112	-3.51872	0.283527	1.25703	0	9.99999	0	0	0	0	3.21429	0.321429	6	15.1824	4.78678	0.965103	-0.159937	-0.207858	-0.598211	0.299113	0.283208	0.00437031	
1.1	0.9	1	0.299109	1.48561e-005	0.176093	1.2869e-015	0	6.69149e-008	2.62381e-006	8.63682e-011	7.68194e-028	0.0349456	0	0	6.60051	3.85636e-009	1.69974	0.299109	-4.95943	0.280933	1.73469	0	9.99999	0	0	0	0	2.91667	0.291667	7	15.1426	4.82681	1.03542	-0.165337	-0.207871	-0.598162	0.299109	0.280414	0.00732847	
0	0.298	-99999	0.299113	0.240909	0.240904	1.24969e-038	0	4.12643e-012	0.0582082	5.17207e-038	0	6.00831e-008	0	0	0.000293309	0.999707	7.6435e-045	0.299113	3.29824	1.29882	6.00831e-008	0	1	0	0	0	0	0.25	0.25	8	19.3641	0.616861	1	-0.116705	-0.20791	-0.598221	0.299113	0.299113	5.52763e-008	
0	0.402	-99999	0.299113	0.240908	0.240904	8.7581e-039	0	4.12645e-012	0.058208	3.6247e-038	0	4.21069e-008	0	0	0.000293311	0.999707	5.35685e-045	0.299113	3.29824	1.29882	4.21069e-008	0	1	0	0	0	0	0.25	0.25	9	19.3641	0.616862	1	-0.116706	-0.20791	-0.598221	0.299113	0.299112	3.77662e-008	
0.298	1	-99999	0.299113	0.240906	0.240904	2.84028e-038	0	4.12648e-012	0.0582074	1.17551e-037	0	1.36549e-007	0	0	0.000293318	0.999707	1.73737e-044	0.299113	3.29823	1.29882	1.36549e-007	0	1	0	0	0	0	0.25	0.25	10	19.3641	0.616866	2	-0.116708	-0.20791	-0.598221	0.299113	0.299112	1.31107e-007	
0.402	1	-99999	0.299113	0.240909	0.240905	0	0	4.12642e-012	0.0582083	1.17598e-040	0	1.36613e-010	0	0	0.000293306	0.999707	1.73787e-047	0.299113	3.29824	1.29882	1.36613e-010	0	1	0	0	0	0	0.25	0.25	11	19.3641	0.61686	2	-0.116705	-0.20791	-0.598221	0.299113	0.299113	9.7707e-011	
2.1	0.402	-99999	0.299111	0.200823	0.232431	1.94049e-033	0	4.9501e-012	0.0468159	9.63412e-033	0	0.00404623	0	0	0.000524677	0.999475	6.55621e-039	0.299111	3.26225	1.29086	0.00404623	0	0.999999	0	0	0	0	0.25	0.25	12	19.2854	0.6959	2.00434	-0.141536	-0.207878	-0.598194	0.299111	0.289711	0.00328262	
2.1	0.198	-99999	0.299098	1.08285e-005	0.182814	2.88875e-015	0	9.18035e-008	1.98547e-006	2.65984e-010	3.19581e-026	0.0247751	0	0	0.747363	1.75546e-010	0.126318	0.299098	-0.279842	0.257141	0.151093	0	1	0	0	0	0	0.25	0.25	13	15.0035	4.96415	1.00017	-0.217908	-0.207913	-0.59799	0.299098	0.257057	0.024738	
1.25	1	-99999	0.299113	0.240233	0.240751	2.01048e-035	0	4.13805e-012	0.0580077	8.34416e-035	0	9.53969e-005	0	0	0.000295981	0.999704	1.26279e-041	0.299113	3.29773	1.29875	9.53969e-005	0	1	0	0	0	0	0.25	0.25	14	19.3648	0.618082	2.04696	-0.116759	-0.207887	-0.598227	0.299113	0.299048	9.81879e-005	
0.825	1	-99999	0.299113	0.240735	0.240868	3.64181e-036	0	4.12941e-012	0.0581574	1.50832e-035	0	1.74508e-005	0	0	0.000293988	0.999706	2.24263e-042	0.299113	3.29808	1.29878	1.74508e-005	0	1	0	0	0	0	0.25	0.25	15	19.3639	0.617174	1.99937	-0.116807	-0.207914	-0.598219	0.299113	0.299076	1.62844e-005	
0.269386	0.35	-99999	0.299113	0.240909	0.240904	1.72602e-038	0	4.12643e-012	0.0582082	7.14343e-038	0	8.29841e-008	0	0	0.000293309	0.999707	1.05569e-044	0.299113	3.29824	1.29882	8.29841e-008	0	1	0	0	0	0	0.25	0.25	16	19.3642	0.616861	1	-0.116709	-0.207912	-0.598221	0.299113	0.299113	8.11336e-008	
1.1	0.4	1	0.29911	1.44337e-005	0.184293	8.16728e-016	0	6.88731e-008	2.66792e-006	5.64174e-011	2.30644e-028	0.0226526	0	0	7.20044	4.03782e-009	1.39978	0.29911	-4.10871	0.252253	1.42243	0	10	0	0	0	0	3.75	0.375	17	15.1279	4.83934	0.989834	-0.23481	-0.207913	-0.598175	0.29911	0.252183	0.0226432	
1	0.45	1	0.299111	1.12308e-005	0.186872	1.77315e-015	0	8.85147e-008	2.10495e-006	1.57415e-010	6.52898e-027	0.0187944	0	0	4.64072	1.24311e-009	2.67964	0.299111	-7.96373	0.243257	2.69844	0	10	0	0	0	0	4	0.4	18	15.02	4.9483	0.998786	-0.263461	-0.207913	-0.598198	0.299111	0.243833	0.019067	
1.0375	1	-99999	0.299114	0.241451	0.24099	0	0	4.11718e-012	0.0583597	0	0	0	0	0	0.000291237	0.99971	0	0.299114	3.29894	1.29906	0	0	1	0	0	0	0	0.25	0.25	19	19.8084	0.615886	2.02164	-0.116042	-0.207896	-0.598237	0.299114	0.299366	-0.00010807	
0.35	0.730614	-99999	0.299025	0.110473	0.213794	6.25628e-032	0	8.99853e-012	0.0236885	5.64643e-031	0	0.00929671	0	0	0.00341668	0.996581	5.38463e-035	0.299025	3.16109	1.26195	0.00929671	0	0.999998	0	0	0	0	0.25	0.250001	20	19.022	0.955458	1.87838	-0.211187	-0.207782	-0.596903	0.299028	0.264195	0.00869598	
1	0.225	1	0.299104	1.18641e-005	0.185247	1.6465e-015	0	8.37903e-008	2.20431e-006	1.3837e-010	4.16114e-027	0.0211717	0	0	5.03359	1.57571e-009	2.4832	0.299104	-7.36491	0.248765	2.50438	0	10	0	0	0	0	3.75	0.375	21	15.0433	4.92448	0.999613	-0.243665	-0.207913	-0.598082	0.299104	0.249575	0.0215184	
1.1	0.2	1	0.299093	1.43011e-005	0.186473	6.95376e-016	0	6.95118e-008	2.67468e-006	4.84802e-011	1.49455e-028	0.0192552	0	0	7.40693	4.08796e-009	1.29654	0.299093	-3.81257	0.244241	1.31579	0	10	0	0	0	0	3.75	0.375	22	15.1233	4.84334	0.997597	-0.261189	-0.207913	-0.597928	0.299094	0.244413	0.0193276	
1.1	0.65	1	0.299112	1.34309e-005	0.180565	1.44478e-015	0	7.40156e-008	2.43234e-006	1.07254e-010	1.66854e-027	0.0282568	0	0	5.88879	2.60686e-009	2.0556	0.299112	-6.05377	0.265338	2.08386	0	10	0	0	0	0	3.92857	0.392857	23	15.0981	4.87061	0.976172	-0.190977	-0.207913	-0.5982	0.299112	0.265141	0.0276289	
1	0.675	1	0.299112	1.02843e-005	0.188675	2.09863e-015	0	9.66615e-008	1.94614e-006	2.03458e-010	1.55431e-026	0.0160981	0	0	3.9662	8.23675e-010	3.0169	0.299112	-8.98629	0.236971	3.033	0	10	0	0	0	0	3.75	0.375	24	14.9822	4.98654	0.998043	-0.284408	-0.207913	-0.598214	0.299113	0.237406	0.0174182	
1.6	0	-99999	0.299065	1.33161e-005	0.185213	1.0261e-015	0	7.46534e-008	2.47363e-006	7.68293e-011	6.34521e-028	0.0209277	0	0	0.92593	4.09759e-010	0.0370349	0.299065	-0.0273782	0.247998	0.0579625	0	1	0	0	0	0	0.25	0.25	25	15.0922	4.87434	0.992688	-0.24809	-0.207913	-0.597502	0.299066	0.248092	0.0209647	
1.43	0.3	-99999	0.299107	8.53067e-006	0.184	6.84871e-015	0	1.16532e-007	1.5743e-006	8.0046e-010	1.11282e-024	0.0230674	0	0	0.48471	5.60267e-011	0.257645	0.299107	-0.680655	0.253204	0.280712	0	1	0	0	0	0	0.25	0.25	26	14.9019	5.06773	1.09278	-0.229204	-0.207913	-0.598131	0.299107	0.253724	0.0235835	
1.77246	0.3	-99999	0.299103	7.80834e-006	0.185416	8.6438e-015	0	1.27312e-007	1.45208e-006	1.10372e-009	3.21174e-024	0.0209113	0	0	0.405748	3.62429e-011	0.297126	0.299103	-0.807723	0.248151	0.318037	0	1	0	0	0	0	0.25	0.25	27	14.8637	5.10616	1.26033	-0.247116	-0.207913	-0.598067	0.299103	0.248273	0.021959	
0.643247	0.3375	-99999	0.299113	0.240891	0.240902	0	0	4.12675e-012	0.0582031	0	0	0	0	0	0.000293379	0.999707	0	0.299113	3.29821	1.29881	0	0	1	0	0	0	0	0.25	0.25	28	19.4677	0.616894	1	-0.116714	-0.20791	-0.598221	0.299113	0.29911	-2.6286e-006	
1.1	0.1	1	0.299025	1.41604e-005	0.186686	6.89206e-016	0	7.02027e-008	2.65138e-006	4.85276e-011	1.51557e-028	0.0184071	0	0	7.37518	3.95596e-009	1.31241	0.299025	-3.86358	0.24191	1.33082	0	10	0	0	0	0	3.75	0.375	29	15.1175	4.84764	0.999764	-0.268203	-0.207913	-0.596895	0.299027	0.242023	0.018451	
0.130053	0.35	-99999	0.299113	0.240909	0.240905	0	0	4.12642e-012	0.0582083	0	0	0	0	0	0.000293306	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	30	19.3642	0.61686	1	-0.116706	-0.207911	-0.598221	0.299113	0.299113	-6.12418e-012	
1.0625	0.9	1	0.299112	1.31137e-005	0.177493	1.94663e-015	0	7.58057e-008	2.3345e-006	1.48003e-010	4.41407e-027	0.032865	0	0	5.25717	2.12939e-009	2.37141	0.299112	-6.98276	0.27609	2.40428	0	9.99999	0	0	0	0	3.75	0.375	31	15.0883	4.88099	0.966793	-0.178275	-0.207876	-0.598201	0.299112	0.275492	0.009203	
1.15083	0.931206	-99999	0.299102	0.227961	0.238215	3.27284e-034	0	4.3608e-012	0.0544649	1.43145e-033	0	0.00121978	0	0	0.000350066	0.999649	3.36541e-040	0.299102	3.28625	1.29599	0.00121978	0	0.999999	0	0	0	0	0.25	0.25	32	19.3404	0.640853	1.64229	-0.124178	-0.207874	-0.598057	0.299102	0.296165	0.0011322	
1.1	0.775	1	0.299112	1.23334e-005	0.178631	2.31404e-015	0	8.06021e-008	2.20965e-006	1.8707e-010	9.53799e-027	0.0311579	0	0	4.66454	1.58181e-009	2.66773	0.299112	-7.87855	0.272107	2.69889	0	10	0	0	0	0	3.92857	0.392857	33	15.0614	4.90763	0.969394	-0.174445	-0.207906	-0.598201	0.299112	0.271586	0.0248117	
1.09219	0.942092	-99999	0.2991	0.225336	0.237678	4.08757e-034	0	4.41161e-012	0.0537162	1.80863e-033	0	0.00144463	0	0	0.00036326	0.999636	4.68607e-040	0.2991	3.28374	1.29536	0.00144463	0	0.999999	0	0	0	0	0.25	0.25	34	19.3356	0.645884	1.52964	-0.12588	-0.207868	-0.598024	0.2991	0.295515	0.00133727	
1.08438	0.9	1	0.29911	1.35279e-005	0.176937	1.77885e-015	0	7.34847e-008	2.40068e-006	1.31106e-010	2.96501e-027	0.0336914	0	0	5.56928	2.46862e-009	2.21535	0.29911	-6.51128	0.278013	2.24905	0	9.99999	0	0	0	0	3.75	0.375	35	15.1019	4.86748	0.987646	-0.172628	-0.207875	-0.598185	0.299111	0.277431	0.00901354	
1.1	0.8375	1	0.299112	1.23164e-005	0.178134	2.40245e-015	0	8.07134e-008	2.20047e-006	1.94485e-010	1.07028e-026	0.0319027	0	0	4.59718	1.54821e-009	2.70141	0.299112	-7.97659	0.273845	2.73331	0	10	0	0	0	0	3.75	0.375	36	15.061	4.90823	0.966695	-0.177748	-0.207891	-0.598201	0.299112	0.27314	0.0168152	
1.1	0.86875	1	0.299112	1.25725e-005	0.177906	2.24487e-015	0	7.90692e-008	2.24336e-006	1.78026e-010	8.03147e-027	0.0322441	0	0	4.80818	1.7202e-009	2.59591	0.299112	-7.65873	0.274641	2.62815	0	9.99999	0	0	0	0	3.75	0.375	37	15.07	4.89929	0.965374	-0.178945	-0.207884	-0.5982	0.299112	0.273946	0.013187	
1.07344	0.875	1	0.299112	1.1977e-005	0.178862	2.56343e-015	0	8.30005e-008	2.14858e-006	2.13397e-010	1.45985e-026	0.0308154	0	0	4.36035	1.35589e-009	2.81982	0.299112	-8.33619	0.271311	2.85064	0	10	0	0	0	0	5	0.5	38	15.0488	4.92037	0.960492	-0.186412	-0.207891	-0.59821	0.299112	0.270533	0.0159836	
1.08231	0.853125	1	0.299112	1.22401e-005	0.178664	2.38041e-015	0	8.12163e-008	2.19335e-006	1.93902e-010	1.07046e-026	0.0311104	0	0	4.58201	1.51912e-009	2.709	0.299112	-8.00253	0.271998	2.74011	0	10	0	0	0	0	5	0.5	39	15.0582	4.91093	0.964027	-0.180706	-0.207896	-0.598206	0.299112	0.271302	0.0193866	
1	0.7875	1	0.299113	9.04557e-006	0.188009	3.76395e-015	0	1.09899e-007	1.70569e-006	4.14879e-010	1.49307e-025	0.0170973	0	0	2.68908	3.78648e-010	3.65546	0.299113	-10.898	0.239303	3.67256	0	10	0	0	0	0	3.75	0.375	40	14.9267	5.04228	0.996065	-0.281602	-0.207914	-0.598217	0.299113	0.23875	0.0161957	
1.05666	0.80625	1	0.299112	1.37231e-005	0.182776	1.12826e-015	0	7.24397e-008	2.51569e-006	8.19729e-011	7.37992e-028	0.0249444	0	0	6.42129	3.0693e-009	1.78935	0.299112	-5.26827	0.257612	1.8143	0	10	0	0	0	0	5	0.5	41	15.1074	4.86126	0.980356	-0.215972	-0.207913	-0.598209	0.299112	0.257529	0.0254786	
1.07479	0.826783	1	0.299112	1.23273e-005	0.179204	2.23328e-015	0	8.06415e-008	2.21565e-006	1.80629e-010	8.61811e-027	0.0303013	0	0	4.71995	1.60338e-009	2.64002	0.299112	-7.79885	0.27011	2.67033	0	10	0	0	0	0	5	0.5	42	15.0612	4.90784	0.966727	-0.177841	-0.20791	-0.598206	0.299112	0.269627	0.0273064	
1	0.84375	1	0.299113	9.80696e-006	0.18395	3.94486e-015	0	1.01366e-007	1.80934e-006	4.01062e-010	1.21722e-025	0.0231884	0	0	2.91836	5.12373e-010	3.54082	0.299113	-10.5297	0.253517	3.56401	0	10	0	0	0	0	3.75	0.375	43	14.9618	5.00718	0.98981	-0.242387	-0.207903	-0.59822	0.299113	0.252767	0.0133405	
1.06229	0.857745	1	0.299112	1.34188e-005	0.180225	1.48478e-015	0	7.40824e-008	2.42557e-006	1.10322e-010	1.81412e-027	0.0287714	0	0	5.83729	2.57222e-009	2.08135	0.299112	-6.12896	0.266542	2.11013	0	10	0	0	0	0	5	0.5	44	15.0979	4.871	0.971829	-0.180932	-0.20792	-0.59821	0.299112	0.266504	0.033607	
1.03125	0.9	1	0.299113	1.30413e-005	0.177727	1.9617e-015	0	7.62265e-008	2.32467e-006	1.49977e-010	4.62464e-027	0.0325223	0	0	5.21608	2.08069e-009	2.39196	0.299113	-7.04577	0.275296	2.42448	0	9.99999	0	0	0	0	3.92857	0.392857	45	15.0858	4.88339	0.948229	-0.181566	-0.207874	-0.598218	0.299113	0.274747	0.00815849	
1.05904	0.838429	1	0.299112	1.39992e-005	0.181302	1.16211e-015	0	7.10107e-008	2.54561e-006	8.27671e-011	7.38658e-028	0.0271564	0	0	6.47234	3.25777e-009	1.76383	0.299112	-5.18284	0.262774	1.79099	0	10	0	0	0	0	5	0.5	46	15.1161	4.85261	0.975394	-0.198099	-0.207914	-0.598209	0.299112	0.262734	0.027737	
1.03183	0.85294	1	0.299113	1.29923e-005	0.182784	1.40366e-015	0	7.65139e-008	2.38183e-006	1.07718e-010	1.76883e-027	0.024936	0	0	5.76748	2.33954e-009	2.11626	0.299113	-6.24902	0.257594	2.1412	0	10	0	0	0	0	5	0.5	47	15.0839	4.88503	0.982804	-0.214196	-0.207918	-0.598215	0.299113	0.257272	0.02804	
1.04841	0.878942	1	0.299112	1.18059e-005	0.179485	2.60584e-015	0	8.42034e-008	2.12526e-006	2.20071e-010	1.63001e-026	0.029883	0	0	4.2672	1.27529e-009	2.8664	0.299112	-8.47965	0.269136	2.89628	0	10	0	0	0	0	5	0.5	48	15.0425	4.92662	0.965021	-0.194729	-0.20789	-0.598213	0.299113	0.268321	0.0143041	
