x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.299113	0.240904	0.240904	0	0	4.12651e-012	0.0582069	0	0	0	0	0	0.000293326	0.999707	0	0.299113	3.29823	1.29882	0	0	1	0	0	0	0	0.25	0.25	0	19.3641	0.616869	1.08987	-0.116714	-0.207912	-0.598221	0.299113	0.299111	-8.74771e-024	
2.1	0	-99999	0.299113	0.240878	0.2409	0	0	4.12697e-012	0.0581995	0	0	0	0	0	0.000293428	0.999707	0	0.299113	3.2982	1.29881	0	0	1	0	0	0	0	0.25	0.25	1	19.3641	0.616917	1.61491	-0.116746	-0.207912	-0.598221	0.299113	0.299101	-5.40035e-023	
2.1	1	-99999	0.299113	0.24088	0.2409	0	0	4.12694e-012	0.0582	0	0	0	0	0	0.000293421	0.999707	0	0.299113	3.2982	1.29881	0	0	1	0	0	0	0	0.25	0.25	2	19.3641	0.616914	1.64172	-0.116744	-0.207912	-0.598221	0.299113	0.299101	-5.10794e-023	
0	1	-99999	0.299113	0.240906	0.240904	0	0	4.12648e-012	0.0582074	0	0	0	0	0	0.000293319	0.999707	0	0.299113	3.29823	1.29882	0	0	1	0	0	0	0	0.25	0.25	3	19.3641	0.616866	1.77874	-0.116713	-0.207912	-0.598221	0.299113	0.299112	-5.56388e-024	
1	0	1	0.299113	0.240873	0.240899	0	0	4.12705e-012	0.0581983	0	0	0	0	0	0.00293445	9.99707	0	0.299113	30.2903	10.2962	0	0	10	0	0	0	0	3.75	0.375	4	19.3641	0.616925	1.48456	-0.116751	-0.207912	-0.598221	0.299113	0.299099	-5.85565e-023	
1.1	0	1	0.299113	0.240873	0.240899	0	0	4.12705e-012	0.0581981	0	0	0	0	0	0.00293447	9.99707	0	0.299113	30.2903	10.2962	0	0	10	0	0	0	0	3.75	0.375	5	19.3641	0.616926	1.4938	-0.116751	-0.207912	-0.598221	0.299113	0.299099	-5.92403e-023	
1	0.9	1	0.299113	0.240892	0.240902	0	0	4.12673e-012	0.0582034	0	0	0	0	0	0.00293375	9.99707	0	0.299113	30.2903	10.2962	0	0	10	0	0	0	0	3.21429	0.321429	6	19.3641	0.616892	1.62486	-0.116729	-0.207912	-0.598221	0.299113	0.299106	-3.00737e-023	
1.1	0.9	1	0.299113	0.240891	0.240902	0	0	4.12675e-012	0.0582031	0	0	0	0	0	0.00293378	9.99707	0	0.299113	30.2903	10.2962	0	0	10	0	0	0	0	2.91667	0.291667	7	19.3641	0.616894	1.63029	-0.11673	-0.207912	-0.598221	0.299113	0.299106	-3.14798e-023	
0	0.298	-99999	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582083	0	0	0	0	0	0.000293307	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	8	19.3641	0.61686	1.00212	-0.116705	-0.20791	-0.598221	0.299113	0.299113	-1.85604e-025	
0	0.402	-99999	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582083	0	0	0	0	0	0.000293307	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	9	19.3641	0.61686	1.00508	-0.116705	-0.20791	-0.598221	0.299113	0.299113	-1.21562e-025	
