         x	         y	         z	         A	         B	         C	         D	
   0.00000	  -5.00000	  -5.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  -5.00000	  -5.00000	    0.4340048936E-16	    0.4865724523E-13	    0.8486760696E-12	    0.2611977377E-11	
   8.00000	  -5.00000	  -5.00000	    0.2666896010E-15	    0.3116655784E-12	    0.5528745424E-11	    0.1719691003E-10	
  12.00000	  -5.00000	  -5.00000	    0.1071162586E-14	    0.1340601322E-11	    0.2445021974E-10	    0.7737557763E-10	
  16.00000	  -5.00000	  -5.00000	    0.3347592636E-14	    0.4605242959E-11	    0.8723714037E-10	    0.2826085886E-09	
  20.00000	  -5.00000	  -5.00000	    0.8634996045E-14	    0.1338488278E-10	    0.2658097555E-09	    0.8862811788E-09	
  24.00000	  -5.00000	  -5.00000	    0.1895413545E-13	    0.3388198854E-10	    0.7112327353E-09	    0.2451947475E-08	
  28.00000	  -5.00000	  -5.00000	    0.3612657315E-13	    0.7608641773E-10	    0.1700132771E-08	    0.6082046077E-08	
  32.00000	  -5.00000	  -5.00000	    0.6072393422E-13	    0.1536370964E-09	    0.3675048815E-08	    0.1367824807E-07	
  36.00000	  -5.00000	  -5.00000	    0.9118452317E-13	    0.2819769343E-09	    0.7251089958E-08	    0.2812332870E-07	
  40.00000	  -5.00000	  -5.00000	    0.1237109802E-12	    0.4746155266E-09	    0.1315641521E-07	    0.5320749788E-07	
  44.00000	  -5.00000	  -5.00000	    0.1531712145E-12	    0.7381471087E-09	    0.2208409849E-07	    0.9310613045E-07	
  48.00000	  -5.00000	  -5.00000	    0.1746339219E-12	    0.1067431060E-08	    0.3446108832E-07	    0.1513033171E-06	
  52.00000	  -5.00000	  -5.00000	    0.1848220900E-12	    0.1442652820E-08	    0.5018111009E-07	    0.2290682078E-06	
  56.00000	  -5.00000	  -5.00000	    0.1828775657E-12	    0.1829686438E-08	    0.6838809154E-07	    0.3238821266E-06	
  60.00000	  -5.00000	  -5.00000	    0.1702495390E-12	    0.2184363529E-08	    0.8741428760E-07	    0.4284558808E-06	
  64.00000	  -5.00000	  -5.00000	    0.1499352143E-12	    0.2460147411E-08	    0.1049536554E-06	    0.5309981516E-06	
  68.00000	  -5.00000	  -5.00000	    0.1254932775E-12	    0.2617598549E-08	    0.1184807515E-06	    0.6170800261E-06	
  72.00000	  -5.00000	  -5.00000	    0.1002005327E-12	    0.2633216766E-08	    0.1258270348E-06	    0.6728320046E-06	
  76.00000	  -5.00000	  -5.00000	    0.7654281340E-13	    0.2505089435E-08	    0.1257417613E-06	    0.6885535736E-06	
  80.00000	  -5.00000	  -5.00000	    0.5605189532E-13	    0.2253486546E-08	    0.1182410096E-06	    0.6614630656E-06	
  84.00000	  -5.00000	  -5.00000	    0.3939271814E-13	    0.1916039049E-08	    0.1046102484E-06	    0.5965195926E-06	
  88.00000	  -5.00000	  -5.00000	    0.2657750664E-13	    0.1538921966E-08	    0.8705375881E-07	    0.5049757923E-06	
  92.00000	  -5.00000	  -5.00000	    0.1720693249E-13	    0.1166791378E-08	    0.6811946901E-07	    0.4012295039E-06	
  96.00000	  -5.00000	  -5.00000	    0.1067931792E-13	    0.8344827176E-09	    0.5010437243E-07	    0.2991750854E-06	
 100.00000	  -5.00000	  -5.00000	    0.6344559037E-14	    0.5625637752E-09	    0.3462957985E-07	    0.2093115897E-06	
 104.00000	  -5.00000	  -5.00000	    0.3601790125E-14	    0.3572323164E-09	    0.2248201611E-07	    0.1373781626E-06	
 108.00000	  -5.00000	  -5.00000	    0.1950163711E-14	    0.2135341334E-09	    0.1370552055E-07	    0.8457065447E-07	
 112.00000	  -5.00000	  -5.00000	    0.1005130350E-14	    0.1200762334E-09	    0.7843190479E-08	    0.4882274543E-07	
 116.00000	  -5.00000	  -5.00000	    0.4922203157E-15	    0.6348623426E-10	    0.4212128813E-08	    0.2642722523E-07	
 120.00000	  -5.00000	  -5.00000	    0.2286227101E-15	    0.3154410902E-10	    0.2122302271E-08	    0.1341029549E-07	
 124.00000	  -5.00000	  -5.00000	    0.1005548584E-15	    0.1472242395E-10	    0.1003008906E-08	    0.6378487254E-08	
 128.00000	  -5.00000	  -5.00000	    0.4181984374E-16	    0.6451935367E-11	    0.4445281289E-09	    0.2843344395E-08	
 132.00000	  -5.00000	  -5.00000	    0.1642480739E-16	    0.2653975007E-11	    0.1847160486E-09	    0.1187731243E-08	
 136.00000	  -5.00000	  -5.00000	    0.6085094683E-17	    0.1024385817E-11	    0.7195206922E-10	    0.4648713771E-09	
 140.00000	  -5.00000	  -5.00000	    0.2124499114E-17	    0.3709106958E-12	    0.2626909825E-10	    0.1704615839E-09	
 144.00000	  -5.00000	  -5.00000	    0.6983881584E-18	    0.1259525640E-12	    0.8987668825E-11	    0.5855397875E-10	
 148.00000	  -5.00000	  -5.00000	    0.2160063842E-18	    0.4010341085E-13	    0.2881323007E-11	    0.1884009935E-10	
 150.00000	  -5.00000	  -5.00000	    0.1173914264E-18	    0.2208794792E-13	    0.1592031721E-11	    0.1042759239E-10	
   0.00000	  -4.50000	  -5.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  -4.50000	  -5.00000	    0.5938305287E-16	    0.6281564382E-13	    0.1069729965E-11	    0.3243010224E-11	
   8.00000	  -4.50000	  -5.00000	    0.3641858217E-15	    0.4017337261E-12	    0.6960005810E-11	    0.2132966849E-10	
  12.00000	  -4.50000	  -5.00000	    0.1458112289E-14	    0.1723699692E-11	    0.3071691062E-10	    0.9581175799E-10	
  16.00000	  -4.50000	  -5.00000	    0.4537405283E-14	    0.5901373592E-11	    0.1092966527E-09	    0.3491728272E-09	
  20.00000	  -4.50000	  -5.00000	    0.1164291252E-13	    0.1708181651E-10	    0.3319206358E-09	    0.1092111496E-08	
  24.00000	  -4.50000	  -5.00000	    0.2540299980E-13	    0.4303769490E-10	    0.8847794260E-09	    0.3012268329E-08	
  28.00000	  -4.50000	  -5.00000	    0.4809726075E-13	    0.9615104574E-10	    0.2106325943E-08	    0.7447562351E-08	
  32.00000	  -4.50000	  -5.00000	    0.8027284698E-13	    0.1930988970E-09	    0.4533582132E-08	    0.1669239295E-07	
  36.00000	  -4.50000	  -5.00000	    0.1196502725E-12	    0.3524235652E-09	    0.8906076977E-08	    0.3420291369E-07	
  40.00000	  -4.50000	  -5.00000	    0.1611059397E-12	    0.5898580283E-09	    0.1608946879E-07	    0.6449099187E-07	
  44.00000	  -4.50000	  -5.00000	    0.1979557311E-12	    0.9123020544E-09	    0.2689432682E-07	    0.1124827644E-06	
  48.00000	  -4.50000	  -5.00000	    0.2239884822E-12	    0.1312212169E-08	    0.4179979851E-07	    0.1822266987E-06	
  52.00000	  -4.50000	  -5.00000	    0.2352934674E-12	    0.1764442700E-08	    0.6064010922E-07	    0.2750896156E-06	
  56.00000	  -4.50000	  -5.00000	    0.2311298974E-12	    0.2227119958E-08	    0.8235687914E-07	    0.3879192065E-06	
  60.00000	  -4.50000	  -5.00000	    0.2136610718E-12	    0.2647106260E-08	    0.1049383465E-06	    0.5119270631E-06	
  64.00000	  -4.50000	  -5.00000	    0.1869006599E-12	    0.2969314173E-08	    0.1256364974E-06	    0.6330597998E-06	
  68.00000	  -4.50000	  -5.00000	    0.1554307760E-12	    0.3147887263E-08	    0.1414695748E-06	    0.7342452098E-06	
  72.00000	  -4.50000	  -5.00000	    0.1233541166E-12	    0.3156411879E-08	    0.1499027892E-06	    0.7991830572E-06	
  76.00000	  -4.50000	  -5.00000	    0.9369735121E-13	    0.2994217732E-08	    0.1495030308E-06	    0.8165863067E-06	
  80.00000	  -4.50000	  -5.00000	    0.6825540707E-13	    0.2686699945E-08	    0.1403385503E-06	    0.7833782099E-06	
  84.00000	  -4.50000	  -5.00000	    0.4773977917E-13	    0.2279345874E-08	    0.1239693421E-06	    0.7056038422E-06	
  88.00000	  -4.50000	  -5.00000	    0.3206972470E-13	    0.1827205796E-08	    0.1030246007E-06	    0.5966755166E-06	
  92.00000	  -4.50000	  -5.00000	    0.2068234676E-13	    0.1383050489E-08	    0.8052117634E-07	    0.4736372531E-06	
  96.00000	  -4.50000	  -5.00000	    0.1279230553E-13	    0.9877144014E-09	    0.5916472086E-07	    0.3528670302E-06	
 100.00000	  -4.50000	  -5.00000	    0.7577034998E-14	    0.6650244605E-09	    0.4085426339E-07	    0.2466908472E-06	
 104.00000	  -4.50000	  -5.00000	    0.4290211297E-14	    0.4218320994E-09	    0.2650182134E-07	    0.1618034493E-06	
 108.00000	  -4.50000	  -5.00000	    0.2317648391E-14	    0.2519070838E-09	    0.1614459922E-07	    0.9954780666E-07	
 112.00000	  -4.50000	  -5.00000	    0.1192206928E-14	    0.1415359399E-09	    0.9233177774E-08	    0.5743858701E-07	
 116.00000	  -4.50000	  -5.00000	    0.5828556239E-15	    0.7477746379E-10	    0.4955842047E-08	    0.3107612052E-07	
 120.00000	  -4.50000	  -5.00000	    0.2703312079E-15	    0.3713037727E-10	    0.2495784109E-08	    0.1576261900E-07	
 124.00000	  -4.50000	  -5.00000	    0.1187527087E-15	    0.1731981786E-10	    0.1178994056E-08	    0.7494471892E-08	
 128.00000	  -4.50000	  -5.00000	    0.4933573477E-16	    0.7586391299E-11	    0.5223158597E-09	    0.3339660964E-08	
 132.00000	  -4.50000	  -5.00000	    0.1935894987E-16	    0.3119232054E-11	    0.2169617916E-09	    0.1394617073E-08	
 136.00000	  -4.50000	  -5.00000	    0.7166463681E-17	    0.1203486170E-11	    0.8448544727E-10	    0.5456901481E-09	
 140.00000	  -4.50000	  -5.00000	    0.2500319842E-17	    0.4356039804E-12	    0.3083594191E-10	    0.2000449088E-09	
 144.00000	  -4.50000	  -5.00000	    0.8214397331E-18	    0.1478734766E-12	    0.1054737471E-10	    0.6869972113E-10	
 148.00000	  -4.50000	  -5.00000	    0.2539321872E-18	    0.4706945712E-13	    0.3380531234E-11	    0.2209978939E-10	
 150.00000	  -4.50000	  -5.00000	    0.1379698942E-18	    0.2592120468E-13	    0.1867652606E-11	    0.1223052729E-10	
   0.00000	  -3.50000	  -5.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  -3.50000	  -5.00000	    0.1097459594E-15	    0.1036171637E-12	    0.1683167629E-11	    0.4951595877E-11	
   8.00000	  -3.50000	  -5.00000	    0.6704114971E-15	    0.6606210451E-12	    0.1092329194E-10	    0.3249966325E-10	
  12.00000	  -3.50000	  -5.00000	    0.2667100065E-14	    0.2820257682E-11	    0.4800959907E-10	    0.1454982188E-09	
  16.00000	  -3.50000	  -5.00000	    0.8228650053E-14	    0.9590552710E-11	    0.1698859195E-09	    0.5278812107E-09	
  20.00000	  -3.50000	  -5.00000	    0.2089440396E-13	    0.2753269534E-10	    0.5124795305E-09	    0.1642164497E-08	
  24.00000	  -3.50000	  -5.00000	    0.4504245823E-13	    0.6871843828E-10	    0.1355726694E-08	    0.4501829516E-08	
  28.00000	  -3.50000	  -5.00000	    0.8415849134E-13	    0.1519509819E-09	    0.3200936788E-08	    0.1105720034E-07	
  32.00000	  -3.50000	  -5.00000	    0.1384851996E-12	    0.3018551911E-09	    0.6830324806E-08	    0.2461332396E-07	
  36.00000	  -3.50000	  -5.00000	    0.2034017184E-12	    0.5447770707E-09	    0.1330072514E-07	    0.5008494365E-07	
  40.00000	  -3.50000	  -5.00000	    0.2697890313E-12	    0.9015981384E-09	    0.2382072022E-07	    0.9379552632E-07	
  44.00000	  -3.50000	  -5.00000	    0.3265254906E-12	    0.1379083291E-08	    0.3948327120E-07	    0.1625231385E-06	
  48.00000	  -3.50000	  -5.00000	    0.3639629820E-12	    0.1962459841E-08	    0.6087569127E-07	    0.2616617231E-06	
  52.00000	  -3.50000	  -5.00000	    0.3767355801E-12	    0.2612019178E-08	    0.8765384615E-07	    0.3927220860E-06	
  56.00000	  -3.50000	  -5.00000	    0.3647914712E-12	    0.3265612240E-08	    0.1182240522E-06	    0.5508550846E-06	
  60.00000	  -3.50000	  -5.00000	    0.3325725584E-12	    0.3847349704E-08	    0.1496937628E-06	    0.7234325871E-06	
  64.00000	  -3.50000	  -5.00000	    0.2870729999E-12	    0.4281088680E-08	    0.1782049756E-06	    0.8907087227E-06	
  68.00000	  -3.50000	  -5.00000	    0.2357328239E-12	    0.4505786180E-08	    0.1996480886E-06	    0.1029039034E-05	
  72.00000	  -3.50000	  -5.00000	    0.1848627056E-12	    0.4488885938E-08	    0.2106003158E-06	    0.1116150759E-05	
  76.00000	  -3.50000	  -5.00000	    0.1388590039E-12	    0.4233958658E-08	    0.2092071578E-06	    0.1136934537E-05	
  80.00000	  -3.50000	  -5.00000	    0.1001145059E-12	    0.3780098707E-08	    0.1956993368E-06	    0.1087717811E-05	
  84.00000	  -3.50000	  -5.00000	    0.6936393827E-13	    0.3192938327E-08	    0.1723450856E-06	    0.9773617086E-06	
  88.00000	  -3.50000	  -5.00000	    0.4619896950E-13	    0.2549827943E-08	    0.1428441725E-06	    0.8247166389E-06	
  92.00000	  -3.50000	  -5.00000	    0.2956728684E-13	    0.1923634123E-08	    0.1113814936E-06	    0.6534200229E-06	
  96.00000	  -3.50000	  -5.00000	    0.1816420253E-13	    0.1369831543E-08	    0.8167192851E-07	    0.4859955384E-06	
 100.00000	  -3.50000	  -5.00000	    0.1069510031E-13	    0.9200037064E-09	    0.5629417765E-07	    0.3392590928E-06	
 104.00000	  -3.50000	  -5.00000	    0.6024457805E-14	    0.5823039095E-09	    0.3645962906E-07	    0.2222263720E-06	
 108.00000	  -3.50000	  -5.00000	    0.3239997837E-14	    0.3470805985E-09	    0.2217970246E-07	    0.1365625874E-06	
 112.00000	  -3.50000	  -5.00000	    0.1660263646E-14	    0.1946887118E-09	    0.1266898915E-07	    0.7871378967E-07	
 116.00000	  -3.50000	  -5.00000	    0.8090049233E-15	    0.1027112384E-09	    0.6792527290E-08	    0.4254698011E-07	
 120.00000	  -3.50000	  -5.00000	    0.3741583292E-15	    0.5093613970E-10	    0.3417407664E-08	    0.2156289132E-07	
 124.00000	  -3.50000	  -5.00000	    0.1639632948E-15	    0.2373311329E-10	    0.1612957411E-08	    0.1024455077E-07	
 128.00000	  -3.50000	  -5.00000	    0.6797624809E-16	    0.1038526031E-10	    0.7140123158E-09	    0.4562045742E-08	
 132.00000	  -3.50000	  -5.00000	    0.2662536905E-16	    0.4266274372E-11	    0.2963818058E-09	    0.1903907435E-08	
 136.00000	  -3.50000	  -5.00000	    0.9841090275E-17	    0.1644760705E-11	    0.1153390044E-09	    0.7445526936E-09	
 140.00000	  -3.50000	  -5.00000	    0.3428846186E-17	    0.5949081864E-12	    0.4207304996E-10	    0.2728081146E-09	
 144.00000	  -3.50000	  -5.00000	    0.1125169615E-17	    0.2018255273E-12	    0.1438357711E-10	    0.9364501921E-10	
 148.00000	  -3.50000	  -5.00000	    0.3474673294E-18	    0.6420663321E-13	    0.4607907421E-11	    0.3011168560E-10	
 150.00000	  -3.50000	  -5.00000	    0.1887028445E-18	    0.3534943207E-13	    0.2545188514E-11	    0.1666121271E-10	
   0.00000	  -2.50000	  -5.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  -2.50000	  -5.00000	    0.1992062666E-15	    0.1684913545E-12	    0.2613222127E-11	    0.7461950579E-11	
   8.00000	  -2.50000	  -5.00000	    0.1212119861E-14	    0.1070883062E-11	    0.1691541486E-10	    0.4887329142E-10	
  12.00000	  -2.50000	  -5.00000	    0.4791500370E-14	    0.4548650721E-11	    0.7403680265E-10	    0.2180596637E-09	
  16.00000	  -2.50000	  -5.00000	    0.1465669691E-13	    0.1536355873E-10	    0.2605296198E-09	    0.7875652186E-09	
  20.00000	  -2.50000	  -5.00000	    0.3682949320E-13	    0.4374360853E-10	    0.7806323155E-09	    0.2436652941E-08	
  24.00000	  -2.50000	  -5.00000	    0.7844753441E-13	    0.1081550803E-09	    0.2049348475E-08	    0.6638708826E-08	
  28.00000	  -2.50000	  -5.00000	    0.1446548176E-12	    0.2367045100E-09	    0.4798612930E-08	    0.1619750626E-07	
  32.00000	  -2.50000	  -5.00000	    0.2347192366E-12	    0.4651377887E-09	    0.1015106661E-07	    0.3580709114E-07	
  36.00000	  -2.50000	  -5.00000	    0.3397627953E-12	    0.8301439665E-09	    0.1959392119E-07	    0.7235641420E-07	
  40.00000	  -2.50000	  -5.00000	    0.4440200641E-12	    0.1358565966E-08	    0.3478688570E-07	    0.1345779262E-06	
  44.00000	  -2.50000	  -5.00000	    0.5294573404E-12	    0.2055272884E-08	    0.5717511123E-07	    0.2316543935E-06	
  48.00000	  -2.50000	  -5.00000	    0.5815199619E-12	    0.2893686871E-08	    0.8744854929E-07	    0.3706437556E-06	
  52.00000	  -2.50000	  -5.00000	    0.5932793738E-12	    0.3812648426E-08	    0.1249746589E-06	    0.5530717552E-06	
  56.00000	  -2.50000	  -5.00000	    0.5664412969E-12	    0.4721658226E-08	    0.1674002270E-06	    0.7716482641E-06	
  60.00000	  -2.50000	  -5.00000	    0.5094453553E-12	    0.5514263166E-08	    0.2106321717E-06	    0.1008506267E-05	
  64.00000	  -2.50000	  -5.00000	    0.4340622086E-12	    0.6087143867E-08	    0.2493361708E-06	    0.1236303086E-05	
  68.00000	  -2.50000	  -5.00000	    0.3520509080E-12	    0.6360747613E-08	    0.2779335163E-06	    0.1422758089E-05	
  72.00000	  -2.50000	  -5.00000	    0.2728758690E-12	    0.6296422530E-08	    0.2918743801E-06	    0.1537871377E-05	
  76.00000	  -2.50000	  -5.00000	    0.2027449600E-12	    0.5905326066E-08	    0.2888058855E-06	    0.1561718533E-05	
  80.00000	  -2.50000	  -5.00000	    0.1447055436E-12	    0.5246192952E-08	    0.2692283689E-06	    0.1490078329E-05	
  84.00000	  -2.50000	  -5.00000	    0.9933523490E-13	    0.4412152586E-08	    0.2363845895E-06	    0.1335710530E-05	
  88.00000	  -2.50000	  -5.00000	    0.6560890788E-13	    0.3510232461E-08	    0.1954053088E-06	    0.1124730613E-05	
  92.00000	  -2.50000	  -5.00000	    0.4167577897E-13	    0.2639548345E-08	    0.1520143374E-06	    0.8894685397E-06	
  96.00000	  -2.50000	  -5.00000	    0.2543329277E-13	    0.1874329210E-08	    0.1112416079E-06	    0.6604789516E-06	
 100.00000	  -2.50000	  -5.00000	    0.1488811158E-13	    0.1255751464E-08	    0.7654014202E-07	    0.4603931345E-06	
 104.00000	  -2.50000	  -5.00000	    0.8343925191E-14	    0.7931221796E-09	    0.4949518508E-07	    0.3011861858E-06	
 108.00000	  -2.50000	  -5.00000	    0.4467798872E-14	    0.4718648598E-09	    0.3006851906E-07	    0.1848738472E-06	
 112.00000	  -2.50000	  -5.00000	    0.2280805607E-14	    0.2642579481E-09	    0.1715431866E-07	    0.1064517897E-06	
 116.00000	  -2.50000	  -5.00000	    0.1107789922E-14	    0.1392173126E-09	    0.9187516075E-08	    0.5748789767E-07	
 120.00000	  -2.50000	  -5.00000	    0.5109257034E-15	    0.6895479354E-10	    0.4617964425E-08	    0.2911128279E-07	
 124.00000	  -2.50000	  -5.00000	    0.2233659989E-15	    0.3209375777E-10	    0.2177753226E-08	    0.1382069460E-07	
 128.00000	  -2.50000	  -5.00000	    0.9241486721E-16	    0.1403026040E-10	    0.9633018619E-09	    0.6150503465E-08	
 132.00000	  -2.50000	  -5.00000	    0.3613417218E-16	    0.5758732509E-11	    0.3995885755E-09	    0.2565302469E-08	
 136.00000	  -2.50000	  -5.00000	    0.1333545365E-16	    0.2218458752E-11	    0.1554075523E-09	    0.1002661249E-08	
 140.00000	  -2.50000	  -5.00000	    0.4640263247E-17	    0.8018705963E-12	    0.5665786347E-10	    0.3672007705E-09	
 144.00000	  -2.50000	  -5.00000	    0.1520956673E-17	    0.2718733608E-12	    0.1936003290E-10	    0.1259904087E-09	
 148.00000	  -2.50000	  -5.00000	    0.4692235127E-18	    0.8644367302E-13	    0.6199346523E-11	    0.4049591556E-10	
 150.00000	  -2.50000	  -5.00000	    0.2547112741E-18	    0.4758017218E-13	    0.3423500283E-11	    0.2240268999E-10	
   0.00000	  -1.50000	  -5.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  -1.50000	  -5.00000	    0.3548127488E-15	    0.2698965794E-12	    0.4001134777E-11	    0.1109403711E-10	
   8.00000	  -1.50000	  -5.00000	    0.2150478957E-14	    0.1710033389E-11	    0.2583236562E-10	    0.7250806408E-10	
  12.00000	  -1.50000	  -5.00000	    0.8446912375E-14	    0.7226856478E-11	    0.1125930996E-09	    0.3224056888E-09	
  16.00000	  -1.50000	  -5.00000	    0.2561855756E-13	    0.2424467562E-10	    0.3939967905E-09	    0.1159128323E-08	
  20.00000	  -1.50000	  -5.00000	    0.6370899311E-13	    0.6846450441E-10	    0.1172585499E-08	    0.3566557735E-08	
  24.00000	  -1.50000	  -5.00000	    0.1340967359E-12	    0.1676953889E-09	    0.3054793131E-08	    0.9656976540E-08	
  28.00000	  -1.50000	  -5.00000	    0.2440665410E-12	    0.3632732820E-09	    0.7093721425E-08	    0.2340455362E-07	
  32.00000	  -1.50000	  -5.00000	    0.3905801456E-12	    0.7061866691E-09	    0.1487656929E-07	    0.5138142029E-07	
  36.00000	  -1.50000	  -5.00000	    0.5573214306E-12	    0.1246466509E-08	    0.2846378976E-07	    0.1031045128E-06	
  40.00000	  -1.50000	  -5.00000	    0.7177904735E-12	    0.2017361769E-08	    0.5009672394E-07	    0.1904550949E-06	
  44.00000	  -1.50000	  -5.00000	    0.8434962764E-12	    0.3018767327E-08	    0.8164783170E-07	    0.3256814618E-06	
  48.00000	  -1.50000	  -5.00000	    0.9131512976E-12	    0.4205623805E-08	    0.1238848306E-06	    0.5178501982E-06	
  52.00000	  -1.50000	  -5.00000	    0.9185290156E-12	    0.5485949237E-08	    0.1757295992E-06	    0.7682734903E-06	
  56.00000	  -1.50000	  -5.00000	    0.8650103116E-12	    0.6730447239E-08	    0.2337734333E-06	    0.1066227549E-05	
  60.00000	  -1.50000	  -5.00000	    0.7677355937E-12	    0.7792471208E-08	    0.2923163115E-06	    0.1386821179E-05	
  64.00000	  -1.50000	  -5.00000	    0.6458915955E-12	    0.8534431966E-08	    0.3440944991E-06	    0.1692740531E-05	
  68.00000	  -1.50000	  -5.00000	    0.5175823508E-12	    0.8854921108E-08	    0.3816490649E-06	    0.1940540969E-05	
  72.00000	  -1.50000	  -5.00000	    0.3966457031E-12	    0.8710096279E-08	    0.3990263090E-06	    0.2090388571E-05	
  76.00000	  -1.50000	  -5.00000	    0.2915892599E-12	    0.8123583512E-08	    0.3933013399E-06	    0.2116399939E-05	
  80.00000	  -1.50000	  -5.00000	    0.2060778224E-12	    0.7181623431E-08	    0.3653956217E-06	    0.2013944739E-05	
  84.00000	  -1.50000	  -5.00000	    0.1401946302E-12	    0.6014183980E-08	    0.3198683143E-06	    0.1801078618E-05	
  88.00000	  -1.50000	  -5.00000	    0.9184180220E-13	    0.4767100256E-08	    0.2637315518E-06	    0.1513466430E-05	
  92.00000	  -1.50000	  -5.00000	    0.5791356775E-13	    0.3573186610E-08	    0.2047044210E-06	    0.1194719171E-05	
  96.00000	  -1.50000	  -5.00000	    0.3511399371E-13	    0.2530272940E-08	    0.1495034282E-06	    0.8857243064E-06	
 100.00000	  -1.50000	  -5.00000	    0.2043825653E-13	    0.1691152659E-08	    0.1026884833E-06	    0.6165297041E-06	
 104.00000	  -1.50000	  -5.00000	    0.1139784575E-13	    0.1065899116E-08	    0.6630350934E-07	    0.4028249703E-06	
 108.00000	  -1.50000	  -5.00000	    0.6076961191E-14	    0.6330086080E-09	    0.4022594925E-07	    0.2469871004E-06	
 112.00000	  -1.50000	  -5.00000	    0.3090879172E-14	    0.3539464877E-09	    0.2292223435E-07	    0.1420765676E-06	
 116.00000	  -1.50000	  -5.00000	    0.1496511960E-14	    0.1862117008E-09	    0.1226393409E-07	    0.7665895711E-07	
 120.00000	  -1.50000	  -5.00000	    0.6883458493E-15	    0.9212048206E-10	    0.6158591500E-08	    0.3878869172E-07	
 124.00000	  -1.50000	  -5.00000	    0.3002346473E-15	    0.4283052307E-10	    0.2901901010E-08	    0.1840204761E-07	
 128.00000	  -1.50000	  -5.00000	    0.1239719950E-15	    0.1870654338E-10	    0.1282677736E-08	    0.8184086440E-08	
 132.00000	  -1.50000	  -5.00000	    0.4839036510E-16	    0.7671777247E-11	    0.5317194696E-09	    0.3411523418E-08	
 136.00000	  -1.50000	  -5.00000	    0.1783239487E-16	    0.2953258686E-11	    0.2066735101E-09	    0.1332717066E-08	
 140.00000	  -1.50000	  -5.00000	    0.6197143464E-17	    0.1066767577E-11	    0.7530803214E-10	    0.4878453436E-09	
 144.00000	  -1.50000	  -5.00000	    0.2029015137E-17	    0.3614741858E-12	    0.2572039964E-10	    0.1673128857E-09	
 148.00000	  -1.50000	  -5.00000	    0.6253582819E-18	    0.1148721593E-12	    0.8232419421E-11	    0.5375672769E-10	
 150.00000	  -1.50000	  -5.00000	    0.3393185467E-18	    0.6321231325E-13	    0.4545309724E-11	    0.2973323614E-10	
   0.00000	  -0.50000	  -5.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	  -0.50000	  -5.00000	    0.6195315002E-15	    0.4255732484E-12	    0.6038094786E-11	    0.1626547371E-10	
   8.00000	  -0.50000	  -5.00000	    0.3740277085E-14	    0.2688000992E-11	    0.3888262817E-10	    0.1060809640E-09	
  12.00000	  -0.50000	  -5.00000	    0.1459902427E-13	    0.1130286487E-10	    0.1687667349E-09	    0.4700690760E-09	
  16.00000	  -0.50000	  -5.00000	    0.4390409797E-13	    0.3766428565E-10	    0.5872763218E-09	    0.1682298676E-08	
  20.00000	  -0.50000	  -5.00000	    0.1080648964E-12	    0.1054945115E-09	    0.1736054667E-08	    0.5147867693E-08	
  24.00000	  -0.50000	  -5.00000	    0.2248018277E-12	    0.2560016999E-09	    0.4488275666E-08	    0.1385221511E-07	
  28.00000	  -0.50000	  -5.00000	    0.4039317903E-12	    0.5489735265E-09	    0.1033664470E-07	    0.3334830774E-07	
  32.00000	  -0.50000	  -5.00000	    0.6376696824E-12	    0.1055846246E-08	    0.2149119363E-07	    0.7270567896E-07	
  36.00000	  -0.50000	  -5.00000	    0.8971735227E-12	    0.1843361619E-08	    0.4076185642E-07	    0.1448807662E-06	
  40.00000	  -0.50000	  -5.00000	    0.1139109145E-11	    0.2950897102E-08	    0.7112446534E-07	    0.2657995571E-06	
  44.00000	  -0.50000	  -5.00000	    0.1319630435E-11	    0.4368417437E-08	    0.1149545627E-06	    0.4515458648E-06	
  48.00000	  -0.50000	  -5.00000	    0.1408613917E-11	    0.6022974865E-08	    0.1730440991E-06	    0.7135493244E-06	
  52.00000	  -0.50000	  -5.00000	    0.1397521418E-11	    0.7779366582E-08	    0.2436524976E-06	    0.1052545521E-05	
  56.00000	  -0.50000	  -5.00000	    0.1298625670E-11	    0.9456343646E-08	    0.3219343484E-06	    0.1453085421E-05	
  60.00000	  -0.50000	  -5.00000	    0.1137854661E-11	    0.1085553777E-07	    0.4000777533E-06	    0.1881024445E-05	
  64.00000	  -0.50000	  -5.00000	    0.9455627419E-12	    0.1179717893E-07	    0.4683416772E-06	    0.2286178754E-05	
  68.00000	  -0.50000	  -5.00000	    0.7489156138E-12	    0.1215495693E-07	    0.5169031681E-06	    0.2610908081E-05	
  72.00000	  -0.50000	  -5.00000	    0.5676333568E-12	    0.1188200804E-07	    0.5380927312E-06	    0.2803068575E-05	
  76.00000	  -0.50000	  -5.00000	    0.4130076796E-12	    0.1102125528E-07	    0.5283506373E-06	    0.2829532925E-05	
