         X         Y         Z         A         B         C         D
   0.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
   1.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
   2.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
   3.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
   4.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
   5.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
   6.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
   7.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
   8.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
   9.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
  10.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
  11.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00000
  12.00000  15.50000   0.00000   0.00000   0.00000   0.00000   0.00001
  13.00000  15.50000   0.00000   0.00000   0.00000   0.00001   0.00001
  14.00000  15.50000   0.00000   0.00000   0.00000   0.00001   0.00001
  15.00000  15.50000   0.00000   0.00000   0.00000   0.00001   0.00001
  16.00000  15.50000   0.00000   0.00000   0.00000   0.00001   0.00002
  17.00000  15.50000   0.00000   0.00000   0.00000   0.00002   0.00002
  18.00000  15.50000   0.00000   0.00000   0.00000   0.00002   0.00003
  19.00000  15.50000   0.00000   0.00000   0.00000   0.00002   0.00003
  20.00000  15.50000   0.00000   0.00000   0.00001   0.00003   0.00004
  21.00000  15.50000   0.00000   0.00000   0.00001   0.00004   0.00005
  22.00000  15.50000   0.00000   0.00000   0.00001   0.00004   0.00006
  23.00000  15.50000   0.00000   0.00000   0.00001   0.00005   0.00007
  24.00000  15.50000   0.00000   0.00000   0.00001   0.00006   0.00008
  25.00000  15.50000   0.00000   0.00000   0.00001   0.00006   0.00010
  26.00000  15.50000   0.00000   0.00000   0.00001   0.00007   0.00011
  27.00000  15.50000   0.00000   0.00000   0.00001   0.00008   0.00013
  28.00000  15.50000   0.00000   0.00000   0.00001   0.00009   0.00015
  29.00000  15.50000   0.00000   0.00000   0.00001   0.00010   0.00017
  30.00000  15.50000   0.00000   0.00000   0.00002   0.00011   0.00020
  31.00000  15.50000   0.00000   0.00000   0.00002   0.00013   0.00022
  32.00000  15.50000   0.00000   0.00000   0.00002   0.00014   0.00025
  33.00000  15.50000   0.00000   0.00000   0.00002   0.00015   0.00028
  34.00000  15.50000   0.00000   0.00000   0.00002   0.00016   0.00031
  35.00000  15.50000   0.00000   0.00000   0.00002   0.00018   0.00034
  36.00000  15.50000   0.00000   0.00000   0.00002   0.00019   0.00038
  37.00000  15.50000   0.00000   0.00000   0.00002   0.00020   0.00042
  38.00000  15.50000   0.00000   0.00000   0.00002   0.00022   0.00046
  39.00000  15.50000   0.00000   0.00000   0.00002   0.00023   0.00050
  40.00000  15.50000   0.00000   0.00000   0.00002   0.00024   0.00054
  41.00000  15.50000   0.00000   0.00000   0.00002   0.00026   0.00058
