              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	
              0	              0	            100	          10000	 1	   5.8823706390e+00	   1.8027842458e+04	   3.8748819981e+03	   1.2115635128e+05	   2.2946263887e+05	   2.4847578425e+02	   4.4265316253e+02	   7.9927196608e-01	
           6000	              0	            100	          10000	 1	   5.8700929444e+00	   1.6045198754e+04	   3.6426979179e+03	   1.1047644470e+05	   2.0883532507e+05	   2.6808741960e+02	   4.0488912379e+02	   1.0306725342e+00	
          12000	              0	            100	          10000	 1	   5.8577901850e+00	   1.1579644747e+04	   2.9959674045e+03	   8.5207165671e+04	   1.6011679825e+05	   3.3846922293e+02	   3.1569620610e+02	   1.8254483720e+00	
          18000	              0	            100	          10000	 1	   5.9473507701e+00	   6.4024027756e+03	   1.9623465564e+03	   5.3277516428e+04	   9.8694260403e+04	   4.7445863182e+02	   2.0324472996e+02	   3.2384719340e+00	
          24000	              0	            100	          10000	 1	   6.1837683900e+00	   2.4220511181e+03	   8.7100722940e+02	   2.5482763536e+04	   4.5524133579e+04	   6.5633255994e+02	   1.0590147095e+02	   4.2367775730e+00	
          30000	              0	            100	          10000	 1	   6.5892234952e+00	   3.6603944511e+02	   1.5031994433e+02	   7.1055394675e+03	   1.1168931811e+04	   9.6566605179e+02	   4.3004514408e+01	   2.1561574903e+00	
          36000	              0	            100	          10000	 1	   6.6739676183e+00	   2.1613039374e+02	   9.0355676810e+01	   5.2987092129e+03	   7.7347747760e+03	   1.1515202906e+03	   3.6717189751e+01	   1.5599521462e+00	
          42000	              0	            100	          10000	 1	   6.6580570727e+00	   2.2324429002e+02	   9.3153695763e+01	   5.5288897619e+03	   8.0717527822e+03	   1.1841080966e+03	   3.7334031617e+01	   1.6606876718e+00	
          48000	              0	            100	          10000	 1	   6.8786889702e+00	   7.8233323784e+01	   3.3602844691e+01	   2.7307881102e+03	   3.0767927767e+03	   1.4094648404e+03	   2.8189583040e+01	   6.1565667840e-01	
          54000	              0	            100	          10000	 1	   7.0013378725e+00	   4.5713463048e+01	   1.9820260960e+01	   1.8882934429e+03	   1.5550293328e+03	   1.5200346579e+03	   2.5403751395e+01	   3.3811438084e-01	
          60000	              0	            100	          10000	 1	   7.0289223060e+00	   4.0686207288e+01	   1.7668638804e+01	   1.7424339345e+03	   1.2880733920e+03	   1.5436971955e+03	   2.4915057137e+01	   2.9526670903e-01	
          66000	              0	            100	          10000	 1	   7.0399387796e+00	   3.8953605524e+01	   1.6926027082e+01	   1.6884521806e+03	   1.1934629090e+03	   1.5491734243e+03	   2.4741867184e+01	   2.7979833945e-01	
          72000	              0	            100	          10000	 1	   7.0498329062e+00	   3.7483068415e+01	   1.6295060691e+01	   1.6422124388e+03	   1.1127889975e+03	   1.5535809141e+03	   2.4594190271e+01	   2.6664072429e-01	
          78000	              0	            100	          10000	 1	   7.0597989476e+00	   3.6063989340e+01	   1.5685506944e+01	   1.5975954833e+03	   1.0345842211e+03	   1.5581438372e+03	   2.4451033730e+01	   2.5404487930e-01	
          84000	              0	            100	          10000	 1	   7.0696660730e+00	   3.4738157012e+01	   1.5115567362e+01	   1.5549947467e+03	   9.6087030307e+02	   1.5617503321e+03	   2.4316099455e+01	   2.4219303902e-01	
          90000	              0	            100	          10000	 1	   7.0797882227e+00	   3.3424178796e+01	   1.4550278498e+01	   1.5120087717e+03	   8.8626568336e+02	   1.5656435250e+03	   2.4179534619e+01	   2.3059885350e-01	
              0	           6000	            100	          10000	 1	   5.8816813619e+00	   1.7930060741e+04	   3.8641421409e+03	   1.2063512959e+05	   2.2845595306e+05	   2.4935611680e+02	   4.4081014437e+02	   8.0938293174e-01	
           6000	           6000	            100	          10000	 1	   5.8672258513e+00	   1.5698104869e+04	   3.5991565933e+03	   1.0855769758e+05	   2.0513889697e+05	   2.7272653895e+02	   3.9812178134e+02	   1.0794142239e+00	
          12000	           6000	            100	          10000	 1	   5.8596301421e+00	   1.0939943705e+04	   2.8875583052e+03	   8.1364884582e+04	   1.5274468589e+05	   3.5293413476e+02	   3.0219946970e+02	   1.9791868580e+00	
          18000	           6000	            100	          10000	 1	   5.9772952105e+00	   5.6782080311e+03	   1.7878495622e+03	   4.8304302321e+04	   8.9230962393e+04	   4.9753892303e+02	   1.8591944467e+02	   3.4583533588e+00	
          24000	           6000	            100	          10000	 1	   6.2555121949e+00	   1.8520205717e+03	   6.8655440071e+02	   2.0610914134e+04	   3.6458754954e+04	   6.8044966420e+02	   8.9304748200e+01	   4.1585717712e+00	
          30000	           6000	            100	          10000	 1	   6.6873260998e+00	   2.5006380324e+02	   1.0447642705e+02	   5.1878192283e+03	   7.8928314418e+03	   9.5529325556e+02	   3.7006895212e+01	   1.4855635740e+00	
          36000	           6000	            100	          10000	 1	   6.8354040825e+00	   1.0701273018e+02	   4.5714953739e+01	   3.1748611849e+03	   4.0589373435e+03	   1.2258608209e+03	   2.9987799512e+01	   7.6268755665e-01	
          42000	           6000	            100	          10000	 1	   6.8816351816e+00	   8.2674733015e+01	   3.5502280276e+01	   2.7278841880e+03	   3.1868708640e+03	   1.3222457415e+03	   2.8391224034e+01	   6.0962924583e-01	
          48000	           6000	            100	          10000	 1	   6.9646969383e+00	   5.5678822614e+01	   2.4081820226e+01	   2.1020239260e+03	   2.0200040342e+03	   1.4284792587e+03	   2.6255023220e+01	   4.0555533349e-01	
          54000	           6000	            100	          10000	 1	   7.0446784857e+00	   3.9694871801e+01	   1.7253009858e+01	   1.6626382201e+03	   1.2215760583e+03	   1.4926556648e+03	   2.4793399080e+01	   2.7396051656e-01	
          60000	           6000	            100	          10000	 1	   7.0585209000e+00	   3.7371674885e+01	   1.6254686986e+01	   1.5974428031e+03	   1.0965394457e+03	   1.5079505131e+03	   2.4564501843e+01	   2.5595385202e-01	
          66000	           6000	            100	          10000	 1	   7.0674974217e+00	   3.6102939500e+01	   1.5709472585e+01	   1.5579383786e+03	   1.0277450662e+03	   1.5115709154e+03	   2.4438571407e+01	   2.4504415685e-01	
          72000	           6000	            100	          10000	 1	   7.0776496011e+00	   3.4770256232e+01	   1.5136428720e+01	   1.5151664730e+03	   9.5529480770e+02	   1.5138428587e+03	   2.4305951563e+01	   2.3332236451e-01	
          78000	           6000	            100	          10000	 1	   7.0886020437e+00	   3.3415809527e+01	   1.4553514207e+01	   1.4710977968e+03	   8.8157035563e+02	   1.5154357473e+03	   2.4171001116e+01	   2.2135609122e-01	
          84000	           6000	            100	          10000	 1	   7.0989895779e+00	   3.2193106385e+01	   1.4026812799e+01	   1.4309924300e+03	   8.1476538663e+02	   1.5166607987e+03	   2.4048717553e+01	   2.1061108345e-01	
          90000	           6000	            100	          10000	 1	   7.1082968754e+00	   3.1071521114e+01	   1.3542990302e+01	   1.3956152226e+03	   7.5202888947e+02	   1.5209099286e+03	   2.3933877350e+01	   2.0139487581e-01	
              0	          12000	            100	          10000	 1	   5.8804563219e+00	   1.7760059591e+04	   3.8452818594e+03	   1.1972917975e+05	   2.2670551198e+05	   2.5093192883e+02	   4.3760547542e+02	   8.2729193055e-01	
           6000	          12000	            100	          10000	 1	   5.8633321875e+00	   1.5208086331e+04	   3.5358404386e+03	   1.0584263073e+05	   1.9990496769e+05	   2.7966644059e+02	   3.8853961300e+02	   1.1520322258e+00	
          12000	          12000	            100	          10000	 1	   5.8628718110e+00	   1.0301813397e+04	   2.7744441953e+03	   7.7511198082e+04	   1.4534253070e+05	   3.6875882619e+02	   2.8864772481e+02	   2.1424666683e+00	
          18000	          12000	            100	          10000	 1	   5.9968253608e+00	   5.2372523992e+03	   1.6769383849e+03	   4.5245863002e+04	   8.3405576729e+04	   5.1426570518e+02	   1.7525439662e+02	   3.5960973496e+00	
          24000	          12000	            100	          10000	 1	   6.2789740368e+00	   1.6875441680e+03	   6.3151916398e+02	   1.9152217346e+04	   3.3753876347e+04	   6.8946905516e+02	   8.4352708503e+01	   4.1043095330e+00	
          30000	          12000	            100	          10000	 1	   6.6725925145e+00	   2.7356705813e+02	   1.1397559315e+02	   5.4540845627e+03	   8.4030345061e+03	   9.2815930382e+02	   3.7940980823e+01	   1.5782016546e+00	
          36000	          12000	            100	          10000	 1	   6.8703033391e+00	   8.7950868758e+01	   3.7721349029e+01	   2.8344446702e+03	   3.3923967516e+03	   1.2999746571e+03	   2.8767497590e+01	   6.4446692832e-01	
          42000	          12000	            100	          10000	 1	   6.9253798680e+00	   6.6246831235e+01	   2.8564216794e+01	   2.3744725591e+03	   2.5109817308e+03	   1.3938435331e+03	   2.7153840177e+01	   4.9199562972e-01	
          48000	          12000	            100	          10000	 1	   6.9831636184e+00	   5.1173714702e+01	   2.2161317760e+01	   1.9908974337e+03	   1.8090406648e+03	   1.4513057052e+03	   2.5868815736e+01	   3.7037804587e-01	
          54000	          12000	            100	          10000	 1	   7.0477955525e+00	   3.9065894093e+01	   1.6981756747e+01	   1.6508175858e+03	   1.1921809457e+03	   1.5006832065e+03	   2.4739583022e+01	   2.6987050072e-01	
          60000	          12000	            100	          10000	 1	   7.0591272464e+00	   3.7169661616e+01	   1.6166593836e+01	   1.5982325611e+03	   1.0900270618e+03	   1.5140833945e+03	   2.4552575223e+01	   2.5527528776e-01	
          66000	          12000	            100	          10000	 1	   7.0682111986e+00	   3.5914384764e+01	   1.5627236266e+01	   1.5584456393e+03	   1.0217462984e+03	   1.5169215976e+03	   2.4427586117e+01	   2.4428422787e-01	
