x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.273954	1.32553e-006	0.0259992	1.4589e-008	0	7.49958e-007	3.4565e-008	0.0109736	0.00260729	0.0808109	0	0	2.83369e-005	1.73632e-018	0.499986	0.273954	-1.19812	0.271039	0.599592	0	1	0	0	0	0	0.25	0.25	0	14.068	5.87632	0.962332	0.279335	-0.207912	-0.216641	0.274227	0.271042	0.098678	
2.1	0	-99999	0.149123	0.317821	6.67874e-012	0.159909	0	3.12784e-012	2.12894e-012	0.501654	2.66869e-013	0.0496238	0	0	0.619704	1.34453e-007	0.190148	0.149123	-0.555781	0.148872	0.901335	0	1	0	0	0	0	0.25	0.25	1	19.4269	0.496531	0.834432	2.4171	-0.207912	1.67901	0.150598	0.150334	0.702913	
2.1	1	-99999	0.15457	0.246861	1.00645e-011	0.133069	0	4.02694e-012	2.4919e-012	0.537452	6.36695e-013	0.0514359	0	0	0.521587	7.99135e-008	0.239206	0.15457	-0.802466	0.154308	0.961164	0	1	0	0	0	0	0.25	0.25	2	19.3188	0.606262	0.885928	2.36081	-0.207913	1.5962	0.155998	0.155724	0.713265	
0	1	-99999	0.27932	1.56828e-005	0.0477541	1.1262e-013	0	6.33875e-008	7.5114e-007	7.15985e-009	1.12427e-022	0.0757435	0	0	0.337769	6.29576e-011	0.331115	0.27932	-0.690356	0.274985	0.406859	0	1	0	0	0	0	0.25	0.25	3	15.1448	4.80329	1.68123	0.18438	-0.207913	-0.300265	0.279681	0.275113	0.0751337	
1	0	1	0.137159	0.701954	2.03605e-012	0.218193	0	1.41618e-012	1.43345e-012	0.309917	8.68536e-015	0.0456504	0	0	5.7923	4.12772e-006	2.10385	0.137159	-5.73689	0.136955	2.67761	0	10	0	0	0	0	3.75	0.375	4	19.7645	0.152405	0.659427	2.43241	-0.207912	1.86053	0.138759	0.138541	0.572085	
1.1	0	1	0.135814	0.700886	2.0231e-012	0.221591	0	1.41834e-012	1.42217e-012	0.315224	9.09493e-015	0.045206	0	0	5.75795	4.05856e-006	2.12102	0.135814	-5.79656	0.135622	2.70304	0	10	0	0	0	0	3.75	0.375	5	19.7634	0.153067	0.659469	2.45706	-0.207912	1.88098	0.137426	0.13722	0.580245	
1	0.9	1	0.214649	0.181569	2.38949e-011	0.04704	0	5.47502e-012	4.35146e-012	0.258309	2.28167e-013	0.0712128	0	0	2.2301	3.22776e-007	3.88495	0.214649	-11.4467	0.213639	4.26151	0	10	0	0	0	0	3.21429	0.321429	6	19.1961	0.739671	1.18486	1.2866	-0.207913	0.683913	0.215495	0.21446	0.375137	
1.1	0.9	1	0.211043	0.190961	2.14636e-011	0.0521692	0	5.20576e-012	4.11086e-012	0.272386	2.28499e-013	0.0700325	0	0	2.27711	3.444e-007	3.86144	0.211043	-11.3856	0.210098	4.25603	0	10	0	0	0	0	2.91667	0.291667	7	19.2176	0.71777	1.16944	1.3484	-0.207913	0.738669	0.211924	0.210955	0.392696	
0	0.298	-99999	0.29861	0.234831	0.236593	5.00778e-034	0	4.23323e-012	0.0557241	2.1262e-033	0	0.00205908	0	0	0.000322439	0.999678	3.99641e-040	0.29861	3.29782	1.29817	0.00205908	0	1	0	0	0	0	0.25	0.25	8	19.3522	0.627958	0.999438	-0.1089	-0.20791	-0.590595	0.298616	0.298494	0.00203519	
0	0.402	-99999	0.298783	0.235687	0.237782	3.64496e-034	0	4.21786e-012	0.0562082	1.54195e-033	0	0.00154374	0	0	0.000317345	0.999683	2.78707e-040	0.298783	3.29712	1.2983	0.00154374	0	1	0	0	0	0	0.25	0.25	9	19.354	0.626378	1.00332	-0.111633	-0.20791	-0.593215	0.298786	0.298624	0.0015331	
0.298	1	-99999	0.29882	0.235611	0.23798	3.4475e-034	0	4.21921e-012	0.0562372	1.45889e-033	0	0.0014619	0	0	0.000317386	0.999683	2.63929e-040	0.29882	3.29674	1.29829	0.0014619	0	1	0	0	0	0	0.25	0.25	10	19.3539	0.626517	1.99492	-0.112335	-0.20791	-0.59378	0.298823	0.298606	0.00145178	
0.402	1	-99999	0.298263	0.22909	0.233152	1.07723e-033	0	4.33933e-012	0.053571	4.68831e-033	0	0.00383925	0	0	0.00035241	0.999648	1.10608e-039	0.298263	3.29696	1.29789	0.00383925	0	1	0	0	0	0	0.25	0.25	11	19.3408	0.638709	1.99169	-0.102595	-0.20791	-0.585316	0.298271	0.298249	0.0037952	
2.1	0.402	-99999	0.166766	0.250538	1.05373e-011	0.117844	0	3.96783e-012	2.64783e-012	0.468972	4.36384e-013	0.055462	0	0	0.549754	9.2186e-008	0.225123	0.166766	-0.671954	0.166386	0.867401	0	1	0	0	0	0	0.25	0.25	12	19.3283	0.59984	0.946413	2.13293	-0.207913	1.41101	0.168075	0.16768	0.634698	
2.1	0.198	-99999	0.154053	0.305381	7.28445e-012	0.149337	0	3.25526e-012	2.23113e-012	0.487572	2.78126e-013	0.0512541	0	0	0.610921	1.28249e-007	0.194539	0.154053	-0.560792	0.153763	0.882702	0	1	0	0	0	0	0.25	0.25	13	19.411	0.513872	0.862986	2.334	-0.207913	1.60413	0.155481	0.155178	0.68016	
1.25	1	-99999	0.204735	0.184901	2.14109e-011	0.0580321	0	5.37635e-012	3.97065e-012	0.312926	3.56938e-013	0.0679734	0	0	0.51533	7.05808e-008	0.242335	0.204735	-0.583136	0.20392	0.681267	0	1	0	0	0	0	0.25	0.25	14	19.2029	0.731773	1.16011	1.46734	-0.207913	0.83448	0.205676	0.204841	0.434167	
0.825	1	-99999	0.241294	0.0750637	1.2507e-010	0.0126328	0	1.32433e-011	9.41606e-012	0.167796	7.91848e-013	0.080109	0	0	0.334722	1.79173e-008	0.332639	0.241294	-0.770214	0.240327	0.593177	0	1	0	0	0	0	0.25	0.25	15	18.8151	1.12328	1.44429	0.845315	-0.207913	0.279463	0.241872	0.24089	0.259008	
0.269386	0.35	-99999	0.27572	1.0697e-006	0.0376037	1.08517e-008	0	9.29321e-007	4.03439e-008	0.0101146	0.00365921	0.0771325	0	0	2.38191e-005	1.10939e-018	0.499988	0.27572	-1.21619	0.27266	0.598213	0	1	0	0	0	0	0.25	0.25	16	13.9768	5.96945	1.03663	0.256162	-0.207912	-0.243233	0.275961	0.272745	0.0969878	
1.1	0.4	1	0.180816	0.371348	6.45201e-012	0.115233	0	2.67699e-012	2.40305e-012	0.309393	5.1763e-014	0.0600887	0	0	3.74056	1.25061e-006	3.12972	0.180816	-9.08684	0.180267	3.61443	0	10	0	0	0	0	3.75	0.375	17	19.5014	0.428933	0.948595	1.8098	-0.207913	1.1975	0.182001	0.18143	0.483837	
1	0.45	1	0.191856	0.33248	8.1746e-012	0.0935078	0	2.98993e-012	2.72595e-012	0.280411	5.45331e-014	0.0637257	0	0	3.56645	1.08429e-006	3.21677	0.191856	-9.34334	0.191178	3.65442	0	10	0	0	0	0	4	0.4	18	19.4553	0.476948	0.988187	1.62807	-0.207913	1.02982	0.192936	0.192232	0.437384	
1.0375	1	-99999	0.219438	0.150507	3.31758e-011	0.0380697	0	6.605e-012	5.00798e-012	0.252196	3.55673e-013	0.0728226	0	0	0.482718	5.5249e-008	0.258641	0.219438	-0.586322	0.218468	0.621729	0	1	0	0	0	0	0.25	0.25	19	19.1152	0.821159	1.25358	1.21266	-0.207913	0.611253	0.220234	0.219243	0.359509	
0.35	0.730614	-99999	0.271018	1.36012e-006	0.0209963	2.44629e-008	0	7.30885e-007	2.86422e-008	0.0179326	0.00895501	0.0791137	0	0	2.27455e-005	1.21596e-018	0.499989	0.271018	-1.23726	0.267292	0.6239	0	1	0	0	0	0	0.25	0.25	20	14.0781	5.86514	1.53809	0.337501	-0.207912	-0.171887	0.271308	0.267513	0.122676	
1	0.225	1	0.166965	0.498814	3.89494e-012	0.148659	0	1.99292e-012	1.94861e-012	0.297144	2.0608e-014	0.0555202	0	0	4.71229	2.30511e-006	2.64386	0.166965	-7.50781	0.166563	3.14518	0	10	0	0	0	0	3.75	0.375	21	19.6259	0.300775	0.830453	1.99675	-0.207912	1.40772	0.16829	0.167868	0.501251	
1.1	0.2	1	0.1608	0.513594	3.59431e-012	0.162138	0	1.93557e-012	1.85149e-012	0.31476	2.19536e-014	0.0534828	0	0	4.7136	2.32259e-006	2.6432	0.1608	-7.51682	0.160451	3.17358	0	10	0	0	0	0	3.75	0.375	22	19.6372	0.288094	0.814798	2.10075	-0.207912	1.50139	0.162181	0.161813	0.529744	
1.1	0.65	1	0.198875	0.255097	1.26522e-011	0.0754107	0	3.89693e-012	3.23711e-012	0.294742	1.2775e-013	0.0660321	0	0	2.81968	5.99273e-007	3.59016	0.198875	-10.546	0.198097	4.02635	0	10	0	0	0	0	3.92857	0.392857	23	19.3416	0.592009	1.07972	1.53906	-0.207913	0.923369	0.199878	0.199076	0.434288	
1	0.675	1	0.207285	0.232175	1.55463e-011	0.0617163	0	4.28166e-012	3.62017e-012	0.265032	1.25394e-013	0.0687933	0	0	2.72426	5.36373e-007	3.63787	0.207285	-10.6713	0.20638	4.03341	0	10	0	0	0	0	3.75	0.375	24	19.3018	0.632898	1.10446	1.39607	-0.207913	0.795652	0.208208	0.207276	0.394414	
1.6	0	-99999	0.148782	0.357994	5.59085e-012	0.168944	0	2.77685e-012	2.00743e-012	0.470523	1.6365e-013	0.0495088	0	0	0.670697	1.74091e-007	0.164651	0.148782	-0.408447	0.148527	0.853627	0	1	0	0	0	0	0.25	0.25	25	19.4784	0.444838	0.818537	2.39949	-0.207912	1.68416	0.150261	0.149994	0.681171	
1.43	0.3	-99999	0.167773	0.28968	8.52573e-012	0.125209	0	3.4317e-012	2.47706e-012	0.430953	2.3696e-013	0.0557835	0	0	0.613978	1.28761e-007	0.193011	0.167773	-0.497172	0.167351	0.804956	0	1	0	0	0	0	0.25	0.25	26	19.3915	0.536795	0.93292	2.09078	-0.207913	1.39573	0.169072	0.168633	0.604968	
1.77246	0.3	-99999	0.164706	0.275049	9.04799e-012	0.126556	0	3.61424e-012	2.49602e-012	0.45876	3.19499e-013	0.0547751	0	0	0.585497	1.11546e-007	0.207251	0.164706	-0.586364	0.164325	0.847342	0	1	0	0	0	0	0.25	0.25	27	19.3683	0.559303	0.925797	2.15606	-0.207913	1.44233	0.166033	0.165638	0.632639	
0.643247	0.3375	-99999	0.242003	0.107066	7.3096e-011	0.0152879	0	9.28484e-012	7.84934e-012	0.142366	1.98168e-013	0.080102	0	0	0.464863	4.22011e-008	0.267568	0.242003	-0.517597	0.240306	0.505325	0	1	0	0	0	0	0.25	0.25	28	18.9691	0.96906	1.0463	0.810746	-0.207913	0.268442	0.242591	0.240814	0.23569	
1.1	0.1	1	0.145977	0.6216	2.52746e-012	0.197391	0	1.59925e-012	1.57573e-012	0.316614	1.29818e-014	0.0485765	0	0	5.34032	3.28041e-006	2.32984	0.145977	-6.49022	0.145733	2.89242	0	10	0	0	0	0	3.75	0.375	29	19.7152	0.205203	0.721739	2.31375	-0.207912	1.72653	0.147498	0.147238	0.561327	
0.130053	0.35	-99999	0.28808	1.32058e-005	0.102165	1.85079e-014	0	7.52771e-008	1.35317e-006	1.39736e-009	2.12338e-024	0.0612806	0	0	0.537838	1.28054e-010	0.231081	0.28808	-0.448106	0.286008	0.292361	0	1	0	0	0	0	0.25	0.25	30	15.079	4.87795	1.01908	0.0578049	-0.207911	-0.430794	0.288194	0.286033	0.0463237	
1.0625	0.9	1	0.21165	0.190852	2.1594e-011	0.0514918	0	5.20873e-012	4.13347e-012	0.269002	2.21553e-013	0.0702302	0	0	2.28841	3.47615e-007	3.8558	0.21165	-11.3646	0.210691	4.24652	0	10	0	0	0	0	3.75	0.375	31	19.2174	0.718018	1.16947	1.33721	-0.207913	0.729453	0.212525	0.211542	0.388961	
