x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.299113	0.240883	0.240901	0	0	4.12688e-012	0.058201	0	0	0	0	0	0.000293407	0.999707	0	0.299113	3.2982	1.29881	0	0	1	0	0	0	0	0.25	0.25	0	19.3641	0.616908	1.09089	-0.116739	-0.207912	-0.598221	0.299113	0.299103	-1.15874e-022	
2.1	0	-99999	0.299113	0.240751	0.240881	0	0	4.12914e-012	0.0581643	0	0	0	0	0	0.000293915	0.999706	0	0.299113	3.29803	1.29875	0	0	1	0	0	0	0	0.25	0.25	1	19.3638	0.617146	1.61437	-0.116893	-0.207912	-0.598221	0.299113	0.299052	-7.08342e-022	
2.1	1	-99999	0.299113	0.240758	0.240882	0	0	4.12903e-012	0.0581662	0	0	0	0	0	0.000293889	0.999706	0	0.299113	3.29804	1.29875	0	0	1	0	0	0	0	0.25	0.25	2	19.3639	0.617134	1.64062	-0.116885	-0.207912	-0.598221	0.299113	0.299054	-6.82533e-022	
0	1	-99999	0.299113	0.240893	0.240902	0	0	4.12671e-012	0.0582036	0	0	0	0	0	0.000293371	0.999707	0	0.299113	3.29822	1.29881	0	0	1	0	0	0	0	0.25	0.25	3	19.3641	0.61689	1.78396	-0.116729	-0.207912	-0.598221	0.299113	0.299106	-7.56703e-023	
1	0	1	0.299113	0.240729	0.240878	0	0	4.12951e-012	0.0581583	0	0	0	0	0	0.00293998	9.99706	0	0.299113	30.2901	10.2961	0	0	10	0	0	0	0	3.75	0.375	4	19.3638	0.617185	1.48989	-0.116916	-0.207912	-0.598221	0.299113	0.299044	-7.61001e-022	
1.1	0	1	0.299113	0.240728	0.240878	0	0	4.12954e-012	0.0581579	0	0	0	0	0	0.00294003	9.99706	0	0.299113	30.2901	10.2961	0	0	10	0	0	0	0	3.75	0.375	5	19.3638	0.617187	1.49715	-0.116918	-0.207912	-0.598221	0.299113	0.299043	-7.67539e-022	
1	0.9	1	0.299113	0.240819	0.240891	0	0	4.12797e-012	0.0581833	0	0	0	0	0	0.00293652	9.99706	0	0.299113	30.2902	10.2961	0	0	10	0	0	0	0	3.21429	0.321429	6	19.364	0.617023	1.62357	-0.116812	-0.207912	-0.598221	0.299113	0.299078	-3.97297e-022	
1.1	0.9	1	0.299113	0.240816	0.240891	0	0	4.12803e-012	0.0581822	0	0	0	0	0	0.00293667	9.99706	0	0.299113	30.2902	10.2961	0	0	10	0	0	0	0	2.91667	0.291667	7	19.364	0.617029	1.62695	-0.116817	-0.207912	-0.598221	0.299113	0.299077	-4.14371e-022	
0	0.298	-99999	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582082	0	0	0	0	0	0.000293308	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	8	19.3641	0.616861	1.00201	-0.116705	-0.20791	-0.598221	0.299113	0.299113	-2.32541e-024	
0	0.402	-99999	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582082	0	0	0	0	0	0.000293308	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	9	19.3641	0.616861	1.00503	-0.116705	-0.20791	-0.598221	0.299113	0.299113	-1.53254e-024	
0.298	1	-99999	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582082	0	0	0	0	0	0.000293308	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	10	19.3641	0.616861	1.99644	-0.116705	-0.20791	-0.598221	0.299113	0.299113	-1.32876e-024	
0.402	1	-99999	0.299113	0.240909	0.240904	0	0	4.12644e-012	0.0582081	0	0	0	0	0	0.00029331	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	11	19.3641	0.616862	1.99611	-0.116706	-0.20791	-0.598221	0.299113	0.299113	-3.99863e-024	
2.1	0.402	-99999	0.299113	0.24077	0.240884	0	0	4.12881e-012	0.0581697	0	0	0	0	0	0.000293841	0.999706	0	0.299113	3.29806	1.29876	0	0	1	0	0	0	0	0.25	0.25	12	19.3639	0.617111	1.63608	-0.116871	-0.207912	-0.598221	0.299113	0.299059	-6.24543e-022	
2.1	0.198	-99999	0.299113	0.240756	0.240882	0	0	4.12905e-012	0.0581658	0	0	0	0	0	0.000293895	0.999706	0	0.299113	3.29804	1.29875	0	0	1	0	0	0	0	0.25	0.25	13	19.3638	0.617137	1.61743	-0.116887	-0.207912	-0.598221	0.299113	0.299054	-6.84877e-022	
1.25	1	-99999	0.299113	0.24081	0.24089	0	0	4.12813e-012	0.0581807	0	0	0	0	0	0.000293688	0.999706	0	0.299113	3.29811	1.29878	0	0	1	0	0	0	0	0.25	0.25	14	19.3639	0.61704	1.65109	-0.116824	-0.207912	-0.598221	0.299113	0.299074	-4.4452e-022	
0.825	1	-99999	0.299113	0.240848	0.240896	0	0	4.12747e-012	0.0581914	0	0	0	0	0	0.000293541	0.999706	0	0.299113	3.29816	1.29879	0	0	1	0	0	0	0	0.25	0.25	15	19.364	0.61697	1.74478	-0.116778	-0.207912	-0.598221	0.299113	0.299089	-2.72027e-022	
0.269386	0.35	-99999	0.299113	0.240885	0.240901	0	0	4.12685e-012	0.0582015	0	0	0	0	0	0.000293401	0.999707	0	0.299113	3.29821	1.29881	0	0	1	0	0	0	0	0.25	0.25	16	19.3641	0.616904	1.15763	-0.116735	-0.207911	-0.598221	0.299113	0.299103	-1.0923e-022	
1.1	0.4	1	0.299113	0.240782	0.240886	0	0	4.12862e-012	0.0581728	0	0	0	0	0	0.00293797	9.99706	0	0.299113	30.2901	10.2961	0	0	10	0	0	0	0	3.75	0.375	17	19.3639	0.617091	1.56069	-0.116856	-0.207912	-0.598221	0.299113	0.299064	-5.55876e-022	
1	0.45	1	0.299113	0.240794	0.240887	0	0	4.12841e-012	0.0581762	0	0	0	0	0	0.0029375	9.99706	0	0.299113	30.2902	10.2961	0	0	10	0	0	0	0	4	0.4	18	19.3639	0.617069	1.54307	-0.116842	-0.207912	-0.598221	0.299113	0.299069	-5.03439e-022	
1.0375	1	-99999	0.299113	0.240825	0.240892	0	0	4.12787e-012	0.058185	0	0	0	0	0	0.000293629	0.999706	0	0.299113	3.29813	1.29878	0	0	1	0	0	0	0	0.25	0.25	19	19.364	0.617012	1.66773	-0.116806	-0.207912	-0.598221	0.299113	0.29908	-3.74989e-022	
0.35	0.730614	-99999	0.299113	0.24088	0.2409	0	0	4.12693e-012	0.0582001	0	0	0	0	0	0.000293419	0.999707	0	0.299113	3.2982	1.29881	0	0	1	0	0	0	0	0.25	0.25	20	19.3641	0.616913	1.68398	-0.116742	-0.207912	-0.598221	0.299113	0.299102	-1.31253e-022	
1	0.225	1	0.299113	0.240765	0.240883	0	0	4.1289e-012	0.0581683	0	0	0	0	0	0.0029386	9.99706	0	0.299113	30.2901	10.2961	0	0	10	0	0	0	0	3.75	0.375	21	19.3639	0.61712	1.51149	-0.116875	-0.207912	-0.598221	0.299113	0.299058	-6.20062e-022	
