x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.271299	0.00145068	3.29918e-007	5.56947e-006	0	6.85259e-010	4.80026e-010	0.00382785	1.28313e-012	0.0904328	0	0	0.051149	5.21322e-011	0.474425	0.271299	-1.06392	0.271299	0.568692	0	1	0	0	0	0	0.25	0.25	0	17.1031	2.83714	0.962317	0.291541	-0.207912	-0.216592	0.274224	0.274222	0.101293	
2.1	0	-99999	0.13522	0.293463	6.98413e-012	0.174729	0	3.38746e-012	2.05566e-012	0.593643	5.00849e-013	0.0450733	0	0	0.563526	1.00654e-007	0.218237	0.13522	-0.774598	0.13522	1.03168	0	1	0	0	0	0	0.25	0.25	1	19.3875	0.53116	0.834357	2.43629	-0.207912	1.67922	0.150583	0.150583	0.721138	
2.1	1	-99999	0.141061	0.229517	1.04708e-011	0.14457	0	4.33124e-012	2.41036e-012	0.628025	1.13676e-012	0.0470202	0	0	0.471508	6.04033e-008	0.264246	0.141061	-1.00316	0.141061	1.08386	0	1	0	0	0	0	0.25	0.25	2	19.2827	0.637898	0.885853	2.37577	-0.207913	1.59641	0.155984	0.155984	0.727234	
0	1	-99999	0.275397	2.13269e-005	0.0218546	3.83343e-013	0	4.66123e-008	4.67472e-007	1.79215e-008	5.93347e-022	0.0845138	0	0	0.298757	6.40896e-011	0.350622	0.275397	-0.713788	0.275396	0.435135	0	1	0	0	0	0	0.25	0.25	3	15.2741	4.66979	1.68119	0.198431	-0.207913	-0.300156	0.279674	0.279673	0.0753956	
1	0	1	0.122089	0.765367	1.65664e-012	0.255497	0	1.29885e-012	1.2717e-012	0.332836	8.02827e-015	0.0406962	0	0	5.96665	4.48449e-006	2.01667	0.122089	-5.45469	0.122093	2.6457	0	10	0	0	0	0	3.75	0.375	4	19.7955	0.114844	0.659353	2.47132	-0.207912	1.86076	0.138744	0.138744	0.610153	
1.1	0	1	0.120636	0.765315	1.64209e-012	0.2593	0	1.29894e-012	1.26044e-012	0.337813	8.32068e-015	0.0402119	0	0	5.94096	4.42504e-006	2.02952	0.120636	-5.5002	0.12064	2.66685	0	10	0	0	0	0	3.75	0.375	5	19.7948	0.114874	0.659394	2.49599	-0.207912	1.88121	0.13741	0.13741	0.618375	
1	0.9	1	0.206619	0.336758	9.09999e-012	0.0696073	0	2.95196e-012	3.07358e-012	0.206087	2.3793e-014	0.0688731	0	0	4.05166	1.42485e-006	2.97417	0.206619	-8.51635	0.206621	3.31874	0	10	0	0	0	0	3.21429	0.321429	6	19.4624	0.471397	1.18481	1.30163	-0.207912	0.684044	0.215487	0.215485	0.386957	
1.1	0.9	1	0.202683	0.344645	8.5008e-012	0.0763536	0	2.88441e-012	2.93844e-012	0.220888	2.67409e-014	0.0675611	0	0	4.0169	1.41452e-006	2.99155	0.202683	-8.58064	0.202685	3.35635	0	10	0	0	0	0	2.91667	0.291667	7	19.472	0.461343	1.1694	1.36341	-0.207912	0.738805	0.211915	0.211914	0.404685	
0	0.298	-99999	0.298558	0.00820175	0.196645	6.75978e-028	0	1.21205e-010	0.00161761	8.2175e-026	0	0.00237469	0	0	0.901075	0.0989252	9.88854e-023	0.298558	0.316094	0.304312	0.00237469	0	1	0	0	0	0	0.25	0.25	8	17.8841	2.08481	0.999438	-0.108497	-0.20791	-0.590594	0.298616	0.298616	0.00207302	
0	0.402	-99999	0.298749	0.0087701	0.198255	3.3566e-028	0	1.1335e-010	0.00174388	3.81601e-026	0	0.00157978	0	0	0.880804	0.119196	3.83744e-023	0.298749	0.374422	0.323935	0.00157978	0	1	0	0	0	0	0.25	0.25	9	17.9134	2.05571	1.00332	-0.111263	-0.20791	-0.593214	0.298786	0.298786	0.0014145	
