x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.000436383	0.0455312	3.9959e-011	0.0842091	0	2.18333e-011	1.82478e-012	1.84401	5.53568e-010	0.00235744	0	0	0.0723217	2.76028e-010	0.463839	0.000436383	-3.18057	0.00707233	2.39442	0	1	0	0	0	0	0.25	0.25	0	18.0058	1.34041	1.09089	5.51861	-0.207915	3.98211	0.000394863	0.00639883	1.93314	
2.1	0	-99999	0.00266762	0.28865	3.79393e-012	0.372154	0	3.44394e-012	1.09837e-012	1.28548	2.80855e-012	0.0144039	0	0	0.430325	3.97326e-008	0.284837	0.00266762	-1.79372	0.0432119	1.95687	0	1	0	0	0	0	0.25	0.25	1	19.0126	0.538342	1.61437	5.33845	-0.207938	3.95115	0.00241381	0.0391009	1.68587	
2.1	1	-99999	0.00257043	0.24076	4.962e-012	0.331111	0	4.12899e-012	1.19819e-012	1.37121	5.34505e-012	0.0138766	0	0	0.366484	2.56808e-008	0.316758	0.00257043	-2.02521	0.0416299	2.03295	0	1	0	0	0	0	0.25	0.25	2	18.9288	0.61713	1.64062	5.37807	-0.207937	3.9525	0.00232586	0.0376708	1.72843	
0	1	-99999	0.000284975	0.0209126	1.25018e-010	0.0403237	0	4.75356e-011	2.62221e-012	1.92249	4.27297e-009	0.00153857	0	0	0.0332113	3.84264e-011	0.483394	0.000284975	-3.34561	0.00461571	2.44775	0	1	0	0	0	0	0.25	0.25	3	17.6203	1.6783	1.78396	5.54648	-0.207915	3.98421	0.000257861	0.00417669	1.96558	
1	0	1	0.00286594	0.818905	8.34299e-013	0.580725	0	1.21393e-012	6.85238e-013	0.707052	3.62254e-014	0.0154837	0	0	4.91708	2.27968e-006	2.54146	0.00286594	-7.45057	0.0464532	3.84472	0	10	0	0	0	0	3.75	0.375	4	19.4751	0.0854803	1.48989	5.04604	-0.207939	3.9484	0.00259326	0.0420267	1.38744	
1.1	0	1	0.00289056	0.820456	8.34481e-013	0.580911	0	1.21164e-012	6.86685e-013	0.705941	3.59948e-014	0.0156165	0	0	4.92596	2.2973e-006	2.53702	0.00289056	-7.43407	0.0468517	3.83949	0	10	0	0	0	0	3.75	0.375	5	19.4768	0.0846587	1.49715	5.04626	-0.20794	3.94806	0.00261554	0.0423873	1.38692	
1	0.9	1	0.00149623	0.164239	7.55603e-012	0.2521	0	6.05274e-012	1.24467e-012	1.53042	1.65891e-011	0.00807902	0	0	0.897026	3.03858e-008	4.55149	0.00149623	-14.9883	0.0242371	6.34208	0	10	0	0	0	0	3.21429	0.321429	6	18.7017	0.783238	1.62357	5.42918	-0.207925	3.9674	0.00135387	0.0219312	1.81183	
1.1	0.9	1	0.00156053	0.172357	7.0989e-012	0.261418	0	5.76764e-012	1.22718e-012	1.51224	1.43283e-011	0.00842619	0	0	0.944535	3.47411e-008	4.52773	0.00156053	-14.8894	0.0252786	6.30981	0	10	0	0	0	0	2.91667	0.291667	7	18.7275	0.762284	1.62695	5.42381	-0.207926	3.96651	0.00141205	0.0228737	1.80453	
0	0.298	-99999	8.75753e-006	0.000870087	7.62022e-009	0.00173749	0	1.14252e-009	6.64992e-012	1.99101	6.9534e-006	4.49862e-005	0	0	0.00137997	7.00922e-015	0.49931	8.75753e-006	-3.48792	0.00014192	2.49212	0	1	0	0	0	0	0.25	0.25	8	15.8563	3.05915	1.00201	5.56549	-0.207902	3.98804	7.92429e-006	0.000128407	1.99286	
0	0.402	-99999	5.77156e-006	0.000494914	1.55604e-008	0.000988943	0	2.00862e-009	7.72387e-012	1.9923	2.50109e-005	2.28219e-005	0	0	0.000784918	1.49823e-015	0.499607	5.77156e-006	-3.49064	9.3492e-005	2.493	0	1	0	0	0	0	0.25	0.25	9	15.564	3.30418	1.00503	5.56595	-0.207901	3.98808	5.22242e-006	8.45975e-005	1.99342	
0.298	1	-99999	5.00411e-006	0.000429518	1.75657e-008	0.000858363	0	2.31444e-009	7.56715e-012	1.99252	3.25437e-005	1.61656e-005	0	0	0.0006812	9.59461e-016	0.499659	5.00411e-006	-3.49114	8.10582e-005	2.49316	0	1	0	0	0	0	0.25	0.25	10	15.4861	3.36573	1.99644	5.56603	-0.207901	3.98809	4.52799e-006	7.3347e-005	1.99352	
0.402	1	-99999	1.50589e-005	0.00127832	4.86959e-009	0.00255087	0	7.77655e-010	6.24337e-012	1.98958	3.0179e-006	8.03028e-005	0	0	0.00202751	2.087e-014	0.498986	1.50589e-005	-3.48495	0.000243931	2.4912	0	1	0	0	0	0	0.25	0.25	11	16.0839	2.89207	1.99611	5.56511	-0.207902	3.98795	1.36261e-005	0.000220725	1.99229	
2.1	0.402	-99999	0.00235204	0.228902	5.21157e-012	0.320077	0	4.34289e-012	1.19647e-012	1.39418	6.20654e-012	0.0126986	0	0	0.350013	2.21383e-008	0.324993	0.00235204	-2.08946	0.0380959	2.05195	0	1	0	0	0	0	0.25	0.25	12	18.8969	0.639065	1.63608	5.38182	-0.207935	3.95553	0.00212825	0.0344724	1.73875	
2.1	0.198	-99999	0.00257925	0.275173	4.03847e-012	0.361219	0	3.61262e-012	1.11457e-012	1.30882	3.30995e-012	0.0139266	0	0	0.412773	3.51471e-008	0.293613	0.00257925	-1.85878	0.0417799	1.97758	0	1	0	0	0	0	0.25	0.25	13	18.9879	0.559108	1.61743	5.3473	-0.207937	3.95237	0.00233385	0.0378053	1.69738	
1.25	1	-99999	0.00167407	0.163613	7.89232e-012	0.251317	0	6.07589e-012	1.29512e-012	1.5315	1.74306e-011	0.00903878	0	0	0.255472	8.93604e-009	0.372264	0.00167407	-2.44853	0.0271164	2.16412	0	1	0	0	0	0	0.25	0.25	14	18.7123	0.784896	1.65109	5.42353	-0.207927	3.96493	0.00151479	0.0245369	1.80084	
0.825	1	-99999	0.00102446	0.0968796	1.55113e-011	0.164806	0	1.02611e-011	1.50718e-012	1.69611	7.85867e-011	0.00553154	0	0	0.153291	2.18778e-009	0.423355	0.00102446	-2.84717	0.0165946	2.2898	0	1	0	0	0	0	0.25	0.25	15	18.4289	1.01248	1.74478	5.47513	-0.207918	3.97395	0.000926984	0.0150159	1.87198	
0.269386	0.35	-99999	0.000411362	0.0378805	5.30046e-011	0.0709618	0	2.62429e-011	2.0138e-012	1.86777	9.17143e-010	0.00222143	0	0	0.0601757	1.75439e-010	0.469912	0.000411362	-3.23074	0.00666428	2.41086	0	1	0	0	0	0	0.25	0.25	16	17.9191	1.4203	1.15763	5.52789	-0.207911	3.98245	0.000372223	0.00603013	1.94317	
1.1	0.4	1	0.00209343	0.329354	2.85823e-012	0.403038	0	3.01832e-012	9.4416e-013	1.2201	1.58561e-012	0.0113055	0	0	1.90038	1.96367e-007	4.04981	0.00209343	-12.995	0.0339166	5.68426	0	10	0	0	0	0	3.75	0.375	17	19.0441	0.481051	1.56069	5.31818	-0.207932	3.95912	0.00189425	0.0306887	1.68286	
1	0.45	1	0.00189596	0.282109	3.50657e-012	0.367231	0	3.5238e-012	9.92168e-013	1.29788	2.73367e-012	0.010239	0	0	1.60661	1.27993e-007	4.19669	0.00189596	-13.5649	0.030717	5.87205	0	10	0	0	0	0	4	0.4	18	18.9653	0.548297	1.54307	5.34564	-0.20793	3.96186	0.00171556	0.0277937	1.71626	
1.0375	1	-99999	0.00141221	0.138509	9.72086e-012	0.220916	0	7.17714e-012	1.35042e-012	1.59025	2.8392e-011	0.00762519	0	0	0.217575	5.68705e-009	0.391213	0.00141221	-2.59488	0.0228756	2.21	0	1	0	0	0	0	0.25	0.25	19	18.6206	0.857237	1.66773	5.44136	-0.207924	3.96857	0.00127785	0.0206994	1.82654	
0.35	0.730614	-99999	0.000494299	0.0436083	4.47056e-011	0.0809058	0	2.2796e-011	1.95532e-012	1.8498	6.52736e-010	0.00266899	0	0	0.0692726	2.59882e-010	0.465364	0.000494299	-3.1916	0.00800698	2.39874	0	1	0	0	0	0	0.25	0.25	20	18.0005	1.35914	1.68398	5.52313	-0.207914	3.9813	0.000447269	0.00724524	1.93591	
1	0.225	1	0.00233516	0.482413	1.66978e-012	0.489961	0	2.06067e-012	8.07911e-013	1.01264	3.61559e-013	0.012613	0	0	2.86723	5.43906e-007	3.56638	0.00233516	-11.1789	0.0378394	5.0816	0	10	0	0	0	0	3.75	0.375	21	19.2233	0.315294	1.51149	5.22669	-0.207935	3.95576	0.00211298	0.0342367	1.58408	
1.1	0.2	1	0.0024465	0.512002	1.55328e-012	0.502572	0	1.94158e-012	7.97644e-013	0.97868	2.86071e-013	0.0132142	0	0	3.05453	6.444e-007	3.47273	0.0024465	-10.832	0.0396433	4.9672	0	10	0	0	0	0	3.75	0.375	22	19.2543	0.289442	1.52793	5.21231	-0.207936	3.95422	0.00221372	0.0358688	1.56635	
1.1	0.65	1	0.00177536	0.220391	5.03367e-012	0.312063	0	4.51061e-012	1.11266e-012	1.41177	6.46477e-012	0.00958671	0	0	1.23013	6.70746e-008	4.38493	0.00177536	-14.3078	0.0287602	6.11835	0	10	0	0	0	0	3.92857	0.392857	23	18.8496	0.655521	1.59977	5.38947	-0.207929	3.96353	0.00160644	0.0260237	1.76373	
