x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.0251342	0.117483	2.8257e-011	0.182516	0	8.46162e-012	3.32956e-012	1.54896	8.99177e-011	0.0800901	0	0	0.19023	8.82006e-009	0.404885	0.0251342	-2.32577	0.24027	2.21645	0	1	0	0	0	0	0.25	0.25	0	18.8589	0.92874	1.09089	5.72737	-0.207912	3.60696	0.0248612	0.241016	1.81319	
2.1	0	-99999	0.149858	1.5235	1.4933e-012	0.258351	0	6.52506e-013	2.28179e-012	0.169076	4.76561e-016	0.47318	0	0	0.985877	5.26797e-006	0.00705869	0.149858	3.22599	1.41954	0.907665	0	1	0	0	0	0	0.25	0.25	1	20.1444	-0.184129	1.61437	6.44045	-0.207911	1.71297	0.148383	1.41124	0.909574	
2.1	1	-99999	0.144416	1.10326	2.03246e-012	0.295708	0	9.01049e-013	2.24899e-012	0.267238	3.5368e-015	0.375535	0	0	0.959679	2.65052e-006	0.0201593	0.144416	2.2777	1.12661	0.958641	0	1	0	0	0	0	0.25	0.25	2	19.9977	-0.0439654	1.64062	5.68965	-0.207911	1.79572	0.142986	1.12069	0.947687	
0	1	-99999	0.0197601	0.149815	1.57878e-011	0.222273	0	6.63546e-012	2.37227e-012	1.47926	3.43137e-011	0.0449864	0	0	0.240417	1.29152e-008	0.379791	0.0197601	-2.28887	0.134959	2.12631	0	1	0	0	0	0	0.25	0.25	3	18.9433	0.823157	1.78396	5.42991	-0.207912	3.6907	0.0193999	0.133492	1.75456	
1	0	1	0.161811	3.1812	8.57935e-008	1.26774e-016	0	3.12491e-013	2.73735e-007	3.97333e-017	0	0.837066	0	0	2.6351	7.3649	2.718e-018	0.161811	28.6242	9.8761	0.837066	0	10	0	0	0	0	3.75	0.375	4	20.4804	-0.503877	1.48989	9.37172	-0.207909	1.53162	0.16021	2.46974	0.846688	
1.1	0	1	0.163156	3.14004	1.06162e-006	6.96221e-020	0	3.16587e-013	3.34341e-006	2.21068e-020	0	0.826787	0	0	0.291889	9.70811	1.90448e-023	0.163156	35.5715	12.1885	0.826787	0	10	0	0	0	0	3.75	0.375	5	20.4744	-0.498221	1.49715	9.41646	-0.207908	1.51119	0.161542	2.49488	0.836458	
1	0.9	1	0.084388	0.73527	2.75774e-012	0.439187	0	1.35201e-012	2.0337e-012	0.595547	7.96945e-014	0.274854	0	0	4.84464	5.37404e-006	2.57768	0.084388	-6.49388	0.824568	3.88727	0	10	0	0	0	0	3.21429	0.321429	6	19.786	0.132267	1.62357	6.0829	-0.207911	2.7072	0.0835416	0.819946	1.33169	
1.1	0.9	1	0.087991	0.781951	2.57769e-012	0.437704	0	1.2713e-012	2.0216e-012	0.558104	5.76459e-014	0.286149	0	0	5.15797	6.43268e-006	2.42101	0.087991	-5.89458	0.858454	3.70297	0	10	0	0	0	0	2.91667	0.291667	7	19.8164	0.105534	1.62695	6.10281	-0.207911	2.65249	0.0871095	0.853607	1.30532	
0	0.298	-99999	0.000502207	0.00215477	5.62253e-009	0.0042886	0	4.61345e-010	1.21512e-011	1.9844	2.0511e-006	0.00167772	0	0	0.00341969	1.94656e-013	0.49829	0.000502207	-3.47041	0.00503522	2.48866	0	1	0	0	0	0	0.25	0.25	8	16.6939	2.66531	1.00201	5.57027	-0.207902	3.98054	0.000496842	0.00504403	1.9904	
0	0.402	-99999	0.000329661	0.0013954	9.67665e-009	0.00278181	0	7.12406e-010	1.35429e-011	1.98765	5.47796e-006	0.000975674	0	0	0.00221407	5.89062e-014	0.498893	0.000329661	-3.47906	0.00293251	2.49032	0	1	0	0	0	0	0.25	0.25	9	16.4595	2.85401	1.00503	5.56757	-0.207902	3.98316	0.000326166	0.00291915	1.99145	
