              x	              y	              z	           time	in	                  A	
             96	            4.5	            2.5	             40	 1	   0.0000000000e+00	
            100	            4.5	            2.5	             40	 1	   0.0000000000e+00	
              0	            5.5	            2.5	             40	 1	   0.0000000000e+00	
              4	            5.5	            2.5	             40	 1	   3.6123193348e-10	
              8	            5.5	            2.5	             40	 1	   1.0651189889e-09	
             12	            5.5	            2.5	             40	 1	   1.5271459885e-09	
             16	            5.5	            2.5	             40	 1	   1.4901621036e-09	
             20	            5.5	            2.5	             40	 1	   1.1283724654e-09	
             24	            5.5	            2.5	             40	 1	   7.1049939805e-10	
             28	            5.5	            2.5	             40	 1	   3.8809222409e-10	
             32	            5.5	            2.5	             40	 1	   1.8917907917e-10	
             36	            5.5	            2.5	             40	 1	   8.3973938236e-11	
             40	            5.5	            2.5	             40	 1	   3.4457074575e-11	
             44	            5.5	            2.5	             40	 1	   1.3221006361e-11	
             48	            5.5	            2.5	             40	 1	   4.7865759004e-12	
             52	            5.5	            2.5	             40	 1	   1.6459382883e-12	
             56	            5.5	            2.5	             40	 1	   5.4034587917e-13	
             60	            5.5	            2.5	             40	 1	   1.6791748402e-13	
             64	            5.5	            2.5	             40	 1	   4.9239140211e-14	
             68	            5.5	            2.5	             40	 1	   1.3055949048e-14	
             72	            5.5	            2.5	             40	 1	   0.0000000000e+00	
             76	            5.5	            2.5	             40	 1	   0.0000000000e+00	
             80	            5.5	            2.5	             40	 1	   0.0000000000e+00	
             84	            5.5	            2.5	             40	 1	   0.0000000000e+00	
             88	            5.5	            2.5	             40	 1	   0.0000000000e+00	
             92	            5.5	            2.5	             40	 1	   0.0000000000e+00	
             96	            5.5	            2.5	             40	 1	   0.0000000000e+00	
            100	            5.5	            2.5	             40	 1	   0.0000000000e+00	
              0	            6.5	            2.5	             40	 1	   0.0000000000e+00	
              4	            6.5	            2.5	             40	 1	   9.4334636319e-10	
              8	            6.5	            2.5	             40	 1	   2.6437751905e-09	
             12	            6.5	            2.5	             40	 1	   3.6394084951e-09	
             16	            6.5	            2.5	             40	 1	   3.4260803788e-09	
             20	            6.5	            2.5	             40	 1	   2.5109661773e-09	
             24	            6.5	            2.5	             40	 1	   1.5342000489e-09	
             28	            6.5	            2.5	             40	 1	   8.1491737251e-10	
             32	            6.5	            2.5	             40	 1	   3.8701230941e-10	
             36	            6.5	            2.5	             40	 1	   1.6764719981e-10	
             40	            6.5	            2.5	             40	 1	   6.7233509790e-11	
             44	            6.5	            2.5	             40	 1	   2.5249420172e-11	
             48	            6.5	            2.5	             40	 1	   8.9593447356e-12	
             52	            6.5	            2.5	             40	 1	   3.0249935765e-12	
             56	            6.5	            2.5	             40	 1	   9.7635291065e-13	
             60	            6.5	            2.5	             40	 1	   3.0143394707e-13	
             64	            6.5	            2.5	             40	 1	   8.9178247554e-14	
             68	            6.5	            2.5	             40	 1	   2.3345176071e-14	
             72	            6.5	            2.5	             40	 1	   0.0000000000e+00	
             76	            6.5	            2.5	             40	 1	   0.0000000000e+00	
             80	            6.5	            2.5	             40	 1	   0.0000000000e+00	
             84	            6.5	            2.5	             40	 1	   0.0000000000e+00	
             88	            6.5	            2.5	             40	 1	   0.0000000000e+00	
             92	            6.5	            2.5	             40	 1	   0.0000000000e+00	
             96	            6.5	            2.5	             40	 1	   0.0000000000e+00	
            100	            6.5	            2.5	             40	 1	   0.0000000000e+00	
              0	            7.5	            2.5	             40	 1	   0.0000000000e+00	
              4	            7.5	            2.5	             40	 1	   2.3567121799e-09	
              8	            7.5	            2.5	             40	 1	   6.2823283213e-09	
             12	            7.5	            2.5	             40	 1	   8.3052749492e-09	
             16	            7.5	            2.5	             40	 1	   7.5444765061e-09	
             20	            7.5	            2.5	             40	 1	   5.3532847704e-09	
             24	            7.5	            2.5	             40	 1	   3.1750512600e-09	
             28	            7.5	            2.5	             40	 1	   1.6407266579e-09	
             32	            7.5	            2.5	             40	 1	   7.5952862380e-10	
             36	            7.5	            2.5	             40	 1	   3.2126461729e-10	
             40	            7.5	            2.5	             40	 1	   1.2600199199e-10	
             44	            7.5	            2.5	             40	 1	   4.6343573150e-11	
             48	            7.5	            2.5	             40	 1	   1.6126606167e-11	
             52	            7.5	            2.5	             40	 1	   5.3465729239e-12	
             56	            7.5	            2.5	             40	 1	   1.6973220360e-12	
             60	            7.5	            2.5	             40	 1	   5.1779921578e-13	
             64	            7.5	            2.5	             40	 1	   1.5024701524e-13	
             68	            7.5	            2.5	             40	 1	   4.0537052353e-14	
             72	            7.5	            2.5	             40	 1	   1.0132752034e-14	
             76	            7.5	            2.5	             40	 1	   0.0000000000e+00	
             80	            7.5	            2.5	             40	 1	   0.0000000000e+00	
             84	            7.5	            2.5	             40	 1	   0.0000000000e+00	
             88	            7.5	            2.5	             40	 1	   0.0000000000e+00	
             92	            7.5	            2.5	             40	 1	   0.0000000000e+00	
             96	            7.5	            2.5	             40	 1	   0.0000000000e+00	
            100	            7.5	            2.5	             40	 1	   0.0000000000e+00	
              0	            8.5	            2.5	             40	 1	   0.0000000000e+00	
              4	            8.5	            2.5	             40	 1	   5.6028541849e-09	
              8	            8.5	            2.5	             40	 1	   1.4219997952e-08	
             12	            8.5	            2.5	             40	 1	   1.8062736067e-08	
             16	            8.5	            2.5	             40	 1	   1.5841138579e-08	
             20	            8.5	            2.5	             40	 1	   1.0888649829e-08	
             24	            8.5	            2.5	             40	 1	   6.2730051419e-09	
             28	            8.5	            2.5	             40	 1	   3.1559291826e-09	
             32	            8.5	            2.5	             40	 1	   1.4251772169e-09	
             36	            8.5	            2.5	             40	 1	   5.8910270947e-10	
             40	            8.5	            2.5	             40	 1	   2.2615130117e-10	
             44	            8.5	            2.5	             40	 1	   8.1532174241e-11	
             48	            8.5	            2.5	             40	 1	   2.7847167941e-11	
             52	            8.5	            2.5	             40	 1	   9.0733616490e-12	
             56	            8.5	            2.5	             40	 1	   2.8356850659e-12	
             60	            8.5	            2.5	             40	 1	   8.5257721130e-13	
             64	            8.5	            2.5	             40	 1	   2.4633570419e-13	
             68	            8.5	            2.5	             40	 1	   6.6956355329e-14	
             72	            8.5	            2.5	             40	 1	   1.6573599948e-14	
             76	            8.5	            2.5	             40	 1	   0.0000000000e+00	
             80	            8.5	            2.5	             40	 1	   0.0000000000e+00	
             84	            8.5	            2.5	             40	 1	   0.0000000000e+00	
             88	            8.5	            2.5	             40	 1	   0.0000000000e+00	
             92	            8.5	            2.5	             40	 1	   0.0000000000e+00	
             96	            8.5	            2.5	             40	 1	   0.0000000000e+00	
            100	            8.5	            2.5	             40	 1	   0.0000000000e+00	
              0	            9.5	            2.5	             40	 1	   0.0000000000e+00	
              4	            9.5	            2.5	             40	 1	   1.2598255041e-08	
              8	            9.5	            2.5	             40	 1	   3.0482878997e-08	
             12	            9.5	            2.5	             40	 1	   3.7238536984e-08	
             16	            9.5	            2.5	             40	 1	   3.1558743890e-08	
             20	            9.5	            2.5	             40	 1	   2.1034098238e-08	
             24	            9.5	            2.5	             40	 1	   1.1782645408e-08	
             28	            9.5	            2.5	             40	 1	   5.7773406322e-09	
             32	            9.5	            2.5	             40	 1	   2.5479217083e-09	
             36	            9.5	            2.5	             40	 1	   1.0303942871e-09	
             40	            9.5	            2.5	             40	 1	   3.8761504421e-10	
             44	            9.5	            2.5	             40	 1	   1.3713352179e-10	
             48	            9.5	            2.5	             40	 1	   4.6023039371e-11	
             52	            9.5	            2.5	             40	 1	   1.4752694061e-11	
             56	            9.5	            2.5	             40	 1	   4.5412395270e-12	
             60	            9.5	            2.5	             40	 1	   1.3476057991e-12	
             64	            9.5	            2.5	             40	 1	   3.8539641623e-13	
             68	            9.5	            2.5	             40	 1	   1.0596697516e-13	
             72	            9.5	            2.5	             40	 1	   2.5983392326e-14	
             76	            9.5	            2.5	             40	 1	   0.0000000000e+00	
             80	            9.5	            2.5	             40	 1	   0.0000000000e+00	
             84	            9.5	            2.5	             40	 1	   0.0000000000e+00	
             88	            9.5	            2.5	             40	 1	   0.0000000000e+00	
             92	            9.5	            2.5	             40	 1	   0.0000000000e+00	
             96	            9.5	            2.5	             40	 1	   0.0000000000e+00	
            100	            9.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           10.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           10.5	            2.5	             40	 1	   2.6601948078e-08	
              8	           10.5	            2.5	             40	 1	   6.1482525543e-08	
             12	           10.5	            2.5	             40	 1	   7.2343601869e-08	
             16	           10.5	            2.5	             40	 1	   5.9332477403e-08	
             20	           10.5	            2.5	             40	 1	   3.8402768676e-08	
             24	           10.5	            2.5	             40	 1	   2.0948716905e-08	
             28	           10.5	            2.5	             40	 1	   1.0026266556e-08	
             32	           10.5	            2.5	             40	 1	   4.3248926072e-09	
             36	           10.5	            2.5	             40	 1	   1.7137301827e-09	
             40	           10.5	            2.5	             40	 1	   6.3266151076e-10	
             44	           10.5	            2.5	             40	 1	   2.1996508364e-10	
             48	           10.5	            2.5	             40	 1	   7.2638860824e-11	
             52	           10.5	            2.5	             40	 1	   2.2938077579e-11	
             56	           10.5	            2.5	             40	 1	   6.9638095503e-12	
             60	           10.5	            2.5	             40	 1	   2.0402065113e-12	
             64	           10.5	            2.5	             40	 1	   5.7819448494e-13	
             68	           10.5	            2.5	             40	 1	   1.5646254537e-13	
             72	           10.5	            2.5	             40	 1	   3.9625906635e-14	
             76	           10.5	            2.5	             40	 1	   0.0000000000e+00	
             80	           10.5	            2.5	             40	 1	   0.0000000000e+00	
             84	           10.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           10.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           10.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           10.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           10.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           11.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           11.5	            2.5	             40	 1	   5.2323021645e-08	
              8	           11.5	            2.5	             40	 1	   1.1583731755e-07	
             12	           11.5	            2.5	             40	 1	   1.3159164481e-07	
             16	           11.5	            2.5	             40	 1	   1.0467793746e-07	
             20	           11.5	            2.5	             40	 1	   6.5938141509e-08	
             24	           11.5	            2.5	             40	 1	   3.5102002379e-08	
             28	           11.5	            2.5	             40	 1	   1.6432746702e-08	
             32	           11.5	            2.5	             40	 1	   6.9469740750e-09	
             36	           11.5	            2.5	             40	 1	   2.7024170439e-09	
             40	           11.5	            2.5	             40	 1	   9.8088778329e-10	
             44	           11.5	            2.5	             40	 1	   3.3574650323e-10	
             48	           11.5	            2.5	             40	 1	   1.0928146722e-10	
             52	           11.5	            2.5	             40	 1	   3.4049417910e-11	
             56	           11.5	            2.5	             40	 1	   1.0209721462e-11	
             60	           11.5	            2.5	             40	 1	   2.9584136017e-12	
             64	           11.5	            2.5	             40	 1	   8.2978036884e-13	
             68	           11.5	            2.5	             40	 1	   2.2470125378e-13	
             72	           11.5	            2.5	             40	 1	   5.7220414483e-14	
             76	           11.5	            2.5	             40	 1	   1.3320544894e-14	
             80	           11.5	            2.5	             40	 1	   0.0000000000e+00	
             84	           11.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           11.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           11.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           11.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           11.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           12.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           12.5	            2.5	             40	 1	   9.5014408183e-08	
              8	           12.5	            2.5	             40	 1	   2.0232136079e-07	
             12	           12.5	            2.5	             40	 1	   2.2266740834e-07	
             16	           12.5	            2.5	             40	 1	   1.7234846261e-07	
             20	           12.5	            2.5	             40	 1	   1.0597645054e-07	
             24	           12.5	            2.5	             40	 1	   5.5213082533e-08	
             28	           12.5	            2.5	             40	 1	   2.5350405379e-08	
             32	           12.5	            2.5	             40	 1	   1.0529817343e-08	
             36	           12.5	            2.5	             40	 1	   4.0309083486e-09	
             40	           12.5	            2.5	             40	 1	   1.4417187845e-09	
             44	           12.5	            2.5	             40	 1	   4.8685040361e-10	
             48	           12.5	            2.5	             40	 1	   1.5649625847e-10	
             52	           12.5	            2.5	             40	 1	   4.8199851894e-11	
             56	           12.5	            2.5	             40	 1	   1.4298729294e-11	
             60	           12.5	            2.5	             40	 1	   4.1023165785e-12	
             64	           12.5	            2.5	             40	 1	   1.1411866183e-12	
             68	           12.5	            2.5	             40	 1	   3.0714688576e-13	
             72	           12.5	            2.5	             40	 1	   7.8093837992e-14	
             76	           12.5	            2.5	             40	 1	   1.8137867100e-14	
             80	           12.5	            2.5	             40	 1	   0.0000000000e+00	
             84	           12.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           12.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           12.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           12.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           12.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           13.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           13.5	            2.5	             40	 1	   1.5787843664e-07	
              8	           13.5	            2.5	             40	 1	   3.2522758062e-07	
             12	           13.5	            2.5	             40	 1	   3.4845131376e-07	
             16	           13.5	            2.5	             40	 1	   2.6357173962e-07	
             20	           13.5	            2.5	             40	 1	   1.5883056881e-07	
             24	           13.5	            2.5	             40	 1	   8.1277852178e-08	
             28	           13.5	            2.5	             40	 1	   3.6721355484e-08	
             32	           13.5	            2.5	             40	 1	   1.5032363441e-08	
             36	           13.5	            2.5	             40	 1	   5.6787257729e-09	
             40	           13.5	            2.5	             40	 1	   2.0065931402e-09	
             44	           13.5	            2.5	             40	 1	   6.7008398164e-10	
             48	           13.5	            2.5	             40	 1	   2.1318862238e-10	
             52	           13.5	            2.5	             40	 1	   6.5036752629e-11	
             56	           13.5	            2.5	             40	 1	   1.9123666665e-11	
             60	           13.5	            2.5	             40	 1	   5.4421776556e-12	
             64	           13.5	            2.5	             40	 1	   1.5031468781e-12	
             68	           13.5	            2.5	             40	 1	   4.0237296257e-13	
             72	           13.5	            2.5	             40	 1	   1.0222504982e-13	
             76	           13.5	            2.5	             40	 1	   2.3673147765e-14	
             80	           13.5	            2.5	             40	 1	   0.0000000000e+00	
             84	           13.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           13.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           13.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           13.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           13.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           14.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           14.5	            2.5	             40	 1	   2.3829502619e-07	
              8	           14.5	            2.5	             40	 1	   4.7857492753e-07	
             12	           14.5	            2.5	             40	 1	   5.0232222860e-07	
             16	           14.5	            2.5	             40	 1	   3.7334348491e-07	
             20	           14.5	            2.5	             40	 1	   2.2154270744e-07	
             24	           14.5	            2.5	             40	 1	   1.1182781715e-07	
             28	           14.5	            2.5	             40	 1	   4.9906026603e-08	
             32	           14.5	            2.5	             40	 1	   2.0203157440e-08	
             36	           14.5	            2.5	             40	 1	   7.5548177561e-09	
             40	           14.5	            2.5	             40	 1	   2.6446949210e-09	
             44	           14.5	            2.5	             40	 1	   8.7559178610e-10	
             48	           14.5	            2.5	             40	 1	   2.7635379610e-10	
             52	           14.5	            2.5	             40	 1	   8.3681833200e-11	
             56	           14.5	            2.5	             40	 1	   2.4436027329e-11	
             60	           14.5	            2.5	             40	 1	   6.9095241767e-12	
             64	           14.5	            2.5	             40	 1	   1.8970205686e-12	
             68	           14.5	            2.5	             40	 1	   5.0624991989e-13	
             72	           14.5	            2.5	             40	 1	   1.3004329070e-13	
             76	           14.5	            2.5	             40	 1	   2.9942375511e-14	
             80	           14.5	            2.5	             40	 1	   0.0000000000e+00	
             84	           14.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           14.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           14.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           14.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           14.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           15.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           15.5	            2.5	             40	 1	   3.2585216597e-07	
              8	           15.5	            2.5	             40	 1	   6.4392767704e-07	
             12	           15.5	            2.5	             40	 1	   6.6698545081e-07	
             16	           15.5	            2.5	             40	 1	   4.9007327860e-07	
             20	           15.5	            2.5	             40	 1	   2.8786624062e-07	
             24	           15.5	            2.5	             40	 1	   1.4398091447e-07	
             28	           15.5	            2.5	             40	 1	   6.3721967171e-08	
             32	           15.5	            2.5	             40	 1	   2.5599788805e-08	
             36	           15.5	            2.5	             40	 1	   9.5055341094e-09	
             40	           15.5	            2.5	             40	 1	   3.3058445743e-09	
             44	           15.5	            2.5	             40	 1	   1.0878100198e-09	
             48	           15.5	            2.5	             40	 1	   3.4137257138e-10	
             52	           15.5	            2.5	             40	 1	   1.0281458911e-10	
             56	           15.5	            2.5	             40	 1	   2.9871089071e-11	
             60	           15.5	            2.5	             40	 1	   8.4061770895e-12	
             64	           15.5	            2.5	             40	 1	   2.2986030278e-12	
             68	           15.5	            2.5	             40	 1	   6.1111309069e-13	
             72	           15.5	            2.5	             40	 1	   1.5556892951e-13	
             76	           15.5	            2.5	             40	 1	   3.7084878181e-14	
             80	           15.5	            2.5	             40	 1	   0.0000000000e+00	
             84	           15.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           15.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           15.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           15.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           15.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           16.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           16.5	            2.5	             40	 1	   4.0607141790e-07	
              8	           16.5	            2.5	             40	 1	   7.9672092158e-07	
             12	           16.5	            2.5	             40	 1	   8.2009488389e-07	
             16	           16.5	            2.5	             40	 1	   5.9913136195e-07	
             20	           16.5	            2.5	             40	 1	   3.5005888805e-07	
             24	           16.5	            2.5	             40	 1	   1.7421627886e-07	
             28	           16.5	            2.5	             40	 1	   7.6741317709e-08	
             32	           16.5	            2.5	             40	 1	   3.0693037112e-08	
             36	           16.5	            2.5	             40	 1	   1.1348497101e-08	
             40	           16.5	            2.5	             40	 1	   3.9308602111e-09	
             44	           16.5	            2.5	             40	 1	   1.2884829514e-09	
             48	           16.5	            2.5	             40	 1	   4.0285147587e-10	
             52	           16.5	            2.5	             40	 1	   1.2090024200e-10	
             56	           16.5	            2.5	             40	 1	   3.5006003370e-11	
             60	           16.5	            2.5	             40	 1	   9.8192105583e-12	
             64	           16.5	            2.5	             40	 1	   2.6765055936e-12	
             68	           16.5	            2.5	             40	 1	   7.0995966680e-13	
             72	           16.5	            2.5	             40	 1	   1.8232628209e-13	
             76	           16.5	            2.5	             40	 1	   4.3579083135e-14	
             80	           16.5	            2.5	             40	 1	   0.0000000000e+00	
             84	           16.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           16.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           16.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           16.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           16.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           17.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           17.5	            2.5	             40	 1	   4.6836413159e-07	
              8	           17.5	            2.5	             40	 1	   9.1808467933e-07	
             12	           17.5	            2.5	             40	 1	   9.4382383186e-07	
             16	           17.5	            2.5	             40	 1	   6.8847966173e-07	
             20	           17.5	            2.5	             40	 1	   4.0158026742e-07	
             24	           17.5	            2.5	             40	 1	   1.9949103398e-07	
             28	           17.5	            2.5	             40	 1	   8.7705074281e-08	
             32	           17.5	            2.5	             40	 1	   3.5007909600e-08	
             36	           17.5	            2.5	             40	 1	   1.2917407669e-08	
             40	           17.5	            2.5	             40	 1	   4.4650169010e-09	
             44	           17.5	            2.5	             40	 1	   1.4605168754e-09	
             48	           17.5	            2.5	             40	 1	   4.5568482501e-10	
             52	           17.5	            2.5	             40	 1	   1.3647148051e-10	
             56	           17.5	            2.5	             40	 1	   3.9433022921e-11	
             60	           17.5	            2.5	             40	 1	   1.1038583742e-11	
             64	           17.5	            2.5	             40	 1	   3.0031597591e-12	
             68	           17.5	            2.5	             40	 1	   7.9543680966e-13	
             72	           17.5	            2.5	             40	 1	   2.0435520055e-13	
             76	           17.5	            2.5	             40	 1	   4.9509418674e-14	
             80	           17.5	            2.5	             40	 1	   1.0959261105e-14	
             84	           17.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           17.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           17.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           17.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           17.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           18.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           18.5	            2.5	             40	 1	   5.0964579172e-07	
              8	           18.5	            2.5	             40	 1	   1.0009430330e-06	
             12	           18.5	            2.5	             40	 1	   1.0302549404e-06	
             16	           18.5	            2.5	             40	 1	   7.5205516476e-07	
             20	           18.5	            2.5	             40	 1	   4.3879601004e-07	
             24	           18.5	            2.5	             40	 1	   2.1797501574e-07	
             28	           18.5	            2.5	             40	 1	   9.5805168215e-08	
             32	           18.5	            2.5	             40	 1	   3.8222616985e-08	
             36	           18.5	            2.5	             40	 1	   1.4094389050e-08	
             40	           18.5	            2.5	             40	 1	   4.8680113030e-09	
             44	           18.5	            2.5	             40	 1	   1.5909105681e-09	
             48	           18.5	            2.5	             40	 1	   4.9588093416e-10	
             52	           18.5	            2.5	             40	 1	   1.4835418179e-10	
             56	           18.5	            2.5	             40	 1	   4.2819548354e-11	
             60	           18.5	            2.5	             40	 1	   1.1973053792e-11	
             64	           18.5	            2.5	             40	 1	   3.2538017075e-12	
             68	           18.5	            2.5	             40	 1	   8.6100675215e-13	
             72	           18.5	            2.5	             40	 1	   2.2107254347e-13	
             76	           18.5	            2.5	             40	 1	   5.3781176804e-14	
             80	           18.5	            2.5	             40	 1	   1.1918918332e-14	
             84	           18.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           18.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           18.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           18.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           18.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           19.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           19.5	            2.5	             40	 1	   5.3212188500e-07	
              8	           19.5	            2.5	             40	 1	   1.0473644712e-06	
             12	           19.5	            2.5	             40	 1	   1.0797529081e-06	
             16	           19.5	            2.5	             40	 1	   7.8911236744e-07	
             20	           19.5	            2.5	             40	 1	   4.6080332904e-07	
             24	           19.5	            2.5	             40	 1	   2.2903557688e-07	
             28	           19.5	            2.5	             40	 1	   1.0069965865e-07	
             32	           19.5	            2.5	             40	 1	   4.0180798258e-08	
             36	           19.5	            2.5	             40	 1	   1.4816096736e-08	
             40	           19.5	            2.5	             40	 1	   5.1164763779e-09	
             44	           19.5	            2.5	             40	 1	   1.6716659757e-09	
             48	           19.5	            2.5	             40	 1	   5.2086706168e-10	
             52	           19.5	            2.5	             40	 1	   1.5576278095e-10	
             56	           19.5	            2.5	             40	 1	   4.4936061031e-11	
             60	           19.5	            2.5	             40	 1	   1.2558272415e-11	
             64	           19.5	            2.5	             40	 1	   3.4109531830e-12	
             68	           19.5	            2.5	             40	 1	   9.0213254589e-13	
             72	           19.5	            2.5	             40	 1	   2.3152948893e-13	
             76	           19.5	            2.5	             40	 1	   5.6374221391e-14	
             80	           19.5	            2.5	             40	 1	   1.2500333074e-14	
             84	           19.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           19.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           19.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           19.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           19.5	            2.5	             40	 1	   0.0000000000e+00	
              0	           20.5	            2.5	             40	 1	   0.0000000000e+00	
              4	           20.5	            2.5	             40	 1	   5.3913044066e-07	
              8	           20.5	            2.5	             40	 1	   1.0621022500e-06	
             12	           20.5	            2.5	             40	 1	   1.0956839504e-06	
             16	           20.5	            2.5	             40	 1	   8.0117056260e-07	
             20	           20.5	            2.5	             40	 1	   4.6802838436e-07	
             24	           20.5	            2.5	             40	 1	   2.3269334136e-07	
             28	           20.5	            2.5	             40	 1	   1.0232800672e-07	
             32	           20.5	            2.5	             40	 1	   4.0835483793e-08	
             36	           20.5	            2.5	             40	 1	   1.5058370626e-08	
             40	           20.5	            2.5	             40	 1	   5.2001637569e-09	
             44	           20.5	            2.5	             40	 1	   1.6989408920e-09	
             48	           20.5	            2.5	             40	 1	   5.2932507944e-10	
             52	           20.5	            2.5	             40	 1	   1.5827525494e-10	
             56	           20.5	            2.5	             40	 1	   4.5654974292e-11	
             60	           20.5	            2.5	             40	 1	   1.2757279311e-11	
             64	           20.5	            2.5	             40	 1	   3.4644500206e-12	
             68	           20.5	            2.5	             40	 1	   9.1612937584e-13	
             72	           20.5	            2.5	             40	 1	   2.3508917839e-13	
             76	           20.5	            2.5	             40	 1	   5.7245789814e-14	
             80	           20.5	            2.5	             40	 1	   1.2695906055e-14	
             84	           20.5	            2.5	             40	 1	   0.0000000000e+00	
             88	           20.5	            2.5	             40	 1	   0.0000000000e+00	
             92	           20.5	            2.5	             40	 1	   0.0000000000e+00	
             96	           20.5	            2.5	             40	 1	   0.0000000000e+00	
            100	           20.5	            2.5	             40	 1	   0.0000000000e+00	
              0	              0	            3.5	             40	 1	   0.0000000000e+00	
              4	              0	            3.5	             40	 1	   9.1481520094e-12	
              8	              0	            3.5	             40	 1	   3.3898984145e-11	
             12	              0	            3.5	             40	 1	   5.7970146867e-11	
             16	              0	            3.5	             40	 1	   6.5995904769e-11	
             20	              0	            3.5	             40	 1	   5.7498362679e-11	
             24	              0	            3.5	             40	 1	   4.1223445109e-11	
             28	              0	            3.5	             40	 1	   2.5413140067e-11	
             32	              0	            3.5	             40	 1	   1.3876862126e-11	
             36	              0	            3.5	             40	 1	   6.8533888912e-12	
             40	              0	            3.5	             40	 1	   3.1086241896e-12	
             44	              0	            3.5	             40	 1	   1.3106258015e-12	
             48	              0	            3.5	             40	 1	   5.1724787261e-13	
             52	              0	            3.5	             40	 1	   1.9154855150e-13	
             56	              0	            3.5	             40	 1	   6.5014786289e-14	
             60	              0	            3.5	             40	 1	   2.0064999821e-14	
             64	              0	            3.5	             40	 1	   0.0000000000e+00	
             68	              0	            3.5	             40	 1	   0.0000000000e+00	
             72	              0	            3.5	             40	 1	   0.0000000000e+00	
             76	              0	            3.5	             40	 1	   0.0000000000e+00	
             80	              0	            3.5	             40	 1	   0.0000000000e+00	
             84	              0	            3.5	             40	 1	   0.0000000000e+00	
             88	              0	            3.5	             40	 1	   0.0000000000e+00	
             92	              0	            3.5	             40	 1	   0.0000000000e+00	
             96	              0	            3.5	             40	 1	   0.0000000000e+00	
            100	              0	            3.5	             40	 1	   0.0000000000e+00	
              0	            0.5	            3.5	             40	 1	   0.0000000000e+00	
              4	            0.5	            3.5	             40	 1	   1.0882456703e-11	
              8	            0.5	            3.5	             40	 1	   3.9669896705e-11	
             12	            0.5	            3.5	             40	 1	   6.7043808079e-11	
             16	            0.5	            3.5	             40	 1	   7.5571876599e-11	
             20	            0.5	            3.5	             40	 1	   6.5266871084e-11	
             24	            0.5	            3.5	             40	 1	   4.6421698486e-11	
             28	            0.5	            3.5	             40	 1	   2.8415652418e-11	
