              x	              y	              z	           time	in	                  A	
             16	            0.5	            7.5	             40	 1	   7.2496435349e-09	
             20	            0.5	            7.5	             40	 1	   5.4274597215e-09	
             24	            0.5	            7.5	             40	 1	   3.3785802200e-09	
             28	            0.5	            7.5	             40	 1	   1.8242515605e-09	
             32	            0.5	            7.5	             40	 1	   8.7893042018e-10	
             36	            0.5	            7.5	             40	 1	   3.8558275664e-10	
             40	            0.5	            7.5	             40	 1	   1.5635512406e-10	
             44	            0.5	            7.5	             40	 1	   5.9287772639e-11	
             48	            0.5	            7.5	             40	 1	   2.1215795560e-11	
             52	            0.5	            7.5	             40	 1	   7.2168127581e-12	
             56	            0.5	            7.5	             40	 1	   2.3457909663e-12	
             60	            0.5	            7.5	             40	 1	   7.3137365200e-13	
             64	            0.5	            7.5	             40	 1	   2.1815806976e-13	
             68	            0.5	            7.5	             40	 1	   6.0132527614e-14	
             72	            0.5	            7.5	             40	 1	   1.5252079155e-14	
             76	            0.5	            7.5	             40	 1	   0.0000000000e+00	
             80	            0.5	            7.5	             40	 1	   0.0000000000e+00	
             84	            0.5	            7.5	             40	 1	   0.0000000000e+00	
             88	            0.5	            7.5	             40	 1	   0.0000000000e+00	
             92	            0.5	            7.5	             40	 1	   0.0000000000e+00	
             96	            0.5	            7.5	             40	 1	   0.0000000000e+00	
            100	            0.5	            7.5	             40	 1	   0.0000000000e+00	
              0	            1.5	            7.5	             40	 1	   0.0000000000e+00	
              4	            1.5	            7.5	             40	 1	   5.0786313509e-09	
              8	            1.5	            7.5	             40	 1	   1.3856484236e-08	
             12	            1.5	            7.5	             40	 1	   1.8630130894e-08	
             16	            1.5	            7.5	             40	 1	   1.7147362739e-08	
             20	            1.5	            7.5	             40	 1	   1.2293498992e-08	
             24	            1.5	            7.5	             40	 1	   7.3501428853e-09	
             28	            1.5	            7.5	             40	 1	   3.8214471858e-09	
             32	            1.5	            7.5	             40	 1	   1.7768820687e-09	
             36	            1.5	            7.5	             40	 1	   7.5383392424e-10	
             40	            1.5	            7.5	             40	 1	   2.9617539439e-10	
             44	            1.5	            7.5	             40	 1	   1.0900757659e-10	
             48	            1.5	            7.5	             40	 1	   3.7924808941e-11	
             52	            1.5	            7.5	             40	 1	   1.2562723739e-11	
             56	            1.5	            7.5	             40	 1	   3.9849885771e-12	
             60	            1.5	            7.5	             40	 1	   1.2144954716e-12	
             64	            1.5	            7.5	             40	 1	   3.5656154422e-13	
             68	            1.5	            7.5	             40	 1	   9.9901670014e-14	
             72	            1.5	            7.5	             40	 1	   2.4939142139e-14	
             76	            1.5	            7.5	             40	 1	   0.0000000000e+00	
             80	            1.5	            7.5	             40	 1	   0.0000000000e+00	
             84	            1.5	            7.5	             40	 1	   0.0000000000e+00	
             88	            1.5	            7.5	             40	 1	   0.0000000000e+00	
             92	            1.5	            7.5	             40	 1	   0.0000000000e+00	
             96	            1.5	            7.5	             40	 1	   0.0000000000e+00	
            100	            1.5	            7.5	             40	 1	   0.0000000000e+00	
              0	            2.5	            7.5	             40	 1	   0.0000000000e+00	
              4	            2.5	            7.5	             40	 1	   1.7485331582e-08	
              8	            2.5	            7.5	             40	 1	   4.4789723078e-08	
             12	            2.5	            7.5	             40	 1	   5.7140925248e-08	
             16	            2.5	            7.5	             40	 1	   5.0160110758e-08	
             20	            2.5	            7.5	             40	 1	   3.4416959430e-08	
             24	            2.5	            7.5	             40	 1	   1.9747668926e-08	
             28	            2.5	            7.5	             40	 1	   9.8759661797e-09	
             32	            2.5	            7.5	             40	 1	   4.4262305220e-09	
             36	            2.5	            7.5	             40	 1	   1.8133525260e-09	
             40	            2.5	            7.5	             40	 1	   6.8917386416e-10	
             44	            2.5	            7.5	             40	 1	   2.4575297096e-10	
             48	            2.5	            7.5	             40	 1	   8.2961034434e-11	
             52	            2.5	            7.5	             40	 1	   2.6703864601e-11	
             56	            2.5	            7.5	             40	 1	   8.2428538647e-12	
             60	            2.5	            7.5	             40	 1	   2.4510483866e-12	
             64	            2.5	            7.5	             40	 1	   7.0397359125e-13	
             68	            2.5	            7.5	             40	 1	   1.9336365302e-13	
             72	            2.5	            7.5	             40	 1	   4.9798633959e-14	
             76	            2.5	            7.5	             40	 1	   1.1833675494e-14	
             80	            2.5	            7.5	             40	 1	   0.0000000000e+00	
             84	            2.5	            7.5	             40	 1	   0.0000000000e+00	
             88	            2.5	            7.5	             40	 1	   0.0000000000e+00	
             92	            2.5	            7.5	             40	 1	   0.0000000000e+00	
             96	            2.5	            7.5	             40	 1	   0.0000000000e+00	
            100	            2.5	            7.5	             40	 1	   0.0000000000e+00	
              0	            3.5	            7.5	             40	 1	   0.0000000000e+00	
              4	            3.5	            7.5	             40	 1	   6.0107958848e-08	
              8	            3.5	            7.5	             40	 1	   1.4485635112e-07	
             12	            3.5	            7.5	             40	 1	   1.7559490988e-07	
             16	            3.5	            7.5	             40	 1	   1.4721170502e-07	
             20	            3.5	            7.5	             40	 1	   9.6812265178e-08	
             24	            3.5	            7.5	             40	 1	   5.3394370856e-08	
             28	            3.5	            7.5	             40	 1	   2.5730469579e-08	
             32	            3.5	            7.5	             40	 1	   1.1136103317e-08	
             36	            3.5	            7.5	             40	 1	   4.4142965106e-09	
             40	            3.5	            7.5	             40	 1	   1.6261529755e-09	
             44	            3.5	            7.5	             40	 1	   5.6298307262e-10	
             48	            3.5	            7.5	             40	 1	   1.8479631686e-10	
             52	            3.5	            7.5	             40	 1	   5.7920159235e-11	
             56	            3.5	            7.5	             40	 1	   1.7433944214e-11	
             60	            3.5	            7.5	             40	 1	   5.0626961126e-12	
             64	            3.5	            7.5	             40	 1	   1.4228367944e-12	
             68	            3.5	            7.5	             40	 1	   3.8729109944e-13	
             72	            3.5	            7.5	             40	 1	   1.0134876118e-13	
             76	            3.5	            7.5	             40	 1	   2.3700271761e-14	
             80	            3.5	            7.5	             40	 1	   0.0000000000e+00	
             84	            3.5	            7.5	             40	 1	   0.0000000000e+00	
             88	            3.5	            7.5	             40	 1	   0.0000000000e+00	
             92	            3.5	            7.5	             40	 1	   0.0000000000e+00	
             96	            3.5	            7.5	             40	 1	   0.0000000000e+00	
            100	            3.5	            7.5	             40	 1	   0.0000000000e+00	
              0	            4.5	            7.5	             40	 1	   0.0000000000e+00	
              4	            4.5	            7.5	             40	 1	   2.0197567448e-07	
              8	            4.5	            7.5	             40	 1	   4.5769947286e-07	
             12	            4.5	            7.5	             40	 1	   5.2674793195e-07	
             16	            4.5	            7.5	             40	 1	   4.2145282051e-07	
             20	            4.5	            7.5	             40	 1	   2.6551926010e-07	
             24	            4.5	            7.5	             40	 1	   1.4072186047e-07	
             28	            4.5	            7.5	             40	 1	   6.5338855549e-08	
             32	            4.5	            7.5	             40	 1	   2.7311279487e-08	
             36	            4.5	            7.5	             40	 1	   1.0478083335e-08	
             40	            4.5	            7.5	             40	 1	   3.7431515084e-09	
             44	            4.5	            7.5	             40	 1	   1.2589276448e-09	
             48	            4.5	            7.5	             40	 1	   4.0210677527e-10	
             52	            4.5	            7.5	             40	 1	   1.2282373288e-10	
             56	            4.5	            7.5	             40	 1	   3.6081433200e-11	
             60	            4.5	            7.5	             40	 1	   1.0241009156e-11	
             64	            4.5	            7.5	             40	 1	   2.8186961061e-12	
             68	            4.5	            7.5	             40	 1	   7.5348490019e-13	
             72	            4.5	            7.5	             40	 1	   1.9348676502e-13	
             76	            4.5	            7.5	             40	 1	   4.6835225495e-14	
             80	            4.5	            7.5	             40	 1	   1.0466609664e-14	
             84	            4.5	            7.5	             40	 1	   0.0000000000e+00	
             88	            4.5	            7.5	             40	 1	   0.0000000000e+00	
             92	            4.5	            7.5	             40	 1	   0.0000000000e+00	
             96	            4.5	            7.5	             40	 1	   0.0000000000e+00	
            100	            4.5	            7.5	             40	 1	   0.0000000000e+00	
              0	            5.5	            7.5	             40	 1	   0.0000000000e+00	
              4	            5.5	            7.5	             40	 1	   6.6044012420e-07	
              8	            5.5	            7.5	             40	 1	   1.4057782417e-06	
             12	            5.5	            7.5	             40	 1	   1.5340123960e-06	
             16	            5.5	            7.5	             40	 1	   1.1700380530e-06	
             20	            5.5	            7.5	             40	 1	   7.0551793357e-07	
             24	            5.5	            7.5	             40	 1	   3.5906187793e-07	
             28	            5.5	            7.5	             40	 1	   1.6055344981e-07	
             32	            5.5	            7.5	             40	 1	   6.4794425619e-08	
             36	            5.5	            7.5	             40	 1	   2.4056010568e-08	
             40	            5.5	            7.5	             40	 1	   8.3336240663e-09	
             44	            5.5	            7.5	             40	 1	   2.7232250382e-09	
             48	            5.5	            7.5	             40	 1	   8.4659193437e-10	
             52	            5.5	            7.5	             40	 1	   2.5209835987e-10	
             56	            5.5	            7.5	             40	 1	   7.2307032153e-11	
             60	            5.5	            7.5	             40	 1	   2.0066897909e-11	
             64	            5.5	            7.5	             40	 1	   5.4080229536e-12	
             68	            5.5	            7.5	             40	 1	   1.4183824013e-12	
             72	            5.5	            7.5	             40	 1	   3.6176285843e-13	
             76	            5.5	            7.5	             40	 1	   8.8944378672e-14	
             80	            5.5	            7.5	             40	 1	   1.9561287150e-14	
             84	            5.5	            7.5	             40	 1	   0.0000000000e+00	
             88	            5.5	            7.5	             40	 1	   0.0000000000e+00	
             92	            5.5	            7.5	             40	 1	   0.0000000000e+00	
             96	            5.5	            7.5	             40	 1	   0.0000000000e+00	
            100	            5.5	            7.5	             40	 1	   0.0000000000e+00	
              0	            6.5	            7.5	             40	 1	   0.0000000000e+00	
              4	            6.5	            7.5	             40	 1	   2.0935226267e-06	
              8	            6.5	            7.5	             40	 1	   4.1802044313e-06	
             12	            6.5	            7.5	             40	 1	   4.3191294902e-06	
             16	            6.5	            7.5	             40	 1	   3.1367558626e-06	
             20	            6.5	            7.5	             40	 1	   1.8086147169e-06	
             24	            6.5	            7.5	             40	 1	   8.8328807666e-07	
             28	            6.5	            7.5	             40	 1	   3.8017686364e-07	
             32	            6.5	            7.5	             40	 1	   1.4809015422e-07	
             36	            6.5	            7.5	             40	 1	   5.3199228214e-08	
             40	            6.5	            7.5	             40	 1	   1.7872279738e-08	
             44	            6.5	            7.5	             40	 1	   5.6751714218e-09	
             48	            6.5	            7.5	             40	 1	   1.7176275237e-09	
             52	            6.5	            7.5	             40	 1	   4.9880097296e-10	
             56	            6.5	            7.5	             40	 1	   1.3974170924e-10	
             60	            6.5	            7.5	             40	 1	   3.7936269087e-11	
             64	            6.5	            7.5	             40	 1	   1.0015580760e-11	
             68	            6.5	            7.5	             40	 1	   2.5785444594e-12	
             72	            6.5	            7.5	             40	 1	   6.4727934112e-13	
             76	            6.5	            7.5	             40	 1	   1.5635069020e-13	
             80	            6.5	            7.5	             40	 1	   3.5397157198e-14	
             84	            6.5	            7.5	             40	 1	   0.0000000000e+00	
             88	            6.5	            7.5	             40	 1	   0.0000000000e+00	
             92	            6.5	            7.5	             40	 1	   0.0000000000e+00	
             96	            6.5	            7.5	             40	 1	   0.0000000000e+00	
            100	            6.5	            7.5	             40	 1	   0.0000000000e+00	
              0	            7.5	            7.5	             40	 1	   0.0000000000e+00	
              4	            7.5	            7.5	             40	 1	   6.4038883792e-06	
              8	            7.5	            7.5	             40	 1	   1.1977732245e-05	
             12	            7.5	            7.5	             40	 1	   1.1701769347e-05	
             16	            7.5	            7.5	             40	 1	   8.0828328718e-06	
             20	            7.5	            7.5	             40	 1	   4.4527653049e-06	
             24	            7.5	            7.5	             40	 1	   2.0856571725e-06	
             28	            7.5	            7.5	             40	 1	   8.6382208354e-07	
             32	            7.5	            7.5	             40	 1	   3.2474393171e-07	
             36	            7.5	            7.5	             40	 1	   1.1288656285e-07	
             40	            7.5	            7.5	             40	 1	   3.6785186065e-08	
             44	            7.5	            7.5	             40	 1	   1.1354437456e-08	
             48	            7.5	            7.5	             40	 1	   3.3470468158e-09	
             52	            7.5	            7.5	             40	 1	   9.4838356389e-10	
             56	            7.5	            7.5	             40	 1	   2.5966751959e-10	
             60	            7.5	            7.5	             40	 1	   6.8997749300e-11	
             64	            7.5	            7.5	             40	 1	   1.7855609154e-11	
             68	            7.5	            7.5	             40	 1	   4.5125179617e-12	
             72	            7.5	            7.5	             40	 1	   1.1151039507e-12	
             76	            7.5	            7.5	             40	 1	   2.6788194027e-13	
             80	            7.5	            7.5	             40	 1	   6.0623001917e-14	
             84	            7.5	            7.5	             40	 1	   1.2688555525e-14	
             88	            7.5	            7.5	             40	 1	   0.0000000000e+00	
             92	            7.5	            7.5	             40	 1	   0.0000000000e+00	
             96	            7.5	            7.5	             40	 1	   0.0000000000e+00	
            100	            7.5	            7.5	             40	 1	   0.0000000000e+00	
              0	            8.5	            7.5	             40	 1	   0.0000000000e+00	
              4	            8.5	            7.5	             40	 1	   1.8795797332e-05	
              8	            8.5	            7.5	             40	 1	   3.2880908776e-05	
             12	            8.5	            7.5	             40	 1	   3.0333381558e-05	
             16	            8.5	            7.5	             40	 1	   1.9908674976e-05	
             20	            8.5	            7.5	             40	 1	   1.0472386355e-05	
             24	            8.5	            7.5	             40	 1	   4.7031246346e-06	
             28	            8.5	            7.5	             40	 1	   1.8743489568e-06	
             32	            8.5	            7.5	             40	 1	   6.8017718986e-07	
             36	            8.5	            7.5	             40	 1	   2.2887627923e-07	
             40	            8.5	            7.5	             40	 1	   7.2377728490e-08	
             44	            8.5	            7.5	             40	 1	   2.1729885192e-08	
             48	            8.5	            7.5	             40	 1	   6.2431553820e-09	
             52	            8.5	            7.5	             40	 1	   1.7273606457e-09	
             56	            8.5	            7.5	             40	 1	   4.6259934081e-10	
             60	            8.5	            7.5	             40	 1	   1.2041435400e-10	
             64	            8.5	            7.5	             40	 1	   3.0569578482e-11	
             68	            8.5	            7.5	             40	 1	   7.5896839807e-12	
             72	            8.5	            7.5	             40	 1	   1.8452990377e-12	
             76	            8.5	            7.5	             40	 1	   4.3897447723e-13	
             80	            8.5	            7.5	             40	 1	   1.0099577389e-13	
             84	            8.5	            7.5	             40	 1	   2.0892675089e-14	
             88	            8.5	            7.5	             40	 1	   0.0000000000e+00	
             92	            8.5	            7.5	             40	 1	   0.0000000000e+00	
             96	            8.5	            7.5	             40	 1	   0.0000000000e+00	
            100	            8.5	            7.5	             40	 1	   0.0000000000e+00	
              0	            9.5	            7.5	             40	 1	   0.0000000000e+00	
              4	            9.5	            7.5	             40	 1	   5.2555407728e-05	
              8	            9.5	            7.5	             40	 1	   8.5863046627e-05	
             12	            9.5	            7.5	             40	 1	   7.4712492821e-05	
             16	            9.5	            7.5	             40	 1	   4.6562608589e-05	
             20	            9.5	            7.5	             40	 1	   2.3381446791e-05	
             24	            9.5	            7.5	             40	 1	   1.0068928068e-05	
             28	            9.5	            7.5	             40	 1	   3.8627230926e-06	
             32	            9.5	            7.5	             40	 1	   1.3538761653e-06	
             36	            9.5	            7.5	             40	 1	   4.4133422758e-07	
             40	            9.5	            7.5	             40	 1	   1.3556048583e-07	
             44	            9.5	            7.5	             40	 1	   3.9625425624e-08	
             48	            9.5	            7.5	             40	 1	   1.1107793901e-08	
             52	            9.5	            7.5	             40	 1	   3.0042657947e-09	
             56	            9.5	            7.5	             40	 1	   7.8783173127e-10	
             60	            9.5	            7.5	             40	 1	   2.0111724014e-10	
             64	            9.5	            7.5	             40	 1	   5.0143584726e-11	
             68	            9.5	            7.5	             40	 1	   1.2242965529e-11	
             72	            9.5	            7.5	             40	 1	   2.9327856409e-12	
             76	            9.5	            7.5	             40	 1	   6.8858356596e-13	
             80	            9.5	            7.5	             40	 1	   1.5609476389e-13	
             84	            9.5	            7.5	             40	 1	   3.3295002116e-14	
             88	            9.5	            7.5	             40	 1	   0.0000000000e+00	
             92	            9.5	            7.5	             40	 1	   0.0000000000e+00	
             96	            9.5	            7.5	             40	 1	   0.0000000000e+00	
            100	            9.5	            7.5	             40	 1	   0.0000000000e+00	
              0	           10.5	            7.5	             40	 1	   0.0000000000e+00	
              4	           10.5	            7.5	             40	 1	   1.3872318494e-04	
              8	           10.5	            7.5	             40	 1	   2.1139458197e-04	
             12	           10.5	            7.5	             40	 1	   1.7337553115e-04	
             16	           10.5	            7.5	             40	 1	   1.0258916752e-04	
             20	           10.5	            7.5	             40	 1	   4.9194549484e-05	
             24	           10.5	            7.5	             40	 1	   2.0328622180e-05	
             28	           10.5	            7.5	             40	 1	   7.5143419538e-06	
             32	           10.5	            7.5	             40	 1	   2.5468447457e-06	
             36	           10.5	            7.5	             40	 1	   8.0532964947e-07	
             40	           10.5	            7.5	             40	 1	   2.4060948348e-07	
             44	           10.5	            7.5	             40	 1	   6.8576817251e-08	
             48	           10.5	            7.5	             40	 1	   1.8783843051e-08	
             52	           10.5	            7.5	             40	 1	   4.9736281140e-09	
             56	           10.5	            7.5	             40	 1	   1.2790327796e-09	
             60	           10.5	            7.5	             40	 1	   3.2067660557e-10	
             64	           10.5	            7.5	             40	 1	   7.8630676557e-11	
             68	           10.5	            7.5	             40	 1	   1.8904910228e-11	
             72	           10.5	            7.5	             40	 1	   4.4649803287e-12	
             76	           10.5	            7.5	             40	 1	   1.0360760424e-12	
             80	           10.5	            7.5	             40	 1	   2.3462917303e-13	
             84	           10.5	            7.5	             40	 1	   4.9753793597e-14	
             88	           10.5	            7.5	             40	 1	   0.0000000000e+00	
             92	           10.5	            7.5	             40	 1	   0.0000000000e+00	
             96	           10.5	            7.5	             40	 1	   0.0000000000e+00	
            100	           10.5	            7.5	             40	 1	   0.0000000000e+00	
              0	           11.5	            7.5	             40	 1	   0.0000000000e+00	
              4	           11.5	            7.5	             40	 1	   3.4162180945e-04	
              8	           11.5	            7.5	             40	 1	   4.8523330396e-04	
             12	           11.5	            7.5	             40	 1	   3.7515306609e-04	
             16	           11.5	            7.5	             40	 1	   2.1093077158e-04	
             20	           11.5	            7.5	             40	 1	   9.6715579886e-05	
             24	           11.5	            7.5	             40	 1	   3.8412486970e-05	
             28	           11.5	            7.5	             40	 1	   1.3706610415e-05	
             32	           11.5	            7.5	             40	 1	   4.5011922035e-06	
             36	           11.5	            7.5	             40	 1	   1.3834719786e-06	
             40	           11.5	            7.5	             40	 1	   4.0288395982e-07	
             44	           11.5	            7.5	             40	 1	   1.1219096863e-07	
             48	           11.5	            7.5	             40	 1	   3.0087717983e-08	
             52	           11.5	            7.5	             40	 1	   7.8145046420e-09	
             56	           11.5	            7.5	             40	 1	   1.9744069759e-09	
             60	           11.5	            7.5	             40	 1	   4.8704743465e-10	
             64	           11.5	            7.5	             40	 1	   1.1765195498e-10	
             68	           11.5	            7.5	             40	 1	   2.7898543784e-11	
             72	           11.5	            7.5	             40	 1	   6.5062584740e-12	
             76	           11.5	            7.5	             40	 1	   1.4931601698e-12	
             80	           11.5	            7.5	             40	 1	   3.3617827235e-13	
             84	           11.5	            7.5	             40	 1	   7.1140819842e-14	
             88	           11.5	            7.5	             40	 1	   1.3977803111e-14	
             92	           11.5	            7.5	             40	 1	   0.0000000000e+00	
             96	           11.5	            7.5	             40	 1	   0.0000000000e+00	
            100	           11.5	            7.5	             40	 1	   0.0000000000e+00	
              0	           12.5	            7.5	             40	 1	   0.0000000000e+00	
              4	           12.5	            7.5	             40	 1	   7.7297564085e-04	
              8	           12.5	            7.5	             40	 1	   1.0239805918e-03	
             12	           12.5	            7.5	             40	 1	   7.4753396478e-04	
             16	           12.5	            7.5	             40	 1	   4.0031022550e-04	
             20	           12.5	            7.5	             40	 1	   1.7598981947e-04	
             24	           12.5	            7.5	             40	 1	   6.7380490108e-05	
             28	           12.5	            7.5	             40	 1	   2.3280197484e-05	
             32	           12.5	            7.5	             40	 1	   7.4299518627e-06	
             36	           12.5	            7.5	             40	 1	   2.2263125490e-06	
             40	           12.5	            7.5	             40	 1	   6.3373168746e-07	
             44	           12.5	            7.5	             40	 1	   1.7289373300e-07	
             48	           12.5	            7.5	             40	 1	   4.5515121858e-08	
             52	           12.5	            7.5	             40	 1	   1.1623800775e-08	
             56	           12.5	            7.5	             40	 1	   2.8920351028e-09	
             60	           12.5	            7.5	             40	 1	   7.0342527711e-10	
             64	           12.5	            7.5	             40	 1	   1.6773277406e-10	
             68	           12.5	            7.5	             40	 1	   3.9302010826e-11	
             72	           12.5	            7.5	             40	 1	   9.0656328567e-12	
             76	           12.5	            7.5	             40	 1	   2.0599132932e-12	
             80	           12.5	            7.5	             40	 1	   4.6056295905e-13	
             84	           12.5	            7.5	             40	 1	   9.8045484099e-14	
             88	           12.5	            7.5	             40	 1	   1.9183727168e-14	
             92	           12.5	            7.5	             40	 1	   0.0000000000e+00	
             96	           12.5	            7.5	             40	 1	   0.0000000000e+00	
            100	           12.5	            7.5	             40	 1	   0.0000000000e+00	
              0	           13.5	            7.5	             40	 1	   0.0000000000e+00	
              4	           13.5	            7.5	             40	 1	   1.5753991688e-03	
              8	           13.5	            7.5	             40	 1	   1.9527468951e-03	
             12	           13.5	            7.5	             40	 1	   1.3519430034e-03	
             16	           13.5	            7.5	             40	 1	   6.9286553747e-04	
             20	           13.5	            7.5	             40	 1	   2.9349735325e-04	
             24	           13.5	            7.5	             40	 1	   1.0884374323e-04	
             28	           13.5	            7.5	             40	 1	   3.6579488990e-05	
             32	           13.5	            7.5	             40	 1	   1.1394802200e-05	
             36	           13.5	            7.5	             40	 1	   3.3419802677e-06	
             40	           13.5	            7.5	             40	 1	   9.3334703740e-07	
             44	           13.5	            7.5	             40	 1	   2.5032135872e-07	
             48	           13.5	            7.5	             40	 1	   6.4891209450e-08	
             52	           13.5	            7.5	             40	 1	   1.6342354216e-08	
             56	           13.5	            7.5	             40	 1	   4.0146185247e-09	
             60	           13.5	            7.5	             40	 1	   9.6516016913e-10	
             64	           13.5	            7.5	             40	 1	   2.2769177385e-10	
             68	           13.5	            7.5	             40	 1	   5.2826332480e-11	
             72	           13.5	            7.5	             40	 1	   1.2074909638e-11	
             76	           13.5	            7.5	             40	 1	   2.7220015354e-12	
             80	           13.5	            7.5	             40	 1	   6.0407921595e-13	
             84	           13.5	            7.5	             40	 1	   1.3034306872e-13	
             88	           13.5	            7.5	             40	 1	   2.5398676575e-14	
             92	           13.5	            7.5	             40	 1	   0.0000000000e+00	
             96	           13.5	            7.5	             40	 1	   0.0000000000e+00	
            100	           13.5	            7.5	             40	 1	   0.0000000000e+00	
              0	           14.5	            7.5	             40	 1	   0.0000000000e+00	
              4	           14.5	            7.5	             40	 1	   2.8207425622e-03	
              8	           14.5	            7.5	             40	 1	   3.2995842570e-03	
             12	           14.5	            7.5	             40	 1	   2.1858313382e-03	
             16	           14.5	            7.5	             40	 1	   1.0812188207e-03	
             20	           14.5	            7.5	             40	 1	   4.4474264407e-04	
             24	           14.5	            7.5	             40	 1	   1.6088134218e-04	
             28	           14.5	            7.5	             40	 1	   5.2923385483e-05	
             32	           14.5	            7.5	             40	 1	   1.6181535338e-05	
             36	           14.5	            7.5	             40	 1	   4.6685733735e-06	
             40	           14.5	            7.5	             40	 1	   1.2849353793e-06	
             44	           14.5	            7.5	             40	 1	   3.4013416793e-07	
             48	           14.5	            7.5	             40	 1	   8.7137231844e-08	
             52	           14.5	            7.5	             40	 1	   2.1710293739e-08	
             56	           14.5	            7.5	             40	 1	   5.2811554850e-09	
             60	           14.5	            7.5	             40	 1	   1.2582391401e-09	
             64	           14.5	            7.5	             40	 1	   2.9436832720e-10	
             68	           14.5	            7.5	             40	 1	   6.7770481956e-11	
             72	           14.5	            7.5	             40	 1	   1.5380073463e-11	
             76	           14.5	            7.5	             40	 1	   3.4441507044e-12	
             80	           14.5	            7.5	             40	 1	   7.6028459828e-13	
             84	           14.5	            7.5	             40	 1	   1.6222656946e-13	
             88	           14.5	            7.5	             40	 1	   3.2832433767e-14	
             92	           14.5	            7.5	             40	 1	   0.0000000000e+00	
             96	           14.5	            7.5	             40	 1	   0.0000000000e+00	
            100	           14.5	            7.5	             40	 1	   0.0000000000e+00	
              0	           15.5	            7.5	             40	 1	   0.0000000000e+00	
              4	           15.5	            7.5	             40	 1	   4.3156963414e-03	
              8	           15.5	            7.5	             40	 1	   4.8528164190e-03	
             12	           15.5	            7.5	             40	 1	   3.1240217643e-03	
             16	           15.5	            7.5	             40	 1	   1.5107124261e-03	
             20	           15.5	            7.5	             40	 1	   6.0988115541e-04	
             24	           15.5	            7.5	             40	 1	   2.1713085241e-04	
             28	           15.5	            7.5	             40	 1	   7.0446045841e-05	
             32	           15.5	            7.5	             40	 1	   2.1278300145e-05	
             36	           15.5	            7.5	             40	 1	   6.0727293978e-06	
             40	           15.5	            7.5	             40	 1	   1.6551374209e-06	
             44	           15.5	            7.5	             40	 1	   4.3425779898e-07	
             48	           15.5	            7.5	             40	 1	   1.1035090149e-07	
             52	           15.5	            7.5	             40	 1	   2.7289414881e-08	
             56	           15.5	            7.5	             40	 1	   6.5925960503e-09	
             60	           15.5	            7.5	             40	 1	   1.5606328538e-09	
             64	           15.5	            7.5	             40	 1	   3.6293081512e-10	
             68	           15.5	            7.5	             40	 1	   8.3086978295e-11	
             72	           15.5	            7.5	             40	 1	   1.8756978113e-11	
             76	           15.5	            7.5	             40	 1	   4.1802901358e-12	
             80	           15.5	            7.5	             40	 1	   9.1901502029e-13	
             84	           15.5	            7.5	             40	 1	   1.9740469554e-13	
             88	           15.5	            7.5	             40	 1	   3.9852920402e-14	
             92	           15.5	            7.5	             40	 1	   0.0000000000e+00	
             96	           15.5	            7.5	             40	 1	   0.0000000000e+00	
            100	           15.5	            7.5	             40	 1	   0.0000000000e+00	
              0	           16.5	            7.5	             40	 1	   0.0000000000e+00	
              4	           16.5	            7.5	             40	 1	   5.5606239811e-03	
              8	           16.5	            7.5	             40	 1	   6.1988059148e-03	
             12	           16.5	            7.5	             40	 1	   3.9570214256e-03	
             16	           16.5	            7.5	             40	 1	   1.8984142944e-03	
             20	           16.5	            7.5	             40	 1	   7.6074893396e-04	
             24	           16.5	            7.5	             40	 1	   2.6898381791e-04	
             28	           16.5	            7.5	             40	 1	   8.6710616420e-05	
             32	           16.5	            7.5	             40	 1	   2.6034277366e-05	
             36	           16.5	            7.5	             40	 1	   7.3883535110e-06	
             40	           16.5	            7.5	             40	 1	   2.0030756586e-06	
             44	           16.5	            7.5	             40	 1	   5.2292488155e-07	
             48	           16.5	            7.5	             40	 1	   1.3225477335e-07	
             52	           16.5	            7.5	             40	 1	   3.2559472479e-08	
             56	           16.5	            7.5	             40	 1	   7.8321579923e-09	
             60	           16.5	            7.5	             40	 1	   1.8465171677e-09	
             64	           16.5	            7.5	             40	 1	   4.2774298841e-10	
             68	           16.5	            7.5	             40	 1	   9.7560059926e-11	
             72	           16.5	            7.5	             40	 1	   2.1945916329e-11	
             76	           16.5	            7.5	             40	 1	   4.8746325304e-12	
             80	           16.5	            7.5	             40	 1	   1.0687389265e-12	
             84	           16.5	            7.5	             40	 1	   2.2944055753e-13	
             88	           16.5	            7.5	             40	 1	   4.6291307636e-14	
             92	           16.5	            7.5	             40	 1	   0.0000000000e+00	
             96	           16.5	            7.5	             40	 1	   0.0000000000e+00	
            100	           16.5	            7.5	             40	 1	   0.0000000000e+00	
              0	           17.5	            7.5	             40	 1	   0.0000000000e+00	
              4	           17.5	            7.5	             40	 1	   6.3616269939e-03	
              8	           17.5	            7.5	             40	 1	   7.1248290837e-03	
             12	           17.5	            7.5	             40	 1	   4.5586842892e-03	
             16	           17.5	            7.5	             40	 1	   2.1890363054e-03	
             20	           17.5	            7.5	             40	 1	   8.7717580294e-04	
             24	           17.5	            7.5	             40	 1	   3.0993544020e-04	
             28	           17.5	            7.5	             40	 1	   9.9796449061e-05	
             32	           17.5	            7.5	             40	 1	   2.9918535798e-05	
             36	           17.5	            7.5	             40	 1	   8.4759620293e-06	
             40	           17.5	            7.5	             40	 1	   2.2935555099e-06	
             44	           17.5	            7.5	             40	 1	   5.9754123846e-07	
             48	           17.5	            7.5	             40	 1	   1.5080629600e-07	
