  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.500000000000E+00
  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.500000000000E+00
  0.000000000000E+00  0.100000000000E+01  0.000000000000E+00  0.500000000000E+00
  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.500000000000E+00
  0.000000000000E+00  0.000000000000E+00  0.100000000000E+01  0.500000000000E+00
  0.100000000000E+01  0.000000000000E+00  0.100000000000E+01  0.500000000000E+00
  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.500000000000E+00
  0.100000000000E+01  0.100000000000E+01  0.100000000000E+01  0.500000000000E+00
  0.000000000000E+00  0.000000000000E+00  0.200000000000E+01  0.500000000000E+00
  0.100000000000E+01  0.000000000000E+00  0.200000000000E+01  0.500000000000E+00
  0.000000000000E+00  0.100000000000E+01  0.200000000000E+01  0.500000000000E+00
  0.100000000000E+01  0.100000000000E+01  0.200000000000E+01  0.500000000000E+00
  0.000000000000E+00  0.000000000000E+00  0.300000000000E+01  0.500000000000E+00
  0.100000000000E+01  0.000000000000E+00  0.300000000000E+01  0.500000000000E+00
  0.000000000000E+00  0.100000000000E+01  0.300000000000E+01  0.500000000000E+00
  0.100000000000E+01  0.100000000000E+01  0.300000000000E+01  0.500000000000E+00
  0.000000000000E+00  0.000000000000E+00  0.400000000000E+01  0.500000000000E+00
  0.100000000000E+01  0.000000000000E+00  0.400000000000E+01  0.500000000000E+00
  0.000000000000E+00  0.100000000000E+01  0.400000000000E+01  0.500000000000E+00
  0.100000000000E+01  0.100000000000E+01  0.400000000000E+01  0.500000000000E+00
