     x	y	z	time	in	head	
   0.000000e+00	   0.000000e+00	   0.000000e+00	   0.500000    	    1	   8.000000e-02	
    1.00000    	   0.000000e+00	   0.000000e+00	   0.500000    	    1	   8.000000e-02	
   0.000000e+00	    1.00000    	   0.000000e+00	   0.500000    	    1	   8.000000e-02	
    1.00000    	    1.00000    	   0.000000e+00	   0.500000    	    1	   8.000000e-02	
   0.000000e+00	   0.000000e+00	   2.000000e-03	   0.500000    	    1	   7.800000e-02	
    1.00000    	   0.000000e+00	   2.000000e-03	   0.500000    	    1	   7.800000e-02	
   0.000000e+00	    1.00000    	   2.000000e-03	   0.500000    	    1	   7.800000e-02	
    1.00000    	    1.00000    	   2.000000e-03	   0.500000    	    1	   7.800000e-02	
   0.000000e+00	   0.000000e+00	   4.000000e-03	   0.500000    	    1	   7.600000e-02	
    1.00000    	   0.000000e+00	   4.000000e-03	   0.500000    	    1	   7.600000e-02	
   0.000000e+00	    1.00000    	   4.000000e-03	   0.500000    	    1	   7.600000e-02	
    1.00000    	    1.00000    	   4.000000e-03	   0.500000    	    1	   7.600000e-02	
   0.000000e+00	   0.000000e+00	   6.000000e-03	   0.500000    	    1	   7.400000e-02	
    1.00000    	   0.000000e+00	   6.000000e-03	   0.500000    	    1	   7.400000e-02	
   0.000000e+00	    1.00000    	   6.000000e-03	   0.500000    	    1	   7.400000e-02	
    1.00000    	    1.00000    	   6.000000e-03	   0.500000    	    1	   7.400000e-02	
   0.000000e+00	   0.000000e+00	   8.000000e-03	   0.500000    	    1	   7.200000e-02	
    1.00000    	   0.000000e+00	   8.000000e-03	   0.500000    	    1	   7.200000e-02	
   0.000000e+00	    1.00000    	   8.000000e-03	   0.500000    	    1	   7.200000e-02	
    1.00000    	    1.00000    	   8.000000e-03	   0.500000    	    1	   7.200000e-02	
   0.000000e+00	   0.000000e+00	   1.000000e-02	   0.500000    	    1	   7.000000e-02	
    1.00000    	   0.000000e+00	   1.000000e-02	   0.500000    	    1	   7.000000e-02	
   0.000000e+00	    1.00000    	   1.000000e-02	   0.500000    	    1	   7.000000e-02	
    1.00000    	    1.00000    	   1.000000e-02	   0.500000    	    1	   7.000000e-02	
   0.000000e+00	   0.000000e+00	   1.200000e-02	   0.500000    	    1	   6.800000e-02	
    1.00000    	   0.000000e+00	   1.200000e-02	   0.500000    	    1	   6.800000e-02	
   0.000000e+00	    1.00000    	   1.200000e-02	   0.500000    	    1	   6.800000e-02	
    1.00000    	    1.00000    	   1.200000e-02	   0.500000    	    1	   6.800000e-02	
   0.000000e+00	   0.000000e+00	   1.400000e-02	   0.500000    	    1	   6.600000e-02	
    1.00000    	   0.000000e+00	   1.400000e-02	   0.500000    	    1	   6.600000e-02	
   0.000000e+00	    1.00000    	   1.400000e-02	   0.500000    	    1	   6.600000e-02	
    1.00000    	    1.00000    	   1.400000e-02	   0.500000    	    1	   6.600000e-02	
   0.000000e+00	   0.000000e+00	   1.600000e-02	   0.500000    	    1	   6.400000e-02	
    1.00000    	   0.000000e+00	   1.600000e-02	   0.500000    	    1	   6.400000e-02	
   0.000000e+00	    1.00000    	   1.600000e-02	   0.500000    	    1	   6.400000e-02	
    1.00000    	    1.00000    	   1.600000e-02	   0.500000    	    1	   6.400000e-02	
   0.000000e+00	   0.000000e+00	   1.800000e-02	   0.500000    	    1	   6.200000e-02	
    1.00000    	   0.000000e+00	   1.800000e-02	   0.500000    	    1	   6.200000e-02	
   0.000000e+00	    1.00000    	   1.800000e-02	   0.500000    	    1	   6.200000e-02	
    1.00000    	    1.00000    	   1.800000e-02	   0.500000    	    1	   6.200000e-02	
   0.000000e+00	   0.000000e+00	   2.000000e-02	   0.500000    	    1	   6.000000e-02	
    1.00000    	   0.000000e+00	   2.000000e-02	   0.500000    	    1	   6.000000e-02	
   0.000000e+00	    1.00000    	   2.000000e-02	   0.500000    	    1	   6.000000e-02	
    1.00000    	    1.00000    	   2.000000e-02	   0.500000    	    1	   6.000000e-02	
   0.000000e+00	   0.000000e+00	   2.200000e-02	   0.500000    	    1	   5.800000e-02	
    1.00000    	   0.000000e+00	   2.200000e-02	   0.500000    	    1	   5.800000e-02	
   0.000000e+00	    1.00000    	   2.200000e-02	   0.500000    	    1	   5.800000e-02	
