     x	y	z	time	in	vx-node	vy-node	vz-node	
   0.000000e+00	   0.000000e+00	   0.000000e+00	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   0.000000e+00	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   0.000000e+00	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   0.000000e+00	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   2.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   2.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   2.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   2.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   4.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   4.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   4.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   4.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   6.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   6.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   6.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   6.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   8.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   8.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   8.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   8.000000e-03	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   1.000000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   1.000000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   1.000000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   1.000000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   1.200000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   1.200000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   1.200000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   1.200000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   1.400000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   1.400000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   1.400000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   1.400000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   1.600000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   1.600000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   1.600000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   1.600000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   1.800000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   1.800000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   1.800000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   1.800000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   2.000000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   2.000000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   2.000000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   2.000000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   2.200000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   2.200000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   2.200000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   2.200000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   2.400000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   2.400000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   2.400000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   2.400000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   2.600000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   2.600000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   2.600000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   2.600000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   2.800000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	   0.000000e+00	   2.800000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	    1.00000    	   2.800000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
    1.00000    	    1.00000    	   2.800000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
   0.000000e+00	   0.000000e+00	   3.000000e-02	    1.00000    	    1	   0.000000e+00	   0.000000e+00	   0.240000    	
