     x	y	z	time	in	vx-node	vy-node	vz-node	
    0.00000    	    0.00000    	   -30.4800    	    0.00000    	    1	    0.00000    	    0.00000    	    0.00000    	
    30.4800    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.933924E-04	    0.00000    	    0.00000    	
    60.9600    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.258335E-04	    0.00000    	    0.00000    	
    91.4400    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.302741E-04	    0.00000    	    0.00000    	
    121.920    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.295184E-04	    0.00000    	    0.00000    	
    152.400    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.274625E-04	    0.00000    	    0.00000    	
    182.880    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.247544E-04	    0.00000    	    0.00000    	
    213.360    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.214826E-04	    0.00000    	    0.00000    	
    243.840    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.176391E-04	    0.00000    	    0.00000    	
    274.320    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.132004E-04	    0.00000    	    0.00000    	
    304.800    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.081434E-04	    0.00000    	    0.00000    	
    335.280    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.024508E-04	    0.00000    	    0.00000    	
    365.760    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.961136E-04	    0.00000    	    0.00000    	
    396.240    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.891352E-04	    0.00000    	    0.00000    	
    426.720    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.815337E-04	    0.00000    	    0.00000    	
    457.200    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.733442E-04	    0.00000    	    0.00000    	
    487.680    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.646209E-04	    0.00000    	    0.00000    	
    518.160    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.554369E-04	    0.00000    	    0.00000    	
    548.640    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.458834E-04	    0.00000    	    0.00000    	
    579.120    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.360671E-04	    0.00000    	    0.00000    	
    609.600    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.261053E-04	    0.00000    	    0.00000    	
    640.080    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.161213E-04	    0.00000    	    0.00000    	
    670.560    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.062376E-04	    0.00000    	    0.00000    	
    701.040    	    0.00000    	   -30.4800    	    0.00000    	    1	   9.657022E-05	    0.00000    	    0.00000    	
    731.520    	    0.00000    	   -30.4800    	    0.00000    	    1	   8.722289E-05	    0.00000    	    0.00000    	
    762.000    	    0.00000    	   -30.4800    	    0.00000    	    1	   7.828292E-05	    0.00000    	    0.00000    	
    792.480    	    0.00000    	   -30.4800    	    0.00000    	    1	   6.981832E-05	    0.00000    	    0.00000    	
    822.960    	    0.00000    	   -30.4800    	    0.00000    	    1	   6.187658E-05	    0.00000    	    0.00000    	
    853.440    	    0.00000    	   -30.4800    	    0.00000    	    1	   5.448489E-05	    0.00000    	    0.00000    	
    883.920    	    0.00000    	   -30.4800    	    0.00000    	    1	   4.765153E-05	    0.00000    	    0.00000    	
    914.400    	    0.00000    	   -30.4800    	    0.00000    	    1	   4.136805E-05	    0.00000    	    0.00000    	
    944.880    	    0.00000    	   -30.4800    	    0.00000    	    1	   3.561194E-05	    0.00000    	    0.00000    	
    975.360    	    0.00000    	   -30.4800    	    0.00000    	    1	   3.034936E-05	    0.00000    	    0.00000    	
    1005.84    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.553782E-05	    0.00000    	    0.00000    	
    1036.32    	    0.00000    	   -30.4800    	    0.00000    	    1	   2.112849E-05	    0.00000    	    0.00000    	
    1066.80    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.706821E-05	    0.00000    	    0.00000    	
    1097.28    	    0.00000    	   -30.4800    	    0.00000    	    1	   1.330101E-05	    0.00000    	    0.00000    	
    1127.76    	    0.00000    	   -30.4800    	    0.00000    	    1	   9.769254E-06	    0.00000    	    0.00000    	
    1158.24    	    0.00000    	   -30.4800    	    0.00000    	    1	   6.414448E-06	    0.00000    	    0.00000    	
