         X         Y         Z         A         B         C         D
  42.85710   0.00000  14.00000   0.00000   0.00001   0.00013   0.00035
  44.89800   0.00000  14.00000   0.00000   0.00001   0.00015   0.00041
  46.93880   0.00000  14.00000   0.00000   0.00001   0.00017   0.00048
  48.97960   0.00000  14.00000   0.00000   0.00001   0.00018   0.00054
  51.02040   0.00000  14.00000   0.00000   0.00001   0.00019   0.00061
  53.06120   0.00000  14.00000   0.00000   0.00001   0.00021   0.00067
  55.10200   0.00000  14.00000   0.00000   0.00001   0.00022   0.00073
  57.14290   0.00000  14.00000   0.00000   0.00001   0.00022   0.00079
  59.18370   0.00000  14.00000   0.00000   0.00001   0.00023   0.00085
  61.22450   0.00000  14.00000   0.00000   0.00001   0.00023   0.00089
  63.26530   0.00000  14.00000   0.00000   0.00001   0.00023   0.00093
  65.30610   0.00000  14.00000   0.00000   0.00001   0.00023   0.00095
  67.34690   0.00000  14.00000   0.00000   0.00001   0.00023   0.00097
  69.38780   0.00000  14.00000   0.00000   0.00001   0.00022   0.00097
  71.42860   0.00000  14.00000   0.00000   0.00001   0.00021   0.00096
  73.46940   0.00000  14.00000   0.00000   0.00001   0.00020   0.00093
  75.51020   0.00000  14.00000   0.00000   0.00001   0.00019   0.00090
  77.55100   0.00000  14.00000   0.00000   0.00000   0.00018   0.00086
  79.59180   0.00000  14.00000   0.00000   0.00000   0.00016   0.00080
  81.63270   0.00000  14.00000   0.00000   0.00000   0.00015   0.00074
  83.67350   0.00000  14.00000   0.00000   0.00000   0.00013   0.00068
  85.71430   0.00000  14.00000   0.00000   0.00000   0.00012   0.00061
  87.75510   0.00000  14.00000   0.00000   0.00000   0.00010   0.00054
  89.79590   0.00000  14.00000   0.00000   0.00000   0.00009   0.00047
  91.83670   0.00000  14.00000   0.00000   0.00000   0.00007   0.00041
  93.87760   0.00000  14.00000   0.00000   0.00000   0.00006   0.00035
  95.91840   0.00000  14.00000   0.00000   0.00000   0.00005   0.00029
  97.95920   0.00000  14.00000   0.00000   0.00000   0.00004   0.00024
 100.00000   0.00000  14.00000   0.00000   0.00000   0.00003   0.00019
   1.02041   0.00000  14.00000   0.00000   0.00000   0.00000   0.00000
   3.06122   0.00000  14.00000   0.00000   0.00000   0.00000   0.00000
   5.10204   0.00000  14.00000   0.00000   0.00000   0.00000   0.00000
   7.14286   0.00000  14.00000   0.00000   0.00000   0.00000   0.00000
   0.00000   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
   2.04082   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
   4.08163   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
   6.12245   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
   8.16327   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
  10.20410   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
  12.24490   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
  14.28570   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
  16.32650   0.00000  13.80000   0.00000   0.00000   0.00001   0.00001
  18.36730   0.00000  13.80000   0.00000   0.00000   0.00001   0.00001
  20.40820   0.00000  13.80000   0.00000   0.00000   0.00001   0.00002
  22.44900   0.00000  13.80000   0.00000   0.00000   0.00002   0.00003
  24.48980   0.00000  13.80000   0.00000   0.00000   0.00003   0.00004
  26.53060   0.00000  13.80000   0.00000   0.00000   0.00003   0.00006
  28.57140   0.00000  13.80000   0.00000   0.00001   0.00005   0.00008
  30.61220   0.00000  13.80000   0.00000   0.00001   0.00006   0.00011
  32.65310   0.00000  13.80000   0.00000   0.00001   0.00007   0.00015
  34.69390   0.00000  13.80000   0.00000   0.00001   0.00009   0.00019
  36.73470   0.00000  13.80000   0.00000   0.00001   0.00011   0.00024
  38.77550   0.00000  13.80000   0.00000   0.00001   0.00012   0.00029
  40.81630   0.00000  13.80000   0.00000   0.00001   0.00014   0.00035
  42.85710   0.00000  13.80000   0.00000   0.00001   0.00016   0.00041
  44.89800   0.00000  13.80000   0.00000   0.00001   0.00018   0.00048
  46.93880   0.00000  13.80000   0.00000   0.00001   0.00020   0.00055
  48.97960   0.00000  13.80000   0.00000   0.00001   0.00021   0.00063
  51.02040   0.00000  13.80000   0.00000   0.00001   0.00023   0.00070
  53.06120   0.00000  13.80000   0.00000   0.00001   0.00024   0.00078
  55.10200   0.00000  13.80000   0.00000   0.00001   0.00025   0.00085
  57.14290   0.00000  13.80000   0.00000   0.00001   0.00026   0.00091
  59.18370   0.00000  13.80000   0.00000   0.00001   0.00026   0.00097
  61.22450   0.00000  13.80000   0.00000   0.00001   0.00027   0.00102
  63.26530   0.00000  13.80000   0.00000   0.00001   0.00027   0.00106
  65.30610   0.00000  13.80000   0.00000   0.00001   0.00027   0.00109
  67.34690   0.00000  13.80000   0.00000   0.00001   0.00026   0.00110
  69.38780   0.00000  13.80000   0.00000   0.00001   0.00025   0.00110
  71.42860   0.00000  13.80000   0.00000   0.00001   0.00024   0.00109
  73.46940   0.00000  13.80000   0.00000   0.00001   0.00023   0.00106
  75.51020   0.00000  13.80000   0.00000   0.00001   0.00022   0.00102
  77.55100   0.00000  13.80000   0.00000   0.00001   0.00020   0.00097
  79.59180   0.00000  13.80000   0.00000   0.00000   0.00018   0.00091
  81.63270   0.00000  13.80000   0.00000   0.00000   0.00017   0.00084
  83.67350   0.00000  13.80000   0.00000   0.00000   0.00015   0.00076
  85.71430   0.00000  13.80000   0.00000   0.00000   0.00013   0.00069
  87.75510   0.00000  13.80000   0.00000   0.00000   0.00011   0.00061
  89.79590   0.00000  13.80000   0.00000   0.00000   0.00010   0.00053
