              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	
          18000	          18000	            100	         100000	 1	   7.5100155460e+00	   1.9355087874e+01	   8.4558539237e+00	   1.1090443536e+03	   1.0842740411e+03	   8.2388835588e+02	   2.4543106066e+01	   1.3916755972e+00	
          24000	          18000	            100	         100000	 1	   8.1405645345e+00	   4.6749993286e+00	   2.0355498816e+00	   4.5033384912e+02	   2.7535011580e+02	   6.0927963422e+02	   2.3062363599e+01	   1.4323171803e+01	
          30000	          18000	            100	         100000	 1	   8.5045874374e+00	   2.1808092871e+00	   9.3242135859e-01	   2.1819410933e+02	   2.3255681048e+01	   5.1220125233e+02	   2.2600864781e+01	   6.1207031872e+01	
          36000	          18000	            100	         100000	 1	   8.4289803670e+00	   2.5592907889e+00	   1.1020743878e+00	   1.9922248852e+02	   7.7117040641e+00	   5.0144485962e+02	   2.2572403017e+01	   4.4057071338e+01	
          42000	          18000	            100	         100000	 1	   8.4205153891e+00	   2.6072073958e+00	   1.1235990247e+00	   1.9578822051e+02	   4.9196348036e+00	   4.9942460432e+02	   2.2567290864e+01	   4.2387041374e+01	
          48000	          18000	            100	         100000	 1	   8.3972337643e+00	   2.7393665449e+00	   1.1827085360e+00	   1.9485290062e+02	   4.7668580151e+00	   4.9866542719e+02	   2.2567009746e+01	   3.8366402015e+01	
          54000	          18000	            100	         100000	 1	   8.3651085605e+00	   2.9339119388e+00	   1.2697138854e+00	   1.9378354770e+02	   4.7420390131e+00	   4.9778313616e+02	   2.2566962236e+01	   3.3436555497e+01	
          60000	          18000	            100	         100000	 1	   8.3534763982e+00	   3.0080743636e+00	   1.3028808708e+00	   1.9340414637e+02	   4.7407342097e+00	   4.9747722316e+02	   2.2566959062e+01	   3.1817657083e+01	
          66000	          18000	            100	         100000	 1	   8.3354241580e+00	   3.1272957704e+00	   1.3561992365e+00	   1.9281416476e+02	   4.7404332697e+00	   4.9701033051e+02	   2.2566957256e+01	   2.9461104014e+01	
          72000	          18000	            100	         100000	 1	   8.3250101556e+00	   3.1984349771e+00	   1.3880143165e+00	   1.9247112606e+02	   4.7402637977e+00	   4.9674366599e+02	   2.2566956199e+01	   2.8178515844e+01	
