              x	              y	              z	           time	in	          pH	          Ca	          Mg	          Na	          Cl	        C(4)	         SO4	          As	
          36000	          30000	            200	         100000	 1	     8.37919	  2.8648e+00	  1.2362e+00	  1.9432e+02	  5.8436e+00	  4.9531e+02	  2.2569e+01	  1.8672e+01	
          42000	          30000	            200	         100000	 1	     8.39048	  2.7974e+00	  1.2062e+00	  1.9353e+02	  4.8704e+00	  4.9493e+02	  2.2567e+01	  1.9580e+01	
          48000	          30000	            200	         100000	 1	     8.36443	  2.9580e+00	  1.2779e+00	  1.9251e+02	  4.7473e+00	  4.9411e+02	  2.2567e+01	  1.7510e+01	
          54000	          30000	            200	         100000	 1	       8.316	  3.2838e+00	  1.4233e+00	  1.9090e+02	  4.7418e+00	  4.9284e+02	  2.2567e+01	  1.4230e+01	
          60000	          30000	            200	         100000	 1	     8.30828	  3.3392e+00	  1.4480e+00	  1.9064e+02	  4.7411e+00	  4.9264e+02	  2.2567e+01	  1.3767e+01	
          66000	          30000	            200	         100000	 1	     8.30977	  3.3284e+00	  1.4432e+00	  1.9069e+02	  4.7405e+00	  4.9267e+02	  2.2567e+01	  1.3854e+01	
          72000	          30000	            200	         100000	 1	     8.30825	  3.3395e+00	  1.4481e+00	  1.9063e+02	  4.7402e+00	  4.9263e+02	  2.2567e+01	  1.3763e+01	
          78000	          30000	            200	         100000	 1	     8.28292	  3.5289e+00	  1.5327e+00	  1.8977e+02	  4.7402e+00	  4.9198e+02	  2.2567e+01	  1.2348e+01	
          84000	          30000	            200	         100000	 1	     8.27763	  3.5699e+00	  1.5510e+00	  1.8958e+02	  4.7402e+00	  4.9185e+02	  2.2567e+01	  1.2072e+01	
          90000	          30000	            200	         100000	 1	     8.27522	  3.5888e+00	  1.5594e+00	  1.8950e+02	  4.7401e+00	  4.9179e+02	  2.2567e+01	  1.1948e+01	
              0	          36000	            200	         100000	 1	     5.69009	  3.5368e+03	  1.2004e+03	  3.3399e+04	  5.8857e+04	  2.1818e+03	  1.3030e+02	  5.0031e-01	
           6000	          36000	            200	         100000	 1	     6.16062	  7.6701e+02	  3.0378e+02	  1.0972e+04	  1.7053e+04	  2.0142e+03	  5.3772e+01	  1.1498e-01	
          12000	          36000	            200	         100000	 1	     6.81406	  1.0418e+02	  4.4456e+01	  3.0295e+03	  3.7217e+03	  1.3144e+03	  2.9370e+01	  1.1819e-01	
          18000	          36000	            200	         100000	 1	     7.64161	  1.3415e+01	  5.8574e+00	  9.0509e+02	  7.6158e+02	  8.1402e+02	  2.3952e+01	  1.1510e+00	
          24000	          36000	            200	         100000	 1	     8.37837	  2.7443e+00	  1.1785e+00	  3.3546e+02	  1.2451e+02	  5.7985e+02	  2.2786e+01	  1.9600e+01	
