   330.551   330.903   331.965   333.741   336.098   338.076   334.615   323.763   320.273     0.000
     0.000     0.000     0.000     0.000     0.000     0.000   333.354   333.805   335.179   337.543
   341.035   345.593   342.391   329.401   338.501     0.000     0.000     0.000     0.000     0.000
     0.000     0.000   335.237   335.762   337.367   340.139   344.250   349.844   349.686   337.756
   352.915     0.000     0.000     0.000     0.000     0.000     0.000     0.000   336.061   336.628
   338.363   341.329   345.399   349.659   359.053   361.168   367.394     0.000     0.000     0.000
     0.000     0.000     0.000     0.000   335.747   336.319   338.110   341.394   346.882   356.136
   364.925   370.028   373.420     0.000     0.000     0.000     0.000     0.000     0.000     0.000
   334.284   334.782   336.334   339.171   343.988   352.655   362.966   369.253   371.787     0.000
     0.000     0.000     0.000     0.000     0.000     0.000   331.811   332.174   333.236   334.869
   336.574   337.269   353.352   360.851   363.452     0.000     0.000     0.000     0.000     0.000
     0.000     0.000   328.588   328.836   329.528   330.469   331.255   331.718   341.367   345.210
   345.840     0.000     0.000     0.000     0.000     0.000     0.000     0.000   324.829   325.016
   325.524   326.183   326.701   327.066   325.332   322.440   318.063     0.000     0.000     0.000
     0.000     0.000     0.000     0.000   330.552   330.903   331.965   333.742   336.101   338.093
   334.624   323.504   319.670   313.765   308.278   302.518   296.619   290.651   284.802   280.869
   333.354   333.805   335.179   337.544   341.044   345.746   342.534   329.056   338.807   343.318
   341.737   337.173   331.256   324.617   318.350   315.740   335.237   335.762   337.367   340.140
   344.259   349.986   349.821   337.171   353.335   361.184   359.975   354.215   346.933   338.029
   327.729   324.565   336.061   336.628   338.364   341.329   345.392   349.496   359.203   361.314
   367.684   370.583   365.572   355.344   346.615   334.528   311.839   308.591   335.747   336.319
   338.110   341.395   346.890   356.281   365.085   370.186   373.620   372.006   360.343   338.647
   332.799   324.391   315.352   311.108   334.284   334.783   336.334   339.173   343.998   352.797
   363.129   369.411   371.951   367.700   349.245   341.413   336.915   339.287   337.230   335.865
   331.812   332.174   333.237   334.869   336.559   336.919   353.504   361.020   363.653   361.508
   353.416   347.422   343.565   342.275   340.710   339.914   328.588   328.837   329.528   330.469
   331.249   331.578   341.504   345.353   345.998   343.977   339.227   334.547   330.688   327.862
   325.540   324.392   324.830   325.016   325.524   326.184   326.698   326.966   324.902   321.829
   317.170   311.252   306.608   302.017   297.508   293.103   288.810   285.845   330.553   330.904
   331.967   333.744   336.107   338.139   334.649   322.735   318.547   312.939   307.352   301.558
   295.658   289.706   283.843   279.792   333.355   333.806   335.181   337.547   341.067   346.214
   342.979   327.996   339.264   343.565   341.990   337.437   331.530   324.897   318.635   316.029
   335.237   335.763   337.369   340.143   344.280   350.422   350.245   335.340   353.889   361.427
   360.213   354.457   347.178   338.284   327.981   324.821   336.061   336.629   338.364   341.330
   345.373   348.974   359.661   361.764   368.141   370.804   365.795   355.571   346.849   334.768
   311.300   308.244   335.747   336.320   338.111   341.399   346.912   356.728   365.565   370.658
   373.997   372.225   360.564   338.156   332.586   324.052   315.030   310.681   334.285   334.783
   336.336   339.177   344.023   353.241   363.616   369.885   372.300   367.924   348.885   341.322
   336.784   339.514   337.476   336.115   331.813   332.175   333.238   334.870   336.521   335.825
   353.974   361.526   364.051   361.749   353.642   347.654   343.801   342.520   340.959   340.164
   328.590   328.838   329.530   330.471   331.234   331.151   341.938   345.804   346.357   344.226
   339.482   334.808   330.956   328.138   325.823   324.680   324.832   325.018   325.526   326.186
   326.689   326.675   323.579   319.954   315.475   310.325   305.701   301.112   296.585   292.136
   287.772   284.692   330.554   330.906   331.969   333.748   336.115   338.191   334.689   321.458
   316.312   310.410   304.508   298.607   292.705   286.803   280.902   276.475   333.356   333.807
   335.183   337.552   341.095   347.022   343.780   326.148   340.084   344.330   342.781   338.261
   332.385   325.772   319.526   316.936   335.238   335.764   337.370   340.147   344.304   351.191
   351.017   332.049   354.759   362.149   360.929   355.183   347.911   339.047   328.757   325.607
   336.061   336.629   338.366   341.332   345.355   348.000   360.455   362.584   368.934   371.459
   366.463   356.271   347.564   335.523   309.627   307.199   335.748   336.320   338.113   341.404
   346.938   357.513   366.368   371.447   374.725   372.878   361.262   336.627   331.942   323.000
   314.058   309.374   334.286   334.785   336.338   339.183   344.055   354.040   364.432   370.676
   373.020   368.606   347.750   341.058   336.374   340.219   338.230   336.883   331.814   332.177
   333.241   334.874   336.488   333.854   354.805   362.377   364.846   362.465   354.334   348.360
   344.517   343.257   341.703   340.912   328.592   328.841   329.534   330.475   331.222   330.417
   342.739   346.629   347.156   345.002   340.280   335.626   331.793   329.000   326.710   325.585
   324.835   325.021   325.530   326.190   326.683   326.220   321.250   316.667   312.083   307.500
   302.917   298.333   293.750   289.167   284.583   281.146   330.554   330.906   331.969   333.748
   336.115   338.191   334.689   321.458   316.312   310.410   304.508   298.607   292.705   286.803
   280.902   276.475   333.356   333.807   335.183   337.552   341.095   347.022   343.780   326.148
   340.084   344.330   342.781   338.261   332.385   325.772   319.526   316.936   335.238   335.764
   337.370   340.147   344.304   352.353   352.197   332.049   355.991   363.333   362.103   356.362
   347.911   339.047   328.757   325.607   336.061   336.629   338.366   341.332   345.355   348.000
   361.630   363.811   370.067   372.542   367.574   357.466   347.564   335.523   309.627   307.199
   335.748   336.320   338.113   341.404   346.938   358.701   367.493   372.553   375.804   373.960
   362.504   336.627   331.942   323.000   314.058   309.374   334.286   334.785   336.338   339.183
   344.055   355.239   365.576   371.785   374.108   369.791   347.750   341.058   336.374   340.219
   338.230   336.883   331.814   332.177   333.241   334.874   336.488   333.854   356.016   363.569
   366.033   363.644   355.518   348.360   344.517   343.257   341.703   340.912   328.592   328.841
   329.534   330.475   331.222   330.417   342.739   346.629   347.156   345.002   340.280   335.626
   331.793   329.000   326.710   325.585   324.835   325.021   325.530   326.190   326.683   326.220
   321.250   316.667   312.083   307.500   302.917   298.333   293.750   289.167   284.583   281.146
