              x	              y	              z	           time	in	         Cl_mol/kgw	
             17	             26	              0	             10	 1	   3.2671866671e-04	
             18	             26	              0	             10	 1	   3.3774706500e-04	
             19	             26	              0	             10	 1	   3.3508977616e-04	
             20	             26	              0	             10	 1	   3.1991295455e-04	
             21	             26	              0	             10	 1	   2.9460874972e-04	
             22	             26	              0	             10	 1	   2.6227194256e-04	
             23	             26	              0	             10	 1	   2.2616102812e-04	
             24	             26	              0	             10	 1	   1.8925088186e-04	
             25	             26	              0	             10	 1	   1.5393636336e-04	
             26	             26	              0	             10	 1	   1.2189823774e-04	
             27	             26	              0	             10	 1	   9.4107096935e-05	
             28	             26	              0	             10	 1	   7.0922279304e-05	
             29	             26	              0	             10	 1	   5.2239591391e-05	
             30	             26	              0	             10	 1	   3.7648995409e-05	
             31	             26	              0	             10	 1	   2.6575701043e-05	
             32	             26	              0	             10	 1	   1.8390735130e-05	
             33	             26	              0	             10	 1	   1.2487291461e-05	
             34	             26	              0	             10	 1	   8.3259245939e-06	
             35	             26	              0	             10	 1	   5.4550939779e-06	
             36	             26	              0	             10	 1	   3.5144683966e-06	
             37	             26	              0	             10	 1	   2.2277146459e-06	
             38	             26	              0	             10	 1	   1.3900501713e-06	
             39	             26	              0	             10	 1	   8.5423042938e-07	
             40	             26	              0	             10	 1	   5.1721401781e-07	
             41	             26	              0	             10	 1	   3.0865088780e-07	
             42	             26	              0	             10	 1	   1.8158996143e-07	
             43	             26	              0	             10	 1	   1.0535161018e-07	
             44	             26	              0	             10	 1	   6.0281750252e-08	
             45	             26	              0	             10	 1	   3.4023019776e-08	
             46	             26	              0	             10	 1	   1.8943808222e-08	
             47	             26	              0	             10	 1	   1.0414710784e-08	
             48	             26	              0	             10	 1	   5.6884566536e-09	
             49	             26	              0	             10	 1	   3.2151206721e-09	
             50	             26	              0	             10	 1	   2.3276231220e-09	
              0	             27	              0	             10	 1	   0.0000000000e+00	
              1	             27	              0	             10	 1	   0.0000000000e+00	
              2	             27	              0	             10	 1	   0.0000000000e+00	
              3	             27	              0	             10	 1	   0.0000000000e+00	
              4	             27	              0	             10	 1	   0.0000000000e+00	
              5	             27	              0	             10	 1	   2.5240184449e-07	
              6	             27	              0	             10	 1	   1.2917354838e-06	
              7	             27	              0	             10	 1	   3.8350319473e-06	
              8	             27	              0	             10	 1	   8.8894952559e-06	
              9	             27	              0	             10	 1	   1.7598369621e-05	
             10	             27	              0	             10	 1	   3.0999531427e-05	
             11	             27	              0	             10	 1	   4.9702632356e-05	
             12	             27	              0	             10	 1	   7.3575151404e-05	
             13	             27	              0	             10	 1	   1.0154891550e-04	
             14	             27	              0	             10	 1	   1.3163671171e-04	
             15	             27	              0	             10	 1	   1.6118505164e-04	
             16	             27	              0	             10	 1	   1.8731053013e-04	
             17	             27	              0	             10	 1	   2.0740671054e-04	
             18	             27	              0	             10	 1	   2.1958954494e-04	
             19	             27	              0	             10	 1	   2.2297568046e-04	
             20	             27	              0	             10	 1	   2.1774464812e-04	
             21	             27	              0	             10	 1	   2.0499887406e-04	
             22	             27	              0	             10	 1	   1.8648316265e-04	
             23	             27	              0	             10	 1	   1.6424637612e-04	
             24	             27	              0	             10	 1	   1.4032271957e-04	
             25	             27	              0	             10	 1	   1.1648682495e-04	
             26	             27	              0	             10	 1	   9.4107096936e-05	
             27	             27	              0	             10	 1	   7.4095226077e-05	
             28	             27	              0	             10	 1	   5.6931978013e-05	
             29	             27	              0	             10	 1	   4.2741632267e-05	
             30	             27	              0	             10	 1	   3.1388005416e-05	
             31	             27	              0	             10	 1	   2.2570687062e-05	
             32	             27	              0	             10	 1	   1.5907775221e-05	
             33	             27	              0	             10	 1	   1.0998662034e-05	
             34	             27	              0	             10	 1	   7.4659879961e-06	
             35	             27	              0	             10	 1	   4.9793654647e-06	
             36	             27	              0	             10	 1	   3.2650876930e-06	
             37	             27	              0	             10	 1	   2.1062919991e-06	
             38	             27	              0	             10	 1	   1.3374849695e-06	
             39	             27	              0	             10	 1	   8.3642183029e-07	
             40	             27	              0	             10	 1	   5.1537551767e-07	
             41	             27	              0	             10	 1	   3.1300889008e-07	
             42	             27	              0	             10	 1	   1.8744469038e-07	
             43	             27	              0	             10	 1	   1.1071302926e-07	
             44	             27	              0	             10	 1	   6.4511277768e-08	
             45	             27	              0	             10	 1	   3.7090962206e-08	
             46	             27	              0	             10	 1	   2.1047691432e-08	
             47	             27	              0	             10	 1	   1.1799628324e-08	
             48	             27	              0	             10	 1	   6.5758710454e-09	
             49	             27	              0	             10	 1	   3.7926234514e-09	
             50	             27	              0	             10	 1	   2.7990534400e-09	
              0	             28	              0	             10	 1	   0.0000000000e+00	
              1	             28	              0	             10	 1	   0.0000000000e+00	
              2	             28	              0	             10	 1	   0.0000000000e+00	
              3	             28	              0	             10	 1	   0.0000000000e+00	
              4	             28	              0	             10	 1	   0.0000000000e+00	
              5	             28	              0	             10	 1	   2.8802373627e-09	
              6	             28	              0	             10	 1	   3.6205856264e-07	
              7	             28	              0	             10	 1	   1.4471380730e-06	
              8	             28	              0	             10	 1	   3.8431409734e-06	
              9	             28	              0	             10	 1	   8.2592763881e-06	
             10	             28	              0	             10	 1	   1.5412715879e-05	
             11	             28	              0	             10	 1	   2.5843913135e-05	
             12	             28	              0	             10	 1	   3.9711169290e-05	
             13	             28	              0	             10	 1	   5.6628552537e-05	
             14	             28	              0	             10	 1	   7.5610650958e-05	
             15	             28	              0	             10	 1	   9.5159746148e-05	
             16	             28	              0	             10	 1	   1.1348615729e-04	
             17	             28	              0	             10	 1	   1.2880914660e-04	
             18	             28	              0	             10	 1	   1.3966124284e-04	
             19	             28	              0	             10	 1	   1.4512124607e-04	
             20	             28	              0	             10	 1	   1.4492692110e-04	
             21	             28	              0	             10	 1	   1.3945550867e-04	
             22	             28	              0	             10	 1	   1.2959474327e-04	
             23	             28	              0	             10	 1	   1.1654891536e-04	
             24	             28	              0	             10	 1	   1.0163007538e-04	
             25	             28	              0	             10	 1	   8.6076229064e-05	
             26	             28	              0	             10	 1	   7.0922279305e-05	
             27	             28	              0	             10	 1	   5.6931978013e-05	
             28	             28	              0	             10	 1	   4.4585052841e-05	
             29	             28	              0	             10	 1	   3.4105251357e-05	
             30	             28	              0	             10	 1	   2.5512318609e-05	
             31	             28	              0	             10	 1	   1.8682488370e-05	
             32	             28	              0	             10	 1	   1.3406014625e-05	
             33	             28	              0	             10	 1	   9.4348752523e-06	
             34	             28	              0	             10	 1	   6.5178597809e-06	
             35	             28	              0	             10	 1	   4.4232210258e-06	
             36	             28	              0	             10	 1	   2.9508197984e-06	
             37	             28	              0	             10	 1	   1.9364108442e-06	
             38	             28	              0	             10	 1	   1.2507179590e-06	
             39	             28	              0	             10	 1	   7.9553917126e-07	
             40	             28	              0	             10	 1	   4.9855723806e-07	
             41	             28	              0	             10	 1	   3.0797042939e-07	
             42	             28	              0	             10	 1	   1.8759075746e-07	
             43	             28	              0	             10	 1	   1.1271170247e-07	
             44	             28	              0	             10	 1	   6.6820245617e-08	
             45	             28	              0	             10	 1	   3.9096738433e-08	
             46	             28	              0	             10	 1	   2.2584284054e-08	
             47	             28	              0	             10	 1	   1.2893212604e-08	
             48	             28	              0	             10	 1	   7.3198464190e-09	
             49	             28	              0	             10	 1	   4.3005751233e-09	
             50	             28	              0	             10	 1	   3.2290503580e-09	
              0	             29	              0	             10	 1	   0.0000000000e+00	
              1	             29	              0	             10	 1	   0.0000000000e+00	
              2	             29	              0	             10	 1	   0.0000000000e+00	
              3	             29	              0	             10	 1	   0.0000000000e+00	
              4	             29	              0	             10	 1	   0.0000000000e+00	
              5	             29	              0	             10	 1	   0.0000000000e+00	
              6	             29	              0	             10	 1	   5.1278903814e-08	
              7	             29	              0	             10	 1	   4.6181265134e-07	
              8	             29	              0	             10	 1	   1.5306673233e-06	
              9	             29	              0	             10	 1	   3.6811262074e-06	
             10	             29	              0	             10	 1	   7.3791607584e-06	
             11	             29	              0	             10	 1	   1.3034550473e-05	
             12	             29	              0	             10	 1	   2.0875058628e-05	
             13	             29	              0	             10	 1	   3.0829409428e-05	
             14	             29	              0	             10	 1	   4.2458938491e-05	
             15	             29	              0	             10	 1	   5.4968566515e-05	
             16	             29	              0	             10	 1	   6.7304764211e-05	
             17	             29	              0	             10	 1	   7.8320740424e-05	
             18	             29	              0	             10	 1	   8.6968170296e-05	
             19	             29	              0	             10	 1	   9.2468046902e-05	
             20	             29	              0	             10	 1	   9.4421948941e-05	
             21	             29	              0	             10	 1	   9.2844383668e-05	
             22	             29	              0	             10	 1	   8.8119009311e-05	
             23	             29	              0	             10	 1	   8.0899126834e-05	
             24	             29	              0	             10	 1	   7.1981619182e-05	
             25	             29	              0	             10	 1	   6.2183070669e-05	
             26	             29	              0	             10	 1	   5.2239591392e-05	
             27	             29	              0	             10	 1	   4.2741632268e-05	
             28	             29	              0	             10	 1	   3.4105251358e-05	
             29	             29	              0	             10	 1	   2.6574113691e-05	
             30	             29	              0	             10	 1	   2.0242773724e-05	
             31	             29	              0	             10	 1	   1.5091162205e-05	
             32	             29	              0	             10	 1	   1.1021713574e-05	
             33	             29	              0	             10	 1	   7.8931254857e-06	
             34	             29	              0	             10	 1	   5.5474295025e-06	
             35	             29	              0	             10	 1	   3.8292945723e-06	
             36	             29	              0	             10	 1	   2.5980346945e-06	
             37	             29	              0	             10	 1	   1.7336465351e-06	
             38	             29	              0	             10	 1	   1.1384985555e-06	
             39	             29	              0	             10	 1	   7.3621622331e-07	
             40	             29	              0	             10	 1	   4.6903216660e-07	
             41	             29	              0	             10	 1	   2.9452832252e-07	
             42	             29	              0	             10	 1	   1.8237343612e-07	
             43	             29	              0	             10	 1	   1.1139600217e-07	
             44	             29	              0	             10	 1	   6.7142299386e-08	
             45	             29	              0	             10	 1	   3.9946110484e-08	
             46	             29	              0	             10	 1	   2.3467572140e-08	
             47	             29	              0	             10	 1	   1.3628761199e-08	
             48	             29	              0	             10	 1	   7.8729133439e-09	
             49	             29	              0	             10	 1	   4.7058895557e-09	
             50	             29	              0	             10	 1	   3.5893602374e-09	
              0	             30	              0	             10	 1	   0.0000000000e+00	
              1	             30	              0	             10	 1	   0.0000000000e+00	
              2	             30	              0	             10	 1	   0.0000000000e+00	
              3	             30	              0	             10	 1	   0.0000000000e+00	
              4	             30	              0	             10	 1	   0.0000000000e+00	
              5	             30	              0	             10	 1	   0.0000000000e+00	
              6	             30	              0	             10	 1	   0.0000000000e+00	
              7	             30	              0	             10	 1	   1.0014436707e-07	
              8	             30	              0	             10	 1	   5.3785516156e-07	
              9	             30	              0	             10	 1	   1.5340309899e-06	
             10	             30	              0	             10	 1	   3.3784332187e-06	
             11	             30	              0	             10	 1	   6.3548936670e-06	
             12	             30	              0	             10	 1	   1.0669537611e-05	
             13	             30	              0	             10	 1	   1.6373737941e-05	
             14	             30	              0	             10	 1	   2.3305890522e-05	
             15	             30	              0	             10	 1	   3.1073862580e-05	
             16	             30	              0	             10	 1	   3.9089744169e-05	
             17	             30	              0	             10	 1	   4.6652827955e-05	
             18	             30	              0	             10	 1	   5.3061878264e-05	
             19	             30	              0	             10	 1	   5.7729328455e-05	
             20	             30	              0	             10	 1	   6.0270694044e-05	
             21	             30	              0	             10	 1	   6.0551092852e-05	
             22	             30	              0	             10	 1	   5.8683481306e-05	
             23	             30	              0	             10	 1	   5.4985448095e-05	
             24	             30	              0	             10	 1	   4.9909635653e-05	
             25	             30	              0	             10	 1	   4.3965626846e-05	
             26	             30	              0	             10	 1	   3.7648995410e-05	
             27	             30	              0	             10	 1	   3.1388005416e-05	
             28	             30	              0	             10	 1	   2.5512318609e-05	
             29	             30	              0	             10	 1	   2.0242773724e-05	
             30	             30	              0	             10	 1	   1.5697806378e-05	
             31	             30	              0	             10	 1	   1.1910573902e-05	
             32	             30	              0	             10	 1	   8.8509813127e-06	
             33	             30	              0	             10	 1	   6.4479650078e-06	
             34	             30	              0	             10	 1	   4.6089683491e-06	
             35	             30	              0	             10	 1	   3.2350715524e-06	
             36	             30	              0	             10	 1	   2.2314461921e-06	
             37	             30	              0	             10	 1	   1.5135967792e-06	
             38	             30	              0	             10	 1	   1.0102554424e-06	
             39	             30	              0	             10	 1	   6.6390167758e-07	
             40	             30	              0	             10	 1	   4.2979529682e-07	
             41	             30	              0	             10	 1	   2.7423252226e-07	
             42	             30	              0	             10	 1	   1.7253245482e-07	
             43	             30	              0	             10	 1	   1.0707647683e-07	
             44	             30	              0	             10	 1	   6.5576578264e-08	
             45	             30	              0	             10	 1	   3.9644647390e-08	
             46	             30	              0	             10	 1	   2.3669199194e-08	
             47	             30	              0	             10	 1	   1.3971491727e-08	
             48	             30	              0	             10	 1	   8.2045765108e-09	
             49	             30	              0	             10	 1	   4.9844404147e-09	
             50	             30	              0	             10	 1	   3.8576453993e-09	
              0	             31	              0	             10	 1	   0.0000000000e+00	
              1	             31	              0	             10	 1	   0.0000000000e+00	
              2	             31	              0	             10	 1	   0.0000000000e+00	
              3	             31	              0	             10	 1	   0.0000000000e+00	
              4	             31	              0	             10	 1	   0.0000000000e+00	
              5	             31	              0	             10	 1	   0.0000000000e+00	
              6	             31	              0	             10	 1	   0.0000000000e+00	
              7	             31	              0	             10	 1	   0.0000000000e+00	
              8	             31	              0	             10	 1	   1.5019969886e-07	
              9	             31	              0	             10	 1	   5.8108474453e-07	
             10	             31	              0	             10	 1	   1.4626254457e-06	
             11	             31	              0	             10	 1	   2.9792961584e-06	
             12	             31	              0	             10	 1	   5.2884398328e-06	
             13	             31	              0	             10	 1	   8.4728266473e-06	
             14	             31	              0	             10	 1	   1.2498216639e-05	
             15	             31	              0	             10	 1	   1.7189878559e-05	
             16	             31	              0	             10	 1	   2.2238299441e-05	
             17	             31	              0	             10	 1	   2.7236202406e-05	
             18	             31	              0	             10	 1	   3.1739617240e-05	
             19	             31	              0	             10	 1	   3.5338668827e-05	
             20	             31	              0	             10	 1	   3.7721415729e-05	
             21	             31	              0	             10	 1	   3.8716904400e-05	
             22	             31	              0	             10	 1	   3.8310095946e-05	
             23	             31	              0	             10	 1	   3.6628933047e-05	
             24	             31	              0	             10	 1	   3.3910101964e-05	
             25	             31	              0	             10	 1	   3.0453496029e-05	
             26	             31	              0	             10	 1	   2.6575701044e-05	
             27	             31	              0	             10	 1	   2.2570687063e-05	
             28	             31	              0	             10	 1	   1.8682488371e-05	
             29	             31	              0	             10	 1	   1.5091162206e-05	
             30	             31	              0	             10	 1	   1.1910573903e-05	
             31	             31	              0	             10	 1	   9.1949404183e-06	
             32	             31	              0	             10	 1	   6.9505538946e-06	
             33	             31	              0	             10	 1	   5.1494301999e-06	
             34	             31	              0	             10	 1	   3.7424229409e-06	
             35	             31	              0	             10	 1	   2.6702822203e-06	
             36	             31	              0	             10	 1	   1.8719868683e-06	
             37	             31	              0	             10	 1	   1.2903167559e-06	
             38	             31	              0	             10	 1	   8.7502758982e-07	
             39	             31	              0	             10	 1	   5.8417335289e-07	
             40	             31	              0	             10	 1	   3.8414834108e-07	
             41	             31	              0	             10	 1	   2.4895277085e-07	
             42	             31	              0	             10	 1	   1.5907469239e-07	
             43	             31	              0	             10	 1	   1.0026267878e-07	
             44	             31	              0	             10	 1	   6.2359653289e-08	
             45	             31	              0	             10	 1	   3.8287526981e-08	
             46	             31	              0	             10	 1	   2.3216503866e-08	
             47	             31	              0	             10	 1	   1.3919806831e-08	
             48	             31	              0	             10	 1	   8.3034352924e-09	
             49	             31	              0	             10	 1	   5.1231217756e-09	
             50	             31	              0	             10	 1	   4.0195816064e-09	
              0	             32	              0	             10	 1	   0.0000000000e+00	
              1	             32	              0	             10	 1	   0.0000000000e+00	
              2	             32	              0	             10	 1	   0.0000000000e+00	
              3	             32	              0	             10	 1	   0.0000000000e+00	
              4	             32	              0	             10	 1	   0.0000000000e+00	
              5	             32	              0	             10	 1	   0.0000000000e+00	
              6	             32	              0	             10	 1	   0.0000000000e+00	
              7	             32	              0	             10	 1	   0.0000000000e+00	
              8	             32	              0	             10	 1	   2.0826770473e-08	
              9	             32	              0	             10	 1	   1.8843905469e-07	
             10	             32	              0	             10	 1	   5.8735416497e-07	
             11	             32	              0	             10	 1	   1.3321365752e-06	
             12	             32	              0	             10	 1	   2.5318875246e-06	
             13	             32	              0	             10	 1	   4.2631856574e-06	
             14	             32	              0	             10	 1	   6.5418283039e-06	
             15	             32	              0	             10	 1	   9.3024079802e-06	
             16	             32	              0	             10	 1	   1.2392985589e-05	
             17	             32	              0	             10	 1	   1.5588547180e-05	
             18	             32	              0	             10	 1	   1.8621556388e-05	
             19	             32	              0	             10	 1	   2.1222918996e-05	
             20	             32	              0	             10	 1	   2.3163844516e-05	
             21	             32	              0	             10	 1	   2.4289258765e-05	
             22	             32	              0	             10	 1	   2.4536249200e-05	
             23	             32	              0	             10	 1	   2.3935296270e-05	
             24	             32	              0	             10	 1	   2.2596269735e-05	
             25	             32	              0	             10	 1	   2.0684161939e-05	
             26	             32	              0	             10	 1	   1.8390735131e-05	
             27	             32	              0	             10	 1	   1.5907775222e-05	
             28	             32	              0	             10	 1	   1.3406014625e-05	
             29	             32	              0	             10	 1	   1.1021713575e-05	
             30	             32	              0	             10	 1	   8.8509813129e-06	
             31	             32	              0	             10	 1	   6.9505538946e-06	
             32	             32	              0	             10	 1	   5.3430473467e-06	
             33	             32	              0	             10	 1	   4.0245993681e-06	
             34	             32	              0	             10	 1	   2.9731175883e-06	
             35	             32	              0	             10	 1	   2.1558619579e-06	
             36	             32	              0	             10	 1	   1.5356310916e-06	
             37	             32	              0	             10	 1	   1.0752847576e-06	
             38	             32	              0	             10	 1	   7.4066503933e-07	
             39	             32	              0	             10	 1	   5.0217152104e-07	
             40	             32	              0	             10	 1	   3.3532393878e-07	
             41	             32	              0	             10	 1	   2.2064342729e-07	
             42	             32	              0	             10	 1	   1.4313485382e-07	
             43	             32	              0	             10	 1	   9.1585141935e-08	
             44	             32	              0	             10	 1	   5.7824515549e-08	
             45	             32	              0	             10	 1	   3.6039630380e-08	
             46	             32	              0	             10	 1	   2.2183929325e-08	
             47	             32	              0	             10	 1	   1.3502332314e-08	
             48	             32	              0	             10	 1	   8.1767448906e-09	
             49	             32	              0	             10	 1	   5.1203739839e-09	
             50	             32	              0	             10	 1	   4.0698045506e-09	
              0	             33	              0	             10	 1	   0.0000000000e+00	
              1	             33	              0	             10	 1	   0.0000000000e+00	
              2	             33	              0	             10	 1	   0.0000000000e+00	
              3	             33	              0	             10	 1	   0.0000000000e+00	
              4	             33	              0	             10	 1	   0.0000000000e+00	
              5	             33	              0	             10	 1	   0.0000000000e+00	
              6	             33	              0	             10	 1	   0.0000000000e+00	
              7	             33	              0	             10	 1	   0.0000000000e+00	
              8	             33	              0	             10	 1	   0.0000000000e+00	
              9	             33	              0	             10	 1	   4.3300923749e-08	
             10	             33	              0	             10	 1	   2.1072344896e-07	
             11	             33	              0	             10	 1	   5.6046238878e-07	
             12	             33	              0	             10	 1	   1.1637242506e-06	
             13	             33	              0	             10	 1	   2.0794442947e-06	
             14	             33	              0	             10	 1	   3.3369666207e-06	
             15	             33	              0	             10	 1	   4.9210112227e-06	
             16	             33	              0	             10	 1	   6.7638172157e-06	
             17	             33	              0	             10	 1	   8.7477826620e-06	
             18	             33	              0	             10	 1	   1.0719142921e-05	
             19	             33	              0	             10	 1	   1.2510081735e-05	
             20	             33	              0	             10	 1	   1.3964315692e-05	
             21	             33	              0	             10	 1	   1.4960403413e-05	
             22	             33	              0	             10	 1	   1.5427940613e-05	
             23	             33	              0	             10	 1	   1.5353941522e-05	
             24	             33	              0	             10	 1	   1.4779270505e-05	
             25	             33	              0	             10	 1	   1.3787178183e-05	
             26	             33	              0	             10	 1	   1.2487291461e-05	
             27	             33	              0	             10	 1	   1.0998662034e-05	
             28	             33	              0	             10	 1	   9.4348752527e-06	
             29	             33	              0	             10	 1	   7.8931254860e-06	
             30	             33	              0	             10	 1	   6.4479650080e-06	
             31	             33	              0	             10	 1	   5.1494302000e-06	
             32	             33	              0	             10	 1	   4.0245993681e-06	
             33	             33	              0	             10	 1	   3.0813641620e-06	
             34	             33	              0	             10	 1	   2.3132315235e-06	
             35	             33	              0	             10	 1	   1.7042026696e-06	
             36	             33	              0	             10	 1	   1.2330868317e-06	
             37	             33	              0	             10	 1	   8.7691282888e-07	
             38	             33	              0	             10	 1	   6.1334833814e-07	
             39	             33	              0	             10	 1	   4.2220439242e-07	
             40	             33	              0	             10	 1	   2.8619386521e-07	
             41	             33	              0	             10	 1	   1.9114316249e-07	
             42	             33	              0	             10	 1	   1.2584605393e-07	
             43	             33	              0	             10	 1	   8.1716173846e-08	
             44	             33	              0	             10	 1	   5.2354576885e-08	
             45	             33	              0	             10	 1	   3.3110261741e-08	
             46	             33	              0	             10	 1	   2.0679983292e-08	
             47	             33	              0	             10	 1	   1.2771715458e-08	
             48	             33	              0	             10	 1	   7.8477957708e-09	
             49	             33	              0	             10	 1	   4.9852727147e-09	
             50	             33	              0	             10	 1	   4.0116897013e-09	
              0	             34	              0	             10	 1	   0.0000000000e+00	
              1	             34	              0	             10	 1	   0.0000000000e+00	
              2	             34	              0	             10	 1	   0.0000000000e+00	
              3	             34	              0	             10	 1	   0.0000000000e+00	
              4	             34	              0	             10	 1	   0.0000000000e+00	
              5	             34	              0	             10	 1	   0.0000000000e+00	
              6	             34	              0	             10	 1	   0.0000000000e+00	
              7	             34	              0	             10	 1	   0.0000000000e+00	
              8	             34	              0	             10	 1	   0.0000000000e+00	
              9	             34	              0	             10	 1	   0.0000000000e+00	
             10	             34	              0	             10	 1	   6.1846796129e-08	
             11	             34	              0	             10	 1	   2.1658902120e-07	
             12	             34	              0	             10	 1	   5.0857952247e-07	
             13	             34	              0	             10	 1	   9.7877726226e-07	
             14	             34	              0	             10	 1	   1.6549987158e-06	
             15	             34	              0	             10	 1	   2.5418021691e-06	
             16	             34	              0	             10	 1	   3.6134836084e-06	
             17	             34	              0	             10	 1	   4.8125477995e-06	
             18	             34	              0	             10	 1	   6.0547904002e-06	
             19	             34	              0	             10	 1	   7.2403248248e-06	
             20	             34	              0	             10	 1	   8.2682370183e-06	
             21	             34	              0	             10	 1	   9.0516162255e-06	
             22	             34	              0	             10	 1	   9.5297526554e-06	
             23	             34	              0	             10	 1	   9.6752092439e-06	
             24	             34	              0	             10	 1	   9.4948849620e-06	
             25	             34	              0	             10	 1	   9.0256167631e-06	
             26	             34	              0	             10	 1	   8.3259245944e-06	
             27	             34	              0	             10	 1	   7.4659879964e-06	
             28	             34	              0	             10	 1	   6.5178597812e-06	
             29	             34	              0	             10	 1	   5.5474295027e-06	
             30	             34	              0	             10	 1	   4.6089683493e-06	
             31	             34	              0	             10	 1	   3.7424229410e-06	
             32	             34	              0	             10	 1	   2.9731175883e-06	
             33	             34	              0	             10	 1	   2.3132315235e-06	
             34	             34	              0	             10	 1	   1.7643301536e-06	
             35	             34	              0	             10	 1	   1.3202962298e-06	
             36	             34	              0	             10	 1	   9.7016200926e-07	
             37	             34	              0	             10	 1	   7.0052679944e-07	
             38	             34	              0	             10	 1	   4.9741242433e-07	
             39	             34	              0	             10	 1	   3.4753839750e-07	
             40	             34	              0	             10	 1	   2.3908190180e-07	
             41	             34	              0	             10	 1	   1.6202931191e-07	
             42	             34	              0	             10	 1	   1.0823596143e-07	
             43	             34	              0	             10	 1	   7.1300535862e-08	
             44	             34	              0	             10	 1	   4.6339906730e-08	
             45	             34	              0	             10	 1	   2.9726895326e-08	
             46	             34	              0	             10	 1	   1.8832265213e-08	
             47	             34	              0	             10	 1	   1.1796530129e-08	
             48	             34	              0	             10	 1	   7.3517814690e-09	
             49	             34	              0	             10	 1	   4.7354953171e-09	
             50	             34	              0	             10	 1	   3.8561390160e-09	
              0	             35	              0	             10	 1	   0.0000000000e+00	
              1	             35	              0	             10	 1	   0.0000000000e+00	
              2	             35	              0	             10	 1	   0.0000000000e+00	
              3	             35	              0	             10	 1	   0.0000000000e+00	
              4	             35	              0	             10	 1	   0.0000000000e+00	
              5	             35	              0	             10	 1	   0.0000000000e+00	
              6	             35	              0	             10	 1	   0.0000000000e+00	
              7	             35	              0	             10	 1	   0.0000000000e+00	
              8	             35	              0	             10	 1	   0.0000000000e+00	
              9	             35	              0	             10	 1	   0.0000000000e+00	
             10	             35	              0	             10	 1	   1.0381429518e-08	
             11	             35	              0	             10	 1	   7.3174555700e-08	
             12	             35	              0	             10	 1	   2.0794455838e-07	
             13	             35	              0	             10	 1	   4.4147248736e-07	
             14	             35	              0	             10	 1	   7.9531198368e-07	
             15	             35	              0	             10	 1	   1.2796310753e-06	
             16	             35	              0	             10	 1	   1.8879683446e-06	
             17	             35	              0	             10	 1	   2.5946632837e-06	
             18	             35	              0	             10	 1	   3.3559892827e-06	
             19	             35	              0	             10	 1	   4.1151086160e-06	
             20	             35	              0	             10	 1	   4.8099305976e-06	
             21	             35	              0	             10	 1	   5.3821846903e-06	
             22	             35	              0	             10	 1	   5.7857589512e-06	
             23	             35	              0	             10	 1	   5.9926432806e-06	
             24	             35	              0	             10	 1	   5.9955117728e-06	
             25	             35	              0	             10	 1	   5.8068268137e-06	
             26	             35	              0	             10	 1	   5.4550939782e-06	
             27	             35	              0	             10	 1	   4.9793654650e-06	
             28	             35	              0	             10	 1	   4.4232210260e-06	
             29	             35	              0	             10	 1	   3.8292945725e-06	
             30	             35	              0	             10	 1	   3.2350715525e-06	
             31	             35	              0	             10	 1	   2.6702822204e-06	
             32	             35	              0	             10	 1	   2.1558619579e-06	
             33	             35	              0	             10	 1	   1.7042026696e-06	
             34	             35	              0	             10	 1	   1.3202962298e-06	
             35	             35	              0	             10	 1	   1.0033562855e-06	
             36	             35	              0	             10	 1	   7.4856500990e-07	
             37	             35	              0	             10	 1	   5.4868956725e-07	
             38	             35	              0	             10	 1	   3.9541790164e-07	
             39	             35	              0	             10	 1	   2.8035419126e-07	
             40	             35	              0	             10	 1	   1.9568073658e-07	
             41	             35	              0	             10	 1	   1.3453349797e-07	
             42	             35	              0	             10	 1	   9.1156616672e-08	
             43	             35	              0	             10	 1	   6.0903130233e-08	
             44	             35	              0	             10	 1	   4.0141075256e-08	
             45	             35	              0	             10	 1	   2.6111629582e-08	
             46	             35	              0	             10	 1	   1.6772903748e-08	
             47	             35	              0	             10	 1	   1.0652689631e-08	
             48	             35	              0	             10	 1	   6.7309472691e-09	
             49	             35	              0	             10	 1	   4.3946033750e-09	
             50	             35	              0	             10	 1	   3.6196767951e-09	
              0	             36	              0	             10	 1	   0.0000000000e+00	
              1	             36	              0	             10	 1	   0.0000000000e+00	
              2	             36	              0	             10	 1	   0.0000000000e+00	
              3	             36	              0	             10	 1	   0.0000000000e+00	
              4	             36	              0	             10	 1	   0.0000000000e+00	
              5	             36	              0	             10	 1	   0.0000000000e+00	
              6	             36	              0	             10	 1	   0.0000000000e+00	
              7	             36	              0	             10	 1	   0.0000000000e+00	
              8	             36	              0	             10	 1	   0.0000000000e+00	
              9	             36	              0	             10	 1	   0.0000000000e+00	
             10	             36	              0	             10	 1	   0.0000000000e+00	
             11	             36	              0	             10	 1	   1.8864337423e-08	
             12	             36	              0	             10	 1	   7.7187828205e-08	
             13	             36	              0	             10	 1	   1.8868331100e-07	
             14	             36	              0	             10	 1	   3.6840385762e-07	
             15	             36	              0	             10	 1	   6.2624163472e-07	
             16	             36	              0	             10	 1	   9.6339768786e-07	
             17	             36	              0	             10	 1	   1.3700268876e-06	
             18	             36	              0	             10	 1	   1.8248277340e-06	
