              x	              y	              z	           time	in	         Cl_mol/kgw	
              0	              0	              0	             10	 1	   1.0622493094e-03	
              1	              0	              0	             10	 1	   2.2262714239e-03	
              2	              0	              0	             10	 1	   3.0890830082e-03	
              3	              0	              0	             10	 1	   3.6204808098e-03	
              4	              0	              0	             10	 1	   3.7704919290e-03	
              5	              0	              0	             10	 1	   3.5654564503e-03	
              6	              0	              0	             10	 1	   3.1043476525e-03	
              7	              0	              0	             10	 1	   2.5153653676e-03	
              8	              0	              0	             10	 1	   1.9130938926e-03	
              9	              0	              0	             10	 1	   1.3752335327e-03	
             10	              0	              0	             10	 1	   9.3947813822e-04	
             11	              0	              0	             10	 1	   6.1242794201e-04	
             12	              0	              0	             10	 1	   3.8205087359e-04	
             13	              0	              0	             10	 1	   2.2843750417e-04	
             14	              0	              0	             10	 1	   1.3093387264e-04	
             15	              0	              0	             10	 1	   7.1821364693e-05	
             16	              0	              0	             10	 1	   3.7545976309e-05	
             17	              0	              0	             10	 1	   1.8556458288e-05	
             18	              0	              0	             10	 1	   8.5442495080e-06	
             19	              0	              0	             10	 1	   3.5641488610e-06	
             20	              0	              0	             10	 1	   1.2675219937e-06	
             21	              0	              0	             10	 1	   3.2174369736e-07	
             22	              0	              0	             10	 1	   9.1380589259e-09	
             23	              0	              0	             10	 1	   0.0000000000e+00	
             24	              0	              0	             10	 1	   0.0000000000e+00	
             25	              0	              0	             10	 1	   0.0000000000e+00	
             26	              0	              0	             10	 1	   0.0000000000e+00	
             27	              0	              0	             10	 1	   0.0000000000e+00	
             28	              0	              0	             10	 1	   0.0000000000e+00	
             29	              0	              0	             10	 1	   0.0000000000e+00	
             30	              0	              0	             10	 1	   0.0000000000e+00	
             31	              0	              0	             10	 1	   0.0000000000e+00	
             32	              0	              0	             10	 1	   0.0000000000e+00	
             33	              0	              0	             10	 1	   0.0000000000e+00	
             34	              0	              0	             10	 1	   0.0000000000e+00	
             35	              0	              0	             10	 1	   0.0000000000e+00	
             36	              0	              0	             10	 1	   0.0000000000e+00	
             37	              0	              0	             10	 1	   0.0000000000e+00	
             38	              0	              0	             10	 1	   0.0000000000e+00	
             39	              0	              0	             10	 1	   0.0000000000e+00	
             40	              0	              0	             10	 1	   0.0000000000e+00	
             41	              0	              0	             10	 1	   0.0000000000e+00	
             42	              0	              0	             10	 1	   0.0000000000e+00	
             43	              0	              0	             10	 1	   0.0000000000e+00	
             44	              0	              0	             10	 1	   0.0000000000e+00	
             45	              0	              0	             10	 1	   0.0000000000e+00	
             46	              0	              0	             10	 1	   0.0000000000e+00	
             47	              0	              0	             10	 1	   0.0000000000e+00	
             48	              0	              0	             10	 1	   0.0000000000e+00	
             49	              0	              0	             10	 1	   0.0000000000e+00	
             50	              0	              0	             10	 1	   0.0000000000e+00	
              0	              1	              0	             10	 1	   2.2262714240e-03	
              1	              1	              0	             10	 1	   3.9837111828e-03	
              2	              1	              0	             10	 1	   5.7690473593e-03	
              3	              1	              0	             10	 1	   7.1216845134e-03	
              4	              1	              0	             10	 1	   7.7610982435e-03	
              5	              1	              0	             10	 1	   7.6269940660e-03	
              6	              1	              0	             10	 1	   6.8610218305e-03	
              7	              1	              0	             10	 1	   5.7165015276e-03	
              8	              1	              0	             10	 1	   4.4537829211e-03	
              9	              1	              0	             10	 1	   3.2701868188e-03	
             10	              1	              0	             10	 1	   2.2771144553e-03	
             11	              1	              0	             10	 1	   1.5111029527e-03	
             12	              1	              0	             10	 1	   9.5912996605e-04	
             13	              1	              0	             10	 1	   5.8368554462e-04	
             14	              1	              0	             10	 1	   3.4094670212e-04	
             15	              1	              0	             10	 1	   1.9109526376e-04	
             16	              1	              0	             10	 1	   1.0254280825e-04	
             17	              1	              0	             10	 1	   5.2426118601e-05	
             18	              1	              0	             10	 1	   2.5312049662e-05	
             19	              1	              0	             10	 1	   1.1360945260e-05	
             20	              1	              0	             10	 1	   4.6033541066e-06	
             21	              1	              0	             10	 1	   1.5817867671e-06	
             22	              1	              0	             10	 1	   3.8654171906e-07	
             23	              1	              0	             10	 1	   1.2350891071e-08	
             24	              1	              0	             10	 1	   0.0000000000e+00	
             25	              1	              0	             10	 1	   0.0000000000e+00	
             26	              1	              0	             10	 1	   0.0000000000e+00	
             27	              1	              0	             10	 1	   0.0000000000e+00	
             28	              1	              0	             10	 1	   0.0000000000e+00	
             29	              1	              0	             10	 1	   0.0000000000e+00	
             30	              1	              0	             10	 1	   0.0000000000e+00	
             31	              1	              0	             10	 1	   0.0000000000e+00	
             32	              1	              0	             10	 1	   0.0000000000e+00	
             33	              1	              0	             10	 1	   0.0000000000e+00	
             34	              1	              0	             10	 1	   0.0000000000e+00	
             35	              1	              0	             10	 1	   0.0000000000e+00	
             36	              1	              0	             10	 1	   0.0000000000e+00	
             37	              1	              0	             10	 1	   0.0000000000e+00	
             38	              1	              0	             10	 1	   0.0000000000e+00	
             39	              1	              0	             10	 1	   0.0000000000e+00	
             40	              1	              0	             10	 1	   0.0000000000e+00	
             41	              1	              0	             10	 1	   0.0000000000e+00	
             42	              1	              0	             10	 1	   0.0000000000e+00	
             43	              1	              0	             10	 1	   0.0000000000e+00	
             44	              1	              0	             10	 1	   0.0000000000e+00	
             45	              1	              0	             10	 1	   0.0000000000e+00	
             46	              1	              0	             10	 1	   0.0000000000e+00	
             47	              1	              0	             10	 1	   0.0000000000e+00	
             48	              1	              0	             10	 1	   0.0000000000e+00	
             49	              1	              0	             10	 1	   0.0000000000e+00	
             50	              1	              0	             10	 1	   0.0000000000e+00	
              0	              2	              0	             10	 1	   3.0890830084e-03	
              1	              2	              0	             10	 1	   5.7690473594e-03	
              2	              2	              0	             10	 1	   8.7192221109e-03	
              3	              2	              0	             10	 1	   1.1295894500e-02	
              4	              2	              0	             10	 1	   1.2908833786e-02	
              5	              2	              0	             10	 1	   1.3261466815e-02	
              6	              2	              0	             10	 1	   1.2424530491e-02	
              7	              2	              0	             10	 1	   1.0741361733e-02	
              8	              2	              0	             10	 1	   8.6538378242e-03	
              9	              2	              0	             10	 1	   6.5510340446e-03	
             10	              2	              0	             10	 1	   4.6916062418e-03	
             11	              2	              0	             10	 1	   3.1962199003e-03	
             12	              2	              0	             10	 1	   2.0803018836e-03	
             13	              2	              0	             10	 1	   1.2976832041e-03	
             14	              2	              0	             10	 1	   7.7741392291e-04	
             15	              2	              0	             10	 1	   4.4765557021e-04	
             16	              2	              0	             10	 1	   2.4762867802e-04	
             17	              2	              0	             10	 1	   1.3128054228e-04	
             18	              2	              0	             10	 1	   6.6379827653e-05	
             19	              2	              0	             10	 1	   3.1736762205e-05	
             20	              2	              0	             10	 1	   1.4133846441e-05	
             21	              2	              0	             10	 1	   5.7037220410e-06	
             22	              2	              0	             10	 1	   1.9691579917e-06	
             23	              2	              0	             10	 1	   4.9891806542e-07	
             24	              2	              0	             10	 1	   3.5672376466e-08	
             25	              2	              0	             10	 1	   0.0000000000e+00	
             26	              2	              0	             10	 1	   0.0000000000e+00	
             27	              2	              0	             10	 1	   0.0000000000e+00	
             28	              2	              0	             10	 1	   0.0000000000e+00	
             29	              2	              0	             10	 1	   0.0000000000e+00	
             30	              2	              0	             10	 1	   0.0000000000e+00	
             31	              2	              0	             10	 1	   0.0000000000e+00	
             32	              2	              0	             10	 1	   0.0000000000e+00	
             33	              2	              0	             10	 1	   0.0000000000e+00	
             34	              2	              0	             10	 1	   0.0000000000e+00	
             35	              2	              0	             10	 1	   0.0000000000e+00	
             36	              2	              0	             10	 1	   0.0000000000e+00	
             37	              2	              0	             10	 1	   0.0000000000e+00	
             38	              2	              0	             10	 1	   0.0000000000e+00	
             39	              2	              0	             10	 1	   0.0000000000e+00	
             40	              2	              0	             10	 1	   0.0000000000e+00	
             41	              2	              0	             10	 1	   0.0000000000e+00	
             42	              2	              0	             10	 1	   0.0000000000e+00	
             43	              2	              0	             10	 1	   0.0000000000e+00	
             44	              2	              0	             10	 1	   0.0000000000e+00	
             45	              2	              0	             10	 1	   0.0000000000e+00	
             46	              2	              0	             10	 1	   0.0000000000e+00	
             47	              2	              0	             10	 1	   0.0000000000e+00	
             48	              2	              0	             10	 1	   0.0000000000e+00	
             49	              2	              0	             10	 1	   0.0000000000e+00	
             50	              2	              0	             10	 1	   0.0000000000e+00	
              0	              3	              0	             10	 1	   3.6204808102e-03	
              1	              3	              0	             10	 1	   7.1216845138e-03	
              2	              3	              0	             10	 1	   1.1295894500e-02	
              3	              3	              0	             10	 1	   1.5359618634e-02	
              4	              3	              0	             10	 1	   1.8411743984e-02	
              5	              3	              0	             10	 1	   1.9805554042e-02	
              6	              3	              0	             10	 1	   1.9382100059e-02	
              7	              3	              0	             10	 1	   1.7454565051e-02	
              8	              3	              0	             10	 1	   1.4607446434e-02	
              9	              3	              0	             10	 1	   1.1456330343e-02	
             10	              3	              0	             10	 1	   8.4802744575e-03	
             11	              3	              0	             10	 1	   5.9598542920e-03	
             12	              3	              0	             10	 1	   3.9958613111e-03	
             13	              3	              0	             10	 1	   2.5655003184e-03	
             14	              3	              0	             10	 1	   1.5817057433e-03	
             15	              3	              0	             10	 1	   9.3807817862e-04	
             16	              3	              0	             10	 1	   5.3555779077e-04	
             17	              3	              0	             10	 1	   2.9414779309e-04	
             18	              3	              0	             10	 1	   1.5507681078e-04	
             19	              3	              0	             10	 1	   7.8128133512e-05	
             20	              3	              0	             10	 1	   3.7320383458e-05	
             21	              3	              0	             10	 1	   1.6677220220e-05	
             22	              3	              0	             10	 1	   6.8053154816e-06	
             23	              3	              0	             10	 1	   2.4175243114e-06	
             24	              3	              0	             10	 1	   6.6712579479e-07	
             25	              3	              0	             10	 1	   8.6974630392e-08	
             26	              3	              0	             10	 1	   0.0000000000e+00	
             27	              3	              0	             10	 1	   0.0000000000e+00	
             28	              3	              0	             10	 1	   0.0000000000e+00	
             29	              3	              0	             10	 1	   0.0000000000e+00	
             30	              3	              0	             10	 1	   0.0000000000e+00	
             31	              3	              0	             10	 1	   0.0000000000e+00	
             32	              3	              0	             10	 1	   0.0000000000e+00	
             33	              3	              0	             10	 1	   0.0000000000e+00	
             34	              3	              0	             10	 1	   0.0000000000e+00	
             35	              3	              0	             10	 1	   0.0000000000e+00	
             36	              3	              0	             10	 1	   0.0000000000e+00	
             37	              3	              0	             10	 1	   0.0000000000e+00	
             38	              3	              0	             10	 1	   0.0000000000e+00	
             39	              3	              0	             10	 1	   0.0000000000e+00	
             40	              3	              0	             10	 1	   0.0000000000e+00	
             41	              3	              0	             10	 1	   0.0000000000e+00	
             42	              3	              0	             10	 1	   0.0000000000e+00	
             43	              3	              0	             10	 1	   0.0000000000e+00	
             44	              3	              0	             10	 1	   0.0000000000e+00	
             45	              3	              0	             10	 1	   0.0000000000e+00	
             46	              3	              0	             10	 1	   0.0000000000e+00	
             47	              3	              0	             10	 1	   0.0000000000e+00	
             48	              3	              0	             10	 1	   0.0000000000e+00	
             49	              3	              0	             10	 1	   0.0000000000e+00	
             50	              3	              0	             10	 1	   0.0000000000e+00	
              0	              4	              0	             10	 1	   3.7704919302e-03	
              1	              4	              0	             10	 1	   7.7610982446e-03	
              2	              4	              0	             10	 1	   1.2908833787e-02	
              3	              4	              0	             10	 1	   1.8411743985e-02	
              4	              4	              0	             10	 1	   2.3142155906e-02	
              5	              4	              0	             10	 1	   2.6075578597e-02	
              6	              4	              0	             10	 1	   2.6685403842e-02	
              7	              4	              0	             10	 1	   2.5079898759e-02	
              8	              4	              0	             10	 1	   2.1855938260e-02	
              9	              4	              0	             10	 1	   1.7809249493e-02	
             10	              4	              0	             10	 1	   1.3667676704e-02	
             11	              4	              0	             10	 1	   9.9400360571e-03	
             12	              4	              0	             10	 1	   6.8858705660e-03	
             13	              4	              0	             10	 1	   4.5628062979e-03	
             14	              4	              0	             10	 1	   2.9016530869e-03	
             15	              4	              0	             10	 1	   1.7752541697e-03	
             16	              4	              0	             10	 1	   1.0465341931e-03	
             17	              4	              0	             10	 1	   5.9481294000e-04	
             18	              4	              0	             10	 1	   3.2576560941e-04	
             19	              4	              0	             10	 1	   1.7158144257e-04	
             20	              4	              0	             10	 1	   8.6571181122e-05	
             21	              4	              0	             10	 1	   4.1558881557e-05	
             22	              4	              0	             10	 1	   1.8765585797e-05	
             23	              4	              0	             10	 1	   7.8131322492e-06	
             24	              4	              0	             10	 1	   2.8896409186e-06	
             25	              4	              0	             10	 1	   8.7376703978e-07	
             26	              4	              0	             10	 1	   1.6202506371e-07	
             27	              4	              0	             10	 1	   0.0000000000e+00	
             28	              4	              0	             10	 1	   0.0000000000e+00	
             29	              4	              0	             10	 1	   0.0000000000e+00	
             30	              4	              0	             10	 1	   0.0000000000e+00	
             31	              4	              0	             10	 1	   0.0000000000e+00	
             32	              4	              0	             10	 1	   0.0000000000e+00	
             33	              4	              0	             10	 1	   0.0000000000e+00	
             34	              4	              0	             10	 1	   0.0000000000e+00	
             35	              4	              0	             10	 1	   0.0000000000e+00	
             36	              4	              0	             10	 1	   0.0000000000e+00	
             37	              4	              0	             10	 1	   0.0000000000e+00	
             38	              4	              0	             10	 1	   0.0000000000e+00	
             39	              4	              0	             10	 1	   0.0000000000e+00	
             40	              4	              0	             10	 1	   0.0000000000e+00	
             41	              4	              0	             10	 1	   0.0000000000e+00	
             42	              4	              0	             10	 1	   0.0000000000e+00	
             43	              4	              0	             10	 1	   0.0000000000e+00	
             44	              4	              0	             10	 1	   0.0000000000e+00	
             45	              4	              0	             10	 1	   0.0000000000e+00	
             46	              4	              0	             10	 1	   0.0000000000e+00	
             47	              4	              0	             10	 1	   0.0000000000e+00	
             48	              4	              0	             10	 1	   0.0000000000e+00	
             49	              4	              0	             10	 1	   0.0000000000e+00	
             50	              4	              0	             10	 1	   0.0000000000e+00	
              0	              5	              0	             10	 1	   3.5654564540e-03	
              1	              5	              0	             10	 1	   7.6269940687e-03	
              2	              5	              0	             10	 1	   1.3261466816e-02	
              3	              5	              0	             10	 1	   1.9805554044e-02	
              4	              5	              0	             10	 1	   2.6075578598e-02	
              5	              5	              0	             10	 1	   3.0762318242e-02	
              6	              5	              0	             10	 1	   3.2928481081e-02	
              7	              5	              0	             10	 1	   3.2322323020e-02	
              8	              5	              0	             10	 1	   2.9367688293e-02	
              9	              5	              0	             10	 1	   2.4903404732e-02	
             10	              5	              0	             10	 1	   1.9852338615e-02	
             11	              5	              0	             10	 1	   1.4970955520e-02	
             12	              5	              0	             10	 1	   1.0737324556e-02	
             13	              5	              0	             10	 1	   7.3570446779e-03	
             14	              5	              0	             10	 1	   4.8336436427e-03	
             15	              5	              0	             10	 1	   3.0540808421e-03	
             16	              5	              0	             10	 1	   1.8597958494e-03	
             17	              5	              0	             10	 1	   1.0930424773e-03	
             18	              5	              0	             10	 1	   6.2035053118e-04	
             19	              5	              0	             10	 1	   3.3984369084e-04	
             20	              5	              0	             10	 1	   1.7940840905e-04	
             21	              5	              0	             10	 1	   9.0968742914e-05	
             22	              5	              0	             10	 1	   4.4051221728e-05	
             23	              5	              0	             10	 1	   2.0181224815e-05	
             24	              5	              0	             10	 1	   8.6088419732e-06	
             25	              5	              0	             10	 1	   3.3218148465e-06	
             26	              5	              0	             10	 1	   1.0901823404e-06	
             27	              5	              0	             10	 1	   2.5240184444e-07	
             28	              5	              0	             10	 1	   2.8802373654e-09	
             29	              5	              0	             10	 1	   0.0000000000e+00	
             30	              5	              0	             10	 1	   0.0000000000e+00	
             31	              5	              0	             10	 1	   0.0000000000e+00	
             32	              5	              0	             10	 1	   0.0000000000e+00	
             33	              5	              0	             10	 1	   0.0000000000e+00	
             34	              5	              0	             10	 1	   0.0000000000e+00	
             35	              5	              0	             10	 1	   0.0000000000e+00	
             36	              5	              0	             10	 1	   0.0000000000e+00	
             37	              5	              0	             10	 1	   0.0000000000e+00	
             38	              5	              0	             10	 1	   0.0000000000e+00	
             39	              5	              0	             10	 1	   0.0000000000e+00	
             40	              5	              0	             10	 1	   0.0000000000e+00	
             41	              5	              0	             10	 1	   0.0000000000e+00	
             42	              5	              0	             10	 1	   0.0000000000e+00	
             43	              5	              0	             10	 1	   0.0000000000e+00	
             44	              5	              0	             10	 1	   0.0000000000e+00	
             45	              5	              0	             10	 1	   0.0000000000e+00	
             46	              5	              0	             10	 1	   0.0000000000e+00	
             47	              5	              0	             10	 1	   0.0000000000e+00	
             48	              5	              0	             10	 1	   0.0000000000e+00	
             49	              5	              0	             10	 1	   0.0000000000e+00	
             50	              5	              0	             10	 1	   0.0000000000e+00	
              0	              6	              0	             10	 1	   3.1043476544e-03	
              1	              6	              0	             10	 1	   6.8610218328e-03	
              2	              6	              0	             10	 1	   1.2424530493e-02	
              3	              6	              0	             10	 1	   1.9382100061e-02	
              4	              6	              0	             10	 1	   2.6685403844e-02	
              5	              6	              0	             10	 1	   3.2928481082e-02	
              6	              6	              0	             10	 1	   3.6849546929e-02	
              7	              6	              0	             10	 1	   3.7778861895e-02	
              8	              6	              0	             10	 1	   3.5803842048e-02	
              9	              6	              0	             10	 1	   3.1620659274e-02	
             10	              6	              0	             10	 1	   2.6210767497e-02	
             11	              6	              0	             10	 1	   2.0520465991e-02	
             12	              6	              0	             10	 1	   1.5256876314e-02	
             13	              6	              0	             10	 1	   1.0823030908e-02	
             14	              6	              0	             10	 1	   7.3545106780e-03	
             15	              6	              0	             10	 1	   4.8028414377e-03	
             16	              6	              0	             10	 1	   3.0221361236e-03	
             17	              6	              0	             10	 1	   1.8359049779e-03	
             18	              6	              0	             10	 1	   1.0781132408e-03	
             19	              6	              0	             10	 1	   6.1234584989e-04	
             20	              6	              0	             10	 1	   3.3629512906e-04	
             21	              6	              0	             10	 1	   1.7834326477e-04	
             22	              6	              0	             10	 1	   9.1081707412e-05	
             23	              6	              0	             10	 1	   4.4589300573e-05	
             24	              6	              0	             10	 1	   2.0766343784e-05	
             25	              6	              0	             10	 1	   9.0857359016e-06	
             26	              6	              0	             10	 1	   3.6527955934e-06	
             27	              6	              0	             10	 1	   1.2917354835e-06	
             28	              6	              0	             10	 1	   3.6205856255e-07	
             29	              6	              0	             10	 1	   5.1278903801e-08	
             30	              6	              0	             10	 1	   0.0000000000e+00	
             31	              6	              0	             10	 1	   0.0000000000e+00	
             32	              6	              0	             10	 1	   0.0000000000e+00	
             33	              6	              0	             10	 1	   0.0000000000e+00	
             34	              6	              0	             10	 1	   0.0000000000e+00	
             35	              6	              0	             10	 1	   0.0000000000e+00	
             36	              6	              0	             10	 1	   0.0000000000e+00	
             37	              6	              0	             10	 1	   0.0000000000e+00	
             38	              6	              0	             10	 1	   0.0000000000e+00	
             39	              6	              0	             10	 1	   0.0000000000e+00	
             40	              6	              0	             10	 1	   0.0000000000e+00	
             41	              6	              0	             10	 1	   0.0000000000e+00	
             42	              6	              0	             10	 1	   0.0000000000e+00	
             43	              6	              0	             10	 1	   0.0000000000e+00	
             44	              6	              0	             10	 1	   0.0000000000e+00	
             45	              6	              0	             10	 1	   0.0000000000e+00	
             46	              6	              0	             10	 1	   0.0000000000e+00	
             47	              6	              0	             10	 1	   0.0000000000e+00	
             48	              6	              0	             10	 1	   0.0000000000e+00	
             49	              6	              0	             10	 1	   0.0000000000e+00	
             50	              6	              0	             10	 1	   0.0000000000e+00	
              0	              7	              0	             10	 1	   2.5153653931e-03	
              1	              7	              0	             10	 1	   5.7165015304e-03	
              2	              7	              0	             10	 1	   1.0741361735e-02	
              3	              7	              0	             10	 1	   1.7454565055e-02	
              4	              7	              0	             10	 1	   2.5079898763e-02	
              5	              7	              0	             10	 1	   3.2322323023e-02	
              6	              7	              0	             10	 1	   3.7778861897e-02	
              7	              7	              0	             10	 1	   4.0431173031e-02	
              8	              7	              0	             10	 1	   3.9961209930e-02	
              9	              7	              0	             10	 1	   3.6761869814e-02	
             10	              7	              0	             10	 1	   3.1698387280e-02	
             11	              7	              0	             10	 1	   2.5779165754e-02	
             12	              7	              0	             10	 1	   1.9882983056e-02	
             13	              7	              0	             10	 1	   1.4613576522e-02	
             14	              7	              0	             10	 1	   1.0277451827e-02	
             15	              7	              0	             10	 1	   6.9404579856e-03	
             16	              7	              0	             10	 1	   4.5136458902e-03	
             17	              7	              0	             10	 1	   2.8334754159e-03	
             18	              7	              0	             10	 1	   1.7200276194e-03	
             19	              7	              0	             10	 1	   1.0108685954e-03	
             20	              7	              0	             10	 1	   5.7549762642e-04	
             21	              7	              0	             10	 1	   3.1733317768e-04	
             22	              7	              0	             10	 1	   1.6930293777e-04	
             23	              7	              0	             10	 1	   8.7207630040e-05	
             24	              7	              0	             10	 1	   4.3208932733e-05	
             25	              7	              0	             10	 1	   2.0469382954e-05	
             26	              7	              0	             10	 1	   9.1812312428e-06	
             27	              7	              0	             10	 1	   3.8350319463e-06	
             28	              7	              0	             10	 1	   1.4471380726e-06	
             29	              7	              0	             10	 1	   4.6181265122e-07	
             30	              7	              0	             10	 1	   1.0014436704e-07	
             31	              7	              0	             10	 1	   0.0000000000e+00	
             32	              7	              0	             10	 1	   0.0000000000e+00	
             33	              7	              0	             10	 1	   0.0000000000e+00	
             34	              7	              0	             10	 1	   0.0000000000e+00	
             35	              7	              0	             10	 1	   0.0000000000e+00	
             36	              7	              0	             10	 1	   0.0000000000e+00	
             37	              7	              0	             10	 1	   0.0000000000e+00	
             38	              7	              0	             10	 1	   0.0000000000e+00	
             39	              7	              0	             10	 1	   0.0000000000e+00	
             40	              7	              0	             10	 1	   0.0000000000e+00	
             41	              7	              0	             10	 1	   0.0000000000e+00	
             42	              7	              0	             10	 1	   0.0000000000e+00	
             43	              7	              0	             10	 1	   0.0000000000e+00	
             44	              7	              0	             10	 1	   0.0000000000e+00	
             45	              7	              0	             10	 1	   0.0000000000e+00	
             46	              7	              0	             10	 1	   0.0000000000e+00	
             47	              7	              0	             10	 1	   0.0000000000e+00	
             48	              7	              0	             10	 1	   0.0000000000e+00	
             49	              7	              0	             10	 1	   0.0000000000e+00	
             50	              7	              0	             10	 1	   0.0000000000e+00	
              0	              8	              0	             10	 1	   1.9130938948e-03	
              1	              8	              0	             10	 1	   4.4537829276e-03	
              2	              8	              0	             10	 1	   8.6538378280e-03	
              3	              8	              0	             10	 1	   1.4607446437e-02	
              4	              8	              0	             10	 1	   2.1855938265e-02	
              5	              8	              0	             10	 1	   2.9367688301e-02	
              6	              8	              0	             10	 1	   3.5803842054e-02	
              7	              8	              0	             10	 1	   3.9961209933e-02	
              8	              8	              0	             10	 1	   4.1165923968e-02	
              9	              8	              0	             10	 1	   3.9434392657e-02	
             10	              8	              0	             10	 1	   3.5367978373e-02	
             11	              8	              0	             10	 1	   2.9882175485e-02	
             12	              8	              0	             10	 1	   2.3914546337e-02	
             13	              8	              0	             10	 1	   1.8216391046e-02	
             14	              8	              0	             10	 1	   1.3263259036e-02	
             15	              8	              0	             10	 1	   9.2643331101e-03	
             16	              8	              0	             10	 1	   6.2274214400e-03	
             17	              8	              0	             10	 1	   4.0389178655e-03	
             18	              8	              0	             10	 1	   2.5328137234e-03	
             19	              8	              0	             10	 1	   1.5382608973e-03	
             20	              8	              0	             10	 1	   9.0580465246e-04	
             21	              8	              0	             10	 1	   5.1745406006e-04	
             22	              8	              0	             10	 1	   2.8676837410e-04	
             23	              8	              0	             10	 1	   1.5405828924e-04	
             24	              8	              0	             10	 1	   8.0094634007e-05	
             25	              8	              0	             10	 1	   4.0180430194e-05	
             26	              8	              0	             10	 1	   1.9358176362e-05	
             27	              8	              0	             10	 1	   8.8894952534e-06	
             28	              8	              0	             10	 1	   3.8431409723e-06	
             29	              8	              0	             10	 1	   1.5306673229e-06	
             30	              8	              0	             10	 1	   5.3785516142e-07	
             31	              8	              0	             10	 1	   1.5019969883e-07	
             32	              8	              0	             10	 1	   2.0826770473e-08	
             33	              8	              0	             10	 1	   0.0000000000e+00	
             34	              8	              0	             10	 1	   0.0000000000e+00	
             35	              8	              0	             10	 1	   0.0000000000e+00	
             36	              8	              0	             10	 1	   0.0000000000e+00	
             37	              8	              0	             10	 1	   0.0000000000e+00	
             38	              8	              0	             10	 1	   0.0000000000e+00	
             39	              8	              0	             10	 1	   0.0000000000e+00	
             40	              8	              0	             10	 1	   0.0000000000e+00	
             41	              8	              0	             10	 1	   0.0000000000e+00	
             42	              8	              0	             10	 1	   0.0000000000e+00	
             43	              8	              0	             10	 1	   0.0000000000e+00	
             44	              8	              0	             10	 1	   0.0000000000e+00	
             45	              8	              0	             10	 1	   0.0000000000e+00	
             46	              8	              0	             10	 1	   0.0000000000e+00	
             47	              8	              0	             10	 1	   0.0000000000e+00	
             48	              8	              0	             10	 1	   0.0000000000e+00	
             49	              8	              0	             10	 1	   0.0000000000e+00	
             50	              8	              0	             10	 1	   0.0000000000e+00	
              0	              9	              0	             10	 1	   1.3752335349e-03	
              1	              9	              0	             10	 1	   3.2701868317e-03	
              2	              9	              0	             10	 1	   6.5510340478e-03	
              3	              9	              0	             10	 1	   1.1456330346e-02	
              4	              9	              0	             10	 1	   1.7809249500e-02	
              5	              9	              0	             10	 1	   2.4903404760e-02	
              6	              9	              0	             10	 1	   3.1620659287e-02	
              7	              9	              0	             10	 1	   3.6761869822e-02	
              8	              9	              0	             10	 1	   3.9434392661e-02	
              9	              9	              0	             10	 1	   3.9310067786e-02	
             10	              9	              0	             10	 1	   3.6655879973e-02	
             11	              9	              0	             10	 1	   3.2166540070e-02	
             12	              9	              0	             10	 1	   2.6707948434e-02	
             13	              9	              0	             10	 1	   2.1084113440e-02	
             14	              9	              0	             10	 1	   1.5893148600e-02	
             15	              9	              0	             10	 1	   1.1482496183e-02	
             16	              9	              0	             10	 1	   7.9772104375e-03	
             17	              9	              0	             10	 1	   5.3440220031e-03	
             18	              9	              0	             10	 1	   3.4602687141e-03	
             19	              9	              0	             10	 1	   2.1697632105e-03	
             20	              9	              0	             10	 1	   1.3195585269e-03	
             21	              9	              0	             10	 1	   7.7915418589e-04	
             22	              9	              0	             10	 1	   4.4695122138e-04	
             23	              9	              0	             10	 1	   2.4910200196e-04	
             24	              9	              0	             10	 1	   1.3481803129e-04	
             25	              9	              0	             10	 1	   7.0764611184e-05	
             26	              9	              0	             10	 1	   3.5941073750e-05	
             27	              9	              0	             10	 1	   1.7598369616e-05	
             28	              9	              0	             10	 1	   8.2592763857e-06	
             29	              9	              0	             10	 1	   3.6811262064e-06	
             30	              9	              0	             10	 1	   1.5340309896e-06	
             31	              9	              0	             10	 1	   5.8108474440e-07	
             32	              9	              0	             10	 1	   1.8843905466e-07	
             33	              9	              0	             10	 1	   4.3300923747e-08	
             34	              9	              0	             10	 1	   0.0000000000e+00	
             35	              9	              0	             10	 1	   0.0000000000e+00	
             36	              9	              0	             10	 1	   0.0000000000e+00	
             37	              9	              0	             10	 1	   0.0000000000e+00	
             38	              9	              0	             10	 1	   0.0000000000e+00	
             39	              9	              0	             10	 1	   0.0000000000e+00	
             40	              9	              0	             10	 1	   0.0000000000e+00	
             41	              9	              0	             10	 1	   0.0000000000e+00	
             42	              9	              0	             10	 1	   0.0000000000e+00	
             43	              9	              0	             10	 1	   0.0000000000e+00	
             44	              9	              0	             10	 1	   0.0000000000e+00	
             45	              9	              0	             10	 1	   0.0000000000e+00	
             46	              9	              0	             10	 1	   0.0000000000e+00	
             47	              9	              0	             10	 1	   0.0000000000e+00	
             48	              9	              0	             10	 1	   0.0000000000e+00	
             49	              9	              0	             10	 1	   0.0000000000e+00	
             50	              9	              0	             10	 1	   0.0000000000e+00	
              0	             10	              0	             10	 1	   9.3947813874e-04	
