              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	
              0	              0	              0	         500000	 1	  8.7814773378e+000	  1.1730776103e+000	  4.8048531503e-001	  2.7763363521e+002	  1.1897486229e+001	  5.9615560344e+002	  2.2579953422e+001	  1.1082289188e+002	
           3000	              0	              0	         500000	 1	  8.8543386785e+000	  1.0595222733e+000	  4.3022703580e-001	  2.5232088057e+002	  7.9719905921e+000	  5.6567376721e+002	  2.2572769390e+001	  1.4966769228e+002	
           6000	              0	              0	         500000	 1	  8.9032021729e+000	  9.9700316160e-001	  4.0260196067e-001	  2.3206889838e+002	  5.7472891804e+000	  5.4057123622e+002	  2.2568698084e+001	  1.8293937932e+002	
           9000	              0	              0	         500000	 1	  8.9057115063e+000	  1.0033480330e+000	  4.0552971133e-001	  2.2310363517e+002	  5.1323942928e+000	  5.2922959219e+002	  2.2567572494e+001	  1.8459440051e+002	
          12000	              0	              0	         500000	 1	  8.8826081352e+000	  1.0517527890e+000	  4.2718125091e-001	  2.1675516959e+002	  4.8909746835e+000	  5.2114707918e+002	  2.2567129912e+001	  1.6743806231e+002	
          15000	              0	              0	         500000	 1	  8.8415195017e+000	  1.1361169934e+000	  4.6485231822e-001	  2.1218856635e+002	  4.8025100838e+000	  5.1539053235e+002	  2.2566966805e+001	  1.4087134682e+002	
          18000	              0	              0	         500000	 1	  8.7784451341e+000	  1.2788887968e+000	  5.2857518067e-001	  2.0795682311e+002	  4.7655268495e+000	  5.1018791071e+002	  2.2566897206e+001	  1.0800237512e+002	
          21000	              0	              0	         500000	 1	  8.6884569805e+000	  1.5204931254e+000	  6.3639358223e-001	  2.0366325002e+002	  4.7500686786e+000	  5.0514578658e+002	  2.2566865894e+001	  7.3812967060e+001	
          24000	              0	              0	         500000	 1	  8.5726723679e+000	  1.9150609990e+000	  8.1246670149e-001	  1.9930304233e+002	  4.7439483097e+000	  5.0041129126e+002	  2.2566850095e+001	  4.5121726815e+001	
          27000	              0	              0	         500000	 1	  8.4374443992e+000	  2.5338009749e+000	  1.0885774409e+000	  1.9483377397e+002	  4.7415721900e+000	  4.9612110085e+002	  2.2566838964e+001	  2.5331099410e+001	
          30000	              0	              0	         500000	 1	  8.3522925221e+000	  3.0378245456e+000	  1.3135022507e+000	  1.9205607733e+002	  4.7406603771e+000	  4.9376981336e+002	  2.2566831988e+001	  1.7593581295e+001	
          33000	              0	              0	         500000	 1	  8.3377982117e+000	  3.1342795260e+000	  1.3565471772e+000	  1.9156324938e+002	  4.7403197277e+000	  4.9337136596e+002	  2.2566830366e+001	  1.6531457256e+001	
          36000	              0	              0	         500000	 1	  8.3388103330e+000	  3.1274803162e+000	  1.3535132343e+000	  1.9158911789e+002	  4.7401961196e+000	  4.9338781675e+002	  2.2566830210e+001	  1.6601289080e+001	
          39000	              0	              0	         500000	 1	  8.3454184224e+000	  3.0832460219e+000	  1.3337731522e+000	  1.9180486166e+002	  4.7401741861e+000	  4.9355708393e+002	  2.2566830629e+001	  1.7076783854e+001	
          42000	              0	              0	         500000	 1	  8.3556976842e+000	  3.0157942065e+000	  1.3036719847e+000	  1.9214062046e+002	  4.7401680424e+000	  4.9382415790e+002	  2.2566831319e+001	  1.7844136434e+001	
          45000	              0	              0	         500000	 1	  8.3767696939e+000	  2.8825618388e+000	  1.2442157484e+000	  1.9282374690e+002	  4.7401652678e+000	  4.9437810745e+002	  2.2566832705e+001	  1.9526747733e+001	
          48000	              0	              0	         500000	 1	  8.3846845773e+000	  2.8342179181e+000	  1.2226419292e+000	  1.9307791501e+002	  4.7401571387e+000	  4.9458746167e+002	  2.2566833197e+001	  2.0198813997e+001	
          51000	              0	              0	         500000	 1	  8.3736372250e+000	  2.9019533647e+000	  1.2528694191e+000	  1.9272157747e+002	  4.7401534983e+000	  4.9429385546e+002	  2.2566832480e+001	  1.9266781941e+001	
          54000	              0	              0	         500000	 1	  8.3613070888e+000	  2.9796800930e+000	  1.2875557196e+000	  1.9232192088e+002	  4.7401524190e+000	  4.9396919483e+002	  2.2566831666e+001	  1.8277121943e+001	
          57000	              0	              0	         500000	 1	  8.3515037855e+000	  3.0431231923e+000	  1.3158679144e+000	  1.9200232507e+002	  4.7401519824e+000	  4.9371297078e+002	  2.2566831005e+001	  1.7526586719e+001	
          60000	              0	              0	         500000	 1	  8.3441553146e+000	  3.0916584621e+000	  1.3375273846e+000	  1.9176156097e+002	  4.7401517375e+000	  4.9352190482e+002	  2.2566830501e+001	  1.6984221328e+001	
          63000	              0	              0	         500000	 1	  8.3387583920e+000	  3.1278482973e+000	  1.3536775853e+000	  1.9158402985e+002	  4.7401515697e+000	  4.9338208034e+002	  2.2566830125e+001	  1.6596573744e+001	
          66000	              0	              0	         500000	 1	  8.3348609658e+000	  3.1542735742e+000	  1.3654702396e+000	  1.9145542769e+002	  4.7401514431e+000	  4.9328134640e+002	  2.2566829852e+001	  1.6322108633e+001	
          69000	              0	              0	         500000	 1	  8.3321722756e+000	  3.1726468666e+000	  1.3736695914e+000	  1.9136650035e+002	  4.7401513438e+000	  4.9321195504e+002	  2.2566829662e+001	  1.6135377391e+001	
          72000	              0	              0	         500000	 1	  8.3305774853e+000	  3.1836007508e+000	  1.3785579277e+000	  1.9131365401e+002	  4.7401512668e+000	  4.9317081149e+002	  2.2566829549e+001	  1.6025582790e+001	
