ID	x	y	z	p4f	H*	O*	Charge	Ap	Bp	Cp	Dp	p4f	sim	state	soln	dist_x	time	step	pH	pe	mass_H2O	charge(eq)	k_R_1	dk_R_1	k_R_2	dk_R_2	k_R_3	dk_R_3	k_R_4	dk_R_4
61447	20.4082	0	1.98175e-014	0.680981	-0.415827	-0.207914	-9.94585e-019	0.0107691	0.158817	0.296111	0.172842	-99999	1	1e+030	61447	-99	864000	1	7.00214	11.9911	0.0997043	-9.94585e-020	9.97601	-0.000698612	0.887444	-0.0034479	0.908634	-0.00294076	0.976174	-0.000811205
61448	22.449	0	1.98175e-014	0.651425	-0.415827	-0.207914	-1.0871e-018	0.00695661	0.129985	0.280638	0.183859	-99999	1	1e+030	61448	-99	864000	1	7.002	12.0372	0.0997043	-1.0871e-019	9.98479	-0.00045129	0.909603	-0.00283375	0.914966	-0.00280914	0.975131	-0.000871242
61449	24.4898	0	1.98175e-014	0.623824	-0.415827	-0.207914	-1.17316e-018	0.00449594	0.105976	0.263198	0.19246	-99999	1	1e+030	61449	-99	864000	1	7.00187	12.079	0.0997043	-1.17316e-019	9.99035	-0.000291662	0.927798	-0.0023178	0.921863	-0.00265178	0.974521	-0.000919492
61450	26.5306	0	1.98175e-014	0.598065	-0.415827	-0.207914	-1.25391e-018	0.00290727	0.0861603	0.244755	0.198783	-99999	1	1e+030	61450	-99	864000	1	7.00175	12.1166	0.0997043	-1.25391e-019	9.99388	-0.000188601	0.942575	-0.00188916	0.92895	-0.0024794	0.974303	-0.000956401
61451	28.5714	0	1.98175e-014	0.574044	-0.415828	-0.207914	-1.32824e-018	0.00188115	0.0699116	0.226037	0.203019	-99999	1	1e+030	61451	-99	864000	1	7.00163	12.1505	0.0997043	-1.32824e-019	9.99611	-0.000122035	0.954475	-0.00153592	0.935956	-0.00230031	0.974427	-0.000982747
61452	30.6122	0	1.98175e-014	0.551636	-0.415828	-0.207914	-1.3983e-018	0.00121796	0.0566496	0.207568	0.205378	-99999	1	1e+030	61452	-99	864000	1	7.00152	12.1806	0.0997043	-1.3983e-019	9.99753	-7.90118e-005	0.964002	-0.00124651	0.942697	-0.0021206	0.974844	-0.000999461
61453	32.6531	0	1.98175e-014	0.530707	-0.415828	-0.207914	-1.4635e-018	0.000789027	0.0458607	0.189712	0.206074	-99999	1	1e+030	61453	-99	864000	1	7.00141	12.2072	0.0997043	-1.4635e-019	9.99843	-5.1186e-005	0.971594	-0.00101036	0.949053	-0.00194465	0.975503	-0.00100753
61454	34.6939	0	1.98175e-014	0.511118	-0.415828	-0.207914	-1.52444e-018	0.000511439	0.0371045	0.172708	0.205315	-99999	1	1e+030	61454	-99	864000	1	7.00131	12.2304	0.0997043	-1.52444e-019	9.99901	-3.31782e-005	0.977623	-0.000818256	0.954954	-0.00177545	0.97636	-0.00100795
61455	36.7347	0	1.98175e-014	0.492739	-0.415828	-0.207914	-1.58255e-018	0.000331692	0.03001	0.156707	0.203298	-99999	1	1e+030	61455	-99	864000	1	7.00122	12.2502	0.0997043	-1.58255e-019	9.99937	-2.15176e-005	0.982397	-0.000662325	0.960368	-0.00161497	0.977371	-0.00100168
61456	38.7755	0	1.98175e-014	0.475444	-0.415828	-0.207914	-1.63596e-018	0.000215233	0.0242689	0.141789	0.200211	-99999	1	1e+030	61456	-99	864000	1	7.00113	12.2669	0.0997043	-1.63596e-019	9.9996	-1.39627e-005	0.98617	-0.000535954	0.965284	-0.0014644	0.978497	-0.000989671
61457	40.8163	0	1.98175e-014	0.45911	-0.415828	-0.207914	-1.68715e-018	0.000139735	0.0196265	0.127985	0.196221	-99999	1	1e+030	61457	-99	864000	1	7.00104	12.2803	0.0997043	-1.68715e-019	9.99975	-9.06493e-006	0.989146	-0.00043365	0.969711	-0.00132435	0.979706	-0.000972758
61458	42.8571	0	1.98175e-014	0.443611	-0.415828	-0.207914	-1.73589e-018	9.07628e-005	0.0158744	0.115289	0.191479	-99999	1	1e+030	61458	-99	864000	1	7.00096	12.2906	0.0997043	-1.73589e-019	9.99984	-5.888e-006	0.99149	-0.000350888	0.973672	-0.00119496	0.980968	-0.000951714
61459	44.898	0	1.98175e-014	0.428821	-0.415828	-0.207914	-1.7816e-018	5.898e-005	0.0128425	0.103669	0.186116	-99999	1	1e+030	61459	-99	864000	1	7.00089	12.2978	0.0997043	-1.7816e-019	9.9999	-3.82617e-006	0.993335	-0.000283962	0.977194	-0.0010761	0.982258	-0.000927217
61460	46.9388	0	1.98175e-014	0.414609	-0.415828	-0.207914	-1.82668e-018	3.83426e-005	0.0103927	0.0930754	0.180244	-99999	1	1e+030	61460	-99	864000	1	7.00082	12.3019	0.0997043	-1.82668e-019	9.99993	-2.48737e-006	0.994784	-0.000229854	0.980311	-0.000967396	0.983553	-0.000899853
61461	48.9796	0	1.98175e-014	0.400841	-0.415828	-0.207914	-1.86931e-018	2.49352e-005	0.00841299	0.083449	0.173958	-99999	1	1e+030	61461	-99	864000	1	7.00075	12.3029	0.0997043	-1.86931e-019	9.99996	-1.6176e-006	0.995922	-0.000186108	0.983055	-0.00086834	0.984838	-0.000870119
61462	51.0204	0	1.98175e-014	0.387377	-0.415828	-0.207914	-1.91092e-018	1.62203e-005	0.00681283	0.074723	0.167336	-99999	1	1e+030	61462	-99	864000	1	7.00069	12.3009	0.0997043	-1.91092e-019	9.99997	-1.05225e-006	0.996815	-0.000150735	0.985463	-0.000778336	0.986097	-0.00083843
61463	53.0612	0	1.98175e-014	0.374074	-0.415828	-0.207914	-1.95273e-018	1.05532e-005	0.00551903	0.0668282	0.160439	-99999	1	1e+030	61463	-99	864000	1	7.00063	12.2961	0.0997043	-1.95273e-019	9.99998	-6.84611e-007	0.997515	-0.000122126	0.987568	-0.000696736	0.98732	-0.00080512
61464	55.102	0	1.98175e-014	0.360787	-0.415828	-0.207914	-1.99417e-018	6.86802e-006	0.00447252	0.0596952	0.153316	-99999	1	1e+030	61464	-99	864000	1	7.00057	12.2887	0.0997043	-1.99417e-019	9.99999	-4.45544e-007	0.998064	-9.89792e-005	0.989402	-0.000622874	0.988495	-0.000770458
61465	57.1429	0	1.98175e-014	0.347371	-0.415828	-0.207914	-2.03617e-018	4.47257e-006	0.00362562	0.0532562	0.146006	-99999	1	1e+030	61465	-99	864000	1	7.00052	12.2791	0.0997043	-2.03617e-019	9.99999	-2.90146e-007	0.998493	-8.02439e-005	0.990994	-0.000556091	0.989618	-0.000734655
61466	59.1837	0	1.98175e-014	0.333691	-0.415828	-0.207914	-2.07859e-018	2.9165e-006	0.00293991	0.0474463	0.138538	-99999	1	1e+030	61466	-99	864000	1	7.00047	12.268	0.0997043	-2.07859e-019	10	-1.892e-007	0.998829	-6.50718e-005	0.992373	-0.000495746	0.990682	-0.000697881
61467	61.2245	0	1.98175e-014	0.319624	-0.415828	-0.207914	-2.12264e-018	1.90749e-006	0.00238437	0.0422046	0.130937	-99999	1	1e+030	61467	-99	864000	1	7.00042	12.2564	0.0997043	-2.12264e-019	10	-1.23743e-007	0.999091	-5.27784e-005	0.993564	-0.000441233	0.991684	-0.000660279
61468	63.2653	0	1.98175e-014	0.305065	-0.415828	-0.207914	-2.16751e-018	1.25538e-006	0.001934	0.0374746	0.123226	-99999	1	1e+030	61468	-99	864000	1	7.00037	12.2452	0.0997043	-2.16751e-019	10	-8.14392e-008	0.999296	-4.28114e-005	0.994589	-0.000391985	0.99262	-0.000621977
61469	65.3061	0	1.98175e-014	0.289938	-0.415828	-0.207914	-2.21443e-018	8.34421e-007	0.00156865	0.0332047	0.115427	-99999	1	1e+030	61469	-99	864000	1	7.00032	12.2359	0.0997043	-2.21443e-019	10	-5.41308e-008	0.999455	-3.47251e-005	0.995468	-0.000347482	0.993491	-0.000583106
61470	67.3469	0	1.98175e-014	0.274204	-0.415829	-0.207914	-2.26418e-018	5.61522e-007	0.00127205	0.0293484	0.107566	-99999	1	1e+030	61470	-99	864000	1	7.00028	12.2293	0.0997043	-2.26418e-019	10	-3.64272e-008	0.99958	-2.81601e-005	0.99622	-0.000307253	0.994294	-0.000543813
61471	69.3878	0	1.98175e-014	0.257859	-0.415829	-0.207914	-2.31538e-018	3.83396e-007	0.00103109	0.0258644	0.0996763	-99999	1	1e+030	61471	-99	864000	1	7.00023	12.2261	0.0997043	-2.31538e-019	10	-2.48718e-008	0.999676	-2.28262e-005	0.996862	-0.000270878	0.995031	-0.000504271
61472	71.4286	0	1.98175e-014	0.240948	-0.415829	-0.207914	-2.36759e-018	2.63898e-007	0.000835185	0.0227165	0.0917948	-99999	1	1e+030	61472	-99	864000	1	7.00019	12.226	0.0997043	-2.36759e-019	10	-1.71197e-008	0.999751	-1.84895e-005	0.997407	-0.000237987	0.995702	-0.000464686
61473	73.4694	0	1.98175e-014	0.223553	-0.415829	-0.207914	-2.42205e-018	1.75821e-007	0.000675791	0.0198726	0.0839664	-99999	1	1e+030	61473	-99	864000	1	7.00015	12.2282	0.0997043	-2.42205e-019	10	-1.14059e-008	0.99981	-1.49611e-005	0.997868	-0.000208255	0.996309	-0.000425293
61474	75.5102	0	1.98175e-014	0.205799	-0.415829	-0.207914	-2.47732e-018	1.0113e-007	0.000546027	0.0173054	0.0762415	-99999	1	1e+030	61474	-99	864000	1	7.00011	12.232	0.0997043	-2.47732e-019	10	-6.56057e-009	0.999855	-1.20885e-005	0.998257	-0.000181399	0.996854	-0.00038636
61475	77.551	0	1.98175e-014	0.187848	-0.415829	-0.207914	-2.53342e-018	3.18718e-008	0.000440345	0.0149914	0.068677	-99999	1	1e+030	61475	-99	864000	1	7.00008	12.2362	0.0997043	-2.53342e-019	10	-2.0676e-009	0.99989	-9.74915e-006	0.998583	-0.000157179	0.99734	-0.000348181
61476	79.5918	0	1.98175e-014	0.169899	-0.415829	-0.207914	-2.58909e-018	-5.58973e-008	0.000354293	0.0129109	0.0613351	-99999	1	1e+030	61476	-99	864000	1	7.00004	12.2402	0.0997043	-2.58909e-019	10	-0	0.999916	-7.84414e-006	0.998855	-0.000135393	0.997769	-0.000311084
61477	81.6327	0	1.98175e-014	0.152171	-0.415829	-0.207914	-2.64417e-018	-1.58733e-007	0.000284249	0.011047	0.0542803	-99999	1	1e+030	61477	-99	864000	1	7.00001	12.2436	0.0997043	-2.64417e-019	10	-0	0.999937	-6.29335e-006	0.999082	-0.000115868	0.998145	-0.000275402
61478	83.6735	0	1.98175e-014	0.134892	-0.415829	-0.207914	-2.69821e-018	-2.54159e-007	0.00022726	0.00938474	0.0475743	-99999	1	1e+030	61478	-99	864000	1	6.99998	12.2459	0.0997043	-2.69821e-019	10	-0	0.999953	-5.0316e-006	0.999268	-9.84488e-005	0.998471	-0.000241456
61479	85.7143	0	1.98175e-014	0.118282	-0.415829	-0.207914	-2.7498e-018	-3.38733e-007	0.00018095	0.00791046	0.0412733	-99999	1	1e+030	61479	-99	864000	1	6.99995	12.2471	0.0997043	-2.7498e-019	10	-0	0.999965	-4.00628e-006	0.999421	-8.29949e-005	0.998752	-0.000209536
61480	87.7551	0	1.98175e-014	0.102547	-0.415829	-0.207914	-2.79873e-018	-4.07641e-007	0.000143392	0.00661175	0.0354261	-99999	1	1e+030	61480	-99	864000	1	6.99992	12.2471	0.0997043	-2.79873e-019	10	-0	0.999974	-3.17473e-006	0.999546	-6.93778e-005	0.998991	-0.000179898
61481	89.7959	0	1.98175e-014	0.0878674	-0.415829	-0.207914	-2.84438e-018	-4.56204e-007	0.000113013	0.00547666	0.0300711	-99999	1	1e+030	61481	-99	864000	1	6.9999	12.2459	0.0997043	-2.84438e-019	10	-0	0.999981	-2.50213e-006	0.999647	-5.74736e-005	0.999192	-0.00015274
61482	91.8367	0	1.98175e-014	0.0743823	-0.415829	-0.207914	-2.88694e-018	-4.82478e-007	8.85245e-005	0.00449324	0.0252335	-99999	1	1e+030	61482	-99	864000	1	6.99988	12.2436	0.0997043	-2.88694e-019	10	-0	0.999986	-1.95996e-006	0.999727	-4.71579e-005	0.99936	-0.000128195
61483	93.8776	0	1.98175e-014	0.0621956	-0.415829	-0.207914	-2.92484e-018	-4.91195e-007	6.88791e-005	0.00364982	0.0209267	-99999	1	1e+030	61483	-99	864000	1	6.99986	12.2403	0.0997043	-2.92484e-019	10	-0	0.99999	-1.525e-006	0.999792	-3.83093e-005	0.999498	-0.000106335
61484	95.9184	0	1.98175e-014	0.051451	-0.415829	-0.207914	-2.95861e-018	-4.94767e-007	5.33116e-005	0.00293973	0.0171796	-99999	1	1e+030	61484	-99	864000	1	6.99984	12.2363	0.0997043	-2.95861e-019	10	-0	0.999992	-1.18033e-006	0.999842	-3.08584e-005	0.99961	-8.73098e-005
61485	97.9592	0	1.98175e-014	0.0428325	-0.415829	-0.207914	-2.98544e-018	-4.60414e-007	4.183e-005	0.00239003	0.0142044	-99999	1	1e+030	61485	-99	864000	1	6.99983	12.232	0.0997043	-2.98544e-019	10	-0	0.999994	-9.26127e-007	0.999878	-2.50899e-005	0.999694	-7.22001e-005
61486	100	0	1.98175e-014	0.0389684	-0.415829	-0.207914	-2.99793e-018	-3.41269e-007	3.6838e-005	0.00214652	0.0128748	-99999	1	1e+030	61486	-99	864000	1	6.99982	12.2294	0.0997043	-2.99793e-019	10	-0	0.999995	-8.15605e-007	0.999894	-2.25344e-005	0.99973	-6.54469e-005
61487	100	2.08333	1.98175e-014	0.0360219	-0.415829	-0.207914	-3.00632e-018	-1.2415e-006	3.38391e-005	0.00197961	0.0118936	-99999	1	1e+030	61487	-99	864000	1	6.99982	12.2327	0.0997043	-3.00632e-019	10	-0	0.999996	-7.49207e-007	0.999903	-2.07824e-005	0.999752	-6.04602e-005
61488	100	4.16667	1.98175e-014	0.0290978	-0.415829	-0.207914	-3.02885e-018	-4.70958e-006	2.68566e-005	0.0015888	0.00959085	-99999	1	1e+030	61488	-99	864000	1	6.99981	12.2405	0.0997043	-3.02885e-019	10	-0	0.999997	-5.94613e-007	0.999923	-1.66799e-005	0.999803	-4.87562e-005
61489	100	6.25	1.98175e-014	0.020579	-0.415829	-0.207914	-3.05565e-018	-1.10102e-005	1.84902e-005	0.00111288	0.00676644	-99999	1	1e+030	61489	-99	864000	1	6.99979	12.2496	0.0997043	-3.05565e-019	10	-0	0.999998	-4.09378e-007	0.999948	-1.16838e-005	0.999864	-3.44001e-005
61490	100	8.33333	1.98175e-014	0.0123333	-0.415829	-0.207914	-3.08125e-018	-1.85742e-005	1.05579e-005	0.000655974	0.00403951	-99999	1	1e+030	61490	-99	864000	1	6.99978	12.2573	0.0997043	-3.08125e-019	10	-0	0.999999	-2.33755e-007	0.99997	-6.88726e-006	0.999921	-2.05388e-005
61491	100	10.4167	1.98175e-014	0.00626081	-0.415829	-0.207914	-3.10009e-018	-2.35317e-005	4.82982e-006	0.000324793	0.00204081	-99999	1	1e+030	61491	-99	864000	1	6.99977	12.2616	0.0997043	-3.10009e-019	10	-0	1	-1.06934e-007	0.999986	-3.41053e-006	0.999962	-1.03781e-005
61492	100	12.5	1.98175e-014	0.00263563	-0.415829	-0.207914	-3.11197e-018	-2.30236e-005	9.99221e-007	0.000131464	0.000855001	-99999	1	1e+030	61492	-99	864000	1	6.99977	12.2622	0.0997043	-3.11197e-019	10	-0	1	-2.2123e-008	0.999995	-1.38152e-006	0.999985	-4.34914e-006
61493	100	14.5833	1.98175e-014	0.00085489	-0.415829	-0.207914	-3.11771e-018	-1.77606e-005	-2.04116e-006	3.98507e-005	0.000276561	-99999	1	1e+030	61493	-99	864000	1	6.99977	12.2589	0.0997043	-3.11771e-019	10	-0	1	-0	0.999999	-4.19113e-007	0.999996	-1.40748e-006
61494	100	16.6667	1.98175e-014	0.000182581	-0.415829	-0.207914	-3.11994e-018	-1.0842e-005	-3.47539e-006	7.27795e-006	5.98688e-005	-99999	1	1e+030	61494	-99	864000	1	6.99977	12.2507	0.0997043	-3.11994e-019	10	-0	1	-0	1	-7.65429e-008	0.999999	-3.0504e-007
61495	100	18.75	1.98175e-014	9.923e-006	-0.415829	-0.207914	-3.12036e-018	-5.14463e-006	-2.95101e-006	-2.82968e-007	4.46621e-006	-99999	1	1e+030	61495	-99	864000	1	6.99977	12.2385	0.0997043	-3.12036e-019	10	-0	1	-0	1	-0	1	-2.35064e-008
61496	100	20.8333	1.98175e-014	-7.7311e-006	-0.415829	-0.207914	-3.12037e-018	-1.7304e-006	-1.55529e-006	-7.49867e-007	-1.66042e-006	-99999	1	1e+030	61496	-99	864000	1	6.99977	12.2262	0.0997043	-3.12037e-019	10	-0	1	-0	1	-0	1	-0
61497	100	22.9167	1.98175e-014	-1.11134e-006	-0.415829	-0.207914	-3.12057e-018	-3.68566e-007	-4.45753e-007	-1.89888e-007	-4.8027e-008	-99999	1	1e+030	61497	-99	864000	1	6.99977	12.2461	0.0997043	-3.12057e-019	10	-0	1	-0	1	-0	1	-0
61498	100	25	1.98175e-014	2.98689e-007	-0.415829	-0.207914	-3.12077e-018	-1.65716e-007	-1.16116e-007	-2.60942e-008	1.83592e-007	-99999	1	1e+030	61498	-99	864000	1	6.99977	12.259	0.0997043	-3.12077e-019	10	-0	1	-0	1	-0	1	-9.66276e-010
61499	97.9592	25	1.98175e-014	-1.43998e-007	-0.415829	-0.207914	-3.12036e-018	-2.09527e-007	-1.81928e-007	-6.4063e-008	8.63943e-008	-99999	1	1e+030	61499	-99	864000	1	6.99977	12.2589	0.0997043	-3.12036e-019	10	-0	1	-0	1	-0	1	-4.54707e-010
61500	95.9184	25	1.98175e-014	-3.50722e-007	-0.415829	-0.207914	-3.12036e-018	-2.54832e-007	-2.33601e-007	-9.33621e-008	5.72562e-008	-99999	1	1e+030	61500	-99	864000	1	6.99977	12.2607	0.0997043	-3.12036e-019	10	-0	1	-0	1	-0	1	-3.01349e-010
61501	93.8776	25	1.98175e-014	-5.42143e-007	-0.415829	-0.207914	-3.12017e-018	-2.98002e-007	-2.8433e-007	-1.25425e-007	3.35202e-008	-99999	1	1e+030	61501	-99	864000	1	6.99977	12.2627	0.0997043	-3.12017e-019	10	-0	1	-0	1	-0	1	-1.76422e-010
61502	91.8367	25	1.98175e-014	-8.79798e-007	-0.415829	-0.207914	-3.12036e-018	-3.41421e-007	-3.37403e-007	-1.67383e-007	-3.7808e-008	-99999	1	1e+030	61502	-99	864000	1	6.99977	12.2615	0.0997043	-3.12036e-019	10	-0	1	-0	1	-0	1	-0
61503	89.7959	25	1.98175e-014	-8.92415e-007	-0.415829	-0.207914	-3.12057e-018	-3.83924e-007	-3.95824e-007	-1.93997e-007	1.74668e-009	-99999	1	1e+030	61503	-99	864000	1	6.99977	12.265	0.0997043	-3.12057e-019	10	-0	1	-0	1	-0	1	-9.19309e-012
61504	87.7551	25	1.98175e-014	-9.03099e-007	-0.415829	-0.207914	-3.12077e-018	-4.24383e-007	-4.50911e-007	-2.23311e-007	3.61818e-008	-99999	1	1e+030	61504	-99	864000	1	6.99977	12.268	0.0997043	-3.12077e-019	10	-0	1	-0	1	-0	1	-1.9043e-010
61505	85.7143	25	1.98175e-014	-9.67297e-007	-0.415829	-0.207914	-3.12077e-018	-4.57523e-007	-5.00224e-007	-2.55929e-007	4.88929e-008	-99999	1	1e+030	61505	-99	864000	1	6.99977	12.2693	0.0997043	-3.12077e-019	10	-0	1	-0	1	-0	1	-2.57331e-010
61506	83.6735	25	1.98175e-014	-1.05198e-006	-0.415829	-0.207914	-3.12077e-018	-4.81895e-007	-5.42139e-007	-2.89017e-007	4.99901e-008	-99999	1	1e+030	61506	-99	864000	1	6.99977	12.2701	0.0997043	-3.12077e-019	10	-0	1	-0	1	-0	1	-2.63106e-010
61507	81.6327	25	1.98175e-014	-1.12551e-006	-0.415829	-0.207914	-3.12056e-018	-4.96453e-007	-5.74531e-007	-3.19394e-007	4.83415e-008	-99999	1	1e+030	61507	-99	864000	1	6.99977	12.2707	0.0997043	-3.12056e-019	10	-0	1	-0	1	-0	1	-2.54429e-010
61508	79.5918	25	1.98175e-014	-1.17376e-006	-0.415829	-0.207914	-3.12077e-018	-5.0067e-007	-5.95533e-007	-3.44592e-007	4.68733e-008	-99999	1	1e+030	61508	-99	864000	1	6.99977	12.2715	0.0997043	-3.12077e-019	10	-0	1	-0	1	-0	1	-2.46702e-010
61509	77.551	25	1.98175e-014	-1.19252e-006	-0.415829	-0.207914	-3.12037e-018	-4.94462e-007	-6.03827e-007	-3.62624e-007	4.57411e-008	-99999	1	1e+030	61509	-99	864000	1	6.99977	12.272	0.0997043	-3.12037e-019	10	-0	1	-0	1	-0	1	-2.40743e-010
61510	75.5102	25	1.98175e-014	-1.17834e-006	-0.415829	-0.207914	-3.12057e-018	-4.77968e-007	-5.98481e-007	-3.71669e-007	4.5442e-008	-99999	1	1e+030	61510	-99	864000	1	6.99977	12.2723	0.0997043	-3.12057e-019	10	-0	1	-0	1	-0	1	-2.39168e-010
61511	73.4694	25	1.98175e-014	-1.12836e-006	-0.415829	-0.207914	-3.12077e-018	-4.51739e-007	-5.79044e-007	-3.70248e-007	4.67851e-008	-99999	1	1e+030	61511	-99	864000	1	6.99977	12.2724	0.0997043	-3.12077e-019	10	-0	1	-0	1	-0	1	-2.46237e-010
