   63.3610       47.7404       40.6550       36.4738       33.5543       31.3099       29.4839       27.9435       26.6107    
   25.4361       24.3858       23.4361       22.5693       21.7721       21.0341       20.3471       19.7045       19.1009    
   18.5319       17.9936       17.4830       16.9974       16.5343       16.0918       15.6681       15.2618       14.8714    
   14.4957       14.1336       13.7842       13.4465       47.7404       43.4716       39.2026       35.8429       33.2167    
   31.1006       29.3412       27.8396       26.5317       25.3738       24.3356       23.3946       22.5345       21.7424    
   21.0085       20.3249       19.6850       19.0836       18.5165       17.9798       17.4706       16.9860       16.5240    
   16.0824       15.6595       15.2538       14.8640       14.4888       14.1272       13.7783       13.4410       40.6550    
   39.2026       36.8406       34.4785       32.3687       30.5348       28.9404       27.5421       26.3025       25.1921    
   24.1879       23.2724       22.4316       21.6547       20.9328       20.2588       19.6269       19.0322       18.4706    
   17.9386       17.4334       16.9523       16.4932       16.0542       15.6336       15.2300       14.8420       14.4684    
   14.1083       13.7606       13.4245       36.4738       35.8429       34.4785       32.8617       31.2448       29.7293    
   28.3436       27.0859       25.9442       24.9039       23.9516       23.0753       22.2649       21.5119       20.8091    
   20.1507       19.5317       18.9476       18.3950       17.8707       17.3720       16.8965       16.4424       16.0077    
   15.5909       15.1905       14.8055       14.4346       14.0768       13.7312       13.3970       33.5543       33.2167    
   32.3687       31.2448       30.0195       28.7941       27.6187       26.5138       25.4843       24.5279       23.6393    
   22.8124       22.0408       21.3188       20.6412       20.0034       19.4013       18.8316       18.2911       17.7771    
   17.2873       16.8195       16.3721       15.9432       15.5316       15.1358       14.7548       14.3875       14.0330    
   13.6904       13.3589       31.3099       31.1006       30.5348       29.7293       28.7941       27.8088       26.8234    
   25.8662       24.9512       24.0840       23.2654       22.4940       21.7670       21.0812       20.4333       19.8202    
   19.2388       18.6864       18.1607       17.6594       17.1805       16.7223       16.2831       15.8616       15.4564    
   15.0664       14.6905       14.3278       13.9774       13.6385       13.3103       29.4839       29.3412       28.9404    
   28.3436       27.6187       26.8234       26.0000       25.1765       24.3704       23.5913       22.8444       22.1313    
   21.4521       20.8058       20.1908       19.6052       19.0471       18.5146       18.0059       17.5192       17.0531    
   16.6060       16.1765       15.7636       15.3660       14.9828       14.6129       14.2557       13.9102       13.5757    
   13.2515       27.9435       27.8396       27.5421       27.0859       26.5138       25.8662       25.1765       24.4694    
   23.7623       23.0667       22.3894       21.7346       21.1043       20.4991       19.9188       19.3627       18.8298    
   18.3190       17.8290       17.3586       16.9066       16.4719       16.0535       15.6502       15.2613       14.8858    
   14.5228       14.1718       13.8319       13.5025       13.1829       26.6107       26.5317       26.3025       25.9442    
   25.4843       24.9512       24.3704       23.7623       23.1429       22.5235       21.9120       21.3135       20.7314    
   20.1675       19.6226       19.0970       18.5905       18.1025       17.6324       17.1795       16.7428       16.3217    
   15.9152       15.5226       15.1432       14.7762       14.4209       14.0767       13.7431       13.4193       13.1049    
   25.4361       25.3738       25.1921       24.9039       24.5279       24.0840       23.5913       23.0667       22.5235    
