     x	y	z	time	in	head	
    6000.00    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    12000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    18000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    24000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    30000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    36000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    42000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    48000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    54000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    60000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    66000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    72000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    78000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    84000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    90000.0    	   0.000000e+00	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    6000.00    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    12000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    18000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    24000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    30000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    36000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    42000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    48000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    54000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    60000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    66000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    72000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    78000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    84000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    90000.0    	    6000.00    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    6000.00    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    12000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    18000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    24000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    30000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    36000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    42000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    48000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    54000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    60000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    66000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    72000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    78000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    84000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    90000.0    	    12000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    6000.00    	    18000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    12000.0    	    18000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    18000.0    	    18000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    24000.0    	    18000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    30000.0    	    18000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
    36000.0    	    18000.0    	   0.000000e+00	   0.000000e+00	    1	    400.000    	
