  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.330551245189E+03
  0.600000000000E+04  0.000000000000E+00  0.000000000000E+00  0.330902522867E+03
  0.120000000000E+05  0.000000000000E+00  0.000000000000E+00  0.331964667097E+03
  0.180000000000E+05  0.000000000000E+00  0.000000000000E+00  0.333741036683E+03
  0.240000000000E+05  0.000000000000E+00  0.000000000000E+00  0.336098365215E+03
  0.300000000000E+05  0.000000000000E+00  0.000000000000E+00  0.338075987081E+03
  0.360000000000E+05  0.000000000000E+00  0.000000000000E+00  0.334615124931E+03
  0.420000000000E+05  0.000000000000E+00  0.000000000000E+00  0.323763311854E+03
  0.480000000000E+05  0.000000000000E+00  0.000000000000E+00  0.320273351433E+03
  0.000000000000E+00  0.600000000000E+04  0.000000000000E+00  0.333353763730E+03
  0.600000000000E+04  0.600000000000E+04  0.000000000000E+00  0.333804662923E+03
  0.120000000000E+05  0.600000000000E+04  0.000000000000E+00  0.335178581794E+03
  0.180000000000E+05  0.600000000000E+04  0.000000000000E+00  0.337543152029E+03
  0.240000000000E+05  0.600000000000E+04  0.000000000000E+00  0.341034712360E+03
  0.300000000000E+05  0.600000000000E+04  0.000000000000E+00  0.345593076297E+03
  0.360000000000E+05  0.600000000000E+04  0.000000000000E+00  0.342391469608E+03
  0.420000000000E+05  0.600000000000E+04  0.000000000000E+00  0.329401052227E+03
  0.480000000000E+05  0.600000000000E+04  0.000000000000E+00  0.338501343223E+03
  0.000000000000E+00  0.120000000000E+05  0.000000000000E+00  0.335236630728E+03
  0.600000000000E+04  0.120000000000E+05  0.000000000000E+00  0.335762097361E+03
  0.120000000000E+05  0.120000000000E+05  0.000000000000E+00  0.337367136349E+03
  0.180000000000E+05  0.120000000000E+05  0.000000000000E+00  0.340139273908E+03
  0.240000000000E+05  0.120000000000E+05  0.000000000000E+00  0.344250425466E+03
  0.300000000000E+05  0.120000000000E+05  0.000000000000E+00  0.349844222376E+03
  0.360000000000E+05  0.120000000000E+05  0.000000000000E+00  0.349686416377E+03
  0.420000000000E+05  0.120000000000E+05  0.000000000000E+00  0.337755937876E+03
  0.480000000000E+05  0.120000000000E+05  0.000000000000E+00  0.352914634345E+03
  0.000000000000E+00  0.180000000000E+05  0.000000000000E+00  0.336060752209E+03
  0.600000000000E+04  0.180000000000E+05  0.000000000000E+00  0.336628130542E+03
  0.120000000000E+05  0.180000000000E+05  0.000000000000E+00  0.338363314512E+03
  0.180000000000E+05  0.180000000000E+05  0.000000000000E+00  0.341329038066E+03
  0.240000000000E+05  0.180000000000E+05  0.000000000000E+00  0.345399192457E+03
  0.300000000000E+05  0.180000000000E+05  0.000000000000E+00  0.349659443885E+03
  0.360000000000E+05  0.180000000000E+05  0.000000000000E+00  0.359053392499E+03
  0.420000000000E+05  0.180000000000E+05  0.000000000000E+00  0.361168471188E+03
  0.480000000000E+05  0.180000000000E+05  0.000000000000E+00  0.367393518532E+03
  0.000000000000E+00  0.240000000000E+05  0.000000000000E+00  0.335747193174E+03
  0.600000000000E+04  0.240000000000E+05  0.000000000000E+00  0.336319302605E+03
  0.120000000000E+05  0.240000000000E+05  0.000000000000E+00  0.338109557932E+03
  0.180000000000E+05  0.240000000000E+05  0.000000000000E+00  0.341394191504E+03
  0.240000000000E+05  0.240000000000E+05  0.000000000000E+00  0.346881725669E+03
  0.300000000000E+05  0.240000000000E+05  0.000000000000E+00  0.356136408639E+03
  0.360000000000E+05  0.240000000000E+05  0.000000000000E+00  0.364924669822E+03
  0.420000000000E+05  0.240000000000E+05  0.000000000000E+00  0.370028230036E+03
  0.480000000000E+05  0.240000000000E+05  0.000000000000E+00  0.373419773335E+03
  0.000000000000E+00  0.300000000000E+05  0.000000000000E+00  0.334284276556E+03
  0.600000000000E+04  0.300000000000E+05  0.000000000000E+00  0.334782445045E+03
  0.120000000000E+05  0.300000000000E+05  0.000000000000E+00  0.336333933754E+03
  0.180000000000E+05  0.300000000000E+05  0.000000000000E+00  0.339171223594E+03
  0.240000000000E+05  0.300000000000E+05  0.000000000000E+00  0.343988298964E+03
  0.300000000000E+05  0.300000000000E+05  0.000000000000E+00  0.352654615511E+03
  0.360000000000E+05  0.300000000000E+05  0.000000000000E+00  0.362966371140E+03
  0.420000000000E+05  0.300000000000E+05  0.000000000000E+00  0.369253248099E+03
  0.480000000000E+05  0.300000000000E+05  0.000000000000E+00  0.371787253430E+03
  0.000000000000E+00  0.360000000000E+05  0.000000000000E+00  0.331811284249E+03
  0.600000000000E+04  0.360000000000E+05  0.000000000000E+00  0.332173811890E+03
  0.120000000000E+05  0.360000000000E+05  0.000000000000E+00  0.333236033179E+03
  0.180000000000E+05  0.360000000000E+05  0.000000000000E+00  0.334868517386E+03
  0.240000000000E+05  0.360000000000E+05  0.000000000000E+00  0.336573715571E+03
  0.300000000000E+05  0.360000000000E+05  0.000000000000E+00  0.337269253751E+03
  0.360000000000E+05  0.360000000000E+05  0.000000000000E+00  0.353351836906E+03
  0.420000000000E+05  0.360000000000E+05  0.000000000000E+00  0.360851378542E+03
  0.480000000000E+05  0.360000000000E+05  0.000000000000E+00  0.363451697373E+03
  0.000000000000E+00  0.420000000000E+05  0.000000000000E+00  0.328587617254E+03
  0.600000000000E+04  0.420000000000E+05  0.000000000000E+00  0.328836220137E+03
