              x	              y	              z	           time	in	           Distance	               Time	                 Na	                 Cl	                 Br	
              0	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000832242e-03	   4.4268741942e-04	   5.5739580481e-04	
            0.1	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000843229e-03	   4.1797483564e-04	   5.8210948724e-04	
            0.2	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000855028e-03	   3.9143391085e-04	   6.0865159197e-04	
            0.3	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000867234e-03	   3.6397794272e-04	   6.3610878071e-04	
            0.4	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000879528e-03	   3.3632500518e-04	   6.6376294759e-04	
            0.5	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000891662e-03	   3.0902986967e-04	   6.9105929658e-04	
            0.6	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000903452e-03	   2.8251155009e-04	   7.1757879507e-04	
            0.7	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000914759e-03	   2.5707699066e-04	   7.4301448524e-04	
            0.8	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000925489e-03	   2.3294135817e-04	   7.6715119071e-04	
            0.9	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000935579e-03	   2.1024535160e-04	   7.8984820627e-04	
              1	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000944993e-03	   1.8906989792e-04	   8.1102460134e-04	
            1.1	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000953716e-03	   1.6944856455e-04	   8.3064680701e-04	
            1.2	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000961749e-03	   1.5137798355e-04	   8.4871819132e-04	
            1.3	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000969107e-03	   1.3482655129e-04	   8.6527035944e-04	
            1.4	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000975814e-03	   1.1974163808e-04	   8.8035594328e-04	
            1.5	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000981898e-03	   1.0605551648e-04	   8.9404267332e-04	
            1.6	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000987395e-03	   9.3690192404e-05	   9.0640854709e-04	
            1.7	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000992343e-03	   8.2561301922e-05	   9.1753793234e-04	
            1.8	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0000996780e-03	   7.2581216406e-05	   9.2751846155e-04	
            1.9	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001000745e-03	   6.3661481084e-05	   9.3643859342e-04	
              2	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001004278e-03	   5.5714695702e-05	   9.4438573209e-04	
            2.1	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001007416e-03	   4.8655931578e-05	   9.5144481002e-04	
            2.2	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001010196e-03	   4.2403766386e-05	   9.5769725317e-04	
            2.3	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001012651e-03	   3.6881006419e-05	   9.6322025866e-04	
            2.4	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001014814e-03	   3.2015155921e-05	   9.6808632548e-04	
            2.5	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001016715e-03	   2.7738684018e-05	   9.7236298750e-04	
            2.6	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001018382e-03	   2.3989131918e-05	   9.7611270630e-04	
            2.7	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001019840e-03	   2.0709096137e-05	   9.7939288790e-04	
            2.8	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001021113e-03	   1.7846117517e-05	   9.8225599380e-04	
            2.9	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001022222e-03	   1.5352500630e-05	   9.8474972154e-04	
              3	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001023185e-03	   1.3185083725e-05	   9.8691723480e-04	
            3.1	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001024021e-03	   1.1304975550e-05	   9.8879742655e-04	
            3.2	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001024745e-03	   9.6772721779e-06	   9.9042520228e-04	
            3.3	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001025369e-03	   8.2707642152e-06	   9.9183177271e-04	
            3.4	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001025909e-03	   7.0576425030e-06	   9.9304494842e-04	
            3.5	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001026374e-03	   6.0132084835e-06	   9.9408942887e-04	
            3.6	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001026773e-03	   5.1155938664e-06	   9.9498708339e-04	
            3.7	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001027114e-03	   4.3454928920e-06	   9.9575721853e-04	
            3.8	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001027408e-03	   3.6859094716e-06	   9.9641683135e-04	
            3.9	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001027659e-03	   3.1219206141e-06	   9.9698084528e-04	
              4	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001027873e-03	   2.6404568993e-06	   9.9746233040e-04	
            4.1	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028055e-03	   2.2301002115e-06	   9.9787270532e-04	
            4.2	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028211e-03	   1.8808985615e-06	   9.9822192251e-04	
            4.3	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028343e-03	   1.5841975142e-06	   9.9851863675e-04	
            4.4	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028455e-03	   1.3324875232e-06	   9.9877035794e-04	
            4.5	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028549e-03	   1.1192663226e-06	   9.9898358862e-04	
            4.6	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028630e-03	   9.3891542712e-07	   9.9916394753e-04	
            4.7	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028697e-03	   7.8658974061e-07	   9.9931627999e-04	
            4.8	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028754e-03	   6.5811925008e-07	   9.9944475619e-04	
            4.9	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028803e-03	   5.4992178952e-07	   9.9955295846e-04	
              5	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028843e-03	   4.5892588273e-07	   9.9964395842e-04	
            5.1	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028877e-03	   3.8250271369e-07	   9.9972038498e-04	
            5.2	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028905e-03	   3.1840632263e-07	   9.9978448422e-04	
            5.3	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028929e-03	   2.6472118153e-07	   9.9983817175e-04	
            5.4	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028949e-03	   2.1981636250e-07	   9.9988307857e-04	
            5.5	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028966e-03	   1.8230557351e-07	   9.9992059102e-04	
            5.6	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028980e-03	   1.5101239702e-07	   9.9995188559e-04	
            5.7	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001028991e-03	   1.2494012638e-07	   9.9997795902e-04	
            5.8	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029091e-03	   1.0324565358e-07	   9.9999966370e-04	
            5.9	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029083e-03	   8.5216909175e-08	   1.0000176917e-03	
              6	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029077e-03	   7.0253428329e-08	   1.0000326545e-03	
            6.1	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029021e-03	   5.7849626269e-08	   1.0000450525e-03	
            6.2	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029026e-03	   4.7580453206e-08	   1.0000553221e-03	
            6.3	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029064e-03	   3.9089107666e-08	   1.0000638174e-03	
            6.4	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029033e-03	   3.2076545636e-08	   1.0000708267e-03	
            6.5	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029035e-03	   2.6292549264e-08	   1.0000766110e-03	
            6.6	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029056e-03	   2.1528155554e-08	   1.0000813776e-03	
            6.7	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029039e-03	   1.7609290222e-08	   1.0000852946e-03	
            6.8	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029053e-03	   1.4391490994e-08	   1.0000885139e-03	
            6.9	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029042e-03	   1.1755665594e-08	   1.0000911485e-03	
              7	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029051e-03	   9.6049203756e-09	   1.0000933002e-03	
            7.1	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029051e-03	   7.8626343102e-09	   1.0000950425e-03	
            7.2	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029050e-03	   6.4721964753e-09	   1.0000964328e-03	
            7.3	              0	              0	            0.1	 1	   0.0000000000e+00	   0.0000000000e+00	   1.0001029050e-03	   5.3992430895e-09	   1.0000975057e-03	
