              x	              y	              z	           time	in	        Cl(mol/kgw)	
              7	              2	              4	             10	 1	   8.5447372026e-01	
              8	              2	              4	             10	 1	   8.3644333212e-01	
              9	              2	              4	             10	 1	   8.2357770332e-01	
             10	              2	              4	             10	 1	   8.1874655677e-01	
              0	              3	              4	             10	 1	   1.0000000000e+00	
              1	              3	              4	             10	 1	   9.8995695403e-01	
              2	              3	              4	             10	 1	   9.7502507821e-01	
              3	              3	              4	             10	 1	   9.5510949103e-01	
              4	              3	              4	             10	 1	   9.2986889611e-01	
              5	              3	              4	             10	 1	   8.9831685048e-01	
              6	              3	              4	             10	 1	   8.7704343811e-01	
              7	              3	              4	             10	 1	   8.5680226583e-01	
              8	              3	              4	             10	 1	   8.3943338643e-01	
              9	              3	              4	             10	 1	   8.2707915168e-01	
             10	              3	              4	             10	 1	   8.2244920379e-01	
              0	              4	              4	             10	 1	   1.0000000000e+00	
              1	              4	              4	             10	 1	   9.8930432597e-01	
              2	              4	              4	             10	 1	   9.7389711614e-01	
              3	              4	              4	             10	 1	   9.5398986005e-01	
              4	              4	              4	             10	 1	   9.2951766326e-01	
              5	              4	              4	             10	 1	   8.9974122778e-01	
              6	              4	              4	             10	 1	   8.7950561004e-01	
              7	              4	              4	             10	 1	   8.6031100490e-01	
              8	              4	              4	             10	 1	   8.4395984346e-01	
              9	              4	              4	             10	 1	   8.3242181941e-01	
             10	              4	              4	             10	 1	   8.2812103038e-01	
              0	              5	              4	             10	 1	   1.0000000000e+00	
              1	              5	              4	             10	 1	   9.8731198193e-01	
              2	              5	              4	             10	 1	   9.7092645846e-01	
              3	              5	              4	             10	 1	   9.5113581547e-01	
              4	              5	              4	             10	 1	   9.2823284636e-01	
              5	              5	              4	             10	 1	   9.0247813407e-01	
              6	              5	              4	             10	 1	   8.8320626711e-01	
              7	              5	              4	             10	 1	   8.6542354844e-01	
              8	              5	              4	             10	 1	   8.5061070988e-01	
              9	              5	              4	             10	 1	   8.4040295915e-01	
             10	              5	              4	             10	 1	   8.3666698250e-01	
              0	              6	              4	             10	 1	   1.0000000000e+00	
              1	              6	              4	             10	 1	   9.8655178342e-01	
              2	              6	              4	             10	 1	   9.6988445555e-01	
              3	              6	              4	             10	 1	   9.5023942887e-01	
              4	              6	              4	             10	 1	   9.2802622576e-01	
              5	              6	              4	             10	 1	   9.0390312150e-01	
              6	              6	              4	             10	 1	   8.8516266046e-01	
              7	              6	              4	             10	 1	   8.6811318838e-01	
              8	              6	              4	             10	 1	   8.5408130523e-01	
              9	              6	              4	             10	 1	   8.4453644308e-01	
             10	              6	              4	             10	 1	   8.4107842347e-01	
              0	              7	              4	             10	 1	   1.0000000000e+00	
              1	              7	              4	             10	 1	   9.8626966385e-01	
              2	              7	              4	             10	 1	   9.6947568764e-01	
              3	              7	              4	             10	 1	   9.4994808037e-01	
              4	              7	              4	             10	 1	   9.2816370691e-01	
              5	              7	              4	             10	 1	   9.0480265604e-01	
              6	              7	              4	             10	 1	   8.8658410661e-01	
              7	              7	              4	             10	 1	   8.7006531735e-01	
              8	              7	              4	             10	 1	   8.5654196109e-01	
              9	              7	              4	             10	 1	   8.4739380791e-01	
             10	              7	              4	             10	 1	   8.4409214611e-01	
              0	              8	              4	             10	 1	   1.0000000000e+00	
              1	              8	              4	             10	 1	   9.8616773520e-01	
              2	              8	              4	             10	 1	   9.6933651551e-01	
              3	              8	              4	             10	 1	   9.4990048997e-01	
              4	              8	              4	             10	 1	   9.2837386373e-01	
              5	              8	              4	             10	 1	   9.0542841758e-01	
              6	              8	              4	             10	 1	   8.8756409855e-01	
              7	              8	              4	             10	 1	   8.7140054214e-01	
              8	              8	              4	             10	 1	   8.5820235859e-01	
              9	              8	              4	             10	 1	   8.4929648019e-01	
             10	              8	              4	             10	 1	   8.4608733968e-01	
              0	              9	              4	             10	 1	   1.0000000000e+00	
              1	              9	              4	             10	 1	   9.8613542712e-01	
              2	              9	              4	             10	 1	   9.6930110216e-01	
              3	              9	              4	             10	 1	   9.4992406159e-01	
              4	              9	              4	             10	 1	   9.2853744249e-01	
              5	              9	              4	             10	 1	   9.0580893242e-01	
              6	              9	              4	             10	 1	   8.8814305950e-01	
              7	              9	              4	             10	 1	   8.7218111186e-01	
              8	              9	              4	             10	 1	   8.5916478284e-01	
              9	              9	              4	             10	 1	   8.5039162384e-01	
             10	              9	              4	             10	 1	   8.4723243820e-01	
              0	             10	              4	             10	 1	   1.0000000000e+00	
              1	             10	              4	             10	 1	   9.8612867778e-01	
              2	             10	              4	             10	 1	   9.6929625266e-01	
              3	             10	              4	             10	 1	   9.4993961086e-01	
              4	             10	              4	             10	 1	   9.2859768448e-01	
              5	             10	              4	             10	 1	   9.0593725254e-01	
              6	             10	              4	             10	 1	   8.8833497455e-01	
              7	             10	              4	             10	 1	   8.7243814952e-01	
              8	             10	              4	             10	 1	   8.5948034154e-01	
              9	             10	              4	             10	 1	   8.5074957387e-01	
             10	             10	              4	             10	 1	   8.4760625736e-01	
              0	              0	              5	             10	 1	   1.0000000000e+00	
              1	              0	              5	             10	 1	   9.8666456900e-01	
              2	              0	              5	             10	 1	   9.7016555657e-01	
              3	              0	              5	             10	 1	   9.5063261872e-01	
              4	              0	              5	             10	 1	   9.2831706393e-01	
              5	              0	              5	             10	 1	   9.0360863959e-01	
              6	              0	              5	             10	 1	   8.8408710413e-01	
              7	              0	              5	             10	 1	   8.6630644062e-01	
              8	              0	              5	             10	 1	   8.5160875280e-01	
              9	              0	              5	             10	 1	   8.4156069564e-01	
             10	              0	              5	             10	 1	   8.3790789783e-01	
              0	              1	              5	             10	 1	   1.0000000000e+00	
              1	              1	              5	             10	 1	   9.8666285112e-01	
              2	              1	              5	             10	 1	   9.7017052101e-01	
              3	              1	              5	             10	 1	   9.5066248907e-01	
              4	              1	              5	             10	 1	   9.2839751105e-01	
              5	              1	              5	             10	 1	   9.0376767970e-01	
              6	              1	              5	             10	 1	   8.8432155992e-01	
              7	              1	              5	             10	 1	   8.6661878965e-01	
              8	              1	              5	             10	 1	   8.5199173908e-01	
              9	              1	              5	             10	 1	   8.4199529381e-01	
             10	              1	              5	             10	 1	   8.3836193504e-01	
              0	              2	              5	             10	 1	   1.0000000000e+00	
              1	              2	              5	             10	 1	   9.8664733692e-01	
              2	              2	              5	             10	 1	   9.7016701224e-01	
              3	              2	              5	             10	 1	   9.5073089093e-01	
              4	              2	              5	             10	 1	   9.2862118038e-01	
              5	              2	              5	             10	 1	   9.0423570866e-01	
              6	              2	              5	             10	 1	   8.8502081640e-01	
              7	              2	              5	             10	 1	   8.6755489234e-01	
              8	              2	              5	             10	 1	   8.5314266954e-01	
              9	              2	              5	             10	 1	   8.4330378389e-01	
             10	              2	              5	             10	 1	   8.3972995356e-01	
              0	              3	              5	             10	 1	   1.0000000000e+00	
              1	              3	              5	             10	 1	   9.8658218486e-01	
              2	              3	              5	             10	 1	   9.7009444357e-01	
              3	              3	              5	             10	 1	   9.5077044718e-01	
              4	              3	              5	             10	 1	   9.2893425400e-01	
              5	              3	              5	             10	 1	   9.0498998822e-01	
              6	              3	              5	             10	 1	   8.8617283465e-01	
              7	              3	              5	             10	 1	   8.6910785956e-01	
              8	              3	              5	             10	 1	   8.5506137714e-01	
              9	              3	              5	             10	 1	   8.4549395797e-01	
             10	              3	              5	             10	 1	   8.4202360631e-01	
              0	              4	              5	             10	 1	   1.0000000000e+00	
              1	              4	              5	             10	 1	   9.8638859347e-01	
              2	              4	              5	             10	 1	   9.6983592801e-01	
              3	              4	              5	             10	 1	   9.5065959620e-01	
              4	              4	              5	             10	 1	   9.2924374366e-01	
              5	              4	              5	             10	 1	   9.0601259300e-01	
              6	              4	              5	             10	 1	   8.8774819859e-01	
              7	              4	              5	             10	 1	   8.7123839794e-01	
              8	              4	              5	             10	 1	   8.5771215926e-01	
              9	              4	              5	             10	 1	   8.4854259236e-01	
             10	              4	              5	             10	 1	   8.4522707753e-01	
              0	              5	              5	             10	 1	   1.0000000000e+00	
              1	              5	              5	             10	 1	   9.8590524725e-01	
              2	              5	              5	             10	 1	   9.6922029092e-01	
              3	              5	              5	             10	 1	   9.5023412283e-01	
              4	              5	              5	             10	 1	   9.2939760918e-01	
              5	              5	              5	             10	 1	   9.0733872623e-01	
              6	              5	              5	             10	 1	   8.8961279900e-01	
              7	              5	              5	             10	 1	   8.7375355298e-01	
              8	              5	              5	             10	 1	   8.6088493792e-01	
              9	              5	              5	             10	 1	   8.5224993036e-01	
             10	              5	              5	             10	 1	   8.4915207058e-01	
              0	              6	              5	             10	 1	   1.0000000000e+00	
              1	              6	              5	             10	 1	   9.8560395894e-01	
              2	              6	              5	             10	 1	   9.6885285626e-01	
              3	              6	              5	             10	 1	   9.5000416601e-01	
              4	              6	              5	             10	 1	   9.2954503646e-01	
              5	              6	              5	             10	 1	   9.0822645102e-01	
              6	              6	              5	             10	 1	   8.9085955903e-01	
              7	              6	              5	             10	 1	   8.7542921802e-01	
              8	              6	              5	             10	 1	   8.6299020115e-01	
              9	              6	              5	             10	 1	   8.5470140034e-01	
             10	              6	              5	             10	 1	   8.5174367162e-01	
              0	              7	              5	             10	 1	   1.0000000000e+00	
              1	              7	              5	             10	 1	   9.8548035285e-01	
              2	              7	              5	             10	 1	   9.6870528968e-01	
              3	              7	              5	             10	 1	   9.4997667773e-01	
              4	              7	              5	             10	 1	   9.2980665633e-01	
              5	              7	              5	             10	 1	   9.0893841204e-01	
              6	              7	              5	             10	 1	   8.9192648337e-01	
              7	              7	              5	             10	 1	   8.7684983748e-01	
              8	              7	              5	             10	 1	   8.6473855619e-01	
              9	              7	              5	             10	 1	   8.5669664012e-01	
             10	              7	              5	             10	 1	   8.5383385482e-01	
              0	              8	              5	             10	 1	   1.0000000000e+00	
              1	              8	              5	             10	 1	   9.8543958543e-01	
              2	              8	              5	             10	 1	   9.6867197582e-01	
              3	              8	              5	             10	 1	   9.5003511354e-01	
              4	              8	              5	             10	 1	   9.3005713044e-01	
              5	              8	              5	             10	 1	   9.0946834847e-01	
              6	              8	              5	             10	 1	   8.9271078484e-01	
              7	              8	              5	             10	 1	   8.7788501424e-01	
              8	              8	              5	             10	 1	   8.6599824229e-01	
              9	              8	              5	             10	 1	   8.5811947786e-01	
             10	              8	              5	             10	 1	   8.5531788507e-01	
              0	              9	              5	             10	 1	   1.0000000000e+00	
              1	              9	              5	             10	 1	   9.8543109074e-01	
              2	              9	              5	             10	 1	   9.6867819726e-01	
              3	              9	              5	             10	 1	   9.5009896336e-01	
              4	              9	              5	             10	 1	   9.3023041716e-01	
              5	              9	              5	             10	 1	   9.0979662657e-01	
              6	              9	              5	             10	 1	   8.9318694786e-01	
              7	              9	              5	             10	 1	   8.7850813460e-01	
              8	              9	              5	             10	 1	   8.6675125529e-01	
              9	              9	              5	             10	 1	   8.5896531413e-01	
             10	              9	              5	             10	 1	   8.5619813019e-01	
              0	             10	              5	             10	 1	   1.0000000000e+00	
              1	             10	              5	             10	 1	   9.8543064816e-01	
              2	             10	              5	             10	 1	   9.6868432680e-01	
              3	             10	              5	             10	 1	   9.5012476156e-01	
              4	             10	              5	             10	 1	   9.3029182611e-01	
              5	             10	              5	             10	 1	   9.0990788476e-01	
              6	             10	              5	             10	 1	   8.9334644877e-01	
              7	             10	              5	             10	 1	   8.7871580726e-01	
              8	             10	              5	             10	 1	   8.6700135112e-01	
              9	             10	              5	             10	 1	   8.5924553538e-01	
             10	             10	              5	             10	 1	   8.5648946803e-01	
              0	              0	              6	             10	 1	   1.0000000000e+00	
              1	              0	              6	             10	 1	   9.8584632883e-01	
              2	              0	              6	             10	 1	   9.6908020619e-01	
              3	              0	              6	             10	 1	   9.4981426684e-01	
              4	              0	              6	             10	 1	   9.2846312521e-01	
              5	              0	              6	             10	 1	   9.0585060466e-01	
              6	              0	              6	             10	 1	   8.8739549370e-01	
              7	              0	              6	             10	 1	   8.7083954108e-01	
              8	              0	              6	             10	 1	   8.5736875784e-01	
              9	              0	              6	             10	 1	   8.4831848155e-01	
             10	              0	              6	             10	 1	   8.4507240215e-01	
              0	              1	              6	             10	 1	   1.0000000000e+00	
              1	              1	              6	             10	 1	   9.8584813549e-01	
              2	              1	              6	             10	 1	   9.6909211641e-01	
              3	              1	              6	             10	 1	   9.4985204598e-01	
              4	              1	              6	             10	 1	   9.2854679508e-01	
              5	              1	              6	             10	 1	   9.0599889201e-01	
              6	              1	              6	             10	 1	   8.8760613299e-01	
              7	              1	              6	             10	 1	   8.7111317560e-01	
              8	              1	              6	             10	 1	   8.5769839963e-01	
              9	              1	              6	             10	 1	   8.4868820550e-01	
             10	              1	              6	             10	 1	   8.4545699040e-01	
              0	              2	              6	             10	 1	   1.0000000000e+00	
              1	              2	              6	             10	 1	   9.8584585158e-01	
              2	              2	              6	             10	 1	   9.6911466698e-01	
              3	              2	              6	             10	 1	   9.4995054589e-01	
              4	              2	              6	             10	 1	   9.2878523148e-01	
              5	              2	              6	             10	 1	   9.0643578119e-01	
              6	              2	              6	             10	 1	   8.8823209657e-01	
              7	              2	              6	             10	 1	   8.7192907132e-01	
              8	              2	              6	             10	 1	   8.5868336636e-01	
              9	              2	              6	             10	 1	   8.4979462318e-01	
             10	              2	              6	             10	 1	   8.4660857720e-01	
              0	              3	              6	             10	 1	   1.0000000000e+00	
              1	              3	              6	             10	 1	   9.8581401320e-01	
              2	              3	              6	             10	 1	   9.6910627754e-01	
              3	              3	              6	             10	 1	   9.5006453990e-01	
              4	              3	              6	             10	 1	   9.2914159579e-01	
              5	              3	              6	             10	 1	   9.0714034993e-01	
              6	              3	              6	             10	 1	   8.8925516077e-01	
              7	              3	              6	             10	 1	   8.7326897164e-01	
              8	              3	              6	             10	 1	   8.6030720136e-01	
              9	              3	              6	             10	 1	   8.5162464010e-01	
             10	              3	              6	             10	 1	   8.4851587261e-01	
              0	              4	              6	             10	 1	   1.0000000000e+00	
              1	              4	              6	             10	 1	   9.8570133753e-01	
              2	              4	              6	             10	 1	   9.6899295938e-01	
              3	              4	              6	             10	 1	   9.5011909816e-01	
              4	              4	              6	             10	 1	   9.2955872482e-01	
              5	              4	              6	             10	 1	   9.0809211292e-01	
              6	              4	              6	             10	 1	   8.9064111084e-01	
              7	              4	              6	             10	 1	   8.7508845492e-01	
              8	              4	              6	             10	 1	   8.6252456904e-01	
              9	              4	              6	             10	 1	   8.5413819570e-01	
             10	              4	              6	             10	 1	   8.5114236068e-01	
              0	              5	              6	             10	 1	   1.0000000000e+00	
              1	              5	              6	             10	 1	   9.8541286649e-01	
              2	              5	              6	             10	 1	   9.6867381015e-01	
              3	              5	              6	             10	 1	   9.5002421740e-01	
              4	              5	              6	             10	 1	   9.2996791684e-01	
              5	              5	              6	             10	 1	   9.0931838602e-01	
              6	              5	              6	             10	 1	   8.9232287292e-01	
              7	              5	              6	             10	 1	   8.7729180583e-01	
              8	              5	              6	             10	 1	   8.6523466060e-01	
              9	              5	              6	             10	 1	   8.5724329266e-01	
             10	              5	              6	             10	 1	   8.5440338749e-01	
              0	              6	              6	             10	 1	   1.0000000000e+00	
              1	              6	              6	             10	 1	   9.8521560275e-01	
              2	              6	              6	             10	 1	   9.6846413954e-01	
              3	              6	              6	             10	 1	   9.4997819297e-01	
              4	              6	              6	             10	 1	   9.3027627218e-01	
              5	              6	              6	             10	 1	   9.1019965335e-01	
              6	              6	              6	             10	 1	   8.9353509610e-01	
              7	              6	              6	             10	 1	   8.7887671594e-01	
              8	              6	              6	             10	 1	   8.6717898919e-01	
              9	              6	              6	             10	 1	   8.5946626716e-01	
             10	              6	              6	             10	 1	   8.5673598018e-01	
              0	              7	              6	             10	 1	   1.0000000000e+00	
              1	              7	              6	             10	 1	   9.8514274338e-01	
              2	              7	              6	             10	 1	   9.6840137804e-01	
              3	              7	              6	             10	 1	   9.5004180331e-01	
              4	              7	              6	             10	 1	   9.3059382110e-01	
              5	              7	              6	             10	 1	   9.1087756501e-01	
              6	              7	              6	             10	 1	   8.9451059599e-01	
              7	              7	              6	             10	 1	   8.8014578415e-01	
              8	              7	              6	             10	 1	   8.6871466544e-01	
              9	              7	              6	             10	 1	   8.6119828380e-01	
             10	              7	              6	             10	 1	   8.5854227606e-01	
              0	              8	              6	             10	 1	   1.0000000000e+00	
              1	              8	              6	             10	 1	   9.8512503837e-01	
              2	              8	              6	             10	 1	   9.6840768555e-01	
              3	              8	              6	             10	 1	   9.5014065674e-01	
              4	              8	              6	             10	 1	   9.3086221881e-01	
              5	              8	              6	             10	 1	   9.1137690630e-01	
              6	              8	              6	             10	 1	   8.9522365133e-01	
              7	              8	              6	             10	 1	   8.8106748374e-01	
              8	              8	              6	             10	 1	   8.6982040087e-01	
              9	              8	              6	             10	 1	   8.6243561208e-01	
             10	              8	              6	             10	 1	   8.5982838402e-01	
              0	              9	              6	             10	 1	   1.0000000000e+00	
              1	              9	              6	             10	 1	   9.8512625367e-01	
              2	              9	              6	             10	 1	   9.6843056717e-01	
              3	              9	              6	             10	 1	   9.5022060505e-01	
              4	              9	              6	             10	 1	   9.3103981028e-01	
              5	              9	              6	             10	 1	   9.1168518831e-01	
              6	              9	              6	             10	 1	   8.9565760902e-01	
              7	              9	              6	             10	 1	   8.8162475155e-01	
              8	              9	              6	             10	 1	   8.7048524725e-01	
              9	              9	              6	             10	 1	   8.6317629458e-01	
             10	              9	              6	             10	 1	   8.6059690259e-01	
              0	             10	              6	             10	 1	   1.0000000000e+00	
              1	             10	              6	             10	 1	   9.8512846786e-01	
              2	             10	              6	             10	 1	   9.6844121570e-01	
              3	             10	              6	             10	 1	   9.5025058513e-01	
              4	             10	              6	             10	 1	   9.3110174426e-01	
              5	             10	              6	             10	 1	   9.1178954780e-01	
              6	             10	              6	             10	 1	   8.9580325185e-01	
              7	             10	              6	             10	 1	   8.8181104487e-01	
              8	             10	              6	             10	 1	   8.7070688438e-01	
              9	             10	              6	             10	 1	   8.6342271066e-01	
             10	             10	              6	             10	 1	   8.6085237861e-01	
              0	              0	              7	             10	 1	   1.0000000000e+00	
              1	              0	              7	             10	 1	   9.8552391585e-01	
              2	              0	              7	             10	 1	   9.6866145389e-01	
              3	              0	              7	             10	 1	   9.4964180673e-01	
              4	              0	              7	             10	 1	   9.2896417097e-01	
              5	              0	              7	             10	 1	   9.0746091444e-01	
              6	              0	              7	             10	 1	   8.8988734725e-01	
              7	              0	              7	             10	 1	   8.7421159509e-01	
              8	              0	              7	             10	 1	   8.6155852207e-01	
              9	              0	              7	             10	 1	   8.5312735449e-01	
             10	              0	              7	             10	 1	   8.5012033879e-01	
              0	              1	              7	             10	 1	   1.0000000000e+00	
              1	              1	              7	             10	 1	   9.8552869569e-01	
              2	              1	              7	             10	 1	   9.6867863544e-01	
              3	              1	              7	             10	 1	   9.4968476068e-01	
              4	              1	              7	             10	 1	   9.2904876973e-01	
              5	              1	              7	             10	 1	   9.0760096063e-01	
              6	              1	              7	             10	 1	   8.9008001098e-01	
              7	              1	              7	             10	 1	   8.7445662359e-01	
              8	              1	              7	             10	 1	   8.6184948968e-01	
              9	              1	              7	             10	 1	   8.5345080728e-01	
             10	              1	              7	             10	 1	   8.5045574499e-01	
              0	              2	              7	             10	 1	   1.0000000000e+00	
              1	              2	              7	             10	 1	   9.8553699573e-01	
              2	              2	              7	             10	 1	   9.6872006003e-01	
              3	              2	              7	             10	 1	   9.4980242951e-01	
              4	              2	              7	             10	 1	   9.2929305416e-01	
              5	              2	              7	             10	 1	   9.0801455979e-01	
              6	              2	              7	             10	 1	   8.9065237611e-01	
              7	              2	              7	             10	 1	   8.7518630611e-01	
              8	              2	              7	             10	 1	   8.6271744845e-01	
              9	              2	              7	             10	 1	   8.5441692196e-01	
             10	              2	              7	             10	 1	   8.5145807856e-01	
              0	              3	              7	             10	 1	   1.0000000000e+00	
              1	              3	              7	             10	 1	   9.8552873822e-01	
              2	              3	              7	             10	 1	   9.6875370041e-01	
              3	              3	              7	             10	 1	   9.4996075248e-01	
              4	              3	              7	             10	 1	   9.2966950297e-01	
              5	              3	              7	             10	 1	   9.0868499199e-01	
              6	              3	              7	             10	 1	   8.9158816313e-01	
              7	              3	              7	             10	 1	   8.7638335981e-01	
              8	              3	              7	             10	 1	   8.6414597170e-01	
              9	              3	              7	             10	 1	   8.5601153173e-01	
             10	              3	              7	             10	 1	   8.5311443203e-01	
              0	              4	              7	             10	 1	   1.0000000000e+00	
              1	              4	              7	             10	 1	   9.8546193575e-01	
              2	              4	              7	             10	 1	   9.6872059258e-01	
              3	              4	              7	             10	 1	   9.5010197126e-01	
              4	              4	              7	             10	 1	   9.3013594369e-01	
              5	              4	              7	             10	 1	   9.0959846660e-01	
              6	              4	              7	             10	 1	   8.9286163430e-01	
              7	              4	              7	             10	 1	   8.7801500964e-01	
              8	              4	              7	             10	 1	   8.6610300745e-01	
              9	              4	              7	             10	 1	   8.5820776691e-01	
             10	              4	              7	             10	 1	   8.5540107945e-01	
              0	              5	              7	             10	 1	   1.0000000000e+00	
              1	              5	              7	             10	 1	   9.8524821714e-01	
              2	              5	              7	             10	 1	   9.6852686011e-01	
              3	              5	              7	             10	 1	   9.5014508282e-01	
              4	              5	              7	             10	 1	   9.3063736543e-01	
              5	              5	              7	             10	 1	   9.1079078973e-01	
              6	              5	              7	             10	 1	   8.9443358797e-01	
              7	              5	              7	             10	 1	   8.8002776852e-01	
              8	              5	              7	             10	 1	   8.6853981049e-01	
              9	              5	              7	             10	 1	   8.6097085451e-01	
             10	              5	              7	             10	 1	   8.5829190182e-01	
              0	              6	              7	             10	 1	   1.0000000000e+00	
              1	              6	              7	             10	 1	   9.8509729712e-01	
              2	              6	              7	             10	 1	   9.6839492812e-01	
              3	              6	              7	             10	 1	   9.5018584062e-01	
              4	              6	              7	             10	 1	   9.3100740992e-01	
              5	              6	              7	             10	 1	   9.1166154498e-01	
              6	              6	              7	             10	 1	   8.9559072034e-01	
              7	              6	              7	             10	 1	   8.8150928797e-01	
              8	              6	              7	             10	 1	   8.7033094385e-01	
              9	              6	              7	             10	 1	   8.6299912908e-01	
             10	              6	              7	             10	 1	   8.6041275850e-01	
              0	              7	              7	             10	 1	   1.0000000000e+00	
              1	              7	              7	             10	 1	   9.8505323807e-01	
              2	              7	              7	             10	 1	   9.6838090161e-01	
              3	              7	              7	             10	 1	   9.5030090474e-01	
              4	              7	              7	             10	 1	   9.3135473038e-01	
              5	              7	              7	             10	 1	   9.1232204155e-01	
              6	              7	              7	             10	 1	   8.9650879298e-01	
              7	              7	              7	             10	 1	   8.8268026589e-01	
              8	              7	              7	             10	 1	   8.7172933740e-01	
              9	              7	              7	             10	 1	   8.6456318391e-01	
             10	              7	              7	             10	 1	   8.6203903472e-01	
              0	              8	              7	             10	 1	   1.0000000000e+00	
              1	              8	              7	             10	 1	   9.8505081927e-01	
              2	              8	              7	             10	 1	   9.6841300661e-01	
              3	              8	              7	             10	 1	   9.5042539112e-01	
              4	              8	              7	             10	 1	   9.3163379662e-01	
              5	              8	              7	             10	 1	   9.1280285056e-01	
              6	              8	              7	             10	 1	   8.9717487611e-01	
              7	              8	              7	             10	 1	   8.8352582574e-01	
              8	              8	              7	             10	 1	   8.7273173381e-01	
              9	              8	              7	             10	 1	   8.6567668591e-01	
             10	              8	              7	             10	 1	   8.6319347190e-01	
              0	              9	              7	             10	 1	   1.0000000000e+00	
              1	              9	              7	             10	 1	   9.8505907336e-01	
              2	              9	              7	             10	 1	   9.6844761646e-01	
              3	              9	              7	             10	 1	   9.5051623701e-01	
              4	              9	              7	             10	 1	   9.3181381228e-01	
              5	              9	              7	             10	 1	   9.1309775660e-01	
              6	              9	              7	             10	 1	   8.9757919040e-01	
              7	              9	              7	             10	 1	   8.8403649510e-01	
              8	              9	              7	             10	 1	   8.7333434494e-01	
              9	              9	              7	             10	 1	   8.6634356918e-01	
             10	              9	              7	             10	 1	   8.6388382056e-01	
              0	             10	              7	             10	 1	   1.0000000000e+00	
              1	             10	              7	             10	 1	   9.8506329254e-01	
              2	             10	              7	             10	 1	   9.6846156579e-01	
              3	             10	              7	             10	 1	   9.5054912934e-01	
              4	             10	              7	             10	 1	   9.3187593181e-01	
              5	             10	              7	             10	 1	   9.1319731160e-01	
              6	             10	              7	             10	 1	   8.9771479197e-01	
              7	             10	              7	             10	 1	   8.8420723948e-01	
              8	             10	              7	             10	 1	   8.7353536700e-01	
              9	             10	              7	             10	 1	   8.6656564913e-01	
             10	             10	              7	             10	 1	   8.6411356118e-01	
              0	              0	              8	             10	 1	   1.0000000000e+00	
              1	              0	              8	             10	 1	   9.8541474128e-01	
              2	              0	              8	             10	 1	   9.6855138363e-01	
              3	              0	              8	             10	 1	   9.4972440033e-01	
              4	              0	              8	             10	 1	   9.2947651799e-01	
              5	              0	              8	             10	 1	   9.0861492539e-01	
              6	              0	              8	             10	 1	   8.9162839402e-01	
              7	              0	              8	             10	 1	   8.7653489386e-01	
              8	              0	              8	             10	 1	   8.6440408006e-01	
              9	              0	              8	             10	 1	   8.5635316757e-01	
             10	              0	              8	             10	 1	   8.5348895586e-01	
              0	              1	              8	             10	 1	   1.0000000000e+00	
              1	              1	              8	             10	 1	   9.8542144425e-01	
              2	              1	              8	             10	 1	   9.6857181208e-01	
              3	              1	              8	             10	 1	   9.4977023750e-01	
              4	              1	              8	             10	 1	   9.2956104185e-01	
              5	              1	              8	             10	 1	   9.0874917400e-01	
              6	              1	              8	             10	 1	   8.9180898729e-01	
              7	              1	              8	             10	 1	   8.7676103908e-01	
              8	              1	              8	             10	 1	   8.6466981879e-01	
              9	              1	              8	             10	 1	   8.5664670668e-01	
             10	              1	              8	             10	 1	   8.5379268281e-01	
              0	              2	              8	             10	 1	   1.0000000000e+00	
              1	              2	              8	             10	 1	   9.8543630272e-01	
              2	              2	              8	             10	 1	   9.6862442743e-01	
              3	              2	              8	             10	 1	   9.4989832718e-01	
              4	              2	              8	             10	 1	   9.2980674574e-01	
              5	              2	              8	             10	 1	   9.0914655997e-01	
              6	              2	              8	             10	 1	   8.9234606217e-01	
              7	              2	              8	             10	 1	   8.7743490329e-01	
              8	              2	              8	             10	 1	   8.6546287306e-01	
              9	              2	              8	             10	 1	   8.5752379780e-01	
             10	              2	              8	             10	 1	   8.5470066060e-01	
              0	              3	              8	             10	 1	   1.0000000000e+00	
              1	              3	              8	             10	 1	   9.8544144531e-01	
              2	              3	              8	             10	 1	   9.6868119300e-01	
              3	              3	              8	             10	 1	   9.5007947813e-01	
              4	              3	              8	             10	 1	   9.3019070455e-01	
              5	              3	              8	             10	 1	   9.0979381716e-01	
              6	              3	              8	             10	 1	   8.9322662420e-01	
              7	              3	              8	             10	 1	   8.7854284831e-01	
              8	              3	              8	             10	 1	   8.6677078874e-01	
              9	              3	              8	             10	 1	   8.5897433629e-01	
             10	              3	              8	             10	 1	   8.5620402934e-01	
              0	              4	              8	             10	 1	   1.0000000000e+00	
              1	              4	              8	             10	 1	   9.8539748266e-01	
              2	              4	              8	             10	 1	   9.6868766288e-01	
              3	              4	              8	             10	 1	   9.5026160336e-01	
              4	              4	              8	             10	 1	   9.3067665263e-01	
              5	              4	              8	             10	 1	   9.1068229374e-01	
              6	              4	              8	             10	 1	   8.9443214537e-01	
              7	              4	              8	             10	 1	   8.8006195266e-01	
              8	              4	              8	             10	 1	   8.6857342064e-01	
              9	              4	              8	             10	 1	   8.6098444268e-01	
             10	              4	              8	             10	 1	   8.5829234163e-01	
              0	              5	              8	             10	 1	   1.0000000000e+00	
              1	              5	              8	             10	 1	   9.8521532685e-01	
              2	              5	              8	             10	 1	   9.6854865174e-01	
              3	              5	              8	             10	 1	   9.5036334157e-01	
              4	              5	              8	             10	 1	   9.3121199302e-01	
              5	              5	              8	             10	 1	   9.1185203443e-01	
              6	              5	              8	             10	 1	   8.9593574781e-01	
