              x	              y	              z	           time	in	                  A	                  B	                  C	                  D	
            100	            9.5	            5.5	            400	 1	   2.0410334333e-10	   5.0801322687e-06	   2.5297062004e-04	   1.3808864707e-03	
            104	            9.5	            5.5	            400	 1	   1.0097714462e-10	   3.1822310898e-06	   1.6609606041e-04	   9.2626429391e-04	
            108	            9.5	            5.5	            400	 1	   4.9580657920e-11	   1.9411638208e-06	   1.0557459933e-04	   5.9984073314e-04	
            112	            9.5	            5.5	            400	 1	   2.4143524945e-11	   1.1526019222e-06	   6.4988989865e-05	   3.7533176198e-04	
            116	            9.5	            5.5	            400	 1	   1.1649445156e-11	   6.6601054114e-07	   3.8762390000e-05	   2.2711038762e-04	
            120	            9.5	            5.5	            400	 1	   5.5640937430e-12	   3.7448687518e-07	   2.2413546718e-05	   1.3300488449e-04	
            124	            9.5	            5.5	            400	 1	   2.6279086398e-12	   2.0491465296e-07	   1.2571812834e-05	   7.5452075527e-05	
            128	            9.5	            5.5	            400	 1	   1.2259956579e-12	   1.0913493803e-07	   6.8445092487e-06	   4.1495963114e-05	
            132	            9.5	            5.5	            400	 1	   5.6437743593e-13	   5.6587253827e-08	   3.6192608359e-06	   2.2142223258e-05	
            136	            9.5	            5.5	            400	 1	   2.5613485787e-13	   2.8574151016e-08	   1.8599757058e-06	   1.1472431760e-05	
            140	            9.5	            5.5	            400	 1	   1.1282371190e-13	   1.4058139671e-08	   9.2966276590e-07	   5.7767296582e-06	
            144	            9.5	            5.5	            400	 1	   0.0000000000e+00	   6.7206092002e-09	   4.5080491291e-07	   2.8200163001e-06	
            148	            9.5	            5.5	            400	 1	   0.0000000000e+00	   3.4321106012e-09	   2.3287396937e-07	   1.4646590856e-06	
            150	            9.5	            5.5	            400	 1	   0.0000000000e+00	   2.8251153580e-09	   1.9246353912e-07	   1.2128003922e-06	
              0	           10.5	            5.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           10.5	            5.5	            400	 1	   5.6688840661e-06	   4.2405670176e-05	   4.2726199155e-05	   1.0999828325e-05	
              8	           10.5	            5.5	            400	 1	   1.5946548112e-05	   1.8069753072e-04	   2.6764284085e-04	   1.1567816141e-04	
             12	           10.5	            5.5	            400	 1	   2.3920201028e-05	   3.8664983341e-04	   7.4916848148e-04	   4.2197705636e-04	
             16	           10.5	            5.5	            400	 1	   2.6218670687e-05	   5.9475904252e-04	   1.4549649941e-03	   1.0101968685e-03	
             20	           10.5	            5.5	            400	 1	   2.3699092485e-05	   7.5090094596e-04	   2.2785534175e-03	   1.9020072792e-03	
             24	           10.5	            5.5	            400	 1	   1.8795296816e-05	   8.3151291947e-04	   3.0949721952e-03	   3.0598152729e-03	
             28	           10.5	            5.5	            400	 1	   1.3566869953e-05	   8.3937916541e-04	   3.8015745737e-03	   4.4047326411e-03	
             32	           10.5	            5.5	            400	 1	   9.1259632831e-06	   7.9157709146e-04	   4.3351686397e-03	   5.8393669598e-03	
             36	           10.5	            5.5	            400	 1	   5.8136201015e-06	   7.0898818938e-04	   4.6714867731e-03	   7.2663415517e-03	
             40	           10.5	            5.5	            400	 1	   3.5478460155e-06	   6.1012755217e-04	   4.8157925760e-03	   8.5987005269e-03	
             44	           10.5	            5.5	            400	 1	   2.0916647438e-06	   5.0870554230e-04	   4.7912493939e-03	   9.7624445252e-03	
             48	           10.5	            5.5	            400	 1	   1.1989066358e-06	   4.1346940826e-04	   4.6287734251e-03	   1.0694297635e-02	
             52	           10.5	            5.5	            400	 1	   6.7137550425e-07	   3.2909126253e-04	   4.3599521987e-03	   1.1339191738e-02	
             56	           10.5	            5.5	            400	 1	   3.6871664736e-07	   2.5733580697e-04	   4.0132812692e-03	   1.1651362332e-02	
             60	           10.5	            5.5	            400	 1	   1.9919823420e-07	   1.9812764577e-04	   3.6131582868e-03	   1.1600417856e-02	
             64	           10.5	            5.5	            400	 1	   1.0612119259e-07	   1.5037855594e-04	   3.1805982903e-03	   1.1180399541e-02	
             68	           10.5	            5.5	            400	 1	   5.5859718622e-08	   1.1255932827e-04	   2.7344943119e-03	   1.0417471644e-02	
             72	           10.5	            5.5	            400	 1	   2.9098460606e-08	   8.3054071077e-05	   2.2924647976e-03	   9.3718022924e-03	
             76	           10.5	            5.5	            400	 1	   1.5020282366e-08	   6.0351301730e-05	   1.8708157155e-03	   8.1314305092e-03	
             80	           10.5	            5.5	            400	 1	   7.6908141828e-09	   4.3125333785e-05	   1.4836946101e-03	   6.7992108759e-03	
             84	           10.5	            5.5	            400	 1	   3.9093194698e-09	   3.0252942659e-05	   1.1419029459e-03	   5.4765919037e-03	
             88	           10.5	            5.5	            400	 1	   1.9738666695e-09	   2.0798644159e-05	   8.5193694275e-04	   4.2488664834e-03	
             92	           10.5	            5.5	            400	 1	   9.9033179493e-10	   1.3989899541e-05	   6.1566698283e-04	   3.1755211444e-03	
             96	           10.5	            5.5	            400	 1	   4.9380018141e-10	   9.1932069599e-06	   4.3077112918e-04	   2.2871733424e-03	
            100	           10.5	            5.5	            400	 1	   2.4467577968e-10	   5.8946534803e-06	   2.9176291234e-04	   1.5884008382e-03	
            104	           10.5	            5.5	            400	 1	   1.2043748670e-10	   3.6844104316e-06	   1.9129982573e-04	   1.0643506882e-03	
            108	           10.5	            5.5	            400	 1	   5.8861570442e-11	   2.2432974121e-06	   1.2144948367e-04	   6.8864408985e-04	
            112	           10.5	            5.5	            400	 1	   2.8541679122e-11	   1.3298617718e-06	   7.4684082133e-05	   4.3056041057e-04	
            116	           10.5	            5.5	            400	 1	   1.3718745168e-11	   7.6737332769e-07	   4.4505111760e-05	   2.6035028916e-04	
            120	           10.5	            5.5	            400	 1	   6.5297557065e-12	   4.3096424888e-07	   2.5714040313e-05	   1.5237947202e-04	
            124	           10.5	            5.5	            400	 1	   3.0743969202e-12	   2.3557244266e-07	   1.4413165436e-05	   8.6396830627e-05	
            128	           10.5	            5.5	            400	 1	   1.4303081310e-12	   1.2534851715e-07	   7.8422439792e-06	   4.7492561406e-05	
            132	           10.5	            5.5	            400	 1	   6.5680832097e-13	   6.4942074940e-08	   4.1446131305e-06	   2.5331197710e-05	
            136	           10.5	            5.5	            400	 1	   2.9742286497e-13	   3.2769807891e-08	   2.1289359380e-06	   1.3119681091e-05	
            140	           10.5	            5.5	            400	 1	   1.3230759360e-13	   1.6112251221e-08	   1.0636369596e-06	   6.6038784518e-06	
            144	           10.5	            5.5	            400	 1	   2.9316830391e-14	   7.6983110688e-09	   5.1557059696e-07	   3.2227899777e-06	
            148	           10.5	            5.5	            400	 1	   0.0000000000e+00	   3.9296613842e-09	   2.6624707610e-07	   1.6734249225e-06	
            150	           10.5	            5.5	            400	 1	   0.0000000000e+00	   3.2341650287e-09	   2.2002134310e-07	   1.3855436919e-06	
              0	           11.5	            5.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           11.5	            5.5	            400	 1	   1.0869517793e-05	   7.3917173080e-05	   7.1785620430e-05	   1.8831001805e-05	
              8	           11.5	            5.5	            400	 1	   2.8285521488e-05	   2.9046823996e-04	   4.0946388977e-04	   1.7210548938e-04	
             12	           11.5	            5.5	            400	 1	   4.0031930430e-05	   5.8904229795e-04	   1.0885966838e-03	   5.9494594136e-04	
             16	           11.5	            5.5	            400	 1	   4.1872651964e-05	   8.6939088742e-04	   2.0364354085e-03	   1.3742429711e-03	
             20	           11.5	            5.5	            400	 1	   3.6407786554e-05	   1.0613876892e-03	   3.0957408372e-03	   2.5174384335e-03	
             24	           11.5	            5.5	            400	 1	   2.7943029075e-05	   1.1428329042e-03	   4.1028197147e-03	   3.9603859099e-03	
             28	           11.5	            5.5	            400	 1	   1.9611771867e-05	   1.1264609369e-03	   4.9355603128e-03	   5.5948509749e-03	
             32	           11.5	            5.5	            400	 1	   1.2875661837e-05	   1.0406966090e-03	   5.5280781227e-03	   7.2980104657e-03	
             36	           11.5	            5.5	            400	 1	   8.0301491250e-06	   9.1556598102e-04	   5.8642056914e-03	   8.9541083654e-03	
             40	           11.5	            5.5	            400	 1	   4.8097561215e-06	   7.7558230660e-04	   5.9623361857e-03	   1.0465150974e-02	
             44	           11.5	            5.5	            400	 1	   2.7889546617e-06	   6.3768711544e-04	   5.8596402757e-03	   1.1752021390e-02	
             48	           11.5	            5.5	            400	 1	   1.5750298447e-06	   5.1188611006e-04	   5.5995009764e-03	   1.2750210314e-02	
             52	           11.5	            5.5	            400	 1	   8.7029910608e-07	   4.0289917482e-04	   5.2233827772e-03	   1.3405543175e-02	
             56	           11.5	            5.5	            400	 1	   4.7222205405e-07	   3.1190417072e-04	   4.7669382539e-03	   1.3674362480e-02	
             60	           11.5	            5.5	            400	 1	   2.5232673273e-07	   2.3798312740e-04	   4.2593980692e-03	   1.3529647553e-02	
             64	           11.5	            5.5	            400	 1	   1.3308061719e-07	   1.7917154300e-04	   3.7248976673e-03	   1.2970756636e-02	
             68	           11.5	            5.5	            400	 1	   6.9407269528e-08	   1.3314384844e-04	   3.1843369179e-03	   1.2031819807e-02	
             72	           11.5	            5.5	            400	 1	   3.5849690796e-08	   9.7613357479e-05	   2.6566734201e-03	   1.0783752652e-02	
             76	           11.5	            5.5	            400	 1	   1.8360430921e-08	   7.0530166910e-05	   2.1591269545e-03	   9.3273950319e-03	
             80	           11.5	            5.5	            400	 1	   9.3329208332e-09	   5.0149828448e-05	   1.7064007147e-03	   7.7789873475e-03	
             84	           11.5	            5.5	            400	 1	   4.7121003141e-09	   3.5029747645e-05	   1.3094622692e-03	   6.2521809934e-03	
             88	           11.5	            5.5	            400	 1	   2.3643310379e-09	   2.3993468687e-05	   9.7453972263e-04	   4.8417572662e-03	
             92	           11.5	            5.5	            400	 1	   1.1793506987e-09	   1.6087505560e-05	   7.0280409027e-04	   3.6130845079e-03	
             96	           11.5	            5.5	            400	 1	   5.8488327262e-10	   1.0542802442e-05	   4.9087488375e-04	   2.5989447321e-03	
            100	           11.5	            5.5	            400	 1	   2.8836372439e-10	   6.7442511298e-06	   3.3197506671e-04	   1.8029186771e-03	
            104	           11.5	            5.5	            400	 1	   1.4129045913e-10	   4.2070367833e-06	   2.1738841076e-04	   1.2069441127e-03	
            108	           11.5	            5.5	            400	 1	   6.8761882780e-11	   2.5571256772e-06	   1.3786139203e-04	   7.8026108910e-04	
            112	           11.5	            5.5	            400	 1	   3.3214099359e-11	   1.5136775081e-06	   8.4696494668e-05	   4.8749323610e-04	
            116	           11.5	            5.5	            400	 1	   1.5908816471e-11	   8.7233480055e-07	   5.0430339335e-05	   2.9459190500e-04	
            120	           11.5	            5.5	            400	 1	   7.5482819836e-12	   4.8937451137e-07	   2.9116699863e-05	   1.7232568468e-04	
            124	           11.5	            5.5	            400	 1	   3.5438719970e-12	   2.6724548308e-07	   1.6310187292e-05	   9.7658397107e-05	
            128	           11.5	            5.5	            400	 1	   1.6445415154e-12	   1.4208336897e-07	   8.8695096010e-06	   5.3659774610e-05	
            132	           11.5	            5.5	            400	 1	   7.5348399751e-13	   7.3558451949e-08	   4.6852198522e-06	   2.8609498451e-05	
            136	           11.5	            5.5	            400	 1	   3.4050626778e-13	   3.7093699509e-08	   2.4055716344e-06	   1.4812420330e-05	
            140	           11.5	            5.5	            400	 1	   1.5174354191e-13	   1.8227795798e-08	   1.2013746978e-06	   7.4535749068e-06	
            144	           11.5	            5.5	            400	 1	   4.7072442852e-14	   8.7046869637e-09	   5.8212977272e-07	   3.6364135085e-06	
            148	           11.5	            5.5	            400	 1	   0.0000000000e+00	   4.4415752088e-09	   3.0053365396e-07	   1.8877602225e-06	
            150	           11.5	            5.5	            400	 1	   0.0000000000e+00	   3.6549564180e-09	   2.4833034601e-07	   1.5628797183e-06	
              0	           12.5	            5.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           12.5	            5.5	            400	 1	   1.9554687822e-05	   1.2125631309e-04	   1.1322818738e-04	   2.9804647586e-05	
              8	           12.5	            5.5	            400	 1	   4.7309669476e-05	   4.4363597352e-04	   5.9727500147e-04	   2.4449705787e-04	
             12	           12.5	            5.5	            400	 1	   6.3433712389e-05	   8.5745729807e-04	   1.5182028443e-03	   8.0737994573e-04	
             16	           12.5	            5.5	            400	 1	   6.3563514744e-05	   1.2197048712e-03	   2.7481403220e-03	   1.8079000718e-03	
             20	           12.5	            5.5	            400	 1	   5.3358293689e-05	   1.4452704703e-03	   4.0696852152e-03	   3.2332702758e-03	
             24	           12.5	            5.5	            400	 1	   3.9765860932e-05	   1.5179702894e-03	   5.2778819431e-03	   4.9875197566e-03	
             28	           12.5	            5.5	            400	 1	   2.7220915245e-05	   1.4649778932e-03	   6.2332863100e-03	   6.9298000202e-03	
             32	           12.5	            5.5	            400	 1	   1.7490942045e-05	   1.3290472901e-03	   6.8714421665e-03	   8.9107017870e-03	
             36	           12.5	            5.5	            400	 1	   1.0706115047e-05	   1.1508479358e-03	   7.1885393893e-03	   1.0796559404e-02	
             40	           12.5	            5.5	            400	 1	   6.3077718095e-06	   9.6137013676e-04	   7.2195767340e-03	   1.2479793035e-02	
             44	           12.5	            5.5	            400	 1	   3.6045021097e-06	   7.8070291424e-04	   7.0181616545e-03	   1.3878040682e-02	
             48	           12.5	            5.5	            400	 1	   2.0091618857e-06	   6.1978395795e-04	   6.6416092039e-03	   1.4927457452e-02	
             52	           12.5	            5.5	            400	 1	   1.0971910661e-06	   4.8299635451e-04	   6.1419793195e-03	   1.5576453278e-02	
             56	           12.5	            5.5	            400	 1	   5.8901769571e-07	   3.7057797007e-04	   5.5622873837e-03	   1.5784854445e-02	
             60	           12.5	            5.5	            400	 1	   3.1169257764e-07	   2.8047958177e-04	   4.9364877792e-03	   1.5530046759e-02	
             64	           12.5	            5.5	            400	 1	   1.6293584845e-07	   2.0964016104e-04	   4.2915581871e-03	   1.4817417246e-02	
             68	           12.5	            5.5	            400	 1	   8.4286446077e-08	   1.5477731479e-04	   3.6500564482e-03	   1.3689487915e-02	
             72	           12.5	            5.5	            400	 1	   4.3208007326e-08	   1.1282047669e-04	   3.0319201915e-03	   1.2228108795e-02	
             76	           12.5	            5.5	            400	 1	   2.1975168816e-08	   8.1103616319e-05	   2.4549474596e-03	   1.0546918016e-02	
             80	           12.5	            5.5	            400	 1	   1.1098310996e-08	   5.7411190681e-05	   1.9341016700e-03	   8.7753998863e-03	
             84	           12.5	            5.5	            400	 1	   5.5698434533e-09	   3.9946577197e-05	   1.4802672565e-03	   7.0391761990e-03	
             88	           12.5	            5.5	            400	 1	   2.7791314819e-09	   2.7269731963e-05	   1.0992011624e-03	   5.4422381436e-03	
             92	           12.5	            5.5	            400	 1	   1.3790722955e-09	   1.8231665988e-05	   7.9121482852e-04	   4.0555486299e-03	
             96	           12.5	            5.5	            400	 1	   6.8064125959e-10	   1.1918529789e-05	   5.5174671676e-04	   2.9137859870e-03	
            100	           12.5	            5.5	            400	 1	   3.3407944043e-10	   7.6082386636e-06	   3.7263850429e-04	   2.0193020152e-03	
            104	           12.5	            5.5	            400	 1	   1.6301665442e-10	   4.7374301256e-06	   2.4373522576e-04	   1.3506373333e-03	
            108	           12.5	            5.5	            400	 1	   7.9035503149e-11	   2.8750601404e-06	   1.5441716760e-04	   8.7250719942e-04	
            112	           12.5	            5.5	            400	 1	   3.8044721538e-11	   1.6996179442e-06	   9.4786933259e-05	   5.4477530221e-04	
            116	           12.5	            5.5	            400	 1	   1.8165378349e-11	   9.7837181784e-07	   5.6396758675e-05	   3.2902171648e-04	
            120	           12.5	            5.5	            400	 1	   8.5945000243e-12	   5.4831716378e-07	   3.2540527043e-05	   1.9237036675e-04	
            124	           12.5	            5.5	            400	 1	   4.0247675975e-12	   2.9917612568e-07	   1.8217798022e-05	   1.0897000483e-04	
            128	           12.5	            5.5	            400	 1	   1.8634355749e-12	   1.5894002811e-07	   9.9019321021e-06	   5.9851694867e-05	
            132	           12.5	            5.5	            400	 1	   8.5203937051e-13	   8.2231104499e-08	   5.2282719270e-06	   3.1899654414e-05	
            136	           12.5	            5.5	            400	 1	   3.8434039566e-13	   4.1442991005e-08	   2.6833365515e-06	   1.6510689467e-05	
            140	           12.5	            5.5	            400	 1	   1.7119373880e-13	   2.0354539524e-08	   1.3396203623e-06	   8.3057797205e-06	
            144	           12.5	            5.5	            400	 1	   6.0469965272e-14	   9.7158722341e-09	   6.4891088536e-07	   4.0511405374e-06	
            148	           12.5	            5.5	            400	 1	   0.0000000000e+00	   4.9557272955e-09	   3.3492484546e-07	   2.1026181572e-06	
            150	           12.5	            5.5	            400	 1	   0.0000000000e+00	   4.0775273360e-09	   2.7672291051e-07	   1.7406338996e-06	
              0	           13.5	            5.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           13.5	            5.5	            400	 1	   3.2627947781e-05	   1.8600755853e-04	   1.6730905966e-04	   4.3858201859e-05	
              8	           13.5	            5.5	            400	 1	   7.3964667378e-05	   6.4066305992e-04	   8.2848148826e-04	   3.3129646595e-04	
             12	           13.5	            5.5	            400	 1	   9.4561724068e-05	   1.1885841012e-03	   2.0282919461e-03	   1.0535214085e-03	
             16	           13.5	            5.5	            400	 1	   9.1289235085e-05	   1.6384044863e-03	   3.5707989427e-03	   2.2982597289e-03	
             20	           13.5	            5.5	            400	 1	   7.4352506701e-05	   1.8926807712e-03	   5.1715974501e-03	   4.0272250976e-03	
             24	           13.5	            5.5	            400	 1	   5.4039176691e-05	   1.9462100168e-03	   6.5838248166e-03	   6.1085633196e-03	
             28	           13.5	            5.5	            400	 1	   3.6214105757e-05	   1.8446917745e-03	   7.6536841442e-03	   8.3667774300e-03	
             32	           13.5	            5.5	            400	 1	   2.2848473878e-05	   1.6476266015e-03	   8.3222943111e-03	   1.0625697615e-02	
             36	           13.5	            5.5	            400	 1	   1.3764665961e-05	   1.4073619642e-03	   8.6020142409e-03	   1.2734847770e-02	
             40	           13.5	            5.5	            400	 1	   7.9968914147e-06	   1.1615439410e-03	   8.5472968367e-03	   1.4578810048e-02	
             44	           13.5	            5.5	            400	 1	   4.5130939578e-06	   9.3316659977e-04	   8.2299905105e-03	   1.6073892119e-02	
             48	           13.5	            5.5	            400	 1	   2.4876330220e-06	   7.3371127800e-04	   7.7222788549e-03	   1.7158694506e-02	
             52	           13.5	            5.5	            400	 1	   1.3448252565e-06	   5.6683480740e-04	   7.0871363561e-03	   1.7785707149e-02	
             56	           13.5	            5.5	            400	 1	   7.1535941534e-07	   4.3150558660e-04	   6.3748730441e-03	   1.7919391738e-02	
             60	           13.5	            5.5	            400	 1	   3.7538693954e-07	   3.2428900536e-04	   5.6238869845e-03	   1.7542336482e-02	
             64	           13.5	            5.5	            400	 1	   1.9472663035e-07	   2.4084281709e-04	   4.8636242360e-03	   1.6666406468e-02	
             68	           13.5	            5.5	            400	 1	   1.0001953723e-07	   1.7679915874e-04	   4.1179050098e-03	   1.5342642387e-02	
             72	           13.5	            5.5	            400	 1	   5.0937989596e-08	   1.2821684497e-04	   3.4072702879e-03	   1.3663676386e-02	
             76	           13.5	            5.5	            400	 1	   2.5749412844e-08	   9.1756777707e-05	   2.7497602149e-03	   1.1755579331e-02	
             80	           13.5	            5.5	            400	 1	   1.2931120278e-08	   6.4695823564e-05	   2.1603135242e-03	   9.7605843097e-03	
             84	           13.5	            5.5	            400	 1	   6.4555973551e-09	   4.4860491304e-05	   1.6495020868e-03	   7.8157473541e-03	
             88	           13.5	            5.5	            400	 1	   3.2053367111e-09	   3.0533232256e-05	   1.2224373171e-03	   6.0337701189e-03	
             92	           13.5	            5.5	            400	 1	   1.5833233146e-09	   2.0361353721e-05	   8.7844752843e-04	   4.4908017059e-03	
             96	           13.5	            5.5	            400	 1	   7.7814102961e-10	   1.3281593432e-05	   6.1171013906e-04	   3.2231249918e-03	
            100	           13.5	            5.5	            400	 1	   3.8043577786e-10	   8.4624535906e-06	   4.1264000224e-04	   2.2316870019e-03	
            104	           13.5	            5.5	            400	 1	   1.8496316036e-10	   5.2608672819e-06	   2.6962277112e-04	   1.4915523068e-03	
            108	           13.5	            5.5	            400	 1	   8.9376581194e-11	   3.1883333657e-06	   1.7066802484e-04	   9.6290180695e-04	
            112	           13.5	            5.5	            400	 1	   4.2891158547e-11	   1.8825855743e-06	   1.0468297940e-04	   6.0087110830e-04	
            116	           13.5	            5.5	            400	 1	   2.0422544352e-11	   1.0825924611e-06	   6.2243865713e-05	   3.6271939154e-04	
            120	           13.5	            5.5	            400	 1	   9.6381399785e-12	   6.0619205246e-07	   3.5893707878e-05	   2.1197904849e-04	
            124	           13.5	            5.5	            400	 1	   4.5032906898e-12	   3.3050105422e-07	   2.0084986464e-05	   1.2003071475e-04	
            128	           13.5	            5.5	            400	 1	   2.0807634970e-12	   1.7546438361e-07	   1.0911972764e-05	   6.5903919185e-05	
            132	           13.5	            5.5	            400	 1	   9.4969276463e-13	   9.0727146763e-08	   5.7593165348e-06	   3.5114465438e-05	
            136	           13.5	            5.5	            400	 1	   4.2769745821e-13	   4.5701226893e-08	   2.9548531430e-06	   1.8169552077e-05	
            140	           13.5	            5.5	            400	 1	   1.9031866058e-13	   2.2435684151e-08	   1.4747087776e-06	   9.1379768507e-06	
            144	           13.5	            5.5	            400	 1	   7.0745598951e-14	   1.0704923492e-08	   7.1414634512e-07	   4.4560283642e-06	
            148	           13.5	            5.5	            400	 1	   0.0000000000e+00	   5.4584430800e-09	   3.6851158197e-07	   2.3123358475e-06	
            150	           13.5	            5.5	            400	 1	   0.0000000000e+00	   4.4906463198e-09	   3.0444888249e-07	   1.9141230826e-06	
              0	           14.5	            5.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           14.5	            5.5	            400	 1	   4.9837889963e-05	   2.6517364314e-04	   2.3115297830e-04	   6.0211839286e-05	
              8	           14.5	            5.5	            400	 1	   1.0716353887e-04	   8.7128241177e-04	   1.0908200730e-03	   4.2798531673e-04	
             12	           14.5	            5.5	            400	 1	   1.3187460228e-04	   1.5649738717e-03	   2.5927275748e-03	   1.3212142598e-03	
             16	           14.5	            5.5	            400	 1	   1.2359399503e-04	   2.1039256044e-03	   4.4639629203e-03	   2.8222001135e-03	
             20	           14.5	            5.5	            400	 1	   9.8280831619e-05	   2.3813491258e-03	   6.3494537100e-03	   4.8633664697e-03	
             24	           14.5	            5.5	            400	 1	   7.0020416178e-05	   2.4069998482e-03	   7.9612734516e-03	   7.2745990562e-03	
             28	           14.5	            5.5	            400	 1	   4.6135054267e-05	   2.2480103841e-03	   9.1343698554e-03	   9.8451392449e-03	
             32	           14.5	            5.5	            400	 1	   2.8683964443e-05	   1.9821525675e-03	   9.8189136048e-03	   1.2372841137e-02	
             36	           14.5	            5.5	            400	 1	   1.7059114030e-05	   1.6739539284e-03	   1.0046268477e-02	   1.4691998836e-02	
             40	           14.5	            5.5	            400	 1	   9.7982594720e-06	   1.3676435120e-03	   9.8922112374e-03	   1.6681197183e-02	
             44	           14.5	            5.5	            400	 1	   5.4733713474e-06	   1.0888050517e-03	   9.4478073372e-03	   1.8257160410e-02	
             48	           14.5	            5.5	            400	 1	   2.9891701726e-06	   8.4909930715e-04	   8.8004218545e-03	   1.9362412021e-02	
             52	           14.5	            5.5	            400	 1	   1.6024313163e-06	   6.5113482292e-04	   8.0238397609e-03	   1.9954672772e-02	
             56	           14.5	            5.5	            400	 1	   8.4586485847e-07	   4.9236050901e-04	   7.1753419651e-03	   2.0003856881e-02	
             60	           14.5	            5.5	            400	 1	   4.4074921259e-07	   3.6777760926e-04	   6.2973591977e-03	   1.9498237148e-02	
             64	           14.5	            5.5	            400	 1	   2.2714985316e-07	   2.7164239094e-04	   5.4213839198e-03	   1.8456296964e-02	
             68	           14.5	            5.5	            400	 1	   1.1597332272e-07	   1.9842458739e-04	   4.5721035758e-03	   1.6937396021e-02	
             72	           14.5	            5.5	            400	 1	   5.8734023518e-08	   1.4326544747e-04	   3.7703108135e-03	   1.5044442788e-02	
             76	           14.5	            5.5	            400	 1	   2.9536533384e-08	   1.0212558019e-04	   3.0339873185e-03	   1.2915206946e-02	
             80	           14.5	            5.5	            400	 1	   1.4761362233e-08	   7.1759487495e-05	   2.3778024953e-03	   1.0703823112e-02	
             84	           14.5	            5.5	            400	 1	   7.3361111862e-09	   4.9609619031e-05	   1.8118299994e-03	   8.5579484597e-03	
             88	           14.5	            5.5	            400	 1	   3.6272147980e-09	   3.3678182441e-05	   1.3404091575e-03	   6.5982865854e-03	
             92	           14.5	            5.5	            400	 1	   1.7846891570e-09	   2.2408529290e-05	   9.6181348062e-04	   4.9056593531e-03	
             96	           14.5	            5.5	            400	 1	   8.7390088338e-10	   1.4589007009e-05	   6.6893393252e-04	   3.5176579207e-03	
            100	           14.5	            5.5	            400	 1	   4.2580384169e-10	   9.2802647816e-06	   4.5076770992e-04	   2.4337250829e-03	
            104	           14.5	            5.5	            400	 1	   2.0637084882e-10	   5.7611941213e-06	   2.9427222157e-04	   1.6254993300e-03	
            108	           14.5	            5.5	            400	 1	   9.9432809093e-11	   3.4873630100e-06	   1.8612801192e-04	   1.0487698115e-03	
            112	           14.5	            5.5	            400	 1	   4.7590721774e-11	   2.0570274741e-06	   1.1409027225e-04	   6.5412736168e-04	
            116	           14.5	            5.5	            400	 1	   2.2605594684e-11	   1.1818553704e-06	   6.7798541359e-05	   3.9469534517e-04	
            120	           14.5	            5.5	            400	 1	   1.0645107112e-11	   6.6126524566e-07	   3.9077366971e-05	   2.3057772531e-04	
            124	           14.5	            5.5	            400	 1	   4.9640007064e-12	   3.6028674993e-07	   2.1856893004e-05	   1.3051766478e-04	
            128	           14.5	            5.5	            400	 1	   2.2895930163e-12	   1.9116629653e-07	   1.1870050596e-05	   7.1640230763e-05	
            132	           14.5	            5.5	            400	 1	   1.0433624800e-12	   9.8795617715e-08	   6.2628453551e-06	   3.8160541908e-05	
            136	           14.5	            5.5	            400	 1	   4.6922208935e-13	   4.9743088639e-08	   3.2122124471e-06	   1.9740917417e-05	
            140	           14.5	            5.5	            400	 1	   2.0857070107e-13	   2.4410183870e-08	   1.6027140197e-06	   9.9260855982e-06	
            144	           14.5	            5.5	            400	 1	   7.9936085641e-14	   1.1642914982e-08	   7.7594421450e-07	   4.8393808061e-06	
            148	           14.5	            5.5	            400	 1	   0.0000000000e+00	   5.9350543676e-09	   4.0032141957e-07	   2.5108633745e-06	
            150	           14.5	            5.5	            400	 1	   0.0000000000e+00	   4.8822693609e-09	   3.3070597814e-07	   2.0783448724e-06	
              0	           15.5	            5.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           15.5	            5.5	            400	 1	   6.8897524421e-05	   3.4999139069e-04	   2.9857007687e-04	   7.7395406527e-05	
              8	           15.5	            5.5	            400	 1	   1.4303689673e-04	   1.1138222584e-03	   1.3629444414e-03	   5.2743942632e-04	
             12	           15.5	            5.5	            400	 1	   1.7154236115e-04	   1.9556712966e-03	   3.1709576570e-03	   1.5929299256e-03	
             16	           15.5	            5.5	            400	 1	   1.5752394902e-04	   2.5819833617e-03	   5.3693916430e-03	   3.3482641105e-03	
             20	           15.5	            5.5	            400	 1	   1.2316747651e-04	   2.8784342710e-03	   7.5322275972e-03	   5.6948363508e-03	
             24	           15.5	            5.5	            400	 1	   8.6501717054e-05	   2.8716464164e-03	   9.3323792640e-03	   8.4239342665e-03	
             28	           15.5	            5.5	            400	 1	   5.6288894852e-05	   2.6513812906e-03	   1.0596155869e-02	   1.1290479569e-02	
             32	           15.5	            5.5	            400	 1	   3.4614554761e-05	   2.3141345208e-03	   1.1285040587e-02	   1.4068055310e-02	
