              x	              y	              z	           time	in	                  A	                  B	                  C	                  D	
             32	           10.5	           -4.5	            400	 1	   2.2049364440e-10	   1.2888498348e-07	   1.5684158187e-06	   3.5806691398e-06	
             36	           10.5	           -4.5	            400	 1	   2.2712086897e-10	   1.8545717095e-07	   2.6639803555e-06	   6.9094068006e-06	
             40	           10.5	           -4.5	            400	 1	   2.1602225031e-10	   2.4547308096e-07	   4.1287403734e-06	   1.2020673684e-05	
             44	           10.5	           -4.5	            400	 1	   1.9216834603e-10	   3.0305951699e-07	   5.9211026605e-06	   1.9127618620e-05	
             48	           10.5	           -4.5	            400	 1	   1.6147486234e-10	   3.5250048770e-07	   7.9307103866e-06	   2.8100205523e-05	
             52	           10.5	           -4.5	            400	 1	   1.2917267414e-10	   3.8905239593e-07	   9.9820508300e-06	   3.8360461561e-05	
             56	           10.5	           -4.5	            400	 1	   9.8997349369e-11	   4.0950196449e-07	   1.1855648124e-05	   4.8894515485e-05	
             60	           10.5	           -4.5	            400	 1	   7.3064475751e-11	   4.1246890049e-07	   1.3325587489e-05	   5.8410530559e-05	
             64	           10.5	           -4.5	            400	 1	   5.2151291860e-11	   3.9846763923e-07	   1.4205064628e-05	   6.5611538348e-05	
             68	           10.5	           -4.5	            400	 1	   3.6126154413e-11	   3.6973202494e-07	   1.4386738646e-05	   6.9498506433e-05	
             72	           10.5	           -4.5	            400	 1	   2.4356957817e-11	   3.2981505464e-07	   1.3865080315e-05	   6.9601501058e-05	
             76	           10.5	           -4.5	            400	 1	   1.6020492206e-11	   2.8301461843e-07	   1.2733893837e-05	   6.6064766735e-05	
             80	           10.5	           -4.5	            400	 1	   1.0298480893e-11	   2.3372534151e-07	   1.1160903744e-05	   5.9569157283e-05	
             84	           10.5	           -4.5	            400	 1	   6.4791137905e-12	   1.8584415043e-07	   9.3486618287e-06	   5.1133423931e-05	
             88	           10.5	           -4.5	            400	 1	   3.9932944269e-12	   1.4234334108e-07	   7.4940819582e-06	   4.1869374948e-05	
             92	           10.5	           -4.5	            400	 1	   2.4126619815e-12	   1.0507380966e-07	   5.7571305536e-06	   3.2765826543e-05	
             96	           10.5	           -4.5	            400	 1	   1.4294112730e-12	   7.4795207059e-08	   4.2442586298e-06	   2.4550213138e-05	
            100	           10.5	           -4.5	            400	 1	   8.3052609434e-13	   5.1375409457e-08	   3.0066400601e-06	   1.7641253007e-05	
            104	           10.5	           -4.5	            400	 1	   4.7319758215e-13	   3.4075482642e-08	   2.0492909236e-06	   1.2176723736e-05	
            108	           10.5	           -4.5	            400	 1	   2.6430218513e-13	   2.1840054009e-08	   1.3455738788e-06	   8.0854389217e-06	
            112	           10.5	           -4.5	            400	 1	   1.4487014403e-13	   1.3536959413e-08	   8.5214016485e-07	   5.1719546619e-06	
            116	           10.5	           -4.5	            400	 1	   7.6294495232e-14	   8.1204561058e-09	   5.2108609262e-07	   3.1911884508e-06	
            120	           10.5	           -4.5	            400	 1	   0.0000000000e+00	   4.7180983122e-09	   3.0801761020e-07	   1.9016504713e-06	
            124	           10.5	           -4.5	            400	 1	   0.0000000000e+00	   2.6571670263e-09	   1.7618112500e-07	   1.0956980903e-06	
            128	           10.5	           -4.5	            400	 1	   0.0000000000e+00	   1.4516668543e-09	   9.7608852565e-08	   6.1108906931e-07	
            132	           10.5	           -4.5	            400	 1	   0.0000000000e+00	   7.6990261326e-10	   5.2429080690e-08	   3.3022905154e-07	
            136	           10.5	           -4.5	            400	 1	   0.0000000000e+00	   3.9668007872e-10	   2.7327131887e-08	   1.7307716181e-07	
            140	           10.5	           -4.5	            400	 1	   0.0000000000e+00	   1.9871579970e-10	   1.3834642653e-08	   8.8068044964e-08	
            144	           10.5	           -4.5	            400	 1	   0.0000000000e+00	   9.6549017449e-11	   6.7869100324e-09	   4.3405732438e-08	
            148	           10.5	           -4.5	            400	 1	   0.0000000000e+00	   4.9951461586e-11	   3.5390913520e-09	   2.2720864485e-08	
            150	           10.5	           -4.5	            400	 1	   0.0000000000e+00	   4.1305479389e-11	   2.9346222732e-09	   1.8865406506e-08	
              0	           11.5	           -4.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           11.5	           -4.5	            400	 1	   2.1262601190e-13	   1.1225774821e-14	   0.0000000000e+00	   1.7789737828e-12	
              8	           11.5	           -4.5	            400	 1	   6.8994950151e-12	   2.0209362503e-10	   2.5363437198e-11	   2.1512792587e-13	
             12	           11.5	           -4.5	            400	 1	   2.9751511246e-11	   2.2558629442e-09	   7.6075827536e-09	   4.7598296637e-09	
             16	           11.5	           -4.5	            400	 1	   7.3837998109e-11	   9.4314545507e-09	   4.8541165391e-08	   5.1712655008e-08	
             20	           11.5	           -4.5	            400	 1	   1.3429016654e-10	   2.5972667266e-08	   1.7447767456e-07	   2.4171423621e-07	
             24	           11.5	           -4.5	            400	 1	   1.9810659243e-10	   5.5596678916e-08	   4.6265872434e-07	   7.7531048321e-07	
             28	           11.5	           -4.5	            400	 1	   2.5055973508e-10	   9.9951016510e-08	   1.0053037796e-06	   1.9748174264e-06	
             32	           11.5	           -4.5	            400	 1	   2.8126590335e-10	   1.5774549652e-07	   1.8909328754e-06	   4.2764582117e-06	
             36	           11.5	           -4.5	            400	 1	   2.8689865423e-10	   2.2483454055e-07	   3.1817258952e-06	   8.1754102913e-06	
             40	           11.5	           -4.5	            400	 1	   2.7045078830e-10	   2.9506918212e-07	   4.8909184028e-06	   1.4112221436e-05	
             44	           11.5	           -4.5	            400	 1	   2.3861543068e-10	   3.6150617382e-07	   6.9641863952e-06	   2.2308698386e-05	
             48	           11.5	           -4.5	            400	 1	   1.9898177817e-10	   4.1758203133e-07	   9.2700916481e-06	   3.2594291678e-05	
             52	           11.5	           -4.5	            400	 1	   1.5805264278e-10	   4.5802184308e-07	   1.1605624474e-05	   4.4293290881e-05	
             56	           11.5	           -4.5	            400	 1	   1.2033221767e-10	   4.7941879850e-07	   1.3721049472e-05	   5.6244013823e-05	
             60	           11.5	           -4.5	            400	 1	   8.8262334559e-11	   4.8050934035e-07	   1.5362447047e-05	   6.6981031705e-05	
             64	           11.5	           -4.5	            400	 1	   6.2634280139e-11	   4.6217919332e-07	   1.6322605724e-05	   7.5044261559e-05	
             68	           11.5	           -4.5	            400	 1	   4.3152014237e-11	   4.2721674104e-07	   1.6485562644e-05	   7.9319232691e-05	
             72	           11.5	           -4.5	            400	 1	   2.8945414557e-11	   3.7983246727e-07	   1.5850657790e-05	   7.9294120278e-05	
             76	           11.5	           -4.5	            400	 1	   1.8947351166e-11	   3.2500132976e-07	   1.4528713761e-05	   7.5151244076e-05	
             80	           11.5	           -4.5	            400	 1	   1.2125397003e-11	   2.6773685693e-07	   1.2712685937e-05	   6.7675696533e-05	
             84	           11.5	           -4.5	            400	 1	   7.5966153777e-12	   2.1243525145e-07	   1.0633296127e-05	   5.8028789666e-05	
             88	           11.5	           -4.5	            400	 1	   4.6638809724e-12	   1.6241222546e-07	   8.5134810969e-06	   4.7471158053e-05	
             92	           11.5	           -4.5	            400	 1	   2.8077119732e-12	   1.1969878761e-07	   6.5334030078e-06	   3.7119708189e-05	
             96	           11.5	           -4.5	            400	 1	   1.6579812773e-12	   8.5089526313e-08	   4.8121766674e-06	   2.7792943219e-05	
            100	           11.5	           -4.5	            400	 1	   9.6042973238e-13	   5.8377270950e-08	   3.4062688102e-06	   1.9959176272e-05	
            104	           11.5	           -4.5	            400	 1	   5.4571350102e-13	   3.8679742921e-08	   2.3200739826e-06	   1.3769221847e-05	
            108	           11.5	           -4.5	            400	 1	   3.0405776429e-13	   2.4768799743e-08	   1.5224484967e-06	   9.1385041138e-06	
            112	           11.5	           -4.5	            400	 1	   1.6615943635e-13	   1.5340165285e-08	   9.6363688857e-07	   5.8430753443e-06	
            116	           11.5	           -4.5	            400	 1	   8.9589073641e-14	   9.1957663948e-09	   5.8898608214e-07	   3.6039090998e-06	
            120	           11.5	           -4.5	            400	 1	   0.0000000000e+00	   5.3395884634e-09	   3.4800565692e-07	   2.1468575566e-06	
            124	           11.5	           -4.5	            400	 1	   0.0000000000e+00	   3.0055398475e-09	   1.9897761514e-07	   1.2365988984e-06	
            128	           11.5	           -4.5	            400	 1	   0.0000000000e+00	   1.6411896300e-09	   1.1020070925e-07	   6.8947769760e-07	
            132	           11.5	           -4.5	            400	 1	   0.0000000000e+00	   8.7003674064e-10	   5.9174122408e-08	   3.7249416589e-07	
            136	           11.5	           -4.5	            400	 1	   0.0000000000e+00	   4.4809601327e-10	   3.0834027927e-08	   1.9518293132e-07	
            140	           11.5	           -4.5	            400	 1	   0.0000000000e+00	   2.2439251964e-10	   1.5605993833e-08	   9.9294802200e-08	
            144	           11.5	           -4.5	            400	 1	   0.0000000000e+00	   1.0898930085e-10	   7.6540705630e-09	   4.8929276475e-08	
            148	           11.5	           -4.5	            400	 1	   0.0000000000e+00	   5.6373035156e-11	   3.9905063074e-09	   2.5607996232e-08	
            150	           11.5	           -4.5	            400	 1	   0.0000000000e+00	   4.6611316562e-11	   3.3087119708e-09	   2.1261410082e-08	
              0	           12.5	           -4.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           12.5	           -4.5	            400	 1	   3.6821375372e-13	   1.9440164673e-14	   0.0000000000e+00	   1.8735460889e-12	
              8	           12.5	           -4.5	            400	 1	   9.4488369449e-12	   2.8219300649e-10	   8.8821556745e-11	   8.4145447433e-13	
             12	           12.5	           -4.5	            400	 1	   3.9481991619e-11	   2.9228122638e-09	   9.8889793607e-09	   6.3454853563e-09	
             16	           12.5	           -4.5	            400	 1	   9.6145946619e-11	   1.1893449762e-08	   6.0688944768e-08	   6.4597124190e-08	
             20	           12.5	           -4.5	            400	 1	   1.7233547140e-10	   3.2188841904e-08	   2.1372045807e-07	   2.9438515900e-07	
             24	           12.5	           -4.5	            400	 1	   2.5115393707e-10	   6.7992950188e-08	   5.5860013197e-07	   9.2915044529e-07	
             28	           12.5	           -4.5	            400	 1	   3.1429597688e-10	   1.2089721975e-07	   1.1999463145e-06	   2.3380160545e-06	
             32	           12.5	           -4.5	            400	 1	   3.4948263793e-10	   1.8899488317e-07	   2.2353984949e-06	   5.0131115417e-06	
             36	           12.5	           -4.5	            400	 1	   3.5343102088e-10	   2.6711347208e-07	   3.7301047094e-06	   9.5046823630e-06	
             40	           12.5	           -4.5	            400	 1	   3.3055804869e-10	   3.4791512945e-07	   5.6922297859e-06	   1.6292653712e-05	
             44	           12.5	           -4.5	            400	 1	   2.8953883622e-10	   4.2335119674e-07	   8.0536285795e-06	   2.5604676793e-05	
             48	           12.5	           -4.5	            400	 1	   2.3982729964e-10	   4.8601205737e-07	   1.0660879976e-05	   3.7226404342e-05	
             52	           12.5	           -4.5	            400	 1	   1.8930573665e-10	   5.3012172158e-07	   1.3282929255e-05	   5.0381329941e-05	
             56	           12.5	           -4.5	            400	 1	   1.4328405175e-10	   5.5212701425e-07	   1.5639657573e-05	   6.3757777619e-05	
             60	           12.5	           -4.5	            400	 1	   1.0452126056e-10	   5.5093333318e-07	   1.7449416292e-05	   7.5715841764e-05	
             64	           12.5	           -4.5	            400	 1	   7.3790431942e-11	   5.2784568549e-07	   1.8485163169e-05	   8.4632831922e-05	
             68	           12.5	           -4.5	            400	 1	   5.0592070543e-11	   4.8624505186e-07	   1.8623050627e-05	   8.9280507073e-05	
             72	           12.5	           -4.5	            400	 1	   3.3781683898e-11	   4.3102523475e-07	   1.7868042161e-05	   8.9107524350e-05	
             76	           12.5	           -4.5	            400	 1	   2.2018686184e-11	   3.6785221243e-07	   1.6348632975e-05	   8.4336826187e-05	
             80	           12.5	           -4.5	            400	 1	   1.4034533207e-11	   3.0236248994e-07	   1.4283490927e-05	   7.5860004067e-05	
             84	           12.5	           -4.5	            400	 1	   8.7598546966e-12	   2.3944849108e-07	   1.1931792833e-05	   6.4982606294e-05	
             88	           12.5	           -4.5	            400	 1	   5.3593656708e-12	   1.8276196223e-07	   9.5426029168e-06	   5.3115077496e-05	
             92	           12.5	           -4.5	            400	 1	   3.2160368197e-12	   1.3450471103e-07	   7.3162447062e-06	   4.1502760684e-05	
             96	           12.5	           -4.5	            400	 1	   1.8934878504e-12	   9.5496790438e-08	   5.3843742932e-06	   3.1055090138e-05	
            100	           12.5	           -4.5	            400	 1	   1.0938873072e-12	   6.5447464347e-08	   3.8085878687e-06	   2.2289539559e-05	
            104	           12.5	           -4.5	            400	 1	   6.2001489634e-13	   4.3324089908e-08	   2.5924903015e-06	   1.5369399245e-05	
            108	           12.5	           -4.5	            400	 1	   3.4469360179e-13	   2.7720358087e-08	   1.7002813785e-06	   1.0196141142e-05	
            112	           12.5	           -4.5	            400	 1	   1.8789420199e-13	   1.7155969650e-08	   1.0756773613e-06	   6.5168233446e-06	
            116	           12.5	           -4.5	            400	 1	   1.0216055318e-13	   1.0277830198e-08	   6.5718466793e-07	   4.0180883546e-06	
            120	           12.5	           -4.5	            400	 1	   0.0000000000e+00	   5.9645952139e-09	   3.8815249052e-07	   2.3928475052e-06	
            124	           12.5	           -4.5	            400	 1	   0.0000000000e+00	   3.3556920392e-09	   2.2185592169e-07	   1.3779061907e-06	
            128	           12.5	           -4.5	            400	 1	   0.0000000000e+00	   1.8315875508e-09	   1.2283343459e-07	   7.6807062316e-07	
            132	           12.5	           -4.5	            400	 1	   0.0000000000e+00	   9.7058934498e-10	   6.5938964308e-08	   4.1485871952e-07	
            136	           12.5	           -4.5	            400	 1	   0.0000000000e+00	   4.9970656736e-10	   3.4350231929e-08	   2.1733559326e-07	
            140	           12.5	           -4.5	            400	 1	   0.0000000000e+00	   2.5015730488e-10	   1.7381592462e-08	   1.1054299119e-07	
            144	           12.5	           -4.5	            400	 1	   0.0000000000e+00	   1.2146825506e-10	   8.5231075675e-09	   5.4462288043e-08	
            148	           12.5	           -4.5	            400	 1	   0.0000000000e+00	   6.2812899870e-11	   4.4428120254e-09	   2.8499615429e-08	
            150	           12.5	           -4.5	            400	 1	   0.0000000000e+00	   5.1931781465e-11	   3.6835148440e-09	   2.3661003679e-08	
              0	           13.5	           -4.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           13.5	           -4.5	            400	 1	   5.6604164778e-13	   2.9884660021e-14	   0.0000000000e+00	   1.9751107398e-12	
              8	           13.5	           -4.5	            400	 1	   1.2404397771e-11	   3.7509179253e-10	   1.7916183101e-10	   1.7374836101e-12	
             12	           13.5	           -4.5	            400	 1	   5.0515660419e-11	   3.6633228332e-09	   1.2423307727e-08	   8.1212150986e-09	
             16	           13.5	           -4.5	            400	 1	   1.2108158649e-10	   1.4573743420e-08	   7.3807082931e-08	   7.8472408879e-08	
             20	           13.5	           -4.5	            400	 1	   2.1438272320e-10	   3.8865486192e-08	   2.5543471067e-07	   3.5005351299e-07	
             24	           13.5	           -4.5	            400	 1	   3.0921669665e-10	   8.1165393659e-08	   6.5940558257e-07	   1.0896790974e-06	
             28	           13.5	           -4.5	            400	 1	   3.8346291044e-10	   1.4295264867e-07	   1.4025190097e-06	   2.7132157679e-06	
             32	           13.5	           -4.5	            400	 1	   4.2294017509e-10	   2.2163524426e-07	   2.5909694353e-06	   5.7677289509e-06	
             36	           13.5	           -4.5	            400	 1	   4.2456733324e-10	   3.1095545476e-07	   4.2920761704e-06	   1.0856555482e-05	
             40	           13.5	           -4.5	            400	 1	   3.9440327374e-10	   4.0235434861e-07	   6.5081123182e-06	   1.8496318618e-05	
             44	           13.5	           -4.5	            400	 1	   3.4329855757e-10	   4.8667690020e-07	   9.1564998186e-06	   2.8917832435e-05	
             48	           13.5	           -4.5	            400	 1	   2.8270097935e-10	   5.5569315226e-07	   1.2061619385e-05	   4.1861183283e-05	
             52	           13.5	           -4.5	            400	 1	   2.2193401708e-10	   6.0316853776e-07	   1.4964638495e-05	   5.6449020986e-05	
             56	           13.5	           -4.5	            400	 1	   1.6712409607e-10	   6.2545130634e-07	   1.7555763023e-05	   7.1221708482e-05	
             60	           13.5	           -4.5	            400	 1	   1.2132830748e-10	   6.2165908985e-07	   1.9526605813e-05	   8.4368689222e-05	
             64	           13.5	           -4.5	            400	 1	   8.5270274744e-11	   5.9354841307e-07	   2.0631337900e-05	   9.4109403730e-05	
             68	           13.5	           -4.5	            400	 1	   5.8215045505e-11	   5.4511115542e-07	   2.0739093632e-05	   9.9106313816e-05	
             72	           13.5	           -4.5	            400	 1	   3.8716654907e-11	   4.8192915304e-07	   1.9860982048e-05	   9.8771698157e-05	
             76	           13.5	           -4.5	            400	 1	   2.5140610689e-11	   4.1035321709e-07	   1.8143284966e-05	   9.3370308652e-05	
             80	           13.5	           -4.5	            400	 1	   1.5968044805e-11	   3.3662964666e-07	   1.5830131723e-05	   8.3899440534e-05	
             84	           13.5	           -4.5	            400	 1	   9.9339044825e-12	   2.6613096823e-07	   1.3208657201e-05	   7.1806578483e-05	
             88	           13.5	           -4.5	            400	 1	   6.0590557655e-12	   2.0282930170e-07	   1.0553458194e-05	   5.8648922171e-05	
             92	           13.5	           -4.5	            400	 1	   3.6255976129e-12	   1.4908430570e-07	   8.0844590314e-06	   4.5797194575e-05	
             96	           13.5	           -4.5	            400	 1	   2.1290492710e-12	   1.0573229380e-07	   5.9454189322e-06	   3.4249260174e-05	
            100	           13.5	           -4.5	            400	 1	   1.2270329065e-12	   7.2393518004e-08	   4.2027838497e-06	   2.4570083746e-05	
            104	           13.5	           -4.5	            400	 1	   6.9396769972e-13	   4.7882638684e-08	   2.8592403640e-06	   1.6934609466e-05	
            108	           13.5	           -4.5	            400	 1	   3.8505116174e-13	   3.0615035491e-08	   1.8743203754e-06	   1.1230224467e-05	
            112	           13.5	           -4.5	            400	 1	   2.0946364482e-13	   1.8935513338e-08	   1.1852748483e-06	   7.1753169608e-06	
            116	           13.5	           -4.5	            400	 1	   1.1404646569e-13	   1.1337621390e-08	   7.2386779607e-07	   4.4227530674e-06	
            120	           13.5	           -4.5	            400	 1	   1.6524942050e-14	   6.5764007155e-09	   4.2739231545e-07	   2.6331135568e-06	
            124	           13.5	           -4.5	            400	 1	   0.0000000000e+00	   3.6982796199e-09	   2.4420976013e-07	   1.5158876361e-06	
            128	           13.5	           -4.5	            400	 1	   0.0000000000e+00	   2.0177909445e-09	   1.3517279420e-07	   8.4479473485e-07	
            132	           13.5	           -4.5	            400	 1	   0.0000000000e+00	   1.0688884163e-09	   7.2544885366e-08	   4.5620658463e-07	
            136	           13.5	           -4.5	            400	 1	   0.0000000000e+00	   5.5014278214e-10	   3.7782973210e-08	   2.3895216970e-07	
            140	           13.5	           -4.5	            400	 1	   0.0000000000e+00	   2.7532788391e-10	   1.9114649063e-08	   1.2151690514e-07	
            144	           13.5	           -4.5	            400	 1	   0.0000000000e+00	   1.3365592743e-10	   9.3711465338e-09	   5.9859446561e-08	
            148	           13.5	           -4.5	            400	 1	   0.0000000000e+00	   6.9100991652e-11	   4.8841140617e-09	   3.1319835229e-08	
            150	           13.5	           -4.5	            400	 1	   0.0000000000e+00	   5.7126432564e-11	   4.0491777694e-09	   2.6001230337e-08	
              0	           14.5	           -4.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           14.5	           -4.5	            400	 1	   7.9437048361e-13	   4.1939479058e-14	   0.0000000000e+00	   2.1875886289e-12	
              8	           14.5	           -4.5	            400	 1	   1.5619509090e-11	   4.7619183744e-10	   2.9413542474e-10	   2.8813808287e-12	
             12	           14.5	           -4.5	            400	 1	   6.2329667753e-11	   4.4438473585e-09	   1.5097415958e-08	   1.0004823861e-08	
             16	           14.5	           -4.5	            400	 1	   1.4749923877e-10	   1.7356112150e-08	   8.7337904660e-08	   9.2750763398e-08	
             20	           14.5	           -4.5	            400	 1	   2.5854778320e-10	   4.5722243675e-08	   2.9791324827e-07	   4.0647235758e-07	
             24	           14.5	           -4.5	            400	 1	   3.6974917489e-10	   9.4575743857e-08	   7.6107761798e-07	   1.2506518994e-06	
             28	           14.5	           -4.5	            400	 1	   4.5508730826e-10	   1.6523802992e-07	   1.6052128308e-06	   3.0862830775e-06	
             32	           14.5	           -4.5	            400	 1	   4.9853838159e-10	   2.5439522027e-07	   2.9442968039e-06	   6.5127111234e-06	
             36	           14.5	           -4.5	            400	 1	   4.9735723300e-10	   3.5469057904e-07	   4.8470692625e-06	   1.2182929938e-05	
             40	           14.5	           -4.5	            400	 1	   4.5938241755e-10	   4.5635791969e-07	   7.3094162210e-06	   2.0646796594e-05	
             44	           14.5	           -4.5	            400	 1	   3.9773720092e-10	   5.4917283664e-07	   1.0234298906e-05	   3.2135953867e-05	
             48	           14.5	           -4.5	            400	 1	   3.2590937397e-10	   6.2413523674e-07	   1.3424467652e-05	   4.6344982474e-05	
             52	           14.5	           -4.5	            400	 1	   2.5466873092e-10	   6.7460402308e-07	   1.6594469963e-05	   6.2299024069e-05	
             56	           14.5	           -4.5	            400	 1	   1.9093950080e-10	   6.9687297264e-07	   1.9406422534e-05	   7.8397106212e-05	
             60	           14.5	           -4.5	            400	 1	   1.3804968371e-10	   6.9030149591e-07	   2.1526918373e-05	   9.2666877078e-05	
             64	           14.5	           -4.5	            400	 1	   9.6647422636e-11	   6.5710959422e-07	   2.2692835249e-05	   1.0317908063e-04	
             68	           14.5	           -4.5	            400	 1	   6.5742044753e-11	   6.0189482313e-07	   2.2767240091e-05	   1.0849420741e-04	
             72	           14.5	           -4.5	            400	 1	   4.3572462821e-11	   5.3090781976e-07	   2.1767612312e-05	   1.0799194954e-04	
             76	           14.5	           -4.5	            400	 1	   2.8202263952e-11	   4.5115601542e-07	   1.9857519542e-05	   1.0197844587e-04	
             80	           14.5	           -4.5	            400	 1	   1.7858271049e-11	   3.6946402408e-07	   1.7305495238e-05	   9.1552514895e-05	
             84	           14.5	           -4.5	            400	 1	   1.1078267581e-11	   2.9165494665e-07	   1.4425289902e-05	   7.8296955915e-05	
             88	           14.5	           -4.5	            400	 1	   6.7391532493e-12	   2.2199751308e-07	   1.1515691498e-05	   6.3908323971e-05	
             92	           14.5	           -4.5	            400	 1	   4.0226527522e-12	   1.6299318026e-07	   8.8151103526e-06	   4.9876035589e-05	
             96	           14.5	           -4.5	            400	 1	   2.3568648477e-12	   1.1548631774e-07	   6.4786449711e-06	   3.7281387600e-05	
            100	           14.5	           -4.5	            400	 1	   1.3555121469e-12	   7.9006594442e-08	   4.5771993964e-06	   2.6733884809e-05	
            104	           14.5	           -4.5	            400	 1	   7.6518192322e-13	   5.2219107814e-08	   3.1124666522e-06	   1.8419063455e-05	
            108	           14.5	           -4.5	            400	 1	   4.2384050564e-13	   3.3366725570e-08	   2.0394567226e-06	   1.2210586591e-05	
            112	           14.5	           -4.5	            400	 1	   2.3018131284e-13	   2.0626095660e-08	   1.2892221522e-06	   7.7993934521e-06	
            116	           14.5	           -4.5	            400	 1	   1.2490363274e-13	   1.2343878360e-08	   7.8708947758e-07	   4.8061533622e-06	
            120	           14.5	           -4.5	            400	 1	   3.6494483890e-14	   7.1570227403e-09	   4.6458284706e-07	   2.8606933465e-06	
            124	           14.5	           -4.5	            400	 1	   0.0000000000e+00	   4.0232643169e-09	   2.6538985476e-07	   1.6465521279e-06	
            128	           14.5	           -4.5	            400	 1	   0.0000000000e+00	   2.1943589899e-09	   1.4686111029e-07	   9.1743447022e-07	
            132	           14.5	           -4.5	            400	 1	   0.0000000000e+00	   1.1620689482e-09	   7.8800752631e-08	   4.9534556733e-07	
            136	           14.5	           -4.5	            400	 1	   0.0000000000e+00	   5.9793802806e-10	   4.1033096352e-08	   2.5941025009e-07	
            140	           14.5	           -4.5	            400	 1	   0.0000000000e+00	   2.9917385013e-10	   2.0755180577e-08	   1.3190097404e-07	
            144	           14.5	           -4.5	            400	 1	   0.0000000000e+00	   1.4519932320e-10	   1.0173763499e-08	   6.4965732304e-08	
            148	           14.5	           -4.5	            400	 1	   0.0000000000e+00	   7.5055468017e-11	   5.3017172790e-09	   3.3987730459e-08	
            150	           14.5	           -4.5	            400	 1	   0.0000000000e+00	   6.2045129923e-11	   4.3951857974e-09	   2.8214960954e-08	
              0	           15.5	           -4.5	            400	 1	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
              4	           15.5	           -4.5	            400	 1	   1.0343084513e-12	   5.4607212287e-14	   0.0000000000e+00	   2.4339139333e-12	
              8	           15.5	           -4.5	            400	 1	   1.8886806542e-11	   5.7911074807e-10	   4.2685465727e-10	   4.2046871602e-12	
             12	           15.5	           -4.5	            400	 1	   7.4216477383e-11	   5.2210361654e-09	   1.7764541218e-08	   1.1890139338e-08	
             16	           15.5	           -4.5	            400	 1	   1.7389237152e-10	   2.0095615281e-08	   1.0059708541e-07	   1.0671694943e-07	
             20	           15.5	           -4.5	            400	 1	   3.0240785521e-10	   5.2418030029e-08	   3.3912062466e-07	   4.6099429742e-07	
             24	           15.5	           -4.5	            400	 1	   4.2953873374e-10	   1.0758194540e-07	   8.5894959799e-07	   1.4048764905e-06	
             28	           15.5	           -4.5	            400	 1	   5.2547818914e-10	   1.8672204525e-07	   1.7990679808e-06	   3.4412298662e-06	
             32	           15.5	           -4.5	            400	 1	   5.7248501344e-10	   2.8580558259e-07	   3.2802919033e-06	   7.2173071910e-06	
             36	           15.5	           -4.5	            400	 1	   5.6823977585e-10	   3.9641466124e-07	   5.3721377181e-06	   1.3430912219e-05	
             40	           15.5	           -4.5	            400	 1	   5.2239103959e-10	   5.0764027983e-07	   8.0640089784e-06	   2.2661008082e-05	
             44	           15.5	           -4.5	            400	 1	   4.5031213838e-10	   6.0826518877e-07	   1.1245033653e-05	   3.5138259344e-05	
             48	           15.5	           -4.5	            400	 1	   3.6747790380e-10	   6.8859266744e-07	   1.4697737446e-05	   5.0513837936e-05	
             52	           15.5	           -4.5	            400	 1	   2.8604524556e-10	   7.4163372464e-07	   1.8112127086e-05	   6.7722293119e-05	
             56	           15.5	           -4.5	            400	 1	   2.1368649123e-10	   7.6366427897e-07	   2.1124699116e-05	   8.5032688579e-05	
             60	           15.5	           -4.5	            400	 1	   1.5396717932e-10	   7.5429749876e-07	   2.3379455702e-05	   1.0032484680e-04	
             64	           15.5	           -4.5	            400	 1	   1.0744276237e-10	   7.1620527946e-07	   2.4597889637e-05	   1.1153442640e-04	
             68	           15.5	           -4.5	            400	 1	   7.2862178940e-11	   6.5455967420e-07	   2.4637991185e-05	   1.1713005547e-04	
             72	           15.5	           -4.5	            400	 1	   4.8152331632e-11	   5.7623538225e-07	   2.3523491772e-05	   1.1646315712e-04	
             76	           15.5	           -4.5	            400	 1	   3.1081874211e-11	   4.8884543426e-07	   2.1434087299e-05	   1.0987906836e-04	
             80	           15.5	           -4.5	            400	 1	   1.9631393158e-11	   3.9974280447e-07	   1.8660818019e-05	   9.8570405896e-05	
             84	           15.5	           -4.5	            400	 1	   1.2149041824e-11	   3.1515847281e-07	   1.5541839002e-05	   8.4244201966e-05	
             88	           15.5	           -4.5	            400	 1	   7.3740131427e-12	   2.3962640486e-07	   1.2398029047e-05	   6.8724521034e-05	
             92	           15.5	           -4.5	            400	 1	   4.3924767708e-12	   1.7577130250e-07	   9.4846123217e-06	   5.3609097043e-05	
             96	           15.5	           -4.5	            400	 1	   2.5686187582e-12	   1.2443900290e-07	   6.9669409395e-06	   4.0055143154e-05	
            100	           15.5	           -4.5	            400	 1	   1.4747053673e-12	   8.5071461582e-08	   4.9198815874e-06	   2.8712480211e-05	
            104	           15.5	           -4.5	            400	 1	   8.3113308609e-13	   5.6193293495e-08	   3.3441219764e-06	   1.9775962530e-05	
