              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	
              0	              0	            100	           1000	 1	   5.8851616352e+00	   1.8615134023e+04	   3.9384000347e+03	   1.2424598628e+05	   2.3544195755e+05	   2.4422110277e+02	   4.5359996662e+02	   7.4296170578e-01	
           6000	              0	            100	           1000	 1	   5.8851563838e+00	   1.8614783817e+04	   3.9383647358e+03	   1.2424403066e+05	   2.3543822295e+05	   2.4422563313e+02	   4.5359312945e+02	   7.4298237504e-01	
          12000	              0	            100	           1000	 1	   5.8850928554e+00	   1.8610547134e+04	   3.9379376084e+03	   1.2422037245e+05	   2.3539304401e+05	   2.4428045478e+02	   4.5351041684e+02	   7.4323243725e-01	
          18000	              0	            100	           1000	 1	   5.8846319916e+00	   1.8579821314e+04	   3.9348359917e+03	   1.2404876782e+05	   2.3506533607e+05	   2.4467898485e+02	   4.5291045668e+02	   7.4504726736e-01	
          24000	              0	            100	           1000	 1	   5.8820721409e+00	   1.8409432557e+04	   3.9175092961e+03	   1.2309627535e+05	   2.3324630846e+05	   2.4691955243e+02	   4.4958022268e+02	   7.5515172853e-01	
          30000	              0	            100	           1000	 1	   5.8645122705e+00	   1.7250718130e+04	   3.7938288287e+03	   1.1657901546e+05	   2.2079598293e+05	   2.6366497138e+02	   4.2678645062e+02	   8.2541629504e-01	
          36000	              0	            100	           1000	 1	   5.8662201276e+00	   1.7362829299e+04	   3.8062520149e+03	   1.1721270304e+05	   2.2200687147e+05	   2.6191980973e+02	   4.2900331787e+02	   8.1852047546e-01	
          42000	              0	            100	           1000	 1	   5.8673149646e+00	   1.7434747246e+04	   3.8141688290e+03	   1.1761885063e+05	   2.2278292490e+05	   2.6081537910e+02	   4.3042409885e+02	   8.1410577964e-01	
          48000	              0	            100	           1000	 1	   5.8558736965e+00	   1.6684566606e+04	   3.7295463665e+03	   1.1336850252e+05	   2.1465999724e+05	   2.7293918881e+02	   4.1555282608e+02	   8.6044199424e-01	
          54000	              0	            100	           1000	 1	   5.8476937252e+00	   1.6148904190e+04	   3.6662796009e+03	   1.1031530821e+05	   2.0882247055e+05	   2.8249096159e+02	   4.0486561245e+02	   8.9374332627e-01	
          60000	              0	            100	           1000	 1	   5.8815513271e+00	   1.8375194554e+04	   3.9139731221e+03	   1.2290681090e+05	   2.3288359167e+05	   2.4737865366e+02	   4.4891616930e+02	   7.5718992597e-01	
