x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.000492129	0.232309	1.51261e-012	0.159511	0	4.2792e-012	3.52434e-013	0.684605	2.10162e-013	0.000164148	1.64161e-010	0.293803	0.461433	8.85475e-009	0.269284	0.000492129	-3.60991	0.000492455	1.70117	0	1	0.686988	0	0	0	0.25	0.25	0	19.3872	0.632648	1.09089	2.52569	-0.207912	1.49245	0.00044526	0.000445546	1.44773	
2.1	0	-99999	0.0030084	0.234401	2.78984e-012	0.14994	0	4.24101e-012	6.5588e-013	0.637782	3.10606e-013	0.00100344	1.12657e-009	0.241637	0.475867	1.73016e-008	0.262066	0.0030084	-3.11866	0.00301035	1.53407	0	1	0.387628	0	0	0	0.25	0.25	1	19.3847	0.628755	1.61437	2.35685	-0.207912	1.47651	0.00272189	0.00272363	1.288	
2.1	1	-99999	0.00289879	0.234313	2.75478e-012	0.150287	0	4.24259e-012	6.47396e-013	0.639499	3.09302e-013	0.000966882	1.08059e-009	0.243484	0.475306	1.70449e-008	0.262347	0.00289879	-3.13623	0.00290067	1.54007	0	1	0.412315	0	0	0	0.25	0.25	2	19.3848	0.628917	1.64062	2.3629	-0.207912	1.4772	0.00262271	0.00262439	1.29364	
0	1	-99999	0.00032138	0.232649	1.31237e-012	0.158562	0	4.27294e-012	3.06228e-013	0.679533	1.78057e-013	0.000107196	1.08797e-010	0.286936	0.463108	7.74439e-009	0.268446	0.00032138	-3.54728	0.000321595	1.68052	0	1	0.655509	0	0	0	0.25	0.25	3	19.3871	0.632013	1.78396	2.50608	-0.207912	1.49353	0.000290772	0.000290959	1.42751	
1	0	1	0.00323205	0.234662	2.85873e-012	0.149052	0	4.23628e-012	6.72827e-013	0.6333	3.11266e-013	0.00107804	1.22571e-009	0.236663	1.88156	7.03341e-008	4.05922	0.00323205	-14.4653	0.0032342	5.31598	0	10	0.241786	0	0	0	3.75	0.375	4	19.3846	0.628271	1.48989	2.34178	-0.207912	1.47509	0.00292424	0.00292612	1.27373	
1.1	0	1	0.00325982	0.234686	2.86708e-012	0.148964	0	4.23585e-012	6.74859e-013	0.632859	3.1149e-013	0.00108731	1.23773e-009	0.236188	1.88232	7.05895e-008	4.05884	0.00325982	-14.4598	0.00326199	5.31413	0	10	0.240871	0	0	0	3.75	0.375	5	19.3846	0.628226	1.49715	2.34021	-0.207912	1.47492	0.00294936	0.00295126	1.27227	
1	0.9	1	0.00168736	0.233215	2.29176e-012	0.154822	0	4.26258e-012	5.36058e-013	0.661896	2.86653e-013	0.000562815	5.93606e-010	0.268297	1.83441	5.39608e-008	4.08279	0.00168736	-14.8212	0.0016885	5.43667	0	10	0.492157	0	0	0	3.21429	0.321429	6	19.3858	0.630958	1.62357	2.44369	-0.207912	1.48488	0.00152666	0.00152764	1.37006	
1.1	0.9	1	0.00175988	0.233277	2.32472e-012	0.154539	0	4.26144e-012	5.43912e-013	0.66051	2.88876e-013	0.000587002	6.21243e-010	0.266747	1.83658	5.48455e-008	4.08171	0.00175988	-14.804	0.00176106	5.43084	0	10	0.483291	0	0	0	2.91667	0.291667	7	19.3857	0.630842	1.62695	2.4387	-0.207912	1.48442	0.00159227	0.00159329	1.36533	
0	0.298	-99999	9.87628e-006	0.231798	4.09946e-013	0.162231	0	4.28863e-012	9.53064e-014	0.697814	6.04516e-014	3.29423e-006	3.19673e-012	0.309309	0.457642	2.36442e-009	0.271179	9.87628e-006	-3.75401	9.88507e-006	1.74985	0	1	0.779045	0	0	0	0.25	0.25	8	19.3881	0.633605	1.00201	2.57437	-0.207913	1.4955	8.93568e-006	8.94142e-006	1.49467	
0	0.402	-99999	6.50885e-006	0.231795	3.56744e-013	0.162247	0	4.28867e-012	8.29368e-014	0.697886	5.26232e-014	2.17103e-006	2.10645e-012	0.309392	0.457622	2.05741e-009	0.271189	6.50885e-006	-3.75479	6.51516e-006	1.75011	0	1	0.779549	0	0	0	0.25	0.25	9	19.3881	0.633609	1.00503	2.57464	-0.207913	1.49552	5.88896e-006	5.89274e-006	1.49492	
0.298	1	-99999	5.64337e-006	0.231796	3.40173e-013	0.162247	0	4.28867e-012	7.90845e-014	0.697887	5.01791e-014	1.88235e-006	1.82636e-012	0.309391	0.457622	1.96186e-009	0.271189	5.64337e-006	-3.75478	5.64902e-006	1.75011	0	1	0.779552	0	0	0	0.25	0.25	10	19.3881	0.633609	1.99644	2.57464	-0.207913	1.49553	5.1059e-006	5.10919e-006	1.49492	
0.402	1	-99999	1.69826e-005	0.231801	4.91146e-013	0.162207	0	4.28857e-012	1.14186e-013	0.6977	7.23893e-014	5.66453e-006	5.49813e-012	0.309184	0.457672	2.83305e-009	0.271164	1.69826e-005	-3.75284	1.69965e-005	1.74944	0	1	0.778389	0	0	0	0.25	0.25	11	19.3881	0.633599	1.99611	2.57396	-0.207913	1.49546	1.53652e-005	1.53751e-005	1.49429	
2.1	0.402	-99999	0.0026525	0.234086	2.67274e-012	0.15116	0	4.2467e-012	6.27507e-013	0.643835	3.06532e-013	0.000884734	9.77377e-010	0.248235	0.473884	1.644e-008	0.263058	0.0026525	-3.18126	0.00265422	1.55541	0	1	0.428847	0	0	0	0.25	0.25	12	19.385	0.629338	1.63608	2.37842	-0.207912	1.47876	0.00239988	0.00240142	1.30827	
2.1	0.198	-99999	0.00290874	0.234311	2.75801e-012	0.150279	0	4.24262e-012	6.4815e-013	0.639469	3.09624e-013	0.000970202	1.08431e-009	0.243472	0.475311	1.70647e-008	0.262345	0.00290874	-3.13609	0.00291063	1.54001	0	1	0.396943	0	0	0	0.25	0.25	13	19.3848	0.628921	1.61743	2.36286	-0.207912	1.47714	0.00263172	0.00263341	1.29364	
1.25	1	-99999	0.00188792	0.233371	2.38081e-012	0.154091	0	4.25972e-012	5.57259e-013	0.658333	2.92811e-013	0.000629711	6.69995e-010	0.264352	0.469255	1.43687e-008	0.265372	0.00188792	-3.33338	0.00188915	1.60713	0	1	0.510899	0	0	0	0.25	0.25	14	19.3856	0.630667	1.65109	2.43058	-0.207912	1.48361	0.00170812	0.00170921	1.35767	
0.825	1	-99999	0.00115533	0.232708	2.01572e-012	0.157154	0	4.27185e-012	4.70465e-013	0.673329	2.65994e-013	0.000385356	3.95219e-010	0.28129	0.464675	1.19442e-008	0.267662	0.00115533	-3.49238	0.00115608	1.66111	0	1	0.613943	0	0	0	0.25	0.25	15	19.3864	0.631902	1.74478	2.48494	-0.207912	1.48825	0.0010453	0.00104597	1.40939	
0.269386	0.35	-99999	0.000463912	0.2322	1.48269e-012	0.159952	0	4.28119e-012	3.45301e-013	0.686818	2.08106e-013	0.000154737	1.5389e-010	0.296534	0.460761	8.65483e-009	0.269619	0.000463912	-3.63513	0.000464219	1.70961	0	1	0.705422	0	0	0	0.25	0.25	16	19.3873	0.632851	1.15763	2.53397	-0.207913	1.49263	0.00041973	0.000419999	1.45591	
1.1	0.4	1	0.00236086	0.233868	2.56886e-012	0.152096	0	4.25066e-012	6.02557e-013	0.648427	3.01249e-013	0.00078746	8.59743e-010	0.2532	1.8561	6.17162e-008	4.07195	0.00236086	-14.6529	0.00236244	5.37966	0	10	0.386197	0	0	0	3.75	0.375	17	19.3852	0.629742	1.56069	2.3953	-0.207912	1.48061	0.00213602	0.00213739	1.3241	
1	0.45	1	0.00213816	0.233681	2.48375e-012	0.15289	0	4.25408e-012	5.82126e-013	0.652335	2.96805e-013	0.000713177	7.70874e-010	0.257499	1.84976	5.93247e-008	4.07512	0.00213816	-14.7012	0.00213959	5.39606	0	10	0.412493	0	0	0	4	0.4	18	19.3854	0.630091	1.54307	2.40925	-0.207912	1.48202	0.00193452	0.00193577	1.33725	
1.0375	1	-99999	0.00159262	0.233104	2.24723e-012	0.155285	0	4.2646e-012	5.2539e-013	0.664192	2.84151e-013	0.000531214	5.57015e-010	0.270932	0.467443	1.34638e-008	0.266278	0.00159262	-3.39525	0.00159366	1.62815	0	1	0.549674	0	0	0	0.25	0.25	19	19.3859	0.631165	1.66773	2.45177	-0.207912	1.48548	0.00144094	0.00144187	1.37779	
0.35	0.730614	-99999	0.000557444	0.232295	1.57705e-012	0.159465	0	4.27946e-012	3.67426e-013	0.684446	2.18975e-013	0.000185934	1.85935e-010	0.293773	0.461451	9.23065e-009	0.269275	0.000557444	-3.60942	0.000557812	1.70092	0	1	0.68956	0	0	0	0.25	0.25	20	19.3872	0.632675	1.68398	2.52525	-0.207913	1.49203	0.000504354	0.000504678	1.44753	
1	0.225	1	0.00263347	0.23414	2.66617e-012	0.151048	0	4.24572e-012	6.26108e-013	0.643212	3.04821e-013	0.000878386	9.72428e-010	0.247412	1.86478	6.45784e-008	4.06761	0.00263347	-14.5877	0.00263523	5.35757	0	10	0.332891	0	0	0	3.75	0.375	21	19.385	0.629238	1.51149	2.37673	-0.207912	1.47889	0.00238266	0.00238419	1.30651	
1.1	0.2	1	0.00275903	0.234242	2.70878e-012	0.150636	0	4.24387e-012	6.36393e-013	0.641175	3.06627e-013	0.000920267	1.02426e-009	0.245205	1.86816	6.58157e-008	4.06592	0.00275903	-14.5626	0.00276087	5.34906	0	10	0.320603	0	0	0	3.75	0.375	22	19.3849	0.629048	1.52793	2.36951	-0.207912	1.47809	0.00249626	0.00249787	1.29975	
