x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0.519509	0.240487	-99999	0.0498791	0.268278	6.95702e-012	0.0934745	0	3.70546e-012	1.87195e-012	0.347393	1.09364e-013	0.016646	6.73847e-008	0.0318931	0.624571	8.48999e-008	0.187714	0.0498791	-0.830818	0.0499382	0.709014	0	1	0	0	0	0	0.25	0.25	1243	1	1.46647	-0.207912	1.18011	0.0450646	0.0451176	0.566828	
0.476449	0.136104	-99999	0.0878338	0.346525	6.63339e-012	0.0682173	0	2.86875e-012	2.30545e-012	0.196279	1.45611e-014	0.0293117	7.55063e-007	0.00219236	0.794345	2.21867e-007	0.102827	0.0878338	-0.0585197	0.0879376	0.40102	0	1	0	0	0	0	0.25	0.25	1244	1	1.0992	-0.207912	0.927279	0.0811836	0.0812791	0.34391	
0.604414	0.551513	-99999	0.0399666	0.281056	5.93318e-012	0.100246	0	3.537e-012	1.6725e-012	0.355621	9.55054e-014	0.0133384	6.65616e-008	0.0252805	0.636419	8.48308e-008	0.181791	0.0399666	-0.768827	0.0400153	0.701557	0	1	0	0	0	0	0.25	0.25	1245	0.999929	1.51492	-0.207912	1.24809	0.0353541	0.0353968	0.576472	
0.627005	0.505348	-99999	0.0484619	0.303223	5.82022e-012	0.0950492	0	3.27843e-012	1.77006e-012	0.312536	5.89455e-014	0.0161739	1.34236e-007	0.0123822	0.683427	1.12218e-007	0.158287	0.0484619	-0.518534	0.0485223	0.606811	0	1	0	0	0	0	0.25	0.25	1246	1.00001	1.41538	-0.207912	1.19315	0.0432026	0.043256	0.508293	
0.535186	0.566704	-99999	0.0258719	0.256115	5.59805e-012	0.112039	0	3.88144e-012	1.438e-012	0.436162	1.82439e-013	0.0086342	2.20746e-008	0.0664134	0.569695	5.42161e-008	0.215153	0.0258719	-1.32227	0.0259027	0.904814	0	1	0.00807123	0	0	0	0.25	0.25	1247	1.00105	1.7202	-0.207912	1.33774	0.0225464	0.022573	0.730563	
1.42268	0.343734	-99999	0.291395	0.000724574	0.182493	6.51855e-023	0	1.37197e-009	0.000132622	8.96979e-020	0	0.0111487	0.0251189	5.47819e-024	0.99993	7.02439e-005	1.7031e-014	0.291395	0.296852	0.291499	0.0111487	0	1	0	0	0	0	0.25	0.25	1248	1.10573	-0.0700739	-0.207913	-0.53921	0.290682	0.290719	0.0128074	
1.43679	0.435771	-99999	0.277099	0.000732629	0.122234	8.04293e-022	0	1.35689e-009	8.98175e-005	1.09457e-018	0	0.0432041	0.00843039	7.63398e-022	0.999952	4.8637e-005	2.0329e-013	0.277099	0.258089	0.277276	0.0432041	0	1	0	0	0	0	0.25	0.25	1249	1.17308	0.0241387	-0.207912	-0.43495	0.275788	0.275923	0.0471484	
1.49371	0.406033	-99999	0.278903	0.000743789	0.132267	5.04306e-022	0	1.33653e-009	9.86703e-005	6.76018e-019	0	0.0364626	0.0124246	2.65943e-022	0.999945	5.50707e-005	1.21813e-013	0.278903	0.271104	0.279082	0.0364626	0	1	0	0	0	0	0.25	0.25	1250	1.18731	0.0105651	-0.207912	-0.447112	0.277525	0.277658	0.0405297	
0.610728	0.705	-99999	0.230796	0.00121244	0.0386224	1.81878e-021	0	8.19912e-010	4.69662e-005	1.49567e-018	0	0.0231176	0.0409784	6.93868e-023	0.999929	6.96521e-005	1.01423e-013	0.230796	0.503722	0.231027	0.0231176	0	0.999999	0	0	0	0	0.25	0.25	1251	1.35976	0.209185	-0.207828	-0.0832506	0.225545	0.225709	0.0309702	
1.47293	0.707038	-99999	0.148535	0.194189	2.08957e-011	0.0373906	0	5.11923e-012	4.06974e-012	0.191979	7.65887e-014	0.0495258	7.20843e-008	0.0677226	0.615469	9.52968e-008	0.192266	0.148535	-0.918264	0.148578	0.606606	0	1	0.000153317	0	0	0	0.25	0.25	1252	1.61745	0.929697	-0.207911	0.473389	0.146025	0.14607	0.433925	
0.520059	0.359255	-99999	0.0194897	0.248598	5.19052e-012	0.119278	0	3.99881e-012	1.29418e-012	0.478386	2.29943e-013	0.00650407	1.30629e-008	0.0955306	0.543713	4.3875e-008	0.228143	0.0194897	-1.65245	0.0195123	1.02337	0	1	0.0269701	0	0	0	0.25	0.25	1253	1	1.83719	-0.207912	1.37616	0.0170577	0.0170774	0.825626	
0.570988	0.286619	-99999	0.0735777	0.321557	6.60454e-012	0.0780891	0	3.09151e-012	2.13003e-012	0.242129	2.9329e-014	0.0245557	3.52808e-007	0.00522536	0.742549	1.65e-007	0.128726	0.0735777	-0.250325	0.0736682	0.48395	0	1	0	0	0	0	0.25	0.25	1254	1	1.21611	-0.207912	1.02404	0.0673611	0.0674435	0.405566	
0.0191998	0.7375	-99999	0.209086	0.135255	3.84546e-009	2.96876e-008	0	7.34978e-012	5.21661e-010	2.18844e-007	2.99758e-029	0.0576816	0.012073	7.70757e-013	0.999984	9.62824e-006	1.19261e-006	0.209086	0.486736	0.209273	0.057683	0	0.999996	0	0	0	0	0.25	0.250001	1255	1.00052	0.333716	-0.207677	0.0668983	0.204096	0.20426	0.0693939	
0.11418	0.723845	-99999	0.16438	0.287452	1.66842e-011	0.016941	0	3.4583e-012	4.81012e-012	0.058761	1.18462e-015	0.0548423	1.85351e-006	0.000603058	0.888148	3.56147e-007	0.055926	0.16438	0.275477	0.164533	0.187677	0	1	0	0	0	0	0.25	0.25	1256	0.982763	0.607083	-0.207953	0.387645	0.158274	0.158427	0.160066	
0.160806	0.523226	-99999	3.9276e-005	0.23522	6.51399e-013	0.151704	0	4.22624e-012	1.53677e-013	0.643037	7.40719e-014	1.3105e-005	1.48497e-011	0.240545	0.475667	4.08053e-009	0.262167	3.9276e-005	-3.11863	3.93192e-005	1.53801	0	1	0.438679	0	0	0	0.25	0.25	1257	1	2.36917	-0.207912	1.49534	3.26136e-005	3.26462e-005	1.28956	
0.408475	0.619778	-99999	0.052001	0.252324	7.65828e-012	0.0933556	0	3.93976e-012	1.9381e-012	0.368889	1.53262e-013	0.0173528	4.86866e-008	0.0519532	0.593313	7.38642e-008	0.203344	0.052001	-1.07281	0.0520587	0.786848	0	1	0.00276061	0	0	0	0.25	0.25	1258	0.996159	1.50699	-0.207907	1.16093	0.0478049	0.0478577	0.618307	
1.5375	0	-99999	0.299113	0.0431356	1.19336e-009	0.000165961	0	2.30458e-011	5.16288e-011	0.00383605	1.57094e-016	0.0996927	3.92738e-009	0.225073	0.761575	7.38134e-008	0.119213	0.299113	-1.72015	0.299078	0.673053	0	1	0	0	0	0	0.25	0.25	1259	1.00382	0.436765	-0.207885	-0.598225	0.299113	0.299078	0.553528	
1.62484	0.246469	-99999	0.297308	0.000711864	0.204085	7.15649e-024	0	1.39647e-009	0.000145712	1.00234e-020	0	0.00159487	0.0294333	7.60709e-026	0.999926	7.44929e-005	1.9717e-015	0.297308	0.301793	0.29739	0.00159487	0	1	0	0	0	0	0.25	0.25	1260	1.11549	-0.106013	-0.207912	-0.583045	0.296944	0.296953	0.00199996	
1.66186	0.628863	-99999	0.151156	0.344245	1.16695e-011	0.0221229	0	2.88776e-012	4.02906e-012	0.0640752	8.97068e-016	0.0504042	3.84819e-006	0.000243079	0.910602	4.38657e-007	0.0446989	0.151156	0.345785	0.151225	0.181787	0	1	0	0	0	0	0.25	0.25	1261	1.69938	0.656494	-0.207912	0.463537	0.147432	0.147494	0.166302	
0.255346	0.581844	-99999	0.00281118	0.239851	2.70206e-012	0.140719	0	4.14464e-012	6.50013e-013	0.584957	2.26828e-013	0.000938002	1.28805e-009	0.17708	0.497728	1.87783e-008	0.251136	0.00281118	-2.5114	0.00281403	1.33191	0	1	0.184842	0	0	0	0.25	0.25	1262	0.999998	2.165	-0.207913	1.47859	0.00242424	0.00242668	1.09496	
0.223418	0.678511	-99999	0.0920257	0.254652	1.03187e-011	0.0651024	0	3.90374e-012	2.63546e-012	0.254897	6.75058e-014	0.0307085	1.30549e-007	0.0234756	0.659309	1.13684e-007	0.170346	0.0920257	-0.576252	0.0921259	0.568005	0	1	0	0	0	0	0.25	0.25	1263	0.984012	1.16503	-0.207971	0.889519	0.0865776	0.0866716	0.431442	
0.2066	0.632924	-99999	0.0133146	0.241613	4.62817e-012	0.128807	0	4.11441e-012	1.12154e-012	0.531537	2.89375e-013	0.00444276	6.96412e-009	0.139931	0.516209	3.40989e-008	0.241895	0.0133146	-2.11729	0.0133283	1.18654	0	1	0.0952869	0	0	0	0.25	0.25	1264	1.00042	1.99634	-0.207913	1.41244	0.0118747	0.0118868	0.964069	
0.205097	0.58269	-99999	0.0013686	0.238509	2.1249e-012	0.144059	0	4.16796e-012	5.0831e-013	0.602212	1.95728e-013	0.000456643	5.92236e-010	0.194106	0.491039	1.43256e-008	0.254481	0.0013686	-2.67817	0.00136994	1.38942	0	1	0.243758	0	0	0	0.25	0.25	1265	0.999993	2.22325	-0.207912	1.48735	0.00117382	0.00117496	1.14821	
0.138108	0.420363	-99999	5.17998e-007	0.233228	1.53888e-013	0.15712	0	4.26234e-012	3.59973e-014	0.671683	2.01135e-014	1.72968e-007	1.79824e-013	0.276195	0.465795	9.20204e-010	0.267102	5.17998e-007	-3.44933	5.19825e-007	1.6483	0	1	0.608861	0	0	0	0.25	0.25	1266	1	2.47637	-0.207912	1.49556	4.1714e-007	4.17858e-007	1.39664	
0.228231	0.464146	-99999	3.43061e-005	0.235554	6.22538e-013	0.150953	0	4.22024e-012	1.47076e-013	0.638945	6.93486e-014	1.14474e-005	1.31475e-011	0.235478	0.477177	3.92883e-009	0.261411	3.43061e-005	-3.0714	3.43461e-005	1.52228	0	1	0.415146	0	0	0	0.25	0.25	1267	1	2.35394	-0.207912	1.49537	2.81792e-005	2.8209e-005	1.27431	
0	0.55	-99999	0.000388092	0.23444	1.39945e-012	0.153165	0	4.2403e-012	3.29059e-013	0.651394	1.65969e-013	0.000129466	1.42434e-010	0.251809	0.472471	8.62123e-009	0.263764	0.000388092	-3.2222	0.000388408	1.57207	0	1	0.492509	0	0	0	0.25	0.25	1268	1	2.40105	-0.207912	1.49306	0.000357593	0.000357875	1.32274	
0.229271	0.525879	-99999	0.000191291	0.236879	1.10272e-012	0.148078	0	4.19663e-012	2.61987e-013	0.623272	1.13382e-013	6.38266e-005	7.72863e-011	0.216653	0.483098	7.16518e-009	0.258451	0.000191291	-2.89471	0.000191487	1.46317	0	1	0.331561	0	0	0	0.25	0.25	1269	1	2.29669	-0.207912	1.49445	0.000158561	0.000158719	1.21759	
0.168872	0.573829	-99999	0.000539089	0.237138	1.55835e-012	0.147212	0	4.19205e-012	3.70641e-013	0.618952	1.5675e-013	0.000179866	2.20517e-010	0.212264	0.484604	1.01906e-008	0.257698	0.000539089	-2.8523	0.000539608	1.44857	0	1	0.314386	0	0	0	0.25	0.25	1270	0.999996	2.28183	-0.207912	1.49235	0.000459113	0.000459547	1.20393	
0.102433	0.380804	-99999	5.90384e-008	0.232507	7.45744e-014	0.159531	0	4.27554e-012	1.73905e-014	0.684103	1.03298e-014	1.97407e-008	1.98413e-014	0.291872	0.461828	4.38051e-010	0.269086	5.90384e-008	-3.59383	5.96604e-008	1.69646	0	1	0.685001	0	0	0	0.25	0.25	1271	1	2.52297	-0.207912	1.49556	4.75883e-008	4.77217e-008	1.44323	
0.189349	0.537608	-99999	0.000159193	0.236245	1.03799e-012	0.149344	0	4.2079e-012	2.45948e-013	0.630289	1.10668e-013	5.31161e-005	6.27546e-011	0.22515	0.480376	6.65286e-009	0.259812	0.000159193	-2.97447	0.000159355	1.4898	0	1	0.368625	0	0	0	0.25	0.25	1272	1	2.32234	-0.207912	1.49463	0.000133875	0.000134006	1.24314	
0.162469	0.491308	-99999	1.16204e-005	0.234515	4.34142e-013	0.153456	0	4.23894e-012	1.02115e-013	0.652418	5.17142e-014	3.8776e-006	4.26615e-012	0.252113	0.47232	2.67624e-009	0.26384	1.16204e-005	-3.22631	1.16355e-005	1.57394	0	1	0.493262	0	0	0	0.25	0.25	1273	1	2.40406	-0.207912	1.4955	9.51901e-006	9.52921e-006	1.32436	
0.200105	0.500411	-99999	4.48785e-005	0.23548	6.80903e-013	0.151105	0	4.22157e-012	1.60815e-013	0.639793	7.61768e-014	1.49746e-005	1.71486e-011	0.236551	0.476856	4.29022e-009	0.261572	4.48785e-005	-3.08138	4.4928e-005	1.52559	0	1	0.420272	0	0	0	0.25	0.25	1274	1	2.35713	-0.207912	1.49531	3.69105e-005	3.69479e-005	1.27754	
0.189246	0.46295	-99999	9.12599e-006	0.234609	4.00544e-013	0.15322	0	4.23725e-012	9.42497e-014	0.651158	4.74172e-014	3.04541e-006	3.36376e-012	0.25054	0.472766	2.47442e-009	0.263617	9.12599e-006	-3.21171	9.13871e-006	1.56908	0	1	0.485808	0	0	0	0.25	0.25	1275	1	2.39933	-0.207912	1.49551	7.45599e-006	7.46443e-006	1.31962	
0.140984	0.444199	-99999	8.40423e-007	0.233438	1.80847e-013	0.156472	0	4.2585e-012	4.23418e-014	0.668312	2.32622e-014	2.80581e-007	2.94495e-013	0.271959	0.466903	1.08692e-009	0.266548	8.40423e-007	-3.41019	8.42832e-007	1.63525	0	1	0.588601	0	0	0	0.25	0.25	1276	1	2.46367	-0.207912	1.49556	6.81131e-007	6.82195e-007	1.38394	
0.21089	0.393402	-99999	9.07811e-006	0.234476	3.99849e-013	0.153559	0	4.23964e-012	9.40331e-014	0.652964	4.77571e-014	3.02943e-006	3.32743e-012	0.252787	0.472129	2.46262e-009	0.263935	9.07811e-006	-3.23258	9.09075e-006	1.57604	0	1	0.496312	0	0	0	0.25	0.25	1277	1	2.40609	-0.207912	1.49551	7.42682e-006	7.4352e-006	1.32638	
0.209731	0.431183	-99999	1.03932e-005	0.234687	4.18279e-013	0.153021	0	4.23582e-012	9.84559e-014	0.650092	4.92575e-014	3.46825e-006	3.84352e-012	0.249218	0.473143	2.58864e-009	0.263429	1.03932e-005	-3.19942	1.04073e-005	1.56498	0	1	0.479222	0	0	0	0.25	0.25	1278	1	2.39536	-0.207912	1.4955	8.45069e-006	8.46015e-006	1.31565	
0.174024	0.430646	-99999	2.89626e-006	0.233975	2.73214e-013	0.154907	0	4.24871e-012	6.41151e-014	0.660109	3.37872e-014	9.66645e-007	1.03908e-012	0.261685	0.469659	1.66319e-009	0.26517	2.89626e-006	-3.31512	2.9016e-006	1.60356	0	1	0.539005	0	0	0	0.25	0.25	1279	1	2.43284	-0.207912	1.49555	2.3443e-006	2.34729e-006	1.35311	
0.140715	0.396497	-99999	4.89702e-007	0.233123	1.51015e-013	0.157452	0	4.26426e-012	3.53095e-014	0.673408	1.98995e-014	1.63513e-007	1.69177e-013	0.278367	0.465233	9.0072e-010	0.267383	4.89702e-007	-3.46937	4.91441e-007	1.65498	0	1	0.619434	0	0	0	0.25	0.25	1280	1	2.48288	-0.207912	1.49556	3.9547e-007	3.96132e-007	1.40314	
0.271652	0.414175	-99999	9.14396e-005	0.236229	8.62716e-013	0.149457	0	4.20819e-012	2.04403e-013	0.630809	9.22147e-014	3.05107e-005	3.60049e-011	0.225616	0.480217	5.52646e-009	0.259891	9.14396e-005	-2.97906	9.15377e-005	1.49142	0	1	0.370214	0	0	0	0.25	0.25	1281	1	2.32407	-0.207912	1.49504	7.51712e-005	7.52478e-005	1.24463	
0.243739	0.433771	-99999	3.37944e-005	0.235482	6.19458e-013	0.151114	0	4.22153e-012	1.46304e-013	0.639822	6.93112e-014	1.12765e-005	1.29137e-011	0.236559	0.476852	3.90314e-009	0.261574	3.37944e-005	-3.08149	3.38335e-005	1.52564	0	1	0.420238	0	0	0	0.25	0.25	1282	1	2.3572	-0.207912	1.49537	2.76444e-005	2.76734e-005	1.27757	
0.297163	0.480193	-99999	0.000352093	0.237629	1.35036e-012	0.146563	0	4.18339e-012	3.21837e-013	0.61495	1.32936e-013	0.000117484	1.46481e-010	0.206943	0.486356	8.9176e-009	0.256822	0.000352093	-2.80286	0.000352461	1.43234	0	1	0.291597	0	0	0	0.25	0.25	1283	1	2.26682	-0.207912	1.49351	0.00029385	0.00029415	1.18825	
0.264689	0.463613	-99999	0.000106384	0.236489	9.07121e-013	0.148922	0	4.20356e-012	2.1516e-013	0.627859	9.55021e-014	3.54975e-005	4.23186e-011	0.22204	0.481349	5.84387e-009	0.259326	0.000106384	-2.94553	0.000106498	1.48022	0	1	0.354403	0	0	0	0.25	0.25	1284	1	2.31324	-0.207912	1.49495	8.79011e-005	8.79912e-005	1.23386	
0.264249	0.504569	-99999	0.000294345	0.237306	1.27259e-012	0.147187	0	4.18908e-012	3.02888e-013	0.618406	1.27576e-013	9.82133e-005	1.20945e-010	0.210989	0.484983	8.34615e-009	0.257509	0.000294345	-2.84115	0.000294649	1.44518	0	1	0.307435	0	0	0	0.25	0.25	1285	1	2.27923	-0.207912	1.49385	0.000245229	0.000245475	1.20047	
0.321638	0.547651	-99999	0.00254534	0.24026	2.60963e-012	0.140478	0	4.13758e-012	6.2885e-013	0.582961	2.16466e-013	0.000849324	1.18028e-009	0.174085	0.498864	1.82705e-008	0.250568	0.00254534	-2.48369	0.00254799	1.32303	0	1	0.172681	0	0	0	0.25	0.25	1286	1.00001	2.15775	-0.207912	1.48036	0.00217212	0.00217437	1.08669	
0.264111	0.543703	-99999	0.00105957	0.238499	1.94973e-012	0.144402	0	4.16813e-012	4.66389e-013	0.603671	1.8091e-013	0.000353548	4.57326e-010	0.195097	0.490624	1.31319e-008	0.254688	0.00105957	-2.6886	0.00106066	1.39331	0	1	0.24578	0	0	0	0.25	0.25	1287	1	2.22789	-0.207912	1.48926	0.000900497	0.000901413	1.15175	
0.113166	0.536642	-99999	5.30454e-005	0.234742	7.20196e-013	0.152832	0	4.23485e-012	1.69561e-013	0.649141	8.44211e-014	1.76983e-005	1.96646e-011	0.248147	0.473457	4.46319e-009	0.263272	5.30454e-005	-3.18932	5.30993e-005	1.56156	0	1	0.474119	0	0	0	0.25	0.25	1288	0.999999	2.39197	-0.207912	1.49525	4.46037e-005	4.46453e-005	1.31241	
0.0878905	0.472289	-99999	1.00274e-006	0.23301	1.91718e-013	0.157814	0	4.26631e-012	4.48049e-014	0.67528	2.54867e-014	3.34688e-007	3.44491e-013	0.280728	0.464627	1.14035e-009	0.267686	1.00274e-006	-3.49115	1.00521e-006	1.66224	0	1	0.630838	0	0	0	0.25	0.25	1289	1	2.48993	-0.207912	1.49556	8.24787e-007	8.25859e-007	1.41019	
0.137501	0.474242	-99999	2.63873e-006	0.233763	2.6484e-013	0.155509	0	4.25258e-012	6.20934e-014	0.663274	3.32552e-014	8.80667e-007	9.37867e-013	0.265645	0.468586	1.60415e-009	0.265707	2.63873e-006	-3.35179	2.64361e-006	1.61578	0	1	0.558014	0	0	0	0.25	0.25	1290	1	2.44473	-0.207912	1.49555	2.14966e-006	2.15233e-006	1.365	
0.161901	0.461848	-99999	3.4452e-006	0.234013	2.89487e-013	0.154802	0	4.24803e-012	6.79446e-014	0.659552	3.57033e-014	1.14981e-006	1.23801e-012	0.260991	0.469849	1.76381e-009	0.265075	3.4452e-006	-3.30869	3.45119e-006	1.60141	0	1	0.535834	0	0	0	0.25	0.25	1291	1	2.43076	-0.207912	1.49554	2.80891e-006	2.81237e-006	1.35103	
0.132565	0.508262	-99999	1.2154e-005	0.234312	4.40688e-013	0.153983	0	4.24261e-012	1.03565e-013	0.655229	5.32216e-014	4.05553e-006	4.42355e-012	0.255617	0.471336	2.70389e-009	0.264332	1.2154e-005	-3.25883	1.21693e-005	1.58478	0	1	0.509999	0	0	0	0.25	0.25	1292	1	2.41459	-0.207912	1.49549	1.00496e-005	1.00601e-005	1.33489	
0.107134	0.455498	-99999	6.13591e-007	0.233098	1.62794e-013	0.15753	0	4.2647e-012	3.80596e-014	0.673813	2.14926e-014	2.04852e-007	2.1171e-013	0.278877	0.465102	9.70395e-010	0.267449	6.13591e-007	-3.47408	6.15527e-007	1.65655	0	1	0.62163	0	0	0	0.25	0.25	1293	1	2.4844	-0.207912	1.49556	4.99125e-007	4.99894e-007	1.40466	
0.0542793	0.523318	-99999	3.46892e-005	0.233694	6.25033e-013	0.155665	0	4.25383e-012	1.46499e-013	0.664136	7.8813e-014	1.15742e-005	1.22918e-011	0.266808	0.468278	3.78001e-009	0.265861	3.46892e-005	-3.36244	3.47264e-005	1.61929	0	1	0.563349	0	0	0	0.25	0.25	1294	1	2.44806	-0.207912	1.49535	3.01762e-005	3.02054e-005	1.36845	
0.1141	0.420499	-99999	1.51186e-007	0.232849	1.0206e-013	0.158348	0	4.26926e-012	2.38351e-014	0.678032	1.37437e-014	5.05221e-008	5.16121e-014	0.284197	0.463745	6.04651e-010	0.268128	1.51186e-007	-3.52314	1.52171e-007	1.6729	0	1	0.647507	0	0	0	0.25	0.25	1295	1	2.50027	-0.207912	1.49556	1.21457e-007	1.2175e-007	1.42054	
0.0850599	0.432912	-99999	9.31212e-008	0.232565	8.68032e-014	0.159327	0	4.27448e-012	2.02472e-014	0.683059	1.19657e-014	3.11226e-008	3.13676e-014	0.29055	0.462154	5.10622e-010	0.268923	9.31212e-008	-3.58167	9.38785e-008	1.69241	0	1	0.678625	0	0	0	0.25	0.25	1296	1	2.51908	-0.207912	1.49556	7.53771e-008	7.55612e-008	1.43934	
0.0868067	0.497806	-99999	6.41519e-006	0.233537	3.56048e-013	0.156167	0	4.2567e-012	8.33967e-014	0.666725	4.54534e-014	2.14059e-006	2.25687e-012	0.269982	0.467427	2.14502e-009	0.266286	6.41519e-006	-3.3919	6.42393e-006	1.62914	0	1	0.578451	0	0	0	0.25	0.25	1297	1	2.45772	-0.207912	1.49553	5.31915e-006	5.3246e-006	1.37801	
0	0.475	-99999	1.16444e-005	0.232585	4.33836e-013	0.159238	0	4.27411e-012	1.01203e-013	0.682621	5.96835e-014	3.88467e-006	3.91948e-012	0.290026	0.462286	2.55344e-009	0.268857	1.16444e-005	-3.5768	1.16566e-005	1.69077	0	1	0.675275	0	0	0	0.25	0.25	1298	1	2.51734	-0.207912	1.49549	1.06215e-005	1.06302e-005	1.43765	
0.0676824	0.484212	-99999	2.03432e-006	0.233002	2.42685e-013	0.157841	0	4.26647e-012	5.67137e-014	0.675422	3.22835e-014	6.7887e-007	6.98475e-013	0.280909	0.464581	1.4432e-009	0.26771	2.03432e-006	-3.49282	2.03805e-006	1.66279	0	1	0.631473	0	0	0	0.25	0.25	1299	1	2.49045	-0.207912	1.49555	1.69417e-006	1.69605e-006	1.41072	
0.110911	0.48335	-99999	2.65748e-006	0.233508	2.65422e-013	0.156257	0	4.25722e-012	6.2162e-014	0.667193	3.39596e-014	8.86871e-007	9.33817e-013	0.270559	0.467273	1.59793e-009	0.266363	2.65748e-006	-3.39725	2.66222e-006	1.63093	0	1	0.58169	0	0	0	0.25	0.25	1300	1	2.45947	-0.207912	1.49555	2.18473e-006	2.18731e-006	1.37974	
0.0442404	0.483217	-99999	4.33266e-006	0.232819	3.12158e-013	0.158444	0	4.26982e-012	7.28918e-014	0.678535	4.21352e-014	1.44569e-006	1.47482e-012	0.284842	0.463582	1.84799e-009	0.268209	4.33266e-006	-3.52908	4.33893e-006	1.67487	0	1	0.650441	0	0	0	0.25	0.25	1301	1	2.50212	-0.207912	1.49554	3.7451e-006	3.74889e-006	1.42239	
0.0602203	0.45725	-99999	2.9194e-007	0.232544	1.26996e-013	0.1594	0	4.27487e-012	2.96197e-014	0.683434	1.75367e-014	9.74722e-008	9.8142e-014	0.291025	0.462037	7.46666e-010	0.268982	2.9194e-007	-3.58604	2.93164e-007	1.69387	0	1	0.680641	0	0	0	0.25	0.25	1302	1	2.52044	-0.207912	1.49556	2.37401e-007	2.37767e-007	1.4407	
0.0906554	0.405827	-99999	3.75098e-008	0.23245	6.41216e-014	0.159739	0	4.2766e-012	1.49492e-014	0.685165	8.92551e-015	1.25528e-008	1.25815e-014	0.293216	0.461497	3.761e-010	0.269252	3.75098e-008	-3.6062	3.80346e-008	1.70059	0	1	0.691459	0	0	0	0.25	0.25	1303	1	2.52691	-0.207912	1.49556	3.00402e-008	3.01465e-008	1.44717	
0.110645	0.399952	-99999	9.90156e-008	0.232686	8.86181e-014	0.158905	0	4.27226e-012	2.06813e-014	0.680897	1.2094e-014	3.30968e-008	3.35503e-014	0.287816	0.462835	5.22879e-010	0.268583	9.90156e-008	-3.55649	9.98135e-008	1.68402	0	1	0.665299	0	0	0	0.25	0.25	1304	1	2.51102	-0.207912	1.49556	7.93824e-008	7.95882e-008	1.43128	
0.0401886	0.407811	-99999	7.77195e-009	0.23197	3.79207e-014	0.161553	0	4.28545e-012	8.82253e-015	0.694381	5.50567e-015	2.60418e-009	2.54903e-015	0.304914	0.458675	2.19694e-010	0.270663	7.77195e-009	-3.71371	8.03229e-009	1.73642	0	1	0.749287	0	0	0	0.25	0.25	1305	1	2.56154	-0.207913	1.49556	6.33273e-009	6.35542e-009	1.4818	
0.0684524	0.412631	-99999	1.94455e-008	0.232233	5.14995e-014	0.160537	0	4.2806e-012	1.19953e-014	0.689232	7.30379e-015	6.51151e-009	6.45771e-015	0.298372	0.46024	3.00402e-010	0.26988	1.94455e-008	-3.65362	1.9835e-008	1.71639	0	1	0.716334	0	0	0	0.25	0.25	1306	1	2.54207	-0.207912	1.49556	1.57109e-008	1.57708e-008	1.46233	
0.0587713	0.429809	-99999	5.26167e-008	0.232256	7.17222e-014	0.16045	0	4.28017e-012	1.67073e-014	0.688788	1.01512e-014	1.75862e-008	1.74609e-014	0.297809	0.460376	4.18613e-010	0.269812	5.26167e-008	-3.64844	5.31773e-008	1.71467	0	1	0.71351	0	0	0	0.25	0.25	1307	1	2.54042	-0.207912	1.49556	4.29251e-008	4.30248e-008	1.46068	
0.0670362	0.386621	-99999	8.16002e-009	0.232127	3.85767e-014	0.160941	0	4.28255e-012	8.98125e-015	0.69128	5.52249e-015	2.7387e-009	2.70185e-015	0.300973	0.459614	2.24408e-010	0.270193	8.16002e-009	-3.67751	8.44057e-009	1.72436	0	1	0.728671	0	0	0	0.25	0.25	1308	1	2.5498	-0.207912	1.49556	6.52662e-009	6.56152e-009	1.47006	
0.0392282	0.438273	-99999	1.10379e-007	0.232149	9.17635e-014	0.160855	0	4.28214e-012	2.1366e-014	0.690847	1.31105e-014	3.68565e-008	3.64008e-014	0.300422	0.459746	5.34112e-010	0.270127	1.10379e-007	-3.67246	1.11104e-007	1.72267	0	1	0.725994	0	0	0	0.25	0.25	1309	1	2.54817	-0.207912	1.49556	9.2928e-008	9.30678e-008	1.46843	
0	0.4375	-99999	9.77285e-007	0.232007	1.89723e-013	0.161403	0	4.28475e-012	4.41478e-014	0.693623	2.74512e-014	3.26049e-007	3.19752e-013	0.303952	0.458903	1.10025e-009	0.270549	9.77285e-007	-3.70487	9.79249e-007	1.73348	0	1	0.744825	0	0	0	0.25	0.25	1310	1	2.55864	-0.207913	1.49556	8.89091e-007	8.89846e-007	1.47891	
0.0195057	0.424151	-99999	7.12696e-008	0.231933	7.92677e-014	0.161698	0	4.28613e-012	1.84393e-014	0.695115	1.15472e-014	2.37929e-008	2.32461e-014	0.305848	0.458454	4.58801e-010	0.270773	7.12696e-008	-3.72228	7.18378e-008	1.73928	0	1	0.755319	0	0	0	0.25	0.25	1311	1	2.56422	-0.207913	1.49556	6.18111e-008	6.18888e-008	1.48449	
