 x	y	z_datum	Time	Well_no	H         	O         	As        	C         	Ca        	Cl        	Mg        	Na        	S         	Charge    	pH	Alkalinity	
   1.2000000E+04	  3.6000000E+04	  1.1000000E+02	  2.0000000E+03	  1	  6.9692409E-03	  2.8217260E-02	  5.7651176E-07	  9.3033928E-03	  8.6002663E-05	  2.2491978E-03	  6.1436355E-05	  1.2854072E-02	  2.3649624E-04	  9.4461959E-04	  8.5061192e+00	  9.4817388E-03	
   1.2000000E+04	  3.6000000E+04	  1.1000000E+02	  4.0000000E+03	  1	  6.8746087E-03	  2.7971457E-02	  6.3489342E-07	  9.2214404E-03	  8.4125476E-05	  1.9845930E-03	  6.0072467E-05	  1.2431527E-02	  2.3631735E-04	  8.4860875E-04	  8.5322050e+00	  9.4136258E-03	
   1.2000000E+04	  3.6000000E+04	  1.1000000E+02	  6.0000000E+03	  1	  6.7885678E-03	  2.7748495E-02	  6.9447882E-07	  9.1470903E-03	  8.2663156E-05	  1.7541090E-03	  5.9010483E-05	  1.2056940E-02	  2.3616153E-04	  7.6132782E-04	  8.5558455e+00	  9.3520069E-03	
   1.2000000E+04	  3.6000000E+04	  1.1000000E+02	  8.0000000E+03	  1	  6.7102255E-03	  2.7545842E-02	  7.5462141E-07	  9.0795008E-03	  8.1553304E-05	  1.5531657E-03	  5.8205215E-05	  1.1724255E-02	  2.3602568E-04	  6.8186834E-04	  8.5772281e+00	  9.2961052E-03	
   1.2000000E+04	  3.6000000E+04	  1.1000000E+02	  1.0000000E+04	  1	  6.6388029E-03	  2.7361287E-02	  8.1468703E-07	  9.0179370E-03	  8.0744229E-05	  1.3778288E-03	  5.7619184E-05	  1.1428237E-02	  2.3590714E-04	  6.0943762E-04	  8.5965278e+00	  9.2452415E-03	
