              x	              y	              z	           time	in	 Pore_volume	          Na	          Cl	           K	          Ca	SolidCa,cell	FluidCa,cell	      exchCa	       totCa	          PV	    kg_water	
              0	              1	          0.028	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1025e-06	  1.2083e-06	  5.5000e-04	  6.0281e-04	  5.0012e-02	  1.0047e+00	
              1	              1	          0.028	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1025e-06	  1.2083e-06	  5.5000e-04	  6.0281e-04	  5.0012e-02	  1.0047e+00	
              0	              0	           0.03	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1024e-06	  1.2081e-06	  5.5000e-04	  6.0270e-04	  5.0010e-02	  1.0045e+00	
              1	              0	           0.03	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1024e-06	  1.2081e-06	  5.5000e-04	  6.0270e-04	  5.0010e-02	  1.0045e+00	
              0	              1	           0.03	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1024e-06	  1.2081e-06	  5.5000e-04	  6.0270e-04	  5.0010e-02	  1.0045e+00	
              1	              1	           0.03	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1024e-06	  1.2081e-06	  5.5000e-04	  6.0270e-04	  5.0010e-02	  1.0045e+00	
              0	              0	          0.032	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1024e-06	  1.2078e-06	  5.5000e-04	  6.0259e-04	  5.0008e-02	  1.0043e+00	
              1	              0	          0.032	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1024e-06	  1.2078e-06	  5.5000e-04	  6.0259e-04	  5.0008e-02	  1.0043e+00	
              0	              1	          0.032	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1024e-06	  1.2078e-06	  5.5000e-04	  6.0259e-04	  5.0008e-02	  1.0043e+00	
              1	              1	          0.032	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1024e-06	  1.2078e-06	  5.5000e-04	  6.0259e-04	  5.0008e-02	  1.0043e+00	
              0	              0	          0.034	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1023e-06	  1.2075e-06	  5.5000e-04	  6.0248e-04	  5.0006e-02	  1.0041e+00	
              1	              0	          0.034	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1023e-06	  1.2075e-06	  5.5000e-04	  6.0248e-04	  5.0006e-02	  1.0041e+00	
              0	              1	          0.034	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1023e-06	  1.2075e-06	  5.5000e-04	  6.0248e-04	  5.0006e-02	  1.0041e+00	
              1	              1	          0.034	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1023e-06	  1.2075e-06	  5.5000e-04	  6.0248e-04	  5.0006e-02	  1.0041e+00	
              0	              0	          0.036	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1023e-06	  1.2073e-06	  5.5000e-04	  6.0238e-04	  5.0004e-02	  1.0040e+00	
              1	              0	          0.036	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1023e-06	  1.2073e-06	  5.5000e-04	  6.0238e-04	  5.0004e-02	  1.0040e+00	
              0	              1	          0.036	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1023e-06	  1.2073e-06	  5.5000e-04	  6.0238e-04	  5.0004e-02	  1.0040e+00	
              1	              1	          0.036	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1023e-06	  1.2073e-06	  5.5000e-04	  6.0238e-04	  5.0004e-02	  1.0040e+00	
              0	              0	          0.038	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2070e-06	  5.5000e-04	  6.0227e-04	  5.0002e-02	  1.0038e+00	
              1	              0	          0.038	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2070e-06	  5.5000e-04	  6.0227e-04	  5.0002e-02	  1.0038e+00	
              0	              1	          0.038	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2070e-06	  5.5000e-04	  6.0227e-04	  5.0002e-02	  1.0038e+00	
              1	              1	          0.038	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2070e-06	  5.5000e-04	  6.0227e-04	  5.0002e-02	  1.0038e+00	
              0	              0	           0.04	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2067e-06	  5.5000e-04	  6.0216e-04	  5.0000e-02	  1.0036e+00	
              1	              0	           0.04	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2067e-06	  5.5000e-04	  6.0216e-04	  5.0000e-02	  1.0036e+00	
              0	              1	           0.04	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2067e-06	  5.5000e-04	  6.0216e-04	  5.0000e-02	  1.0036e+00	
              1	              1	           0.04	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2067e-06	  5.5000e-04	  6.0216e-04	  5.0000e-02	  1.0036e+00	
              0	              0	          0.042	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2065e-06	  5.5000e-04	  6.0205e-04	  4.9998e-02	  1.0034e+00	
              1	              0	          0.042	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2065e-06	  5.5000e-04	  6.0205e-04	  4.9998e-02	  1.0034e+00	
              0	              1	          0.042	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2065e-06	  5.5000e-04	  6.0205e-04	  4.9998e-02	  1.0034e+00	
              1	              1	          0.042	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1022e-06	  1.2065e-06	  5.5000e-04	  6.0205e-04	  4.9998e-02	  1.0034e+00	
              0	              0	          0.044	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1021e-06	  1.2062e-06	  5.5000e-04	  6.0194e-04	  4.9996e-02	  1.0032e+00	
              1	              0	          0.044	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1021e-06	  1.2062e-06	  5.5000e-04	  6.0194e-04	  4.9996e-02	  1.0032e+00	
              0	              1	          0.044	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1021e-06	  1.2062e-06	  5.5000e-04	  6.0194e-04	  4.9996e-02	  1.0032e+00	
              1	              1	          0.044	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1021e-06	  1.2062e-06	  5.5000e-04	  6.0194e-04	  4.9996e-02	  1.0032e+00	
              0	              0	          0.046	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1021e-06	  1.2059e-06	  5.5000e-04	  6.0184e-04	  4.9994e-02	  1.0031e+00	
              1	              0	          0.046	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1021e-06	  1.2059e-06	  5.5000e-04	  6.0184e-04	  4.9994e-02	  1.0031e+00	
              0	              1	          0.046	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1021e-06	  1.2059e-06	  5.5000e-04	  6.0184e-04	  4.9994e-02	  1.0031e+00	
              1	              1	          0.046	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1021e-06	  1.2059e-06	  5.5000e-04	  6.0184e-04	  4.9994e-02	  1.0031e+00	
              0	              0	          0.048	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1020e-06	  1.2057e-06	  5.5000e-04	  6.0173e-04	  4.9992e-02	  1.0029e+00	
              1	              0	          0.048	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1020e-06	  1.2057e-06	  5.5000e-04	  6.0173e-04	  4.9992e-02	  1.0029e+00	
              0	              1	          0.048	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1020e-06	  1.2057e-06	  5.5000e-04	  6.0173e-04	  4.9992e-02	  1.0029e+00	
              1	              1	          0.048	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1020e-06	  1.2057e-06	  5.5000e-04	  6.0173e-04	  4.9992e-02	  1.0029e+00	
              0	              0	           0.05	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1020e-06	  1.2054e-06	  5.5000e-04	  6.0162e-04	  4.9990e-02	  1.0027e+00	
              1	              0	           0.05	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1020e-06	  1.2054e-06	  5.5000e-04	  6.0162e-04	  4.9990e-02	  1.0027e+00	
              0	              1	           0.05	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1020e-06	  1.2054e-06	  5.5000e-04	  6.0162e-04	  4.9990e-02	  1.0027e+00	
              1	              1	           0.05	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1020e-06	  1.2054e-06	  5.5000e-04	  6.0162e-04	  4.9990e-02	  1.0027e+00	
              0	              0	          0.052	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1019e-06	  1.2051e-06	  5.5000e-04	  6.0151e-04	  4.9988e-02	  1.0025e+00	
              1	              0	          0.052	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1019e-06	  1.2051e-06	  5.5000e-04	  6.0151e-04	  4.9988e-02	  1.0025e+00	
              0	              1	          0.052	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1019e-06	  1.2051e-06	  5.5000e-04	  6.0151e-04	  4.9988e-02	  1.0025e+00	
              1	              1	          0.052	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1019e-06	  1.2051e-06	  5.5000e-04	  6.0151e-04	  4.9988e-02	  1.0025e+00	
              0	              0	          0.054	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1019e-06	  1.2049e-06	  5.5000e-04	  6.0140e-04	  4.9986e-02	  1.0023e+00	
              1	              0	          0.054	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1019e-06	  1.2049e-06	  5.5000e-04	  6.0140e-04	  4.9986e-02	  1.0023e+00	
              0	              1	          0.054	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1019e-06	  1.2049e-06	  5.5000e-04	  6.0140e-04	  4.9986e-02	  1.0023e+00	
              1	              1	          0.054	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1019e-06	  1.2049e-06	  5.5000e-04	  6.0140e-04	  4.9986e-02	  1.0023e+00	
              0	              0	          0.056	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2046e-06	  5.5000e-04	  6.0130e-04	  4.9984e-02	  1.0022e+00	
              1	              0	          0.056	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2046e-06	  5.5000e-04	  6.0130e-04	  4.9984e-02	  1.0022e+00	
              0	              1	          0.056	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2046e-06	  5.5000e-04	  6.0130e-04	  4.9984e-02	  1.0022e+00	
              1	              1	          0.056	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2046e-06	  5.5000e-04	  6.0130e-04	  4.9984e-02	  1.0022e+00	
              0	              0	          0.058	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2043e-06	  5.5000e-04	  6.0119e-04	  4.9982e-02	  1.0020e+00	
              1	              0	          0.058	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2043e-06	  5.5000e-04	  6.0119e-04	  4.9982e-02	  1.0020e+00	
              0	              1	          0.058	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2043e-06	  5.5000e-04	  6.0119e-04	  4.9982e-02	  1.0020e+00	
              1	              1	          0.058	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2043e-06	  5.5000e-04	  6.0119e-04	  4.9982e-02	  1.0020e+00	
              0	              0	           0.06	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2041e-06	  5.5000e-04	  6.0108e-04	  4.9980e-02	  1.0018e+00	
              1	              0	           0.06	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2041e-06	  5.5000e-04	  6.0108e-04	  4.9980e-02	  1.0018e+00	
              0	              1	           0.06	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2041e-06	  5.5000e-04	  6.0108e-04	  4.9980e-02	  1.0018e+00	
              1	              1	           0.06	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1018e-06	  1.2041e-06	  5.5000e-04	  6.0108e-04	  4.9980e-02	  1.0018e+00	
              0	              0	          0.062	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1017e-06	  1.2038e-06	  5.5000e-04	  6.0097e-04	  4.9978e-02	  1.0016e+00	
              1	              0	          0.062	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1017e-06	  1.2038e-06	  5.5000e-04	  6.0097e-04	  4.9978e-02	  1.0016e+00	
              0	              1	          0.062	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1017e-06	  1.2038e-06	  5.5000e-04	  6.0097e-04	  4.9978e-02	  1.0016e+00	
              1	              1	          0.062	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1017e-06	  1.2038e-06	  5.5000e-04	  6.0097e-04	  4.9978e-02	  1.0016e+00	
              0	              0	          0.064	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1017e-06	  1.2036e-06	  5.5000e-04	  6.0086e-04	  4.9976e-02	  1.0014e+00	
              1	              0	          0.064	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1017e-06	  1.2036e-06	  5.5000e-04	  6.0086e-04	  4.9976e-02	  1.0014e+00	
              0	              1	          0.064	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1017e-06	  1.2036e-06	  5.5000e-04	  6.0086e-04	  4.9976e-02	  1.0014e+00	
              1	              1	          0.064	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1017e-06	  1.2036e-06	  5.5000e-04	  6.0086e-04	  4.9976e-02	  1.0014e+00	
              0	              0	          0.066	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1016e-06	  1.2033e-06	  5.5000e-04	  6.0076e-04	  4.9974e-02	  1.0013e+00	
              1	              0	          0.066	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1016e-06	  1.2033e-06	  5.5000e-04	  6.0076e-04	  4.9974e-02	  1.0013e+00	
              0	              1	          0.066	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1016e-06	  1.2033e-06	  5.5000e-04	  6.0076e-04	  4.9974e-02	  1.0013e+00	
              1	              1	          0.066	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1016e-06	  1.2033e-06	  5.5000e-04	  6.0076e-04	  4.9974e-02	  1.0013e+00	
              0	              0	          0.068	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1016e-06	  1.2030e-06	  5.5000e-04	  6.0065e-04	  4.9972e-02	  1.0011e+00	
              1	              0	          0.068	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1016e-06	  1.2030e-06	  5.5000e-04	  6.0065e-04	  4.9972e-02	  1.0011e+00	
              0	              1	          0.068	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1016e-06	  1.2030e-06	  5.5000e-04	  6.0065e-04	  4.9972e-02	  1.0011e+00	
              1	              1	          0.068	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1016e-06	  1.2030e-06	  5.5000e-04	  6.0065e-04	  4.9972e-02	  1.0011e+00	
              0	              0	           0.07	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2028e-06	  5.5000e-04	  6.0054e-04	  4.9970e-02	  1.0009e+00	
              1	              0	           0.07	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2028e-06	  5.5000e-04	  6.0054e-04	  4.9970e-02	  1.0009e+00	
              0	              1	           0.07	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2028e-06	  5.5000e-04	  6.0054e-04	  4.9970e-02	  1.0009e+00	
              1	              1	           0.07	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2028e-06	  5.5000e-04	  6.0054e-04	  4.9970e-02	  1.0009e+00	
              0	              0	          0.072	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2025e-06	  5.5000e-04	  6.0043e-04	  4.9968e-02	  1.0007e+00	
              1	              0	          0.072	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2025e-06	  5.5000e-04	  6.0043e-04	  4.9968e-02	  1.0007e+00	
              0	              1	          0.072	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2025e-06	  5.5000e-04	  6.0043e-04	  4.9968e-02	  1.0007e+00	
              1	              1	          0.072	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2025e-06	  5.5000e-04	  6.0043e-04	  4.9968e-02	  1.0007e+00	
              0	              0	          0.074	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2022e-06	  5.5000e-04	  6.0032e-04	  4.9966e-02	  1.0005e+00	
              1	              0	          0.074	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2022e-06	  5.5000e-04	  6.0032e-04	  4.9966e-02	  1.0005e+00	
              0	              1	          0.074	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2022e-06	  5.5000e-04	  6.0032e-04	  4.9966e-02	  1.0005e+00	
              1	              1	          0.074	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1015e-06	  1.2022e-06	  5.5000e-04	  6.0032e-04	  4.9966e-02	  1.0005e+00	
              0	              0	          0.076	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1014e-06	  1.2020e-06	  5.5000e-04	  6.0022e-04	  4.9964e-02	  1.0004e+00	
              1	              0	          0.076	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1014e-06	  1.2020e-06	  5.5000e-04	  6.0022e-04	  4.9964e-02	  1.0004e+00	
              0	              1	          0.076	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1014e-06	  1.2020e-06	  5.5000e-04	  6.0022e-04	  4.9964e-02	  1.0004e+00	
              1	              1	          0.076	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1014e-06	  1.2020e-06	  5.5000e-04	  6.0022e-04	  4.9964e-02	  1.0004e+00	
              0	              0	          0.078	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1014e-06	  1.2017e-06	  5.5000e-04	  6.0011e-04	  4.9962e-02	  1.0002e+00	
              1	              0	          0.078	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1014e-06	  1.2017e-06	  5.5000e-04	  6.0011e-04	  4.9962e-02	  1.0002e+00	
              0	              1	          0.078	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1014e-06	  1.2017e-06	  5.5000e-04	  6.0011e-04	  4.9962e-02	  1.0002e+00	
              1	              1	          0.078	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  1.1014e-06	  1.2017e-06	  5.5000e-04	  6.0011e-04	  4.9962e-02	  1.0002e+00	
              0	              0	           0.08	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  5.5066e-07	  6.0072e-07	  5.5000e-04	  6.0000e-04	  2.4980e-02	  1.0000e+00	
              1	              0	           0.08	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  5.5066e-07	  6.0072e-07	  5.5000e-04	  6.0000e-04	  2.4980e-02	  1.0000e+00	
              0	              1	           0.08	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  5.5066e-07	  6.0072e-07	  5.5000e-04	  6.0000e-04	  2.4980e-02	  1.0000e+00	
              1	              1	           0.08	              1	 1	  3.0000e+00	  0.0000e+00	  1.2000e+00	  0.0000e+00	  6.0000e-01	  5.5066e-07	  6.0072e-07	  5.5000e-04	  6.0000e-04	  2.4980e-02	  1.0000e+00	
