x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
2.1	0.402	-99999	0.166818	0.210725	6.31853e-012	0.251828	0.128451	4.7175e-012	1.33542e-012	1.19152	5.10242e-012	0.0127885	4.51275e-009	1.59763	0.348856	2.08716e-008	0.325572	0.166818	-14.6874	0.0383654	4.97697	0.128451	1	5.62264	99.9666	0	0	0.25	0.25	12	19.4566	0.674998	0.94669	4.43593	-0.207909	-3.87581e-005	0.168128	0.0382485	4.60716	0.129877	
2.1	0.198	-99999	0.15411	0.213911	5.96201e-012	0.281525	0.115848	4.64723e-012	1.27912e-012	1.31219	6.33469e-012	0.0127536	4.405e-009	1.77078	0.339795	2.00657e-008	0.330103	0.15411	-16.2038	0.0382608	5.47814	0.115848	1	5.66394	99.9726	0	0	0.25	0.25	13	19.4822	0.66848	0.863286	4.91431	-0.207908	-4.21981e-005	0.155538	0.0382552	5.09813	0.117281	
1.25	1	-99999	0.204773	0.200933	7.23775e-012	0.17586	0.17148	4.94741e-012	1.45861e-012	0.872633	2.4078e-012	0.0110964	4.21451e-009	1.14007	0.379458	2.25456e-008	0.310271	0.204773	-10.6787	0.0332892	3.64999	0.17148	1	5.5189	99.9413	0	0	0.25	0.25	14	19.3856	0.695664	1.16031	3.16294	-0.20791	-2.75283e-005	0.205713	0.0328074	3.30746	0.172902	
0.825	1	-99999	0.241317	0.188053	8.37483e-012	0.105167	0.217651	5.28626e-012	1.57958e-012	0.557589	7.76626e-013	0.0078873	3.36632e-009	0.692662	0.426939	2.40616e-008	0.286531	0.241317	-6.73888	0.0236619	2.3425	0.217651	1	5.36757	99.9104	0	0	0.25	0.25	15	19.3079	0.724434	1.44441	1.9075	-0.207909	-1.6822e-005	0.241896	0.0228026	2.03584	0.219089	
0.269386	0.35	-99999	0.27573	0.169643	1.1594e-011	0.0436088	0.25848	5.85992e-012	1.97268e-012	0.256302	1.15751e-013	0.00574674	3.18784e-009	0.271553	0.519939	2.9781e-008	0.240031	0.27573	-2.95619	0.0172403	1.08879	0.25848	1	5.19884	99.8848	0	0	0.25	0.25	16	19.2174	0.769178	1.03667	0.732041	-0.207908	-6.74467e-006	0.275971	0.0160424	0.83982	0.25992	
1.1	0.4	1	0.180863	0.2083	6.60482e-012	0.230632	0.142545	4.77242e-012	1.37987e-012	1.10394	4.29116e-012	0.0127721	4.59106e-009	1.47001	1.30888	7.9063e-008	4.34556	0.180863	-25.6413	0.0383165	8.63291	0.142545	10	5.67333	99.9597	0	0	3.75	0.375	17	19.4377	0.680024	0.948839	4.08435	-0.207909	-3.39762e-005	0.182048	0.0380782	4.24201	0.143967	
1	0.45	1	0.1919	0.205349	6.95789e-012	0.207193	0.153886	4.841e-012	1.43303e-012	1.006	3.47013e-012	0.0126701	4.65361e-009	1.32986	1.34859	8.22205e-008	4.3257	0.1919	-24.366	0.0380103	8.21129	0.153886	10	5.63674	99.9539	0	0	4	0.4	18	19.416	0.686221	0.98841	3.69667	-0.207909	-3.08185e-005	0.192979	0.0376726	3.8442	0.155303	
1.0375	1	-99999	0.21947	0.196331	7.66821e-012	0.147265	0.189248	5.06336e-012	1.50997e-012	0.747868	1.64343e-012	0.0100726	3.97561e-009	0.962246	0.395343	2.32156e-008	0.302328	0.21947	-9.1162	0.0302177	3.13203	0.189248	1	5.46816	99.93	0	0	0.25	0.25	19	19.3561	0.705725	1.25375	2.66573	-0.20791	-2.31908e-005	0.220266	0.0295885	2.80214	0.190673	
0.35	0.730614	-99999	0.27103	0.172611	1.14917e-011	0.0513905	0.249815	5.75918e-012	1.98947e-012	0.296845	1.75176e-013	0.00706814	3.69196e-009	0.328264	0.501122	2.99691e-008	0.249439	0.27103	-3.47039	0.0212045	1.26127	0.249815	1	5.23728	99.8926	0	0	0.25	0.25	20	19.2311	0.761647	1.53815	0.897308	-0.207911	-8.16942e-006	0.27132	0.0200697	1.00169	0.251239	
1	0.225	1	0.167018	0.212246	6.20644e-012	0.265209	0.127607	4.68369e-012	1.3212e-012	1.24584	5.68805e-012	0.0131364	4.59573e-009	1.67286	1.25902	7.56025e-008	4.37049	0.167018	-27.4754	0.0394092	9.24039	0.127607	10	5.75364	99.9678	0	0	3.75	0.375	21	19.4683	0.671875	0.830723	4.64786	-0.207909	-3.75057e-005	0.168343	0.0393028	4.81677	0.129038	
1.1	0.2	1	0.160856	0.213646	6.03672e-012	0.278528	0.121754	4.653e-012	1.29355e-012	1.29983	6.24225e-012	0.0130332	4.5163e-009	1.75056	1.24193	7.39822e-008	4.37903	0.160856	-28.1756	0.0390998	9.47154	0.121754	10	5.76887	99.9704	0	0	3.75	0.375	22	19.4797	0.669019	0.815079	4.86175	-0.207909	-3.92783e-005	0.162236	0.0390455	5.03728	0.123189	
1.1	0.65	1	0.198916	0.203028	7.11633e-012	0.190203	0.16324	4.89634e-012	1.4491e-012	0.934058	2.87338e-012	0.0118908	4.44391e-009	1.22738	1.38114	8.32352e-008	4.30943	0.198916	-23.4308	0.0356726	7.90034	0.16324	10	5.5784	99.9474	0	0	3.92857	0.392857	23	19.3998	0.691158	1.07993	3.40813	-0.20791	-2.90195e-005	0.199918	0.0352572	3.55355	0.164658	
1	0.675	1	0.207322	0.200537	7.42679e-012	0.173199	0.172175	4.95717e-012	1.49376e-012	0.861122	2.37889e-012	0.0117146	4.46455e-009	1.1234	1.41777	8.59276e-008	4.29112	0.207322	-22.4743	0.0351439	7.58395	0.172175	10	5.55122	99.9426	0	0	3.75	0.375	24	19.383	0.69652	1.10465	3.11993	-0.20791	-2.65714e-005	0.208245	0.0346512	3.25824	0.17359	
1.6	0	-99999	0.148841	0.215359	5.80953e-012	0.295893	0.110616	4.61599e-012	1.25484e-012	1.36989	6.97601e-012	0.0127412	4.35995e-009	1.85338	0.33582	1.97187e-008	0.33209	0.148841	-16.9269	0.0382236	5.71738	0.110616	1	5.69709	99.9751	0	0	0.25	0.25	25	19.4944	0.665551	0.818846	5.14295	-0.207908	-4.34544e-005	0.15032	0.0382653	5.33197	0.112053	
1.43	0.3	-99999	0.167825	0.210886	6.27114e-012	0.253119	0.130007	4.71391e-012	1.32642e-012	1.19672	5.12681e-012	0.0126053	4.44572e-009	1.60425	0.348467	2.07393e-008	0.325766	0.167825	-14.7467	0.0378161	4.99671	0.130007	1	5.63817	99.9653	0	0	0.25	0.25	26	19.4577	0.674667	0.933192	4.45402	-0.207909	-3.81585e-005	0.169124	0.037687	4.62538	0.131434	
1.77246	0.3	-99999	0.164759	0.211426	6.22523e-012	0.258068	0.126654	4.70186e-012	1.32008e-012	1.217	5.33876e-012	0.012701	4.46152e-009	1.63381	0.346863	2.06506e-008	0.326568	0.164759	-15.0049	0.038103	5.08195	0.126654	1	5.63524	99.9672	0	0	0.25	0.25	27	19.462	0.673556	0.926077	4.53577	-0.207909	-3.91835e-005	0.166086	0.0380024	4.70954	0.128081	
0.643247	0.3375	-99999	0.242027	0.188044	9.24481e-012	0.105291	0.210161	5.28649e-012	1.74359e-012	0.558269	8.60477e-013	0.0106201	4.52617e-009	0.694534	0.426736	2.6545e-008	0.286632	0.242027	-6.74392	0.0318603	2.34988	0.210161	1	5.40868	99.9213	0	0	0.25	0.25	28	19.3081	0.724454	1.04642	1.93076	-0.207911	-1.6433e-005	0.242615	0.0310422	2.04191	0.211567	
1.1	0.1	1	0.146038	0.217349	5.62269e-012	0.316281	0.107608	4.57373e-012	1.22571e-012	1.45087	7.94784e-012	0.0128096	4.33346e-009	1.96738	1.19882	7.0035e-008	4.40059	0.146038	-30.1231	0.0384289	10.1153	0.107608	10	5.83539	99.9767	0	0	3.75	0.375	29	19.5113	0.661557	0.722046	5.46017	-0.207908	-4.30566e-005	0.147558	0.0385023	5.65147	0.109055	
0.130053	0.35	-99999	0.288084	0.161047	1.24846e-011	0.0231825	0.278784	6.1727e-012	2.01657e-012	0.143523	2.30548e-014	0.00309811	2.36636e-009	0.116332	0.601194	3.17242e-008	0.199403	0.288084	-1.49895	0.00929435	0.601871	0.278784	1	5.08654	99.8679	0	0	0.25	0.25	30	19.1781	0.791762	1.0191	0.285997	-0.207901	-3.17994e-006	0.288198	0.00794248	0.397727	0.28025	
1.0625	0.9	1	0.211685	0.198994	7.48996e-012	0.163302	0.178727	4.9956e-012	1.49488e-012	0.818208	2.07397e-012	0.0109848	4.2391e-009	1.06232	1.4413	8.60794e-008	4.27935	0.211685	-21.9119	0.0329545	7.39649	0.178727	10	5.51134	99.9375	0	0	3.75	0.375	31	19.3729	0.699874	1.16966	2.9463	-0.20791	-2.54083e-005	0.21256	0.0324098	3.08477	0.180146	
1.15083	0.931206	-99999	0.210094	0.199389	7.4017e-012	0.165806	0.177542	4.9857e-012	1.4802e-012	0.829109	2.12832e-012	0.0108494	4.17299e-009	1.07791	0.384673	2.28388e-008	0.307663	0.210094	-10.1326	0.0325481	3.46924	0.177542	1	5.5064	99.9377	0	0	0.25	0.25	32	19.3755	0.699012	1.18208	2.98997	-0.20791	-2.59236e-005	0.210983	0.0320151	3.13081	0.178964	
1.1	0.775	1	0.205867	0.200862	7.31377e-012	0.175347	0.171663	4.94915e-012	1.47341e-012	0.870394	2.41526e-012	0.0114003	4.3334e-009	1.13663	1.41288	8.4739e-008	4.29356	0.205867	-22.5976	0.0342009	7.62396	0.171663	10	5.54049	99.942	0	0	3.92857	0.392857	33	19.3851	0.695817	1.13091	3.15422	-0.20791	-2.70671e-005	0.2068	0.0337149	3.29585	0.173081	
1.09219	0.942092	-99999	0.2134	0.198364	7.50933e-012	0.159395	0.181389	5.01146e-012	1.494e-012	0.80117	1.95832e-012	0.0106693	4.1388e-009	1.03809	0.388196	2.30244e-008	0.305902	0.2134	-9.78259	0.032008	3.35333	0.181389	1	5.49632	99.9353	0	0	0.25	0.25	34	19.3689	0.70125	1.19861	2.87899	-0.20791	-2.4945e-005	0.214257	0.0314426	3.01769	0.182811	
1.08438	0.9	1	0.211203	0.199144	7.47096e-012	0.164245	0.178206	4.99183e-012	1.49221e-012	0.822316	2.09844e-012	0.0109976	4.23879e-009	1.06817	1.43898	8.5917e-008	4.28051	0.211203	-21.9661	0.0329928	7.41441	0.178206	10	5.5127	99.9378	0	0	3.75	0.375	35	19.3739	0.699546	1.16834	2.96252	-0.20791	-2.55504e-005	0.212082	0.0324526	3.10138	0.179626	
1.1	0.8375	1	0.209315	0.199761	7.41637e-012	0.168163	0.175855	4.97643e-012	1.48589e-012	0.839334	2.2083e-012	0.0111519	4.27669e-009	1.09239	1.42951	8.55174e-008	4.28524	0.209315	-22.1898	0.0334557	7.48868	0.175855	10	5.52276	99.9393	0	0	3.75	0.375	36	19.3779	0.698204	1.15446	3.03043	-0.20791	-2.60872e-005	0.210213	0.0329349	3.1702	0.177274	
1.1	0.86875	1	0.210442	0.199397	7.45084e-012	0.16584	0.177226	4.98552e-012	1.49008e-012	0.82925	2.14347e-012	0.0110708	4.25821e-009	1.07804	1.43509	8.57793e-008	4.28245	0.210442	-22.0572	0.0332125	7.44469	0.177226	10	5.51718	99.9384	0	0	3.75	0.375	37	19.3755	0.698996	1.16189	2.99026	-0.20791	-2.5765e-005	0.211329	0.0326803	3.12942	0.178645	
1.07344	0.875	1	0.210728	0.19931	7.46376e-012	0.165293	0.177506	4.98767e-012	1.49202e-012	0.826874	2.1297e-012	0.0110726	4.2619e-009	1.07466	1.43642	8.58958e-008	4.28179	0.210728	-22.0259	0.0332179	7.43435	0.177506	10	5.51677	99.9383	0	0	5	0.5	38	19.375	0.699184	1.16212	2.98094	-0.20791	-2.56798e-005	0.211612	0.0326832	3.11982	0.178925	
1.08231	0.853125	1	0.209853	0.199592	7.43619e-012	0.167081	0.176455	4.98064e-012	1.4886e-012	0.834641	2.17911e-012	0.0111314	4.27472e-009	1.08571	1.4321	8.5683e-008	4.28395	0.209853	-22.1281	0.0333944	7.46823	0.176455	10	5.52092	99.939	0	0	5	0.5	39	19.3768	0.698572	1.15694	3.01186	-0.20791	-2.5931e-005	0.210746	0.0328685	3.15123	0.177874	
1	0.7875	1	0.211635	0.199078	7.53525e-012	0.163828	0.177911	4.9935e-012	1.50455e-012	0.820503	2.10324e-012	0.0112402	4.33463e-009	1.0656	1.44	8.66308e-008	4.28	0.211635	-21.9413	0.0337208	7.40678	0.177911	10	5.52147	99.9385	0	0	3.75	0.375	40	19.3735	0.699691	1.14839	2.95712	-0.20791	-2.53828e-005	0.212513	0.0331812	3.0941	0.179328	
1.05666	0.80625	1	0.208667	0.199996	7.42583e-012	0.169684	0.174616	4.97057e-012	1.48954e-012	0.845927	2.26096e-012	0.0113492	4.34394e-009	1.10181	1.42591	8.57129e-008	4.28704	0.208667	-22.2761	0.0340476	7.51762	0.174616	10	5.53246	99.9404	0	0	5	0.5	41	19.3794	0.697692	1.14234	3.05777	-0.20791	-2.62565e-005	0.209573	0.0335359	3.19698	0.176033	
1.07479	0.826783	1	0.208638	0.199986	7.4028e-012	0.169613	0.174924	4.97083e-012	1.48485e-012	0.845616	2.25159e-012	0.0112369	4.30142e-009	1.10134	1.42608	8.54442e-008	4.28696	0.208638	-22.2723	0.0337107	7.51611	0.174924	10	5.52784	99.94	0	0	5	0.5	42	19.3794	0.697715	1.14818	3.05572	-0.20791	-2.62758e-005	0.209544	0.0331974	3.19563	0.176343	
1	0.84375	1	0.212706	0.198696	7.54825e-012	0.161443	0.179556	5.0031e-012	1.50426e-012	0.81011	2.03171e-012	0.0110488	4.27427e-009	1.05081	1.44593	8.66372e-008	4.27704	0.212706	-21.8048	0.0331466	7.36125	0.179556	10	5.51175	99.9372	0	0	3.75	0.375	43	19.371	0.700525	1.16464	2.91498	-0.20791	-2.50943e-005	0.213572	0.0325941	3.05207	0.180974	
1.06229	0.857745	1	0.210279	0.19946	7.46583e-012	0.166247	0.176737	4.98393e-012	1.49355e-012	0.83102	2.16087e-012	0.0111793	4.29758e-009	1.08059	1.4341	8.59743e-008	4.28295	0.210279	-22.0804	0.0335379	7.45257	0.176737	10	5.52159	99.939	0	0	5	0.5	44	19.3759	0.698858	1.15733	2.99803	-0.20791	-2.58059e-005	0.211168	0.0330089	3.13669	0.178156	
1.03125	0.9	1	0.212747	0.198658	7.52911e-012	0.161204	0.179922	5.00406e-012	1.50015e-012	0.809065	2.01912e-012	0.0109403	4.23368e-009	1.04931	1.44653	8.64036e-008	4.27673	0.212747	-21.7913	0.0328211	7.35657	0.179922	10	5.50776	99.9368	0	0	3.92857	0.392857	45	19.3708	0.700608	1.17376	2.9101	-0.20791	-2.50974e-005	0.213612	0.0322662	3.04781	0.181342	
1.05904	0.838429	1	0.209588	0.199689	7.44762e-012	0.167706	0.175845	4.97822e-012	1.49162e-012	0.837356	2.20276e-012	0.0112466	4.3154e-009	1.0896	1.4306	8.58498e-008	4.2847	0.209588	-22.1636	0.0337397	7.48022	0.175845	10	5.52599	99.9396	0	0	5	0.5	46	19.3774	0.69836	1.15136	3.02338	-0.20791	-2.60001e-005	0.210485	0.0332181	3.16231	0.177263	
1.03183	0.85294	1	0.211209	0.199174	7.50629e-012	0.164437	0.177683	4.99109e-012	1.49949e-012	0.823156	2.11452e-012	0.011174	4.3056e-009	1.0694	1.4385	8.6333e-008	4.28075	0.211209	-21.9767	0.0335221	7.41831	0.177683	10	5.51949	99.9385	0	0	5	0.5	47	19.3741	0.699481	1.15849	2.96712	-0.20791	-2.55307e-005	0.212089	0.0329849	3.10491	0.1791	
1.04841	0.878942	1	0.211547	0.199049	7.49238e-012	0.163644	0.178452	4.99423e-012	1.49577e-012	0.819698	2.08543e-012	0.0110306	4.25484e-009	1.06444	1.44046	8.61275e-008	4.27977	0.211547	-21.9314	0.0330918	7.40303	0.178452	10	5.51349	99.9377	0	0	5	0.5	48	19.3733	0.699755	1.16601	2.95247	-0.20791	-2.54422e-005	0.212424	0.0325491	3.0908	0.179871	
1.1	0.80625	1	0.207969	0.200193	7.37594e-012	0.170954	0.174218	4.96569e-012	1.48099e-012	0.85142	2.28756e-012	0.0112493	4.29901e-009	1.1096	1.42295	8.52109e-008	4.28853	0.207969	-22.3486	0.0337481	7.54135	0.174218	10	5.52961	99.9404	0	0	3.75	0.375	49	19.3807	0.697266	1.14539	3.07859	-0.20791	-2.64703e-005	0.208881	0.0332409	3.21908	0.175637	
1.0628	0.769093	1	0.2059	0.200885	7.34307e-012	0.175506	0.171235	4.94857e-012	1.47949e-012	0.87108	2.43039e-012	0.0115537	4.39081e-009	1.13762	1.41252	8.50864e-008	4.29374	0.2059	-22.6062	0.0346611	7.62713	0.171235	10	5.5476	99.9426	0	0	5	0.5	50	19.3853	0.695766	1.12246	3.15804	-0.20791	-2.70389e-005	0.206833	0.0341776	3.29871	0.172652	
1	0.871875	1	0.213107	0.198553	7.55226e-012	0.160558	0.180181	5.00669e-012	1.50397e-012	0.806247	2.00529e-012	0.0109742	4.25043e-009	1.04531	1.44816	8.66299e-008	4.27592	0.213107	-21.754	0.0329226	7.34432	0.180181	10	5.50814	99.9367	0	0	3.92857	0.392857	51	19.3701	0.700837	1.17085	2.89929	-0.20791	-2.49857e-005	0.213969	0.0323652	3.03644	0.181599	
1.03393	0.82411	1	0.210464	0.199431	7.49002e-012	0.166064	0.176652	4.98465e-012	1.49817e-012	0.830225	2.16197e-012	0.0112693	4.33323e-009	1.07945	1.43454	8.62421e-008	4.28273	0.210464	-22.0695	0.0338081	7.4492	0.176652	10	5.52522	99.9392	0	0	5	0.5	52	19.3758	0.698921	1.14947	2.99554	-0.20791	-2.57348e-005	0.211353	0.0332792	3.13348	0.17807	
1.07833	0.805385	1	0.207906	0.200221	7.38111e-012	0.171138	0.174028	4.96499e-012	1.48224e-012	0.852219	2.29529e-012	0.0112915	4.31413e-009	1.11074	1.42252	8.52809e-008	4.28874	0.207906	-22.359	0.0338746	7.54488	0.174028	10	5.5317	99.9406	0	0	5	0.5	53	19.3809	0.697204	1.14312	3.08204	-0.20791	-2.6484e-005	0.208819	0.0333687	3.22234	0.175446	
1.06681	0.788844	1	0.207332	0.200422	7.38303e-012	0.172452	0.17303	4.96002e-012	1.48411e-012	0.857899	2.33976e-012	0.0114328	4.36098e-009	1.11885	1.41947	8.53768e-008	4.29026	0.207332	-22.4334	0.0342985	7.56976	0.17303	10	5.53899	99.9414	0	0	5	0.5	54	19.3822	0.696769	1.1341	3.1054	-0.20791	-2.66376e-005	0.208251	0.0338001	3.2454	0.174447	
1.08977	0.790625	1	0.20691	0.200536	7.34818e-012	0.173195	0.172869	4.9572e-012	1.47794e-012	0.861109	2.35361e-012	0.011346	4.32403e-009	1.1234	1.41777	8.50168e-008	4.29111	0.20691	-22.4758	0.0340382	7.58357	0.172869	10	5.5361	99.9413	0	0	5	0.5	55	19.383	0.696522	1.13707	3.11735	-0.20791	-2.67685e-005	0.207833	0.0335421	3.25829	0.174287	
1.03891	0.784227	1	0.208653	0.200028	7.44141e-012	0.169891	0.174324	4.96977e-012	1.49291e-012	0.846824	2.27256e-012	0.011442	4.37835e-009	1.10308	1.42542	8.59047e-008	4.28729	0.208653	-22.2876	0.0343262	7.52161	0.174324	10	5.53663	99.9408	0	0	5	0.5	56	19.3797	0.697623	1.13462	3.06195	-0.20791	-2.62443e-005	0.20956	0.0338164	3.20061	0.17574	
1.08112	0.773803	1	0.205046	0.201135	7.29938e-012	0.177166	0.170504	4.94244e-012	1.47251e-012	0.878226	2.47281e-012	0.0115129	4.36673e-009	1.14779	1.40881	8.46726e-008	4.29559	0.205046	-22.7001	0.0345388	7.65808	0.170504	10	5.54757	99.9429	0	0	5	0.5	57	19.387	0.695227	1.12216	3.18582	-0.20791	-2.72919e-005	0.205988	0.0340622	3.32756	0.171922	
1.1	0.7125	1	0.202421	0.201945	7.2154e-012	0.182652	0.167467	4.92261e-012	1.46143e-012	0.90179	2.63582e-012	0.0116503	4.39074e-009	1.18137	1.39685	8.39949e-008	4.30157	0.202421	-23.0089	0.034951	7.76041	0.167467	10	5.55913	99.9447	0	0	3.75	0.375	58	19.3924	0.693482	1.10599	3.27945	-0.20791	-2.80388e-005	0.203388	0.0345001	3.42292	0.168885	
1.1	0.74375	1	0.204164	0.2014	7.26508e-012	0.178946	0.169583	4.93593e-012	1.46752e-012	0.885883	2.5228e-012	0.011526	4.36255e-009	1.1587	1.40488	8.43724e-008	4.29756	0.204164	-22.8006	0.0345781	7.69131	0.169583	10	5.54972	99.9433	0	0	3.57143	0.357143	59	19.3887	0.694655	1.1186	3.21601	-0.20791	-2.75478e-005	0.205114	0.0341096	3.35853	0.171001	
1.07735	0.750481	1	0.203797	0.20153	7.26573e-012	0.179829	0.168946	4.93273e-012	1.46861e-012	0.889678	2.55394e-012	0.0116161	4.3921e-009	1.16411	1.40295	8.44278e-008	4.29853	0.203797	-22.8502	0.0348484	7.70787	0.168946	10	5.5549	99.9439	0	0	5	0.5	60	19.3896	0.694374	1.11245	3.23158	-0.20791	-2.76426e-005	0.204751	0.0343847	3.37391	0.170363	
1.1	0.68125	1	0.200761	0.202461	7.16879e-012	0.186217	0.165452	4.91007e-012	1.4557e-012	0.917047	2.74696e-012	0.0117685	4.41749e-009	1.20312	1.38933	8.36407e-008	4.30533	0.200761	-23.2085	0.0353055	7.82661	0.165452	10	5.56833	99.946	0	0	3.75	0.375	61	19.3959	0.692373	1.09357	3.34032	-0.20791	-2.8504e-005	0.201745	0.0348714	3.48468	0.16687	
1.08303	0.728125	1	0.202872	0.201818	7.23736e-012	0.181787	0.167852	4.92569e-012	1.46496e-012	0.898083	2.61301e-012	0.0116721	4.4033e-009	1.17609	1.39871	8.42041e-008	4.30065	0.202872	-22.9602	0.0350163	7.74436	0.167852	10	5.55945	99.9446	0	0	5	0.5	62	19.3915	0.693754	1.10613	3.26503	-0.20791	-2.79041e-005	0.203835	0.0345618	3.40792	0.16927	
