x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0	0	-99999	0.271302	0.173345	1.24369e-011	0.0534733	0.242855	5.73478e-012	2.16226e-012	0.307567	2.09986e-013	0.00948238	4.8829e-009	0.343543	0.496626	3.25551e-008	0.251687	0.271302	-3.5997	0.0284472	1.3093	0.242855	1	5.21183	99.9015	0	0	0.25	0.25	0	19.2346	0.759803	0.962332	0.828059	-0.207903	-7.06171e-006	0.274227	0.0170934	0.93546	0.257134	
2.1	0	-99999	0.135235	0.218123	5.34381e-012	0.325193	0.100829	4.55749e-012	1.16907e-012	1.48646	8.09432e-012	0.0114684	3.85484e-009	2.02145	0.328352	1.84264e-008	0.335824	0.135235	-18.4015	0.0344054	6.20185	0.100829	1	5.62164	99.9773	0	0	0.25	0.25	1	19.5185	0.660012	0.834439	5.12768	-0.207908	-4.35807e-005	0.150599	0.0349172	5.32311	0.115682	
2.1	1	-99999	0.141075	0.216126	5.58399e-012	0.304067	0.105695	4.5996e-012	1.21043e-012	1.40273	7.17358e-012	0.0117933	4.01184e-009	1.90228	0.333603	1.90301e-008	0.333199	0.141075	-17.3573	0.03538	5.85636	0.105695	1	5.58928	99.9757	0	0	0.25	0.25	2	19.5011	0.664006	0.885934	4.84432	-0.207909	-4.25626e-005	0.155999	0.035479	5.03322	0.12052	
0	1	-99999	0.275404	0.168608	1.68652e-011	0.0423474	0.225119	5.8959e-012	2.85203e-012	0.250417	1.58006e-013	0.0167615	9.22959e-009	0.268924	0.521792	4.26841e-008	0.239104	0.275404	-2.88347	0.0502846	1.08648	0.225119	1	5.30315	99.929	0	0	0.25	0.25	3	19.2142	0.771836	1.68122	0.64553	-0.207912	-5.8717e-006	0.279679	0.0403128	0.701056	0.239367	
1	0	1	0.122105	0.223291	4.8242e-012	0.385539	0.089147	4.45201e-012	1.0804e-012	1.72152	1.10882e-011	0.0109858	3.58445e-009	2.35594	1.13476	6.1672e-008	4.43262	0.122105	-33.5996	0.0329576	11.2625	0.089147	10	5.79595	99.9819	0	0	3.75	0.375	4	19.5664	0.649842	0.659435	5.88493	-0.207908	-4.51067e-005	0.138761	0.0345475	6.09294	0.104213	
1.1	0	1	0.120652	0.223508	4.7999e-012	0.388335	0.0878268	4.4477e-012	1.076e-012	1.73232	1.12304e-011	0.0109415	3.565e-009	2.37175	1.13246	6.14156e-008	4.43377	0.120652	-33.7403	0.0328247	11.3089	0.0878268	10	5.79742	99.9824	0	0	3.75	0.375	5	19.5686	0.649421	0.659478	5.9264	-0.207908	-4.5527e-005	0.137427	0.0345265	6.13578	0.102901	
1	0.9	1	0.206628	0.200897	7.20409e-012	0.175475	0.173896	4.94829e-012	1.45157e-012	0.870874	2.38256e-012	0.0109105	4.14859e-009	1.13669	1.41275	8.35041e-008	4.29362	0.206628	-22.6007	0.0327317	7.62426	0.173896	10	5.44811	99.9395	0	0	3.21429	0.321429	6	19.3853	0.695741	1.18486	2.85532	-0.207906	-2.45298e-005	0.215496	0.02709	3.00149	0.188406	
1.1	0.9	1	0.202692	0.20207	7.06242e-012	0.183405	0.169701	4.91957e-012	1.43133e-012	0.904951	2.60555e-012	0.0109971	4.14289e-009	1.18526	1.39539	8.22806e-008	4.3023	0.202692	-23.0479	0.0329914	7.77218	0.169701	10	5.45999	99.9418	0	0	2.91667	0.291667	7	19.3931	0.693213	1.16945	2.97997	-0.207906	-2.55831e-005	0.211925	0.0277003	3.12849	0.184224	
0	0.298	-99999	0.298558	0.161098	1.5128e-011	0.0210183	0.283547	6.17074e-012	2.44432e-012	0.130083	2.07935e-014	0.00500389	4.22361e-009	0.0953825	0.618131	3.9562e-008	0.190935	0.298558	-1.28483	0.0150117	0.537805	0.283547	1	2.43701	99.8683	0	0	0.25	0.25	8	19.1763	0.791623	0.999438	-0.098039	-0.207891	-1.40621e-007	0.298616	0.000288095	0.0185542	0.298328	
0	0.402	-99999	0.298749	0.161122	1.51318e-011	0.0210275	0.283711	6.16984e-012	2.4453e-012	0.130121	2.08138e-014	0.00501278	4.23296e-009	0.0953547	0.618131	3.95892e-008	0.190935	0.298749	-1.28459	0.0150384	0.537805	0.283711	1	2.32335	99.8676	0	0	0.25	0.25	9	19.1764	0.79156	1.00332	-0.104754	-0.207891	-9.47011e-008	0.298787	0.000237198	0.0117699	0.298549	
0.298	1	-99999	0.298786	0.161124	1.51474e-011	0.0210285	0.2837	6.16974e-012	2.44785e-012	0.130125	2.08369e-014	0.00502884	4.24673e-009	0.0953515	0.618131	3.96319e-008	0.190935	0.298786	-1.2845	0.0150866	0.53782	0.2837	1	2.33369	99.8676	0	0	0.25	0.25	10	19.1764	0.791553	1.99492	-0.105962	-0.207891	-8.42653e-008	0.298823	0.00027523	0.010449	0.298548	
0.402	1	-99999	0.298182	0.161054	1.51015e-011	0.0210011	0.283277	6.17242e-012	2.43938e-012	0.130012	2.07288e-014	0.00496816	4.19003e-009	0.0954345	0.61813	3.94604e-008	0.190935	0.298182	-1.28536	0.0149045	0.537785	0.283277	1	2.55393	99.8688	0	0	0.25	0.25	11	19.1762	0.791742	1.99169	-0.086791	-0.207891	-2.46024e-007	0.298271	0.000286174	0.0301505	0.297985	
2.1	0.402	-99999	0.154395	0.213687	5.8395e-012	0.279323	0.118875	4.65211e-012	1.25153e-012	1.30329	6.08552e-012	0.0118399	4.09582e-009	1.75787	0.340432	1.96284e-008	0.329784	0.154395	-16.0945	0.0355198	5.43998	0.118875	1	5.57063	99.9693	0	0	0.25	0.25	12	19.4803	0.668936	0.946418	4.46834	-0.207909	-3.87454e-005	0.168076	0.0344836	4.64715	0.133593	
2.1	0.198	-99999	0.14059	0.217	5.46587e-012	0.312996	0.105878	4.58108e-012	1.18961e-012	1.43811	7.53617e-012	0.0115707	3.91752e-009	1.95162	0.331362	1.87278e-008	0.334319	0.14059	-17.7908	0.0347122	6.00024	0.105878	1	5.61039	99.9751	0	0	0.25	0.25	13	19.5085	0.662254	0.862992	4.95157	-0.207908	-4.21831e-005	0.155482	0.0347904	5.14236	0.120692	
1.25	1	-99999	0.195825	0.203702	6.84628e-012	0.195011	0.162824	4.88014e-012	1.39874e-012	0.954506	2.94014e-012	0.0110004	4.09026e-009	1.25648	0.370473	2.16941e-008	0.314764	0.195825	-11.7029	0.0330013	3.98823	0.162824	1	5.46851	99.9452	0	0	0.25	0.25	14	19.4044	0.689719	1.16012	3.18043	-0.207907	-2.75199e-005	0.205676	0.0282903	3.33401	0.177386	
