              x	              y	              z	           time	in	          pH	          Ca	          Mg	          Na	          Cl	        C(4)	         SO4	          As	
              0	              0	              0	         500000	 1	     8.73877	  1.2567e+00	  5.1761e-01	  2.8665e+02	  1.4718e+01	  6.0584e+02	  2.2585e+01	  9.1935e+01	
           3000	              0	              0	         500000	 1	     8.82486	  1.1097e+00	  4.5253e-01	  2.5713e+02	  9.2457e+00	  5.7104e+02	  2.2575e+01	  1.3115e+02	
           6000	              0	              0	         500000	 1	     8.88539	  1.0250e+00	  4.1507e-01	  2.3397e+02	  6.1442e+00	  5.4277e+02	  2.2569e+01	  1.6827e+02	
           9000	              0	              0	         500000	 1	     8.89333	  1.0231e+00	  4.1435e-01	  2.2397e+02	  5.2870e+00	  5.3024e+02	  2.2568e+01	  1.7366e+02	
          12000	              0	              0	         500000	 1	     8.87373	  1.0670e+00	  4.3399e-01	  2.1708e+02	  4.9504e+00	  5.2152e+02	  2.2567e+01	  1.5981e+02	
          15000	              0	              0	         500000	 1	     8.83479	  1.1490e+00	  4.7061e-01	  2.1228e+02	  4.8271e+00	  5.1547e+02	  2.2567e+01	  1.3565e+02	
          18000	              0	              0	         500000	 1	     8.77322	  1.2906e+00	  5.3379e-01	  2.0793e+02	  4.7755e+00	  5.1012e+02	  2.2567e+01	  1.0464e+02	
          21000	              0	              0	         500000	 1	     8.68429	  1.5321e+00	  6.4156e-01	  2.0358e+02	  4.7540e+00	  5.0501e+02	  2.2567e+01	  7.1827e+01	
          24000	              0	              0	         500000	 1	     8.56905	  1.9283e+00	  8.1837e-01	  1.9919e+02	  4.7454e+00	  5.0025e+02	  2.2567e+01	  4.4005e+01	
          27000	              0	              0	         500000	 1	     8.43357	  2.5535e+00	  1.0974e+00	  1.9469e+02	  4.7421e+00	  4.9594e+02	  2.2567e+01	  2.4676e+01	
          30000	              0	              0	         500000	 1	     8.34704	  3.0711e+00	  1.3283e+00	  1.9186e+02	  4.7409e+00	  4.9354e+02	  2.2567e+01	  1.7037e+01	
          33000	              0	              0	         500000	 1	     8.33207	  3.1720e+00	  1.3734e+00	  1.9134e+02	  4.7404e+00	  4.9313e+02	  2.2567e+01	  1.5976e+01	
          36000	              0	              0	         500000	 1	     8.33322	  3.1642e+00	  1.3699e+00	  1.9137e+02	  4.7402e+00	  4.9315e+02	  2.2567e+01	  1.6053e+01	
          39000	              0	              0	         500000	 1	     8.33991	  3.1188e+00	  1.3496e+00	  1.9159e+02	  4.7402e+00	  4.9332e+02	  2.2567e+01	  1.6519e+01	
          42000	              0	              0	         500000	 1	     8.35028	  3.0499e+00	  1.3189e+00	  1.9193e+02	  4.7402e+00	  4.9358e+02	  2.2567e+01	  1.7268e+01	
          45000	              0	              0	         500000	 1	     8.37152	  2.9139e+00	  1.2582e+00	  1.9262e+02	  4.7402e+00	  4.9414e+02	  2.2567e+01	  1.8910e+01	
          48000	              0	              0	         500000	 1	     8.37952	  2.8645e+00	  1.2362e+00	  1.9288e+02	  4.7402e+00	  4.9435e+02	  2.2567e+01	  1.9568e+01	
          51000	              0	              0	         500000	 1	     8.36838	  2.9336e+00	  1.2670e+00	  1.9252e+02	  4.7402e+00	  4.9406e+02	  2.2567e+01	  1.8658e+01	
          54000	              0	              0	         500000	 1	     8.35594	  3.0130e+00	  1.3024e+00	  1.9211e+02	  4.7402e+00	  4.9373e+02	  2.2567e+01	  1.7691e+01	
          57000	              0	              0	         500000	 1	     8.34605	  3.0778e+00	  1.3314e+00	  1.9179e+02	  4.7402e+00	  4.9347e+02	  2.2567e+01	  1.6958e+01	
          60000	              0	              0	         500000	 1	     8.33862	  3.1275e+00	  1.3535e+00	  1.9155e+02	  4.7402e+00	  4.9328e+02	  2.2567e+01	  1.6428e+01	
          63000	              0	              0	         500000	 1	     8.33317	  3.1645e+00	  1.3701e+00	  1.9137e+02	  4.7402e+00	  4.9314e+02	  2.2567e+01	  1.6049e+01	
          66000	              0	              0	         500000	 1	     8.32923	  3.1916e+00	  1.3821e+00	  1.9124e+02	  4.7402e+00	  4.9304e+02	  2.2567e+01	  1.5781e+01	
          69000	              0	              0	         500000	 1	      8.3265	  3.2105e+00	  1.3906e+00	  1.9114e+02	  4.7402e+00	  4.9297e+02	  2.2567e+01	  1.5598e+01	
          72000	              0	              0	         500000	 1	     8.32488	  3.2218e+00	  1.3956e+00	  1.9109e+02	  4.7402e+00	  4.9292e+02	  2.2567e+01	  1.5490e+01	
          75000	              0	              0	         500000	 1	     8.32442	  3.2249e+00	  1.3970e+00	  1.9108e+02	  4.7402e+00	  4.9291e+02	  2.2567e+01	  1.5459e+01	
          78000	              0	              0	         500000	 1	     8.32541	  3.2181e+00	  1.3940e+00	  1.9111e+02	  4.7402e+00	  4.9294e+02	  2.2567e+01	  1.5524e+01	
          81000	              0	              0	         500000	 1	     8.32842	  3.1972e+00	  1.3846e+00	  1.9121e+02	  4.7402e+00	  4.9302e+02	  2.2567e+01	  1.5726e+01	
          84000	              0	              0	         500000	 1	     8.33448	  3.1556e+00	  1.3661e+00	  1.9141e+02	  4.7402e+00	  4.9317e+02	  2.2567e+01	  1.6138e+01	
          87000	              0	              0	         500000	 1	     8.34441	  3.0887e+00	  1.3362e+00	  1.9174e+02	  4.7402e+00	  4.9343e+02	  2.2567e+01	  1.6839e+01	
          90000	              0	              0	         500000	 1	     8.35178	  3.0401e+00	  1.3145e+00	  1.9198e+02	  4.7402e+00	  4.9362e+02	  2.2567e+01	  1.7379e+01	
              0	           3000	              0	         500000	 1	     8.74091	  1.2530e+00	  5.1596e-01	  2.8570e+02	  1.4551e+01	  6.0472e+02	  2.2585e+01	  9.2750e+01	
           3000	           3000	              0	         500000	 1	     8.82627	  1.1080e+00	  4.5178e-01	  2.5625e+02	  9.1356e+00	  5.6995e+02	  2.2575e+01	  1.3192e+02	
           6000	           3000	              0	         500000	 1	     8.88452	  1.0271e+00	  4.1601e-01	  2.3351e+02	  6.1200e+00	  5.4219e+02	  2.2569e+01	  1.6765e+02	
           9000	           3000	              0	         500000	 1	     8.89105	  1.0276e+00	  4.1633e-01	  2.2361e+02	  5.2812e+00	  5.2979e+02	  2.2568e+01	  1.7201e+02	
          12000	           3000	              0	         500000	 1	     8.87059	  1.0732e+00	  4.3674e-01	  2.1682e+02	  4.9496e+00	  5.2118e+02	  2.2567e+01	  1.5773e+02	
          15000	           3000	              0	         500000	 1	     8.83078	  1.1575e+00	  4.7441e-01	  2.1203e+02	  4.8272e+00	  5.1517e+02	  2.2567e+01	  1.3339e+02	
          18000	           3000	              0	         500000	 1	     8.76873	  1.3016e+00	  5.3870e-01	  2.0772e+02	  4.7758e+00	  5.0987e+02	  2.2567e+01	  1.0268e+02	
          21000	           3000	              0	         500000	 1	     8.67984	  1.5454e+00	  6.4752e-01	  2.0341e+02	  4.7542e+00	  5.0482e+02	  2.2567e+01	  7.0487e+01	
          24000	           3000	              0	         500000	 1	      8.5657	  1.9414e+00	  8.2424e-01	  1.9908e+02	  4.7456e+00	  5.0014e+02	  2.2567e+01	  4.3382e+01	
          27000	           3000	              0	         500000	 1	     8.43438	  2.5491e+00	  1.0954e+00	  1.9472e+02	  4.7422e+00	  4.9596e+02	  2.2567e+01	  2.4761e+01	
          30000	           3000	              0	         500000	 1	     8.35061	  3.0475e+00	  1.3178e+00	  1.9198e+02	  4.7409e+00	  4.9364e+02	  2.2567e+01	  1.7300e+01	
          33000	           3000	              0	         500000	 1	     8.33532	  3.1497e+00	  1.3635e+00	  1.9145e+02	  4.7404e+00	  4.9321e+02	  2.2567e+01	  1.6201e+01	
          36000	           3000	              0	         500000	 1	     8.33607	  3.1447e+00	  1.3612e+00	  1.9147e+02	  4.7402e+00	  4.9322e+02	  2.2567e+01	  1.6250e+01	
          39000	           3000	              0	         500000	 1	     8.34073	  3.1133e+00	  1.3472e+00	  1.9162e+02	  4.7402e+00	  4.9334e+02	  2.2567e+01	  1.6577e+01	
          42000	           3000	              0	         500000	 1	     8.34607	  3.0776e+00	  1.3313e+00	  1.9179e+02	  4.7402e+00	  4.9348e+02	  2.2567e+01	  1.6960e+01	
          45000	           3000	              0	         500000	 1	     8.34981	  3.0530e+00	  1.3203e+00	  1.9191e+02	  4.7402e+00	  4.9357e+02	  2.2567e+01	  1.7233e+01	
          48000	           3000	              0	         500000	 1	     8.35392	  3.0261e+00	  1.3083e+00	  1.9205e+02	  4.7402e+00	  4.9368e+02	  2.2567e+01	  1.7539e+01	
          51000	           3000	              0	         500000	 1	     8.34937	  3.0559e+00	  1.3216e+00	  1.9190e+02	  4.7402e+00	  4.9356e+02	  2.2567e+01	  1.7201e+01	
          54000	           3000	              0	         500000	 1	     8.34318	  3.0969e+00	  1.3399e+00	  1.9170e+02	  4.7402e+00	  4.9340e+02	  2.2567e+01	  1.6751e+01	
          57000	           3000	              0	         500000	 1	     8.33757	  3.1346e+00	  1.3567e+00	  1.9151e+02	  4.7402e+00	  4.9325e+02	  2.2567e+01	  1.6354e+01	
          60000	           3000	              0	         500000	 1	     8.33296	  3.1660e+00	  1.3707e+00	  1.9136e+02	  4.7402e+00	  4.9313e+02	  2.2567e+01	  1.6035e+01	
          63000	           3000	              0	         500000	 1	     8.32932	  3.1909e+00	  1.3818e+00	  1.9124e+02	  4.7402e+00	  4.9304e+02	  2.2567e+01	  1.5787e+01	
          66000	           3000	              0	         500000	 1	     8.32655	  3.2101e+00	  1.3904e+00	  1.9115e+02	  4.7402e+00	  4.9297e+02	  2.2567e+01	  1.5601e+01	
          69000	           3000	              0	         500000	 1	     8.32454	  3.2241e+00	  1.3967e+00	  1.9108e+02	  4.7402e+00	  4.9292e+02	  2.2567e+01	  1.5467e+01	
          72000	           3000	              0	         500000	 1	     8.32328	  3.2329e+00	  1.4006e+00	  1.9104e+02	  4.7402e+00	  4.9288e+02	  2.2567e+01	  1.5384e+01	
          75000	           3000	              0	         500000	 1	     8.32287	  3.2358e+00	  1.4019e+00	  1.9102e+02	  4.7402e+00	  4.9287e+02	  2.2567e+01	  1.5357e+01	
          78000	           3000	              0	         500000	 1	     8.32347	  3.2316e+00	  1.4000e+00	  1.9104e+02	  4.7402e+00	  4.9289e+02	  2.2567e+01	  1.5396e+01	
          81000	           3000	              0	         500000	 1	      8.3254	  3.2181e+00	  1.3940e+00	  1.9111e+02	  4.7402e+00	  4.9294e+02	  2.2567e+01	  1.5524e+01	
          84000	           3000	              0	         500000	 1	     8.32903	  3.1930e+00	  1.3827e+00	  1.9123e+02	  4.7402e+00	  4.9303e+02	  2.2567e+01	  1.5767e+01	
          87000	           3000	              0	         500000	 1	     8.33413	  3.1579e+00	  1.3671e+00	  1.9140e+02	  4.7402e+00	  4.9316e+02	  2.2567e+01	  1.6115e+01	
          90000	           3000	              0	         500000	 1	     8.33725	  3.1368e+00	  1.3577e+00	  1.9150e+02	  4.7402e+00	  4.9324e+02	  2.2567e+01	  1.6332e+01	
              0	           6000	              0	         500000	 1	     8.74598	  1.2442e+00	  5.1208e-01	  2.8349e+02	  1.4161e+01	  6.0210e+02	  2.2584e+01	  9.4706e+01	
           3000	           6000	              0	         500000	 1	     8.82935	  1.1043e+00	  4.5017e-01	  2.5433e+02	  8.9012e+00	  5.6761e+02	  2.2574e+01	  1.3359e+02	
           6000	           6000	              0	         500000	 1	     8.88239	  1.0320e+00	  4.1821e-01	  2.3255e+02	  6.0750e+00	  5.4096e+02	  2.2569e+01	  1.6615e+02	
           9000	           6000	              0	         500000	 1	     8.88622	  1.0370e+00	  4.2052e-01	  2.2292e+02	  5.2741e+00	  5.2891e+02	  2.2568e+01	  1.6857e+02	
          12000	           6000	              0	         500000	 1	      8.8644	  1.0854e+00	  4.4221e-01	  2.1631e+02	  4.9505e+00	  5.2054e+02	  2.2567e+01	  1.5369e+02	
          15000	           6000	              0	         500000	 1	      8.8238	  1.1726e+00	  4.8112e-01	  2.1162e+02	  4.8288e+00	  5.1466e+02	  2.2567e+01	  1.2954e+02	
          18000	           6000	              0	         500000	 1	     8.76205	  1.3181e+00	  5.4609e-01	  2.0741e+02	  4.7771e+00	  5.0951e+02	  2.2567e+01	  9.9832e+01	
          21000	           6000	              0	         500000	 1	     8.67477	  1.5608e+00	  6.5439e-01	  2.0323e+02	  4.7550e+00	  5.0462e+02	  2.2567e+01	  6.8990e+01	
          24000	           6000	              0	         500000	 1	     8.56378	  1.9490e+00	  8.2762e-01	  1.9903e+02	  4.7460e+00	  5.0008e+02	  2.2567e+01	  4.3030e+01	
          27000	           6000	              0	         500000	 1	     8.43857	  2.5266e+00	  1.0854e+00	  1.9486e+02	  4.7424e+00	  4.9608e+02	  2.2567e+01	  2.5210e+01	
          30000	           6000	              0	         500000	 1	     8.35884	  2.9941e+00	  1.2940e+00	  1.9225e+02	  4.7410e+00	  4.9385e+02	  2.2567e+01	  1.7920e+01	
          33000	           6000	              0	         500000	 1	     8.34287	  3.0989e+00	  1.3408e+00	  1.9170e+02	  4.7404e+00	  4.9341e+02	  2.2567e+01	  1.6732e+01	
          36000	           6000	              0	         500000	 1	     8.34181	  3.1060e+00	  1.3440e+00	  1.9166e+02	  4.7402e+00	  4.9337e+02	  2.2567e+01	  1.6654e+01	
          39000	           6000	              0	         500000	 1	     8.34129	  3.1095e+00	  1.3455e+00	  1.9164e+02	  4.7402e+00	  4.9335e+02	  2.2567e+01	  1.6617e+01	
          42000	           6000	              0	         500000	 1	     8.33845	  3.1286e+00	  1.3540e+00	  1.9154e+02	  4.7402e+00	  4.9328e+02	  2.2567e+01	  1.6416e+01	
          45000	           6000	              0	         500000	 1	     8.33454	  3.1551e+00	  1.3659e+00	  1.9141e+02	  4.7402e+00	  4.9318e+02	  2.2567e+01	  1.6144e+01	
          48000	           6000	              0	         500000	 1	     8.33828	  3.1298e+00	  1.3545e+00	  1.9154e+02	  4.7402e+00	  4.9327e+02	  2.2567e+01	  1.6404e+01	
          51000	           6000	              0	         500000	 1	     8.33761	  3.1343e+00	  1.3566e+00	  1.9151e+02	  4.7402e+00	  4.9325e+02	  2.2567e+01	  1.6357e+01	
          54000	           6000	              0	         500000	 1	     8.33497	  3.1522e+00	  1.3646e+00	  1.9143e+02	  4.7402e+00	  4.9319e+02	  2.2567e+01	  1.6173e+01	
          57000	           6000	              0	         500000	 1	     8.33211	  3.1718e+00	  1.3733e+00	  1.9133e+02	  4.7402e+00	  4.9311e+02	  2.2567e+01	  1.5976e+01	
          60000	           6000	              0	         500000	 1	      8.3295	  3.1897e+00	  1.3813e+00	  1.9124e+02	  4.7402e+00	  4.9304e+02	  2.2567e+01	  1.5799e+01	
          63000	           6000	              0	         500000	 1	     8.32727	  3.2051e+00	  1.3882e+00	  1.9117e+02	  4.7402e+00	  4.9299e+02	  2.2567e+01	  1.5649e+01	
          66000	           6000	              0	         500000	 1	     8.32547	  3.2177e+00	  1.3938e+00	  1.9111e+02	  4.7402e+00	  4.9294e+02	  2.2567e+01	  1.5529e+01	
          69000	           6000	              0	         500000	 1	     8.32413	  3.2270e+00	  1.3979e+00	  1.9107e+02	  4.7402e+00	  4.9291e+02	  2.2567e+01	  1.5440e+01	
          72000	           6000	              0	         500000	 1	     8.32333	  3.2326e+00	  1.4004e+00	  1.9104e+02	  4.7402e+00	  4.9288e+02	  2.2567e+01	  1.5387e+01	
          75000	           6000	              0	         500000	 1	     8.32317	  3.2337e+00	  1.4009e+00	  1.9103e+02	  4.7402e+00	  4.9288e+02	  2.2567e+01	  1.5377e+01	
          78000	           6000	              0	         500000	 1	     8.32383	  3.2291e+00	  1.3989e+00	  1.9106e+02	  4.7402e+00	  4.9290e+02	  2.2567e+01	  1.5420e+01	
          81000	           6000	              0	         500000	 1	      8.3255	  3.2174e+00	  1.3937e+00	  1.9111e+02	  4.7402e+00	  4.9294e+02	  2.2567e+01	  1.5531e+01	
          84000	           6000	              0	         500000	 1	     8.32827	  3.1982e+00	  1.3851e+00	  1.9120e+02	  4.7402e+00	  4.9301e+02	  2.2567e+01	  1.5716e+01	
