              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	                vol	                sat	                 pv	                por	      trans_cell_no	                 vx	                 vy	                 vz	
          27000	          45000	            100	         500000	 1	   8.4569300180e+00	   2.4152424480e+00	   1.0377587732e+00	   1.9666941393e+02	   4.7496801093e+00	   5.0023213820e+02	   2.2566981806e+01	   5.1703504649e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5290000000e+03	  -5.4913706318e-01	   4.0217324846e-01	   2.0000431204e-04	
          30000	          45000	            100	         500000	 1	   8.3755803819e+00	   2.8692963429e+00	   1.2408199410e+00	   1.9403490174e+02	   4.7433369168e+00	   4.9794450331e+02	   2.2566965304e+01	   3.6545351343e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5300000000e+03	  -4.9836520946e-01	   2.4055484799e-01	   6.0905902278e-04	
          33000	          45000	            100	         500000	 1	   8.3543571691e+00	   3.0028760368e+00	   1.3005600368e+00	   1.9333526343e+02	   4.7413399781e+00	   4.9737162195e+02	   2.2566960234e+01	   3.3372426402e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5310000000e+03	  -3.9129488755e-01	   1.9570667029e-01	   9.1389807157e-04	
          36000	          45000	            100	         500000	 1	   8.3515643092e+00	   3.0209800688e+00	   1.3086568021e+00	   1.9323833928e+02	   4.7405479223e+00	   4.9729164162e+02	   2.2566958593e+01	   3.2971263755e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5320000000e+03	  -2.8772382408e-01	   1.8822491314e-01	   1.1358632069e-03	
          39000	          45000	            100	         500000	 1	   8.3521843941e+00	   3.0169679977e+00	   1.3068626241e+00	   1.9325583791e+02	   4.7402701267e+00	   4.9730447838e+02	   2.2566958127e+01	   3.3056497858e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5330000000e+03	  -1.9032087094e-01	   1.9258775640e-01	   1.3644658414e-03	
          42000	          45000	            100	         500000	 1	   8.3523564322e+00	   3.0158578365e+00	   1.3063661818e+00	   1.9326029791e+02	   4.7401834998e+00	   4.9730753232e+02	   2.2566957980e+01	   3.3080416634e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5340000000e+03	  -9.8653196840e-02	   2.0010389627e-01	   1.6433751961e-03	
          45000	          45000	            100	         500000	 1	   8.3512123367e+00	   3.0232860013e+00	   1.3096882377e+00	   1.9322266747e+02	   4.7401604915e+00	   4.9727729063e+02	   2.2566957860e+01	   3.2919653029e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5350000000e+03	  -1.3744784777e-02	   2.0765372048e-01	   1.9732599170e-03	
          48000	          45000	            100	         500000	 1	   8.3490503547e+00	   3.0373746116e+00	   1.3159889787e+00	   1.9315224064e+02	   4.7401562782e+00	   4.9722115172e+02	   2.2566957704e+01	   3.2617669381e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5360000000e+03	   6.2954403598e-02	   2.1402187915e-01	   2.3380586861e-03	
          51000	          45000	            100	         500000	 1	   8.3469154340e+00	   3.0513575353e+00	   1.3222424531e+00	   1.9308272388e+02	   4.7401554925e+00	   4.9716593725e+02	   2.2566957555e+01	   3.2322071964e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5370000000e+03	   1.3006682228e-01	   2.1868216960e-01	   2.7208019503e-03	
          54000	          45000	            100	         500000	 1	   8.3450233629e+00	   3.0638092797e+00	   1.3278111525e+00	   1.9302105310e+02	   4.7401552146e+00	   4.9711707843e+02	   2.2566957423e+01	   3.2062278455e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5380000000e+03	   1.8632782454e-01	   2.2144334198e-01	   3.1079763928e-03	
          57000	          45000	            100	         500000	 1	   8.3433878339e+00	   3.0746179930e+00	   1.3326450542e+00	   1.9296767793e+02	   4.7401550676e+00	   4.9707487613e+02	   2.2566957309e+01	   3.1839356782e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5390000000e+03	   2.3063734282e-01	   2.2240186469e-01	   3.4881478412e-03	
          60000	          45000	            100	         500000	 1	   8.3420314073e+00	   3.0836142818e+00	   1.3366684013e+00	   1.9292334386e+02	   4.7401549689e+00	   4.9703987112e+02	   2.2566957214e+01	   3.1655646279e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5400000000e+03	   2.6227894032e-01	   2.2194570124e-01	   3.8500662252e-03	
          63000	          45000	            100	         500000	 1	   8.3408918202e+00	   3.0911950524e+00	   1.3400586987e+00	   1.9288603452e+02	   4.7401548921e+00	   4.9701043893e+02	   2.2566957134e+01	   3.1502140282e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5410000000e+03	   2.8116749230e-01	   2.2065060562e-01	   4.1837173442e-03	
          66000	          45000	            100	         500000	 1	   8.3398904239e+00	   3.0978736657e+00	   1.3430455323e+00	   1.9285320116e+02	   4.7401548260e+00	   4.9698455704e+02	   2.2566957064e+01	   3.1367882618e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5420000000e+03	   2.8785101484e-01	   2.1905744546e-01	   4.4841648488e-03	
          69000	          45000	            100	         500000	 1	   8.3389695856e+00	   3.1040291042e+00	   1.3457983907e+00	   1.9282298383e+02	   4.7401547645e+00	   4.9696076097e+02	   2.2566956999e+01	   3.1244932187e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5430000000e+03	   2.8321396626e-01	   2.1753654812e-01	   4.7534959729e-03	
          72000	          45000	            100	         500000	 1	   8.3381346738e+00	   3.1096217876e+00	   1.3482995720e+00	   1.9279557808e+02	   4.7401547054e+00	   4.9693920539e+02	   2.2566956940e+01	   3.1133851563e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5440000000e+03	   2.6812910589e-01	   2.1631688349e-01	   4.9989290986e-03	
          75000	          45000	            100	         500000	 1	   8.3374160986e+00	   3.1144440703e+00	   1.3504562121e+00	   1.9277198293e+02	   4.7401546492e+00	   4.9692066611e+02	   2.2566956890e+01	   3.1038549795e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5450000000e+03	   2.4331055282e-01	   2.1559977152e-01	   5.2283516236e-03	
          78000	          45000	            100	         500000	 1	   8.3368321928e+00	   3.1183687288e+00	   1.3522114138e+00	   1.9275279152e+02	   4.7401545981e+00	   4.9690559329e+02	   2.2566956848e+01	   3.0961341554e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5460000000e+03	   2.0937378596e-01	   2.1557190067e-01	   5.4466870395e-03	
          81000	          45000	            100	         500000	 1	   8.3363824724e+00	   3.1213953047e+00	   1.3535649726e+00	   1.9273798404e+02	   4.7401545587e+00	   4.9689395944e+02	   2.2566956816e+01	   3.0902105383e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5470000000e+03	   1.6695415297e-01	   2.1631123331e-01	   5.6530000542e-03	
          84000	          45000	            100	         500000	 1	   8.3360172235e+00	   3.1238557900e+00	   1.3546653619e+00	   1.9272595291e+02	   4.7401545482e+00	   4.9688451053e+02	   2.2566956790e+01	   3.0854330266e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5480000000e+03	   1.1686069935e-01	   2.1765059337e-01	   5.8368138205e-03	
          87000	          45000	            100	         500000	 1	   8.3356104944e+00	   3.1265974133e+00	   1.3558914766e+00	   1.9271270819e+02	   4.7401546158e+00	   4.9687419553e+02	   2.2566956762e+01	   3.0801609807e+01	   4.5000000000e+11	   1.0000000000e+00	   9.9000000000e+10	   2.2000000000e-01	   1.5490000000e+03	   6.0399017429e-02	   2.1905974903e-01	   5.9740896704e-03	
          90000	          45000	            100	         500000	 1	   8.3352012129e+00	   3.1293569880e+00	   1.3571256037e+00	   1.9269974908e+02	   4.7401548194e+00	   4.9686430659e+02	   2.2566956733e+01	   3.0748847693e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5500000000e+03	  -0.0000000000e+00	   2.1971516014e-01	   6.0284543725e-03	
              0	          48000	            100	         500000	 1	   7.8963852691e+00	   6.1096652429e+00	   2.6577870127e+00	   7.1942333379e+02	   3.2319426605e+02	   9.2861464776e+02	   2.3149876003e+01	   5.8577081364e+00	   1.1250000000e+11	   1.0000000000e+00	   2.4750000000e+10	   2.2000000000e-01	   1.5510000000e+03	   0.0000000000e+00	   5.5773722692e-01	   1.1755576261e-04	
           3000	          48000	            100	         500000	 1	   8.4900500219e+00	   1.9689745827e+00	   8.3442377280e-01	   3.7260747703e+02	   8.3166235025e+01	   6.6475149892e+02	   2.2710544883e+01	   6.2496791548e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5520000000e+03	  -5.4449411679e-02	   5.6060889784e-01	   1.8259622640e-05	
           6000	          48000	            100	         500000	 1	   8.7688490757e+00	   1.2229865885e+00	   5.0371269892e-01	   2.7173709618e+02	   2.5094191264e+01	   5.7908568212e+02	   2.2604241174e+01	   1.9615950471e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5530000000e+03	  -1.0447793343e-01	   5.6862710925e-01	  -8.3724231567e-05	
           9000	          48000	            100	         500000	 1	   8.8637632328e+00	   1.0620765182e+00	   4.3233249927e-01	   2.3663210101e+02	   1.0495338095e+01	   5.4469465109e+02	   2.2577516814e+01	   2.8945032108e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5540000000e+03	  -1.5292152046e-01	   5.8150448451e-01	  -1.7465243482e-04	
          12000	          48000	            100	         500000	 1	   8.8775736786e+00	   1.0500745580e+00	   4.2713412824e-01	   2.2312507112e+02	   6.5996007701e+00	   5.3011024122e+02	   2.2570384950e+01	   3.0564047057e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5550000000e+03	  -2.0096501702e-01	   5.9921141332e-01	  -2.8489731543e-04	
          15000	          48000	            100	         500000	 1	   8.8450237262e+00	   1.1205262619e+00	   4.5870882387e-01	   2.1529100213e+02	   5.3622357760e+00	   5.2097471472e+02	   2.2568118671e+01	   2.6643138997e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5560000000e+03	  -2.5174299756e-01	   6.2169748789e-01	  -3.4254060090e-04	
          18000	          48000	            100	         500000	 1	   8.7876157287e+00	   1.2488813874e+00	   5.1613803740e-01	   2.1009686709e+02	   4.9562090072e+00	   5.1477628822e+02	   2.2567373597e+01	   2.0938254204e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5570000000e+03	  -3.1429553718e-01	   6.4956001280e-01	  -3.3647772739e-04	
          21000	          48000	            100	         500000	 1	   8.6988563602e+00	   1.4804174428e+00	   6.1969326205e-01	   2.0540694058e+02	   4.8147893095e+00	   5.0929113308e+02	   2.2567111737e+01	   1.4415740281e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5580000000e+03	  -4.1040395826e-01	   6.8455659530e-01	  -2.3174364140e-04	
          24000	          48000	            100	         500000	 1	   8.5764279509e+00	   1.8878488641e+00	   8.0190235579e-01	   2.0065333408e+02	   4.7650339758e+00	   5.0410754345e+02	   2.2567015811e+01	   8.5914372431e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5590000000e+03	  -6.0810530351e-01	   7.3164080442e-01	   6.4934301981e-07	
          27000	          48000	            100	         500000	 1	   8.4547986359e+00	   2.4260546532e+00	   1.0425941111e+00	   1.9660159403e+02	   4.7494273306e+00	   5.0017100758e+02	   2.2566981225e+01	   5.1238643324e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5600000000e+03	  -7.6282861266e-01	   4.0308882798e-01	   4.1081146692e-04	
          30000	          48000	            100	         500000	 1	   8.3850236408e+00	   2.8119918197e+00	   1.2151920945e+00	   1.9434337720e+02	   4.7440036919e+00	   4.9820148371e+02	   2.2566967135e+01	   3.8051190517e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5610000000e+03	  -6.3842430713e-01	  -0.0000000000e+00	   9.9829108208e-04	
          33000	          48000	            100	         500000	 1	   8.3608286560e+00	   2.9614364331e+00	   1.2820272761e+00	   1.9354740478e+02	   4.7416365547e+00	   4.9754311991e+02	   2.2566961215e+01	   3.4308466105e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5620000000e+03	  -4.2146895062e-01	  -0.0000000000e+00	   1.5582678191e-03	
          36000	          48000	            100	         500000	 1	   8.3579442852e+00	   2.9798580696e+00	   1.2902661424e+00	   1.9344584315e+02	   4.7405968808e+00	   4.9745804322e+02	   2.2566959117e+01	   3.3880448220e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5630000000e+03	  -2.9082379176e-01	  -0.0000000000e+00	   1.9958185198e-03	
          39000	          48000	            100	         500000	 1	   8.3608619372e+00	   2.9612732660e+00	   1.2819547497e+00	   1.9353726172e+02	   4.7402804315e+00	   4.9753040811e+02	   2.2566958735e+01	   3.4301681456e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5640000000e+03	  -1.8667817551e-01	  -0.0000000000e+00	   2.3895269464e-03	
          42000	          48000	            100	         500000	 1	   8.3630488956e+00	   2.9474228084e+00	   1.2757605894e+00	   1.9360668616e+02	   4.7401864484e+00	   4.9758593228e+02	   2.2566958709e+01	   3.4622427970e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5650000000e+03	  -9.3737078959e-02	  -0.0000000000e+00	   2.7943318804e-03	
          45000	          48000	            100	         500000	 1	   8.3615644883e+00	   2.9568225372e+00	   1.2799643646e+00	   1.9355814941e+02	   4.7401613703e+00	   4.9754644236e+02	   2.2566958564e+01	   3.4404383781e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5660000000e+03	  -9.1731366585e-03	  -0.0000000000e+00	   3.2218014966e-03	
          48000	          48000	            100	         500000	 1	   8.3571756889e+00	   2.9848007922e+00	   1.2924768290e+00	   1.9341604832e+02	   4.7401566147e+00	   4.9743198101e+02	   2.2566958259e+01	   3.3766840924e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5670000000e+03	   6.6653638162e-02	  -0.0000000000e+00	   3.6631653079e-03	
          51000	          48000	            100	         500000	 1	   8.3529155621e+00	   3.0122385286e+00	   1.3047475705e+00	   1.9327792537e+02	   4.7401556653e+00	   4.9732136266e+02	   2.2566957968e+01	   3.3159130653e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5680000000e+03	   1.3272430870e-01	  -0.0000000000e+00	   4.1059733887e-03	
          54000	          48000	            100	         500000	 1	   8.3492749778e+00	   3.0359072071e+00	   1.3153327203e+00	   1.9315961406e+02	   4.7401553172e+00	   4.9722705060e+02	   2.2566957717e+01	   3.2648422857e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5690000000e+03	   1.8795420707e-01	  -0.0000000000e+00	   4.5399164370e-03	
          57000	          48000	            100	         500000	 1	   8.3463515626e+00	   3.0550622417e+00	   1.3238992783e+00	   1.9306440744e+02	   4.7401551321e+00	   4.9715144341e+02	   2.2566957515e+01	   3.2243977819e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5700000000e+03	   2.3139114693e-01	  -0.0000000000e+00	   4.9567923194e-03	
          60000	          48000	            100	         500000	 1	   8.3440898151e+00	   3.0699735922e+00	   1.3305679720e+00	   1.9299060728e+02	   4.7401550100e+00	   4.9709300293e+02	   2.2566957358e+01	   3.1934491186e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5710000000e+03	   2.6243380146e-01	  -0.0000000000e+00	   5.3494178239e-03	
          63000	          48000	            100	         500000	 1	   8.3423462250e+00	   3.0815238346e+00	   1.3357335061e+00	   1.9293361341e+02	   4.7401549186e+00	   4.9704796245e+02	   2.2566957236e+01	   3.1697931876e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5720000000e+03	   2.8103053644e-01	  -0.0000000000e+00	   5.7123255553e-03	
          66000	          48000	            100	         500000	 1	   8.3409872799e+00	   3.0905594374e+00	   1.3397744384e+00	   1.9288912340e+02	   4.7401548440e+00	   4.9701285457e+02	   2.2566957141e+01	   3.1514773240e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5730000000e+03	   2.8767572941e-01	  -0.0000000000e+00	   6.0441393069e-03	
          69000	          48000	            100	         500000	 1	   8.3399216284e+00	   3.0976654631e+00	   1.3429524204e+00	   1.9285419526e+02	   4.7401547790e+00	   4.9698532487e+02	   2.2566957066e+01	   3.1371868368e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5740000000e+03	   2.8317194866e-01	  -0.0000000000e+00	   6.3487447328e-03	
          72000	          48000	            100	         500000	 1	   8.3391280174e+00	   3.1029691857e+00	   1.3453243707e+00	   1.9282816536e+02	   4.7401547208e+00	   4.9696482979e+02	   2.2566957010e+01	   3.1265831684e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5750000000e+03	   2.6834050510e-01	  -0.0000000000e+00	   6.6337961991e-03	
          75000	          48000	            100	         500000	 1	   8.3386309744e+00	   3.1062960782e+00	   1.3468122364e+00	   1.9281184831e+02	   4.7401546692e+00	   4.9695198815e+02	   2.2566956975e+01	   3.1199560962e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5760000000e+03	   2.4387262466e-01	  -0.0000000000e+00	   6.9073127526e-03	
          78000	          48000	            100	         500000	 1	   8.3384623556e+00	   3.1074257432e+00	   1.3473174507e+00	   1.9280628395e+02	   4.7401546269e+00	   4.9694759615e+02	   2.2566956963e+01	   3.1177075148e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5770000000e+03	   2.1033995081e-01	  -0.0000000000e+00	   7.1743138500e-03	
          81000	          48000	            100	         500000	 1	   8.3386258534e+00	   3.1063308659e+00	   1.3468277983e+00	   1.9281158489e+02	   4.7401546005e+00	   4.9695173088e+02	   2.2566956975e+01	   3.1198852622e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5780000000e+03	   1.6826800837e-01	  -0.0000000000e+00	   7.4333462124e-03	
          84000	          48000	            100	         500000	 1	   8.3390063381e+00	   3.1037841882e+00	   1.3456888668e+00	   1.9282399210e+02	   4.7401546058e+00	   4.9696145063e+02	   2.2566957001e+01	   3.1249781971e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5790000000e+03	   1.1826600182e-01	  -0.0000000000e+00	   7.6713623555e-03	
          87000	          48000	            100	         500000	 1	   8.3392552381e+00	   3.1021189020e+00	   1.3449441087e+00	   1.9283222070e+02	   4.7401546862e+00	   4.9696795945e+02	   2.2566957019e+01	   3.1283689856e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5800000000e+03	   6.1385913523e-02	  -0.0000000000e+00	   7.8563535246e-03	
          90000	          48000	            100	         500000	 1	   8.3390864854e+00	   3.1032452400e+00	   1.3454478140e+00	   1.9282714969e+02	   4.7401548922e+00	   4.9696421261e+02	   2.2566957008e+01	   3.1262136006e+01	   1.1250000000e+11	   1.0000000000e+00	   2.4750000000e+10	   2.2000000000e-01	   1.5810000000e+03	  -0.0000000000e+00	  -0.0000000000e+00	   7.9335477835e-03	
              0	              0	            150	         500000	 1	   7.7545199921e+00	   8.1329230547e+00	   3.5437729357e+00	   8.4607579363e+02	   4.2224214142e+02	   1.0164823818e+03	   2.3331144681e+01	   3.4236809399e+00	   5.6250000000e+10	   8.1758173521e+00	   1.2375000000e+10	   2.2000000000e-01	   1.5820000000e+03	   0.0000000000e+00	  -3.8997068218e-01	   1.3053934483e-04	
           3000	              0	            150	         500000	 1	   8.4011778510e+00	   2.3110826531e+00	   9.8574026956e-01	   4.1265013434e+02	   1.0786592252e+02	   6.9745898743e+02	   2.2755757654e+01	   4.3516289624e+01	   1.6875000000e+11	   1.0000000000e+00	   3.7125000000e+10	   2.2000000000e-01	   1.5830000000e+03	   0.0000000000e+00	  -3.9498548228e-01	  -5.0992359485e-04	
           6000	              0	            150	         500000	 1	   8.7211663292e+00	   1.3197408287e+00	   5.4664884459e-01	   2.8782187097e+02	   3.2793327068e+01	   5.9403327764e+02	   2.2618334885e+01	   1.6122880827e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5840000000e+03	  -9.8750984221e-02	  -4.0670689079e-01	  -1.9352613312e-04	
           9000	              0	            150	         500000	 1	   8.8399854607e+00	   1.1000210992e+00	   4.4918425073e-01	   2.4410191450e+02	   1.3234245232e+01	   5.5233917285e+02	   2.2582530459e+01	   2.6255892620e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5850000000e+03	  -1.4127577587e-01	  -4.2461077754e-01	  -3.8425799264e-04	
          12000	              0	            150	         500000	 1	   8.8674485693e+00	   1.0649640423e+00	   4.3374233319e-01	   2.2661075686e+02	   7.5555322705e+00	   5.3394772376e+02	   2.2572134762e+01	   2.9333200334e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5860000000e+03	  -1.8020517031e-01	  -4.4908962354e-01	  -7.9498085025e-04	
          15000	              0	            150	         500000	 1	   8.8397979128e+00	   1.1289521214e+00	   4.6245222338e-01	   2.1686669717e+02	   5.7137943788e+00	   5.2278337033e+02	   2.2568762139e+01	   2.6091743233e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5870000000e+03	  -2.1286573667e-01	  -4.7867232861e-01	  -1.1940165200e-03	
          18000	              0	            150	         500000	 1	   8.7839920043e+00	   1.2561800100e+00	   5.1938973474e-01	   2.1073191612e+02	   5.0832065701e+00	   5.1552820349e+02	   2.2567605983e+01	   2.0637455509e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5880000000e+03	  -2.4091951920e-01	  -5.1294934452e-01	  -1.7120809414e-03	
          21000	              0	            150	         500000	 1	   8.6982607867e+00	   1.4814930127e+00	   6.2016800929e-01	   2.0572160175e+02	   4.8611894294e+00	   5.0967122899e+02	   2.2567196660e+01	   1.4386716237e+02	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5890000000e+03	  -2.6230847273e-01	  -5.5094818435e-01	  -2.3243077083e-03	
          24000	              0	            150	         500000	 1	   8.5832708803e+00	   1.8615475027e+00	   7.9013688164e-01	   2.0102942469e+02	   4.7832890029e+00	   5.0452098869e+02	   2.2567049527e+01	   8.8472343603e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5900000000e+03	  -2.7241771469e-01	  -5.9164188630e-01	  -3.1219718613e-03	
          27000	              0	            150	         500000	 1	   8.4439533053e+00	   2.4817394568e+00	   1.0674952746e+00	   1.9630935254e+02	   4.7554557112e+00	   4.9992549474e+02	   2.2566991651e+01	   4.8939647610e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5910000000e+03	  -2.6337079797e-01	  -6.3267349868e-01	  -4.0054378879e-03	
          30000	              0	            150	         500000	 1	   8.3547499220e+00	   3.0001945494e+00	   1.2993594488e+00	   1.9338203368e+02	   4.7453513703e+00	   4.9742309212e+02	   2.2566967603e+01	   3.3447116467e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5920000000e+03	  -2.3634150864e-01	  -6.7065312557e-01	  -4.6508535297e-03	
          33000	              0	            150	         500000	 1	   8.3404747038e+00	   3.0938999369e+00	   1.3412677109e+00	   1.9288857810e+02	   4.7417538334e+00	   4.9701958344e+02	   2.2566960032e+01	   3.1456593241e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5930000000e+03	  -2.1483221068e-01	  -7.0357595114e-01	  -4.6977481992e-03	
          36000	              0	            150	         500000	 1	   8.3420368368e+00	   3.0835566745e+00	   1.3366424470e+00	   1.9292811043e+02	   4.7405322082e+00	   4.9704571404e+02	   2.2566957905e+01	   3.1659615867e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5940000000e+03	  -2.7392389027e-01	  -7.3510278866e-01	  -3.8679309144e-03	
          39000	              0	            150	         500000	 1	   8.3458229434e+00	   3.0585292766e+00	   1.3254497185e+00	   1.9304949120e+02	   4.7403288958e+00	   4.9714067982e+02	   2.2566957796e+01	   3.2173102845e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5950000000e+03	  -2.8928560988e-01	  -3.9287655906e-01	  -1.8674792711e-03	
          42000	              0	            150	         500000	 1	   8.3419316332e+00	   3.0842712103e+00	   1.3369621416e+00	   1.9292136248e+02	   4.7402720605e+00	   4.9703887946e+02	   2.2566957422e+01	   3.1644004561e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5960000000e+03	  -8.5559913365e-02	   0.0000000000e+00	   1.8342973968e-03	
          45000	              0	            150	         500000	 1	   8.3354022815e+00	   3.1279991105e+00	   1.3565183200e+00	   1.9270656226e+02	   4.7402474704e+00	   4.9686967141e+02	   2.2566956917e+01	   3.0776157955e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5970000000e+03	   8.3315508640e-02	   0.0000000000e+00	   6.4604027287e-03	
          48000	              0	            150	         500000	 1	   8.3365159331e+00	   3.1204985655e+00	   1.3531639423e+00	   1.9274206734e+02	   4.7401859364e+00	   4.9689697632e+02	   2.2566956883e+01	   3.0922324036e+01	   2.2500000000e+11	   1.0000000000e+00	   4.9500000000e+10	   2.2000000000e-01	   1.5980000000e+03	   9.9092633503e-02	   0.0000000000e+00	   8.3714243108e-03	
