              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	                vol	                sat	                 pv	                por	      trans_cell_no	                 vx	                 vy	                 vz	
          48000	          42000	            350	         500000	 1	   8.2964672618e+00	   3.4033356953e+00	   1.4796561732e+00	   1.9140794965e+02	   4.7401549050e+00	   4.9587565685e+02	   2.2566953874e+01	   2.6070747184e+01	   4.5000000000e+11	   5.5314849049e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1400000000e+03	   1.4112968269e-01	   1.6004974574e+00	  -2.9836926016e-03	
          51000	          42000	            350	         500000	 1	   8.2972663935e+00	   3.3974236758e+00	   1.4770121459e+00	   1.9143501824e+02	   4.7401543604e+00	   4.9589592150e+02	   2.2566953935e+01	   2.6159528620e+01	   4.5000000000e+11	   5.3943280500e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1410000000e+03	   2.2940069654e-01	   1.6505884519e+00	  -2.2793287491e-03	
          54000	          42000	            350	         500000	 1	   8.2977443479e+00	   3.3938929182e+00	   1.4754330869e+00	   1.9145123619e+02	   4.7401541884e+00	   4.9590809285e+02	   2.2566953971e+01	   2.6212665176e+01	   4.5000000000e+11	   5.1998724291e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1420000000e+03	   2.9997670250e-01	   1.6824046589e+00	  -1.1999766496e-03	
          57000	          42000	            350	         500000	 1	   8.2977960051e+00	   3.3935112976e+00	   1.4752624128e+00	   1.9145303402e+02	   4.7401540978e+00	   4.9590946800e+02	   2.2566953975e+01	   2.6218226539e+01	   4.5000000000e+11	   4.9606937215e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1430000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          60000	          42000	            350	         500000	 1	   8.2975206888e+00	   3.3955441133e+00	   1.4761715458e+00	   1.9144373986e+02	   4.7401540318e+00	   4.9590251782e+02	   2.2566953954e+01	   2.6187313513e+01	   4.5000000000e+11	   4.6941420986e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1440000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          63000	          42000	            350	         500000	 1	   8.2970203898e+00	   3.3992418175e+00	   1.4778252669e+00	   1.9142679330e+02	   4.7401539743e+00	   4.9588982186e+02	   2.2566953915e+01	   2.6131420655e+01	   4.5000000000e+11	   4.4230857865e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1450000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          66000	          42000	            350	         500000	 1	   8.2963415653e+00	   3.4042661442e+00	   1.4800722932e+00	   1.9140377444e+02	   4.7401539190e+00	   4.9587258106e+02	   2.2566953863e+01	   2.6055849510e+01	   4.5000000000e+11	   4.1629798272e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1460000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          69000	          42000	            350	         500000	 1	   8.2954914555e+00	   3.4105696309e+00	   1.4828913973e+00	   1.9137494629e+02	   4.7401538619e+00	   4.9585101875e+02	   2.2566953797e+01	   2.5961540234e+01	   4.5000000000e+11	   3.9211603710e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1470000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          72000	          42000	            350	         500000	 1	   8.2944866032e+00	   3.4180368564e+00	   1.4862309589e+00	   1.9134087451e+02	   4.7401538019e+00	   4.9582557976e+02	   2.2566953720e+01	   2.5850500496e+01	   4.5000000000e+11	   3.6978870655e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1480000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          75000	          42000	            350	         500000	 1	   8.2933944979e+00	   3.4261727128e+00	   1.4898695522e+00	   1.9130382783e+02	   4.7401537402e+00	   4.9579796357e+02	   2.2566953635e+01	   2.5730358914e+01	   4.5000000000e+11	   3.4954664885e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1490000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          78000	          42000	            350	         500000	 1	   8.2922949970e+00	   3.4343851380e+00	   1.4935423905e+00	   1.9126649146e+02	   4.7401536807e+00	   4.9577016574e+02	   2.2566953550e+01	   2.5609999447e+01	   4.5000000000e+11	   3.3182325062e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1500000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          81000	          42000	            350	         500000	 1	   8.2912781315e+00	   3.4419996695e+00	   1.4969478353e+00	   1.9123190896e+02	   4.7401536317e+00	   4.9574443895e+02	   2.2566953471e+01	   2.5499278926e+01	   4.5000000000e+11	   3.1706105288e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1510000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          84000	          42000	            350	         500000	 1	   8.2904254664e+00	   3.4483989754e+00	   1.4998097964e+00	   1.9120287324e+02	   4.7401536126e+00	   4.9572285464e+02	   2.2566953405e+01	   2.5407017953e+01	   4.5000000000e+11	   3.0578683774e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1520000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          87000	          42000	            350	         500000	 1	   8.2897375355e+00	   3.4535708170e+00	   1.5021227942e+00	   1.9117954002e+02	   4.7401536732e+00	   4.9570558695e+02	   2.2566953351e+01	   2.5333234044e+01	   4.5000000000e+11	   2.9859061389e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1530000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          90000	          42000	            350	         500000	 1	   8.2893013688e+00	   3.4568521483e+00	   1.5035902834e+00	   1.9116511156e+02	   4.7401538716e+00	   4.9569512908e+02	   2.2566953318e+01	   2.5286964011e+01	   2.2500000000e+11	   2.9606438156e-01	   4.9500000000e+10	   2.2000000000e-01	   4.1540000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          18000	          45000	            350	         500000	 1	   8.7862954326e+00	   1.2519431360e+00	   5.1750690603e-01	   2.1005578967e+02	   4.9634131317e+00	   5.1472369952e+02	   2.2567386745e+01	   2.0823064355e+02	   1.1250000000e+11	   2.7713588428e-01	   2.4750000000e+10	   2.2000000000e-01	   4.1610000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          21000	          45000	            350	         500000	 1	   8.7037237864e+00	   1.4664934564e+00	   6.1346617726e-01	   2.0561956929e+02	   4.8195442436e+00	   5.0953218428e+02	   2.2567120615e+01	   1.4713619185e+02	   2.2500000000e+11	   3.0858632114e-01	   4.9500000000e+10	   2.2000000000e-01	   4.1620000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          24000	          45000	            350	         500000	 1	   8.5902277984e+00	   1.8359284420e+00	   7.7868312664e-01	   2.0113682249e+02	   4.7680745830e+00	   5.0460879743e+02	   2.2567021976e+01	   9.1084251106e+01	   3.3750000000e+11	   1.8395271488e-01	   7.4250000000e+10	   2.2000000000e-01	   4.1630000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          27000	          45000	            350	         500000	 1	   8.4170272666e+00	   2.6270001114e+00	   1.1324596339e+00	   1.9539702202e+02	   4.7491864209e+00	   4.9910513227e+02	   2.2566978604e+01	   4.3635656878e+01	   4.5000000000e+11	   2.3406707612e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1640000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          30000	          45000	            350	         500000	 1	   8.3094772057e+00	   3.3083845156e+00	   1.4371904575e+00	   1.9186570658e+02	   4.7430123826e+00	   4.9622916927e+02	   2.2566960091e+01	   2.7575745020e+01	   4.5000000000e+11	   6.2514161362e-02	   9.9000000000e+10	   2.2000000000e-01	   4.1650000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          33000	          45000	            350	         500000	 1	   8.2973199543e+00	   3.3969826042e+00	   1.4768144714e+00	   1.9144588216e+02	   4.7412622188e+00	   4.9590820566e+02	   2.2566955967e+01	   2.6172558601e+01	   4.5000000000e+11	   3.5085915978e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1660000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          36000	          45000	            350	         500000	 1	   8.2945313945e+00	   3.4176846039e+00	   1.4860732513e+00	   1.9134607077e+02	   4.7405113942e+00	   4.9583123036e+02	   2.2566954378e+01	   2.5858297368e+01	   4.5000000000e+11	   4.1277714155e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1670000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          39000	          45000	            350	         500000	 1	   8.2956131918e+00	   3.4096592183e+00	   1.4824841729e+00	   1.9138039879e+02	   4.7402578010e+00	   4.9585575233e+02	   2.2566953997e+01	   2.5976317411e+01	   4.5000000000e+11	   4.3626705876e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1680000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          42000	          45000	            350	         500000	 1	   8.2965858211e+00	   3.4024558435e+00	   1.4792626602e+00	   1.9141234790e+02	   4.7401796902e+00	   4.9587914165e+02	   2.2566953929e+01	   2.6083958472e+01	   4.5000000000e+11	   4.4195896982e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1690000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          45000	          45000	            350	         500000	 1	   8.2974979268e+00	   3.3957129483e+00	   1.4762470592e+00	   1.9144285134e+02	   4.7401590292e+00	   4.9590178174e+02	   2.2566953961e+01	   2.6185573677e+01	   4.5000000000e+11	   4.3675641973e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1700000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          48000	          45000	            350	         500000	 1	   8.2984357370e+00	   3.3887935978e+00	   1.4731525287e+00	   1.9147450875e+02	   4.7401551422e+00	   4.9592547098e+02	   2.2566954026e+01	   2.6290311384e+01	   4.5000000000e+11	   4.2383236352e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1710000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          51000	          45000	            350	         500000	 1	   8.2993402956e+00	   3.3821336926e+00	   1.4701740259e+00	   1.9150511925e+02	   4.7401544445e+00	   4.9594845521e+02	   2.2566954094e+01	   2.6391656122e+01	   4.5000000000e+11	   4.0493840438e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1720000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          54000	          45000	            350	         500000	 1	   8.2999243739e+00	   3.3778407765e+00	   1.4682541078e+00	   1.9152490997e+02	   4.7401542378e+00	   4.9596334927e+02	   2.2566954138e+01	   2.6457199246e+01	   4.5000000000e+11	   3.8126965649e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1730000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          57000	          45000	            350	         500000	 1	   8.3001042338e+00	   3.3765197753e+00	   1.4676633153e+00	   1.9153104718e+02	   4.7401541392e+00	   4.9596799520e+02	   2.2566954151e+01	   2.6477251156e+01	   4.5000000000e+11	   3.5393745072e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1740000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          60000	          45000	            350	         500000	 1	   8.2999681747e+00	   3.3775185268e+00	   1.4681099838e+00	   1.9152649255e+02	   4.7401540721e+00	   4.9596459601e+02	   2.2566954141e+01	   2.6461702147e+01	   4.5000000000e+11	   3.2424952433e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1750000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          63000	          45000	            350	         500000	 1	   8.2995821083e+00	   3.3803548082e+00	   1.4693784495e+00	   1.9151346549e+02	   4.7401540150e+00	   4.9595482008e+02	   2.2566954111e+01	   2.6418044899e+01	   4.5000000000e+11	   2.9369063709e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1760000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          66000	          45000	            350	         500000	 1	   8.2989858600e+00	   3.3847404757e+00	   1.4713398461e+00	   1.9149331613e+02	   4.7401539604e+00	   4.9593969594e+02	   2.2566954066e+01	   2.6350878872e+01	   4.5000000000e+11	   2.6345451662e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1770000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          69000	          45000	            350	         500000	 1	   8.2982025774e+00	   3.3905113240e+00	   1.4739207356e+00	   1.9146683631e+02	   4.7401539042e+00	   4.9591983931e+02	   2.2566954006e+01	   2.6262949317e+01	   4.5000000000e+11	   2.3429944590e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1780000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          72000	          45000	            350	         500000	 1	   8.2972813656e+00	   3.3973120809e+00	   1.4769622298e+00	   1.9143568946e+02	   4.7401538456e+00	   4.9589651690e+02	   2.2566953935e+01	   2.6159922430e+01	   4.5000000000e+11	   2.0662652420e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1790000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          75000	          45000	            350	         500000	 1	   8.2962883136e+00	   3.4046598980e+00	   1.4802483855e+00	   1.9140209663e+02	   4.7401537856e+00	   4.9587139731e+02	   2.2566953859e+01	   2.6049322018e+01	   4.5000000000e+11	   1.8084304720e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1800000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          78000	          45000	            350	         500000	 1	   8.2952884512e+00	   3.4120757454e+00	   1.4835649675e+00	   1.9136824031e+02	   4.7401537278e+00	   4.9584610825e+02	   2.2566953782e+01	   2.5938468529e+01	   4.5000000000e+11	   1.5747426481e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1810000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          81000	          45000	            350	         500000	 1	   8.2943548595e+00	   3.4190161657e+00	   1.4866689264e+00	   1.9133658479e+02	   4.7401536798e+00	   4.9582248051e+02	   2.2566953709e+01	   2.5835476363e+01	   4.5000000000e+11	   1.3716031778e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1820000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          84000	          45000	            350	         500000	 1	   8.2935545805e+00	   3.4249778640e+00	   1.4893351729e+00	   1.9130942670e+02	   4.7401536601e+00	   4.9580222907e+02	   2.2566953648e+01	   2.5747714726e+01	   4.5000000000e+11	   1.2074440100e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1830000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          87000	          45000	            350	         500000	 1	   8.2929123498e+00	   3.4297697182e+00	   1.4914782255e+00	   1.9128774114e+02	   4.7401537173e+00	   4.9578614157e+02	   2.2566953598e+01	   2.5677883043e+01	   4.5000000000e+11	   1.0942729850e-01	   9.9000000000e+10	   2.2000000000e-01	   4.1840000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          90000	          45000	            350	         500000	 1	   8.2925332787e+00	   3.4325994000e+00	   1.4927437220e+00	   1.9127530428e+02	   4.7401539042e+00	   4.9577713060e+02	   2.2566953569e+01	   2.5637142549e+01	   2.2500000000e+11	   1.0504066464e-01	   4.9500000000e+10	   2.2000000000e-01	   4.1850000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          18000	          48000	            350	         500000	 1	   8.7879840775e+00	   1.2480246452e+00	   5.1575493849e-01	   2.1011254975e+02	   4.9559912382e+00	   5.1479500752e+02	   2.2567373210e+01	   2.0970343223e+02	   5.6250000000e+10	   1.8220614493e-01	   1.2375000000e+10	   2.2000000000e-01	   4.1920000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          21000	          48000	            350	         500000	 1	   8.7007865557e+00	   1.4748877687e+00	   6.1722039854e-01	   2.0548455296e+02	   4.8151582602e+00	   5.0937911604e+02	   2.2567112481e+01	   1.4533062326e+02	   1.1250000000e+11	   2.1332563324e-01	   2.4750000000e+10	   2.2000000000e-01	   4.1930000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          24000	          48000	            350	         500000	 1	   8.5781733576e+00	   1.8811906529e+00	   7.9892476620e-01	   2.0071339593e+02	   4.7652670264e+00	   5.0416938617e+02	   2.2567016314e+01	   8.6552185787e+01	   1.6875000000e+11	   1.3688118580e-01	   3.7125000000e+10	   2.2000000000e-01	   4.1940000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          27000	          48000	            350	         500000	 1	   8.4184788121e+00	   2.6189402329e+00	   1.1288551253e+00	   1.9544358582e+02	   4.7490091556e+00	   4.9914572297e+02	   2.2566978366e+01	   4.3907236013e+01	   2.2500000000e+11	   1.9994736774e-01	   4.9500000000e+10	   2.2000000000e-01	   4.1950000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          30000	          48000	            350	         500000	 1	   8.3165714197e+00	   3.2578664000e+00	   1.4145972162e+00	   1.9210716765e+02	   4.7436698537e+00	   4.9641523249e+02	   2.2566961821e+01	   2.8427164018e+01	   2.2500000000e+11	   2.0597312703e-02	   4.9500000000e+10	   2.2000000000e-01	   4.1960000000e+03	   0.0000000000e+00	   0.0000000000e+00	   0.0000000000e+00	
          33000	          48000	            350	         500000	 0	
          36000	          48000	            350	         500000	 0	
          39000	          48000	            350	         500000	 0	
          42000	          48000	            350	         500000	 0	
          45000	          48000	            350	         500000	 0	
          48000	          48000	            350	         500000	 0	
          51000	          48000	            350	         500000	 0	
          54000	          48000	            350	         500000	 0	
          57000	          48000	            350	         500000	 0	
          60000	          48000	            350	         500000	 0	
          63000	          48000	            350	         500000	 0	
          66000	          48000	            350	         500000	 0	
          69000	          48000	            350	         500000	 0	
          72000	          48000	            350	         500000	 0	
          75000	          48000	            350	         500000	 0	
          78000	          48000	            350	         500000	 0	
          81000	          48000	            350	         500000	 0	
          84000	          48000	            350	         500000	 0	
          87000	          48000	            350	         500000	 0	
          90000	          48000	            350	         500000	 0	
          24000	              0	            400	         500000	 0	
          27000	              0	            400	         500000	 0	
          30000	              0	            400	         500000	 0	
          33000	              0	            400	         500000	 0	
          36000	              0	            400	         500000	 0	
          39000	              0	            400	         500000	 0	
          42000	              0	            400	         500000	 0	
          45000	              0	            400	         500000	 0	
          48000	              0	            400	         500000	 0	
          51000	              0	            400	         500000	 0	
          54000	              0	            400	         500000	 0	
          57000	              0	            400	         500000	 0	
          60000	              0	            400	         500000	 0	
          63000	              0	            400	         500000	 0	
          66000	              0	            400	         500000	 0	
          69000	              0	            400	         500000	 0	
          72000	              0	            400	         500000	 0	
          75000	              0	            400	         500000	 0	
          78000	              0	            400	         500000	 0	
          81000	              0	            400	         500000	 0	
          84000	              0	            400	         500000	 0	
          87000	              0	            400	         500000	 0	
          90000	              0	            400	         500000	 0	
          24000	           3000	            400	         500000	 0	
          27000	           3000	            400	         500000	 0	
          30000	           3000	            400	         500000	 0	
          33000	           3000	            400	         500000	 0	
          36000	           3000	            400	         500000	 0	
          39000	           3000	            400	         500000	 0	
          42000	           3000	            400	         500000	 0	
          45000	           3000	            400	         500000	 0	
          48000	           3000	            400	         500000	 0	
          51000	           3000	            400	         500000	 0	
          54000	           3000	            400	         500000	 0	
          57000	           3000	            400	         500000	 0	
          60000	           3000	            400	         500000	 0	
          63000	           3000	            400	         500000	 0	
          66000	           3000	            400	         500000	 0	
          69000	           3000	            400	         500000	 0	
          72000	           3000	            400	         500000	 0	
          75000	           3000	            400	         500000	 0	
          78000	           3000	            400	         500000	 0	
          81000	           3000	            400	         500000	 0	
          84000	           3000	            400	         500000	 0	
          87000	           3000	            400	         500000	 0	
          90000	           3000	            400	         500000	 0	
          24000	           6000	            400	         500000	 0	
          27000	           6000	            400	         500000	 0	
          30000	           6000	            400	         500000	 0	
          33000	           6000	            400	         500000	 0	
          36000	           6000	            400	         500000	 0	
          39000	           6000	            400	         500000	 0	
          42000	           6000	            400	         500000	 0	
          45000	           6000	            400	         500000	 0	
          48000	           6000	            400	         500000	 0	
          51000	           6000	            400	         500000	 0	
          54000	           6000	            400	         500000	 0	
          57000	           6000	            400	         500000	 0	
          60000	           6000	            400	         500000	 0	
          63000	           6000	            400	         500000	 0	
          66000	           6000	            400	         500000	 0	
          69000	           6000	            400	         500000	 0	
          72000	           6000	            400	         500000	 0	
          75000	           6000	            400	         500000	 0	
          78000	           6000	            400	         500000	 0	
          81000	           6000	            400	         500000	 0	
          84000	           6000	            400	         500000	 0	
          87000	           6000	            400	         500000	 0	
          90000	           6000	            400	         500000	 0	
          24000	           9000	            400	         500000	 0	
          27000	           9000	            400	         500000	 0	
          30000	           9000	            400	         500000	 0	
          33000	           9000	            400	         500000	 0	
          36000	           9000	            400	         500000	 0	
          39000	           9000	            400	         500000	 0	
          42000	           9000	            400	         500000	 0	
          45000	           9000	            400	         500000	 0	
          48000	           9000	            400	         500000	 0	
          51000	           9000	            400	         500000	 0	
          54000	           9000	            400	         500000	 0	
          57000	           9000	            400	         500000	 0	
          60000	           9000	            400	         500000	 0	
          63000	           9000	            400	         500000	 0	
          66000	           9000	            400	         500000	 0	
          69000	           9000	            400	         500000	 0	
          72000	           9000	            400	         500000	 0	
          75000	           9000	            400	         500000	 0	
          78000	           9000	            400	         500000	 0	
          81000	           9000	            400	         500000	 0	
          84000	           9000	            400	         500000	 0	
          87000	           9000	            400	         500000	 0	
          90000	           9000	            400	         500000	 0	
          24000	          12000	            400	         500000	 0	
          27000	          12000	            400	         500000	 0	
          30000	          12000	            400	         500000	 0	
          33000	          12000	            400	         500000	 0	
          36000	          12000	            400	         500000	 0	
          39000	          12000	            400	         500000	 0	
          42000	          12000	            400	         500000	 0	
          45000	          12000	            400	         500000	 0	
          48000	          12000	            400	         500000	 0	
          51000	          12000	            400	         500000	 0	
          54000	          12000	            400	         500000	 0	
          57000	          12000	            400	         500000	 0	
          60000	          12000	            400	         500000	 0	
          63000	          12000	            400	         500000	 0	
          66000	          12000	            400	         500000	 0	
          69000	          12000	            400	         500000	 0	
          72000	          12000	            400	         500000	 0	
          75000	          12000	            400	         500000	 0	
          78000	          12000	            400	         500000	 0	
          81000	          12000	            400	         500000	 0	
          84000	          12000	            400	         500000	 0	
          87000	          12000	            400	         500000	 0	
          90000	          12000	            400	         500000	 0	
          24000	          15000	            400	         500000	 0	
          27000	          15000	            400	         500000	 0	
          30000	          15000	            400	         500000	 0	
          33000	          15000	            400	         500000	 0	
          36000	          15000	            400	         500000	 0	
          39000	          15000	            400	         500000	 0	
          42000	          15000	            400	         500000	 0	
          45000	          15000	            400	         500000	 0	
          48000	          15000	            400	         500000	 0	
          51000	          15000	            400	         500000	 0	
          54000	          15000	            400	         500000	 0	
          57000	          15000	            400	         500000	 0	
          60000	          15000	            400	         500000	 0	
          63000	          15000	            400	         500000	 0	
          66000	          15000	            400	         500000	 0	
          69000	          15000	            400	         500000	 0	
          72000	          15000	            400	         500000	 0	
          75000	          15000	            400	         500000	 0	
          78000	          15000	            400	         500000	 0	
          81000	          15000	            400	         500000	 0	
          84000	          15000	            400	         500000	 0	
          87000	          15000	            400	         500000	 0	
          90000	          15000	            400	         500000	 0	
          24000	          18000	            400	         500000	 0	
          27000	          18000	            400	         500000	 0	
          30000	          18000	            400	         500000	 0	
          33000	          18000	            400	         500000	 0	
          36000	          18000	            400	         500000	 0	
          39000	          18000	            400	         500000	 0	
          42000	          18000	            400	         500000	 0	
          45000	          18000	            400	         500000	 0	
          48000	          18000	            400	         500000	 0	
          51000	          18000	            400	         500000	 0	
          54000	          18000	            400	         500000	 0	
          57000	          18000	            400	         500000	 0	
          60000	          18000	            400	         500000	 0	
          63000	          18000	            400	         500000	 0	
          66000	          18000	            400	         500000	 0	
          69000	          18000	            400	         500000	 0	
          72000	          18000	            400	         500000	 0	
          75000	          18000	            400	         500000	 0	
          78000	          18000	            400	         500000	 0	
          81000	          18000	            400	         500000	 0	
          84000	          18000	            400	         500000	 0	
          87000	          18000	            400	         500000	 0	
          90000	          18000	            400	         500000	 0	
          24000	          21000	            400	         500000	 0	
          27000	          21000	            400	         500000	 0	
          30000	          21000	            400	         500000	 0	
          33000	          21000	            400	         500000	 0	
          36000	          21000	            400	         500000	 0	
          39000	          21000	            400	         500000	 0	
          42000	          21000	            400	         500000	 0	
          45000	          21000	            400	         500000	 0	
          48000	          21000	            400	         500000	 0	
          51000	          21000	            400	         500000	 0	
          54000	          21000	            400	         500000	 0	
          57000	          21000	            400	         500000	 0	
          60000	          21000	            400	         500000	 0	
          63000	          21000	            400	         500000	 0	
          66000	          21000	            400	         500000	 0	
          69000	          21000	            400	         500000	 0	
          72000	          21000	            400	         500000	 0	
          75000	          21000	            400	         500000	 0	
          78000	          21000	            400	         500000	 0	
          81000	          21000	            400	         500000	 0	
          84000	          21000	            400	         500000	 0	
          87000	          21000	            400	         500000	 0	
          90000	          21000	            400	         500000	 0	
          24000	          24000	            400	         500000	 0	
          27000	          24000	            400	         500000	 0	
          30000	          24000	            400	         500000	 0	
          33000	          24000	            400	         500000	 0	
          36000	          24000	            400	         500000	 0	
          39000	          24000	            400	         500000	 0	
          42000	          24000	            400	         500000	 0	
          45000	          24000	            400	         500000	 0	
          48000	          24000	            400	         500000	 0	
          51000	          24000	            400	         500000	 0	
          54000	          24000	            400	         500000	 0	
          57000	          24000	            400	         500000	 0	
          60000	          24000	            400	         500000	 0	
          63000	          24000	            400	         500000	 0	
          66000	          24000	            400	         500000	 0	
          69000	          24000	            400	         500000	 0	
          72000	          24000	            400	         500000	 0	
          75000	          24000	            400	         500000	 0	
          78000	          24000	            400	         500000	 0	
          81000	          24000	            400	         500000	 0	
          84000	          24000	            400	         500000	 0	
          87000	          24000	            400	         500000	 0	
          90000	          24000	            400	         500000	 0	
          24000	          27000	            400	         500000	 0	
          27000	          27000	            400	         500000	 0	
          30000	          27000	            400	         500000	 0	
          33000	          27000	            400	         500000	 0	
          36000	          27000	            400	         500000	 0	
          39000	          27000	            400	         500000	 0	
          42000	          27000	            400	         500000	 0	
          45000	          27000	            400	         500000	 0	
          48000	          27000	            400	         500000	 0	
          51000	          27000	            400	         500000	 0	
          54000	          27000	            400	         500000	 0	
          57000	          27000	            400	         500000	 0	
          60000	          27000	            400	         500000	 0	
          63000	          27000	            400	         500000	 0	
          66000	          27000	            400	         500000	 0	
          69000	          27000	            400	         500000	 0	
          72000	          27000	            400	         500000	 0	
          75000	          27000	            400	         500000	 0	
          78000	          27000	            400	         500000	 0	
          81000	          27000	            400	         500000	 0	
          84000	          27000	            400	         500000	 0	
          87000	          27000	            400	         500000	 0	
          90000	          27000	            400	         500000	 0	
          24000	          30000	            400	         500000	 0	
          27000	          30000	            400	         500000	 0	
          30000	          30000	            400	         500000	 0	
          33000	          30000	            400	         500000	 0	
          36000	          30000	            400	         500000	 0	
          39000	          30000	            400	         500000	 0	
          42000	          30000	            400	         500000	 0	
          45000	          30000	            400	         500000	 0	
          48000	          30000	            400	         500000	 0	
          51000	          30000	            400	         500000	 0	
          54000	          30000	            400	         500000	 0	
          57000	          30000	            400	         500000	 0	
          60000	          30000	            400	         500000	 0	
          63000	          30000	            400	         500000	 0	
          66000	          30000	            400	         500000	 0	
          69000	          30000	            400	         500000	 0	
          72000	          30000	            400	         500000	 0	
          75000	          30000	            400	         500000	 0	
          78000	          30000	            400	         500000	 0	
          81000	          30000	            400	         500000	 0	
