     x	y	time	wt_elevation	
          0   	          0   	          0   	    329.395    	
    3000.00    	          0   	          0   	    329.735    	
    6000.00    	          0   	          0   	    329.845    	
    9000.00    	          0   	          0   	    331.035    	
    12000.0    	          0   	          0   	    331.286    	
    15000.0    	          0   	          0   	    333.235    	
    18000.0    	          0   	          0   	    334.486    	
    21000.0    	          0   	          0   	    335.585    	
    24000.0    	          0   	          0   	    338.405    	
    27000.0    	          0   	          0   	    343.323    	
    30000.0    	          0   	          0   	    347.564    	
    33000.0    	          0   	          0   	    349.103    	
    36000.0    	          0   	          0   	    349.367    	
    39000.0    	          0   	          0   	    349.020    	
    42000.0    	          0   	          0   	    346.800    	
    45000.0    	          0   	          0   	    320.088    	
    48000.0    	          0   	          0   	    316.314    	
    51000.0    	          0   	          0   	    313.363    	
    54000.0    	          0   	          0   	    310.413    	
    57000.0    	          0   	          0   	    307.462    	
    60000.0    	          0   	          0   	    304.511    	
    63000.0    	          0   	          0   	    301.560    	
    66000.0    	          0   	          0   	    298.610    	
    69000.0    	          0   	          0   	    295.659    	
    72000.0    	          0   	          0   	    292.708    	
    75000.0    	          0   	          0   	    289.757    	
    78000.0    	          0   	          0   	    286.807    	
    81000.0    	          0   	          0   	    283.856    	
    84000.0    	          0   	          0   	    280.905    	
    87000.0    	          0   	          0   	    277.954    	
    90000.0    	          0   	          0   	    275.741    	
          0   	    3000.00    	          0   	    330.729    	
    3000.00    	    3000.00    	          0   	    331.116    	
    6000.00    	    3000.00    	          0   	    331.240    	
    9000.00    	    3000.00    	          0   	    332.597    	
    12000.0    	    3000.00    	          0   	    332.883    	
    15000.0    	    3000.00    	          0   	    335.098    	
    18000.0    	    3000.00    	          0   	    336.551    	
    21000.0    	    3000.00    	          0   	    337.761    	
    24000.0    	    3000.00    	          0   	    340.917    	
    27000.0    	    3000.00    	          0   	    346.110    	
    30000.0    	    3000.00    	          0   	    350.628    	
    33000.0    	    3000.00    	          0   	    352.332    	
    36000.0    	    3000.00    	          0   	    352.463    	
    39000.0    	    3000.00    	          0   	    351.059    	
    42000.0    	    3000.00    	          0   	    347.751    	
    45000.0    	    3000.00    	          0   	    323.199    	
    48000.0    	    3000.00    	          0   	    340.523    	
    51000.0    	    3000.00    	          0   	    342.225    	
    54000.0    	    3000.00    	          0   	    342.683    	
    57000.0    	    3000.00    	          0   	    342.263    	
    60000.0    	    3000.00    	          0   	    341.293    	
    63000.0    	    3000.00    	          0   	    339.966    	
    66000.0    	    3000.00    	          0   	    338.403    	
    69000.0    	    3000.00    	          0   	    336.689    	
    72000.0    	    3000.00    	          0   	    334.893    	
    75000.0    	    3000.00    	          0   	    333.088    	
    78000.0    	    3000.00    	          0   	    331.353    	
    81000.0    	    3000.00    	          0   	    329.784    	
    84000.0    	    3000.00    	          0   	    328.495    	
    87000.0    	    3000.00    	          0   	    327.614    	
    90000.0    	    3000.00    	          0   	    327.285    	
          0   	    6000.00    	          0   	    331.890    	
    3000.00    	    6000.00    	          0   	    332.317    	
    6000.00    	    6000.00    	          0   	    332.454    	
    9000.00    	    6000.00    	          0   	    333.952    	
    12000.0    	    6000.00    	          0   	    334.265    	
    15000.0    	    6000.00    	          0   	    336.690    	
    18000.0    	    6000.00    	          0   	    338.292    	
    21000.0    	    6000.00    	          0   	    339.554    	
    24000.0    	    6000.00    	          0   	    342.858    	
    27000.0    	    6000.00    	          0   	    348.073    	
    30000.0    	    6000.00    	          0   	    352.658    	
    33000.0    	    6000.00    	          0   	    354.524    	
    36000.0    	    6000.00    	          0   	    354.684    	
    39000.0    	    6000.00    	          0   	    352.945    	
    42000.0    	    6000.00    	          0   	    348.053    	
    45000.0    	    6000.00    	          0   	    326.149    	
    48000.0    	    6000.00    	          0   	    344.534    	
    51000.0    	    6000.00    	          0   	    347.977    	
    54000.0    	    6000.00    	          0   	    349.103    	
    57000.0    	    6000.00    	          0   	    349.141    	
    60000.0    	    6000.00    	          0   	    348.545    	
    63000.0    	    6000.00    	          0   	    347.546    	
    66000.0    	    6000.00    	          0   	    346.282    	
    69000.0    	    6000.00    	          0   	    344.849    	
    72000.0    	    6000.00    	          0   	    343.324    	
    75000.0    	    6000.00    	          0   	    341.786    	
    78000.0    	    6000.00    	          0   	    340.316    	
    81000.0    	    6000.00    	          0   	    339.014    	
    84000.0    	    6000.00    	          0   	    337.987    	
    87000.0    	    6000.00    	          0   	    337.323    	
    90000.0    	    6000.00    	          0   	    337.091    	
          0   	    9000.00    	          0   	    332.863    	
    3000.00    	    9000.00    	          0   	    333.322    	
    6000.00    	    9000.00    	          0   	    333.471    	
    9000.00    	    9000.00    	          0   	    335.084    	
    12000.0    	    9000.00    	          0   	    335.418    	
    15000.0    	    9000.00    	          0   	    338.002    	
    18000.0    	    9000.00    	          0   	    339.701    	
    21000.0    	    9000.00    	          0   	    340.971    	
    24000.0    	    9000.00    	          0   	    344.275    	
    27000.0    	    9000.00    	          0   	    349.352    	
    30000.0    	    9000.00    	          0   	    353.840    	
    33000.0    	    9000.00    	          0   	    356.056    	
    36000.0    	    9000.00    	          0   	    356.507    	
    39000.0    	    9000.00    	          0   	    354.925    	
    42000.0    	    9000.00    	          0   	    349.985    	
    45000.0    	    9000.00    	          0   	    329.100    	
    48000.0    	    9000.00    	          0   	    348.399    	
    51000.0    	    9000.00    	          0   	    352.626    	
    54000.0    	    9000.00    	          0   	    354.142    	
    57000.0    	    9000.00    	          0   	    354.412    	
    60000.0    	    9000.00    	          0   	    353.960    	
    63000.0    	    9000.00    	          0   	    353.043    	
    66000.0    	    9000.00    	          0   	    351.807    	
    69000.0    	    9000.00    	          0   	    350.352    	
    72000.0    	    9000.00    	          0   	    348.757    	
    75000.0    	    9000.00    	          0   	    347.104    	
    78000.0    	    9000.00    	          0   	    345.485    	
    81000.0    	    9000.00    	          0   	    344.026    	
    84000.0    	    9000.00    	          0   	    342.874    	
    87000.0    	    9000.00    	          0   	    342.136    	
    90000.0    	    9000.00    	          0   	    341.880    	
          0   	    12000.0    	          0   	    333.634    	
    3000.00    	    12000.0    	          0   	    334.118    	
    6000.00    	    12000.0    	          0   	    334.276    	
    9000.00    	    12000.0    	          0   	    335.982    	
    12000.0    	    12000.0    	          0   	    336.333    	
    15000.0    	    12000.0    	          0   	    339.037    	
    18000.0    	    12000.0    	          0   	    340.799    	
    21000.0    	    12000.0    	          0   	    342.047    	
    24000.0    	    12000.0    	          0   	    345.199    	
    27000.0    	    12000.0    	          0   	    349.848    	
    30000.0    	    12000.0    	          0   	    353.562    	
    33000.0    	    12000.0    	          0   	    356.932    	
    36000.0    	    12000.0    	          0   	    358.059    	
    39000.0    	    12000.0    	          0   	    356.907    	
    42000.0    	    12000.0    	          0   	    352.206    	
    45000.0    	    12000.0    	          0   	    332.051    	
    48000.0    	    12000.0    	          0   	    351.644    	
    51000.0    	    12000.0    	          0   	    356.227    	
    54000.0    	    12000.0    	          0   	    357.838    	
    57000.0    	    12000.0    	          0   	    358.117    	
    60000.0    	    12000.0    	          0   	    357.628    	
    63000.0    	    12000.0    	          0   	    356.632    	
    66000.0    	    12000.0    	          0   	    355.276    	
    69000.0    	    12000.0    	          0   	    353.650    	
    72000.0    	    12000.0    	          0   	    351.826    	
    75000.0    	    12000.0    	          0   	    349.890    	
    78000.0    	    12000.0    	          0   	    347.931    	
    81000.0    	    12000.0    	          0   	    346.114    	
    84000.0    	    12000.0    	          0   	    344.690    	
    87000.0    	    12000.0    	          0   	    343.780    	
    90000.0    	    12000.0    	          0   	    343.463    	
          0   	    15000.0    	          0   	    334.189    	
    3000.00    	    15000.0    	          0   	    334.694    	
    6000.00    	    15000.0    	          0   	    334.858    	
    9000.00    	    15000.0    	          0   	    336.637    	
    12000.0    	    15000.0    	          0   	    337.003    	
    15000.0    	    15000.0    	          0   	    339.808    	
    18000.0    	    15000.0    	          0   	    341.629    	
    21000.0    	    15000.0    	          0   	    342.864    	
    24000.0    	    15000.0    	          0   	    345.818    	
    27000.0    	    15000.0    	          0   	    349.551    	
    30000.0    	    15000.0    	          0   	    348.000    	
    33000.0    	    15000.0    	          0   	    357.209    	
    36000.0    	    15000.0    	          0   	    359.539    	
    39000.0    	    15000.0    	          0   	    359.081    	
    42000.0    	    15000.0    	          0   	    355.087    	
    45000.0    	    15000.0    	          0   	    334.266    	
    48000.0    	    15000.0    	          0   	    355.067    	
    51000.0    	    15000.0    	          0   	    359.302    	
    54000.0    	    15000.0    	          0   	    360.605    	
    57000.0    	    15000.0    	          0   	    360.646    	
    60000.0    	    15000.0    	          0   	    359.937    	
    63000.0    	    15000.0    	          0   	    358.710    	
    66000.0    	    15000.0    	          0   	    357.099    	
    69000.0    	    15000.0    	          0   	    355.157    	
    72000.0    	    15000.0    	          0   	    352.929    	
    75000.0    	    15000.0    	          0   	    350.534    	
    78000.0    	    15000.0    	          0   	    348.006    	
    81000.0    	    15000.0    	          0   	    345.541    	
    84000.0    	    15000.0    	          0   	    343.643    	
    87000.0    	    15000.0    	          0   	    342.420    	
    90000.0    	    15000.0    	          0   	    341.978    	
          0   	    18000.0    	          0   	    334.522    	
    3000.00    	    18000.0    	          0   	    335.040    	
    6000.00    	    18000.0    	          0   	    335.210    	
    9000.00    	    18000.0    	          0   	    337.041    	
    12000.0    	    18000.0    	          0   	    337.418    	
    15000.0    	    18000.0    	          0   	    340.316    	
    18000.0    	    18000.0    	          0   	    342.234    	
    21000.0    	    18000.0    	          0   	    343.547    	
    24000.0    	    18000.0    	          0   	    346.899    	
    27000.0    	    18000.0    	          0   	    351.699    	
    30000.0    	    18000.0    	          0   	    355.713    	
    33000.0    	    18000.0    	          0   	    359.505    	
    36000.0    	    18000.0    	          0   	    361.395    	
    39000.0    	    18000.0    	          0   	    361.711    	
    42000.0    	    18000.0    	          0   	    360.552    	
    45000.0    	    18000.0    	          0   	    358.266    	
    48000.0    	    18000.0    	          0   	    360.747    	
    51000.0    	    18000.0    	          0   	    362.255    	
    54000.0    	    18000.0    	          0   	    362.657    	
    57000.0    	    18000.0    	          0   	    362.202    	
    60000.0    	    18000.0    	          0   	    361.074    	
    63000.0    	    18000.0    	          0   	    359.435    	
    66000.0    	    18000.0    	          0   	    357.426    	
    69000.0    	    18000.0    	          0   	    354.984    	
    72000.0    	    18000.0    	          0   	    352.061    	
    75000.0    	    18000.0    	          0   	    349.057    	
    78000.0    	    18000.0    	          0   	    345.796    	
    81000.0    	    18000.0    	          0   	    342.492    	
    84000.0    	    18000.0    	          0   	    339.882    	
    87000.0    	    18000.0    	          0   	    338.076    	
    90000.0    	    18000.0    	          0   	    337.340    	
          0   	    21000.0    	          0   	    334.623    	
    3000.00    	    21000.0    	          0   	    335.150    	
    6000.00    	    21000.0    	          0   	    335.322    	
    9000.00    	    21000.0    	          0   	    337.185    	
    12000.0    	    21000.0    	          0   	    337.569    	
    15000.0    	    21000.0    	          0   	    340.532    	
    18000.0    	    21000.0    	          0   	    342.536    	
    21000.0    	    21000.0    	          0   	    343.928    	
    24000.0    	    21000.0    	          0   	    347.599    	
    27000.0    	    21000.0    	          0   	    352.920    	
    30000.0    	    21000.0    	          0   	    357.884    	
    33000.0    	    21000.0    	          0   	    360.962    	
    36000.0    	    21000.0    	          0   	    362.796    	
    39000.0    	    21000.0    	          0   	    363.625    	
    42000.0    	    21000.0    	          0   	    363.675    	
    45000.0    	    21000.0    	          0   	    363.410    	
    48000.0    	    21000.0    	          0   	    363.924    	
    51000.0    	    21000.0    	          0   	    364.199    	
    54000.0    	    21000.0    	          0   	    363.859    	
    57000.0    	    21000.0    	          0   	    362.800    	
    60000.0    	    21000.0    	          0   	    361.019    	
    63000.0    	    21000.0    	          0   	    358.659    	
    66000.0    	    21000.0    	          0   	    356.103    	
    69000.0    	    21000.0    	          0   	    352.869    	
    72000.0    	    21000.0    	          0   	    348.273    	
    75000.0    	    21000.0    	          0   	    344.824    	
    78000.0    	    21000.0    	          0   	    342.031    	
    81000.0    	    21000.0    	          0   	    316.452    	
    84000.0    	    21000.0    	          0   	    313.944    	
    87000.0    	    21000.0    	          0   	    309.502    	
    90000.0    	    21000.0    	          0   	    306.134    	
          0   	    24000.0    	          0   	    334.488    	
    3000.00    	    24000.0    	          0   	    335.017    	
    6000.00    	    24000.0    	          0   	    335.191    	
    9000.00    	    24000.0    	          0   	    337.059    	
    12000.0    	    24000.0    	          0   	    337.446    	
    15000.0    	    24000.0    	          0   	    340.423    	
    18000.0    	    24000.0    	          0   	    342.459    	
    21000.0    	    24000.0    	          0   	    343.891    	
    24000.0    	    24000.0    	          0   	    347.708    	
    27000.0    	    24000.0    	          0   	    353.230    	
    30000.0    	    24000.0    	          0   	    358.444    	
    33000.0    	    24000.0    	          0   	    361.501    	
    36000.0    	    24000.0    	          0   	    363.453    	
    39000.0    	    24000.0    	          0   	    364.601    	
    42000.0    	    24000.0    	          0   	    365.144    	
    45000.0    	    24000.0    	          0   	    365.322    	
    48000.0    	    24000.0    	          0   	    365.389    	
    51000.0    	    24000.0    	          0   	    365.099    	
    54000.0    	    24000.0    	          0   	    364.191    	
    57000.0    	    24000.0    	          0   	    362.415    	
    60000.0    	    24000.0    	          0   	    359.492    	
    63000.0    	    24000.0    	          0   	    355.414    	
    66000.0    	    24000.0    	          0   	    352.281    	
    69000.0    	    24000.0    	          0   	    347.751    	
    72000.0    	    24000.0    	          0   	    329.915    	
    75000.0    	    24000.0    	          0   	    327.443    	
    78000.0    	    24000.0    	          0   	    323.002    	
    81000.0    	    24000.0    	          0   	    318.559    	
    84000.0    	    24000.0    	          0   	    316.190    	
    87000.0    	    24000.0    	          0   	    334.985    	
    90000.0    	    24000.0    	          0   	    335.662    	
          0   	    27000.0    	          0   	    334.115    	
    3000.00    	    27000.0    	          0   	    334.641    	
    6000.00    	    27000.0    	          0   	    334.814    	
    9000.00    	    27000.0    	          0   	    336.661    	
    12000.0    	    27000.0    	          0   	    337.044    	
    15000.0    	    27000.0    	          0   	    339.966    	
    18000.0    	    27000.0    	          0   	    341.957    	
    21000.0    	    27000.0    	          0   	    343.378    	
    24000.0    	    27000.0    	          0   	    347.168    	
    27000.0    	    27000.0    	          0   	    352.707    	
    30000.0    	    27000.0    	          0   	    357.975    	
    33000.0    	    27000.0    	          0   	    361.155    	
    36000.0    	    27000.0    	          0   	    363.295    	
    39000.0    	    27000.0    	          0   	    364.675    	
    42000.0    	    27000.0    	          0   	    365.455    	
    45000.0    	    27000.0    	          0   	    365.771    	
    48000.0    	    27000.0    	          0   	    365.696    	
    51000.0    	    27000.0    	          0   	    365.114    	
    54000.0    	    27000.0    	          0   	    363.763    	
    57000.0    	    27000.0    	          0   	    361.095    	
    60000.0    	    27000.0    	          0   	    355.725    	
    63000.0    	    27000.0    	          0   	    343.412    	
    66000.0    	    27000.0    	          0   	    340.943    	
    69000.0    	    27000.0    	          0   	    336.501    	
    72000.0    	    27000.0    	          0   	    332.058    	
    75000.0    	    27000.0    	          0   	    329.655    	
    78000.0    	    27000.0    	          0   	    342.099    	
    81000.0    	    27000.0    	          0   	    342.811    	
    84000.0    	    27000.0    	          0   	    342.573    	
    87000.0    	    27000.0    	          0   	    342.241    	
    90000.0    	    27000.0    	          0   	    342.403    	
          0   	    30000.0    	          0   	    333.505    	
    3000.00    	    30000.0    	          0   	    334.021    	
    6000.00    	    30000.0    	          0   	    334.191    	
    9000.00    	    30000.0    	          0   	    335.990    	
    12000.0    	    30000.0    	          0   	    336.362    	
    15000.0    	    30000.0    	          0   	    339.157    	
    18000.0    	    30000.0    	          0   	    341.017    	
    21000.0    	    30000.0    	          0   	    342.363    	
    24000.0    	    30000.0    	          0   	    345.913    	
    27000.0    	    30000.0    	          0   	    351.235    	
    30000.0    	    30000.0    	          0   	    356.311    	
    33000.0    	    30000.0    	          0   	    359.816    	
    36000.0    	    30000.0    	          0   	    362.275    	
    39000.0    	    30000.0    	          0   	    363.891    	
    42000.0    	    30000.0    	          0   	    364.833    	
    45000.0    	    30000.0    	          0   	    365.222    	
    48000.0    	    30000.0    	          0   	    365.106    	
    51000.0    	    30000.0    	          0   	    364.406    	
    54000.0    	    30000.0    	          0   	    362.826    	
    57000.0    	    30000.0    	          0   	    359.383    	
    60000.0    	    30000.0    	          0   	    348.876    	
    63000.0    	    30000.0    	          0   	    345.558    	
    66000.0    	    30000.0    	          0   	    343.147    	
    69000.0    	    30000.0    	          0   	    347.776    	
    72000.0    	    30000.0    	          0   	    347.391    	
    75000.0    	    30000.0    	          0   	    346.674    	
    78000.0    	    30000.0    	          0   	    347.153    	
    81000.0    	    30000.0    	          0   	    346.945    	
    84000.0    	    30000.0    	          0   	    346.658    	
    87000.0    	    30000.0    	          0   	    346.578    	
    90000.0    	    30000.0    	          0   	    346.599    	
          0   	    33000.0    	          0   	    332.659    	
    3000.00    	    33000.0    	          0   	    333.161    	
